ngram,Haptic,Hapic
1693,0.0,0.0
1694,0.0,0.0
1695,0.0,0.0
1696,0.0,0.0
1697,0.0,0.0
1698,0.0,0.0
1699,0.0,0.0
1700,0.0,0.0
1701,0.0,0.0
1702,0.0,0.0
1703,0.0,0.0
1704,0.0,0.0
1705,0.0,0.0
1706,0.0,0.0
1707,0.0,0.0
1708,0.0,0.0
1709,0.0,0.0
1710,0.0,0.0
1711,0.0,0.0
1712,0.0,0.0
1713,0.0,0.0
1714,0.0,0.0
1715,0.0,0.0
1716,0.0,0.0
1717,0.0,0.0
1718,0.0,0.0
1719,0.0,0.0
1720,0.0,0.0
1721,0.0,0.0
1722,0.0,0.0
1723,0.0,0.0
1724,0.0,0.0
1725,0.0,0.0
1726,0.0,0.0
1727,0.0,0.0
1728,0.0,0.0
1729,0.0,0.0
1730,0.0,0.0
1731,0.0,0.0
1732,0.0,0.0
1733,0.0,0.0
1734,0.0,0.0
1735,0.0,0.0
1736,0.0,0.0
1737,0.0,0.0
1738,0.0,0.0
1739,0.0,0.0
1740,0.0,0.0
1741,0.0,0.0
1742,0.0,0.0
1743,0.0,0.0
1744,0.0,0.0
1745,0.0,0.0
1746,0.0,0.0
1747,0.0,0.0
1748,0.0,0.0
1749,0.0,0.0
1750,0.0,0.0
1751,0.0,0.0
1752,0.0,0.0
1753,0.0,0.0
1754,0.0,0.0
1755,0.0,0.0
1756,0.0,0.0
1757,0.0,0.0
1758,0.0,0.0
1759,0.0,0.0
1760,0.0,0.0
1761,0.0,0.0
1762,0.0,0.0
1763,0.0,0.0
1764,0.0,0.0
1765,0.0,0.0
1766,0.0,0.0
1767,0.0,0.0
1768,0.0,0.0
1769,0.0,0.0
1770,0.0,0.0
1771,0.0,0.0
1772,0.0,0.0
1773,0.0,0.0
1774,0.0,0.0
1775,0.0,0.0
1776,0.0,0.0
1777,0.0,0.0
1778,0.0,0.0
1779,0.0,0.0
1780,0.0,0.0
1781,0.0,0.0
1782,0.0,0.0
1783,0.0,0.0
1784,0.0,0.0
1785,0.0,0.0
1786,0.0,0.0
1787,0.0,0.0
1788,0.0,0.0
1789,0.0,0.0
1790,0.0,0.0
1791,0.0,0.0
1792,0.0,0.0
1793,0.0,0.0
1794,0.0,0.0
1795,0.0,0.0
1796,0.0,0.0
1797,0.0,0.0
1798,0.0,0.0
1799,0.0,0.0
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,2.35363189255671e-10
1809,0.0,2.35363189255671e-10
1810,0.0,2.35363189255671e-10
1811,0.0,2.35363189255671e-10
1812,0.0,2.35363189255671e-10
1813,0.0,2.35363189255671e-10
1814,0.0,2.35363189255671e-10
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,0.0
1818,0.0,0.0
1819,0.0,0.0
1820,0.0,0.0
1821,0.0,0.0
1822,0.0,0.0
1823,0.0,0.0
1824,0.0,0.0
1825,0.0,0.0
1826,0.0,0.0
1827,0.0,0.0
1828,0.0,0.0
1829,0.0,0.0
1830,0.0,0.0
1831,0.0,0.0
1832,0.0,0.0
1833,0.0,0.0
1834,0.0,0.0
1835,0.0,0.0
1836,0.0,0.0
1837,0.0,0.0
1838,0.0,0.0
1839,0.0,0.0
1840,0.0,0.0
1841,0.0,0.0
1842,0.0,6.081543998551605e-11
1843,0.0,6.081543998551605e-11
1844,0.0,6.081543998551605e-11
1845,0.0,6.081543998551605e-11
1846,0.0,6.081543998551605e-11
1847,0.0,6.081543998551605e-11
1848,0.0,6.081543998551605e-11
1849,0.0,0.0
1850,0.0,0.0
1851,0.0,0.0
1852,0.0,0.0
1853,0.0,4.825934096786e-11
1854,0.0,4.825934096786e-11
1855,0.0,4.825934096786e-11
1856,0.0,4.825934096786e-11
1857,0.0,4.825934096786e-11
1858,0.0,4.825934096786e-11
1859,0.0,4.825934096786e-11
1860,0.0,0.0
1861,0.0,0.0
1862,0.0,0.0
1863,0.0,0.0
1864,0.0,4.709512145341575e-11
1865,0.0,4.709512145341575e-11
1866,0.0,4.709512145341575e-11
1867,0.0,4.709512145341575e-11
1868,0.0,4.709512145341575e-11
1869,0.0,4.709512145341575e-11
1870,0.0,4.709512145341575e-11
1871,0.0,0.0
1872,0.0,0.0
1873,0.0,0.0
1874,2.781849988459888e-10,0.0
1875,2.781849988459888e-10,0.0
1876,2.781849988459888e-10,0.0
1877,2.781849988459888e-10,0.0
1878,2.781849988459888e-10,0.0
1879,2.781849988459888e-10,0.0
1880,2.781849988459888e-10,0.0
1881,0.0,0.0
1882,0.0,0.0
1883,0.0,0.0
1884,0.0,0.0
1885,0.0,0.0
1886,0.0,0.0
1887,0.0,0.0
1888,0.0,0.0
1889,0.0,0.0
1890,0.0,0.0
1891,0.0,0.0
1892,7.415622401854957e-10,0.0
1893,8.568706062155635e-10,0.0
1894,9.673294704930819e-10,0.0
1895,9.885006781372242e-10,2.1171207644142344e-11
1896,9.885006781372242e-10,2.1171207644142344e-11
1897,1.0070774333506956e-09,2.1171207644142344e-11
1898,1.0251156015320513e-09,2.1171207644142344e-11
1899,2.8355336134655573e-10,2.1171207644142344e-11
1900,1.6824499531648788e-10,2.1171207644142344e-11
1901,3.4910979464429307e-10,2.1171207644142344e-11
1902,4.829031995707516e-10,0.0
1903,6.422946519884271e-10,0.0
1904,6.554253766705947e-10,0.0
1905,7.74608966255411e-10,0.0
1906,8.211539246191382e-10,0.0
1907,8.504542724813951e-10,0.0
1908,6.140284253275397e-10,0.0
1909,4.728448218289343e-10,0.0
1910,3.1345336941125876e-10,1.3773889766850139e-11
1911,2.9572382142279656e-10,1.3773889766850139e-11
1912,2.4498670849907155e-10,1.3773889766850139e-11
1913,1.984417501353443e-10,1.3773889766850139e-11
1914,3.1530629198853587e-10,1.3773889766850139e-11
1915,3.241633657930747e-10,1.3773889766850139e-11
1916,3.5553794234096815e-10,1.3773889766850139e-11
1917,3.6950367666393243e-10,0.0
1918,3.6990598381977536e-10,0.0
1919,3.544500694936075e-10,0.0
1920,3.7765172437666447e-10,0.0
1921,3.4393326777840526e-10,0.0
1922,2.8017837752239826e-10,0.0
1923,4.3145034866227354e-10,0.0
1924,4.174846143393093e-10,0.0
1925,4.2610955042210463e-10,0.0
1926,4.2384970731580903e-10,0.0
1927,4.233864310730441e-10,0.0
1928,3.565589708408114e-10,0.0
1929,6.094169434962232e-10,0.0
1930,5.763537405270977e-10,0.0
1931,7.599848032637167e-10,0.0
1932,3.5505258495176814e-09,0.0
1933,3.5049241207753467e-09,0.0
1934,3.616992986867272e-09,0.0
1935,3.6158186801836324e-09,0.0
1936,4.954205557699305e-09,0.0
1937,5.149919875467392e-09,2.2442416972420378e-11
1938,5.379581577821416e-09,2.2442416972420378e-11
1939,2.889657691700671e-09,2.2442416972420378e-11
1940,3.2533894586287258e-09,2.2442416972420378e-11
1941,3.3943679256243087e-09,2.2442416972420378e-11
1942,4.122072651467436e-09,2.2442416972420378e-11
1943,2.6595477566258653e-09,2.2442416972420378e-11
1944,3.2869778644948967e-09,1.8971322528799864e-11
1945,3.023840463737112e-09,1.8971322528799864e-11
1946,3.0477283078208674e-09,1.8971322528799864e-11
1947,3.6211339799712458e-09,1.8971322528799864e-11
1948,3.618948268042337e-09,1.8971322528799864e-11
1949,5.635809549201351e-09,1.8971322528799864e-11
1950,6.133128687452987e-09,1.8971322528799864e-11
1951,5.444503689159116e-09,3.309819680235344e-11
1952,6.235385287465891e-09,3.309819680235344e-11
1953,6.123213650407625e-09,3.309819680235344e-11
1954,5.888706823751834e-09,3.309819680235344e-11
1955,7.137003337526997e-09,3.309819680235344e-11
1956,5.2368810557875835e-09,3.309819680235344e-11
1957,5.235284491636857e-09,4.5841922519900584e-11
1958,5.794330856393312e-09,1.2743725717547149e-11
1959,6.615148429034434e-09,3.5331603714145694e-11
1960,8.222097732816077e-09,3.5331603714145694e-11
1961,9.454768904301351e-09,3.5331603714145694e-11
1962,1.0197662143290082e-08,3.5331603714145694e-11
1963,1.1616372435392058e-08,4.523546021888742e-11
1964,1.377086279928465e-08,4.1485044566247353e-11
1965,1.5435045876342557e-08,4.1485044566247353e-11
1966,1.7155247635157267e-08,4.5276380858779877e-11
1967,1.8523578353730434e-08,5.4121059816265267e-11
1968,1.8858953763713415e-08,1.0726030678722052e-10
1969,2.042729414191464e-08,1.0726030678722052e-10
1970,2.1031172486069797e-08,9.73564502824788e-11
1971,2.1823648919751448e-08,8.836314021757171e-11
1972,2.3711126522536167e-08,8.836314021757171e-11
1973,2.3126258241745745e-08,6.198392592844065e-11
1974,2.4233816477346537e-08,5.313924697095526e-11
1975,2.7632841031228443e-08,1.5408051025543402e-10
1976,2.7922400138079084e-08,1.5408051025543402e-10
1977,2.85746494402669e-08,1.6210692114057172e-10
1978,2.7165621117676764e-08,1.6210692114057172e-10
1979,2.5829301110645375e-08,1.6210692114057172e-10
1980,2.594145495241459e-08,1.7778057597490308e-10
1981,2.319501670098946e-08,1.7778057597490308e-10
1982,1.9303141053837536e-08,3.111156074827751e-11
1983,1.800080655962282e-08,3.111156074827751e-11
1984,1.8053572224476155e-08,2.3085149863139823e-11
1985,1.958780350617774e-08,2.3085149863139823e-11
1986,1.9693468062647364e-08,2.3085149863139823e-11
1987,1.986736070896151e-08,1.4098962572825106e-11
1988,2.2260388453178492e-08,2.103037238402169e-11
1989,2.390513717135231e-08,1.3618877355213245e-11
1990,2.5811580682346047e-08,1.334531944277969e-10
1991,2.7811813296807486e-08,1.465917313132297e-10
1992,3.318790702573031e-08,1.5295407747901406e-10
1993,3.7971491855565935e-08,1.5939543682968223e-10
1994,4.434135522249757e-08,1.5270796928566555e-10
1995,4.6968108640450216e-08,1.5216369087364282e-10
1996,5.4695882616735096e-08,1.6476776936883272e-10
1997,6.076657297983599e-08,4.493345229624904e-11
1998,6.687875700858317e-08,4.335049036011515e-11
1999,7.366904039177566e-08,4.783463258431883e-11
2000,8.343966635087391e-08,4.139327323365067e-11
2001,8.689299134191839e-08,4.139327323365067e-11
2002,9.438318824907452e-08,5.648035709761499e-11
2003,1.017428599782631e-07,4.387627860242509e-11
2004,1.052624227781962e-07,5.3969370639173064e-11
2005,1.2202342958289591e-07,4.241379568987418e-11
2006,1.215435442450793e-07,3.1567307299886134e-11
2007,1.2215635487271876e-07,4.766879054183905e-11
2008,1.334306958256093e-07,4.766879054183905e-11
2009,1.3990568500535767e-07,3.034325444676142e-11
2010,1.3749426029465083e-07,3.853104665686922e-11
2011,1.430513104797423e-07,2.8437954620121252e-11
2012,1.319212716209352e-07,2.8437954620121252e-11
2013,1.3430356306441483e-07,3.3788977320457574e-11
2014,1.351828820312611e-07,1.768749407850466e-11
2015,1.335045719689073e-07,2.854883665779985e-11
2016,1.3493392612774967e-07,2.4400157489739324e-11
2017,1.3861419034810751e-07,1.8914426159570102e-11
2018,1.3851328617420222e-07,2.269731139148412e-11
2019,1.4276182369599155e-07,2.837163923935515e-11
