ngram,Nintendo,Nintedo
1693,0.0,0.0
1694,0.0,0.0
1695,0.0,0.0
1696,0.0,0.0
1697,0.0,0.0
1698,0.0,0.0
1699,0.0,0.0
1700,0.0,0.0
1701,0.0,0.0
1702,0.0,0.0
1703,0.0,0.0
1704,0.0,0.0
1705,0.0,0.0
1706,0.0,0.0
1707,0.0,0.0
1708,0.0,0.0
1709,0.0,0.0
1710,0.0,0.0
1711,0.0,0.0
1712,0.0,0.0
1713,0.0,0.0
1714,0.0,0.0
1715,0.0,0.0
1716,0.0,0.0
1717,0.0,0.0
1718,7.741756442263587e-09,0.0
1719,7.741756442263587e-09,0.0
1720,7.741756442263587e-09,0.0
1721,7.741756442263587e-09,0.0
1722,7.741756442263587e-09,0.0
1723,7.741756442263587e-09,0.0
1724,7.741756442263587e-09,0.0
1725,0.0,0.0
1726,0.0,0.0
1727,0.0,0.0
1728,0.0,0.0
1729,0.0,0.0
1730,0.0,0.0
1731,0.0,0.0
1732,0.0,0.0
1733,0.0,0.0
1734,0.0,0.0
1735,0.0,0.0
1736,5.512325072589062e-09,0.0
1737,5.512325072589062e-09,0.0
1738,5.512325072589062e-09,0.0
1739,5.512325072589062e-09,0.0
1740,5.512325072589062e-09,0.0
1741,5.512325072589062e-09,0.0
1742,5.512325072589062e-09,0.0
1743,0.0,0.0
1744,0.0,0.0
1745,0.0,0.0
1746,0.0,0.0
1747,0.0,0.0
1748,0.0,0.0
1749,0.0,0.0
1750,0.0,0.0
1751,0.0,0.0
1752,0.0,0.0
1753,0.0,0.0
1754,0.0,0.0
1755,0.0,0.0
1756,0.0,0.0
1757,0.0,0.0
1758,0.0,0.0
1759,0.0,0.0
1760,0.0,0.0
1761,0.0,0.0
1762,0.0,0.0
1763,0.0,0.0
1764,0.0,0.0
1765,0.0,0.0
1766,0.0,0.0
1767,0.0,0.0
1768,0.0,0.0
1769,0.0,0.0
1770,0.0,0.0
1771,0.0,0.0
1772,0.0,0.0
1773,5.190381711729839e-09,0.0
1774,5.190381711729839e-09,0.0
1775,8.079070872619404e-09,0.0
1776,8.079070872619404e-09,0.0
1777,8.079070872619404e-09,0.0
1778,8.079070872619404e-09,0.0
1779,8.079070872619404e-09,0.0
1780,2.8886891608895635e-09,0.0
1781,2.8886891608895635e-09,0.0
1782,0.0,0.0
1783,0.0,0.0
1784,0.0,0.0
1785,0.0,0.0
1786,1.3400983180287896e-09,0.0
1787,1.3400983180287896e-09,0.0
1788,1.3400983180287896e-09,0.0
1789,2.503483135082466e-09,0.0
1790,2.503483135082466e-09,0.0
1791,2.503483135082466e-09,0.0
1792,2.503483135082466e-09,0.0
1793,1.163384817053676e-09,0.0
1794,1.163384817053676e-09,0.0
1795,1.163384817053676e-09,0.0
1796,0.0,0.0
1797,0.0,0.0
1798,0.0,0.0
1799,0.0,0.0
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,2.5855010196299387e-10,0.0
1807,2.5855010196299387e-10,0.0
1808,2.5855010196299387e-10,0.0
1809,8.013245622606746e-10,0.0
1810,8.013245622606746e-10,0.0
1811,8.013245622606746e-10,0.0
1812,8.013245622606746e-10,0.0
1813,5.427744602976808e-10,0.0
1814,5.427744602976808e-10,0.0
1815,5.427744602976808e-10,0.0
1816,0.0,0.0
1817,0.0,0.0
1818,0.0,0.0
1819,0.0,0.0
1820,0.0,0.0
1821,0.0,0.0
1822,0.0,0.0
1823,0.0,0.0
1824,0.0,0.0
1825,0.0,0.0
1826,0.0,0.0
1827,0.0,0.0
1828,0.0,0.0
1829,0.0,0.0
1830,0.0,0.0
1831,0.0,0.0
1832,0.0,0.0
1833,0.0,0.0
1834,0.0,0.0
1835,0.0,0.0
1836,0.0,0.0
1837,0.0,0.0
1838,0.0,0.0
1839,0.0,0.0
1840,0.0,0.0
1841,0.0,0.0
1842,0.0,0.0
1843,0.0,0.0
1844,0.0,0.0
1845,6.673876530781188e-11,0.0
1846,6.673876530781188e-11,0.0
1847,6.673876530781188e-11,0.0
1848,6.673876530781188e-11,0.0
1849,6.673876530781188e-11,0.0
1850,6.673876530781188e-11,0.0
1851,6.673876530781188e-11,0.0
1852,0.0,0.0
1853,0.0,0.0
1854,0.0,0.0
1855,0.0,0.0
1856,4.969880459551998e-11,0.0
1857,4.969880459551998e-11,0.0
1858,4.969880459551998e-11,0.0
1859,1.1062819311418487e-10,0.0
1860,1.1062819311418487e-10,0.0
1861,1.1062819311418487e-10,0.0
1862,1.1062819311418487e-10,0.0
1863,1.0866726962710516e-10,0.0
1864,1.0866726962710516e-10,0.0
1865,1.0866726962710516e-10,0.0
1866,4.7737881108440257e-11,0.0
1867,4.7737881108440257e-11,0.0
1868,4.7737881108440257e-11,0.0
1869,4.7737881108440257e-11,0.0
1870,0.0,0.0
1871,0.0,0.0
1872,0.0,0.0
1873,0.0,0.0
1874,0.0,0.0
1875,0.0,0.0
1876,0.0,0.0
1877,0.0,0.0
1878,0.0,0.0
1879,0.0,0.0
1880,3.2886683455833425e-11,0.0
1881,3.2886683455833425e-11,0.0
1882,3.2886683455833425e-11,0.0
1883,3.2886683455833425e-11,0.0
1884,3.2886683455833425e-11,0.0
1885,3.2886683455833425e-11,0.0
1886,3.2886683455833425e-11,0.0
1887,0.0,0.0
1888,0.0,0.0
1889,0.0,0.0
1890,0.0,0.0
1891,0.0,0.0
1892,4.494316426953812e-11,0.0
1893,4.494316426953812e-11,0.0
1894,6.703493712504179e-11,0.0
1895,1.0937735241332649e-10,0.0
1896,1.6751862992008578e-10,0.0
1897,5.762072366862928e-10,0.0
1898,5.762072366862928e-10,0.0
1899,5.312640724167547e-10,0.0
1900,5.312640724167547e-10,0.0
1901,5.09172299561251e-10,0.0
1902,4.668298842729663e-10,0.0
1903,4.2462775161146634e-10,0.0
1904,1.5939144845259332e-11,0.0
1905,1.5939144845259332e-11,0.0
1906,1.5939144845259332e-11,0.0
1907,1.5939144845259332e-11,0.0
1908,1.5939144845259332e-11,0.0
1909,1.5939144845259332e-11,0.0
1910,1.3773889766850139e-11,0.0
1911,1.3773889766850139e-11,0.0
1912,2.8187997571014835e-11,0.0
1913,5.678383557012572e-11,0.0
1914,1.0063330327777668e-10,0.0
1915,1.0063330327777668e-10,0.0
1916,1.0063330327777668e-10,0.0
1917,1.0082514783389079e-10,0.0
1918,1.1520538689691051e-10,0.0
1919,1.4340851819552976e-10,0.0
1920,1.1481268019641888e-10,0.0
1921,7.096321248876793e-11,0.0
1922,2.158709808131043e-10,0.0
1923,2.158709808131043e-10,0.0
1924,2.0190524649014004e-10,0.0
1925,1.875250074271203e-10,0.0
1926,2.824455431443036e-10,0.0
1927,2.824455431443036e-10,0.0
1928,2.824455431443036e-10,0.0
1929,1.375377748199672e-10,0.0
1930,1.375377748199672e-10,0.0
1931,2.424698140681057e-10,0.0
1932,2.424698140681057e-10,0.0
1933,4.061050939974109e-10,0.0
1934,4.2857296878029416e-10,0.0
1935,4.2857296878029416e-10,0.0
1936,4.4951040112373164e-10,0.0
1937,4.719528180961521e-10,0.0
1938,2.6075026106551847e-09,0.0
1939,2.6075026106551847e-09,0.0
1940,2.357916080640367e-09,0.0
1941,2.418183913031692e-09,0.0
1942,2.667264367706146e-09,0.0
1943,2.710686913027465e-09,0.0
1944,2.8210437517741026e-09,0.0
1945,6.556396021333605e-10,0.0
1946,7.2183201876059e-10,0.0
1947,6.702454940261354e-10,0.0
1948,5.875097868519268e-10,0.0
1949,3.3842933217747325e-10,0.0
1950,3.248292825195977e-10,0.0
1951,4.071682990769432e-10,0.0
1952,5.516659113651607e-10,0.0
1953,6.109873876677544e-10,0.0
1954,7.12599074985982e-10,0.0
1955,8.575415932909891e-10,0.0
1956,9.518176326471307e-10,0.0
1957,9.64776334219256e-10,0.0
1958,1.118594102265748e-09,0.0
1959,1.0232521377836638e-09,0.0
1960,9.295018286805044e-10,0.0
1961,1.3231351609593084e-09,0.0
1962,1.3720260047137396e-09,0.0
1963,1.3371731063685895e-09,0.0
1964,1.3184210271141188e-09,0.0
1965,9.847253131959173e-10,0.0
1966,1.1066979911854092e-09,0.0
1967,1.3933428498282196e-09,0.0
1968,1.0398024941071782e-09,0.0
1969,1.2050445680993655e-09,0.0
1970,1.3999371860164344e-09,0.0
1971,1.5160868512989874e-09,0.0
1972,1.7503853128835495e-09,0.0
1973,1.6692612371725447e-09,0.0
1974,1.5545403694464506e-09,0.0
1975,2.0129387204700524e-09,0.0
1976,1.9351383828691837e-09,0.0
1977,1.929641367328015e-09,0.0
1978,2.6661173110501377e-09,0.0
1979,6.265344195835862e-09,0.0
1980,1.2307029681072175e-08,0.0
1981,2.336492475686823e-08,0.0
1982,4.012995431195472e-08,0.0
1983,5.41577228142996e-08,0.0
1984,6.42070851724392e-08,0.0
1985,8.024446199580585e-08,0.0
1986,1.1564390181969689e-07,0.0
1987,1.6562523796892492e-07,0.0
1988,2.3885754022298246e-07,6.931409811196585e-12
1989,3.0039856824259914e-07,6.931409811196585e-12
1990,3.9959925451122605e-07,1.3588872091066913e-11
1991,4.946458633168862e-07,1.3588872091066913e-11
1992,5.678971522879042e-07,1.3588872091066913e-11
1993,5.992197803347413e-07,2.003023144173507e-11
1994,6.111844754741469e-07,2.003023144173507e-11
1995,5.935255355130462e-07,1.3098821630538486e-11
1996,5.985058229336053e-07,1.3098821630538486e-11
1997,5.520360113158469e-07,1.2193883799519308e-11
1998,5.3207536357799e-07,1.2193883799519308e-11
1999,5.074832439991692e-07,1.2193883799519308e-11
2000,5.057959283151701e-07,1.0944953772660883e-11
2001,5.05535134769681e-07,1.6015683818831102e-11
2002,5.063063862767844e-07,2.1384237634615643e-11
2003,5.005038181999615e-07,5.2333060504164817e-11
2004,5.103884015105515e-07,5.162708207368765e-11
2005,5.122080405531701e-07,8.640723702023147e-11
2006,5.430452217426916e-07,9.670038133331132e-11
2007,5.594956503175906e-07,1.1297659633210547e-10
2008,6.102243617078784e-07,1.0790586628593525e-10
2009,6.255710088355824e-07,1.315780663987568e-10
2010,6.081218251503222e-07,1.1291093209218696e-10
2011,6.238827836568817e-07,1.171491802374826e-10
2012,6.238147989279241e-07,8.770888281534844e-11
2013,6.204056554841892e-07,9.881982930361386e-11
2014,6.072830030591701e-07,8.774268514136604e-11
2015,5.587070859291998e-07,1.0946537029995643e-10
2016,5.564824537681748e-07,8.042461637135036e-11
2017,5.784890504401119e-07,7.950008244309951e-11
2018,5.644272164317954e-07,8.240138710258194e-11
2019,5.530463766945104e-07,9.365698321051052e-11
