ngram,Tenaris,Tenris,Tnris
1839,8.37834008520539e-11,0.0,8.37834008520539e-11
1840,8.37834008520539e-11,0.0,8.37834008520539e-11
1841,8.37834008520539e-11,0.0,8.37834008520539e-11
1842,0.0,0.0,0.0
1843,0.0,0.0,0.0
1844,0.0,0.0,0.0
1845,0.0,0.0,0.0
1846,0.0,0.0,0.0
1847,0.0,0.0,0.0
1848,0.0,0.0,0.0
1849,0.0,0.0,0.0
1850,0.0,0.0,4.746990895603582e-11
1851,0.0,0.0,9.389850405153562e-11
1852,0.0,0.0,9.389850405153562e-11
1853,0.0,0.0,9.389850405153562e-11
1854,0.0,0.0,1.4440036468142481e-10
1855,1.575052469401531e-10,0.0,1.4440036468142481e-10
1856,2.0720405153567308e-10,0.0,1.4440036468142481e-10
1857,2.0720405153567308e-10,0.0,9.6930455725389e-11
1858,2.0720405153567308e-10,0.0,1.0810537385909567e-10
1859,2.0720405153567308e-10,0.0,1.0810537385909567e-10
1860,2.0720405153567308e-10,0.0,1.0810537385909567e-10
1861,2.0720405153567308e-10,0.0,5.7603513229206473e-11
1862,4.969880459551998e-11,0.0,1.690400557625387e-10
1863,0.0,0.0,2.1677793687097894e-10
1864,0.0,0.0,2.1677793687097894e-10
1865,0.0,0.0,1.5917442364177248e-10
1866,0.0,0.0,1.5917442364177248e-10
1867,7.778242177331712e-10,4.321245742186111e-11,2.023868810636336e-10
1868,1.0915060918595794e-09,4.321245742186111e-11,2.023868810636336e-10
1869,1.0915060918595794e-09,4.321245742186111e-11,9.095033853030138e-11
1870,1.218215472942319e-09,4.321245742186111e-11,8.544891778277425e-11
1871,1.2993675976450243e-09,4.321245742186111e-11,8.544891778277425e-11
1872,3.265049690932236e-09,4.321245742186111e-11,8.544891778277425e-11
1873,3.382075952629293e-09,8.222120999918608e-11,8.544891778277425e-11
1874,3.5182882004595027e-09,3.900875257732496e-11,4.223646036091314e-11
1875,3.445296508403877e-09,3.900875257732496e-11,4.223646036091314e-11
1876,3.445296508403877e-09,3.900875257732496e-11,1.1890042918492683e-10
1877,3.3535387998297394e-09,3.900875257732496e-11,1.1161564133261542e-10
1878,3.2723866751270337e-09,7.52941122149155e-11,1.1161564133261542e-10
1879,1.3416183957432842e-09,7.52941122149155e-11,1.1161564133261542e-10
1880,1.8165524560766399e-09,3.6285359637590526e-11,1.1161564133261542e-10
1881,9.025159905132593e-10,3.6285359637590526e-11,1.1161564133261542e-10
1882,1.3748365382656606e-09,3.6285359637590526e-11,1.4402522032140397e-10
1883,1.3748365382656606e-09,3.6285359637590526e-11,6.736125149739029e-11
1884,1.4009066803425237e-09,3.6285359637590526e-11,9.343139357425351e-11
1885,2.1555118840626316e-09,0.0,1.514779492316011e-10
1886,3.0310223775309453e-09,2.7588615915595328e-11,1.7906656514719644e-10
1887,2.4390620555005326e-09,2.7588615915595328e-11,2.0670053367334773e-10
1888,2.4390620555005326e-09,2.7588615915595328e-11,2.3370337609573966e-10
1889,2.249469206143979e-09,2.7588615915595328e-11,2.798064855210772e-10
1890,2.300060586435393e-09,2.7588615915595328e-11,3.303978658124913e-10
1891,3.0071903459446705e-09,2.7588615915595328e-11,2.693760512270263e-10
1892,2.275056724359332e-09,2.7588615915595328e-11,2.1132949556967873e-10
1893,1.8028042015576823e-09,0.0,1.837408796540834e-10
1894,2.2888232043787634e-09,4.4183545711007355e-11,2.002904568389395e-10
1895,2.5005352808201866e-09,6.53547533551497e-11,1.7328761441654754e-10
1896,1.996497826189143e-09,6.53547533551497e-11,9.477492600242142e-11
1897,1.9644832011112e-09,6.53547533551497e-11,8.133705613795022e-11
1898,1.232407963379169e-09,6.53547533551497e-11,8.133705613795022e-11
1899,1.2645781009647449e-09,8.356865992859802e-11,1.3597877585829517e-10
1900,9.348299436138875e-10,8.356865992859802e-11,1.721199849313848e-10
1901,7.744079821847549e-10,3.938511421759066e-11,1.2793643922037745e-10
1902,6.487873571714431e-10,1.8213906573448314e-11,1.2793643922037745e-10
1903,6.45346076181116e-10,1.8213906573448314e-11,1.438755840656368e-10
1904,8.962829070194697e-10,1.8213906573448314e-11,1.0672207363869392e-10
1905,1.1498969693102268e-09,1.8213906573448314e-11,1.2196893594313655e-10
1906,1.1728301801960939e-09,0.0,9.835718846527643e-11
1907,1.1376574186673848e-09,0.0,6.221597939218678e-11
1908,8.395092855011705e-10,0.0,1.0338934173078788e-10
1909,1.0566000435696665e-09,0.0,1.1717035080278341e-10
1910,1.1921736851684882e-09,0.0,1.0123120595752409e-10
1911,9.226600991166631e-10,1.3977931907176761e-11,1.1520913786470085e-10
1912,6.906261316798532e-10,1.3977931907176761e-11,9.996227556025822e-11
1913,8.418179050665283e-10,1.3977931907176761e-11,8.323022231732885e-11
1914,7.831835289422757e-10,1.3977931907176761e-11,1.270796900249798e-10
1915,8.832444012285556e-10,2.991665447117851e-11,8.59063276863787e-11
1916,7.60684534211504e-10,1.0517596912443646e-10,1.0222904368266989e-10
1917,7.348633556828307e-10,1.0517596912443646e-10,1.1619477800563414e-10
1918,7.348633556828307e-10,9.11980372172597e-11,1.3097732422449682e-10
1919,7.056184178622082e-10,9.11980372172597e-11,1.45183070922515e-10
1920,4.768517138693212e-10,9.11980372172597e-11,1.7728846168907353e-10
1921,4.6223522430301397e-10,1.1930964549655698e-10,1.6155060226071986e-10
1922,3.3472544379099997e-10,1.2752221897497203e-10,1.8570189830313666e-10
1923,1.5410310131144404e-10,5.226290432171408e-11,2.04705062424791e-10
1924,7.725455394450417e-11,5.226290432171408e-11,2.1516085837606066e-10
1925,7.725455394450417e-11,7.526807946752915e-11,1.8640038025002122e-10
1926,4.884306054846783e-11,7.526807946752915e-11,2.180405598136862e-10
1927,4.884306054846783e-11,7.526807946752915e-11,1.9437562868786428e-10
1928,4.884306054846783e-11,4.715647118823187e-11,1.66264020408567e-10
1929,4.884306054846783e-11,2.3005175145815062e-11,1.6739852163169137e-10
1930,4.844813478970573e-10,5.0232568105101905e-11,1.4551902540103712e-10
1931,5.143373187672345e-10,5.0232568105101905e-11,1.2109749512680323e-10
1932,5.143373187672345e-10,2.7227392959286842e-11,1.2109749512680323e-10
1933,5.143373187672345e-10,2.7227392959286842e-11,1.4475304486806706e-10
1934,5.368051935501177e-10,7.216314252505335e-11,1.2201466622777498e-10
1935,6.03472190869552e-10,7.216314252505335e-11,1.6645933242909194e-10
1936,7.290967809650947e-10,7.216314252505335e-11,2.039858302113221e-10
1937,4.2811300338119196e-10,4.4935749565766514e-11,2.21643271196876e-10
1938,3.4941397196254695e-10,4.4935749565766514e-11,2.6514777278536476e-10
1939,3.743079972957324e-10,4.4935749565766514e-11,3.647238741181066e-10
1940,4.774810467646416e-10,7.07290119329938e-11,3.468089228496142e-10
1941,1.3926845728238847e-09,5.3371832746990884e-11,3.468089228496142e-10
1942,1.3260175755044505e-09,5.3371832746990884e-11,3.272723025122508e-10
1943,1.2003929854089078e-09,5.3371832746990884e-11,2.859133326918847e-10
1944,1.1226524412480794e-09,7.234315527579075e-11,2.789711438046437e-10
1945,1.2164995459386573e-09,7.234315527579075e-11,2.5423606275776223e-10
1946,1.307442249703123e-09,7.234315527579075e-11,1.546599614250204e-10
1947,6.436273490363829e-09,4.6549892908563455e-11,1.6930134080376088e-10
1948,5.6525020933736616e-09,1.8971322528799864e-11,1.6930134080376088e-10
1949,5.669508255725018e-09,1.8971322528799864e-11,1.6139945729116382e-10
1950,5.669508255725018e-09,1.8971322528799864e-11,1.3994613206375865e-10
1951,5.629143388522337e-09,0.0,1.0200348700615893e-10
1952,5.550980233010832e-09,0.0,9.891801564362471e-11
1953,5.513589689968132e-09,0.0,1.9305343732353312e-10
1954,3.251332675313634e-10,0.0,1.2682553321033804e-10
1955,2.4370452283190806e-10,0.0,1.4131978523909287e-10
1956,2.2669836048055155e-10,5.387202192278348e-11,1.5124963384912808e-10
1957,2.2669836048055155e-10,5.387202192278348e-11,1.6399335956667523e-10
1958,3.410691481226762e-10,6.577382983501729e-11,1.7589516747890903e-10
1959,3.592670169297715e-10,7.706776883331656e-11,1.6021121829983594e-10
1960,3.0199655276508253e-10,7.706776883331656e-11,7.666365756505859e-11
1961,3.034709606624426e-10,7.706776883331656e-11,7.666365756505859e-11
1962,3.3301726257547616e-10,1.0767303715297771e-10,6.216940553630375e-11
1963,3.5282497558495965e-10,5.3801015230194234e-11,3.523339457491202e-11
1964,7.125573781812428e-10,6.279432529510132e-11,2.2489668857364873e-11
1965,7.050486305892889e-10,5.0892517382867504e-11,1.0587860945131057e-11
1966,7.239252411813827e-10,5.718472124398894e-11,1.0587860945131057e-11
1967,7.027495192911206e-10,6.602940020147433e-11,1.7689357914970774e-11
1968,7.285795756389086e-10,6.602940020147433e-11,4.42589814004484e-11
1969,6.265620145733714e-10,3.542413188181318e-11,4.42589814004484e-11
1970,6.242933194209956e-10,4.419364081036698e-11,4.42589814004484e-11
1971,2.7351181736134933e-10,4.415123128209686e-11,4.42589814004484e-11
1972,1.5879612406756649e-10,7.02375667547907e-11,6.164987171557762e-11
1973,2.2159505282313774e-10,6.090552070617657e-11,6.164987171557762e-11
1974,3.1936509092040614e-10,7.650335127300828e-11,5.210801681016746e-11
1975,2.6473175933152046e-10,9.272235162211778e-11,2.5538393324689832e-11
1976,2.727681904750907e-10,9.272235162211778e-11,2.5538393324689832e-11
1977,4.478630338612875e-10,1.0803207534897702e-10,3.356480420982752e-11
1978,4.6339191858701945e-10,1.0724110339834146e-10,3.356480420982752e-11
1979,4.790795761092489e-10,8.928246881891231e-11,2.4301614787962985e-11
1980,3.7135904619258117e-10,8.102837200810572e-11,3.213844220512867e-11
1981,5.406319672694528e-10,5.6585862483788625e-11,2.3990939195568065e-11
1982,5.318244619491517e-10,4.777835716348758e-11,2.3990939195568065e-11
1983,5.83008076339629e-10,4.777835716348758e-11,3.8795950579079936e-11
1984,4.1242599613244835e-10,3.840031120464335e-11,3.812013304222666e-11
1985,5.03691410009515e-10,3.747445756485668e-11,3.812013304222666e-11
1986,5.000339725613756e-10,3.625531174881022e-11,2.999243214896197e-11
1987,5.122595472806246e-10,4.294277929282688e-11,3.5530539819829594e-11
1988,2.9373645876740184e-10,4.987418910402346e-11,3.5530539819829594e-11
1989,3.52845082516952e-10,1.4224287026021187e-10,3.5530539819829594e-11
1990,2.9362503698290455e-10,1.6887271937969318e-10,2.7382990716188058e-11
1991,4.292356946068919e-10,1.7387933751563826e-10,2.0032397367903646e-11
1992,5.552596557148856e-10,1.730076087352079e-10,2.6394743533688013e-11
1993,5.925062246392443e-10,2.047472097619986e-10,2.6394743533688013e-11
1994,6.114626027731163e-10,2.1756913235312529e-10,1.9522938325490712e-11
1995,6.332011740336644e-10,2.297991172350855e-10,1.9522938325490712e-11
1996,6.233994074923897e-10,1.5522709804046845e-10,2.582497757308566e-11
1997,6.579145522029555e-10,1.5735987215651345e-10,1.9167515293215333e-11
1998,1.3611424566826814e-09,1.43429854798649e-10,1.9167515293215333e-11
1999,2.6921140911755667e-09,1.6960697380282878e-10,1.2805169127430967e-11
2000,4.430722392153744e-09,1.5692096481350378e-10,1.2805169127430967e-11
2001,8.889441159366993e-09,1.4248230472453065e-10,1.1372769293765168e-11
2002,1.0837759007691666e-08,1.3942657147872747e-10,1.674132310954971e-11
2003,1.3912029964543597e-08,1.1252133213275022e-09,1.5597421172091382e-11
2004,1.6971047614841187e-08,1.994735890353816e-09,1.5597421172091382e-11
2005,1.8490113567232972e-08,2.0088324768511143e-09,1.5597421172091382e-11
2006,1.8075351501270883e-08,3.77244671364336e-09,1.5597421172091382e-11
2007,1.6794018429879187e-08,3.76795321085128e-09,1.5597421172091382e-11
2008,1.2978830137606273e-08,3.762882480805109e-09,1.5817770704362744e-11
2009,1.1611596446264066e-08,3.750925498525816e-09,1.0449216888578202e-11
2010,9.025095337733546e-09,4.14823086173791e-09,5.29107957844158e-12
2011,6.186894377765587e-09,3.24994566947607e-09,5.29107957844158e-12
2012,4.383642671079713e-09,3.230071295504122e-09,5.29107957844158e-12
2013,3.648394745045128e-09,1.433917593541913e-09,5.29107957844158e-12
2014,3.538415798460497e-09,1.448819201267461e-09,5.29107957844158e-12
2015,3.5021164539778785e-09,1.448819201267461e-09,0.0
2016,3.852131581970144e-09,1.4446705220994005e-09,0.0
2017,3.8589172783135934e-09,4.243196072284405e-11,0.0
2018,4.273236164920036e-09,5.0918352867412864e-11,0.0
2019,4.332312175669983e-09,6.364794108426608e-11,0.0
