ngram,Intuit,Intit,Intut,Intut
1645,0.0,0.0,0.0,0.0
1646,0.0,0.0,0.0,0.0
1647,0.0,0.0,0.0,0.0
1648,0.0,0.0,0.0,0.0
1649,0.0,0.0,0.0,0.0
1650,0.0,0.0,0.0,0.0
1651,0.0,0.0,0.0,0.0
1652,0.0,0.0,0.0,0.0
1653,0.0,0.0,0.0,0.0
1654,0.0,0.0,0.0,0.0
1655,0.0,0.0,0.0,0.0
1656,0.0,0.0,0.0,0.0
1657,0.0,0.0,0.0,0.0
1658,0.0,0.0,0.0,0.0
1659,0.0,0.0,0.0,0.0
1660,0.0,0.0,0.0,0.0
1661,0.0,0.0,0.0,0.0
1662,0.0,0.0,0.0,0.0
1663,0.0,0.0,0.0,0.0
1664,0.0,0.0,0.0,0.0
1665,0.0,0.0,0.0,0.0
1666,0.0,0.0,0.0,0.0
1667,0.0,0.0,0.0,0.0
1668,0.0,0.0,0.0,0.0
1669,0.0,0.0,0.0,0.0
1670,0.0,0.0,0.0,0.0
1671,0.0,0.0,0.0,0.0
1672,0.0,0.0,0.0,0.0
1673,0.0,0.0,0.0,0.0
1674,0.0,0.0,0.0,0.0
1675,0.0,0.0,0.0,0.0
1676,0.0,0.0,0.0,0.0
1677,0.0,0.0,0.0,0.0
1678,0.0,0.0,0.0,0.0
1679,0.0,0.0,0.0,0.0
1680,0.0,0.0,0.0,0.0
1681,0.0,0.0,0.0,0.0
1682,0.0,0.0,0.0,0.0
1683,0.0,0.0,0.0,0.0
1684,0.0,0.0,0.0,0.0
1685,0.0,0.0,0.0,0.0
1686,0.0,0.0,0.0,0.0
1687,4.1200089689092627e-08,0.0,0.0,0.0
1688,4.1200089689092627e-08,0.0,0.0,0.0
1689,4.1200089689092627e-08,0.0,0.0,0.0
1690,4.1200089689092627e-08,0.0,0.0,0.0
1691,4.1200089689092627e-08,0.0,0.0,0.0
1692,4.1200089689092627e-08,0.0,0.0,0.0
1693,4.1200089689092627e-08,0.0,0.0,0.0
1694,0.0,0.0,0.0,0.0
1695,0.0,0.0,0.0,0.0
1696,0.0,0.0,0.0,0.0
1697,0.0,0.0,0.0,0.0
1698,0.0,0.0,0.0,0.0
1699,0.0,0.0,0.0,0.0
1700,0.0,0.0,0.0,0.0
1701,0.0,0.0,0.0,0.0
1702,0.0,0.0,0.0,0.0
1703,0.0,0.0,0.0,0.0
1704,0.0,0.0,0.0,0.0
1705,9.157804673317775e-09,3.66312186932711e-08,0.0,0.0
1706,9.157804673317775e-09,4.770660158978249e-08,0.0,0.0
1707,3.346271069761185e-08,4.770660158978249e-08,0.0,0.0
1708,3.346271069761185e-08,5.7352468932744416e-08,0.0,0.0
1709,4.548772685503926e-08,5.7352468932744416e-08,0.0,0.0
1710,6.270275016666866e-08,5.7352468932744416e-08,0.0,0.0
1711,6.270275016666866e-08,5.7352468932744416e-08,0.0,0.0
1712,5.3544945493350886e-08,2.072125023947332e-08,0.0,0.0
1713,5.3544945493350886e-08,2.0463882525031555e-08,0.0,0.0
1714,3.881165002082655e-08,2.0463882525031555e-08,0.0,0.0
1715,3.881165002082655e-08,1.0818015182069627e-08,0.0,0.0
1716,2.678663386339914e-08,1.0818015182069627e-08,0.0,0.0
1717,9.571610551769742e-09,1.0818015182069627e-08,0.0,0.0
1718,2.5055123436296915e-08,1.0818015182069627e-08,0.0,0.0
1719,2.5055123436296915e-08,1.0818015182069627e-08,0.0,0.0
1720,3.4116251664987174e-08,0.0,0.0,0.0
1721,2.454464111321743e-08,0.0,0.0,0.0
1722,3.227222781073838e-08,7.727586697520955e-08,0.0,0.0
1723,3.227222781073838e-08,7.727586697520955e-08,0.0,0.0
1724,3.227222781073838e-08,7.727586697520955e-08,0.0,0.0
1725,3.8847575061546584e-08,7.727586697520955e-08,0.0,0.0
1726,3.8847575061546584e-08,7.727586697520955e-08,0.0,0.0
1727,2.9786446832856328e-08,7.727586697520955e-08,0.0,0.0
1728,2.9786446832856328e-08,7.727586697520955e-08,0.0,0.0
1729,2.2058860135335375e-08,0.0,0.0,0.0
1730,2.2058860135335375e-08,0.0,0.0,0.0
1731,2.2058860135335375e-08,0.0,0.0,0.0
1732,0.0,0.0,0.0,0.0
1733,7.024769591420668e-09,0.0,0.0,0.0
1734,1.218650120498361e-08,0.0,0.0,0.0
1735,1.218650120498361e-08,0.0,0.0,0.0
1736,1.7698826277572673e-08,0.0,0.0,0.0
1737,1.7698826277572673e-08,0.0,0.0,0.0
1738,1.7698826277572673e-08,0.0,0.0,0.0
1739,1.7698826277572673e-08,0.0,0.0,0.0
1740,1.0674056686152004e-08,0.0,0.0,0.0
1741,1.1453675849030072e-08,0.0,0.0,0.0
1742,1.1453675849030072e-08,0.0,0.0,0.0
1743,5.9413507764410105e-09,0.0,0.0,0.0
1744,5.9413507764410105e-09,0.0,0.0,0.0
1745,5.9413507764410105e-09,0.0,0.0,0.0
1746,1.0919327918047981e-08,0.0,0.0,0.0
1747,1.5078479671209218e-08,4.159151753161236e-09,0.0,0.0
1748,9.137128894768206e-09,7.798883570688174e-09,0.0,0.0
1749,1.4092409271272897e-08,7.798883570688174e-09,0.0,0.0
1750,1.4092409271272897e-08,7.798883570688174e-09,0.0,0.0
1751,1.4092409271272897e-08,7.798883570688174e-09,0.0,0.0
1752,1.4092409271272897e-08,7.798883570688174e-09,0.0,0.0
1753,9.114432129665926e-09,7.798883570688174e-09,0.0,0.0
1754,4.955280376504691e-09,3.639731817526938e-09,0.0,0.0
1755,8.80858814460745e-09,0.0,0.0,0.0
1756,6.8887783096930175e-09,0.0,0.0,0.0
1757,6.8887783096930175e-09,0.0,0.0,0.0
1758,9.99636310236188e-09,0.0,0.0,0.0
1759,9.99636310236188e-09,0.0,0.0,0.0
1760,9.99636310236188e-09,0.0,0.0,0.0
1761,9.99636310236188e-09,2.7755674584081393e-09,0.0,0.0
1762,6.1430553342591205e-09,2.7755674584081393e-09,0.0,0.0
1763,3.1075847926688637e-09,2.7755674584081393e-09,0.0,0.0
1764,5.918264481660376e-09,2.7755674584081393e-09,0.0,0.0
1765,2.810679688991513e-09,2.7755674584081393e-09,2.9474084125727782e-09,2.9474084125727782e-09
1766,2.810679688991513e-09,6.176619596739588e-09,2.9474084125727782e-09,2.9474084125727782e-09
1767,2.810679688991513e-09,6.176619596739588e-09,5.891910705356298e-09,5.891910705356298e-09
1768,2.810679688991513e-09,3.4010521383314493e-09,5.891910705356298e-09,5.891910705356298e-09
1769,2.810679688991513e-09,3.4010521383314493e-09,5.891910705356298e-09,5.891910705356298e-09
1770,2.810679688991513e-09,3.4010521383314493e-09,5.891910705356298e-09,5.891910705356298e-09
1771,0.0,3.4010521383314493e-09,5.891910705356298e-09,5.891910705356298e-09
1772,0.0,3.4010521383314493e-09,2.9445022927835194e-09,2.9445022927835194e-09
1773,2.5951908558649197e-09,0.0,2.9445022927835194e-09,2.9445022927835194e-09
1774,5.267653995539539e-09,0.0,0.0,0.0
1775,5.267653995539539e-09,0.0,0.0,0.0
1776,5.267653995539539e-09,0.0,0.0,0.0
1777,5.267653995539539e-09,0.0,0.0,0.0
1778,5.267653995539539e-09,0.0,0.0,0.0
1779,5.267653995539539e-09,0.0,0.0,0.0
1780,2.672463139674619e-09,0.0,0.0,0.0
1781,1.9125168750276445e-09,0.0,0.0,0.0
1782,4.070650356473899e-09,0.0,0.0,0.0
1783,6.24524939699508e-09,2.174599040521181e-09,0.0,0.0
1784,6.24524939699508e-09,2.174599040521181e-09,0.0,0.0
1785,9.481494192950128e-09,2.174599040521181e-09,0.0,0.0
1786,1.0821592510978917e-08,2.174599040521181e-09,0.0,0.0
1787,1.0821592510978917e-08,2.174599040521181e-09,0.0,0.0
1788,8.909075635951273e-09,2.174599040521181e-09,0.0,0.0
1789,9.07771178861237e-09,4.5013686746285336e-09,0.0,0.0
1790,8.007961151333478e-09,2.326769634107352e-09,0.0,0.0
1791,8.007961151333478e-09,2.326769634107352e-09,0.0,0.0
1792,5.859978407280713e-09,2.326769634107352e-09,0.0,0.0
1793,5.5059022103470005e-09,3.31279175520243e-09,0.0,0.0
1794,5.5059022103470005e-09,4.310777322404289e-09,0.0,0.0
1795,6.419174334938913e-09,5.224049446996202e-09,0.0,0.0
1796,5.04056631354745e-09,2.89727981288885e-09,0.0,0.0
1797,4.502641561186595e-09,2.89727981288885e-09,0.0,0.0
1798,4.502641561186595e-09,2.89727981288885e-09,0.0,0.0
1799,4.015149102087889e-09,2.89727981288885e-09,0.0,0.0
1800,4.264118772364814e-09,2.3229216011040013e-09,8.233278186204578e-10,8.233278186204578e-10
1801,5.192799714036158e-09,1.3249360339021417e-09,8.233278186204578e-10,8.233278186204578e-10
1802,5.147781185448659e-09,4.116639093102289e-10,8.233278186204578e-10,8.233278186204578e-10
1803,5.252619418781381e-09,7.626638685666518e-10,1.5253277371333036e-09,1.5253277371333036e-09
1804,5.600928419470717e-09,1.3728189696138315e-09,1.8304052876568937e-09,1.8304052876568937e-09
1805,6.379960940502574e-09,1.3728189696138315e-09,1.8304052876568937e-09,1.8304052876568937e-09
1806,6.037741449661991e-09,1.3728189696138315e-09,2.0889553896198875e-09,2.0889553896198875e-09
1807,5.01197088593435e-09,9.611550603036027e-10,1.4748487986437908e-09,1.4748487986437908e-09
1808,5.730832237332046e-09,1.6672445963499577e-09,1.710211987899462e-09,1.710211987899462e-09
1809,5.948127561922994e-09,2.2100190566476385e-09,1.710211987899462e-09,1.710211987899462e-09
1810,5.113065367926392e-09,1.8590190973912156e-09,1.0082120693866159e-09,1.0082120693866159e-09
1811,4.1978327163556224e-09,1.2488639963440358e-09,7.031345188630261e-10,7.031345188630261e-10
1812,4.3736332333566e-09,1.2488639963440358e-09,9.418427783712347e-10,9.418427783712347e-10
1813,4.891000747266259e-09,1.4428434003121993e-09,6.832926764082409e-10,6.832926764082409e-10
1814,4.890737656130081e-09,1.4428434003121993e-09,4.740714487638797e-10,4.740714487638797e-10
1815,3.4363360728357453e-09,7.367538642658441e-10,2.3870825950820876e-10,2.3870825950820876e-10
1816,2.921305324627659e-09,1.9397940396816337e-10,4.2888097835052415e-10,4.2888097835052415e-10
1817,3.5601055278381264e-09,1.9397940396816337e-10,4.2888097835052415e-10,4.2888097835052415e-10
1818,3.918175260432731e-09,1.9397940396816337e-10,4.2888097835052415e-10,4.2888097835052415e-10
1819,3.1136396635592487e-09,1.9397940396816337e-10,1.901727188423154e-10,1.901727188423154e-10
1820,2.7799128396058646e-09,1.4739693592653273e-10,1.901727188423154e-10,1.901727188423154e-10
1821,2.8280632121838576e-09,3.4898074747451754e-09,1.901727188423154e-10,1.901727188423154e-10
1822,3.3835359276273333e-09,3.4898074747451754e-09,4.3971052196159887e-10,4.3971052196159887e-10
1823,2.9534805236407026e-09,3.4898074747451754e-09,2.4953780311928343e-10,2.4953780311928343e-10
1824,2.2308626850582006e-09,3.6239274914251496e-09,2.4953780311928343e-10,2.4953780311928343e-10
1825,1.8727929524635964e-09,3.6239274914251496e-09,3.7615460746209806e-10,3.7615460746209806e-10
1826,2.0779902560568483e-09,4.453415208034122e-09,4.946528504261899e-10,4.946528504261899e-10
1827,1.949511282564994e-09,4.3060182721075895e-09,5.992234565686618e-10,5.992234565686618e-10
1828,2.0233907089511102e-09,9.636077332889466e-10,7.095527657493708e-10,7.095527657493708e-10
1829,1.345051562192826e-09,1.0338820117488418e-09,4.600149626300874e-10,4.600149626300874e-10
1830,1.49050243576048e-09,1.1291865537848317e-09,5.553195046660773e-10,5.553195046660773e-10
1831,1.3563824190805057e-09,1.0879611973229381e-09,6.48214164884158e-10,6.48214164884158e-10
1832,1.5266813369052556e-09,1.0879611973229381e-09,5.215973605413435e-10,5.215973605413435e-10
1833,1.3361431167829047e-09,3.409517430290927e-10,4.030991175772515e-10,4.030991175772515e-10
1834,1.520792460217381e-09,3.409517430290927e-10,2.9852851143477975e-10,2.9852851143477975e-10
1835,1.6925049457177416e-09,3.409517430290927e-10,1.8819920225407064e-10,1.8819920225407064e-10
1836,1.8474142057404004e-09,2.7067746456919753e-10,1.8819920225407064e-10,1.8819920225407064e-10
1837,1.6389419741992738e-09,5.625799825992317e-10,1.7033607064525265e-10,1.7033607064525265e-10
1838,2.2495479526770825e-09,4.69685322381151e-10,7.744141042717193e-11,7.744141042717193e-11
1839,2.6855005283036147e-09,4.69685322381151e-10,7.744141042717193e-11,7.744141042717193e-11
1840,2.822887867903745e-09,3.872070600660241e-10,7.744141042717193e-11,7.744141042717193e-11
1841,2.4644819280566263e-09,4.571846710734105e-10,7.744141042717193e-11,7.744141042717193e-11
1842,2.1442278191103573e-09,4.571846710734105e-10,1.3825685041268798e-10,1.3825685041268798e-10
1843,1.9190442806278033e-09,5.227592010064492e-10,1.3825685041268798e-10,1.3825685041268798e-10
1844,2.309082861425996e-09,1.355521409404251e-10,1.2759829700773447e-10,1.2759829700773447e-10
1845,1.9654319441794345e-09,2.0229090624823698e-10,2.6107582762335824e-10,2.6107582762335824e-10
1846,1.685282960802884e-09,2.0229090624823698e-10,3.2629632725925516e-10,3.2629632725925516e-10
1847,1.928388306181107e-09,2.0229090624823698e-10,3.2629632725925516e-10,3.2629632725925516e-10
1848,2.17124680139997e-09,1.8700097026425055e-10,3.809840022826551e-10,3.809840022826551e-10
1849,2.418716782415231e-09,1.8700097026425055e-10,3.2016856229713907e-10,3.2016856229713907e-10
1850,2.8934158561152603e-09,4.53715810953627e-10,3.6763847125317485e-10,3.6763847125317485e-10
1851,2.8902218079147293e-09,5.465730011446266e-10,3.008556142309564e-10,3.008556142309564e-10
1852,3.0783208997726366e-09,5.809573774432205e-10,2.6850122522173846e-10,2.6850122522173846e-10
1853,2.89699642053165e-09,5.809573774432205e-10,2.5154006655370154e-10,2.5154006655370154e-10
1854,2.705060239297349e-09,5.809573774432205e-10,3.0204192718359073e-10,3.0204192718359073e-10
1855,2.5847552669639687e-09,6.837749493599737e-10,2.998560011402418e-10,2.998560011402418e-10
1856,2.254236583113364e-09,6.837749493599737e-10,3.495548057357618e-10,3.495548057357618e-10
1857,2.116477096755379e-09,3.9961980550070765e-10,3.9835335030602437e-10,3.9835335030602437e-10
1858,2.343433328341352e-09,3.0676261530970805e-10,3.9835335030602437e-10,3.9835335030602437e-10
1859,2.802319971311513e-09,2.056394737033023e-10,3.5815959721828353e-10,3.5815959721828353e-10
1860,3.023513193779946e-09,4.496203092380873e-10,3.0990025625042353e-10,3.0990025625042353e-10
1861,2.8959468870556495e-09,5.625936700630924e-10,3.7237175644553947e-10,3.7237175644553947e-10
1862,2.800592955955393e-09,4.050884231229393e-10,3.755882787321545e-10,3.755882787321545e-10
1863,2.987622641345159e-09,4.050884231229393e-10,3.2588947413663456e-10,3.2588947413663456e-10
1864,3.074539147083856e-09,3.5695419635979013e-10,2.767161420637519e-10,2.767161420637519e-10
1865,2.9582421433106886e-09,4.4540729834555547e-10,3.209426930566346e-10,3.209426930566346e-10
1866,2.2654994547011142e-09,5.781261580573016e-10,2.6001330453796964e-10,2.6001330453796964e-10
1867,2.3748652409695735e-09,3.773577799443777e-10,2.6001330453796964e-10,2.6001330453796964e-10
1868,2.507412103344312e-09,3.091961171224662e-10,2.366633397191517e-10,2.366633397191517e-10
1869,2.775702049159382e-09,3.091961171224662e-10,2.2053095460883299e-10,2.2053095460883299e-10
1870,2.6582205960222284e-09,3.091961171224662e-10,2.627674149697461e-10,2.627674149697461e-10
1871,2.6401251343851786e-09,3.497721794738189e-10,2.5624835586768313e-10,2.5624835586768313e-10
1872,2.2699385228617886e-09,2.613190774880536e-10,2.1202180487480049e-10,2.1202180487480049e-10
1873,2.4778366977277042e-09,1.6760897035363242e-10,2.1202180487480049e-10,2.1202180487480049e-10
1874,2.3999068129601906e-09,2.0387794230636302e-10,3.312439449716058e-10,3.312439449716058e-10
1875,2.32221844928152e-09,1.5906624430326944e-10,3.218506096556796e-10,3.218506096556796e-10
1876,2.193429564962506e-09,1.5906624430326944e-10,3.2059670791133906e-10,3.2059670791133906e-10
1877,2.653613804883191e-09,2.2896958932047288e-10,3.133119200590276e-10,3.133119200590276e-10
1878,2.646992117557748e-09,2.2467888660671065e-10,3.090212173452654e-10,3.090212173452654e-10
1879,2.8961131270932583e-09,2.5959270051017265e-10,3.090212173452654e-10,3.090212173452654e-10
1880,2.762997005792808e-09,2.863573148445145e-10,4.405679511685991e-10,4.405679511685991e-10
1881,2.7443770113576095e-09,2.068758854699228e-10,3.8447700182305967e-10,3.8447700182305967e-10
1882,3.0145346219256908e-09,2.068758854699228e-10,3.0424694113279875e-10,3.0424694113279875e-10
1883,3.1575955501088923e-09,2.068758854699228e-10,2.659149567207919e-10,2.659149567207919e-10
1884,3.1691945258570188e-09,1.3697254045271937e-10,2.919850987976551e-10,2.919850987976551e-10
1885,3.2344280269975504e-09,1.8775701628369135e-10,2.556997391600646e-10,2.556997391600646e-10
1886,3.2219663127973165e-09,1.804318182958247e-10,2.556997391600646e-10,2.556997391600646e-10
1887,3.395763606813976e-09,1.9756035894515278e-10,2.34688879441336e-10,2.34688879441336e-10
1888,3.5300304584191214e-09,1.9756035894515278e-10,1.9856053111246196e-10,1.9856053111246196e-10
1889,3.4239728512781245e-09,2.2373125376150072e-10,1.9856053111246196e-10,1.9856053111246196e-10
1890,3.252508643366728e-09,2.4902694390720777e-10,2.4915191140387604e-10,2.4915191140387604e-10
1891,2.9702502996847055e-09,3.002370475251632e-10,2.1373514862738878e-10,2.1373514862738878e-10
1892,2.8204800082777736e-09,2.5811037632613877e-10,2.1373514862738878e-10,2.1373514862738878e-10
1893,2.632740565238529e-09,2.3052176041054347e-10,2.1373514862738878e-10,2.1373514862738878e-10
1894,2.6047985673167365e-09,2.1389517141605959e-10,1.0319927452278372e-10,1.0319927452278372e-10
1895,2.430483877649944e-09,2.350663790602019e-10,7.619643210039178e-11,7.619643210039178e-11
1896,2.3344263347776663e-09,2.2827591007944037e-10,1.3433770960715107e-10,1.3433770960715107e-10
1897,2.5948996285052317e-09,2.2155697514720478e-10,1.0232308452920843e-10,1.0232308452920843e-10
1898,2.669344967287657e-09,2.4249954425467225e-10,7.671803272023072e-11,7.671803272023072e-11
1899,2.8100904777720157e-09,2.521980997054791e-10,1.3135975244057566e-10,1.3135975244057566e-10
1900,2.899753548391004e-09,2.702687042420239e-10,1.3135975244057566e-10,1.3135975244057566e-10
1901,2.7663784596398955e-09,2.7254013331859793e-10,2.3417986994012097e-10,2.3417986994012097e-10
1902,2.703131781903575e-09,2.685872159600779e-10,2.3417986994012097e-10,2.3417986994012097e-10
1903,2.593371279629204e-09,2.651459349697508e-10,1.91977737278621e-10,1.91977737278621e-10
1904,2.324158976385604e-09,2.9413040059100837e-10,1.8925472201296907e-10,1.8925472201296907e-10
1905,2.165686439705082e-09,3.8969322015334843e-10,2.3499530793502643e-10,2.3499530793502643e-10
1906,2.0671834561574495e-09,3.6608147267548826e-10,1.958685743359239e-10,1.958685743359239e-10
1907,2.0900963341016367e-09,3.6266104207007185e-10,2.105187482670523e-10,2.105187482670523e-10
1908,2.2070940472066323e-09,2.9411429442698685e-10,1.488719931061081e-10,1.488719931061081e-10
1909,2.2761266363754575e-09,3.4580105247515394e-10,2.0399602939409027e-10,2.0399602939409027e-10
1910,2.353838933290474e-09,3.5740968716359486e-10,2.569263343743522e-10,2.569263343743522e-10
1911,2.3219501876781123e-09,3.378043301432194e-10,3.109622519798754e-10,3.109622519798754e-10
1912,2.4366875818669443e-09,2.4215937786755045e-10,3.084639884790416e-10,3.084639884790416e-10
1913,2.465886701179849e-09,2.5402316163246144e-10,3.072469213573546e-10,3.072469213573546e-10
1914,2.3481126566947198e-09,2.39372987701333e-10,3.3644621513387717e-10,3.3644621513387717e-10
1915,2.2573677530398786e-09,2.39372987701333e-10,3.430890204872813e-10,3.430890204872813e-10
1916,2.1988279133974433e-09,1.8551980190168697e-10,3.933280199557616e-10,3.933280199557616e-10
1917,2.2730690028639954e-09,9.54018869855514e-10,3.5239003877616884e-10,3.5239003877616884e-10
1918,2.466851326384959e-09,9.548234841671999e-10,3.5440158050300697e-10,3.5440158050300697e-10
1919,2.4328140771753428e-09,8.96958690853124e-10,3.395707514778198e-10,3.395707514778198e-10
1920,2.417996755202775e-09,9.004682446118422e-10,3.4847448736132133e-10,3.4847448736132133e-10
1921,2.45063252230742e-09,9.004682446118422e-10,3.327366279329677e-10,3.327366279329677e-10
1922,2.3332810128451342e-09,9.729221287740103e-10,3.3322305232579604e-10,3.3322305232579604e-10
1923,2.096402507938728e-09,9.57870266239867e-10,2.7696690575927466e-10,2.7696690575927466e-10
1924,1.876312656832825e-09,1.862449490265737e-10,2.4903543711334615e-10,2.4903543711334615e-10
1925,1.7209675866920143e-09,2.7251034861215066e-10,2.0013941297898034e-10,2.0013941297898034e-10
1926,1.5492076312271864e-09,3.0415052817581566e-10,1.7172791958294401e-10,1.7172791958294401e-10
1927,1.4508416809214504e-09,3.259623503654956e-10,1.9400302198047115e-10,1.9400302198047115e-10
1928,1.2837730283583276e-09,3.259623503654956e-10,1.8870090014365204e-10,1.8870090014365204e-10
1929,1.293983543331529e-09,2.535084662033274e-10,1.4039830805881844e-10,1.4039830805881844e-10
1930,1.5443779667810377e-09,2.535084662033274e-10,9.129141886887737e-11,9.129141886887737e-11
1931,1.6357573470341232e-09,2.8155295555316277e-10,1.9622345811701588e-10,1.9622345811701588e-10
1932,1.4779114836700152e-09,2.8474330829705453e-10,1.9686152906230247e-10,1.9686152906230247e-10
1933,1.4335307306291766e-09,2.620645407030204e-10,2.2002868772995144e-10,2.2002868772995144e-10
1934,1.4527525611056952e-09,2.612530311133351e-10,1.7455193044936734e-10,1.7455193044936734e-10
1935,1.6720401412635105e-09,3.0569769731465206e-10,1.961871102082061e-10,1.961871102082061e-10
1936,1.5491551216432038e-09,3.0569769731465206e-10,1.961871102082061e-10,1.961871102082061e-10
1937,1.294538642948595e-09,3.0569769731465206e-10,2.410719441530469e-10,2.410719441530469e-10
1938,1.9240508313573504e-09,2.532316776905828e-10,1.3613990490490835e-10,1.3613990490490835e-10
1939,2.1045629128302323e-09,1.350154472350746e-10,1.871787367959042e-10,1.871787367959042e-10
1940,2.0429397459434793e-09,1.376415509346529e-10,1.640115781282552e-10,1.640115781282552e-10
