ngram,Nomura,Nomra,Nomra,Nomra
1573,0.0,0.0,0.0,0.0
1574,0.0,0.0,0.0,0.0
1575,0.0,0.0,0.0,0.0
1576,0.0,0.0,0.0,0.0
1577,0.0,0.0,0.0,0.0
1578,0.0,0.0,0.0,0.0
1579,0.0,0.0,0.0,0.0
1580,0.0,0.0,0.0,0.0
1581,0.0,0.0,0.0,0.0
1582,0.0,0.0,0.0,0.0
1583,0.0,0.0,0.0,0.0
1584,0.0,0.0,0.0,0.0
1585,0.0,0.0,0.0,0.0
1586,0.0,0.0,0.0,0.0
1587,0.0,0.0,0.0,0.0
1588,0.0,0.0,0.0,0.0
1589,0.0,0.0,0.0,0.0
1590,0.0,0.0,0.0,0.0
1591,0.0,0.0,0.0,0.0
1592,0.0,0.0,0.0,0.0
1593,0.0,0.0,0.0,0.0
1594,0.0,0.0,0.0,0.0
1595,0.0,0.0,0.0,0.0
1596,0.0,0.0,0.0,0.0
1597,0.0,0.0,0.0,0.0
1598,0.0,0.0,0.0,0.0
1599,0.0,0.0,0.0,0.0
1600,0.0,0.0,0.0,0.0
1601,0.0,0.0,0.0,0.0
1602,0.0,0.0,0.0,0.0
1603,0.0,0.0,0.0,0.0
1604,0.0,0.0,0.0,0.0
1605,0.0,0.0,0.0,0.0
1606,0.0,0.0,0.0,0.0
1607,0.0,0.0,0.0,0.0
1608,0.0,0.0,0.0,0.0
1609,0.0,0.0,0.0,0.0
1610,0.0,0.0,0.0,0.0
1611,0.0,0.0,0.0,0.0
1612,0.0,0.0,0.0,0.0
1613,0.0,0.0,0.0,0.0
1614,0.0,0.0,0.0,0.0
1615,0.0,0.0,0.0,0.0
1616,0.0,0.0,0.0,0.0
1617,0.0,0.0,0.0,0.0
1618,0.0,0.0,0.0,0.0
1619,0.0,0.0,0.0,0.0
1620,0.0,0.0,0.0,0.0
1621,0.0,0.0,0.0,0.0
1622,0.0,0.0,0.0,0.0
1623,0.0,0.0,0.0,0.0
1624,0.0,0.0,0.0,0.0
1625,0.0,0.0,0.0,0.0
1626,0.0,0.0,0.0,0.0
1627,0.0,0.0,0.0,0.0
1628,0.0,0.0,0.0,0.0
1629,0.0,0.0,0.0,0.0
1630,0.0,0.0,0.0,0.0
1631,0.0,0.0,0.0,0.0
1632,0.0,0.0,0.0,0.0
1633,0.0,0.0,0.0,0.0
1634,0.0,0.0,0.0,0.0
1635,0.0,0.0,0.0,0.0
1636,0.0,0.0,0.0,0.0
1637,0.0,0.0,0.0,0.0
1638,0.0,0.0,0.0,0.0
1639,0.0,0.0,0.0,0.0
1640,0.0,0.0,0.0,0.0
1641,0.0,0.0,0.0,0.0
1642,0.0,0.0,0.0,0.0
1643,0.0,0.0,0.0,0.0
1644,0.0,0.0,0.0,0.0
1645,0.0,0.0,0.0,0.0
1646,0.0,0.0,0.0,0.0
1647,0.0,0.0,0.0,0.0
1648,0.0,0.0,0.0,0.0
1649,0.0,0.0,0.0,0.0
1650,0.0,0.0,0.0,0.0
1651,0.0,0.0,0.0,0.0
1652,0.0,0.0,0.0,0.0
1653,0.0,0.0,0.0,0.0
1654,0.0,0.0,0.0,0.0
1655,0.0,0.0,0.0,0.0
1656,0.0,0.0,0.0,0.0
1657,0.0,0.0,0.0,0.0
1658,0.0,0.0,0.0,0.0
1659,0.0,0.0,0.0,0.0
1660,0.0,0.0,0.0,0.0
1661,0.0,0.0,0.0,0.0
1662,0.0,0.0,0.0,0.0
1663,0.0,0.0,0.0,0.0
1664,0.0,0.0,0.0,0.0
1665,0.0,0.0,0.0,0.0
1666,0.0,0.0,0.0,0.0
1667,0.0,0.0,0.0,0.0
1668,0.0,0.0,0.0,0.0
1669,0.0,0.0,0.0,0.0
1670,0.0,0.0,0.0,0.0
1671,0.0,0.0,0.0,0.0
1672,0.0,0.0,0.0,0.0
1673,0.0,0.0,0.0,0.0
1674,0.0,0.0,0.0,0.0
1675,0.0,0.0,0.0,0.0
1676,0.0,0.0,0.0,0.0
1677,0.0,0.0,0.0,0.0
1678,0.0,0.0,0.0,0.0
1679,0.0,0.0,0.0,0.0
1680,0.0,0.0,0.0,0.0
1681,0.0,0.0,0.0,0.0
1682,0.0,0.0,0.0,0.0
1683,0.0,0.0,0.0,0.0
1684,2.9221579568781764e-08,0.0,0.0,0.0
1685,2.9221579568781764e-08,0.0,0.0,0.0
1686,2.9221579568781764e-08,0.0,0.0,0.0
1687,2.9221579568781764e-08,0.0,0.0,0.0
1688,2.9221579568781764e-08,0.0,0.0,0.0
1689,2.9221579568781764e-08,0.0,0.0,0.0
1690,2.9221579568781764e-08,0.0,0.0,0.0
1691,0.0,0.0,0.0,0.0
1692,0.0,0.0,0.0,0.0
1693,0.0,0.0,0.0,0.0
1694,0.0,0.0,0.0,0.0
1695,0.0,0.0,0.0,0.0
1696,0.0,0.0,0.0,0.0
1697,0.0,0.0,0.0,0.0
1698,0.0,0.0,0.0,0.0
1699,0.0,0.0,0.0,0.0
1700,0.0,0.0,0.0,0.0
1701,0.0,0.0,0.0,0.0
1702,0.0,0.0,0.0,0.0
1703,0.0,0.0,0.0,0.0
1704,0.0,0.0,0.0,0.0
1705,0.0,0.0,0.0,0.0
1706,0.0,0.0,0.0,0.0
1707,0.0,0.0,0.0,0.0
1708,0.0,0.0,0.0,0.0
1709,0.0,0.0,0.0,0.0
1710,0.0,0.0,0.0,0.0
1711,0.0,0.0,0.0,0.0
1712,0.0,0.0,0.0,0.0
1713,0.0,0.0,0.0,0.0
1714,0.0,0.0,0.0,0.0
1715,0.0,0.0,0.0,0.0
1716,0.0,0.0,0.0,0.0
1717,0.0,0.0,0.0,0.0
1718,0.0,0.0,0.0,0.0
1719,0.0,0.0,0.0,0.0
1720,0.0,0.0,0.0,0.0
1721,0.0,0.0,0.0,0.0
1722,0.0,0.0,0.0,0.0
1723,0.0,0.0,0.0,0.0
1724,0.0,0.0,0.0,0.0
1725,0.0,0.0,0.0,0.0
1726,0.0,0.0,0.0,0.0
1727,0.0,0.0,0.0,0.0
1728,0.0,0.0,0.0,0.0
1729,0.0,0.0,0.0,0.0
1730,0.0,0.0,0.0,0.0
1731,0.0,0.0,0.0,0.0
1732,0.0,0.0,0.0,0.0
1733,0.0,0.0,0.0,0.0
1734,0.0,0.0,0.0,0.0
1735,0.0,0.0,0.0,0.0
1736,0.0,0.0,0.0,0.0
1737,0.0,0.0,0.0,0.0
1738,5.491816271582398e-09,0.0,0.0,0.0
1739,5.491816271582398e-09,0.0,0.0,0.0
1740,5.491816271582398e-09,0.0,0.0,0.0
1741,5.491816271582398e-09,0.0,0.0,0.0
1742,5.491816271582398e-09,0.0,0.0,0.0
1743,5.491816271582398e-09,0.0,0.0,0.0
1744,5.491816271582398e-09,0.0,0.0,0.0
1745,0.0,0.0,0.0,0.0
1746,0.0,0.0,0.0,0.0
1747,0.0,0.0,0.0,0.0
1748,0.0,0.0,0.0,0.0
1749,0.0,0.0,0.0,0.0
1750,0.0,0.0,0.0,0.0
1751,0.0,0.0,0.0,0.0
1752,0.0,0.0,0.0,0.0
1753,0.0,0.0,0.0,0.0
1754,0.0,0.0,0.0,0.0
1755,0.0,0.0,0.0,0.0
1756,0.0,0.0,0.0,0.0
1757,0.0,0.0,0.0,0.0
1758,0.0,0.0,0.0,0.0
1759,0.0,0.0,0.0,0.0
1760,0.0,0.0,0.0,0.0
1761,0.0,0.0,0.0,0.0
1762,0.0,0.0,0.0,0.0
1763,0.0,0.0,0.0,0.0
1764,0.0,0.0,0.0,0.0
1765,0.0,0.0,0.0,0.0
1766,0.0,0.0,0.0,0.0
1767,0.0,0.0,0.0,0.0
1768,0.0,0.0,0.0,0.0
1769,0.0,0.0,0.0,0.0
1770,0.0,0.0,0.0,0.0
1771,0.0,0.0,0.0,0.0
1772,0.0,0.0,0.0,0.0
1773,0.0,0.0,0.0,0.0
1774,0.0,0.0,0.0,0.0
1775,0.0,3.466426993067476e-08,3.466426993067476e-08,3.466426993067476e-08
1776,0.0,3.466426993067476e-08,3.466426993067476e-08,3.466426993067476e-08
1777,0.0,3.466426993067476e-08,3.466426993067476e-08,3.466426993067476e-08
1778,0.0,3.466426993067476e-08,3.466426993067476e-08,3.466426993067476e-08
1779,0.0,3.466426993067476e-08,3.466426993067476e-08,3.466426993067476e-08
1780,0.0,3.466426993067476e-08,3.466426993067476e-08,3.466426993067476e-08
1781,0.0,3.466426993067476e-08,3.466426993067476e-08,3.466426993067476e-08
1782,0.0,0.0,0.0,0.0
1783,0.0,0.0,0.0,0.0
1784,0.0,0.0,0.0,0.0
1785,0.0,0.0,0.0,0.0
1786,0.0,0.0,0.0,0.0
1787,0.0,0.0,0.0,0.0
1788,0.0,0.0,0.0,0.0
1789,0.0,0.0,0.0,0.0
1790,1.1048484032422883e-09,0.0,0.0,0.0
1791,1.1048484032422883e-09,0.0,0.0,0.0
1792,1.1048484032422883e-09,0.0,0.0,0.0
1793,1.1048484032422883e-09,0.0,0.0,0.0
1794,1.1048484032422883e-09,0.0,0.0,0.0
1795,1.1048484032422883e-09,0.0,0.0,0.0
1796,1.1048484032422883e-09,0.0,0.0,0.0
1797,0.0,0.0,0.0,0.0
1798,0.0,0.0,0.0,0.0
1799,0.0,0.0,0.0,0.0
1800,0.0,0.0,0.0,0.0
1801,0.0,0.0,0.0,0.0
1802,0.0,0.0,0.0,0.0
1803,0.0,0.0,0.0,0.0
1804,0.0,0.0,0.0,0.0
1805,0.0,0.0,0.0,0.0
1806,0.0,0.0,0.0,0.0
1807,0.0,0.0,0.0,0.0
1808,0.0,0.0,0.0,0.0
1809,0.0,0.0,0.0,0.0
1810,0.0,0.0,0.0,0.0
1811,0.0,0.0,0.0,0.0
1812,0.0,0.0,0.0,0.0
1813,0.0,0.0,0.0,0.0
1814,0.0,0.0,0.0,0.0
1815,0.0,0.0,0.0,0.0
1816,0.0,0.0,0.0,0.0
1817,0.0,0.0,0.0,0.0
1818,0.0,0.0,0.0,0.0
1819,0.0,0.0,0.0,0.0
1820,0.0,0.0,0.0,0.0
1821,0.0,0.0,0.0,0.0
1822,0.0,0.0,0.0,0.0
1823,1.4046276840064464e-10,0.0,0.0,0.0
1824,4.087028017605933e-10,0.0,0.0,0.0
1825,4.087028017605933e-10,0.0,0.0,0.0
1826,4.087028017605933e-10,0.0,0.0,0.0
1827,4.087028017605933e-10,0.0,0.0,0.0
1828,5.190321109413024e-10,0.0,0.0,0.0
1829,1.0109520760208974e-09,0.0,0.0,0.0
1830,8.704893076202528e-10,0.0,0.0,0.0
1831,6.022492742603041e-10,0.0,0.0,0.0
1832,6.022492742603041e-10,0.0,0.0,0.0
1833,6.022492742603041e-10,0.0,0.0,0.0
1834,6.022492742603041e-10,0.0,0.0,0.0
1835,5.757033659316489e-10,0.0,0.0,0.0
1836,1.5884458034623857e-10,0.0,0.0,0.0
1837,1.5884458034623857e-10,7.744141042717193e-11,7.744141042717193e-11,7.744141042717193e-11
1838,1.5884458034623857e-10,1.5376715773689805e-10,1.5376715773689805e-10,1.5376715773689805e-10
1839,1.5884458034623857e-10,2.2954859441830829e-10,2.2954859441830829e-10,2.2954859441830829e-10
1840,1.5884458034623857e-10,2.2954859441830829e-10,2.2954859441830829e-10,2.2954859441830829e-10
1841,2.2882219135362496e-10,2.2954859441830829e-10,2.2954859441830829e-10,2.2954859441830829e-10
1842,1.4503879050157106e-10,2.2954859441830829e-10,2.2954859441830829e-10,2.2954859441830829e-10
1843,6.997761100738638e-11,2.2954859441830829e-10,2.2954859441830829e-10,2.2954859441830829e-10
1844,6.997761100738638e-11,1.5210718399113635e-10,1.5210718399113635e-10,1.5210718399113635e-10
1845,1.3671637631519828e-10,7.578143668141024e-11,7.578143668141024e-11,7.578143668141024e-11
1846,1.3671637631519828e-10,0.0,0.0,0.0
1847,2.5792730649700143e-10,0.0,0.0,0.0
1848,2.42637370513015e-10,0.0,0.0,0.0
1849,2.9637690714322066e-10,5.3739536630205616e-11,5.3739536630205616e-11,5.3739536630205616e-11
1850,4.3878664194149254e-10,5.3739536630205616e-11,5.3739536630205616e-11,5.3739536630205616e-11
1851,4.852152370369924e-10,5.3739536630205616e-11,5.3739536630205616e-11,5.3739536630205616e-11
1852,4.690380425323834e-10,5.3739536630205616e-11,5.3739536630205616e-11,5.3739536630205616e-11
1853,5.655567244681034e-10,5.3739536630205616e-11,5.3739536630205616e-11,5.3739536630205616e-11
1854,4.443457942863002e-10,2.0524512248495545e-10,2.0524512248495545e-10,2.0524512248495545e-10
1855,3.896581192629002e-10,2.0524512248495545e-10,2.0524512248495545e-10,2.0524512248495545e-10
1856,3.359185826326946e-10,3.503008042368297e-10,3.503008042368297e-10,3.503008042368297e-10
1857,1.9350884783442268e-10,3.503008042368297e-10,3.503008042368297e-10,3.503008042368297e-10
1858,2.0468376596812935e-10,4.079043174660362e-10,4.079043174660362e-10,4.079043174660362e-10
1859,1.5412219516492646e-10,4.688337059847011e-10,4.688337059847011e-10,4.688337059847011e-10
1860,1.1859872211290272e-10,5.298289148683974e-10,5.298289148683974e-10,5.298289148683974e-10
1861,2.88058755420246e-10,4.348100094261501e-10,4.348100094261501e-10,4.348100094261501e-10
1862,2.88058755420246e-10,5.462465519594823e-10,5.462465519594823e-10,5.462465519594823e-10
1863,4.3127240271064894e-10,4.4292709579428294e-10,4.4292709579428294e-10,4.4292709579428294e-10
1864,4.783675241640647e-10,4.900222172476987e-10,4.900222172476987e-10,4.900222172476987e-10
1865,5.976702149063889e-10,4.324187040184922e-10,4.324187040184922e-10,4.324187040184922e-10
1866,1.349743729482457e-09,5.042081752115735e-10,5.042081752115735e-10,5.042081752115735e-10
1867,3.1468841342276376e-09,4.864254237497384e-10,4.864254237497384e-10,4.864254237497384e-10
1868,4.008093174816858e-09,4.2993874333723577e-10,4.2993874333723577e-10,4.2993874333723577e-10
1869,4.562295573075557e-09,3.1850220080390356e-10,3.1850220080390356e-10,3.1850220080390356e-10
1870,4.714737140381382e-09,2.2302643858702302e-10,2.2302643858702302e-10,2.2302643858702302e-10
1871,4.789370202016942e-09,2.1650737948496002e-10,2.1650737948496002e-10,2.1650737948496002e-10
1872,5.1448362395741955e-09,2.1650737948496002e-10,2.1650737948496002e-10,2.1650737948496002e-10
1873,5.0559114989872404e-09,2.0081478147027099e-10,2.0081478147027099e-10,2.0081478147027099e-10
1874,5.264293001516762e-09,1.5760232404840987e-10,1.5760232404840987e-10,1.5760232404840987e-10
1875,4.75511931417673e-09,2.378323847386708e-10,2.378323847386708e-10,2.378323847386708e-10
1876,5.504204425577086e-09,3.144963535626845e-10,3.144963535626845e-10,3.144963535626845e-10
1877,7.1658428397418965e-09,3.144963535626845e-10,3.144963535626845e-10,3.144963535626845e-10
1878,8.71324120791225e-09,2.7392029121133174e-10,2.7392029121133174e-10,2.7392029121133174e-10
1879,9.088628104082983e-09,2.7392029121133174e-10,2.7392029121133174e-10,2.7392029121133174e-10
1880,1.0497340362038341e-08,1.5689402951427463e-10,1.5689402951427463e-10,1.5689402951427463e-10
1881,9.283094324987116e-09,1.8845962488990764e-10,1.8845962488990764e-10,1.8845962488990764e-10
1882,9.409790534066685e-09,1.0822956419964669e-10,1.0822956419964669e-10,1.0822956419964669e-10
1883,9.841124994279328e-09,3.156559537563299e-11,3.156559537563299e-11,3.156559537563299e-11
1884,9.22631127053819e-09,3.156559537563299e-11,3.156559537563299e-11,3.156559537563299e-11
1885,8.834208919950015e-09,6.058887320430678e-11,6.058887320430678e-11,6.058887320430678e-11
1886,9.80247572002213e-09,6.058887320430678e-11,6.058887320430678e-11,6.058887320430678e-11
1887,8.44909786579251e-09,1.434907807653017e-10,1.434907807653017e-10,1.434907807653017e-10
1888,8.082877954253474e-09,1.1192518538966872e-10,1.1192518538966872e-10,1.1192518538966872e-10
1889,8.272154992740508e-09,1.3809608020601668e-10,1.3809608020601668e-10,1.3809608020601668e-10
1890,7.296403703449528e-09,1.8868746049743075e-10,1.8868746049743075e-10,1.8868746049743075e-10
1891,7.336596568358849e-09,1.8868746049743075e-10,1.8868746049743075e-10,1.8868746049743075e-10
1892,9.67749712112363e-09,1.5966418266875693e-10,1.5966418266875693e-10,1.5966418266875693e-10
1893,9.554158321632502e-09,1.5966418266875693e-10,1.5966418266875693e-10,1.5966418266875693e-10
1894,1.1950615068962683e-08,7.676227510776203e-11,7.676227510776203e-11,7.676227510776203e-11
1895,1.2777178807052029e-08,7.676227510776203e-11,7.676227510776203e-11,7.676227510776203e-11
1896,1.2869970613037042e-08,5.059138029141406e-11,5.059138029141406e-11,5.059138029141406e-11
1897,1.316997495186862e-08,3.715351042694286e-11,3.715351042694286e-11,3.715351042694286e-11
1898,1.4817714420546833e-08,3.715351042694286e-11,3.715351042694286e-11,3.715351042694286e-11
1899,1.7447159526641698e-08,3.715351042694286e-11,3.715351042694286e-11,3.715351042694286e-11
1900,1.8007509769038928e-08,5.522411496348769e-11,5.522411496348769e-11,5.522411496348769e-11
1901,1.8988237902663385e-08,5.522411496348769e-11,5.522411496348769e-11,5.522411496348769e-11
1902,1.9827909219267374e-08,1.0687898582035465e-10,1.0687898582035465e-10,1.0687898582035465e-10
1903,2.2197051688773887e-08,1.5469641837359153e-10,1.5469641837359153e-10,1.5469641837359153e-10
1904,2.2929649290404086e-08,1.1754290794664867e-10,1.1754290794664867e-10,1.1754290794664867e-10
1905,2.0753061364635935e-08,1.1754290794664867e-10,1.1754290794664867e-10,1.1754290794664867e-10
1906,1.5188350894439802e-08,1.3305789406789107e-10,1.3305789406789107e-10,1.3305789406789107e-10
1907,1.580534839514972e-08,1.2963746346247466e-10,1.2963746346247466e-10,1.2963746346247466e-10
1908,1.4934926945946765e-08,1.2963746346247466e-10,1.2963746346247466e-10,1.2963746346247466e-10
1909,1.6517294199047683e-08,7.798259260560769e-11,7.798259260560769e-11,7.798259260560769e-11
1910,1.5421713683849703e-08,4.393904981922095e-11,4.393904981922095e-11,4.393904981922095e-11
1911,1.6020467492288456e-08,8.587284752329235e-11,8.587284752329235e-11,8.587284752329235e-11
1912,1.9404390856030725e-08,1.0028695532745705e-10,1.0028695532745705e-10,1.0028695532745705e-10
1913,2.192446529087582e-08,8.477196920621464e-11,8.477196920621464e-11,8.477196920621464e-11
1914,2.380325523988956e-08,2.0167020236312132e-10,2.0167020236312132e-10,2.0167020236312132e-10
1915,2.5503073684620048e-08,2.335476474911248e-10,2.335476474911248e-10,2.335476474911248e-10
1916,2.5877578683061334e-08,2.485995100252682e-10,2.485995100252682e-10,2.485995100252682e-10
1917,2.786347660535934e-08,2.3482562025841803e-10,2.3482562025841803e-10,2.3482562025841803e-10
1918,2.7716567580731473e-08,2.3603253974340584e-10,2.3603253974340584e-10,2.3603253974340584e-10
1919,2.7598486543719706e-08,2.358241786372593e-10,2.358241786372593e-10,2.358241786372593e-10
1920,2.834003406551996e-08,2.590258335203163e-10,2.590258335203163e-10,2.590258335203163e-10
1921,2.8703745158509264e-08,1.5558903471157848e-10,1.5558903471157848e-10,1.5558903471157848e-10
1922,2.701495382950725e-08,1.2371158958357498e-10,1.2371158958357498e-10,1.2371158958357498e-10
1923,3.5943673941980185e-08,1.0865972704943161e-10,1.0865972704943161e-10,1.0865972704943161e-10
1924,4.2255211900916427e-08,1.0865972704943161e-10,1.0865972704943161e-10,1.0865972704943161e-10
1925,4.8845881498290767e-08,6.551900986037244e-11,6.551900986037244e-11,6.551900986037244e-11
1926,5.2313715518234205e-08,5.1313263162354266e-11,5.1313263162354266e-11,5.1313263162354266e-11
1927,5.5827622144225386e-08,5.0849986919589336e-11,5.0849986919589336e-11,5.0849986919589336e-11
1928,6.007540395306218e-08,2.273837864029206e-11,2.273837864029206e-11,2.273837864029206e-11
1929,8.02032066157413e-08,2.273837864029206e-11,2.273837864029206e-11,2.273837864029206e-11
1930,9.458331261060136e-08,2.273837864029206e-11,2.273837864029206e-11,2.273837864029206e-11
1931,9.995302515822654e-08,2.273837864029206e-11,2.273837864029206e-11,2.273837864029206e-11
1932,1.098444885526208e-07,2.273837864029206e-11,2.273837864029206e-11,2.273837864029206e-11
1933,1.2771769521334265e-07,2.273837864029206e-11,2.273837864029206e-11,2.273837864029206e-11
1934,1.407502097094948e-07,4.4935749565766514e-11,4.4935749565766514e-11,4.4935749565766514e-11
1935,1.6941896977381736e-07,8.938041576708348e-11,8.938041576708348e-11,8.938041576708348e-11
1936,1.8820194571032645e-07,8.938041576708348e-11,8.938041576708348e-11,8.938041576708348e-11
1937,2.3459707319619027e-07,2.0159249666410314e-10,2.0159249666410314e-10,2.0159249666410314e-10
1938,3.131308728500569e-07,3.756105030180582e-10,3.756105030180582e-10,3.756105030180582e-10
1939,3.559185606556119e-07,3.756105030180582e-10,3.756105030180582e-10,3.756105030180582e-10
1940,4.3213489472496545e-07,3.756105030180582e-10,3.756105030180582e-10,3.756105030180582e-10
1941,4.491786285143462e-07,3.3067475345229166e-10,3.3067475345229166e-10,3.3067475345229166e-10
1942,4.3903637804630436e-07,3.3604617897888186e-10,3.3604617897888186e-10,3.3604617897888186e-10
1943,6.024550884831115e-07,4.2185947988850256e-10,4.2185947988850256e-10,4.2185947988850256e-10
1944,5.67590100380195e-07,3.286187215202828e-10,3.286187215202828e-10,3.286187215202828e-10
1945,5.338668651282725e-07,1.5460071516632771e-10,1.5460071516632771e-10,1.5460071516632771e-10
1946,4.983507985960906e-07,1.5460071516632771e-10,1.5460071516632771e-10,1.5460071516632771e-10
1947,4.308804700973009e-07,1.5460071516632771e-10,1.5460071516632771e-10,1.5460071516632771e-10
1948,4.1704663341793745e-07,1.7170071515375847e-10,1.7170071515375847e-10,1.7170071515375847e-10
1949,4.3175126255131803e-07,1.218846234258513e-10,1.218846234258513e-10,1.218846234258513e-10
1950,2.6677652036661517e-07,3.6071322516230604e-11,3.6071322516230604e-11,3.6071322516230604e-11
1951,2.5756712521537596e-07,3.364909838860746e-11,3.364909838860746e-11,3.364909838860746e-11
1952,2.3154711925599258e-07,3.364909838860746e-11,3.364909838860746e-11,3.364909838860746e-11
1953,2.488837184598326e-07,3.364909838860746e-11,3.364909838860746e-11,3.364909838860746e-11
1954,2.4532018829047176e-07,3.364909838860746e-11,3.364909838860746e-11,3.364909838860746e-11
1955,2.5276773588497494e-07,1.654909840117672e-11,1.654909840117672e-11,1.654909840117672e-11
1956,2.3201525729226497e-07,7.04211203239602e-11,7.04211203239602e-11,7.04211203239602e-11
1957,2.338226140961654e-07,7.04211203239602e-11,7.04211203239602e-11,7.04211203239602e-11
1958,2.51738723834803e-07,8.957744466821436e-11,8.957744466821436e-11,8.957744466821436e-11
1959,2.59327819662758e-07,8.957744466821436e-11,8.957744466821436e-11,8.957744466821436e-11
1960,2.4894357254977096e-07,1.0016530561334541e-10,1.0016530561334541e-10,1.0016530561334541e-10
1961,2.5304633157117807e-07,1.2267644340844897e-10,1.2267644340844897e-10,1.2267644340844897e-10
1962,2.582878469833564e-07,1.3287819951500269e-10,1.3287819951500269e-10,1.3287819951500269e-10
1963,2.664074583792951e-07,1.6814088514362424e-10,1.6814088514362424e-10,1.6814088514362424e-10
1964,2.7640410442992494e-07,4.3794017916067215e-10,4.3794017916067215e-10,4.3794017916067215e-10
1965,2.648734696971847e-07,4.198649196175884e-10,4.198649196175884e-10,4.198649196175884e-10
1966,2.601252942570552e-07,4.4624413390671943e-10,4.4624413390671943e-10,4.4624413390671943e-10
1967,2.762196170838901e-07,4.356562729615884e-10,4.356562729615884e-10,4.356562729615884e-10
1968,2.861460696327153e-07,4.308582181509836e-10,4.308582181509836e-10,4.308582181509836e-10
1969,3.0612227216611896e-07,4.2963334774746645e-10,4.2963334774746645e-10,4.2963334774746645e-10
1970,3.3699915239334845e-07,3.8434618483883046e-10,3.8434618483883046e-10,3.8434618483883046e-10
1971,3.7159793058500714e-07,1.324486918950564e-10,1.324486918950564e-10,1.324486918950564e-10
1972,3.8674207303301955e-07,1.2351397385027393e-10,1.2351397385027393e-10,1.2351397385027393e-10
1973,4.0479795058802536e-07,1.1364295318275604e-10,1.1364295318275604e-10,1.1364295318275604e-10
1974,4.1543466165551634e-07,1.4623296522099849e-10,1.4623296522099849e-10,1.4623296522099849e-10
1975,5.445894097582433e-07,1.2851988223649968e-10,1.2851988223649968e-10,1.2851988223649968e-10
1976,5.461340687621227e-07,1.5168872110774397e-10,1.5168872110774397e-10,1.5168872110774397e-10
1977,5.483502677959353e-07,1.3994682000552571e-10,1.3994682000552571e-10,1.3994682000552571e-10
1978,5.378639562942616e-07,1.4652480419462067e-10,1.4652480419462067e-10,1.4652480419462067e-10
1979,5.592084895462384e-07,2.5974486847094424e-10,2.5974486847094424e-10,2.5974486847094424e-10
1980,5.747615310675818e-07,2.589103296836624e-10,2.589103296836624e-10,2.589103296836624e-10
1981,5.926456075095692e-07,2.492097143726367e-10,2.492097143726367e-10,2.492097143726367e-10
1982,5.032576260483828e-07,2.8626719050794946e-10,2.8626719050794946e-10,2.8626719050794946e-10
