ngram,Industrial Bank,Industral Bank
1693,0.0,0.0
1694,0.0,0.0
1695,0.0,0.0
1696,0.0,0.0
1697,0.0,0.0
1698,0.0,0.0
1699,0.0,0.0
1700,0.0,0.0
1701,0.0,0.0
1702,0.0,0.0
1703,0.0,0.0
1704,0.0,0.0
1705,8.787638299574091e-09,0.0
1706,8.787638299574091e-09,0.0
1707,8.787638299574091e-09,0.0
1708,8.787638299574091e-09,0.0
1709,8.787638299574091e-09,0.0
1710,8.787638299574091e-09,0.0
1711,8.787638299574091e-09,0.0
1712,0.0,0.0
1713,0.0,0.0
1714,0.0,0.0
1715,0.0,0.0
1716,0.0,0.0
1717,0.0,0.0
1718,0.0,0.0
1719,0.0,0.0
1720,0.0,0.0
1721,0.0,0.0
1722,0.0,0.0
1723,0.0,0.0
1724,0.0,0.0
1725,0.0,0.0
1726,0.0,0.0
1727,0.0,0.0
1728,0.0,0.0
1729,0.0,0.0
1730,0.0,0.0
1731,0.0,0.0
1732,0.0,0.0
1733,0.0,0.0
1734,0.0,0.0
1735,0.0,0.0
1736,0.0,0.0
1737,0.0,0.0
1738,0.0,0.0
1739,0.0,0.0
1740,0.0,0.0
1741,0.0,0.0
1742,0.0,0.0
1743,0.0,0.0
1744,0.0,0.0
1745,0.0,0.0
1746,0.0,0.0
1747,0.0,0.0
1748,0.0,0.0
1749,0.0,0.0
1750,0.0,0.0
1751,0.0,0.0
1752,0.0,0.0
1753,0.0,0.0
1754,0.0,0.0
1755,0.0,0.0
1756,0.0,0.0
1757,0.0,0.0
1758,0.0,0.0
1759,0.0,0.0
1760,0.0,0.0
1761,0.0,0.0
1762,0.0,0.0
1763,0.0,0.0
1764,0.0,0.0
1765,0.0,0.0
1766,0.0,0.0
1767,0.0,0.0
1768,0.0,0.0
1769,0.0,0.0
1770,0.0,0.0
1771,0.0,0.0
1772,0.0,0.0
1773,0.0,0.0
1774,0.0,0.0
1775,0.0,0.0
1776,0.0,0.0
1777,0.0,0.0
1778,0.0,0.0
1779,0.0,0.0
1780,0.0,0.0
1781,0.0,0.0
1782,0.0,0.0
1783,0.0,0.0
1784,0.0,0.0
1785,0.0,0.0
1786,0.0,0.0
1787,0.0,0.0
1788,0.0,0.0
1789,0.0,0.0
1790,0.0,0.0
1791,0.0,0.0
1792,0.0,0.0
1793,0.0,0.0
1794,0.0,0.0
1795,0.0,0.0
1796,0.0,0.0
1797,0.0,0.0
1798,0.0,0.0
1799,0.0,0.0
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,1.7285549182487004e-10,0.0
1810,1.7285549182487004e-10,0.0
1811,1.7285549182487004e-10,0.0
1812,1.7285549182487004e-10,0.0
1813,1.7285549182487004e-10,0.0
1814,1.7285549182487004e-10,0.0
1815,1.7285549182487004e-10,0.0
1816,3.6309891601352517e-10,0.0
1817,5.267023008213658e-10,0.0
1818,8.684073777536533e-10,0.0
1819,8.684073777536533e-10,0.0
1820,8.684073777536533e-10,0.0
1821,8.684073777536533e-10,0.0
1822,8.684073777536533e-10,0.0
1823,6.395123636997774e-10,0.0
1824,4.759089788919368e-10,0.0
1825,3.520703617532206e-09,0.0
1826,3.520703617532206e-09,0.0
1827,3.520703617532206e-09,0.0
1828,3.520703617532206e-09,0.0
1829,1.3406339546432174e-08,0.0
1830,1.3545515883553857e-08,0.0
1831,1.3545515883553857e-08,0.0
1832,1.1624355129263059e-08,0.0
1833,1.1624355129263059e-08,0.0
1834,1.1624355129263059e-08,0.0
1835,1.1624355129263059e-08,0.0
1836,1.7387192003630908e-09,0.0
1837,1.4653389612817591e-09,0.0
1838,3.363000925357288e-09,0.0
1839,1.8976619640755287e-09,0.0
1840,1.8976619640755287e-09,0.0
1841,2.0983699539860775e-09,0.0
1842,2.0983699539860775e-09,0.0
1843,2.0983699539860775e-09,0.0
1844,2.0983699539860775e-09,0.0
1845,2.645126102278945e-10,0.0
1846,2.645126102278945e-10,0.0
1847,2.645126102278945e-10,0.0
1848,6.380462031734574e-11,0.0
1849,2.1782543229471278e-10,0.0
1850,2.1782543229471278e-10,0.0
1851,2.1782543229471278e-10,0.0
1852,3.472237576827654e-10,0.0
1853,3.932800275917105e-10,0.0
1854,8.26881436338007e-10,0.0
1855,1.3277500527613434e-09,0.0
1856,1.1737292407839765e-09,0.0
1857,1.3113541839717057e-09,0.0
1858,2.57517497802086e-09,0.0
1859,2.440048853445477e-09,0.0
1860,2.510386049830211e-09,0.0
1861,2.238370195544499e-09,0.0
1862,1.8437848153014207e-09,0.0
1863,1.889310497731651e-09,0.0
1864,2.065942492476428e-09,0.0
1865,1.1393955580617033e-09,0.0
1866,2.5569680539572204e-09,0.0
1867,2.440574587663542e-09,0.0
1868,3.1330971824886487e-09,0.0
1869,3.516751972965082e-09,0.0
1870,3.833397726233605e-09,0.0
1871,1.3605606546158405e-08,0.0
1872,1.5180401158332302e-08,0.0
1873,1.589705380032415e-08,0.0
1874,1.6881163800164245e-08,0.0
1875,1.6141631047667763e-08,0.0
1876,1.5834180696775287e-08,0.0
1877,1.5638328695491817e-08,0.0
1878,6.277194922584986e-09,0.0
1879,5.36170799822092e-09,0.0
1880,3.889160771208822e-09,0.0
1881,3.4456488138902485e-09,0.0
1882,4.472273948000602e-09,0.0
1883,4.71763707464236e-09,0.0
1884,5.247784397509138e-09,0.0
1885,5.102115840927013e-09,0.0
1886,4.630182364501983e-09,0.0
1887,4.988610381926963e-09,0.0
1888,5.34659862415156e-09,0.0
1889,5.375041522981405e-09,0.0
1890,5.5246163834153455e-09,0.0
1891,7.1167808788987125e-09,0.0
1892,8.11775034494287e-09,0.0
1893,1.0201660468770309e-08,0.0
1894,1.4875050144017417e-08,0.0
1895,1.7376952638719397e-08,0.0
1896,1.9763578900417704e-08,0.0
1897,2.2909803958676937e-08,0.0
1898,2.312218137591669e-08,0.0
1899,2.3495908710710215e-08,0.0
1900,2.4937859015900747e-08,0.0
1901,2.3695261879603484e-08,0.0
1902,2.5101813453228975e-08,0.0
1903,3.328560487554049e-08,0.0
1904,3.7539683361842435e-08,3.010463901974094e-11
1905,4.2679609687671216e-08,3.010463901974094e-11
1906,4.899007498084172e-08,3.010463901974094e-11
1907,5.185408826134465e-08,3.010463901974094e-11
1908,6.08331741805809e-08,3.010463901974094e-11
1909,7.269187207725736e-08,4.318606583453288e-11
1910,7.6526976755531e-08,4.318606583453288e-11
1911,8.050420317675031e-08,1.3081426814791947e-11
1912,8.421092800858787e-08,1.3081426814791947e-11
1913,9.75462504421947e-08,2.6657887207205887e-11
1914,1.0471304027045594e-07,4.0544781817633944e-11
1915,1.0980764082140532e-07,4.0544781817633944e-11
1916,1.231249220674207e-07,2.7463355002841995e-11
1917,1.4447289028599437e-07,2.7463355002841995e-11
1918,1.8247630809550435e-07,5.4785408352765936e-11
1919,2.0338982003360278e-07,5.4785408352765936e-11
1920,2.1986999192742068e-07,4.1208947960352e-11
1921,2.548593138434236e-07,2.7322053349923945e-11
1922,2.7845850070207234e-07,5.02469712663053e-11
1923,3.044503326269218e-07,1.435383934727292e-10
1924,3.0372938754551016e-07,1.6673005833110566e-10
1925,2.901184501524767e-07,1.3940800498118174e-10
1926,3.023159982668793e-07,1.3940800498118174e-10
1927,3.06487895126598e-07,1.6099830397425004e-10
1928,3.2131440467050456e-07,1.6099830397425004e-10
1929,3.2327104853331026e-07,1.3807338605786867e-10
1930,3.245013268886916e-07,4.4781963851444775e-11
1931,3.416809144190276e-07,2.1590298993068302e-11
1932,3.510949844504856e-07,2.1590298993068302e-11
1933,3.58222235620685e-07,2.1590298993068302e-11
1934,3.727151798622279e-07,0.0
1935,3.526093702735774e-07,0.0
1936,3.525558968574062e-07,0.0
1937,3.383211719665269e-07,0.0
1938,3.352724239188579e-07,0.0
1939,3.28244490382141e-07,0.0
1940,3.28542674716508e-07,0.0
1941,3.039726530167692e-07,2.6222607418802113e-11
1942,2.9807375970644247e-07,2.6222607418802113e-11
1943,2.9503813436804194e-07,2.6222607418802113e-11
1944,2.776639170016486e-07,2.6222607418802113e-11
1945,2.589468875515065e-07,6.190657906936435e-11
1946,2.4889631739759874e-07,6.190657906936435e-11
1947,2.2822911205366836e-07,9.339114798961085e-11
1948,2.2566540077865023e-07,6.716854057080873e-11
1949,2.2316685642311184e-07,6.716854057080873e-11
1950,2.0887965287589134e-07,6.716854057080873e-11
1951,2.1821784709378074e-07,6.716854057080873e-11
1952,2.1754243156075453e-07,3.148456892024651e-11
1953,2.1794475506859661e-07,3.148456892024651e-11
1954,2.1444396785292546e-07,0.0
1955,2.2169034049771392e-07,1.3783769760498744e-11
1956,2.1551439845422594e-07,2.6598661765194922e-11
1957,2.3032059053613401e-07,2.6598661765194922e-11
1958,2.2741676681497275e-07,4.9243099677274775e-11
1959,2.272370258944128e-07,5.999112318022526e-11
1960,2.2490307571843005e-07,7.006317748192714e-11
1961,2.3104025461049916e-07,9.147579122752753e-11
1962,2.2049521573665386e-07,7.769202146702879e-11
1963,2.262648491426132e-07,6.487712946233261e-11
1964,2.1645025226137348e-07,6.487712946233261e-11
1965,2.1074291924248557e-07,5.062122744790644e-11
1966,2.0763180787395997e-07,5.661539689442005e-11
1967,2.090466527501381e-07,5.4961221090150354e-11
1968,2.0337992014317153e-07,5.884320114502017e-11
1969,2.0667184839697127e-07,5.884320114502017e-11
1970,2.0289786561988876e-07,5.884320114502017e-11
1971,2.1092228053021245e-07,7.588613170390296e-11
1972,2.1647286376134745e-07,7.577650709292679e-11
1973,2.1857135428555402e-07,6.689174214535853e-11
1974,2.1865281496502575e-07,5.847386364792634e-11
1975,2.1747802390694103e-07,4.08903228737196e-11
1976,2.2532982159516125e-07,4.08903228737196e-11
1977,2.2384349205952147e-07,4.852640660333942e-11
1978,2.1679666620652176e-07,3.148347604445664e-11
1979,2.1735204874013497e-07,3.0935003566704264e-11
1980,2.2217081355587913e-07,3.053217698508906e-11
1981,2.340428600129079e-07,7.407747133956834e-11
1982,2.493373776652723e-07,7.341512467395894e-11
1983,2.5854646220782994e-07,8.0454734144705e-11
1984,2.6779185548418483e-07,7.981051732196067e-11
1985,2.9263964052006486e-07,8.669303717361615e-11
1986,3.1318014797372076e-07,1.0524376806550099e-10
1987,3.2529362670175033e-07,1.0415150339393442e-10
1988,3.266715964400646e-07,6.060620903945515e-11
1989,3.26255949240866e-07,6.621712503715064e-11
1990,3.199210384861674e-07,7.184815986208522e-11
1991,3.1893869894312435e-07,7.736339743428085e-11
1992,2.9755763567404105e-07,8.259334139234679e-11
1993,2.728713387309004e-07,5.631217169153681e-11
1994,2.509096727213286e-07,4.9949834942822744e-11
1995,2.3380307620105407e-07,6.21180071666164e-11
1996,2.164916078787168e-07,4.945838480826684e-11
1997,1.9842964807789292e-07,4.774135650301556e-11
1998,1.7852526720421986e-07,1.507466929062673e-10
1999,1.5792876492274184e-07,1.9026094786957414e-10
2000,1.4447465649222328e-07,2.495978998881146e-10
2001,1.3033423889347822e-07,2.5925852238848993e-10
2002,1.161777711493934e-07,2.5220510947522786e-10
2003,1.0226407961714098e-07,2.767800586936772e-10
2004,9.115545854651178e-08,2.7063474972959563e-10
2005,7.950690924677214e-08,1.740558342297075e-10
2006,6.922732152604891e-08,1.2732967359057364e-10
2007,5.93486072984563e-08,7.310167798471997e-11
2008,5.247843658042127e-08,6.34410554843447e-11
2009,5.117564632379461e-08,5.832629617381307e-11
2010,4.5775611364920876e-08,3.3751346955363766e-11
2011,3.860610218810377e-08,2.894303992901597e-11
2012,3.7548272554691464e-08,1.0009514546581245e-11
2013,3.8391121900563773e-08,5.108956412686843e-12
2014,3.6330096772222275e-08,0.0
2015,3.584540588162456e-08,0.0
2016,3.1684792440549766e-08,0.0
2017,3.0822515206807566e-08,0.0
2018,3.140021824776795e-08,0.0
2019,2.98360274264553e-08,0.0
