ngram,Celanese,Celanese
1625,0.0,0.0
1626,0.0,0.0
1627,0.0,0.0
1628,0.0,0.0
1629,0.0,0.0
1630,0.0,0.0
1631,0.0,0.0
1632,0.0,0.0
1633,0.0,0.0
1634,0.0,0.0
1635,0.0,0.0
1636,0.0,0.0
1637,0.0,0.0
1638,0.0,0.0
1639,0.0,0.0
1640,0.0,0.0
1641,0.0,0.0
1642,0.0,0.0
1643,0.0,0.0
1644,0.0,0.0
1645,0.0,0.0
1646,0.0,0.0
1647,0.0,0.0
1648,0.0,0.0
1649,0.0,0.0
1650,0.0,0.0
1651,0.0,0.0
1652,0.0,0.0
1653,0.0,0.0
1654,0.0,0.0
1655,0.0,0.0
1656,0.0,0.0
1657,0.0,0.0
1658,0.0,0.0
1659,0.0,0.0
1660,0.0,0.0
1661,0.0,0.0
1662,0.0,0.0
1663,0.0,0.0
1664,0.0,0.0
1665,0.0,0.0
1666,0.0,0.0
1667,0.0,0.0
1668,0.0,0.0
1669,0.0,0.0
1670,0.0,0.0
1671,0.0,0.0
1672,0.0,0.0
1673,0.0,0.0
1674,0.0,0.0
1675,0.0,0.0
1676,0.0,0.0
1677,0.0,0.0
1678,0.0,0.0
1679,0.0,0.0
1680,0.0,0.0
1681,0.0,0.0
1682,0.0,0.0
1683,0.0,0.0
1684,0.0,0.0
1685,0.0,0.0
1686,0.0,0.0
1687,0.0,0.0
1688,0.0,0.0
1689,0.0,0.0
1690,0.0,0.0
1691,0.0,0.0
1692,0.0,0.0
1693,0.0,0.0
1694,0.0,0.0
1695,0.0,0.0
1696,0.0,0.0
1697,0.0,0.0
1698,0.0,0.0
1699,0.0,0.0
1700,0.0,0.0
1701,0.0,0.0
1702,0.0,0.0
1703,0.0,0.0
1704,0.0,0.0
1705,0.0,0.0
1706,0.0,0.0
1707,0.0,0.0
1708,0.0,0.0
1709,0.0,0.0
1710,0.0,0.0
1711,0.0,0.0
1712,0.0,0.0
1713,0.0,0.0
1714,0.0,0.0
1715,0.0,0.0
1716,0.0,0.0
1717,0.0,0.0
1718,0.0,0.0
1719,0.0,0.0
1720,0.0,0.0
1721,0.0,0.0
1722,0.0,0.0
1723,0.0,0.0
1724,0.0,0.0
1725,0.0,0.0
1726,0.0,0.0
1727,0.0,0.0
1728,0.0,0.0
1729,0.0,0.0
1730,0.0,0.0
1731,0.0,0.0
1732,0.0,0.0
1733,0.0,0.0
1734,0.0,0.0
1735,0.0,0.0
1736,0.0,0.0
1737,0.0,0.0
1738,0.0,0.0
1739,0.0,0.0
1740,0.0,0.0
1741,0.0,0.0
1742,3.8264232671281206e-08,3.8264232671281206e-08
1743,3.8264232671281206e-08,3.8264232671281206e-08
1744,3.8264232671281206e-08,3.8264232671281206e-08
1745,3.8264232671281206e-08,3.8264232671281206e-08
1746,3.8264232671281206e-08,3.8264232671281206e-08
1747,3.8264232671281206e-08,3.8264232671281206e-08
1748,3.8264232671281206e-08,3.8264232671281206e-08
1749,0.0,0.0
1750,0.0,0.0
1751,0.0,0.0
1752,0.0,0.0
1753,0.0,0.0
1754,0.0,0.0
1755,0.0,0.0
1756,0.0,0.0
1757,0.0,0.0
1758,0.0,0.0
1759,0.0,0.0
1760,0.0,0.0
1761,0.0,0.0
1762,0.0,0.0
1763,0.0,0.0
1764,0.0,0.0
1765,0.0,0.0
1766,0.0,0.0
1767,0.0,0.0
1768,0.0,0.0
1769,0.0,0.0
1770,0.0,0.0
1771,0.0,0.0
1772,0.0,0.0
1773,0.0,0.0
1774,0.0,0.0
1775,0.0,0.0
1776,0.0,0.0
1777,0.0,0.0
1778,0.0,0.0
1779,0.0,0.0
1780,0.0,0.0
1781,0.0,0.0
1782,0.0,0.0
1783,0.0,0.0
1784,0.0,0.0
1785,0.0,0.0
1786,0.0,0.0
1787,0.0,0.0
1788,0.0,0.0
1789,0.0,0.0
1790,0.0,0.0
1791,0.0,0.0
1792,0.0,0.0
1793,0.0,0.0
1794,0.0,0.0
1795,1.8265442491838257e-09,1.8265442491838257e-09
1796,1.8265442491838257e-09,1.8265442491838257e-09
1797,2.393467900065259e-09,2.393467900065259e-09
1798,2.393467900065259e-09,2.393467900065259e-09
1799,2.393467900065259e-09,2.393467900065259e-09
1800,2.393467900065259e-09,2.393467900065259e-09
1801,2.393467900065259e-09,2.393467900065259e-09
1802,5.66923650881433e-10,5.66923650881433e-10
1803,5.66923650881433e-10,5.66923650881433e-10
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,2.343839408272938e-10,2.343839408272938e-10
1812,2.343839408272938e-10,2.343839408272938e-10
1813,2.343839408272938e-10,2.343839408272938e-10
1814,2.343839408272938e-10,2.343839408272938e-10
1815,2.343839408272938e-10,2.343839408272938e-10
1816,6.147293785119246e-10,6.147293785119246e-10
1817,6.147293785119246e-10,6.147293785119246e-10
1818,5.593803039819331e-10,5.593803039819331e-10
1819,5.593803039819331e-10,5.593803039819331e-10
1820,5.593803039819331e-10,5.593803039819331e-10
1821,5.593803039819331e-10,5.593803039819331e-10
1822,5.593803039819331e-10,5.593803039819331e-10
1823,1.790348662973023e-10,1.790348662973023e-10
1824,1.790348662973023e-10,1.790348662973023e-10
1825,0.0,0.0
1826,0.0,0.0
1827,0.0,0.0
1828,0.0,0.0
1829,2.2347220708849947e-08,2.2347220708849947e-08
1830,2.2347220708849947e-08,2.2347220708849947e-08
1831,2.2347220708849947e-08,2.2347220708849947e-08
1832,2.268781854449945e-08,2.268781854449945e-08
1833,2.268781854449945e-08,2.268781854449945e-08
1834,2.268781854449945e-08,2.268781854449945e-08
1835,2.268781854449945e-08,2.268781854449945e-08
1836,3.405978356495e-10,3.405978356495e-10
1837,3.405978356495e-10,3.405978356495e-10
1838,3.405978356495e-10,3.405978356495e-10
1839,0.0,0.0
1840,0.0,0.0
1841,1.3995522201477277e-10,1.3995522201477277e-10
1842,6.264787418989012e-10,6.264787418989012e-10
1843,6.264787418989012e-10,6.264787418989012e-10
1844,6.264787418989012e-10,6.264787418989012e-10
1845,6.264787418989012e-10,6.264787418989012e-10
1846,6.264787418989012e-10,6.264787418989012e-10
1847,6.264787418989012e-10,6.264787418989012e-10
1848,4.865235198841284e-10,4.865235198841284e-10
1849,0.0,0.0
1850,0.0,0.0
1851,0.0,0.0
1852,0.0,0.0
1853,0.0,0.0
1854,0.0,0.0
1855,0.0,0.0
1856,2.9819283550328434e-10,2.9819283550328434e-10
1857,2.9819283550328434e-10,2.9819283550328434e-10
1858,4.1339986196169727e-10,4.1339986196169727e-10
1859,4.1339986196169727e-10,4.1339986196169727e-10
1860,4.1339986196169727e-10,4.1339986196169727e-10
1861,4.1339986196169727e-10,4.1339986196169727e-10
1862,4.1339986196169727e-10,4.1339986196169727e-10
1863,1.1520702645841295e-10,1.1520702645841295e-10
1864,1.1520702645841295e-10,1.1520702645841295e-10
1865,0.0,0.0
1866,3.0967733139724325e-10,3.0967733139724325e-10
1867,3.0967733139724325e-10,3.0967733139724325e-10
1868,5.337358174476289e-10,5.337358174476289e-10
1869,5.733217036039764e-10,5.733217036039764e-10
1870,5.733217036039764e-10,5.733217036039764e-10
1871,6.138977659553291e-10,6.138977659553291e-10
1872,6.138977659553291e-10,6.138977659553291e-10
1873,3.432291871354108e-10,3.432291871354108e-10
1874,5.021920458845943e-10,5.021920458845943e-10
1875,4.385936812147305e-10,4.385936812147305e-10
1876,3.9900779505838303e-10,3.9900779505838303e-10
1877,4.3395946756698475e-10,4.3395946756698475e-10
1878,1.3368027795834792e-09,1.3368027795834792e-09
1879,1.3368027795834792e-09,1.3368027795834792e-09
1880,1.5608874946528216e-09,1.5608874946528216e-09
1881,1.401924635903638e-09,1.401924635903638e-09
1882,1.2738740935119048e-09,1.2738740935119048e-09
1883,1.2738740935119048e-09,1.2738740935119048e-09
1884,1.238922421003303e-09,1.238922421003303e-09
1885,2.9550304663545594e-10,2.9550304663545594e-10
1886,2.9550304663545594e-10,2.9550304663545594e-10
1887,3.240957898878857e-11,3.240957898878857e-11
1888,9.7750906972013e-10,9.7750906972013e-10
1889,9.450994907313414e-10,9.450994907313414e-10
1890,1.1221693257163728e-09,1.1221693257163728e-09
1891,1.5574551965562883e-09,1.5574551965562883e-09
1892,1.5574551965562883e-09,1.5574551965562883e-09
1893,1.6727635625863562e-09,1.6727635625863562e-09
1894,1.6727635625863562e-09,1.6727635625863562e-09
1895,7.700064871432996e-10,7.700064871432996e-10
1896,7.700064871432996e-10,7.700064871432996e-10
1897,7.229739346874859e-10,7.229739346874859e-10
1898,2.876880638475703e-10,2.876880638475703e-10
1899,3.969715032882602e-10,3.969715032882602e-10
1900,2.8166313725819236e-10,2.8166313725819236e-10
1901,2.8166313725819236e-10,2.8166313725819236e-10
1902,2.737573025411523e-10,2.737573025411523e-10
1903,4.0127046130322697e-10,4.0127046130322697e-10
1904,3.8220935940001613e-10,3.8220935940001613e-10
1905,4.4319680861778666e-10,4.4319680861778666e-10
1906,3.494283552983392e-10,3.494283552983392e-10
1907,3.9337887709172444e-10,3.9337887709172444e-10
1908,4.3455223943032553e-10,4.3455223943032553e-10
1909,4.138966679310764e-10,4.138966679310764e-10
1910,6.169568556432406e-10,6.169568556432406e-10
1911,5.758703325705764e-10,5.758703325705764e-10
1912,5.581252057740294e-10,5.581252057740294e-10
1913,6.283977316675785e-10,6.283977316675785e-10
1914,8.475440240502635e-10,8.475440240502635e-10
1915,9.338804422236763e-10,9.338804422236763e-10
1916,1.3114478471441616e-09,1.3114478471441616e-09
1917,1.4138122498127563e-09,1.4138122498127563e-09
1918,1.660287843715683e-09,1.660287843715683e-09
1919,2.1994811448346395e-09,2.1994811448346395e-09
1920,8.30853560554853e-09,8.30853560554853e-09
1921,2.187635006478672e-08,2.187635006478672e-08
1922,5.8289751025952796e-08,5.8289751025952796e-08
1923,8.876208298528151e-08,8.876208298528151e-08
1924,1.575886041025955e-07,1.575886041025955e-07
1925,2.122546082386886e-07,2.122546082386886e-07
1926,2.8369612183252813e-07,2.8369612183252813e-07
1927,3.362117735962654e-07,3.362117735962654e-07
1928,3.872282324631929e-07,3.872282324631929e-07
1929,4.1820040053153207e-07,4.1820040053153207e-07
1930,4.992140775682076e-07,4.992140775682076e-07
1931,5.183860959537665e-07,5.183860959537665e-07
1932,5.549976630650885e-07,5.549976630650885e-07
1933,5.699663948429848e-07,5.699663948429848e-07
1934,6.104965036359187e-07,6.104965036359187e-07
1935,6.283384347430651e-07,6.283384347430651e-07
1936,6.42690719944637e-07,6.42690719944637e-07
1937,6.228721563924669e-07,6.228721563924669e-07
1938,6.185566365145081e-07,6.185566365145081e-07
1939,6.122247344007649e-07,6.122247344007649e-07
1940,6.646704377999413e-07,6.646704377999413e-07
1941,7.189873128611777e-07,7.189873128611777e-07
1942,8.141663637876004e-07,8.141663637876004e-07
1943,8.605704319312021e-07,8.605704319312021e-07
1944,8.890174772854412e-07,8.890174772854412e-07
1945,9.360997686209365e-07,9.360997686209365e-07
1946,9.857378781167166e-07,9.857378781167166e-07
1947,9.833581365065974e-07,9.833581365065974e-07
1948,9.75954362404861e-07,9.75954362404861e-07
1949,9.534032951056101e-07,9.534032951056101e-07
1950,9.651635813107923e-07,9.651635813107923e-07
1951,9.690738644556923e-07,9.690738644556923e-07
1952,9.71942012841152e-07,9.71942012841152e-07
1953,9.87125109272061e-07,9.87125109272061e-07
1954,9.721601697622515e-07,9.721601697622515e-07
1955,9.482075061636611e-07,9.482075061636611e-07
1956,9.058733212441439e-07,9.058733212441439e-07
1957,8.771982769368541e-07,8.771982769368541e-07
1958,8.655160773482098e-07,8.655160773482098e-07
1959,8.302716472436649e-07,8.302716472436649e-07
1960,7.810060164307028e-07,7.810060164307028e-07
1961,7.552937485602992e-07,7.552937485602992e-07
1962,7.249289199405342e-07,7.249289199405342e-07
1963,7.089243792636677e-07,7.089243792636677e-07
1964,6.957946376522679e-07,6.957946376522679e-07
1965,6.681438792708962e-07,6.681438792708962e-07
1966,6.518360951953842e-07,6.518360951953842e-07
1967,6.273480640369858e-07,6.273480640369858e-07
1968,5.998528048881521e-07,5.998528048881521e-07
1969,5.753701657340571e-07,5.753701657340571e-07
1970,5.471533281057159e-07,5.471533281057159e-07
1971,5.246172106256251e-07,5.246172106256251e-07
1972,5.056107324565216e-07,5.056107324565216e-07
1973,4.833101862849227e-07,4.833101862849227e-07
1974,4.670439994112842e-07,4.670439994112842e-07
1975,4.585979281403395e-07,4.585979281403395e-07
1976,4.525221421707621e-07,4.525221421707621e-07
1977,4.5261900335650094e-07,4.5261900335650094e-07
1978,4.477420491509422e-07,4.477420491509422e-07
1979,4.433058466344976e-07,4.433058466344976e-07
1980,4.3940765083659373e-07,4.3940765083659373e-07
1981,4.384065286038614e-07,4.384065286038614e-07
1982,4.3395285891684967e-07,4.3395285891684967e-07
1983,4.3610714328679023e-07,4.3610714328679023e-07
1984,4.273470121266395e-07,4.273470121266395e-07
1985,4.1375668453318734e-07,4.1375668453318734e-07
1986,4.118061147957113e-07,4.118061147957113e-07
1987,4.1368501716273644e-07,4.1368501716273644e-07
1988,4.094571295354399e-07,4.094571295354399e-07
1989,4.1427673279161225e-07,4.1427673279161225e-07
1990,3.992244411879905e-07,3.992244411879905e-07
1991,3.937823009891872e-07,3.937823009891872e-07
1992,3.792203001142168e-07,3.792203001142168e-07
1993,3.610900348251432e-07,3.610900348251432e-07
1994,3.435337500182608e-07,3.435337500182608e-07
1995,3.2197632395179555e-07,3.2197632395179555e-07
1996,2.9471604128567766e-07,2.9471604128567766e-07
1997,2.740289143535587e-07,2.740289143535587e-07
1998,2.483308735788471e-07,2.483308735788471e-07
1999,2.254444889818582e-07,2.254444889818582e-07
2000,2.0677306825486346e-07,2.0677306825486346e-07
2001,1.842121629839052e-07,1.842121629839052e-07
2002,1.7215173134640542e-07,1.7215173134640542e-07
2003,1.541629178599838e-07,1.541629178599838e-07
2004,1.4375468688448173e-07,1.4375468688448173e-07
2005,1.2948357814528727e-07,1.2948357814528727e-07
2006,1.1902057955077388e-07,1.1902057955077388e-07
2007,1.0350683104271801e-07,1.0350683104271801e-07
2008,9.407530196118127e-08,9.407530196118127e-08
2009,8.440040387215828e-08,8.440040387215828e-08
2010,7.656454974786747e-08,7.656454974786747e-08
2011,6.49438532158391e-08,6.49438532158391e-08
2012,5.4875668199981324e-08,5.4875668199981324e-08
2013,5.3661616610562694e-08,5.3661616610562694e-08
2014,5.071391636793773e-08,5.071391636793773e-08
2015,4.624990904541651e-08,4.624990904541651e-08
2016,3.995915293890968e-08,3.995915293890968e-08
2017,3.761107543927741e-08,3.761107543927741e-08
2018,3.7204076264174546e-08,3.7204076264174546e-08
2019,3.842188567304561e-08,3.842188567304561e-08
