ngram,Danaher,Danher,Danaher,Danher
1550,0.0,0.0,0.0,0.0
1551,0.0,0.0,0.0,0.0
1552,0.0,0.0,0.0,0.0
1553,0.0,0.0,0.0,0.0
1554,0.0,0.0,0.0,0.0
1555,0.0,0.0,0.0,0.0
1556,0.0,0.0,0.0,0.0
1557,0.0,0.0,0.0,0.0
1558,0.0,0.0,0.0,0.0
1559,0.0,0.0,0.0,0.0
1560,0.0,0.0,0.0,0.0
1561,0.0,0.0,0.0,0.0
1562,0.0,0.0,0.0,0.0
1563,0.0,0.0,0.0,0.0
1564,0.0,0.0,0.0,0.0
1565,0.0,0.0,0.0,0.0
1566,0.0,0.0,0.0,0.0
1567,0.0,0.0,0.0,0.0
1568,0.0,0.0,0.0,0.0
1569,0.0,0.0,0.0,0.0
1570,0.0,0.0,0.0,0.0
1571,0.0,0.0,0.0,0.0
1572,0.0,0.0,0.0,0.0
1573,0.0,0.0,0.0,0.0
1574,0.0,0.0,0.0,0.0
1575,0.0,0.0,0.0,0.0
1576,0.0,0.0,0.0,0.0
1577,0.0,0.0,0.0,0.0
1578,0.0,0.0,0.0,0.0
1579,0.0,0.0,0.0,0.0
1580,0.0,0.0,0.0,0.0
1581,0.0,0.0,0.0,0.0
1582,0.0,0.0,0.0,0.0
1583,0.0,0.0,0.0,0.0
1584,0.0,0.0,0.0,0.0
1585,0.0,0.0,0.0,0.0
1586,0.0,0.0,0.0,0.0
1587,0.0,0.0,0.0,0.0
1588,0.0,0.0,0.0,0.0
1589,0.0,0.0,0.0,0.0
1590,0.0,0.0,0.0,0.0
1591,0.0,0.0,0.0,0.0
1592,0.0,0.0,0.0,0.0
1593,0.0,0.0,0.0,0.0
1594,0.0,0.0,0.0,0.0
1595,0.0,0.0,0.0,0.0
1596,0.0,0.0,0.0,0.0
1597,0.0,0.0,0.0,0.0
1598,0.0,0.0,0.0,0.0
1599,0.0,0.0,0.0,0.0
1600,0.0,0.0,0.0,0.0
1601,0.0,0.0,0.0,0.0
1602,0.0,0.0,0.0,0.0
1603,0.0,0.0,0.0,0.0
1604,0.0,0.0,0.0,0.0
1605,0.0,0.0,0.0,0.0
1606,0.0,0.0,0.0,0.0
1607,0.0,0.0,0.0,0.0
1608,0.0,0.0,0.0,0.0
1609,0.0,0.0,0.0,0.0
1610,0.0,0.0,0.0,0.0
1611,0.0,0.0,0.0,0.0
1612,0.0,0.0,0.0,0.0
1613,0.0,0.0,0.0,0.0
1614,0.0,0.0,0.0,0.0
1615,0.0,0.0,0.0,0.0
1616,0.0,0.0,0.0,0.0
1617,0.0,0.0,0.0,0.0
1618,0.0,0.0,0.0,0.0
1619,0.0,0.0,0.0,0.0
1620,0.0,0.0,0.0,0.0
1621,0.0,0.0,0.0,0.0
1622,0.0,0.0,0.0,0.0
1623,0.0,0.0,0.0,0.0
1624,0.0,0.0,0.0,0.0
1625,0.0,0.0,0.0,0.0
1626,0.0,0.0,0.0,0.0
1627,0.0,0.0,0.0,0.0
1628,0.0,0.0,0.0,0.0
1629,0.0,0.0,0.0,0.0
1630,0.0,0.0,0.0,0.0
1631,0.0,0.0,0.0,0.0
1632,0.0,0.0,0.0,0.0
1633,0.0,0.0,0.0,0.0
1634,0.0,0.0,0.0,0.0
1635,0.0,0.0,0.0,0.0
1636,0.0,0.0,0.0,0.0
1637,0.0,0.0,0.0,0.0
1638,0.0,0.0,0.0,0.0
1639,0.0,0.0,0.0,0.0
1640,0.0,0.0,0.0,0.0
1641,0.0,0.0,0.0,0.0
1642,0.0,0.0,0.0,0.0
1643,0.0,0.0,0.0,0.0
1644,0.0,0.0,0.0,0.0
1645,0.0,0.0,0.0,0.0
1646,0.0,0.0,0.0,0.0
1647,0.0,0.0,0.0,0.0
1648,0.0,0.0,0.0,0.0
1649,0.0,0.0,0.0,0.0
1650,0.0,0.0,0.0,0.0
1651,0.0,0.0,0.0,0.0
1652,0.0,0.0,0.0,0.0
1653,0.0,0.0,0.0,0.0
1654,0.0,0.0,0.0,0.0
1655,0.0,0.0,0.0,0.0
1656,0.0,0.0,0.0,0.0
1657,0.0,0.0,0.0,0.0
1658,0.0,0.0,0.0,0.0
1659,0.0,0.0,0.0,0.0
1660,0.0,0.0,0.0,0.0
1661,0.0,0.0,0.0,0.0
1662,0.0,0.0,0.0,0.0
1663,0.0,0.0,0.0,0.0
1664,0.0,0.0,0.0,0.0
1665,0.0,0.0,0.0,0.0
1666,0.0,0.0,0.0,0.0
1667,0.0,0.0,0.0,0.0
1668,0.0,0.0,0.0,0.0
1669,0.0,0.0,0.0,0.0
1670,0.0,0.0,0.0,0.0
1671,0.0,0.0,0.0,0.0
1672,0.0,0.0,0.0,0.0
1673,0.0,0.0,0.0,0.0
1674,0.0,0.0,0.0,0.0
1675,0.0,0.0,0.0,0.0
1676,0.0,0.0,0.0,0.0
1677,0.0,0.0,0.0,0.0
1678,0.0,0.0,0.0,0.0
1679,0.0,0.0,0.0,0.0
1680,0.0,0.0,0.0,0.0
1681,0.0,0.0,0.0,0.0
1682,0.0,0.0,0.0,0.0
1683,0.0,0.0,0.0,0.0
1684,0.0,0.0,0.0,0.0
1685,0.0,0.0,0.0,0.0
1686,0.0,0.0,0.0,0.0
1687,0.0,0.0,0.0,0.0
1688,0.0,0.0,0.0,0.0
1689,0.0,0.0,0.0,0.0
1690,0.0,0.0,0.0,0.0
1691,0.0,0.0,0.0,0.0
1692,0.0,0.0,0.0,0.0
1693,0.0,0.0,0.0,0.0
1694,0.0,0.0,0.0,0.0
1695,0.0,0.0,0.0,0.0
1696,0.0,0.0,0.0,0.0
1697,0.0,0.0,0.0,0.0
1698,0.0,0.0,0.0,0.0
1699,0.0,0.0,0.0,0.0
1700,0.0,0.0,0.0,0.0
1701,0.0,0.0,0.0,0.0
1702,0.0,0.0,0.0,0.0
1703,0.0,0.0,0.0,0.0
1704,0.0,0.0,0.0,0.0
1705,0.0,0.0,0.0,0.0
1706,0.0,0.0,0.0,0.0
1707,0.0,0.0,0.0,0.0
1708,0.0,0.0,0.0,0.0
1709,0.0,0.0,0.0,0.0
1710,0.0,0.0,0.0,0.0
1711,0.0,0.0,0.0,0.0
1712,0.0,0.0,0.0,0.0
1713,0.0,0.0,0.0,0.0
1714,0.0,0.0,0.0,0.0
1715,0.0,0.0,0.0,0.0
1716,0.0,0.0,0.0,0.0
1717,0.0,0.0,0.0,0.0
1718,0.0,0.0,0.0,0.0
1719,0.0,0.0,0.0,0.0
1720,0.0,0.0,0.0,0.0
1721,0.0,0.0,0.0,0.0
1722,0.0,0.0,0.0,0.0
1723,0.0,0.0,0.0,0.0
1724,0.0,0.0,0.0,0.0
1725,0.0,0.0,0.0,0.0
1726,0.0,0.0,0.0,0.0
1727,0.0,0.0,0.0,0.0
1728,0.0,0.0,0.0,0.0
1729,0.0,0.0,0.0,0.0
1730,0.0,0.0,0.0,0.0
1731,0.0,0.0,0.0,0.0
1732,0.0,0.0,0.0,0.0
1733,0.0,0.0,0.0,0.0
1734,0.0,0.0,0.0,0.0
1735,0.0,0.0,0.0,0.0
1736,0.0,0.0,0.0,0.0
1737,0.0,0.0,0.0,0.0
1738,0.0,0.0,0.0,0.0
1739,0.0,0.0,0.0,0.0
1740,0.0,0.0,0.0,0.0
1741,0.0,0.0,0.0,0.0
1742,0.0,0.0,0.0,0.0
1743,0.0,0.0,0.0,0.0
1744,0.0,0.0,0.0,0.0
1745,0.0,0.0,0.0,0.0
1746,0.0,0.0,0.0,0.0
1747,0.0,0.0,0.0,0.0
1748,0.0,0.0,0.0,0.0
1749,0.0,0.0,0.0,0.0
1750,0.0,0.0,0.0,0.0
1751,0.0,0.0,0.0,0.0
1752,0.0,0.0,0.0,0.0
1753,0.0,0.0,0.0,0.0
1754,0.0,0.0,0.0,0.0
1755,0.0,0.0,0.0,0.0
1756,0.0,0.0,0.0,0.0
1757,0.0,0.0,0.0,0.0
1758,0.0,0.0,0.0,0.0
1759,0.0,0.0,0.0,0.0
1760,0.0,0.0,0.0,0.0
1761,0.0,0.0,0.0,0.0
1762,0.0,0.0,0.0,0.0
1763,0.0,0.0,0.0,0.0
1764,0.0,0.0,0.0,0.0
1765,0.0,0.0,0.0,0.0
1766,0.0,0.0,0.0,0.0
1767,0.0,0.0,0.0,0.0
1768,0.0,0.0,0.0,0.0
1769,0.0,0.0,0.0,0.0
1770,0.0,0.0,0.0,0.0
1771,0.0,0.0,0.0,0.0
1772,0.0,0.0,0.0,0.0
1773,0.0,0.0,0.0,0.0
1774,0.0,0.0,0.0,0.0
1775,0.0,0.0,0.0,0.0
1776,0.0,0.0,0.0,0.0
1777,0.0,0.0,0.0,0.0
1778,0.0,0.0,0.0,0.0
1779,2.5616857206906776e-09,0.0,2.5616857206906776e-09,0.0
1780,2.5616857206906776e-09,0.0,2.5616857206906776e-09,0.0
1781,2.5616857206906776e-09,0.0,2.5616857206906776e-09,0.0
1782,2.5616857206906776e-09,0.0,2.5616857206906776e-09,0.0
1783,2.5616857206906776e-09,0.0,2.5616857206906776e-09,0.0
1784,2.5616857206906776e-09,0.0,2.5616857206906776e-09,0.0
1785,2.5616857206906776e-09,0.0,2.5616857206906776e-09,0.0
1786,0.0,0.0,0.0,0.0
1787,0.0,0.0,0.0,0.0
1788,0.0,0.0,0.0,0.0
1789,0.0,0.0,0.0,0.0
1790,0.0,0.0,0.0,0.0
1791,0.0,0.0,0.0,0.0
1792,0.0,0.0,0.0,0.0
1793,0.0,0.0,0.0,0.0
1794,0.0,0.0,0.0,0.0
1795,0.0,0.0,0.0,0.0
1796,0.0,0.0,0.0,0.0
1797,0.0,0.0,0.0,0.0
1798,0.0,0.0,0.0,0.0
1799,0.0,0.0,0.0,0.0
1800,4.116639093102289e-10,0.0,4.116639093102289e-10,0.0
1801,4.116639093102289e-10,0.0,4.116639093102289e-10,0.0
1802,4.116639093102289e-10,0.0,4.116639093102289e-10,0.0
1803,7.626638685666518e-10,0.0,7.626638685666518e-10,0.0
1804,7.626638685666518e-10,0.0,7.626638685666518e-10,0.0
1805,7.626638685666518e-10,0.0,7.626638685666518e-10,0.0
1806,7.626638685666518e-10,0.0,7.626638685666518e-10,0.0
1807,3.5099995925642295e-10,0.0,3.5099995925642295e-10,0.0
1808,3.5099995925642295e-10,0.0,3.5099995925642295e-10,0.0
1809,3.5099995925642295e-10,0.0,3.5099995925642295e-10,0.0
1810,0.0,0.0,0.0,0.0
1811,0.0,0.0,0.0,0.0
1812,0.0,0.0,0.0,0.0
1813,0.0,0.0,0.0,0.0
1814,0.0,0.0,0.0,0.0
1815,0.0,0.0,0.0,0.0
1816,0.0,0.0,0.0,0.0
1817,0.0,0.0,0.0,0.0
1818,0.0,0.0,0.0,0.0
1819,0.0,0.0,0.0,0.0
1820,0.0,0.0,0.0,0.0
1821,0.0,0.0,0.0,0.0
1822,0.0,0.0,0.0,0.0
1823,0.0,0.0,0.0,0.0
1824,1.3412001667997434e-10,0.0,1.3412001667997434e-10,0.0
1825,1.3412001667997434e-10,0.0,1.3412001667997434e-10,0.0
1826,8.451095061851837e-10,0.0,8.451095061851837e-10,0.0
1827,1.158821324612599e-09,0.0,1.158821324612599e-09,0.0
1828,1.158821324612599e-09,0.0,1.158821324612599e-09,0.0
1829,1.8867939813712757e-08,7.027427845989515e-11,1.8867939813712757e-08,7.027427845989515e-11
1830,1.8963244355748747e-08,7.027427845989515e-11,1.8963244355748747e-08,7.027427845989515e-11
1831,1.882912433906877e-08,7.027427845989515e-11,1.882912433906877e-08,7.027427845989515e-11
1832,2.2745999544199995e-08,7.027427845989515e-11,2.2745999544199995e-08,7.027427845989515e-11
1833,2.3767053515731462e-08,7.027427845989515e-11,2.3767053515731462e-08,7.027427845989515e-11
1834,2.4200883408376228e-08,7.027427845989515e-11,2.4200883408376228e-08,7.027427845989515e-11
1835,2.5122500793958328e-08,7.027427845989515e-11,2.5122500793958328e-08,7.027427845989515e-11
1836,7.638565843340724e-09,0.0,7.638565843340724e-09,0.0
1837,8.47255819471014e-09,7.744141042717193e-11,8.47255819471014e-09,7.744141042717193e-11
1838,9.235815651947071e-09,1.5376715773689805e-10,9.235815651947071e-09,1.5376715773689805e-10
1839,1.0244733807317021e-08,1.5376715773689805e-10,1.0244733807317021e-08,1.5376715773689805e-10
1840,8.890620160707994e-09,1.5376715773689805e-10,8.890620160707994e-09,1.5376715773689805e-10
1841,8.283033671650588e-09,1.5376715773689805e-10,8.283033671650588e-09,1.5376715773689805e-10
1842,7.543862598094871e-09,1.5376715773689805e-10,7.543862598094871e-09,1.5376715773689805e-10
1843,7.318679059612318e-09,1.5376715773689805e-10,7.318679059612318e-09,1.5376715773689805e-10
1844,6.522947880251349e-09,7.632574730972611e-11,6.522947880251349e-09,7.632574730972611e-11
1845,5.893167953630041e-09,0.0,5.893167953630041e-09,0.0
1846,1.6848000772284877e-09,0.0,1.6848000772284877e-09,0.0
1847,1.6098975803251798e-09,0.0,1.6098975803251798e-09,0.0
1848,1.579317708357207e-09,5.4687675023399966e-11,1.579317708357207e-09,5.4687675023399966e-11
1849,1.5580900062214402e-09,1.0842721165360558e-10,1.5580900062214402e-09,1.0842721165360558e-10
1850,1.6055599151774759e-09,1.0842721165360558e-10,1.6055599151774759e-09,1.0842721165360558e-10
1851,1.5648513913240387e-09,1.0842721165360558e-10,1.5648513913240387e-09,1.0842721165360558e-10
1852,1.5830585731180236e-09,1.0842721165360558e-10,1.5830585731180236e-09,1.0842721165360558e-10
1853,1.3964858475950287e-09,1.0842721165360558e-10,1.3964858475950287e-09,1.0842721165360558e-10
1854,3.972064582009287e-09,1.0842721165360558e-10,3.972064582009287e-09,1.0842721165360558e-10
1855,4.4927102197231e-09,5.3739536630205616e-11,4.4927102197231e-09,5.3739536630205616e-11
1856,5.673359306155947e-09,0.0,5.673359306155947e-09,0.0
1857,5.7702920774893585e-09,0.0,5.7702920774893585e-09,0.0
1858,5.907848940215185e-09,0.0,5.907848940215185e-09,0.0
1859,6.18266994743623e-09,0.0,6.18266994743623e-09,0.0
1860,5.895798024394391e-09,0.0,5.895798024394391e-09,0.0
1861,3.2431386941057993e-09,5.648668041250257e-11,3.2431386941057993e-09,5.648668041250257e-11
1862,3.0588638764785158e-09,5.648668041250257e-11,3.0588638764785158e-09,5.648668041250257e-11
1863,1.907947704588813e-09,5.648668041250257e-11,1.907947704588813e-09,5.648668041250257e-11
1864,6.331771963883983e-09,5.648668041250257e-11,6.331771963883983e-09,5.648668041250257e-11
1865,8.799177529463163e-09,1.0071323140538522e-10,8.799177529463163e-09,1.0071323140538522e-10
1866,1.3194790387289451e-08,1.0071323140538522e-10,1.3194790387289451e-08,1.0071323140538522e-10
1867,1.498179509023296e-08,1.0071323140538522e-10,1.498179509023296e-08,1.0071323140538522e-10
1868,1.5203965340683723e-08,4.422655099288266e-11,1.5203965340683723e-08,4.422655099288266e-11
1869,1.495614860529721e-08,8.381243714923009e-11,1.495614860529721e-08,8.381243714923009e-11
1870,1.6623601305022972e-08,8.381243714923009e-11,1.6623601305022972e-08,8.381243714923009e-11
1871,1.4287057901819975e-08,8.381243714923009e-11,1.4287057901819975e-08,8.381243714923009e-11
1872,1.4865375232351954e-08,3.958588615634742e-11,1.4865375232351954e-08,3.958588615634742e-11
1873,1.367107064062115e-08,3.958588615634742e-11,1.367107064062115e-08,3.958588615634742e-11
1874,1.5534675149428016e-08,3.958588615634742e-11,1.5534675149428016e-08,3.958588615634742e-11
1875,1.709230967872344e-08,7.970091650147789e-11,1.709230967872344e-08,7.970091650147789e-11
1876,2.367914169505119e-08,4.011503034513047e-11,2.367914169505119e-08,4.011503034513047e-11
1877,2.3463466090691198e-08,4.011503034513047e-11,2.3463466090691198e-08,4.011503034513047e-11
1878,2.319119195094897e-08,1.1268574962031153e-10,2.319119195094897e-08,1.1268574962031153e-10
1879,2.375557452337164e-08,1.1268574962031153e-10,2.375557452337164e-08,1.1268574962031153e-10
1880,2.2758695245832835e-08,1.1268574962031153e-10,2.2758695245832835e-08,1.1268574962031153e-10
1881,2.325172283284311e-08,1.442513449959445e-10,2.325172283284311e-08,1.442513449959445e-10
1882,2.464897720853644e-08,1.0413631465081404e-10,2.464897720853644e-08,1.0413631465081404e-10
1883,2.2232893367605096e-08,1.0413631465081404e-10,2.2232893367605096e-08,1.0413631465081404e-10
1884,2.2634395564174222e-08,1.0413631465081404e-10,2.2634395564174222e-08,1.0413631465081404e-10
1885,2.2996848488990703e-08,6.058887320430678e-11,2.2996848488990703e-08,6.058887320430678e-11
1886,2.257731741244535e-08,6.058887320430678e-11,2.257731741244535e-08,6.058887320430678e-11
1887,2.6108757441737192e-08,9.448758660411472e-10,2.6108757441737192e-08,9.448758660411472e-10
1888,2.525851210728141e-08,9.133102706655144e-10,2.525851210728141e-08,9.133102706655144e-10
1889,2.5859653085547052e-08,9.918229590796405e-10,2.5859653085547052e-08,9.918229590796405e-10
1890,2.574065138816195e-08,1.0171186492253475e-09,2.574065138816195e-08,1.0171186492253475e-09
1891,2.7998069132958595e-08,1.0171186492253475e-09,2.7998069132958595e-08,1.0171186492253475e-09
1892,3.1294102293648914e-08,9.880953713966738e-10,3.1294102293648914e-08,9.880953713966738e-10
1893,3.416895084334166e-08,1.0803420658067608e-09,3.416895084334166e-08,1.0803420658067608e-09
1894,3.587124730586311e-08,2.6233039153643137e-10,3.587124730586311e-08,2.6233039153643137e-10
1895,4.194560280065421e-08,3.2584401446885837e-10,4.194560280065421e-08,3.2584401446885837e-10
1896,4.602309339978612e-08,2.473313260547323e-10,4.602309339978612e-08,2.473313260547323e-10
1897,4.83124351952873e-08,2.4061239112249666e-10,4.83124351952873e-08,2.4061239112249666e-10
1898,5.1009596039161154e-08,2.4061239112249666e-10,5.1009596039161154e-08,2.4061239112249666e-10
1899,5.1256578663989264e-08,2.58826297695945e-10,5.1256578663989264e-08,2.58826297695945e-10
1900,5.240583078602867e-08,1.8465020782240264e-10,5.240583078602867e-08,1.8465020782240264e-10
1901,5.0521863264358606e-08,1.3551157616666287e-10,5.0521863264358606e-08,1.3551157616666287e-10
1902,5.4650330737006566e-08,1.5808940466234744e-10,5.4650330737006566e-08,1.5808940466234744e-10
1903,5.707258970184219e-08,1.7402854950760675e-10,5.707258970184219e-08,1.7402854950760675e-10
1904,6.21860708958723e-08,1.5545179429413532e-10,6.21860708958723e-08,1.5545179429413532e-10
1905,6.61192619385734e-08,1.7069865659857797e-10,6.61192619385734e-08,1.7069865659857797e-10
1906,7.361278723091605e-08,1.6799973614637206e-10,7.361278723091605e-08,1.6799973614637206e-10
1907,7.639351957371738e-08,1.4992913160982724e-10,7.639351957371738e-08,1.4992913160982724e-10
1908,8.61273160726991e-08,1.3279244469905597e-10,8.61273160726991e-08,1.3279244469905597e-10
1909,8.914482764664302e-08,7.426301141493547e-11,8.914482764664302e-08,7.426301141493547e-11
1910,8.92330526929592e-08,7.209775633652628e-11,8.92330526929592e-08,7.209775633652628e-11
1911,9.139075071321453e-08,1.1403155404059767e-10,9.139075071321453e-08,1.1403155404059767e-10
1912,9.507465595756262e-08,1.5644112295281383e-10,9.507465595756262e-08,1.5644112295281383e-10
1913,9.471306075933431e-08,1.5522405583112686e-10,9.471306075933431e-08,1.5522405583112686e-10
1914,9.664815893626968e-08,1.9907352353877783e-10,9.664815893626968e-08,1.9907352353877783e-10
1915,9.180386736521281e-08,1.9907352353877783e-10,9.180386736521281e-08,1.9907352353877783e-10
1916,8.442347113454421e-08,1.865633679289301e-10,8.442347113454421e-08,1.865633679289301e-10
1917,8.540894315599092e-08,1.867552124850442e-10,8.540894315599092e-08,1.867552124850442e-10
1918,9.073884500919251e-08,1.448214147809728e-10,9.073884500919251e-08,1.448214147809728e-10
1919,1.0322750349749705e-07,1.1557647696035036e-10,1.0322750349749705e-07,1.1557647696035036e-10
1920,1.0856000187686732e-07,1.244802128438519e-10,1.0856000187686732e-07,1.244802128438519e-10
1921,1.0353943074343469e-07,1.0874235341549822e-10,1.0353943074343469e-07,1.0874235341549822e-10
1922,1.0191916897740936e-07,1.3289364945791504e-10,1.0191916897740936e-07,1.3289364945791504e-10
1923,1.0228957592062216e-07,1.1784178692377167e-10,1.0228957592062216e-07,1.1784178692377167e-10
1924,1.0096902514078465e-07,1.038760526008074e-10,1.0096902514078465e-07,1.038760526008074e-10
1925,9.335451928953781e-08,1.038760526008074e-10,9.335451928953781e-08,1.038760526008074e-10
1926,7.72988235959409e-08,7.546455920477107e-11,7.72988235959409e-08,7.546455920477107e-11
1927,6.792843773187737e-08,5.226290432171408e-11,6.792843773187737e-08,5.226290432171408e-11
1928,6.915917083460954e-08,2.4151296042416804e-11,6.915917083460954e-08,2.4151296042416804e-11
1929,6.625595919526209e-08,0.0,6.625595919526209e-08,0.0
1930,6.530268998566108e-08,0.0,6.530268998566108e-08,0.0
1931,6.469939454031451e-08,0.0,6.469939454031451e-08,0.0
1932,6.305667860877812e-08,0.0,6.305667860877812e-08,0.0
1933,6.222452749885374e-08,0.0,6.222452749885374e-08,0.0
1934,6.247743503503703e-08,2.2467874782883257e-11,6.247743503503703e-08,2.2467874782883257e-11
1935,6.31508427773042e-08,2.2467874782883257e-11,6.31508427773042e-08,2.2467874782883257e-11
1936,1.4252195309641787e-07,6.434273946975821e-11,1.4252195309641787e-07,6.434273946975821e-11
1937,2.2102850445142913e-07,1.3166999435210158e-10,2.2102850445142913e-07,1.3166999435210158e-10
1938,3.7210213881572987e-07,1.3166999435210158e-10,3.7210213881572987e-07,1.3166999435210158e-10
1939,5.121808734591988e-07,1.3166999435210158e-10,5.121808734591988e-07,1.3166999435210158e-10
1940,6.260297494366438e-07,1.3166999435210158e-10,6.260297494366438e-07,1.3166999435210158e-10
1941,7.241537168007588e-07,1.0920211956921833e-10,7.241537168007588e-07,1.0920211956921833e-10
1942,7.333917336284555e-07,1.341101654331719e-10,7.333917336284555e-07,1.341101654331719e-10
1943,6.646649219581897e-07,9.223530074629695e-11,6.646649219581897e-07,9.223530074629695e-11
1944,6.116830430106088e-07,2.490804586395358e-11,6.116830430106088e-07,2.490804586395358e-11
1945,4.728783449893724e-07,6.244688694716821e-11,4.728783449893724e-07,6.244688694716821e-11
1946,3.342852811069211e-07,7.899499110397556e-11,3.342852811069211e-07,7.899499110397556e-11
1947,2.2480638404788677e-07,7.899499110397556e-11,2.2480638404788677e-07,7.899499110397556e-11
1948,1.2682428872169892e-07,7.899499110397556e-11,1.2682428872169892e-07,7.899499110397556e-11
1949,1.1583742625426957e-07,5.408694524002198e-11,1.1583742625426957e-07,5.408694524002198e-11
1950,1.1700152668936425e-07,5.408694524002198e-11,1.1700152668936425e-07,5.408694524002198e-11
1951,1.0077057055468686e-07,5.408694524002198e-11,1.0077057055468686e-07,5.408694524002198e-11
1952,8.985801969174645e-08,3.2232053335880446e-11,8.985801969174645e-08,3.2232053335880446e-11
1953,9.116637552811621e-08,3.137318579530099e-11,9.116637552811621e-08,3.137318579530099e-11
1954,9.778748985159577e-08,3.137318579530099e-11,9.778748985159577e-08,3.137318579530099e-11
1955,1.097983174856511e-07,3.137318579530099e-11,1.097983174856511e-07,3.137318579530099e-11
1956,1.1742522433775906e-07,3.137318579530099e-11,1.1742522433775906e-07,3.137318579530099e-11
1957,1.1191186644055051e-07,3.137318579530099e-11,1.1191186644055051e-07,3.137318579530099e-11
1958,1.0570170567396936e-07,9.088222634774062e-11,1.0570170567396936e-07,9.088222634774062e-11
1959,1.0618880302055394e-07,7.519827716866751e-11,1.0618880302055394e-07,7.519827716866751e-11
1960,1.049891409365955e-07,8.068476244270175e-11,1.049891409365955e-07,8.068476244270175e-11
1961,9.303340777120996e-08,8.068476244270175e-11,9.303340777120996e-08,8.068476244270175e-11
1962,8.203386414606939e-08,1.0108827465580918e-10,8.203386414606939e-08,1.0108827465580918e-10
1963,8.153132873595886e-08,1.2089598766529264e-10,8.153132873595886e-08,1.2089598766529264e-10
1964,7.78019223649348e-08,1.4787591786001387e-10,7.78019223649348e-08,1.4787591786001387e-10
1965,7.443928698843852e-08,9.71819589087478e-11,7.443928698843852e-08,9.71819589087478e-11
1966,7.169116246684228e-08,1.0597503033845816e-10,7.169116246684228e-08,1.0597503033845816e-10
1967,6.710392597142345e-08,8.479930844819604e-11,6.710392597142345e-08,8.479930844819604e-11
1968,6.491051201302461e-08,1.0251239143269483e-10,6.491051201302461e-08,1.0251239143269483e-10
1969,6.265165554607068e-08,8.210887921958739e-11,6.265165554607068e-08,8.210887921958739e-11
1970,5.373889219332081e-08,9.737920192431915e-11,5.373889219332081e-08,9.737920192431915e-11
1971,5.110110328538602e-08,7.935017226623486e-11,5.110110328538602e-08,7.935017226623486e-11
1972,4.946383214132766e-08,7.923053582262592e-11,4.946383214132766e-08,7.923053582262592e-11
1973,5.076821604380452e-08,7.043746439291557e-11,5.076821604380452e-08,7.043746439291557e-11
1974,5.134947146854886e-08,7.858496740247617e-11,5.134947146854886e-08,7.858496740247617e-11
1975,5.253816987809452e-08,6.087188441797738e-11,5.253816987809452e-08,6.087188441797738e-11
1976,5.749927924268507e-08,9.301760899225821e-11,5.749927924268507e-08,9.301760899225821e-11
1977,6.933710037872385e-08,6.596598416318069e-11,6.933710037872385e-08,6.596598416318069e-11
1978,7.801966818630848e-08,8.965479797054928e-11,7.801966818630848e-08,8.965479797054928e-11
1979,8.286171545738138e-08,1.0534245549277875e-10,8.286171545738138e-08,1.0534245549277875e-10
1980,8.220458218894627e-08,1.4452659158733664e-10,8.220458218894627e-08,1.4452659158733664e-10
1981,8.497251156671024e-08,1.8978767961958758e-10,8.497251156671024e-08,1.8978767961958758e-10
1982,9.306749656648858e-08,2.1943365973482136e-10,9.306749656648858e-08,2.1943365973482136e-10
