ngram,Centene,Cetene,Centne,Centne
1645,0.0,0.0,0.0,0.0
1646,0.0,0.0,0.0,0.0
1647,0.0,0.0,0.0,0.0
1648,0.0,0.0,0.0,0.0
1649,0.0,0.0,0.0,0.0
1650,0.0,0.0,0.0,0.0
1651,0.0,0.0,0.0,0.0
1652,0.0,0.0,0.0,0.0
1653,0.0,0.0,0.0,0.0
1654,0.0,0.0,0.0,0.0
1655,0.0,0.0,0.0,0.0
1656,0.0,0.0,0.0,0.0
1657,0.0,0.0,0.0,0.0
1658,0.0,0.0,0.0,0.0
1659,0.0,0.0,0.0,0.0
1660,0.0,0.0,0.0,0.0
1661,0.0,0.0,0.0,0.0
1662,0.0,0.0,0.0,0.0
1663,0.0,0.0,0.0,0.0
1664,0.0,0.0,0.0,0.0
1665,0.0,0.0,0.0,0.0
1666,0.0,0.0,0.0,0.0
1667,0.0,0.0,0.0,0.0
1668,0.0,0.0,0.0,0.0
1669,0.0,0.0,0.0,0.0
1670,0.0,0.0,0.0,0.0
1671,0.0,0.0,0.0,0.0
1672,0.0,0.0,0.0,0.0
1673,0.0,0.0,0.0,0.0
1674,0.0,0.0,0.0,0.0
1675,0.0,0.0,0.0,0.0
1676,0.0,0.0,0.0,0.0
1677,0.0,0.0,0.0,0.0
1678,0.0,0.0,0.0,0.0
1679,0.0,0.0,0.0,0.0
1680,0.0,0.0,0.0,0.0
1681,0.0,0.0,0.0,0.0
1682,0.0,0.0,0.0,0.0
1683,0.0,0.0,0.0,0.0
1684,0.0,0.0,0.0,0.0
1685,0.0,0.0,0.0,0.0
1686,0.0,0.0,0.0,0.0
1687,0.0,0.0,0.0,0.0
1688,0.0,0.0,0.0,0.0
1689,0.0,0.0,0.0,0.0
1690,0.0,0.0,0.0,0.0
1691,0.0,0.0,0.0,0.0
1692,0.0,0.0,0.0,0.0
1693,0.0,0.0,0.0,0.0
1694,0.0,0.0,0.0,0.0
1695,0.0,0.0,0.0,0.0
1696,0.0,0.0,0.0,0.0
1697,0.0,0.0,0.0,0.0
1698,0.0,0.0,0.0,0.0
1699,0.0,0.0,0.0,0.0
1700,0.0,0.0,0.0,0.0
1701,0.0,0.0,0.0,0.0
1702,0.0,0.0,0.0,0.0
1703,0.0,0.0,0.0,0.0
1704,0.0,0.0,0.0,0.0
1705,0.0,0.0,0.0,0.0
1706,0.0,0.0,0.0,0.0
1707,0.0,0.0,0.0,0.0
1708,0.0,0.0,0.0,0.0
1709,0.0,0.0,0.0,0.0
1710,0.0,0.0,0.0,0.0
1711,0.0,0.0,0.0,0.0
1712,0.0,0.0,0.0,0.0
1713,0.0,0.0,0.0,0.0
1714,0.0,0.0,0.0,0.0
1715,0.0,0.0,0.0,0.0
1716,0.0,0.0,0.0,0.0
1717,0.0,0.0,0.0,0.0
1718,0.0,0.0,0.0,0.0
1719,0.0,0.0,0.0,0.0
1720,0.0,0.0,0.0,0.0
1721,0.0,0.0,0.0,0.0
1722,0.0,0.0,0.0,0.0
1723,0.0,0.0,0.0,0.0
1724,0.0,0.0,0.0,0.0
1725,0.0,0.0,0.0,0.0
1726,6.3874980225721495e-09,0.0,0.0,0.0
1727,6.3874980225721495e-09,0.0,0.0,0.0
1728,6.3874980225721495e-09,0.0,0.0,0.0
1729,6.3874980225721495e-09,0.0,0.0,0.0
1730,6.3874980225721495e-09,0.0,0.0,0.0
1731,6.3874980225721495e-09,0.0,0.0,0.0
1732,6.3874980225721495e-09,0.0,0.0,0.0
1733,0.0,0.0,0.0,0.0
1734,0.0,0.0,0.0,0.0
1735,0.0,0.0,0.0,0.0
1736,0.0,0.0,0.0,0.0
1737,0.0,0.0,0.0,0.0
1738,0.0,0.0,0.0,0.0
1739,0.0,0.0,0.0,0.0
1740,0.0,0.0,0.0,0.0
1741,0.0,0.0,0.0,0.0
1742,0.0,0.0,0.0,0.0
1743,0.0,0.0,0.0,0.0
1744,0.0,0.0,0.0,0.0
1745,0.0,0.0,0.0,0.0
1746,0.0,0.0,0.0,0.0
1747,0.0,0.0,0.0,0.0
1748,0.0,0.0,0.0,0.0
1749,0.0,0.0,0.0,0.0
1750,0.0,0.0,0.0,0.0
1751,0.0,0.0,0.0,0.0
1752,0.0,0.0,0.0,0.0
1753,0.0,0.0,0.0,0.0
1754,0.0,0.0,0.0,0.0
1755,0.0,0.0,0.0,0.0
1756,0.0,0.0,0.0,0.0
1757,0.0,0.0,0.0,0.0
1758,0.0,0.0,0.0,0.0
1759,0.0,0.0,0.0,0.0
1760,0.0,0.0,0.0,0.0
1761,0.0,0.0,0.0,0.0
1762,0.0,0.0,0.0,0.0
1763,0.0,0.0,0.0,0.0
1764,0.0,0.0,0.0,0.0
1765,0.0,0.0,0.0,0.0
1766,0.0,0.0,0.0,0.0
1767,0.0,0.0,0.0,0.0
1768,0.0,0.0,0.0,0.0
1769,0.0,0.0,0.0,0.0
1770,0.0,0.0,0.0,0.0
1771,0.0,0.0,0.0,0.0
1772,0.0,0.0,0.0,0.0
1773,0.0,0.0,0.0,0.0
1774,0.0,0.0,0.0,0.0
1775,0.0,0.0,0.0,0.0
1776,0.0,0.0,0.0,0.0
1777,0.0,0.0,0.0,0.0
1778,0.0,8.343431342642101e-09,0.0,0.0
1779,0.0,8.343431342642101e-09,0.0,0.0
1780,0.0,8.343431342642101e-09,0.0,0.0
1781,0.0,8.343431342642101e-09,0.0,0.0
1782,0.0,8.343431342642101e-09,0.0,0.0
1783,0.0,8.343431342642101e-09,0.0,0.0
1784,0.0,8.343431342642101e-09,0.0,0.0
1785,0.0,0.0,0.0,0.0
1786,0.0,0.0,0.0,0.0
1787,0.0,0.0,0.0,0.0
1788,0.0,0.0,0.0,0.0
1789,0.0,0.0,0.0,0.0
1790,0.0,0.0,0.0,0.0
1791,0.0,0.0,0.0,0.0
1792,0.0,0.0,0.0,0.0
1793,0.0,0.0,0.0,0.0
1794,0.0,0.0,0.0,0.0
1795,0.0,0.0,0.0,0.0
1796,0.0,9.481616127158888e-10,0.0,0.0
1797,0.0,9.481616127158888e-10,0.0,0.0
1798,0.0,9.481616127158888e-10,0.0,0.0
1799,0.0,9.481616127158888e-10,0.0,0.0
1800,0.0,9.481616127158888e-10,0.0,0.0
1801,0.0,9.481616127158888e-10,0.0,0.0
1802,0.0,9.481616127158888e-10,0.0,0.0
1803,0.0,0.0,0.0,0.0
1804,0.0,0.0,0.0,0.0
1805,0.0,0.0,0.0,0.0
1806,0.0,0.0,0.0,0.0
1807,0.0,0.0,0.0,0.0
1808,0.0,0.0,0.0,0.0
1809,0.0,0.0,0.0,0.0
1810,0.0,0.0,0.0,0.0
1811,0.0,0.0,0.0,0.0
1812,0.0,0.0,0.0,0.0
1813,0.0,5.819381801838322e-10,0.0,0.0
1814,0.0,5.819381801838322e-10,0.0,0.0
1815,0.0,5.819381801838322e-10,0.0,0.0
1816,0.0,5.819381801838322e-10,0.0,0.0
1817,0.0,5.819381801838322e-10,0.0,0.0
1818,0.0,5.819381801838322e-10,0.0,0.0
1819,1.5029744115935273e-10,5.819381801838322e-10,0.0,0.0
1820,1.5029744115935273e-10,0.0,0.0,0.0
1821,2.788516957024407e-10,0.0,0.0,0.0
1822,2.788516957024407e-10,0.0,0.0,0.0
1823,2.788516957024407e-10,0.0,0.0,0.0
1824,2.788516957024407e-10,0.0,0.0,0.0
1825,2.788516957024407e-10,0.0,0.0,0.0
1826,1.2855425454308796e-10,0.0,0.0,0.0
1827,1.2855425454308796e-10,0.0,0.0,0.0
1828,0.0,0.0,0.0,0.0
1829,0.0,0.0,0.0,0.0
1830,0.0,0.0,0.0,0.0
1831,0.0,0.0,0.0,0.0
1832,0.0,0.0,0.0,0.0
1833,0.0,8.247826548719267e-10,0.0,0.0
1834,0.0,8.247826548719267e-10,0.0,0.0
1835,0.0,1.6626166475321368e-09,0.0,0.0
1836,0.0,1.7376778270263215e-09,0.0,0.0
1837,0.0,2.3572091104436967e-09,0.0,0.0
1838,0.0,2.509860605063149e-09,0.0,0.0
1839,0.0,3.116112098514431e-09,0.0,0.0
1840,0.0,2.7448452399880807e-09,0.0,0.0
1841,0.0,2.8848004620028534e-09,0.0,0.0
1842,0.0,2.1685973493136755e-09,0.0,0.0
1843,0.0,2.093536169819491e-09,0.0,0.0
1844,0.0,1.6075706004465523e-09,0.0,0.0
1845,0.0,1.7218741670583476e-09,0.0,0.0
1846,0.0,1.4417251836817968e-09,0.0,0.0
1847,0.0,1.5942640223849074e-09,0.0,0.0
1848,0.0,1.7824348346502055e-09,0.0,0.0
1849,0.0,2.1981993527018874e-09,0.0,0.0
1850,0.0,2.2456692616579232e-09,0.0,0.0
1851,0.0,2.2978179279954857e-09,0.0,0.0
1852,0.0,2.030862866764238e-09,0.0,0.0
1853,0.0,1.8495383875232513e-09,0.0,0.0
1854,0.0,1.3444874737343427e-09,0.0,0.0
1855,0.0,1.121364937414374e-09,0.0,0.0
1856,0.0,6.336683439871799e-10,0.0,0.0
1857,0.0,8.750037956100393e-10,0.0,0.0
1858,0.0,8.044964416864531e-10,0.0,0.0
1859,0.0,8.044964416864531e-10,0.0,0.0
1860,0.0,1.0866848730385824e-09,0.0,0.0
1861,0.0,1.2681145617714812e-09,0.0,0.0
1862,0.0,1.2188293350780454e-09,0.0,0.0
1863,0.0,1.4555578250633312e-09,0.0,0.0
1864,0.0,2.2970353793664142e-09,0.0,0.0
1865,0.0,2.5356407608510624e-09,0.0,0.0
1866,0.0,2.5356407608510624e-09,4.4239619903915386e-11,4.4239619903915386e-11
1867,0.0,2.1086742986651886e-09,4.4239619903915386e-11,4.4239619903915386e-11
1868,0.0,1.8710525866756048e-09,4.4239619903915386e-11,4.4239619903915386e-11
1869,2.3751530900792007e-10,2.0924355145382887e-09,4.4239619903915386e-11,4.4239619903915386e-11
1870,2.3751530900792007e-10,1.8482446803183957e-09,4.4239619903915386e-11,4.4239619903915386e-11
1871,2.3751530900792007e-10,1.4077548135141678e-09,4.4239619903915386e-11,4.4239619903915386e-11
1872,2.3751530900792007e-10,1.0948941158479236e-09,4.4239619903915386e-11,4.4239619903915386e-11
1873,2.3751530900792007e-10,1.2119203775449806e-09,0.0,0.0
1874,2.3751530900792007e-10,1.3311425176417861e-09,3.974071468729587e-11,3.974071468729587e-11
1875,2.3751530900792007e-10,1.4467909410192143e-09,3.974071468729587e-11,3.974071468729587e-11
1876,0.0,1.2080217263018715e-09,7.807269909930272e-11,7.807269909930272e-11
1877,0.0,1.2356886109581617e-09,7.807269909930272e-11,7.807269909930272e-11
1878,0.0,5.458955628804116e-10,7.807269909930272e-11,7.807269909930272e-11
1879,0.0,5.747714804105186e-10,7.807269909930272e-11,7.807269909930272e-11
1880,0.0,5.564052670984207e-10,7.807269909930272e-11,7.807269909930272e-11
1881,0.0,6.581422985961285e-10,3.833198441200685e-11,3.833198441200685e-11
1882,3.240957898878857e-11,5.300917562043952e-10,3.833198441200685e-11,3.833198441200685e-11
1883,6.453220695907496e-11,4.917597717923883e-10,0.0,0.0
1884,6.453220695907496e-11,4.2185642677518484e-10,0.0,0.0
1885,6.453220695907496e-11,5.089262622437474e-10,0.0,0.0
1886,6.453220695907496e-11,4.3909863443682337e-10,0.0,0.0
1887,6.453220695907496e-11,3.4043858605186424e-10,0.0,0.0
1888,6.453220695907496e-11,1.7348509930213496e-10,0.0,0.0
1889,3.212262797028639e-11,1.6724641512969437e-10,0.0,0.0
1890,0.0,1.925421052754014e-10,0.0,0.0
1891,2.5605051808977717e-11,1.925421052754014e-10,0.0,0.0
1892,2.5605051808977717e-11,1.7288701819368717e-10,2.247158213476906e-11,2.247158213476906e-11
1893,2.5605051808977717e-11,2.6513371260377435e-10,2.247158213476906e-11,2.247158213476906e-11
1894,2.5605051808977717e-11,2.6513371260377435e-10,2.247158213476906e-11,2.247158213476906e-11
1895,4.677625945312006e-11,2.1112802775899046e-10,2.247158213476906e-11,2.247158213476906e-11
1896,4.677625945312006e-11,2.624788362849882e-10,2.247158213476906e-11,2.247158213476906e-11
1897,4.677625945312006e-11,2.371831461392812e-10,2.247158213476906e-11,2.247158213476906e-11
1898,2.1171207644142344e-11,5.438320111699519e-10,2.247158213476906e-11,2.247158213476906e-11
1899,2.1171207644142344e-11,4.946311693565519e-10,1.8213906573448314e-11,1.8213906573448314e-11
1900,3.9241812180687166e-11,4.0238447494646476e-10,3.6284511109993136e-11,3.6284511109993136e-11
1901,1.2492524871708455e-10,4.0238447494646476e-10,3.6284511109993136e-11,3.6284511109993136e-11
1902,1.0375404107294222e-10,4.0238447494646476e-10,3.6284511109993136e-11,3.6284511109993136e-11
1903,1.0375404107294222e-10,3.2486277160411904e-10,3.6284511109993136e-11,3.6284511109993136e-11
1904,1.0375404107294222e-10,3.2486277160411904e-10,5.213825105781262e-11,5.213825105781262e-11
1905,1.0375404107294222e-10,6.395449249550568e-11,6.738511336225526e-11,6.738511336225526e-11
1906,1.6581398555791183e-10,4.5740585922057366e-11,8.020117903129176e-11,8.020117903129176e-11
1907,1.47743381021367e-10,1.4829180740503845e-10,7.678074842587534e-11,7.678074842587534e-11
1908,6.205994448496962e-11,1.8946516974363955e-10,7.678074842587534e-11,7.678074842587534e-11
1909,4.347953743076362e-09,2.032461788156351e-10,7.678074842587534e-11,7.678074842587534e-11
1910,4.6509793159645236e-09,2.032461788156351e-10,1.0432852795957563e-10,1.0432852795957563e-10
1911,4.692913113668595e-09,2.3120204262998863e-10,1.024527199189329e-10,1.024527199189329e-10
1912,4.70732722147276e-09,2.7194610155037834e-10,1.0161996541865496e-10,1.0161996541865496e-10
1913,4.64526727698779e-09,3.291377775486001e-10,8.488791217572559e-11,8.488791217572559e-11
1914,4.64526727698779e-09,2.26586556065619e-10,7.023773824459717e-11,7.023773824459717e-11
1915,4.64526727698779e-09,1.8541319372701792e-10,7.023773824459717e-11,7.023773824459717e-11
1916,3.59373478396398e-10,1.8668404718916572e-10,7.023773824459717e-11,7.023773824459717e-11
1917,5.6347905508236096e-11,2.0064978151212998e-10,5.665569303386115e-11,5.665569303386115e-11
1918,2.879434686718442e-11,2.8773583020193424e-10,5.705800018970411e-11,5.705800018970411e-11
1919,4.279173245905607e-11,4.285431325277779e-10,4.264389238553942e-11,4.264389238553942e-11
1920,6.599338734211305e-11,3.9455311141261314e-10,2.8345973385983977e-11,2.8345973385983977e-11
1921,6.599338734211305e-11,1.5471290508638015e-09,2.8345973385983977e-11,2.8345973385983977e-11
1922,6.599338734211305e-11,1.9335497875424703e-09,2.8345973385983977e-11,2.8345973385983977e-11
1923,6.599338734211305e-11,2.016711703388209e-09,2.8345973385983977e-11,2.8345973385983977e-11
1924,6.599338734211305e-11,2.0271674993394787e-09,3.880176933725364e-11,3.880176933725364e-11
1925,5.161314827909333e-11,2.441244621136691e-09,2.4421530274233915e-11,2.4421530274233915e-11
1926,2.3201654883056986e-11,2.4890282236083347e-09,2.4421530274233915e-11,2.4421530274233915e-11
1927,4.547675728058412e-11,2.5340417006810714e-09,4.7159908914525974e-11,4.7159908914525974e-11
1928,4.547675728058412e-11,1.5183226838498344e-09,4.7159908914525974e-11,4.7159908914525974e-11
1929,1.4661994634274881e-10,8.060210286907145e-09,4.7159908914525974e-11,4.7159908914525974e-11
1930,1.4661994634274881e-10,1.1120374194896674e-08,4.7159908914525974e-11,4.7159908914525974e-11
1931,2.5155198559088735e-10,1.6499952451961723e-08,2.273837864029206e-11,2.273837864029206e-11
1932,3.2248172386419224e-10,2.006111505486225e-08,2.273837864029206e-11,2.273837864029206e-11
1933,3.4564888253184126e-10,2.2867271536648152e-08,6.907269597559004e-11,6.907269597559004e-11
1934,3.2264000003414036e-10,2.6663530859418116e-08,4.633431733529798e-11,4.633431733529798e-11
1935,3.2264000003414036e-10,2.8904463584516245e-08,4.633431733529798e-11,4.633431733529798e-11
1936,2.2149681097197568e-10,2.406989845533352e-08,4.633431733529798e-11,4.633431733529798e-11
1937,2.2149681097197568e-10,2.2706914063316423e-08,4.633431733529798e-11,4.633431733529798e-11
1938,9.866548034936124e-10,1.8477535818866338e-08,4.633431733529798e-11,4.633431733529798e-11
1939,9.40619090553493e-10,1.548259133597542e-08,4.633431733529798e-11,4.633431733529798e-11
1940,9.690384566202986e-10,1.2994604313222778e-08,0.0,0.0
1941,9.465705818374153e-10,9.626544133262932e-09,0.0,0.0
1942,9.465705818374153e-10,8.245076304242665e-09,0.0,0.0
1943,9.465705818374153e-10,6.709119545636863e-09,0.0,0.0
1944,9.465705818374153e-10,5.312124010511557e-09,0.0,0.0
1945,7.648055006764004e-11,4.738123924953795e-09,3.753884108321464e-11,3.753884108321464e-11
1946,5.158652473445459e-11,4.370903385262994e-09,3.753884108321464e-11,3.753884108321464e-11
1947,0.0,4.35715254352788e-09,5.409581711151341e-11,5.409581711151341e-11
1948,0.0,4.031738276566443e-09,5.409581711151341e-11,5.409581711151341e-11
1949,0.0,3.2564965644711818e-09,5.409581711151341e-11,5.409581711151341e-11
1950,0.0,2.8171499418963972e-09,5.409581711151341e-11,5.409581711151341e-11
1951,4.96472942122596e-11,2.8159305363674646e-09,5.409581711151341e-11,5.409581711151341e-11
1952,6.533124339133271e-11,2.5133041045169844e-09,1.6556976028298768e-11,1.6556976028298768e-11
1953,6.533124339133271e-11,2.036215275756449e-09,1.6556976028298768e-11,1.6556976028298768e-11
1954,6.533124339133271e-11,1.6599444834548243e-09,0.0,0.0
1955,6.533124339133271e-11,1.4889444756503524e-09,0.0,0.0
1956,6.533124339133271e-11,1.4160124342918072e-09,0.0,0.0
1957,6.533124339133271e-11,1.4632410362734406e-09,0.0,0.0
1958,1.5683949179073106e-11,1.2445897963025183e-09,0.0,0.0
1959,0.0,9.804765888077327e-10,1.1293938998299273e-11,1.1293938998299273e-11
1960,1.4823004728421145e-10,7.400366638932176e-10,5.36453827788235e-11,5.36453827788235e-11
1961,1.4823004728421145e-10,5.705799969406883e-10,1.887122135145271e-10,1.887122135145271e-10
1962,1.788353156038726e-10,5.909835091537958e-10,3.0093152672153577e-10,3.0093152672153577e-10
1963,1.9864302861335607e-10,5.319701514611935e-10,3.0093152672153577e-10,3.0093152672153577e-10
1964,2.0763633867826314e-10,5.101946811454055e-10,3.2791145691625697e-10,3.2791145691625697e-10
1965,2.0763633867826314e-10,4.0218822022763945e-10,3.455416201186041e-10,3.455416201186041e-10
1966,2.164294101079735e-10,3.9468561653060215e-10,3.606268954094359e-10,3.606268954094359e-10
1967,6.819936282376204e-11,3.929424345429565e-10,3.9787756224628016e-10,3.9787756224628016e-10
1968,7.705590431601145e-11,3.5917572685903055e-10,2.8938035499605416e-10,2.8938035499605416e-10
1969,5.5427521699386824e-11,3.5672598605199623e-10,1.9511481319511859e-10,1.9511481319511859e-10
1970,6.192833547556477e-11,3.20208332071914e-10,2.2142333998078e-10,2.2142333998078e-10
1971,6.188592594729464e-11,1.7631537103340074e-10,2.39197911477973e-10,2.39197911477973e-10
1972,7.927681626242387e-11,1.2318560853914155e-10,2.6504497406344893e-10,2.6504497406344893e-10
1973,1.6953291052747487e-10,9.680639425001049e-11,2.7168214701754426e-10,2.7168214701754426e-10
1974,1.9397542005179195e-10,1.2869923182723397e-10,2.246700484384182e-10,2.246700484384182e-10
1975,2.581043771567236e-10,1.5302773135962766e-10,2.3053842565115953e-10,2.3053842565115953e-10
1976,3.4556466715907064e-10,1.8329254780624638e-10,2.6080324209777825e-10,2.6080324209777825e-10
1977,3.433353730288223e-10,1.3870190512006124e-10,3.1475882812857595e-10,3.1475882812857595e-10
1978,3.588642577545542e-10,1.7950154656316235e-10,2.944841116990306e-10,2.944841116990306e-10
1979,4.0649497458554254e-10,1.7023835714129783e-10,3.810501002034426e-10,3.810501002034426e-10
1980,3.466299449853391e-10,1.780751845584635e-10,3.715441962029839e-10,3.715441962029839e-10
1981,3.60336427362995e-10,1.8311646147818805e-10,3.92362775206553e-10,3.92362775206553e-10
1982,5.393417537976778e-10,2.1807992217626193e-10,3.8215925860348877e-10,3.8215925860348877e-10
1983,4.873196132341004e-10,1.7726384001532606e-10,3.931607162848445e-10,3.931607162848445e-10
1984,5.440969084010863e-10,1.765880224784728e-10,3.4964956921853686e-10,3.4964956921853686e-10
1985,5.919578755746763e-10,2.0812913347133056e-10,3.4687200929044744e-10,3.4687200929044744e-10
1986,6.72015930997765e-10,2.345442059816159e-10,2.651886825212811e-10,2.651886825212811e-10
1987,6.528941970396218e-10,2.601447147976277e-10,2.5505313436654676e-10,2.5505313436654676e-10
1988,6.28608024760042e-10,2.2822874096558746e-10,2.155073629471284e-10,2.155073629471284e-10
1989,3.83269211506887e-10,1.8224080429253752e-10,2.2653293824115295e-10,2.2653293824115295e-10
1990,3.588265632046918e-10,1.9481068544039256e-10,1.9394274182658678e-10,1.9394274182658678e-10
1991,2.911085722677255e-10,2.4658350857219094e-10,2.097439236181664e-10,2.097439236181664e-10
1992,2.3149251216333536e-10,1.7424275613623204e-10,2.3257812045310696e-10,2.3257812045310696e-10
1993,1.0573692764613364e-10,1.3969998273268202e-10,2.357491077353835e-10,2.357491077353835e-10
1994,1.5720895468355041e-10,1.1276577637934056e-10,2.418835627824935e-10,2.418835627824935e-10
1995,2.391531085269413e-10,1.180643514501042e-10,2.6634353254641393e-10,2.6634353254641393e-10
1996,2.7661537247266766e-10,1.1106236714028154e-10,2.834997871379942e-10,2.834997871379942e-10
1997,3.486833768146751e-10,1.0834755265595345e-10,2.913850827290787e-10,2.913850827290787e-10
1998,4.164338655656051e-10,8.389086201503787e-11,2.6771987206495954e-10,2.6771987206495954e-10
1999,6.586016454424026e-10,1.1100708398127855e-10,2.719926486419563e-10,2.719926486419563e-10
2000,1.0962113597809013e-09,1.1619951330508828e-10,2.4123149113184997e-10,2.4123149113184997e-10
2001,1.3897694899662432e-09,1.249085740593982e-10,2.521464822649985e-10,2.521464822649985e-10
2002,2.013348717902882e-09,1.3258994943643465e-10,2.567721234049612e-10,2.567721234049612e-10
2003,2.5572621004903748e-09,1.5207859723515808e-10,2.269883586647481e-10,2.269883586647481e-10
2004,3.5451825919352586e-09,1.5500720895337113e-10,2.0256630599093028e-10,2.0256630599093028e-10
2005,4.542478345851261e-09,1.3524626408880002e-10,1.8361455609929222e-10,1.8361455609929222e-10
