ngram,KDDI,KDI,KDD,KDD
1645,0.0,0.0,0.0,0.0
1646,0.0,0.0,0.0,0.0
1647,0.0,0.0,0.0,0.0
1648,0.0,0.0,0.0,0.0
1649,0.0,0.0,0.0,0.0
1650,0.0,0.0,0.0,0.0
1651,0.0,0.0,0.0,0.0
1652,0.0,0.0,0.0,0.0
1653,0.0,0.0,0.0,0.0
1654,0.0,0.0,0.0,0.0
1655,0.0,0.0,0.0,0.0
1656,0.0,0.0,0.0,0.0
1657,0.0,0.0,0.0,0.0
1658,0.0,0.0,0.0,0.0
1659,0.0,0.0,0.0,0.0
1660,0.0,0.0,0.0,0.0
1661,0.0,0.0,0.0,0.0
1662,0.0,0.0,0.0,0.0
1663,0.0,0.0,0.0,0.0
1664,0.0,0.0,0.0,0.0
1665,0.0,0.0,0.0,0.0
1666,0.0,0.0,0.0,0.0
1667,0.0,0.0,0.0,0.0
1668,0.0,0.0,0.0,0.0
1669,0.0,0.0,0.0,0.0
1670,0.0,0.0,0.0,0.0
1671,0.0,0.0,0.0,0.0
1672,0.0,0.0,0.0,0.0
1673,0.0,0.0,0.0,0.0
1674,0.0,0.0,0.0,0.0
1675,0.0,0.0,0.0,0.0
1676,0.0,0.0,0.0,0.0
1677,0.0,0.0,0.0,0.0
1678,0.0,0.0,0.0,0.0
1679,0.0,0.0,0.0,0.0
1680,0.0,0.0,0.0,0.0
1681,0.0,0.0,0.0,0.0
1682,0.0,0.0,0.0,0.0
1683,0.0,0.0,0.0,0.0
1684,0.0,0.0,0.0,0.0
1685,0.0,0.0,0.0,0.0
1686,0.0,0.0,0.0,0.0
1687,0.0,0.0,0.0,0.0
1688,0.0,0.0,0.0,0.0
1689,0.0,0.0,0.0,0.0
1690,0.0,0.0,0.0,0.0
1691,0.0,0.0,0.0,0.0
1692,0.0,0.0,0.0,0.0
1693,0.0,0.0,0.0,0.0
1694,0.0,0.0,0.0,0.0
1695,0.0,0.0,0.0,0.0
1696,0.0,0.0,0.0,0.0
1697,0.0,0.0,0.0,0.0
1698,0.0,0.0,0.0,0.0
1699,0.0,0.0,0.0,0.0
1700,0.0,0.0,0.0,0.0
1701,0.0,0.0,0.0,0.0
1702,0.0,0.0,0.0,0.0
1703,0.0,0.0,0.0,0.0
1704,0.0,0.0,0.0,0.0
1705,0.0,0.0,0.0,0.0
1706,0.0,0.0,0.0,0.0
1707,0.0,0.0,0.0,0.0
1708,0.0,0.0,0.0,0.0
1709,0.0,0.0,0.0,0.0
1710,0.0,0.0,0.0,0.0
1711,0.0,0.0,0.0,0.0
1712,0.0,0.0,0.0,0.0
1713,0.0,0.0,0.0,0.0
1714,0.0,0.0,0.0,0.0
1715,0.0,0.0,0.0,0.0
1716,0.0,0.0,0.0,0.0
1717,0.0,0.0,0.0,0.0
1718,0.0,0.0,0.0,0.0
1719,0.0,0.0,0.0,0.0
1720,0.0,0.0,0.0,0.0
1721,0.0,0.0,0.0,0.0
1722,0.0,0.0,0.0,0.0
1723,0.0,0.0,0.0,0.0
1724,0.0,0.0,0.0,0.0
1725,0.0,0.0,0.0,0.0
1726,0.0,0.0,0.0,0.0
1727,0.0,0.0,0.0,0.0
1728,0.0,0.0,0.0,0.0
1729,0.0,0.0,0.0,0.0
1730,0.0,0.0,0.0,0.0
1731,0.0,0.0,0.0,0.0
1732,0.0,0.0,0.0,0.0
1733,0.0,0.0,0.0,0.0
1734,0.0,0.0,0.0,0.0
1735,0.0,0.0,0.0,0.0
1736,0.0,0.0,0.0,0.0
1737,0.0,0.0,0.0,0.0
1738,0.0,0.0,0.0,0.0
1739,0.0,0.0,0.0,0.0
1740,0.0,0.0,0.0,0.0
1741,0.0,0.0,0.0,0.0
1742,0.0,0.0,0.0,0.0
1743,0.0,0.0,0.0,0.0
1744,0.0,4.464060359461135e-09,0.0,0.0
1745,0.0,4.464060359461135e-09,0.0,0.0
1746,0.0,4.464060359461135e-09,0.0,0.0
1747,0.0,4.464060359461135e-09,0.0,0.0
1748,0.0,4.464060359461135e-09,0.0,0.0
1749,0.0,4.464060359461135e-09,0.0,0.0
1750,0.0,7.762791806190502e-09,0.0,0.0
1751,0.0,3.298731446729367e-09,0.0,0.0
1752,0.0,3.298731446729367e-09,0.0,0.0
1753,0.0,3.298731446729367e-09,0.0,0.0
1754,0.0,3.298731446729367e-09,0.0,0.0
1755,0.0,3.298731446729367e-09,0.0,0.0
1756,0.0,3.298731446729367e-09,0.0,0.0
1757,0.0,0.0,0.0,0.0
1758,0.0,0.0,0.0,0.0
1759,0.0,0.0,0.0,0.0
1760,0.0,0.0,0.0,0.0
1761,0.0,0.0,0.0,0.0
1762,0.0,0.0,0.0,0.0
1763,0.0,0.0,0.0,0.0
1764,0.0,0.0,0.0,0.0
1765,0.0,0.0,0.0,0.0
1766,0.0,0.0,0.0,0.0
1767,0.0,0.0,0.0,0.0
1768,0.0,0.0,0.0,0.0
1769,0.0,0.0,0.0,0.0
1770,0.0,0.0,0.0,0.0
1771,0.0,0.0,0.0,0.0
1772,0.0,0.0,0.0,0.0
1773,0.0,0.0,0.0,0.0
1774,0.0,0.0,0.0,0.0
1775,0.0,0.0,0.0,0.0
1776,0.0,0.0,0.0,0.0
1777,0.0,0.0,0.0,0.0
1778,0.0,0.0,0.0,0.0
1779,0.0,0.0,0.0,0.0
1780,0.0,0.0,0.0,0.0
1781,0.0,0.0,0.0,0.0
1782,0.0,0.0,0.0,0.0
1783,0.0,0.0,0.0,0.0
1784,0.0,0.0,0.0,0.0
1785,0.0,0.0,1.6181223979775235e-09,1.6181223979775235e-09
1786,0.0,0.0,1.6181223979775235e-09,1.6181223979775235e-09
1787,0.0,0.0,1.6181223979775235e-09,1.6181223979775235e-09
1788,0.0,0.0,1.6181223979775235e-09,1.6181223979775235e-09
1789,0.0,0.0,1.6181223979775235e-09,1.6181223979775235e-09
1790,0.0,0.0,1.6181223979775235e-09,1.6181223979775235e-09
1791,0.0,0.0,5.96198734825748e-09,5.96198734825748e-09
1792,0.0,0.0,4.343864950279957e-09,4.343864950279957e-09
1793,0.0,0.0,5.329887071375034e-09,5.329887071375034e-09
1794,0.0,0.0,5.329887071375034e-09,5.329887071375034e-09
1795,0.0,1.8265442491838257e-09,5.329887071375034e-09,5.329887071375034e-09
1796,0.0,1.8265442491838257e-09,5.329887071375034e-09,5.329887071375034e-09
1797,0.0,1.8265442491838257e-09,5.329887071375034e-09,5.329887071375034e-09
1798,0.0,2.4052009273134445e-09,9.860221210950775e-10,9.860221210950775e-10
1799,0.0,2.4052009273134445e-09,9.860221210950775e-10,9.860221210950775e-10
1800,0.0,2.4052009273134445e-09,0.0,0.0
1801,0.0,2.4052009273134445e-09,0.0,0.0
1802,0.0,1.0127834761318256e-09,0.0,0.0
1803,0.0,1.0127834761318256e-09,0.0,0.0
1804,0.0,1.6229385771790054e-09,0.0,0.0
1805,0.0,1.5636369024970724e-09,2.5967750172384285e-10,2.5967750172384285e-10
1806,0.0,1.5636369024970724e-09,2.5967750172384285e-10,2.5967750172384285e-10
1807,0.0,1.5636369024970724e-09,2.5967750172384285e-10,2.5967750172384285e-10
1808,0.0,1.5636369024970724e-09,2.5967750172384285e-10,2.5967750172384285e-10
1809,0.0,1.4913597341197666e-09,2.5967750172384285e-10,2.5967750172384285e-10
1810,0.0,3.888673827390221e-09,2.5967750172384285e-10,2.5967750172384285e-10
1811,0.0,3.2785187263430414e-09,2.5967750172384285e-10,2.5967750172384285e-10
1812,0.0,2.7591637228953557e-09,2.3870825950820876e-10,2.3870825950820876e-10
1813,0.0,2.7591637228953557e-09,2.3870825950820876e-10,2.3870825950820876e-10
1814,0.0,2.9681218594035386e-09,2.3870825950820876e-10,2.3870825950820876e-10
1815,0.0,2.9681218594035386e-09,2.3870825950820876e-10,2.3870825950820876e-10
1816,0.0,2.986617667463268e-09,2.3870825950820876e-10,2.3870825950820876e-10
1817,0.0,9.319987162978042e-10,2.3870825950820876e-10,2.3870825950820876e-10
1818,0.0,9.319987162978042e-10,2.3870825950820876e-10,2.3870825950820876e-10
1819,0.0,9.319987162978042e-10,0.0,0.0
1820,0.0,1.2267925881508696e-09,0.0,0.0
1821,0.0,1.0178344516426868e-09,0.0,0.0
1822,0.0,1.0178344516426868e-09,1.2476890155964171e-10,1.2476890155964171e-10
1823,0.0,1.3398028401009503e-09,1.2476890155964171e-10,1.2476890155964171e-10
1824,0.0,9.971076979959597e-10,1.2476890155964171e-10,1.2476890155964171e-10
1825,0.0,9.971076979959597e-10,1.2476890155964171e-10,1.2476890155964171e-10
1826,0.0,1.2341041839241435e-09,1.2476890155964171e-10,1.2476890155964171e-10
1827,0.0,9.393103120710781e-10,1.2476890155964171e-10,1.2476890155964171e-10
1828,0.0,9.393103120710781e-10,1.2476890155964171e-10,1.2476890155964171e-10
1829,0.0,9.393103120710781e-10,0.0,0.0
1830,0.0,3.3230102796417375e-10,0.0,0.0
1831,0.0,3.3230102796417375e-10,9.289466021808072e-11,9.289466021808072e-11
1832,0.0,3.3230102796417375e-10,9.289466021808072e-11,9.289466021808072e-11
1833,0.0,9.530454203598993e-11,9.289466021808072e-11,9.289466021808072e-11
1834,0.0,2.6142492932328716e-10,9.289466021808072e-11,9.289466021808072e-11
1835,0.0,2.6142492932328716e-10,9.289466021808072e-11,9.289466021808072e-11
1836,0.0,4.866084678058411e-10,9.289466021808072e-11,9.289466021808072e-11
1837,0.0,3.9130392576985125e-10,9.289466021808072e-11,9.289466021808072e-11
1838,0.0,3.9130392576985125e-10,0.0,0.0
1839,0.0,5.428667991326717e-10,0.0,0.0
1840,0.0,5.428667991326717e-10,0.0,0.0
1841,0.0,5.866792448675337e-10,0.0,0.0
1842,0.0,6.474946848530497e-10,0.0,0.0
1843,0.0,4.223111463704957e-10,0.0,0.0
1844,0.0,4.223111463704957e-10,0.0,0.0
1845,0.0,4.223111463704957e-10,0.0,0.0
1846,0.0,2.707482730076752e-10,0.0,0.0
1847,0.0,2.707482730076752e-10,0.0,0.0
1848,0.0,6.081543998551605e-11,5.4687675023399966e-11,5.4687675023399966e-11
1849,0.0,0.0,5.4687675023399966e-11,5.4687675023399966e-11
1850,0.0,0.0,5.4687675023399966e-11,5.4687675023399966e-11
1851,0.0,9.285719019099962e-11,5.4687675023399966e-11,5.4687675023399966e-11
1852,0.0,9.285719019099962e-11,5.4687675023399966e-11,5.4687675023399966e-11
1853,0.0,2.858945540624396e-10,5.4687675023399966e-11,5.4687675023399966e-11
1854,0.0,2.858945540624396e-10,5.4687675023399966e-11,5.4687675023399966e-11
1855,0.0,2.858945540624396e-10,0.0,0.0
1856,0.0,2.858945540624396e-10,0.0,0.0
1857,0.0,2.858945540624396e-10,0.0,0.0
1858,0.0,3.0824439032985293e-10,0.0,0.0
1859,0.0,3.0824439032985293e-10,0.0,0.0
1860,0.0,2.981926531095017e-10,6.099520888369625e-11,6.099520888369625e-11
1861,0.0,2.981926531095017e-10,6.099520888369625e-11,6.099520888369625e-11
1862,0.0,5.210657381761661e-10,1.1671348015036235e-10,1.1671348015036235e-10
1863,0.0,6.642793854665691e-10,1.6445136125880262e-10,1.6445136125880262e-10
1864,0.0,6.642793854665691e-10,2.1154648271221836e-10,2.1154648271221836e-10
1865,0.0,6.817520119868042e-10,2.1154648271221836e-10,2.1154648271221836e-10
1866,0.0,7.259916318907195e-10,8.751408050614426e-10,8.751408050614426e-10
1867,0.0,6.726433775052141e-10,8.141455961777463e-10,8.141455961777463e-10
1868,0.0,6.726433775052141e-10,8.141455961777463e-10,8.141455961777463e-10
1869,0.0,5.289420647512446e-10,7.980132110674276e-10,7.980132110674276e-10
1870,4.223646036091314e-11,4.702013381826678e-10,7.502753299589873e-10,7.502753299589873e-10
1871,4.223646036091314e-11,5.513534628853733e-10,7.031802085055716e-10,7.031802085055716e-10
1872,4.223646036091314e-11,4.186738099067254e-10,7.031802085055716e-10,7.031802085055716e-10
1873,4.223646036091314e-11,4.524516951574599e-10,7.859463873367239e-11,7.859463873367239e-11
1874,4.223646036091314e-11,5.612586030854873e-10,1.1833535342096824e-10,1.1833535342096824e-10
1875,4.223646036091314e-11,5.612586030854873e-10,1.1833535342096824e-10,1.1833535342096824e-10
1876,4.223646036091314e-11,4.820868307727924e-10,1.1708145167662768e-10,1.1708145167662768e-10
1877,0.0,5.024689236116891e-10,1.1708145167662768e-10,1.1708145167662768e-10
1878,0.0,4.213167989089836e-10,1.8965217095180875e-10,1.8965217095180875e-10
1879,0.0,5.260582366542873e-10,2.2456598485527072e-10,2.2456598485527072e-10
1880,3.2886683455833425e-11,5.138140984113043e-10,1.8555723227794577e-10,1.8555723227794577e-10
1881,3.2886683455833425e-11,2.753698182176935e-10,1.458165175906499e-10,1.458165175906499e-10
1882,3.2886683455833425e-11,2.753698182176935e-10,2.430452505919334e-10,2.430452505919334e-10
1883,3.2886683455833425e-11,2.753698182176935e-10,2.368358941502129e-10,2.368358941502129e-10
1884,3.2886683455833425e-11,2.620475225700858e-10,2.368358941502129e-10,2.368358941502129e-10
1885,3.2886683455833425e-11,2.910708003987596e-10,2.2231173053237947e-10,2.2231173053237947e-10
1886,3.2886683455833425e-11,1.8632936265345583e-10,1.8739791662891747e-10,1.8739791662891747e-10
1887,0.0,1.4818996426794025e-10,2.4266585368122e-10,2.4266585368122e-10
1888,0.0,1.309312210238746e-09,2.966715385260039e-10,2.966715385260039e-10
1889,0.0,1.361653999871442e-09,1.9944280552472041e-10,1.9944280552472041e-10
1890,0.0,1.4628367604542701e-09,1.6732017755443403e-10,1.6732017755443403e-10
1891,0.0,1.4481191999506292e-09,1.6732017755443403e-10,1.6732017755443403e-10
1892,0.0,1.4640390863914936e-09,1.0927362189708641e-10,1.0927362189708641e-10
1893,0.0,1.4871007599940152e-09,1.0927362189708641e-10,1.0927362189708641e-10
1894,0.0,1.5036503371788713e-09,5.400568484478388e-11,5.400568484478388e-11
1895,2.1171207644142344e-11,3.6369929885220793e-10,0.0,0.0
1896,2.1171207644142344e-11,3.3073793505509844e-10,0.0,0.0
1897,2.1171207644142344e-11,5.267832578878132e-10,1.857675521347143e-11,1.857675521347143e-11
1898,2.1171207644142344e-11,4.499681004783389e-10,1.857675521347143e-11,1.857675521347143e-11
1899,2.1171207644142344e-11,4.232388427822491e-10,5.500456836036806e-11,5.500456836036806e-11
1900,2.1171207644142344e-11,4.36318378252817e-10,7.307517289691288e-11,7.307517289691288e-11
1901,2.1171207644142344e-11,4.4354489129158226e-10,9.021185980768414e-11,9.021185980768414e-11
1902,0.0,4.3959197393306226e-10,9.021185980768414e-11,9.021185980768414e-11
1903,0.0,4.3615069294273516e-10,9.021185980768414e-11,9.021185980768414e-11
1904,0.0,1.7063008942283123e-10,1.1919632542894172e-10,1.1919632542894172e-10
1905,0.0,3.2309871444979876e-10,1.1919632542894172e-10,1.1919632542894172e-10
1906,0.0,3.3591478011883527e-10,8.276851228204509e-11,8.276851228204509e-11
1907,0.0,3.14423744976874e-10,1.0864842953888548e-10,1.0864842953888548e-10
1908,0.0,2.904625944528354e-10,9.151174262811423e-11,9.151174262811423e-11
1909,0.0,2.732443041672131e-10,1.4663577891609643e-10,1.4663577891609643e-10
1910,0.0,2.8485293885565406e-10,1.6040966868294656e-10,1.6040966868294656e-10
1911,0.0,2.811013227743686e-10,1.8273810540156025e-10,1.8273810540156025e-10
1912,0.0,1.430468055515658e-10,1.9715221320572495e-10,1.9715221320572495e-10
1913,0.0,1.4061267130819185e-10,2.2574805120483584e-10,2.2574805120483584e-10
1914,1.461648956630717e-11,1.551954765096778e-10,1.9641401897775778e-10,1.9641401897775778e-10
1915,1.461648956630717e-11,1.4368529084794546e-10,6.426982349094779e-10,6.426982349094779e-10
1916,1.461648956630717e-11,1.5873715338208883e-10,6.026260611556391e-10,6.026260611556391e-10
1917,2.858222388927142e-11,1.5912084249431706e-10,6.167836400347174e-10,6.167836400347174e-10
1918,2.858222388927142e-11,1.4554521774298327e-10,5.900346996704339e-10,5.900346996704339e-10
1919,2.858222388927142e-11,1.8795409673089125e-10,5.756205918662691e-10,5.756205918662691e-10
1920,2.858222388927142e-11,1.8255991361483736e-10,6.166297185163292e-10,6.166297185163292e-10
1921,1.396573432296425e-11,2.0955015104081757e-10,6.863480537879139e-10,6.863480537879139e-10
1922,1.396573432296425e-11,2.9021661264648305e-10,3.12517722018362e-10,3.12517722018362e-10
1923,1.396573432296425e-11,2.997181947073102e-10,3.4657274867415973e-10,3.4657274867415973e-10
1924,0.0,3.9389437545001016e-10,3.919058728334741e-10,3.919058728334741e-10
1925,0.0,4.485296598418945e-10,4.6379103335603133e-10,4.6379103335603133e-10
1926,0.0,1.6066237288971307e-09,4.6379103335603133e-10,4.6379103335603133e-10
1927,0.0,4.039166887863972e-09,4.6240120066265433e-10,4.6240120066265433e-10
1928,0.0,4.119800593925329e-09,4.0087586226724067e-10,4.0087586226724067e-10
1929,0.0,4.0231954097556615e-09,4.04279369901696e-10,4.04279369901696e-10
1930,0.0,3.99864196516069e-09,3.823998736710418e-10,3.823998736710418e-10
1931,2.6233009812034627e-11,3.929000335396131e-09,3.6160130048986817e-10,3.6160130048986817e-10
1932,2.6233009812034627e-11,3.883628058032329e-09,5.775808680536748e-10,5.775808680536748e-10
1933,4.940016847968362e-11,2.7150453195203183e-09,6.702495027242707e-10,6.702495027242707e-10
1934,4.940016847968362e-11,2.593005056704202e-10,8.716488602329114e-10,8.716488602329114e-10
1935,4.940016847968362e-11,1.891105803699032e-10,8.932840399917502e-10,8.932840399917502e-10
1936,4.940016847968362e-11,1.891105803699032e-10,8.802389432428979e-10,8.802389432428979e-10
1937,4.940016847968362e-11,2.564378352522466e-10,1.2569750478570135e-09,1.2569750478570135e-09
1938,2.316715866764899e-11,9.209403644445352e-09,1.2697657806156774e-09,1.2697657806156774e-09
1939,2.316715866764899e-11,9.23554844902062e-09,1.287276693969933e-09,1.287276693969933e-09
1940,0.0,9.189214131685323e-09,1.2977811087682462e-09,1.2977811087682462e-09
1941,1.1031428151905435e-10,9.216792702065085e-09,1.4970023197248749e-09,1.4970023197248749e-09
1942,1.3522232738300792e-10,9.498838350806084e-09,1.5770978808607845e-09,1.5770978808607845e-09
1943,1.3522232738300792e-10,9.627558306135597e-09,1.8146321271014391e-09,1.8146321271014391e-09
1944,1.3522232738300792e-10,9.655087665879795e-09,2.0177509504496325e-09,2.0177509504496325e-09
1945,1.3522232738300792e-10,7.998112013954792e-10,2.1777272366360225e-09,2.1777272366360225e-09
1946,1.5177043153981528e-10,2.6199589759594896e-09,2.573875588853168e-09,2.573875588853168e-09
1947,1.5177043153981528e-10,2.802085718218399e-09,2.6528292816431686e-09,2.6528292816431686e-09
1948,5.855615000819166e-11,2.8771071477632202e-09,2.662793565009837e-09,2.662793565009837e-09
1949,3.364810414423809e-11,2.562406826405501e-09,2.58927182472668e-09,2.58927182472668e-09
1950,3.364810414423809e-11,2.569046673807561e-09,2.4581250328876384e-09,2.4581250328876384e-09
1951,3.364810414423809e-11,2.5734846476055395e-09,2.2316719860970835e-09,2.2316719860970835e-09
1952,3.364810414423809e-11,2.6742724701378506e-09,2.3201179350745046e-09,2.3201179350745046e-09
1953,1.709999998743074e-11,1.353459931431798e-09,1.9363056515318634e-09,1.9363056515318634e-09
1954,1.709999998743074e-11,1.7664874008005427e-09,2.7848117581782563e-09,2.7848117581782563e-09
1955,0.0,2.2001747328787805e-09,3.885885276254188e-09,3.885885276254188e-09
1956,5.387202192278348e-11,2.5028625362720292e-09,4.871903214187512e-09,4.871903214187512e-09
1957,5.387202192278348e-11,2.9792015521223902e-09,6.779930743811795e-09,6.779930743811795e-09
1958,5.387202192278348e-11,3.165550345661318e-09,8.20837626441013e-09,8.20837626441013e-09
1959,9.904777791598057e-11,3.298601074825618e-09,9.690433534968536e-09,9.690433534968536e-09
1960,1.0963563886111162e-10,3.014174306973213e-09,1.0949523890754368e-08,1.0949523890754368e-08
1961,1.0963563886111162e-10,3.3194655912893722e-09,1.3712017870355048e-08,1.3712017870355048e-08
1962,1.1983739496766533e-10,3.4360906501059876e-09,1.4886618604492696e-08,1.4886618604492696e-08
1963,6.596537304488187e-11,3.822372069655395e-09,1.8227086760548772e-08,1.8227086760548772e-08
1964,8.395199317469602e-11,4.343830311321588e-09,1.9342484566412362e-08,1.9342484566412362e-08
1965,8.395199317469602e-11,5.935799280669991e-09,2.0988921711762032e-08,2.0988921711762032e-08
1966,4.756930861120929e-11,8.981103099310012e-09,2.162007309688566e-08,2.162007309688566e-08
1967,5.4670805581049005e-11,2.8378126959438532e-08,2.280389363055032e-08,2.280389363055032e-08
1968,6.35273470732984e-11,4.105475946504709e-08,2.256223982247515e-08,2.256223982247515e-08
1969,5.332559096674469e-11,4.470177510691136e-08,2.2797068613808084e-08,2.2797068613808084e-08
1970,7.08646088238523e-11,5.3037696774132266e-08,2.0427781624984424e-08,2.0427781624984424e-08
1971,7.973069129521956e-11,6.028258260824617e-08,1.9821966798109055e-08,1.9821966798109055e-08
1972,9.712158161034878e-11,6.610043940773786e-08,2.0062019093610876e-08,2.0062019093610876e-08
1973,1.1309080160432877e-10,6.881218947033371e-08,2.1621860111866098e-08,2.1621860111866098e-08
1974,1.116964497084792e-10,5.870749017081575e-08,2.2500768232751918e-08,2.2500768232751918e-08
1975,1.352779089144488e-10,5.051512021379624e-08,2.507196786690916e-08,2.507196786690916e-08
1976,1.352779089144488e-10,5.1856767007458463e-08,3.337385073060821e-08,3.337385073060821e-08
1977,1.2576530194247885e-10,5.2895088182529955e-08,4.972203575854499e-08,4.972203575854499e-08
1978,9.891259934129743e-11,5.123266636327831e-08,5.514011520395863e-08,5.514011520395863e-08
1979,8.152170902616821e-11,5.164864294978802e-08,6.079140670221608e-08,6.079140670221608e-08
1980,6.459624501964356e-11,5.2874212944483845e-08,6.672610197711037e-08,6.672610197711037e-08
1981,4.830123900052235e-11,5.2694214198416896e-08,7.304609691719374e-08,7.304609691719374e-08
1982,1.5863238302303374e-11,5.9160487048919615e-08,8.091632709904064e-08,8.091632709904064e-08
1983,2.3265743994059308e-11,6.563681357160281e-08,9.161798583282429e-08,9.161798583282429e-08
1984,2.2589926457206033e-11,6.664633543453289e-08,1.0475887484468721e-07,1.0475887484468721e-07
