ngram,Mitsubishi,Mitsbishi,Mitsubshi,Mitsbishi
1633,8.624899854632012e-08,0.0,0.0,0.0
1634,8.624899854632012e-08,0.0,0.0,0.0
1635,8.624899854632012e-08,0.0,0.0,0.0
1636,8.624899854632012e-08,0.0,0.0,0.0
1637,0.0,0.0,0.0,0.0
1638,0.0,0.0,0.0,0.0
1639,0.0,0.0,0.0,0.0
1640,0.0,0.0,0.0,0.0
1641,0.0,0.0,0.0,0.0
1642,0.0,0.0,0.0,0.0
1643,0.0,0.0,0.0,0.0
1644,0.0,0.0,0.0,0.0
1645,0.0,0.0,0.0,0.0
1646,0.0,0.0,0.0,0.0
1647,0.0,0.0,0.0,0.0
1648,0.0,0.0,0.0,0.0
1649,0.0,0.0,0.0,0.0
1650,0.0,0.0,0.0,0.0
1651,0.0,0.0,0.0,0.0
1652,0.0,0.0,0.0,0.0
1653,0.0,0.0,0.0,0.0
1654,0.0,0.0,0.0,0.0
1655,0.0,0.0,0.0,0.0
1656,0.0,0.0,0.0,0.0
1657,0.0,0.0,0.0,0.0
1658,0.0,0.0,0.0,0.0
1659,0.0,0.0,0.0,0.0
1660,0.0,0.0,0.0,0.0
1661,0.0,0.0,0.0,0.0
1662,0.0,0.0,0.0,0.0
1663,0.0,0.0,0.0,0.0
1664,0.0,0.0,0.0,0.0
1665,0.0,0.0,0.0,0.0
1666,0.0,0.0,0.0,0.0
1667,0.0,0.0,0.0,0.0
1668,0.0,0.0,0.0,0.0
1669,0.0,0.0,0.0,0.0
1670,0.0,0.0,0.0,0.0
1671,0.0,0.0,0.0,0.0
1672,0.0,0.0,0.0,0.0
1673,0.0,0.0,0.0,0.0
1674,0.0,0.0,0.0,0.0
1675,0.0,0.0,0.0,0.0
1676,0.0,0.0,0.0,0.0
1677,0.0,0.0,0.0,0.0
1678,0.0,0.0,0.0,0.0
1679,0.0,0.0,0.0,0.0
1680,0.0,0.0,0.0,0.0
1681,0.0,0.0,0.0,0.0
1682,0.0,0.0,0.0,0.0
1683,0.0,0.0,0.0,0.0
1684,5.844315913756353e-08,0.0,0.0,0.0
1685,5.844315913756353e-08,0.0,0.0,0.0
1686,5.844315913756353e-08,0.0,0.0,0.0
1687,5.844315913756353e-08,0.0,0.0,0.0
1688,5.844315913756353e-08,0.0,0.0,0.0
1689,5.844315913756353e-08,0.0,0.0,0.0
1690,5.844315913756353e-08,0.0,0.0,0.0
1691,0.0,0.0,0.0,0.0
1692,0.0,0.0,0.0,0.0
1693,0.0,0.0,0.0,0.0
1694,0.0,0.0,0.0,0.0
1695,0.0,0.0,0.0,0.0
1696,0.0,0.0,0.0,0.0
1697,0.0,0.0,0.0,0.0
1698,0.0,0.0,0.0,0.0
1699,0.0,0.0,0.0,0.0
1700,0.0,0.0,0.0,0.0
1701,0.0,0.0,0.0,0.0
1702,0.0,0.0,0.0,0.0
1703,0.0,0.0,0.0,0.0
1704,0.0,0.0,0.0,0.0
1705,0.0,0.0,0.0,0.0
1706,0.0,0.0,0.0,0.0
1707,0.0,0.0,0.0,0.0
1708,0.0,0.0,0.0,0.0
1709,0.0,0.0,0.0,0.0
1710,0.0,0.0,0.0,0.0
1711,0.0,0.0,0.0,0.0
1712,0.0,0.0,0.0,0.0
1713,0.0,0.0,0.0,0.0
1714,0.0,0.0,0.0,0.0
1715,0.0,0.0,0.0,0.0
1716,0.0,0.0,0.0,0.0
1717,0.0,0.0,0.0,0.0
1718,0.0,0.0,0.0,0.0
1719,0.0,0.0,0.0,0.0
1720,0.0,0.0,0.0,0.0
1721,0.0,0.0,0.0,0.0
1722,0.0,0.0,0.0,0.0
1723,0.0,0.0,0.0,0.0
1724,0.0,0.0,0.0,0.0
1725,0.0,0.0,0.0,0.0
1726,0.0,0.0,0.0,0.0
1727,0.0,0.0,0.0,0.0
1728,0.0,0.0,0.0,0.0
1729,0.0,0.0,0.0,0.0
1730,0.0,0.0,0.0,0.0
1731,0.0,0.0,0.0,0.0
1732,0.0,0.0,0.0,0.0
1733,0.0,0.0,0.0,0.0
1734,0.0,0.0,0.0,0.0
1735,0.0,0.0,0.0,0.0
1736,0.0,0.0,0.0,0.0
1737,0.0,0.0,0.0,0.0
1738,0.0,0.0,0.0,0.0
1739,0.0,0.0,0.0,0.0
1740,0.0,0.0,0.0,0.0
1741,5.9413507764410105e-09,0.0,0.0,0.0
1742,5.9413507764410105e-09,0.0,0.0,0.0
1743,5.9413507764410105e-09,0.0,0.0,0.0
1744,5.9413507764410105e-09,0.0,0.0,0.0
1745,5.9413507764410105e-09,0.0,0.0,0.0
1746,5.9413507764410105e-09,0.0,0.0,0.0
1747,5.9413507764410105e-09,0.0,0.0,0.0
1748,0.0,0.0,0.0,0.0
1749,0.0,0.0,0.0,0.0
1750,0.0,0.0,0.0,0.0
1751,0.0,0.0,0.0,0.0
1752,0.0,0.0,0.0,0.0
1753,0.0,0.0,0.0,0.0
1754,0.0,0.0,0.0,0.0
1755,0.0,0.0,0.0,0.0
1756,0.0,0.0,0.0,0.0
1757,0.0,0.0,0.0,0.0
1758,0.0,0.0,0.0,0.0
1759,0.0,0.0,0.0,0.0
1760,0.0,0.0,0.0,0.0
1761,0.0,0.0,0.0,0.0
1762,0.0,0.0,0.0,0.0
1763,0.0,0.0,0.0,0.0
1764,0.0,0.0,0.0,0.0
1765,0.0,0.0,0.0,0.0
1766,0.0,0.0,0.0,0.0
1767,0.0,0.0,0.0,0.0
1768,0.0,0.0,0.0,0.0
1769,0.0,0.0,0.0,0.0
1770,0.0,0.0,0.0,0.0
1771,0.0,0.0,0.0,0.0
1772,0.0,0.0,0.0,0.0
1773,0.0,0.0,0.0,0.0
1774,0.0,0.0,0.0,0.0
1775,0.0,0.0,0.0,0.0
1776,0.0,0.0,0.0,0.0
1777,0.0,0.0,0.0,0.0
1778,0.0,0.0,0.0,0.0
1779,0.0,0.0,0.0,0.0
1780,0.0,0.0,0.0,0.0
1781,0.0,0.0,0.0,0.0
1782,0.0,0.0,0.0,0.0
1783,0.0,0.0,0.0,0.0
1784,0.0,0.0,0.0,0.0
1785,0.0,0.0,0.0,0.0
1786,1.8761377467464106e-08,0.0,0.0,0.0
1787,1.8761377467464106e-08,0.0,0.0,0.0
1788,1.8761377467464106e-08,0.0,0.0,0.0
1789,1.8761377467464106e-08,0.0,0.0,0.0
1790,1.8761377467464106e-08,0.0,0.0,0.0
1791,1.8761377467464106e-08,0.0,0.0,0.0
1792,1.8761377467464106e-08,0.0,0.0,0.0
1793,0.0,0.0,0.0,0.0
1794,0.0,0.0,0.0,0.0
1795,0.0,0.0,0.0,0.0
1796,0.0,0.0,0.0,0.0
1797,0.0,0.0,0.0,0.0
1798,0.0,0.0,0.0,0.0
1799,0.0,0.0,0.0,0.0
1800,0.0,0.0,0.0,0.0
1801,0.0,0.0,0.0,0.0
1802,0.0,0.0,0.0,0.0
1803,0.0,0.0,0.0,0.0
1804,0.0,0.0,0.0,0.0
1805,0.0,0.0,0.0,0.0
1806,0.0,0.0,0.0,0.0
1807,0.0,0.0,0.0,0.0
1808,0.0,0.0,0.0,0.0
1809,0.0,0.0,0.0,0.0
1810,0.0,0.0,0.0,0.0
1811,0.0,0.0,0.0,0.0
1812,0.0,0.0,0.0,0.0
1813,0.0,0.0,0.0,0.0
1814,0.0,0.0,0.0,0.0
1815,0.0,0.0,0.0,0.0
1816,1.901727188423154e-10,0.0,0.0,0.0
1817,8.755630030522963e-10,0.0,0.0,0.0
1818,1.2336327356469008e-09,0.0,0.0,0.0
1819,1.2336327356469008e-09,0.0,0.0,0.0
1820,1.2336327356469008e-09,0.0,0.0,0.0
1821,1.2336327356469008e-09,0.0,0.0,0.0
1822,1.2336327356469008e-09,0.0,0.0,0.0
1823,1.0434600168045855e-09,0.0,0.0,0.0
1824,3.580697325946046e-10,0.0,0.0,0.0
1825,0.0,0.0,0.0,0.0
1826,0.0,0.0,0.0,0.0
1827,0.0,0.0,0.0,0.0
1828,0.0,0.0,0.0,0.0
1829,1.3773758260932872e-08,0.0,0.0,0.0
1830,1.3773758260932872e-08,0.0,0.0,0.0
1831,1.3773758260932872e-08,0.0,0.0,0.0
1832,1.3858907719845246e-08,0.0,0.0,0.0
1833,1.3858907719845246e-08,0.0,0.0,0.0
1834,1.4025028107132544e-08,0.0,0.0,0.0
1835,1.4025028107132544e-08,0.0,0.0,0.0
1836,2.5126984619967223e-10,0.0,0.0,0.0
1837,2.5126984619967223e-10,0.0,0.0,0.0
1838,2.5126984619967223e-10,0.0,0.0,0.0
1839,1.6612038728729724e-10,0.0,0.0,0.0
1840,1.6612038728729724e-10,0.0,0.0,0.0
1841,0.0,0.0,0.0,0.0
1842,0.0,0.0,0.0,0.0
1843,0.0,0.0,0.0,0.0
1844,0.0,0.0,0.0,0.0
1845,0.0,0.0,0.0,0.0
1846,0.0,0.0,0.0,0.0
1847,1.8181640320286922e-10,0.0,0.0,0.0
1848,1.8181640320286922e-10,0.0,0.0,0.0
1849,1.8181640320286922e-10,0.0,0.0,0.0
1850,1.8181640320286922e-10,0.0,0.0,0.0
1851,1.8181640320286922e-10,0.0,0.0,0.0
1852,1.8181640320286922e-10,0.0,0.0,0.0
1853,1.8181640320286922e-10,0.0,0.0,0.0
1854,0.0,0.0,0.0,0.0
1855,0.0,0.0,0.0,0.0
1856,0.0,0.0,0.0,0.0
1857,0.0,0.0,0.0,0.0
1858,5.184316150977761e-10,0.0,0.0,0.0
1859,5.184316150977761e-10,0.0,0.0,0.0
1860,5.184316150977761e-10,0.0,0.0,0.0
1861,5.184316150977761e-10,0.0,0.0,0.0
1862,5.741498863644421e-10,0.0,0.0,0.0
1863,5.741498863644421e-10,0.0,0.0,0.0
1864,5.741498863644421e-10,0.0,0.0,0.0
1865,5.571827126666611e-11,0.0,0.0,0.0
1866,1.6041049599735402e-09,0.0,0.0,0.0
1867,1.6041049599735402e-09,0.0,0.0,0.0
1868,1.6041049599735402e-09,0.0,0.0,0.0
1869,1.5483866887068741e-09,0.0,0.0,0.0
1870,1.5906231490677873e-09,0.0,0.0,0.0
1871,1.6717752737704927e-09,0.0,0.0,0.0
1872,2.4498577610998495e-09,0.0,0.0,0.0
1873,1.7206549042723752e-09,0.0,0.0,0.0
1874,3.946134895040286e-09,0.0,0.0,0.0
1875,4.106595016420808e-09,0.0,0.0,0.0
1876,4.489914868471041e-09,0.0,0.0,0.0
1877,4.517581753127331e-09,0.0,0.0,0.0
1878,7.375543723383718e-09,0.0,0.0,0.0
1879,7.67978949481726e-09,0.0,0.0,0.0
1880,7.386792598231194e-09,0.0,0.0,0.0
1881,5.634796526202532e-09,0.0,0.0,0.0
1882,5.636384303731035e-09,0.0,0.0,0.0
1883,5.285187079651088e-09,0.0,0.0,0.0
1884,6.496741848858813e-09,0.0,0.0,0.0
1885,3.90590709577397e-09,0.0,0.0,0.0
1886,2.8787560688422633e-09,0.0,0.0,0.0
1887,2.849980578914898e-09,0.0,0.0,0.0
1888,3.213584773287259e-09,0.0,0.0,0.0
1889,3.2870749237602836e-09,0.0,0.0,0.0
1890,4.266779869897621e-09,0.0,0.0,0.0
1891,3.5486328677146263e-09,0.0,0.0,0.0
1892,3.784614673239619e-09,0.0,0.0,0.0
1893,4.974767756468371e-09,0.0,0.0,0.0
1894,5.802862618991307e-09,0.0,0.0,0.0
1895,6.595957478618329e-09,0.0,0.0,0.0
1896,7.484484080119306e-09,0.0,0.0,0.0
1897,7.810182913102283e-09,0.0,0.0,0.0
1898,8.545619957698948e-09,0.0,0.0,0.0
1899,9.272760083587985e-09,0.0,0.0,0.0
1900,9.617642936023328e-09,0.0,0.0,0.0
1901,1.1788020845163568e-08,0.0,0.0,0.0
1902,1.2086286384414637e-08,0.0,0.0,0.0
1903,1.3751572198421919e-08,0.0,0.0,0.0
1904,1.6298212176682877e-08,0.0,0.0,0.0
1905,1.932957286295992e-08,0.0,0.0,0.0
1906,2.1074623950718367e-08,0.0,0.0,0.0
1907,2.450942027110159e-08,1.465017393112841e-11,0.0,1.465017393112841e-11
1908,2.6366073261182725e-08,1.465017393112841e-11,0.0,1.465017393112841e-11
1909,3.025321047646555e-08,1.465017393112841e-11,0.0,1.465017393112841e-11
1910,3.2849451159222554e-08,4.2197953464828686e-11,0.0,4.2197953464828686e-11
1911,3.47661267393765e-08,4.2197953464828686e-11,0.0,4.2197953464828686e-11
1912,3.752775918591007e-08,4.2197953464828686e-11,0.0,4.2197953464828686e-11
1913,5.108548910876769e-08,4.2197953464828686e-11,0.0,4.2197953464828686e-11
1914,6.044310499727804e-08,2.7547779533700277e-11,0.0,2.7547779533700277e-11
1915,7.533274474066534e-08,4.3486502097702025e-11,0.0,4.3486502097702025e-11
1916,9.167350155183027e-08,4.3486502097702025e-11,0.0,4.3486502097702025e-11
1917,1.125574569422432e-07,4.387019120993025e-11,0.0,4.387019120993025e-11
1918,1.320945953255302e-07,4.387019120993025e-11,0.0,4.387019120993025e-11
1919,1.5484912856728833e-07,4.387019120993025e-11,0.0,4.387019120993025e-11
1920,1.6285190237600285e-07,4.387019120993025e-11,0.0,4.387019120993025e-11
1921,1.7003088105736553e-07,4.387019120993025e-11,0.0,4.387019120993025e-11
1922,1.7355357938088544e-07,5.20827646883453e-11,0.0,5.20827646883453e-11
1923,1.8172074029670122e-07,7.663620928331584e-11,0.0,7.663620928331584e-11
1924,1.7743057055343213e-07,4.870474063738734e-11,0.0,4.870474063738734e-11
1925,1.7583393027312662e-07,4.870474063738734e-11,4.6010350291630124e-11,4.870474063738734e-11
1926,1.819308619945202e-07,4.870474063738734e-11,6.89333134224717e-11,4.870474063738734e-11
1927,1.973561925946602e-07,4.870474063738734e-11,6.89333134224717e-11,4.870474063738734e-11
1928,2.4267200363478227e-07,4.870474063738734e-11,6.89333134224717e-11,4.870474063738734e-11
1929,2.520820946269201e-07,2.4553444594970538e-11,6.89333134224717e-11,2.4553444594970538e-11
1930,2.6289918204318905e-07,0.0,6.89333134224717e-11,0.0
1931,2.8071528187670734e-07,0.0,6.89333134224717e-11,0.0
1932,2.979476891238976e-07,0.0,2.292296313084157e-11,0.0
1933,3.115590366015957e-07,0.0,4.633431733529798e-11,0.0
1934,3.2885476741739694e-07,0.0,6.880219211818123e-11,0.0
1935,3.194443069430365e-07,0.0,6.880219211818123e-11,0.0
1936,3.296307633198532e-07,0.0,6.880219211818123e-11,0.0
1937,3.502068182115181e-07,0.0,1.13687026063022e-10,0.0
1938,3.588318528662577e-07,0.0,1.13687026063022e-10,0.0
1939,3.731726313357545e-07,0.0,1.13687026063022e-10,0.0
1940,3.9663880053402476e-07,0.0,6.735270872772401e-11,0.0
1941,4.1048107034060065e-07,0.0,4.4884833944840756e-11,0.0
1942,4.386728846839105e-07,0.0,9.470092567274792e-11,0.0
1943,4.464776444430234e-07,0.0,1.3760757612755826e-10,0.0
1944,4.916644026512326e-07,0.0,1.3066538724031725e-10,0.0
1945,4.753208315833035e-07,1.876942054160732e-11,1.4943480778192456e-10,1.876942054160732e-11
1946,4.5085197289803804e-07,1.876942054160732e-11,1.4943480778192456e-10,1.876942054160732e-11
1947,4.154652555955961e-07,1.876942054160732e-11,1.6599178381022332e-10,1.876942054160732e-11
1948,3.7499656814686334e-07,5.29694205164688e-11,1.6599178381022332e-10,5.29694205164688e-11
1949,3.322273402415833e-07,5.29694205164688e-11,1.331818544336727e-10,5.29694205164688e-11
1950,3.2434245562334194e-07,5.29694205164688e-11,9.027520397886235e-11,5.29694205164688e-11
1951,2.790016964127062e-07,8.606761731882223e-11,5.233255892126262e-11,8.606761731882223e-11
1952,2.9392955371219743e-07,6.729819677721492e-11,4.92470875587284e-11,6.729819677721492e-11
1953,3.129913486483409e-07,6.729819677721492e-11,4.92470875587284e-11,6.729819677721492e-11
1954,3.362517771522887e-07,9.63301085724463e-11,6.172202332566101e-11,9.63301085724463e-11
1955,3.81156687418687e-07,9.111861265509447e-11,9.071052738317066e-11,9.111861265509447e-11
1956,4.144287199129134e-07,1.4499063457787794e-10,1.141083824651723e-10,1.4499063457787794e-10
1957,4.4492084936921727e-07,1.8322181073924882e-10,1.6508328533536088e-10,1.8322181073924882e-10
1958,4.757876419197211e-07,1.620254218491292e-10,2.4839594369480926e-10,1.620254218491292e-10
1959,5.445570130697368e-07,1.620254218491292e-10,3.4565138251618777e-10,1.620254218491292e-10
1960,6.18358118994625e-07,1.9378900567579294e-10,3.774149663428515e-10,1.9378900567579294e-10
1961,6.899980056524717e-07,1.6475709388056155e-10,3.596386234451719e-10,1.6475709388056155e-10
1962,7.354661387840419e-07,1.7657561424926678e-10,3.3065011938766224e-10,1.7657561424926678e-10
1963,7.932542221819208e-07,1.9203058885094596e-10,3.0014995845904583e-10,1.9203058885094596e-10
1964,8.447665972458449e-07,1.807793428842963e-10,2.9414160591339263e-10,1.807793428842963e-10
1965,8.994432343050513e-07,1.865076981744096e-10,2.6371943716098553e-10,1.865076981744096e-10
1966,9.467189881563951e-07,1.865076981744096e-10,2.0353847773879608e-10,1.865076981744096e-10
1967,1.0063959946039956e-06,1.6358879330523124e-10,2.2484296765704467e-10,1.6358879330523124e-10
1968,1.058166308861733e-06,1.6358879330523124e-10,2.578701072120104e-10,1.6358879330523124e-10
1969,1.1142764070167947e-06,1.4971242499685544e-10,3.3866207556552755e-10,1.4971242499685544e-10
1970,1.1724754520920605e-06,1.0669395525805418e-10,4.4276183513198523e-10,1.0669395525805418e-10
1971,1.2622439921220315e-06,9.761582613660685e-11,4.515006900098127e-10,9.761582613660685e-11
1972,1.3193504498433737e-06,1.321583338796474e-10,4.594783165057237e-10,1.321583338796474e-10
1973,1.3599290988557705e-06,1.321583338796474e-10,4.3148217935115186e-10,1.321583338796474e-10
1974,1.3557234167040276e-06,1.2331365492216203e-10,3.947091116253608e-10,1.2331365492216203e-10
1975,1.373426438736455e-06,1.476421544545557e-10,3.747549027052369e-10,1.476421544545557e-10
1976,1.4330171000308058e-06,1.3678436062385709e-10,3.180722282780657e-10,1.3678436062385709e-10
1977,1.4952253520407664e-06,1.7468712091929716e-10,2.6025348642028893e-10,1.7468712091929716e-10
1978,1.5414192863058166e-06,1.5678531984602325e-10,2.2286793838992887e-10,1.5678531984602325e-10
1979,1.6437998868111338e-06,1.3712345247369433e-10,2.2702142943309411e-10,1.3712345247369433e-10
1980,1.7254553443178468e-06,1.3712345247369433e-10,2.8062741019851956e-10,1.3712345247369433e-10
1981,1.9721708050773098e-06,1.4475325105234305e-10,3.1011119763383176e-10,1.4475325105234305e-10
1982,2.1542638738277934e-06,1.2042475151994936e-10,3.9695512650737644e-10,1.2042475151994936e-10
1983,2.401039751021017e-06,1.4136441719595335e-10,4.616759028646429e-10,1.4136441719595335e-10
1984,2.6438475190713817e-06,9.920491115097566e-11,4.569451830804816e-10,9.920491115097566e-11
1985,2.896088355035837e-06,1.209071364852551e-10,5.129660783444377e-10,1.209071364852551e-10
1986,3.068776225388449e-06,1.782075469334922e-10,5.170300180054202e-10,1.782075469334922e-10
1987,3.293652330934752e-06,1.8489501447750889e-10,5.52348694560223e-10,1.8489501447750889e-10
1988,3.3398275718354853e-06,1.7726521589886016e-10,6.244038659135904e-10,1.7726521589886016e-10
1989,3.4396606939221134e-06,2.1717728557984246e-10,6.329676505156812e-10,2.1717728557984246e-10
1990,3.3689486177276455e-06,2.134520670335086e-10,6.173696672931836e-10,2.134520670335086e-10
1991,3.3044293559214566e-06,2.1110809082989868e-10,6.053311225289499e-10,2.1110809082989868e-10
1992,3.220525871126613e-06,1.957682116614036e-10,5.648021019131835e-10,1.957682116614036e-10
1993,3.1336138428222123e-06,1.1883971634144404e-10,5.536887892620967e-10,1.1883971634144404e-10
1994,2.985014719212943e-06,1.1215224879742739e-10,5.050331383252679e-10,1.1215224879742739e-10
1995,2.840105772910257e-06,1.1215224879742739e-10,4.893932759042485e-10,1.1215224879742739e-10
1996,2.685510188322431e-06,7.854221836404004e-11,4.389794916459522e-10,7.854221836404004e-11
1997,2.5614377006734557e-06,5.100743339608067e-11,4.1176760017564666e-10,5.100743339608067e-11
1998,2.4080269278264107e-06,6.018856544117871e-11,4.0124092738823084e-10,6.018856544117871e-11
1999,2.2314790320316594e-06,7.009595186037641e-11,4.4535461231541365e-10,7.009595186037641e-11
2000,2.037076618372729e-06,6.240566248284983e-11,4.444991022082131e-10,6.240566248284983e-11
2001,1.8626255463719384e-06,6.240566248284983e-11,4.3524583342209004e-10,6.240566248284983e-11
2002,1.714140109600391e-06,6.777421629863437e-11,4.028429276666959e-10,6.777421629863437e-11
2003,1.548340589709239e-06,7.178845167131267e-11,3.5415304815750963e-10,7.178845167131267e-11
2004,1.4023861792468649e-06,6.603592722246151e-11,3.232724901261871e-10,6.603592722246151e-11
2005,1.2402214955337904e-06,4.7084177330823456e-11,3.4903808018452564e-10,4.7084177330823456e-11
2006,1.0848708516927478e-06,3.0814444745841385e-11,3.5031124429834344e-10,3.0814444745841385e-11
2007,9.870125755436935e-07,3.0989176502682625e-11,3.1466316457213443e-10,3.0989176502682625e-11
2008,8.820413524647717e-07,3.0989176502682625e-11,2.588851355511679e-10,3.0989176502682625e-11
2009,8.007885737372687e-07,2.5620622686898085e-11,2.0983733401663025e-10,2.5620622686898085e-11
2010,7.264148881144397e-07,1.9398244171678745e-11,2.1786205775927873e-10,1.9398244171678745e-11
2011,6.633350397221096e-07,2.868303833534837e-11,2.0736481728162685e-10,2.868303833534837e-11
2012,6.266565882080093e-07,1.87458513493745e-11,1.5805014787008608e-10,1.87458513493745e-11
2013,6.142487498956533e-07,1.87458513493745e-11,8.620258970922937e-11,1.87458513493745e-11
2014,5.714755673125183e-07,1.857444034890156e-11,8.03211951315243e-11,1.857444034890156e-11
2015,5.493240483441955e-07,1.857444034890156e-11,9.118253771081949e-11,1.857444034890156e-11
2016,5.152239737071795e-07,1.857444034890156e-11,7.043914261396976e-11,1.857444034890156e-11
2017,4.970687352094197e-07,1.689396828448893e-11,4.874551456923726e-11,1.689396828448893e-11
2018,4.848430421589001e-07,7.274050112249242e-12,5.1995261568515974e-11,7.274050112249242e-12
2019,4.6536858633317024e-07,9.092562640311552e-12,5.564932629292807e-11,9.092562640311552e-12
