ngram,Sompo,Sompo,Sompo,Sompo
1645,0.0,0.0,0.0,0.0
1646,0.0,0.0,0.0,0.0
1647,0.0,0.0,0.0,0.0
1648,0.0,0.0,0.0,0.0
1649,0.0,0.0,0.0,0.0
1650,0.0,0.0,0.0,0.0
1651,0.0,0.0,0.0,0.0
1652,0.0,0.0,0.0,0.0
1653,0.0,0.0,0.0,0.0
1654,0.0,0.0,0.0,0.0
1655,0.0,0.0,0.0,0.0
1656,0.0,0.0,0.0,0.0
1657,0.0,0.0,0.0,0.0
1658,0.0,0.0,0.0,0.0
1659,0.0,0.0,0.0,0.0
1660,0.0,0.0,0.0,0.0
1661,0.0,0.0,0.0,0.0
1662,0.0,0.0,0.0,0.0
1663,0.0,0.0,0.0,0.0
1664,0.0,0.0,0.0,0.0
1665,0.0,0.0,0.0,0.0
1666,0.0,0.0,0.0,0.0
1667,0.0,0.0,0.0,0.0
1668,0.0,0.0,0.0,0.0
1669,0.0,0.0,0.0,0.0
1670,0.0,0.0,0.0,0.0
1671,0.0,0.0,0.0,0.0
1672,0.0,0.0,0.0,0.0
1673,0.0,0.0,0.0,0.0
1674,0.0,0.0,0.0,0.0
1675,0.0,0.0,0.0,0.0
1676,0.0,0.0,0.0,0.0
1677,0.0,0.0,0.0,0.0
1678,0.0,0.0,0.0,0.0
1679,0.0,0.0,0.0,0.0
1680,0.0,0.0,0.0,0.0
1681,0.0,0.0,0.0,0.0
1682,0.0,0.0,0.0,0.0
1683,0.0,0.0,0.0,0.0
1684,0.0,0.0,0.0,0.0
1685,0.0,0.0,0.0,0.0
1686,0.0,0.0,0.0,0.0
1687,0.0,0.0,0.0,0.0
1688,0.0,0.0,0.0,0.0
1689,0.0,0.0,0.0,0.0
1690,0.0,0.0,0.0,0.0
1691,0.0,0.0,0.0,0.0
1692,0.0,0.0,0.0,0.0
1693,0.0,0.0,0.0,0.0
1694,0.0,0.0,0.0,0.0
1695,0.0,0.0,0.0,0.0
1696,0.0,0.0,0.0,0.0
1697,0.0,0.0,0.0,0.0
1698,0.0,0.0,0.0,0.0
1699,0.0,0.0,0.0,0.0
1700,0.0,0.0,0.0,0.0
1701,0.0,0.0,0.0,0.0
1702,0.0,0.0,0.0,0.0
1703,0.0,0.0,0.0,0.0
1704,0.0,0.0,0.0,0.0
1705,0.0,0.0,0.0,0.0
1706,0.0,0.0,0.0,0.0
1707,0.0,0.0,0.0,0.0
1708,0.0,0.0,0.0,0.0
1709,0.0,0.0,0.0,0.0
1710,0.0,0.0,0.0,0.0
1711,0.0,0.0,0.0,0.0
1712,0.0,0.0,0.0,0.0
1713,0.0,0.0,0.0,0.0
1714,0.0,0.0,0.0,0.0
1715,0.0,0.0,0.0,0.0
1716,0.0,0.0,0.0,0.0
1717,0.0,0.0,0.0,0.0
1718,0.0,0.0,0.0,0.0
1719,0.0,0.0,0.0,0.0
1720,0.0,0.0,0.0,0.0
1721,0.0,0.0,0.0,0.0
1722,0.0,0.0,0.0,0.0
1723,0.0,0.0,0.0,0.0
1724,0.0,0.0,0.0,0.0
1725,0.0,0.0,0.0,0.0
1726,0.0,0.0,0.0,0.0
1727,0.0,0.0,0.0,0.0
1728,0.0,0.0,0.0,0.0
1729,0.0,0.0,0.0,0.0
1730,0.0,0.0,0.0,0.0
1731,0.0,0.0,0.0,0.0
1732,0.0,0.0,0.0,0.0
1733,0.0,0.0,0.0,0.0
1734,0.0,0.0,0.0,0.0
1735,0.0,0.0,0.0,0.0
1736,0.0,0.0,0.0,0.0
1737,0.0,0.0,0.0,0.0
1738,0.0,0.0,0.0,0.0
1739,0.0,0.0,0.0,0.0
1740,0.0,0.0,0.0,0.0
1741,0.0,0.0,0.0,0.0
1742,0.0,0.0,0.0,0.0
1743,0.0,0.0,0.0,0.0
1744,0.0,0.0,0.0,0.0
1745,0.0,0.0,0.0,0.0
1746,0.0,0.0,0.0,0.0
1747,0.0,0.0,0.0,0.0
1748,0.0,0.0,0.0,0.0
1749,0.0,0.0,0.0,0.0
1750,0.0,0.0,0.0,0.0
1751,0.0,0.0,0.0,0.0
1752,0.0,0.0,0.0,0.0
1753,0.0,0.0,0.0,0.0
1754,0.0,0.0,0.0,0.0
1755,0.0,0.0,0.0,0.0
1756,0.0,0.0,0.0,0.0
1757,0.0,0.0,0.0,0.0
1758,0.0,0.0,0.0,0.0
1759,0.0,0.0,0.0,0.0
1760,0.0,0.0,0.0,0.0
1761,0.0,0.0,0.0,0.0
1762,0.0,0.0,0.0,0.0
1763,0.0,0.0,0.0,0.0
1764,0.0,0.0,0.0,0.0
1765,0.0,0.0,0.0,0.0
1766,0.0,0.0,0.0,0.0
1767,0.0,0.0,0.0,0.0
1768,0.0,0.0,0.0,0.0
1769,0.0,0.0,0.0,0.0
1770,0.0,0.0,0.0,0.0
1771,0.0,0.0,0.0,0.0
1772,0.0,0.0,0.0,0.0
1773,0.0,0.0,0.0,0.0
1774,0.0,0.0,0.0,0.0
1775,0.0,0.0,0.0,0.0
1776,0.0,0.0,0.0,0.0
1777,0.0,0.0,0.0,0.0
1778,0.0,0.0,0.0,0.0
1779,0.0,0.0,0.0,0.0
1780,0.0,0.0,0.0,0.0
1781,0.0,0.0,0.0,0.0
1782,0.0,0.0,0.0,0.0
1783,0.0,0.0,0.0,0.0
1784,0.0,0.0,0.0,0.0
1785,0.0,0.0,0.0,0.0
1786,0.0,0.0,0.0,0.0
1787,0.0,0.0,0.0,0.0
1788,0.0,0.0,0.0,0.0
1789,0.0,0.0,0.0,0.0
1790,0.0,0.0,0.0,0.0
1791,0.0,0.0,0.0,0.0
1792,0.0,0.0,0.0,0.0
1793,0.0,0.0,0.0,0.0
1794,0.0,0.0,0.0,0.0
1795,9.132721245919129e-10,9.132721245919129e-10,9.132721245919129e-10,9.132721245919129e-10
1796,9.132721245919129e-10,9.132721245919129e-10,9.132721245919129e-10,9.132721245919129e-10
1797,9.132721245919129e-10,9.132721245919129e-10,9.132721245919129e-10,9.132721245919129e-10
1798,9.132721245919129e-10,9.132721245919129e-10,9.132721245919129e-10,9.132721245919129e-10
1799,9.132721245919129e-10,9.132721245919129e-10,9.132721245919129e-10,9.132721245919129e-10
1800,9.132721245919129e-10,9.132721245919129e-10,9.132721245919129e-10,9.132721245919129e-10
1801,9.132721245919129e-10,9.132721245919129e-10,9.132721245919129e-10,9.132721245919129e-10
1802,0.0,0.0,0.0,0.0
1803,0.0,0.0,0.0,0.0
1804,0.0,0.0,0.0,0.0
1805,0.0,0.0,0.0,0.0
1806,0.0,0.0,0.0,0.0
1807,0.0,0.0,0.0,0.0
1808,0.0,0.0,0.0,0.0
1809,0.0,0.0,0.0,0.0
1810,0.0,0.0,0.0,0.0
1811,0.0,0.0,0.0,0.0
1812,0.0,0.0,0.0,0.0
1813,0.0,0.0,0.0,0.0
1814,0.0,0.0,0.0,0.0
1815,0.0,0.0,0.0,0.0
1816,0.0,0.0,0.0,0.0
1817,0.0,0.0,0.0,0.0
1818,0.0,0.0,0.0,0.0
1819,0.0,0.0,0.0,0.0
1820,0.0,0.0,0.0,0.0
1821,0.0,0.0,0.0,0.0
1822,0.0,0.0,0.0,0.0
1823,0.0,0.0,0.0,0.0
1824,0.0,0.0,0.0,0.0
1825,0.0,0.0,0.0,0.0
1826,0.0,0.0,0.0,0.0
1827,0.0,0.0,0.0,0.0
1828,0.0,0.0,0.0,0.0
1829,0.0,0.0,0.0,0.0
1830,0.0,0.0,0.0,0.0
1831,0.0,0.0,0.0,0.0
1832,0.0,0.0,0.0,0.0
1833,0.0,0.0,0.0,0.0
1834,8.306019364364862e-11,8.306019364364862e-11,8.306019364364862e-11,8.306019364364862e-11
1835,8.306019364364862e-11,8.306019364364862e-11,8.306019364364862e-11,8.306019364364862e-11
1836,8.306019364364862e-11,8.306019364364862e-11,8.306019364364862e-11,8.306019364364862e-11
1837,1.6050160407082055e-10,1.6050160407082055e-10,1.6050160407082055e-10,1.6050160407082055e-10
1838,1.6050160407082055e-10,1.6050160407082055e-10,1.6050160407082055e-10,1.6050160407082055e-10
1839,1.6050160407082055e-10,1.6050160407082055e-10,1.6050160407082055e-10,1.6050160407082055e-10
1840,1.6050160407082055e-10,1.6050160407082055e-10,1.6050160407082055e-10,1.6050160407082055e-10
1841,7.744141042717193e-11,7.744141042717193e-11,7.744141042717193e-11,7.744141042717193e-11
1842,7.744141042717193e-11,7.744141042717193e-11,7.744141042717193e-11,7.744141042717193e-11
1843,7.744141042717193e-11,7.744141042717193e-11,7.744141042717193e-11,7.744141042717193e-11
1844,0.0,0.0,0.0,0.0
1845,0.0,0.0,0.0,0.0
1846,0.0,0.0,0.0,0.0
1847,0.0,0.0,0.0,0.0
1848,0.0,0.0,0.0,0.0
1849,0.0,0.0,0.0,0.0
1850,0.0,0.0,0.0,0.0
1851,0.0,0.0,0.0,0.0
1852,5.0561570803202876e-11,5.0561570803202876e-11,5.0561570803202876e-11,5.0561570803202876e-11
1853,5.0561570803202876e-11,5.0561570803202876e-11,5.0561570803202876e-11,5.0561570803202876e-11
1854,5.0561570803202876e-11,5.0561570803202876e-11,5.0561570803202876e-11,5.0561570803202876e-11
1855,5.0561570803202876e-11,5.0561570803202876e-11,5.0561570803202876e-11,5.0561570803202876e-11
1856,5.0561570803202876e-11,5.0561570803202876e-11,5.0561570803202876e-11,5.0561570803202876e-11
1857,5.0561570803202876e-11,5.0561570803202876e-11,5.0561570803202876e-11,5.0561570803202876e-11
1858,5.0561570803202876e-11,5.0561570803202876e-11,5.0561570803202876e-11,5.0561570803202876e-11
1859,0.0,0.0,0.0,0.0
1860,0.0,0.0,0.0,0.0
1861,0.0,0.0,0.0,0.0
1862,0.0,0.0,0.0,0.0
1863,0.0,0.0,0.0,0.0
1864,0.0,0.0,0.0,0.0
1865,0.0,0.0,0.0,0.0
1866,4.4239619903915386e-11,4.4239619903915386e-11,4.4239619903915386e-11,4.4239619903915386e-11
1867,4.4239619903915386e-11,4.4239619903915386e-11,4.4239619903915386e-11,4.4239619903915386e-11
1868,4.4239619903915386e-11,4.4239619903915386e-11,4.4239619903915386e-11,4.4239619903915386e-11
1869,4.4239619903915386e-11,4.4239619903915386e-11,4.4239619903915386e-11,4.4239619903915386e-11
1870,4.4239619903915386e-11,4.4239619903915386e-11,4.4239619903915386e-11,4.4239619903915386e-11
1871,4.4239619903915386e-11,4.4239619903915386e-11,4.4239619903915386e-11,4.4239619903915386e-11
1872,4.4239619903915386e-11,4.4239619903915386e-11,4.4239619903915386e-11,4.4239619903915386e-11
1873,0.0,0.0,0.0,0.0
1874,0.0,0.0,0.0,0.0
1875,0.0,0.0,0.0,0.0
1876,0.0,0.0,0.0,0.0
1877,0.0,0.0,0.0,0.0
1878,0.0,0.0,0.0,0.0
1879,0.0,0.0,0.0,0.0
1880,0.0,0.0,0.0,0.0
1881,0.0,0.0,0.0,0.0
1882,0.0,0.0,0.0,0.0
1883,3.212262797028639e-11,3.212262797028639e-11,3.212262797028639e-11,3.212262797028639e-11
1884,3.212262797028639e-11,3.212262797028639e-11,3.212262797028639e-11,3.212262797028639e-11
1885,6.11459057989602e-11,6.11459057989602e-11,6.11459057989602e-11,6.11459057989602e-11
1886,6.11459057989602e-11,6.11459057989602e-11,6.11459057989602e-11,6.11459057989602e-11
1887,6.11459057989602e-11,6.11459057989602e-11,6.11459057989602e-11,6.11459057989602e-11
1888,6.11459057989602e-11,6.11459057989602e-11,6.11459057989602e-11,6.11459057989602e-11
1889,6.11459057989602e-11,6.11459057989602e-11,6.11459057989602e-11,6.11459057989602e-11
1890,2.90232778286738e-11,2.90232778286738e-11,2.90232778286738e-11,2.90232778286738e-11
1891,2.90232778286738e-11,2.90232778286738e-11,2.90232778286738e-11,2.90232778286738e-11
1892,2.247158213476906e-11,2.247158213476906e-11,2.247158213476906e-11,2.247158213476906e-11
1893,2.247158213476906e-11,2.247158213476906e-11,2.247158213476906e-11,2.247158213476906e-11
1894,2.247158213476906e-11,2.247158213476906e-11,2.247158213476906e-11,2.247158213476906e-11
1895,4.3642789778911404e-11,4.3642789778911404e-11,4.3642789778911404e-11,4.3642789778911404e-11
1896,4.3642789778911404e-11,4.3642789778911404e-11,4.3642789778911404e-11,4.3642789778911404e-11
1897,6.221954499238284e-11,6.221954499238284e-11,6.221954499238284e-11,6.221954499238284e-11
1898,6.221954499238284e-11,6.221954499238284e-11,6.221954499238284e-11,6.221954499238284e-11
1899,3.9747962857613774e-11,3.9747962857613774e-11,3.9747962857613774e-11,3.9747962857613774e-11
1900,7.588917193070342e-11,7.588917193070342e-11,7.588917193070342e-11,7.588917193070342e-11
1901,7.588917193070342e-11,7.588917193070342e-11,7.588917193070342e-11,7.588917193070342e-11
1902,7.193625457218339e-11,7.193625457218339e-11,7.193625457218339e-11,7.193625457218339e-11
1903,7.193625457218339e-11,7.193625457218339e-11,7.193625457218339e-11,7.193625457218339e-11
1904,5.3359499358711964e-11,5.3359499358711964e-11,5.3359499358711964e-11,5.3359499358711964e-11
1905,5.3359499358711964e-11,5.3359499358711964e-11,5.3359499358711964e-11,5.3359499358711964e-11
1906,5.3359499358711964e-11,5.3359499358711964e-11,5.3359499358711964e-11,5.3359499358711964e-11
1907,1.721829028562232e-11,1.721829028562232e-11,1.721829028562232e-11,1.721829028562232e-11
1908,9.95650149628245e-11,9.95650149628245e-11,9.95650149628245e-11,9.95650149628245e-11
1909,1.0990874282119328e-10,1.0990874282119328e-10,1.0990874282119328e-10,1.0990874282119328e-10
1910,1.2368263258804342e-10,1.2368263258804342e-10,1.2368263258804342e-10,1.2368263258804342e-10
1911,1.3766056449522017e-10,1.3766056449522017e-10,1.3766056449522017e-10,1.3766056449522017e-10
1912,1.5207467229938487e-10,1.5207467229938487e-10,1.5207467229938487e-10,1.5207467229938487e-10
1913,1.6637259129894033e-10,1.6637259129894033e-10,1.6637259129894033e-10,1.6637259129894033e-10
1914,1.6637259129894033e-10,1.6637259129894033e-10,1.6637259129894033e-10,1.6637259129894033e-10
1915,8.402586662173813e-11,8.402586662173813e-11,8.402586662173813e-11,8.402586662173813e-11
1916,5.646384847774704e-11,5.646384847774704e-11,5.646384847774704e-11,5.646384847774704e-11
1917,5.665569303386115e-11,5.665569303386115e-11,5.665569303386115e-11,5.665569303386115e-11
1918,4.267776112668439e-11,4.267776112668439e-11,4.267776112668439e-11,4.267776112668439e-11
1919,2.8263653322519692e-11,2.8263653322519692e-11,2.8263653322519692e-11,2.8263653322519692e-11
1920,1.396573432296425e-11,1.396573432296425e-11,1.396573432296425e-11,1.396573432296425e-11
1921,1.396573432296425e-11,1.396573432296425e-11,1.396573432296425e-11,1.396573432296425e-11
1922,1.396573432296425e-11,1.396573432296425e-11,1.396573432296425e-11,1.396573432296425e-11
1923,1.396573432296425e-11,1.396573432296425e-11,1.396573432296425e-11,1.396573432296425e-11
1924,2.4421530274233915e-11,2.4421530274233915e-11,2.4421530274233915e-11,2.4421530274233915e-11
1925,2.4421530274233915e-11,2.4421530274233915e-11,2.4421530274233915e-11,2.4421530274233915e-11
1926,2.4421530274233915e-11,2.4421530274233915e-11,2.4421530274233915e-11,2.4421530274233915e-11
1927,2.4421530274233915e-11,2.4421530274233915e-11,2.4421530274233915e-11,2.4421530274233915e-11
1928,4.72310167167121e-11,4.72310167167121e-11,4.72310167167121e-11,4.72310167167121e-11
1929,4.72310167167121e-11,4.72310167167121e-11,4.72310167167121e-11,4.72310167167121e-11
1930,4.72310167167121e-11,4.72310167167121e-11,4.72310167167121e-11,4.72310167167121e-11
1931,2.2809486442478187e-11,2.2809486442478187e-11,2.2809486442478187e-11,2.2809486442478187e-11
1932,2.2809486442478187e-11,2.2809486442478187e-11,2.2809486442478187e-11,2.2809486442478187e-11
1933,2.2809486442478187e-11,2.2809486442478187e-11,2.2809486442478187e-11,2.2809486442478187e-11
1934,2.2809486442478187e-11,2.2809486442478187e-11,2.2809486442478187e-11,2.2809486442478187e-11
1935,0.0,0.0,0.0,0.0
1936,0.0,0.0,0.0,0.0
1937,2.2442416972420378e-11,2.2442416972420378e-11,2.2442416972420378e-11,2.2442416972420378e-11
1938,2.2442416972420378e-11,2.2442416972420378e-11,2.2442416972420378e-11,2.2442416972420378e-11
1939,2.2442416972420378e-11,2.2442416972420378e-11,2.2442416972420378e-11,2.2442416972420378e-11
1940,2.2442416972420378e-11,2.2442416972420378e-11,2.2442416972420378e-11,2.2442416972420378e-11
1941,2.2442416972420378e-11,2.2442416972420378e-11,2.2442416972420378e-11,2.2442416972420378e-11
1942,4.735046283637396e-11,4.735046283637396e-11,4.735046283637396e-11,4.735046283637396e-11
1943,4.735046283637396e-11,4.735046283637396e-11,4.735046283637396e-11,4.735046283637396e-11
1944,4.3879368392753444e-11,4.3879368392753444e-11,4.3879368392753444e-11,4.3879368392753444e-11
1945,4.3879368392753444e-11,4.3879368392753444e-11,4.3879368392753444e-11,4.3879368392753444e-11
1946,4.3879368392753444e-11,4.3879368392753444e-11,4.3879368392753444e-11,4.3879368392753444e-11
1947,6.043634442105222e-11,6.043634442105222e-11,6.043634442105222e-11,6.043634442105222e-11
1948,7.753634440848295e-11,7.753634440848295e-11,7.753634440848295e-11,7.753634440848295e-11
1949,5.2628298544529375e-11,5.2628298544529375e-11,5.2628298544529375e-11,5.2628298544529375e-11
1950,5.2628298544529375e-11,5.2628298544529375e-11,5.2628298544529375e-11,5.2628298544529375e-11
1951,3.365697601572951e-11,3.365697601572951e-11,3.365697601572951e-11,3.365697601572951e-11
1952,3.365697601572951e-11,3.365697601572951e-11,3.365697601572951e-11,3.365697601572951e-11
1953,3.365697601572951e-11,3.365697601572951e-11,3.365697601572951e-11,3.365697601572951e-11
1954,3.161595588504643e-11,3.161595588504643e-11,3.161595588504643e-11,3.161595588504643e-11
1955,7.2492964012635e-11,7.2492964012635e-11,7.2492964012635e-11,7.2492964012635e-11
1956,8.596096949333086e-11,8.596096949333086e-11,8.596096949333086e-11,8.596096949333086e-11
1957,1.1144842092842516e-10,1.1144842092842516e-10,1.1144842092842516e-10,1.1144842092842516e-10
1958,1.9476107928787353e-10,1.9476107928787353e-10,1.9476107928787353e-10,1.9476107928787353e-10
1959,2.286428972740419e-10,2.286428972740419e-10,2.286428972740419e-10,2.286428972740419e-10
1960,2.49818619164304e-10,2.49818619164304e-10,2.49818619164304e-10,2.49818619164304e-10
1961,3.4785835025966504e-10,3.4785835025966504e-10,3.4785835025966504e-10,3.4785835025966504e-10
1962,3.0008309825119943e-10,3.0008309825119943e-10,3.0008309825119943e-10,3.0008309825119943e-10
1963,2.8661509277050357e-10,2.8661509277050357e-10,2.8661509277050357e-10,2.8661509277050357e-10
1964,2.6112764133540926e-10,2.6112764133540926e-10,2.6112764133540926e-10,2.6112764133540926e-10
1965,2.0426022777948154e-10,2.0426022777948154e-10,2.0426022777948154e-10,2.0426022777948154e-10
1966,2.1434376495932383e-10,2.1434376495932383e-10,2.1434376495932383e-10,2.1434376495932383e-10
1967,2.108574009840325e-10,2.108574009840325e-10,2.108574009840325e-10,2.108574009840325e-10
1968,9.83017139910558e-11,9.83017139910558e-11,9.83017139910558e-11,9.83017139910558e-11
1969,1.0605372929057516e-10,1.0605372929057516e-10,1.0605372929057516e-10,1.0605372929057516e-10
1970,1.4113176500479037e-10,1.4113176500479037e-10,1.4113176500479037e-10,1.4113176500479037e-10
1971,1.6798446760597178e-10,1.6798446760597178e-10,1.6798446760597178e-10,1.6798446760597178e-10
1972,1.4153922280245113e-10,1.4153922280245113e-10,1.4153922280245113e-10,1.4153922280245113e-10
1973,1.1408206125805366e-10,1.1408206125805366e-10,1.1408206125805366e-10,1.1408206125805366e-10
1974,1.3713021987779176e-10,1.3713021987779176e-10,1.3713021987779176e-10,1.3713021987779176e-10
1975,1.3713021987779176e-10,1.3713021987779176e-10,1.3713021987779176e-10,1.3713021987779176e-10
1976,2.07577187581544e-10,2.07577187581544e-10,2.07577187581544e-10,2.07577187581544e-10
1977,2.206576171781549e-10,2.206576171781549e-10,2.206576171781549e-10,2.206576171781549e-10
1978,2.672442723466213e-10,2.672442723466213e-10,2.672442723466213e-10,2.672442723466213e-10
1979,3.160104777062094e-10,3.160104777062094e-10,3.160104777062094e-10,3.160104777062094e-10
1980,3.3084959375325896e-10,3.3084959375325896e-10,3.3084959375325896e-10,3.3084959375325896e-10
1981,3.435206682603617e-10,3.435206682603617e-10,3.435206682603617e-10,3.435206682603617e-10
1982,3.6575515235551647e-10,3.6575515235551647e-10,3.6575515235551647e-10,3.6575515235551647e-10
1983,3.6618448352930347e-10,3.6618448352930347e-10,3.6618448352930347e-10,3.6618448352930347e-10
1984,3.7683076500475265e-10,3.7683076500475265e-10,3.7683076500475265e-10,3.7683076500475265e-10
1985,4.119025279588787e-10,4.119025279588787e-10,4.119025279588787e-10,4.119025279588787e-10
1986,4.114962101223593e-10,4.114962101223593e-10,4.114962101223593e-10,4.114962101223593e-10
1987,8.081468232707628e-10,8.081468232707628e-10,8.081468232707628e-10,8.081468232707628e-10
1988,9.834747540158973e-10,9.834747540158973e-10,9.834747540158973e-10,9.834747540158973e-10
1989,1.13419257319336e-09,1.13419257319336e-09,1.13419257319336e-09,1.13419257319336e-09
1990,1.1319095105655208e-09,1.1319095105655208e-09,1.1319095105655208e-09,1.1319095105655208e-09
1991,1.1322281802593282e-09,1.1322281802593282e-09,1.1322281802593282e-09,1.1322281802593282e-09
1992,1.2336744760675445e-09,1.2336744760675445e-09,1.2336744760675445e-09,1.2336744760675445e-09
1993,1.256169545366908e-09,1.256169545366908e-09,1.256169545366908e-09,1.256169545366908e-09
1994,1.3094032485267653e-09,1.3094032485267653e-09,1.3094032485267653e-09,1.3094032485267653e-09
1995,1.1189895161261327e-09,1.1189895161261327e-09,1.1189895161261327e-09,1.1189895161261327e-09
1996,1.0468698408150345e-09,1.0468698408150345e-09,1.0468698408150345e-09,1.0468698408150345e-09
1997,1.0523632243408798e-09,1.0523632243408798e-09,1.0523632243408798e-09,1.0523632243408798e-09
1998,1.149240068189426e-09,1.149240068189426e-09,1.149240068189426e-09,1.149240068189426e-09
1999,1.693113617560828e-09,1.693113617560828e-09,1.693113617560828e-09,1.693113617560828e-09
2000,2.4063154802078657e-09,2.4063154802078657e-09,2.4063154802078657e-09,2.4063154802078657e-09
