ngram,Phillips 66,Phillips 6
1693,0.0,0.0
1694,0.0,0.0
1695,0.0,0.0
1696,0.0,0.0
1697,0.0,0.0
1698,0.0,0.0
1699,0.0,0.0
1700,0.0,0.0
1701,0.0,0.0
1702,0.0,0.0
1703,0.0,0.0
1704,0.0,0.0
1705,0.0,0.0
1706,0.0,0.0
1707,0.0,0.0
1708,0.0,0.0
1709,0.0,0.0
1710,0.0,0.0
1711,0.0,0.0
1712,0.0,0.0
1713,0.0,0.0
1714,0.0,0.0
1715,0.0,0.0
1716,0.0,0.0
1717,0.0,0.0
1718,0.0,0.0
1719,0.0,0.0
1720,0.0,0.0
1721,0.0,0.0
1722,0.0,0.0
1723,0.0,0.0
1724,0.0,0.0
1725,0.0,0.0
1726,0.0,0.0
1727,0.0,0.0
1728,0.0,0.0
1729,0.0,0.0
1730,0.0,0.0
1731,0.0,0.0
1732,0.0,0.0
1733,0.0,0.0
1734,0.0,0.0
1735,0.0,0.0
1736,0.0,0.0
1737,0.0,0.0
1738,0.0,0.0
1739,0.0,0.0
1740,0.0,0.0
1741,0.0,0.0
1742,0.0,0.0
1743,0.0,0.0
1744,0.0,0.0
1745,0.0,0.0
1746,0.0,0.0
1747,0.0,0.0
1748,0.0,0.0
1749,0.0,0.0
1750,0.0,0.0
1751,0.0,0.0
1752,0.0,0.0
1753,0.0,0.0
1754,0.0,0.0
1755,0.0,0.0
1756,0.0,0.0
1757,0.0,0.0
1758,0.0,0.0
1759,0.0,0.0
1760,0.0,0.0
1761,0.0,0.0
1762,0.0,0.0
1763,0.0,0.0
1764,0.0,0.0
1765,0.0,0.0
1766,0.0,0.0
1767,0.0,0.0
1768,0.0,0.0
1769,0.0,0.0
1770,0.0,0.0
1771,0.0,0.0
1772,0.0,0.0
1773,0.0,0.0
1774,0.0,0.0
1775,0.0,0.0
1776,0.0,0.0
1777,0.0,0.0
1778,0.0,0.0
1779,0.0,0.0
1780,0.0,0.0
1781,0.0,0.0
1782,0.0,0.0
1783,0.0,0.0
1784,0.0,0.0
1785,0.0,0.0
1786,0.0,0.0
1787,0.0,0.0
1788,0.0,0.0
1789,0.0,0.0
1790,0.0,0.0
1791,0.0,0.0
1792,0.0,0.0
1793,0.0,0.0
1794,0.0,0.0
1795,0.0,0.0
1796,0.0,0.0
1797,0.0,0.0
1798,0.0,0.0
1799,0.0,0.0
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,6.699452421392899e-10,0.0
1804,6.699452421392899e-10,0.0
1805,6.699452421392899e-10,2.47730296593878e-10
1806,6.699452421392899e-10,2.47730296593878e-10
1807,6.699452421392899e-10,2.47730296593878e-10
1808,6.699452421392899e-10,2.47730296593878e-10
1809,6.699452421392899e-10,2.47730296593878e-10
1810,0.0,2.47730296593878e-10
1811,0.0,4.717946668262942e-10
1812,0.0,2.2406437023241617e-10
1813,0.0,4.094197837898962e-10
1814,0.0,4.094197837898962e-10
1815,0.0,4.094197837898962e-10
1816,0.0,4.094197837898962e-10
1817,0.0,4.094197837898962e-10
1818,0.0,3.562079520236239e-10
1819,0.0,3.562079520236239e-10
1820,0.0,1.708525384661438e-10
1821,0.0,1.708525384661438e-10
1822,0.0,1.708525384661438e-10
1823,1.3420390195964923e-10,3.05056440425793e-10
1824,1.3420390195964923e-10,4.3312026980808176e-10
1825,1.3420390195964923e-10,2.6226773134193794e-10
1826,1.3420390195964923e-10,2.6226773134193794e-10
1827,1.3420390195964923e-10,2.6226773134193794e-10
1828,1.3420390195964923e-10,2.6226773134193794e-10
1829,3.3595156815177264e-10,2.6226773134193794e-10
1830,2.0174766619212344e-10,3.1031731152962397e-10
1831,2.0174766619212344e-10,2.7110776322304883e-10
1832,2.0174766619212344e-10,2.7110776322304883e-10
1833,2.0174766619212344e-10,4.2890991552064454e-10
1834,2.0174766619212344e-10,5.082658976236181e-10
1835,2.0174766619212344e-10,5.082658976236181e-10
1836,0.0,5.082658976236181e-10
1837,0.0,3.260124154762829e-10
1838,7.298699739826426e-11,3.101451317988335e-10
1839,7.298699739826426e-11,3.8259635935590705e-10
1840,7.298699739826426e-11,2.2479420705831136e-10
1841,7.298699739826426e-11,1.454382249553378e-10
1842,7.298699739826426e-11,3.197008134416178e-10
1843,7.298699739826426e-11,3.197008134416178e-10
1844,7.298699739826426e-11,3.197008134416178e-10
1845,0.0,2.467138160433535e-10
1846,0.0,1.7426258848627996e-10
1847,5.787811499910081e-11,2.3214070348538078e-10
1848,5.787811499910081e-11,5.977601429713835e-10
1849,5.787811499910081e-11,4.748378238225318e-10
1850,5.787811499910081e-11,5.201724606607172e-10
1851,5.787811499910081e-11,5.644947247735693e-10
1852,5.787811499910081e-11,1.1441035936104222e-09
1853,5.787811499910081e-11,1.1441035936104222e-09
1854,4.817793386457936e-11,1.1344034124759007e-09
1855,4.817793386457936e-11,7.68783972989898e-10
1856,2.9383442623487355e-09,9.069628024795304e-10
1857,2.9383442623487355e-09,9.075031480256155e-10
1858,2.9383442623487355e-09,8.631808839127635e-10
1859,2.9383442623487355e-09,3.4164883620592587e-10
1860,2.9965409954955747e-09,4.5804230249960453e-10
1861,2.9483630616309954e-09,4.637262201218866e-10
1862,3.0015046797211245e-09,5.700094563021452e-10
1863,1.1133835123696859e-10,4.715417223355445e-10
1864,1.1133835123696859e-10,6.052421421186085e-10
1865,1.5349758369127235e-10,9.003567732638171e-10
1866,1.5349758369127235e-10,1.1795712264093895e-09
1867,9.530085054443305e-11,1.063177760115711e-09
1868,9.530085054443305e-11,1.0520213153001175e-09
1869,4.215923245430377e-11,1.0211131583139276e-09
1870,4.215923245430377e-11,1.0910268759862468e-09
1871,8.080469626747799e-11,9.500969376320866e-10
1872,3.8645463813174223e-11,6.940041121149067e-10
1873,3.8645463813174223e-11,3.5671283783931887e-10
1874,3.8645463813174223e-11,5.838151430546747e-10
1875,3.8645463813174223e-11,6.938769321023536e-10
1876,7.514299896601732e-11,9.469796692838729e-10
1877,7.514299896601732e-11,1.5843479226975076e-09
1878,3.649753515284309e-11,1.925638255993535e-09
1879,1.0293630630415457e-10,2.11915215534272e-09
1880,1.0293630630415457e-10,2.369501626654978e-09
1881,1.329695322103776e-10,2.5928977219282144e-09
1882,1.329695322103776e-10,2.6560333297810855e-09
1883,9.647199705753451e-11,2.6637240032759533e-09
1884,9.647199705753451e-11,2.0685268101569167e-09
1885,9.647199705753451e-11,2.1302393182764945e-09
1886,3.003322590622304e-11,2.291189650703375e-09
1887,5.6330364975717575e-11,2.3038115700860627e-09
1888,5.1971032636163474e-11,2.0073565349625663e-09
1889,2.0128721110536573e-10,1.816339761135615e-09
1890,2.494060176637193e-10,1.624527686975138e-09
1891,2.494060176637193e-10,1.616168675079775e-09
1892,2.7076592158868454e-10,1.2813198914583624e-09
1893,2.926865793379767e-10,1.063199116048606e-09
1894,3.293628603977845e-10,1.0101391152111156e-09
1895,3.0368896683111556e-10,1.1579142882618093e-09
1896,1.543727883619133e-10,1.3172909429925994e-09
1897,1.0625398180355968e-10,1.5082395491258386e-09
1898,1.0625398180355968e-10,1.4847643749403362e-09
1899,8.489407787859449e-11,2.225430760306933e-09
1900,9.72997634843661e-11,2.2903498938678777e-09
1901,3.432634335506382e-11,2.650164611571272e-09
1902,5.067682087459399e-11,2.8879118620293654e-09
1903,5.067682087459399e-11,3.2482911598614398e-09
1904,6.572914038446446e-11,3.1989802235748196e-09
1905,6.572914038446446e-11,3.2736932212681526e-09
1906,6.572914038446446e-11,2.6472119575769527e-09
1907,5.922783493808988e-11,2.5460527495825757e-09
1908,5.922783493808988e-11,2.1587738580868584e-09
1909,5.595878423335167e-11,2.0508951679788977e-09
1910,6.903616963807987e-11,1.6631818144929866e-09
1911,5.3983850128209405e-11,1.7089012427362604e-09
1912,6.767222199277612e-11,1.8050955968058296e-09
1913,2.170132853180589e-10,1.8284872346388932e-09
1914,2.030751420197977e-10,1.9809868348882478e-09
1915,2.030751420197977e-10,2.040856309345632e-09
1916,1.8999371520500574e-10,1.8094374728708625e-09
1917,1.7691632980027753e-10,1.8914076336886053e-09
1918,1.7691632980027753e-10,1.7646095219957049e-09
1919,1.6322795793571084e-10,1.705866574981079e-09
1920,1.3886894610428057e-11,1.725784023623841e-09
1921,2.6683324200987054e-11,1.6743091516399237e-09
1922,7.253316003374977e-11,1.6841665522499787e-09
1923,7.253316003374977e-11,1.7171268375447214e-09
1924,7.253316003374977e-11,1.6869530375781698e-09
1925,7.059920326917585e-10,1.5912546835750163e-09
1926,1.2935521919483455e-09,1.3730727824575899e-09
1927,1.4446842829172824e-09,1.173549947695664e-09
1928,1.5262278306251075e-09,1.106563023751355e-09
1929,2.1047527688976076e-09,9.264321770048006e-10
1930,2.906452110730738e-09,9.259550507298034e-10
1931,3.1556667437878818e-09,8.667588472352098e-10
1932,3.038906301203578e-09,9.14797848583504e-10
1933,5.180296921584013e-09,1.0255747283162619e-09
1934,6.416316176784318e-09,1.1315301552881708e-09
1935,7.743870830293328e-09,1.1906259311800227e-09
1936,9.108892259516007e-09,1.3175222976106023e-09
1937,1.0097626369974324e-08,1.5750085997317293e-09
1938,1.150138473349216e-08,1.6321014381251838e-09
1939,1.273562360332952e-08,1.5221680186147272e-09
1940,1.1502387994458526e-08,1.542266052962609e-09
1941,1.1662370497893854e-08,1.6075432017283374e-09
1942,1.176693206364884e-08,1.612260285594707e-09
1943,1.3164314971447766e-08,1.576538939079037e-09
1944,1.8503990086214473e-08,1.212657569598414e-09
1945,2.4647964938903248e-08,1.1844557953491881e-09
1946,3.1849648886504515e-08,1.310206673313782e-09
1947,3.927980911961575e-08,1.2399855745367665e-09
1948,4.6248805039640824e-08,1.2315122889715114e-09
1949,5.1580278080466865e-08,1.2694090699229476e-09
1950,5.45141364430687e-08,1.411768686081822e-09
1951,5.646382003224712e-08,1.5529278656651562e-09
1952,5.91941261721526e-08,1.5534415182776635e-09
1953,6.048848939193314e-08,1.574270190398051e-09
1954,6.259110715437341e-08,1.6277692210004651e-09
1955,6.030524143544166e-08,1.6621306553332715e-09
1956,6.07250991078802e-08,1.5922962948167196e-09
1957,6.076882489277783e-08,1.5534155549192162e-09
1958,5.5074376297576625e-08,1.5010221795666974e-09
1959,4.870660750912391e-08,1.4725610096379326e-09
1960,4.513739502799906e-08,1.5304601871538433e-09
1961,4.0136552621155326e-08,1.7257436115057446e-09
1962,4.027337523788381e-08,1.5900290132161592e-09
1963,3.855219305697639e-08,1.5452248528343863e-09
1964,3.721330113900681e-08,1.501120989415889e-09
1965,3.9767041215554855e-08,1.5208778363679748e-09
1966,4.073066709306009e-08,1.5964251032229981e-09
1967,4.221823703330431e-08,1.5550707071249852e-09
1968,4.2025205918402464e-08,1.306822943509494e-09
1969,4.024753000716633e-08,1.3857592454488303e-09
1970,3.958441802914032e-08,1.409134578863761e-09
1971,3.8862286848890496e-08,1.3654920765533112e-09
1972,3.6408624940317425e-08,1.2879123878484222e-09
1973,3.3611312590307666e-08,1.368332486999841e-09
1974,2.7555048147982168e-08,1.3749964421018645e-09
1975,2.3694458078133655e-08,1.4721440098698834e-09
1976,2.1979259428357116e-08,1.3893375894191706e-09
1977,1.9293980127851488e-08,1.3889941498566672e-09
1978,1.6729275996242776e-08,1.4273728786230932e-09
1979,1.458895061899414e-08,1.4478736543033222e-09
1980,1.3388796737956454e-08,1.4619818292490753e-09
1981,1.293444031245729e-08,1.3972794429431952e-09
1982,1.2708489879490311e-08,1.378071395092511e-09
1983,1.3952449227718132e-08,1.4951112094406328e-09
1984,1.758254126420817e-08,1.5915198682746124e-09
1985,2.428187479657546e-08,1.6013135262227252e-09
1986,3.4263962460962764e-08,1.587770740282427e-09
1987,4.399882629663969e-08,1.4135566051010073e-09
1988,5.442479444894843e-08,1.5051357937778675e-09
1989,6.40134074002065e-08,1.522266693651123e-09
1990,6.470374559951e-08,1.4603090007067214e-09
1991,6.469862461650727e-08,1.412015774146117e-09
1992,6.035466780320218e-08,1.3726357986750974e-09
1993,5.296986976028555e-08,1.318740775310293e-09
1994,4.4920567329346084e-08,1.3024407980693248e-09
1995,3.632605936689158e-08,1.149714371325875e-09
1996,2.8458668818335094e-08,1.102236286370279e-09
1997,2.7834440530227766e-08,1.1329659591449319e-09
1998,2.7245935539456567e-08,1.0280981462987678e-09
1999,2.75866580372914e-08,1.0313738117519377e-09
2000,2.622048483098232e-08,9.852932279587533e-10
2001,2.7780710049845377e-08,9.37374757180111e-10
2002,2.7266204024759385e-08,9.381791296217808e-10
2003,2.569408863450917e-08,8.968185559256523e-10
2004,2.3202331357806216e-08,7.752493884944605e-10
2005,1.9661982391434256e-08,7.008029593144219e-10
2006,1.6574900690053644e-08,6.126958266136232e-10
2007,1.534234352261267e-08,6.659201245984292e-10
2008,1.2470297175834081e-08,6.643087310401593e-10
2009,1.1108958578428688e-08,6.51181136790413e-10
2010,1.0875995849955546e-08,6.977604406964235e-10
2011,1.156017681580579e-08,7.258571640570263e-10
2012,1.1603006936208463e-08,8.209668421267833e-10
2013,1.2693805625677409e-08,7.740529844075488e-10
2014,1.3118457938990754e-08,7.306381016076407e-10
2015,1.3096519551376268e-08,7.017931791253318e-10
2016,1.368142450124716e-08,6.704484229696256e-10
2017,1.4020067921431215e-08,5.730251227224296e-10
2018,1.3496694428738465e-08,5.271253933347708e-10
2019,1.3789034802869082e-08,4.013472124086981e-10
