ngram,Alcon,Alcn,Alcon,Alcn
1628,0.0,0.0,0.0,0.0
1629,0.0,0.0,0.0,0.0
1630,0.0,0.0,0.0,0.0
1631,0.0,0.0,0.0,0.0
1632,0.0,0.0,0.0,0.0
1633,0.0,0.0,0.0,0.0
1634,0.0,0.0,0.0,0.0
1635,0.0,0.0,0.0,0.0
1636,0.0,0.0,0.0,0.0
1637,0.0,0.0,0.0,0.0
1638,0.0,0.0,0.0,0.0
1639,0.0,0.0,0.0,0.0
1640,0.0,0.0,0.0,0.0
1641,0.0,0.0,0.0,0.0
1642,0.0,0.0,0.0,0.0
1643,0.0,0.0,0.0,0.0
1644,0.0,0.0,0.0,0.0
1645,0.0,0.0,0.0,0.0
1646,0.0,0.0,0.0,0.0
1647,0.0,0.0,0.0,0.0
1648,0.0,0.0,0.0,0.0
1649,0.0,0.0,0.0,0.0
1650,0.0,0.0,0.0,0.0
1651,0.0,0.0,0.0,0.0
1652,0.0,0.0,0.0,0.0
1653,0.0,0.0,0.0,0.0
1654,0.0,0.0,0.0,0.0
1655,0.0,0.0,0.0,0.0
1656,4.530733122010133e-08,0.0,4.530733122010133e-08,0.0
1657,4.530733122010133e-08,0.0,4.530733122010133e-08,0.0
1658,4.530733122010133e-08,0.0,4.530733122010133e-08,0.0
1659,4.530733122010133e-08,0.0,4.530733122010133e-08,0.0
1660,4.530733122010133e-08,0.0,4.530733122010133e-08,0.0
1661,4.530733122010133e-08,0.0,4.530733122010133e-08,0.0
1662,4.530733122010133e-08,0.0,4.530733122010133e-08,0.0
1663,0.0,0.0,0.0,0.0
1664,3.9302981187055204e-08,0.0,3.9302981187055204e-08,0.0
1665,3.9302981187055204e-08,0.0,3.9302981187055204e-08,0.0
1666,3.9302981187055204e-08,0.0,3.9302981187055204e-08,0.0
1667,3.9302981187055204e-08,0.0,3.9302981187055204e-08,0.0
1668,3.9302981187055204e-08,0.0,3.9302981187055204e-08,0.0
1669,3.9302981187055204e-08,0.0,3.9302981187055204e-08,0.0
1670,3.9302981187055204e-08,0.0,3.9302981187055204e-08,0.0
1671,0.0,0.0,0.0,0.0
1672,0.0,0.0,0.0,0.0
1673,2.4742870355761885e-08,2.4742870355761885e-08,2.4742870355761885e-08,2.4742870355761885e-08
1674,8.980391896784568e-08,2.4742870355761885e-08,8.980391896784568e-08,2.4742870355761885e-08
1675,8.980391896784568e-08,2.4742870355761885e-08,8.980391896784568e-08,2.4742870355761885e-08
1676,8.980391896784568e-08,2.4742870355761885e-08,8.980391896784568e-08,2.4742870355761885e-08
1677,8.980391896784568e-08,2.4742870355761885e-08,8.980391896784568e-08,2.4742870355761885e-08
1678,8.980391896784568e-08,2.4742870355761885e-08,8.980391896784568e-08,2.4742870355761885e-08
1679,8.980391896784568e-08,2.4742870355761885e-08,8.980391896784568e-08,2.4742870355761885e-08
1680,6.506104861208379e-08,0.0,6.506104861208379e-08,0.0
1681,0.0,0.0,0.0,0.0
1682,0.0,0.0,0.0,0.0
1683,0.0,0.0,0.0,0.0
1684,0.0,0.0,0.0,0.0
1685,0.0,0.0,0.0,0.0
1686,0.0,0.0,0.0,0.0
1687,0.0,0.0,0.0,0.0
1688,0.0,0.0,0.0,0.0
1689,0.0,0.0,0.0,0.0
1690,0.0,0.0,0.0,0.0
1691,0.0,0.0,0.0,0.0
1692,0.0,0.0,0.0,0.0
1693,0.0,0.0,0.0,0.0
1694,0.0,0.0,0.0,0.0
1695,0.0,0.0,0.0,0.0
1696,0.0,0.0,0.0,0.0
1697,0.0,0.0,0.0,0.0
1698,0.0,0.0,0.0,0.0
1699,0.0,0.0,0.0,0.0
1700,0.0,0.0,0.0,0.0
1701,9.666759329515377e-09,0.0,9.666759329515377e-09,0.0
1702,9.666759329515377e-09,0.0,9.666759329515377e-09,0.0
1703,2.0707969180680915e-08,0.0,2.0707969180680915e-08,0.0
1704,2.0707969180680915e-08,0.0,2.0707969180680915e-08,0.0
1705,2.0707969180680915e-08,0.0,2.0707969180680915e-08,0.0
1706,4.285873497370371e-08,2.215076579302279e-08,4.285873497370371e-08,2.215076579302279e-08
1707,4.285873497370371e-08,2.215076579302279e-08,4.285873497370371e-08,2.215076579302279e-08
1708,8.142131032887587e-08,2.215076579302279e-08,8.142131032887587e-08,2.215076579302279e-08
1709,9.344632648630327e-08,2.215076579302279e-08,9.344632648630327e-08,2.215076579302279e-08
1710,9.962013994676714e-08,2.215076579302279e-08,9.962013994676714e-08,2.215076579302279e-08
1711,9.962013994676714e-08,2.215076579302279e-08,9.962013994676714e-08,2.215076579302279e-08
1712,1.1048355982471289e-07,2.215076579302279e-08,1.1048355982471289e-07,2.215076579302279e-08
1713,9.915080921375972e-08,0.0,9.915080921375972e-08,0.0
1714,1.278656398540079e-07,0.0,1.278656398540079e-07,0.0
1715,9.095865850992726e-08,0.0,9.095865850992726e-08,0.0
1716,7.893364235249984e-08,1.770991632708631e-08,7.893364235249984e-08,1.770991632708631e-08
1717,6.171861904087044e-08,1.770991632708631e-08,6.171861904087044e-08,1.770991632708631e-08
1718,6.171861904087044e-08,1.770991632708631e-08,6.171861904087044e-08,1.770991632708631e-08
1719,5.744007022404471e-08,1.770991632708631e-08,5.744007022404471e-08,1.770991632708631e-08
1720,4.6622055041975075e-08,2.6771044555776565e-08,4.6622055041975075e-08,2.6771044555776565e-08
1721,1.7907224401726906e-08,2.6771044555776565e-08,1.7907224401726906e-08,2.6771044555776565e-08
1722,6.584871061120014e-09,2.6771044555776565e-08,6.584871061120014e-09,2.6771044555776565e-08
1723,1.8935223420969904e-08,9.061128228690255e-09,1.8935223420969904e-08,9.061128228690255e-09
1724,2.480614317132027e-08,9.061128228690255e-09,2.480614317132027e-08,9.061128228690255e-09
1725,3.215909621141171e-08,9.061128228690255e-09,3.215909621141171e-08,9.061128228690255e-09
1726,3.196172317286385e-08,9.061128228690255e-09,3.196172317286385e-08,9.061128228690255e-09
1727,3.196172317286385e-08,0.0,3.196172317286385e-08,0.0
1728,3.196172317286385e-08,0.0,3.196172317286385e-08,0.0
1729,4.470567662094384e-08,0.0,4.470567662094384e-08,0.0
1730,3.2355324261093954e-08,0.0,3.2355324261093954e-08,0.0
1731,2.6484404510743583e-08,0.0,2.6484404510743583e-08,0.0
1732,1.9131451470652142e-08,0.0,1.9131451470652142e-08,0.0
1733,1.2743953448079992e-08,0.0,1.2743953448079992e-08,0.0
1734,2.8229148288768816e-08,0.0,2.8229148288768816e-08,0.0
1735,2.8229148288768816e-08,1.2933852084578185e-08,2.8229148288768816e-08,1.2933852084578185e-08
1736,1.5485194840688824e-08,1.2933852084578185e-08,1.5485194840688824e-08,1.2933852084578185e-08
1737,2.2406823063647607e-08,1.2933852084578185e-08,2.2406823063647607e-08,1.2933852084578185e-08
1738,6.63413532363068e-08,1.2933852084578185e-08,6.63413532363068e-08,1.2933852084578185e-08
1739,7.280318620977206e-08,1.2933852084578185e-08,7.280318620977206e-08,1.2933852084578185e-08
1740,8.777774342304059e-08,1.2933852084578185e-08,8.777774342304059e-08,1.2933852084578185e-08
1741,8.417525013523378e-08,1.2933852084578185e-08,8.417525013523378e-08,1.2933852084578185e-08
1742,9.055262241629083e-08,0.0,9.055262241629083e-08,0.0
1743,1.0018401600372531e-07,0.0,1.0018401600372531e-07,0.0
1744,9.772644814022766e-08,0.0,9.772644814022766e-08,0.0
1745,6.64150700150198e-08,0.0,6.64150700150198e-08,0.0
1746,6.49312141831615e-08,0.0,6.49312141831615e-08,0.0
1747,4.9956656969892977e-08,0.0,4.9956656969892977e-08,0.0
1748,3.807395541701096e-08,0.0,3.807395541701096e-08,0.0
1749,3.1696583135953915e-08,0.0,3.1696583135953915e-08,0.0
1750,2.2065189548519422e-08,0.0,2.2065189548519422e-08,0.0
1751,1.7601129189058285e-08,3.569138635433384e-09,1.7601129189058285e-08,3.569138635433384e-09
1752,4.977977141606971e-09,3.569138635433384e-09,4.977977141606971e-09,3.569138635433384e-09
1753,0.0,3.569138635433384e-09,0.0,3.569138635433384e-09
1754,0.0,7.753207345980887e-09,0.0,7.753207345980887e-09
1755,3.85330776810276e-09,7.753207345980887e-09,3.85330776810276e-09,7.753207345980887e-09
1756,1.2959718885343006e-08,1.0788677887571145e-08,1.2959718885343006e-08,1.0788677887571145e-08
1757,1.9049965414654124e-08,1.3833801152226703e-08,1.9049965414654124e-08,1.3833801152226703e-08
1758,2.2157550207322985e-08,1.0264662516793318e-08,2.2157550207322985e-08,1.0264662516793318e-08
1759,2.2157550207322985e-08,1.0264662516793318e-08,2.2157550207322985e-08,1.0264662516793318e-08
1760,3.280301820650168e-08,1.0264662516793318e-08,3.280301820650168e-08,1.0264662516793318e-08
1761,7.16609641468072e-08,6.080593806245815e-09,7.16609641468072e-08,6.080593806245815e-09
1762,7.049023840823208e-08,6.080593806245815e-09,7.049023840823208e-08,6.080593806245815e-09
1763,6.138382729099184e-08,5.883797829905493e-09,6.138382729099184e-08,5.883797829905493e-09
1764,8.902173702957888e-08,2.8386745652499356e-09,8.902173702957888e-08,2.8386745652499356e-09
1765,9.475637747462834e-08,2.8386745652499356e-09,9.475637747462834e-08,2.8386745652499356e-09
1766,9.475637747462834e-08,6.239726703581385e-09,9.475637747462834e-08,6.239726703581385e-09
1767,8.411090947544966e-08,6.239726703581385e-09,8.411090947544966e-08,6.239726703581385e-09
1768,4.793517608244916e-08,8.92193925088642e-09,4.793517608244916e-08,8.92193925088642e-09
1769,4.5252594052921525e-08,8.92193925088642e-09,4.5252594052921525e-08,8.92193925088642e-09
1770,5.390135880491341e-08,1.1849107853631073e-08,5.390135880491341e-08,1.1849107853631073e-08
1771,2.0173202537015252e-08,1.1849107853631073e-08,2.0173202537015252e-08,1.1849107853631073e-08
1772,1.3967059128309041e-08,1.1849107853631073e-08,1.3967059128309041e-08,1.1849107853631073e-08
1773,1.9157440840038882e-08,8.448055715299624e-09,1.9157440840038882e-08,8.448055715299624e-09
1774,2.984729339873736e-08,8.448055715299624e-09,2.984729339873736e-08,8.448055715299624e-09
1775,3.294245917321145e-08,8.654532328884151e-09,3.294245917321145e-08,8.654532328884151e-09
1776,6.006615319417311e-08,1.1366901832486422e-08,6.006615319417311e-08,1.1366901832486422e-08
1777,6.308958967947222e-08,5.601058664491834e-09,6.308958967947222e-08,5.601058664491834e-09
1778,6.58707333757645e-08,5.601058664491834e-09,6.58707333757645e-08,5.601058664491834e-09
1779,7.860476587089644e-08,8.162744385182513e-09,7.860476587089644e-08,8.162744385182513e-09
1780,7.576352447001358e-08,8.162744385182513e-09,7.576352447001358e-08,8.162744385182513e-09
1781,7.272373941142568e-08,1.0075261260210157e-08,7.272373941142568e-08,1.0075261260210157e-08
1782,6.694636108964655e-08,7.186572099320594e-09,6.694636108964655e-08,7.186572099320594e-09
1783,3.9822667068684884e-08,4.474202595718322e-09,3.9822667068684884e-08,4.474202595718322e-09
1784,3.3143882051587884e-08,4.474202595718322e-09,3.3143882051587884e-08,4.474202595718322e-09
1785,3.359898315125065e-08,4.474202595718322e-09,3.359898315125065e-08,4.474202595718322e-09
1786,1.9568967145135374e-08,1.9125168750276445e-09,1.9568967145135374e-08,1.9125168750276445e-09
1787,3.913523448164012e-08,3.2016584938787673e-09,3.913523448164012e-08,3.2016584938787673e-09
1788,3.40982711272935e-08,1.2891416188511228e-09,3.40982711272935e-08,1.2891416188511228e-09
1789,5.038565856604496e-08,1.2891416188511228e-09,5.038565856604496e-08,1.2891416188511228e-09
1790,5.038565856604496e-08,1.2891416188511228e-09,5.038565856604496e-08,1.2891416188511228e-09
1791,5.190804002503617e-08,1.2891416188511228e-09,5.190804002503617e-08,1.2891416188511228e-09
1792,6.934877358081134e-08,1.2891416188511228e-09,6.934877358081134e-08,1.2891416188511228e-09
1793,6.99807195049727e-08,1.2891416188511228e-09,6.99807195049727e-08,1.2891416188511228e-09
1794,6.004113815651278e-08,2.993956574722948e-09,6.004113815651278e-08,2.993956574722948e-09
1795,5.925457825993265e-08,4.820500823906773e-09,5.925457825993265e-08,4.820500823906773e-09
1796,4.3915352433897074e-08,5.7686624366226624e-09,4.3915352433897074e-08,5.7686624366226624e-09
1797,5.0151512466710205e-08,5.7686624366226624e-09,5.0151512466710205e-08,5.7686624366226624e-09
1798,4.768631159787365e-08,5.7686624366226624e-09,4.768631159787365e-08,5.7686624366226624e-09
1799,2.881164202455417e-08,5.7686624366226624e-09,2.881164202455417e-08,5.7686624366226624e-09
1800,3.136790084821785e-08,6.1803263459328915e-09,3.136790084821785e-08,6.1803263459328915e-09
1801,2.496416032623675e-08,4.115050712881287e-09,2.496416032623675e-08,4.115050712881287e-09
1802,2.661063046107058e-08,2.288506463697461e-09,2.661063046107058e-08,2.288506463697461e-09
1803,3.513946758967482e-08,1.3403448509815723e-09,3.513946758967482e-08,1.3403448509815723e-09
1804,3.256423816314477e-08,1.3403448509815723e-09,3.256423816314477e-08,1.3403448509815723e-09
1805,3.240880389451409e-08,2.11937737201343e-09,3.240880389451409e-08,2.11937737201343e-09
1806,3.3450546205975636e-08,2.3779274739764234e-09,3.3450546205975636e-08,2.3779274739764234e-09
1807,4.126629603108865e-08,2.384706019954917e-09,4.126629603108865e-08,2.384706019954917e-09
1808,4.2049016205477785e-08,1.4560250782835737e-09,4.2049016205477785e-08,1.4560250782835737e-09
1809,4.1289874122948534e-08,1.4560250782835737e-09,4.1289874122948534e-08,1.4560250782835737e-09
1810,3.3556376598044476e-08,1.4560250782835737e-09,3.3556376598044476e-08,1.4560250782835737e-09
1811,4.419286612846106e-08,1.4560250782835737e-09,4.419286612846106e-08,1.4560250782835737e-09
1812,5.41427830823084e-08,6.769925572517163e-10,5.41427830823084e-08,6.769925572517163e-10
1813,5.6148217123360867e-08,4.184424552887224e-10,5.6148217123360867e-08,4.184424552887224e-10
1814,4.526687114037031e-08,0.0,4.526687114037031e-08,0.0
1815,4.142289432097966e-08,0.0,4.142289432097966e-08,0.0
1816,4.213213092693227e-08,0.0,4.213213092693227e-08,0.0
1817,4.3301538481849937e-08,0.0,4.3301538481849937e-08,0.0
1818,4.744471012888393e-08,0.0,4.744471012888393e-08,0.0
1819,3.961152815281009e-08,0.0,3.961152815281009e-08,0.0
1820,4.065792058582929e-08,1.4739693592653273e-10,4.065792058582929e-08,1.4739693592653273e-10
1821,4.806545764576445e-08,1.4739693592653273e-10,4.806545764576445e-08,1.4739693592653273e-10
1822,5.0794922300058584e-08,2.7216583748617447e-10,5.0794922300058584e-08,2.7216583748617447e-10
1823,4.905736667686662e-08,9.744796636290687e-10,4.905736667686662e-08,9.744796636290687e-10
1824,4.855861820577242e-08,1.108599680309043e-09,4.855861820577242e-08,1.108599680309043e-09
1825,3.8474735270759604e-08,1.108599680309043e-09,3.8474735270759604e-08,1.108599680309043e-09
1826,3.898024125703614e-08,1.108599680309043e-09,3.898024125703614e-08,1.108599680309043e-09
1827,3.496663454021538e-08,1.0657733505249821e-09,3.496663454021538e-08,1.0657733505249821e-09
1828,3.6908662538946505e-08,1.0657733505249821e-09,3.6908662538946505e-08,1.0657733505249821e-09
1829,4.361499580543945e-08,9.410044489653403e-10,4.361499580543945e-08,9.410044489653403e-10
1830,4.917258777936695e-08,4.29299706894426e-10,4.917258777936695e-08,4.29299706894426e-10
1831,5.103158175399715e-08,6.667583310867745e-10,5.103158175399715e-08,6.667583310867745e-10
1832,4.608085138865395e-08,8.370572489115245e-10,4.608085138865395e-08,8.370572489115245e-10
1833,4.2367708833320905e-08,9.195355112266514e-10,4.2367708833320905e-08,9.195355112266514e-10
1834,4.2312762309799316e-08,9.810852923714769e-10,4.2312762309799316e-08,9.810852923714769e-10
1835,3.434912595626624e-08,1.232435502857803e-09,3.434912595626624e-08,1.232435502857803e-09
1836,2.7731842473193476e-08,1.3074966823519878e-09,2.7731842473193476e-08,1.3074966823519878e-09
1837,2.3199146476875806e-08,1.1943290087071797e-09,2.3199146476875806e-08,1.1943290087071797e-09
1838,2.2894931157273797e-08,8.227503678348569e-10,2.2894931157273797e-08,8.227503678348569e-10
1839,2.3808494731270002e-08,6.524514500101069e-10,2.3808494731270002e-08,6.524514500101069e-10
1840,2.3045054880250452e-08,6.45559153752576e-10,2.3045054880250452e-08,6.45559153752576e-10
1841,2.380690210048085e-08,5.494163774726652e-10,2.380690210048085e-08,5.494163774726652e-10
1842,2.3390884150233304e-08,3.588816069718551e-10,2.3390884150233304e-08,3.588816069718551e-10
1843,2.075009624442308e-08,4.1496948734374786e-10,2.075009624442308e-08,4.1496948734374786e-10
1844,2.1579138476113258e-08,4.0431093393879433e-10,2.1579138476113258e-08,4.0431093393879433e-10
1845,1.9946056235247463e-08,4.0431093393879433e-10,1.9946056235247463e-08,4.0431093393879433e-10
1846,1.8104893076805898e-08,5.347519332105882e-10,1.8104893076805898e-08,5.347519332105882e-10
1847,1.7821630520537772e-08,6.409823703558613e-10,1.7821630520537772e-08,6.409823703558613e-10
1848,1.659965079677964e-08,1.4460075597228744e-09,1.659965079677964e-08,1.4460075597228744e-09
1849,1.8466196318099393e-08,1.7613688602884687e-09,1.8466196318099393e-08,1.7613688602884687e-09
1850,1.767643694908624e-08,2.959377282912052e-09,1.767643694908624e-08,2.959377282912052e-09
1851,1.9429805193332024e-08,3.4033089759054137e-09,1.9429805193332024e-08,3.4033089759054137e-09
1852,2.123999731651338e-08,3.757239955667505e-09,2.123999731651338e-08,3.757239955667505e-09
1853,2.5276629424451713e-08,3.9163550180632e-09,2.5276629424451713e-08,3.9163550180632e-09
1854,2.5892658430036264e-08,3.936546057379888e-09,2.5892658430036264e-08,3.936546057379888e-09
1855,2.6415529573244256e-08,3.1665467549655902e-09,2.6415529573244256e-08,3.1665467549655902e-09
1856,2.539648745271604e-08,3.138261634687873e-09,2.539648745271604e-08,3.138261634687873e-09
1857,2.5759999847504592e-08,2.1460437395402566e-09,2.5759999847504592e-08,2.1460437395402566e-09
1858,2.2771280734039985e-08,1.7505362159830895e-09,2.2771280734039985e-08,1.7505362159830895e-09
1859,2.063590174929329e-08,1.640322790295658e-09,2.063590174929329e-08,1.640322790295658e-09
1860,1.6072737426700963e-08,1.4727571463955614e-09,1.6072737426700963e-08,1.4727571463955614e-09
1861,1.6297537161083905e-08,1.496696425526015e-09,1.6297537161083905e-08,1.496696425526015e-09
1862,1.5298966538068726e-08,1.5031294700992452e-09,1.5298966538068726e-08,1.5031294700992452e-09
1863,1.4023836441318899e-08,1.393927251402971e-09,1.4023836441318899e-08,1.393927251402971e-09
1864,1.3080191152425868e-08,1.339558392781421e-09,1.3080191152425868e-08,1.339558392781421e-09
1865,1.236820639556007e-08,1.3128044683087735e-09,1.236820639556007e-08,1.3128044683087735e-09
1866,1.18174440392035e-08,1.1575661540419446e-09,1.18174440392035e-08,1.1575661540419446e-09
1867,1.1248395992424776e-08,1.2084255659619965e-09,1.1248395992424776e-08,1.2084255659619965e-09
1868,1.0576911663966776e-08,1.0272905423150798e-09,1.0576911663966776e-08,1.0272905423150798e-09
1869,1.308980543005386e-08,9.950257720944426e-10,1.308980543005386e-08,9.950257720944426e-10
1870,1.543516971379079e-08,9.675186802520536e-10,1.543516971379079e-08,9.675186802520536e-10
1871,1.720028716282026e-08,7.661000762342646e-10,1.720028716282026e-08,7.661000762342646e-10
1872,2.1546129325145102e-08,8.824055335627484e-10,2.1546129325145102e-08,8.824055335627484e-10
1873,2.2036659481321815e-08,7.939262937549176e-10,2.2036659481321815e-08,7.939262937549176e-10
1874,2.395234004788043e-08,8.197800414690346e-10,2.395234004788043e-08,8.197800414690346e-10
1875,2.3269002978411535e-08,8.953134345013325e-10,2.3269002978411535e-08,8.953134345013325e-10
1876,2.093791248317497e-08,9.69469599836665e-10,2.093791248317497e-08,9.69469599836665e-10
1877,1.8020575761771137e-08,9.679973172233807e-10,1.8020575761771137e-08,9.679973172233807e-10
1878,1.6932489696078586e-08,1.0682719867435457e-09,1.6932489696078586e-08,1.0682719867435457e-09
1879,1.4311303887991147e-08,9.333410552362205e-10,1.4311303887991147e-08,9.333410552362205e-10
1880,1.8346242747213637e-08,1.295094571267847e-09,1.8346242747213637e-08,1.295094571267847e-09
1881,1.760457671703567e-08,1.2542189667793684e-09,1.760457671703567e-08,1.2542189667793684e-09
1882,1.8953777214392176e-08,1.3931505076542854e-09,1.8953777214392176e-08,1.3931505076542854e-09
1883,1.9679348817192022e-08,1.400435711840231e-09,1.9679348817192022e-08,1.400435711840231e-09
1884,1.9832897483037674e-08,1.34328022514753e-09,1.9832897483037674e-08,1.34328022514753e-09
1885,2.047832100718746e-08,1.248923266393222e-09,2.047832100718746e-08,1.248923266393222e-09
1886,1.9037534723257262e-08,1.2342728704174887e-09,1.9037534723257262e-08,1.2342728704174887e-09
1887,1.4682562340543167e-08,9.001533229120134e-10,1.4682562340543167e-08,9.001533229120134e-10
1888,1.3988945240279399e-08,8.233338752835654e-10,1.3988945240279399e-08,8.233338752835654e-10
1889,1.3385166879637772e-08,6.687408226386487e-10,1.3385166879637772e-08,6.687408226386487e-10
1890,1.4571190983961709e-08,6.85197515789707e-10,1.4571190983961709e-08,6.85197515789707e-10
1891,1.411124601296316e-08,1.0191389617140801e-09,1.411124601296316e-08,1.0191389617140801e-09
1892,1.2706064771756637e-08,9.99483874632366e-10,1.2706064771756637e-08,9.99483874632366e-10
1893,1.17294440826754e-08,1.0365533372112624e-09,1.17294440826754e-08,1.0365533372112624e-09
1894,1.1733831176538193e-08,1.2077453243846443e-09,1.1733831176538193e-08,1.2077453243846443e-09
1895,1.2622892191822238e-08,1.211421629676579e-09,1.2622892191822238e-08,1.211421629676579e-09
1896,1.2416903315072756e-08,1.2617814570958785e-09,1.2416903315072756e-08,1.2617814570958785e-09
1897,1.0379426524614083e-08,1.1404418877512613e-09,1.0379426524614083e-08,1.1404418877512613e-09
1898,1.0912315812865764e-08,7.802130806501748e-10,1.0912315812865764e-08,7.802130806501748e-10
1899,1.1188133023206807e-08,8.220817717040165e-10,1.1188133023206807e-08,8.220817717040165e-10
1900,1.2836683018134311e-08,8.92470522087915e-10,1.2836683018134311e-08,8.92470522087915e-10
1901,1.2778466982967172e-08,7.107812532991531e-10,1.2778466982967172e-08,7.107812532991531e-10
1902,1.4795676239742761e-08,6.94969583865073e-10,1.4795676239742761e-08,6.94969583865073e-10
