ngram,Diageo,Diago,Diage,Diage
1640,0.0,0.0,0.0,0.0
1641,0.0,0.0,0.0,0.0
1642,0.0,0.0,0.0,0.0
1643,0.0,0.0,0.0,0.0
1644,0.0,0.0,0.0,0.0
1645,0.0,0.0,0.0,0.0
1646,0.0,0.0,0.0,0.0
1647,0.0,0.0,0.0,0.0
1648,0.0,0.0,0.0,0.0
1649,0.0,0.0,0.0,0.0
1650,0.0,0.0,0.0,0.0
1651,0.0,0.0,0.0,0.0
1652,0.0,0.0,0.0,0.0
1653,0.0,0.0,0.0,0.0
1654,0.0,4.1483186155996266e-08,0.0,0.0
1655,0.0,4.1483186155996266e-08,0.0,0.0
1656,0.0,4.1483186155996266e-08,0.0,0.0
1657,0.0,4.1483186155996266e-08,0.0,0.0
1658,0.0,4.1483186155996266e-08,0.0,0.0
1659,0.0,7.365037138892408e-08,0.0,0.0
1660,0.0,7.365037138892408e-08,0.0,0.0
1661,0.0,3.2167185232927816e-08,0.0,0.0
1662,0.0,3.2167185232927816e-08,0.0,0.0
1663,0.0,3.2167185232927816e-08,0.0,0.0
1664,0.0,3.2167185232927816e-08,0.0,0.0
1665,0.0,3.2167185232927816e-08,0.0,0.0
1666,0.0,0.0,0.0,0.0
1667,0.0,0.0,0.0,0.0
1668,0.0,0.0,0.0,0.0
1669,0.0,0.0,0.0,0.0
1670,0.0,0.0,0.0,0.0
1671,0.0,0.0,0.0,0.0
1672,0.0,0.0,0.0,0.0
1673,0.0,0.0,0.0,0.0
1674,0.0,0.0,0.0,0.0
1675,0.0,0.0,0.0,0.0
1676,0.0,0.0,0.0,0.0
1677,0.0,0.0,0.0,0.0
1678,0.0,0.0,0.0,0.0
1679,0.0,0.0,0.0,0.0
1680,0.0,0.0,0.0,0.0
1681,0.0,0.0,0.0,0.0
1682,0.0,0.0,0.0,0.0
1683,0.0,0.0,0.0,0.0
1684,0.0,0.0,0.0,0.0
1685,0.0,0.0,0.0,0.0
1686,0.0,0.0,0.0,0.0
1687,0.0,0.0,0.0,0.0
1688,0.0,0.0,0.0,0.0
1689,0.0,0.0,0.0,0.0
1690,0.0,0.0,0.0,0.0
1691,0.0,0.0,0.0,0.0
1692,0.0,0.0,0.0,0.0
1693,0.0,0.0,0.0,0.0
1694,0.0,0.0,0.0,0.0
1695,0.0,0.0,0.0,0.0
1696,0.0,0.0,0.0,0.0
1697,0.0,0.0,0.0,0.0
1698,0.0,0.0,0.0,0.0
1699,0.0,3.920862111174626e-08,0.0,0.0
1700,0.0,3.920862111174626e-08,0.0,0.0
1701,0.0,3.920862111174626e-08,0.0,0.0
1702,0.0,3.920862111174626e-08,0.0,0.0
1703,0.0,3.920862111174626e-08,0.0,0.0
1704,0.0,3.920862111174626e-08,0.0,0.0
1705,0.0,3.920862111174626e-08,0.0,0.0
1706,0.0,0.0,0.0,0.0
1707,0.0,0.0,0.0,0.0
1708,0.0,0.0,0.0,0.0
1709,0.0,0.0,0.0,0.0
1710,0.0,0.0,0.0,0.0
1711,0.0,0.0,0.0,0.0
1712,0.0,0.0,0.0,0.0
1713,0.0,0.0,0.0,0.0
1714,0.0,0.0,0.0,0.0
1715,0.0,0.0,0.0,0.0
1716,0.0,0.0,0.0,0.0
1717,0.0,2.2924215922362886e-08,0.0,0.0
1718,0.0,2.2924215922362886e-08,0.0,0.0
1719,0.0,2.2924215922362886e-08,0.0,0.0
1720,0.0,2.2924215922362886e-08,0.0,0.0
1721,0.0,2.2924215922362886e-08,0.0,0.0
1722,0.0,2.2924215922362886e-08,0.0,0.0
1723,0.0,2.909939210228783e-08,0.0,0.0
1724,0.0,6.175176179924944e-09,0.0,0.0
1725,0.0,2.0881082260107827e-08,0.0,0.0
1726,0.0,2.0881082260107827e-08,0.0,0.0
1727,0.0,2.7723798114363618e-08,0.0,0.0
1728,0.0,3.4203358114025054e-08,0.0,0.0
1729,0.0,3.4203358114025054e-08,0.0,0.0
1730,0.0,3.6211419894373516e-08,0.0,0.0
1731,0.0,4.317815946056466e-08,0.0,0.0
1732,0.0,2.8472253380381777e-08,0.0,0.0
1733,0.0,2.8472253380381777e-08,0.0,0.0
1734,0.0,2.6791269139688926e-08,0.0,0.0
1735,0.0,3.9712487774425295e-08,0.0,0.0
1736,0.0,3.9712487774425295e-08,0.0,0.0
1737,0.0,3.152924981415188e-08,0.0,0.0
1738,0.0,2.4562510247960745e-08,0.0,0.0
1739,0.0,2.4562510247960745e-08,0.0,0.0
1740,0.0,2.4562510247960745e-08,0.0,0.0
1741,0.0,1.9400778634397805e-08,0.0,0.0
1742,0.0,0.0,6.377372281057043e-09,6.377372281057043e-09
1743,0.0,9.631393587434495e-09,6.377372281057043e-09,6.377372281057043e-09
1744,0.0,9.631393587434495e-09,6.377372281057043e-09,6.377372281057043e-09
1745,0.0,9.631393587434495e-09,6.377372281057043e-09,6.377372281057043e-09
1746,0.0,9.631393587434495e-09,6.377372281057043e-09,6.377372281057043e-09
1747,0.0,9.631393587434495e-09,6.377372281057043e-09,6.377372281057043e-09
1748,0.0,9.631393587434495e-09,6.377372281057043e-09,6.377372281057043e-09
1749,0.0,9.631393587434495e-09,0.0,0.0
1750,0.0,0.0,0.0,0.0
1751,0.0,0.0,0.0,0.0
1752,0.0,0.0,0.0,0.0
1753,0.0,0.0,0.0,0.0
1754,0.0,0.0,0.0,0.0
1755,0.0,0.0,0.0,0.0
1756,0.0,0.0,0.0,0.0
1757,0.0,8.221832916076113e-08,0.0,0.0
1758,0.0,8.221832916076113e-08,0.0,0.0
1759,0.0,8.221832916076113e-08,0.0,0.0
1760,0.0,8.221832916076113e-08,0.0,0.0
1761,0.0,8.221832916076113e-08,0.0,0.0
1762,0.0,8.221832916076113e-08,0.0,0.0
1763,0.0,8.221832916076113e-08,0.0,0.0
1764,0.0,0.0,0.0,0.0
1765,0.0,0.0,0.0,0.0
1766,0.0,0.0,0.0,0.0
1767,0.0,2.9445022927835194e-09,0.0,0.0
1768,0.0,2.9445022927835194e-09,0.0,0.0
1769,0.0,2.9445022927835194e-09,0.0,0.0
1770,0.0,2.9445022927835194e-09,0.0,0.0
1771,0.0,2.9445022927835194e-09,0.0,0.0
1772,0.0,2.9445022927835194e-09,0.0,0.0
1773,0.0,2.9445022927835194e-09,0.0,0.0
1774,0.0,0.0,0.0,0.0
1775,0.0,0.0,0.0,0.0
1776,0.0,0.0,0.0,0.0
1777,0.0,0.0,0.0,0.0
1778,0.0,0.0,0.0,0.0
1779,0.0,8.197394306210168e-08,0.0,0.0
1780,0.0,8.197394306210168e-08,0.0,0.0
1781,0.0,8.197394306210168e-08,0.0,0.0
1782,0.0,8.197394306210168e-08,0.0,0.0
1783,0.0,8.197394306210168e-08,0.0,0.0
1784,0.0,8.197394306210168e-08,0.0,0.0
1785,0.0,8.197394306210168e-08,0.0,0.0
1786,0.0,5.3603932721151585e-09,0.0,0.0
1787,0.0,1.051695974751965e-08,0.0,0.0
1788,0.0,1.051695974751965e-08,0.0,0.0
1789,0.0,1.051695974751965e-08,0.0,0.0
1790,0.0,1.4936353360488804e-08,0.0,0.0
1791,0.0,1.4936353360488804e-08,0.0,0.0
1792,0.0,1.4936353360488804e-08,0.0,0.0
1793,0.0,1.1548004330563799e-08,0.0,0.0
1794,0.0,6.391437855159308e-09,0.0,0.0
1795,0.0,6.391437855159308e-09,0.0,0.0
1796,0.0,6.391437855159308e-09,0.0,0.0
1797,0.0,1.972044242190155e-09,0.0,0.0
1798,0.0,2.550700920319774e-09,0.0,0.0
1799,0.0,2.550700920319774e-09,0.0,0.0
1800,0.0,5.786566781296187e-10,0.0,0.0
1801,0.0,5.786566781296187e-10,0.0,0.0
1802,0.0,1.0127834761318256e-09,0.0,0.0
1803,0.0,1.0127834761318256e-09,0.0,0.0
1804,0.0,1.0127834761318256e-09,0.0,0.0
1805,0.0,3.5502568821296367e-09,0.0,0.0
1806,0.0,4.843007423665264e-09,0.0,0.0
1807,0.0,5.261449878953986e-09,2.092212276443612e-10,2.092212276443612e-10
1808,0.0,6.673628951046697e-09,2.092212276443612e-10,2.092212276443612e-10
1809,0.0,7.325051073639852e-09,2.092212276443612e-10,2.092212276443612e-10
1810,0.0,7.325051073639852e-09,2.092212276443612e-10,2.092212276443612e-10
1811,0.0,8.262586836949026e-09,4.4360516847165496e-10,4.4360516847165496e-10
1812,0.0,5.146456752821596e-09,4.4360516847165496e-10,4.4360516847165496e-10
1813,0.0,3.8537062112859695e-09,4.4360516847165496e-10,4.4360516847165496e-10
1814,0.0,3.4352637559972467e-09,4.4334207733547666e-10,4.4334207733547666e-10
1815,0.0,2.409366103453944e-09,4.4334207733547666e-10,4.4334207733547666e-10
1816,0.0,1.5139899017008978e-09,4.4334207733547666e-10,4.4334207733547666e-10
1817,0.0,1.685337472753393e-09,4.4334207733547666e-10,4.4334207733547666e-10
1818,0.0,7.47801709444218e-10,2.0895813650818289e-10,2.0895813650818289e-10
1819,0.0,7.47801709444218e-10,2.0895813650818289e-10,2.0895813650818289e-10
1820,0.0,1.0425955812972835e-09,2.0895813650818289e-10,2.0895813650818289e-10
1821,0.0,5.927657079471008e-09,0.0,0.0
1822,0.0,6.165220191510303e-09,0.0,0.0
1823,0.0,6.115510241068632e-09,0.0,0.0
1824,0.0,6.078282686696111e-09,0.0,0.0
1825,0.0,7.217833870270291e-09,0.0,0.0
1826,0.0,8.758311076384473e-09,0.0,0.0
1827,0.0,8.777229022958823e-09,0.0,0.0
1828,0.0,3.892167524785098e-09,0.0,0.0
1829,0.0,8.468619821273243e-09,0.0,0.0
1830,0.0,1.0424857009385034e-08,9.530454203598993e-11,9.530454203598993e-11
1831,0.0,1.0662315633577383e-08,9.530454203598993e-11,9.530454203598993e-11
1832,0.0,9.693063367827953e-09,9.530454203598993e-11,9.530454203598993e-11
1833,0.0,8.317542686344024e-09,9.530454203598993e-11,9.530454203598993e-11
1834,0.0,8.419131836134852e-09,9.530454203598993e-11,9.530454203598993e-11
1835,0.0,9.089399042951283e-09,9.530454203598993e-11,9.530454203598993e-11
1836,0.0,4.639713978095626e-09,2.4542690102435927e-10,2.4542690102435927e-10
1837,0.0,3.162545305000565e-09,1.5012235898836934e-10,1.5012235898836934e-10
1838,0.0,3.630549860744736e-09,1.5012235898836934e-10,1.5012235898836934e-10
1839,0.0,3.914939547148119e-09,3.774666611024356e-10,3.774666611024356e-10
1840,0.0,4.127912836945516e-09,3.774666611024356e-10,3.774666611024356e-10
1841,0.0,4.34241036779375e-09,3.774666611024356e-10,3.774666611024356e-10
1842,0.0,4.706005616940599e-09,3.774666611024356e-10,3.774666611024356e-10
1843,0.0,4.676713682982836e-09,2.92918832047105e-10,2.92918832047105e-10
1844,0.0,6.661713847222472e-09,5.600502601359786e-10,5.600502601359786e-10
1845,0.0,7.690816047504053e-09,5.600502601359786e-10,5.600502601359786e-10
1846,6.52204996358969e-11,8.279655437450271e-09,3.327059580219124e-10,3.327059580219124e-10
1847,6.52204996358969e-11,9.113834893119993e-09,3.327059580219124e-10,3.327059580219124e-10
1848,6.52204996358969e-11,8.648099411193551e-09,3.327059580219124e-10,3.327059580219124e-10
1849,6.52204996358969e-11,7.936674175011506e-09,3.327059580219124e-10,3.327059580219124e-10
1850,6.52204996358969e-11,7.69005341944811e-09,2.671314280888737e-10,2.671314280888737e-10
1851,6.52204996358969e-11,6.385522586884105e-09,4.642859509549981e-11,4.642859509549981e-11
1852,6.52204996358969e-11,5.780876475926431e-09,4.642859509549981e-11,4.642859509549981e-11
1853,0.0,4.9786451786612165e-09,4.642859509549981e-11,4.642859509549981e-11
1854,0.0,4.3725582519828416e-09,1.474323163552782e-10,1.474323163552782e-10
1855,0.0,4.366000481782959e-09,1.474323163552782e-10,1.474323163552782e-10
1856,0.0,4.490852515256652e-09,1.474323163552782e-10,1.474323163552782e-10
1857,0.0,5.797119800072486e-09,1.955665431184274e-10,1.955665431184274e-10
1858,0.0,4.66992972863218e-09,1.491379480229276e-10,1.491379480229276e-10
1859,0.0,4.0151843278784276e-09,1.491379480229276e-10,1.491379480229276e-10
1860,0.0,5.11578222641061e-09,2.1013315690662385e-10,2.1013315690662385e-10
1861,0.0,5.5265201462769855e-09,1.0912943564684546e-10,1.0912943564684546e-10
1862,0.0,5.7590427823431665e-09,1.0912943564684546e-10,1.0912943564684546e-10
1863,0.0,5.693656577955762e-09,1.0912943564684546e-10,1.0912943564684546e-10
1864,0.0,4.101070705253562e-09,1.08090330337112e-10,1.08090330337112e-10
1865,0.0,4.193619467558156e-09,1.08090330337112e-10,1.08090330337112e-10
1866,0.0,3.849763301795e-09,1.08090330337112e-10,1.08090330337112e-10
1867,0.0,2.8535683657285713e-09,4.709512145341575e-11,4.709512145341575e-11
1868,0.0,2.0160548944555703e-09,4.709512145341575e-11,4.709512145341575e-11
1869,0.0,2.0218858809428752e-09,4.709512145341575e-11,4.709512145341575e-11
1870,0.0,2.4847120710142737e-09,4.709512145341575e-11,4.709512145341575e-11
1871,0.0,3.229580999456313e-09,0.0,0.0
1872,0.0,3.128028534606285e-09,3.2761368221453525e-10,3.2761368221453525e-10
1873,0.0,3.3697045947229346e-09,3.2761368221453525e-10,3.2761368221453525e-10
1874,0.0,4.176485712825695e-09,3.6735439690183114e-10,3.6735439690183114e-10
1875,0.0,4.5989643839204424e-09,4.074694272469616e-10,4.074694272469616e-10
1876,0.0,4.893081210052433e-09,4.4580141165896844e-10,4.4580141165896844e-10
1877,0.0,4.223110337621603e-09,4.807530841675702e-10,4.807530841675702e-10
1878,0.0,3.543858444794117e-09,4.807530841675702e-10,4.807530841675702e-10
1879,0.0,4.392552226712658e-09,2.5788083969833867e-10,2.5788083969833867e-10
1880,0.0,4.411625382465851e-09,2.9076752315417206e-10,2.9076752315417206e-10
1881,0.0,4.0482844695536156e-09,2.825924038425092e-10,2.825924038425092e-10
1882,0.0,3.608606905355519e-09,2.424773734973787e-10,2.424773734973787e-10
1883,0.0,3.4968385330204553e-09,2.0414538908537187e-10,2.0414538908537187e-10
1884,0.0,3.688211038164825e-09,1.6919371657677018e-10,1.6919371657677018e-10
1885,0.0,4.275888563855444e-09,1.6919371657677018e-10,1.6919371657677018e-10
1886,0.0,3.5944513397469434e-09,9.204089474706173e-11,9.204089474706173e-11
1887,0.0,3.6209437670464695e-09,5.915421129122831e-11,5.915421129122831e-11
1888,0.0,4.208948903691326e-09,2.7588615915595328e-11,2.7588615915595328e-11
1889,0.0,4.570318885248932e-09,2.7588615915595328e-11,2.7588615915595328e-11
1890,0.0,4.548616753094084e-09,5.288430606130236e-11,5.288430606130236e-11
1891,0.0,6.871016422493881e-09,1.040944096792578e-10,1.040944096792578e-10
1892,0.0,6.4563014299880345e-09,1.7150915806610608e-10,1.7150915806610608e-10
1893,0.0,1.0737572926038702e-08,1.9004388935555434e-10,1.9004388935555434e-10
1894,0.0,1.0670912566266923e-08,1.9004388935555434e-10,1.9004388935555434e-10
1895,0.0,9.971246209669208e-09,2.1121509699969669e-10,2.1121509699969669e-10
1896,0.0,9.719154275040459e-09,2.1121509699969669e-10,2.1121509699969669e-10
1897,1.857675521347143e-11,1.0184370648401244e-08,2.602264277078754e-10,2.602264277078754e-10
1898,1.857675521347143e-11,9.642382099122365e-09,2.2705449227127568e-10,2.2705449227127568e-10
1899,1.857675521347143e-11,1.027182862576938e-08,1.5963974388442737e-10,1.5963974388442737e-10
1900,1.857675521347143e-11,6.508812124193599e-09,1.8579881482556308e-10,1.8579881482556308e-10
1901,1.857675521347143e-11,6.811080715302913e-09,2.200721886471056e-10,2.200721886471056e-10
1902,1.857675521347143e-11,6.9428617141146074e-09,1.9890098100296327e-10,1.9890098100296327e-10
1903,1.857675521347143e-11,8.042302252724604e-09,2.1484012584822258e-10,2.1484012584822258e-10
1904,0.0,1.1919386113033527e-08,1.5638684494215634e-10,1.5638684494215634e-10
1905,0.0,1.0809630777787658e-08,1.5359553906524326e-10,1.5359553906524326e-10
1906,0.0,1.0404853613619837e-08,2.1565548355021288e-10,2.1565548355021288e-10
1907,0.0,1.0185492703231245e-08,1.433730654040336e-10,1.433730654040336e-10
1908,0.0,1.0042254456570682e-08,1.639975080339592e-10,1.639975080339592e-10
1909,0.0,9.853140208499717e-09,1.9155952617795029e-10,1.9155952617795029e-10
1910,0.0,9.198615964172469e-09,2.307159404000915e-10,2.307159404000915e-10
1911,0.0,4.803016080095241e-09,2.4281806426662556e-10,2.4281806426662556e-10
1912,0.0,4.472520702997989e-09,2.852276331788417e-10,2.852276331788417e-10
1913,0.0,5.150597789541475e-09,2.6606144470126784e-10,2.6606144470126784e-10
1914,0.0,5.251464786835771e-09,3.829933612317252e-10,3.829933612317252e-10
1915,0.0,5.259903052794763e-09,3.280955447802571e-10,3.280955447802571e-10
1916,0.0,5.332143361767651e-09,3.3063725170455275e-10,3.3063725170455275e-10
1917,0.0,5.677296918297056e-09,2.895074269601164e-10,2.895074269601164e-10
1918,0.0,5.749300971810303e-09,2.7593180220878265e-10,2.7593180220878265e-10
1919,0.0,5.611239536510279e-09,2.466868643881602e-10,2.466868643881602e-10
1920,0.0,4.6527595110035236e-09,2.037931083807644e-10,2.037931083807644e-10
1921,0.0,5.271292228111893e-09,8.686119185030705e-11,8.686119185030705e-11
1922,7.245388416216819e-11,6.066882425009063e-09,1.1101248789272385e-10,1.1101248789272385e-10
1923,7.245388416216819e-11,6.749489665582229e-09,8.090876282443712e-11,8.090876282443712e-11
1924,7.245388416216819e-11,7.592973170846205e-09,6.694302850147288e-11,6.694302850147288e-11
1925,7.245388416216819e-11,8.122011951883223e-09,1.2157831289335722e-10,1.2157831289335722e-10
1926,7.245388416216819e-11,1.023576880397416e-08,1.1608978262816244e-10,1.1608978262816244e-10
1927,7.245388416216819e-11,1.0933246181415207e-08,1.1608978262816244e-10,1.1608978262816244e-10
1928,7.245388416216819e-11,1.0496268425847738e-08,1.3889926907064065e-10,1.3889926907064065e-10
1929,0.0,9.85633612821906e-09,1.1474797302822383e-10,1.1474797302822383e-10
1930,2.7227392959286842e-11,9.54321149088904e-09,1.1474797302822383e-10,1.1474797302822383e-10
1931,2.7227392959286842e-11,8.294157424363187e-09,1.4098098284025847e-10,1.4098098284025847e-10
1932,2.7227392959286842e-11,8.206568631002093e-09,1.4289519765865932e-10,1.4289519765865932e-10
1933,1.6623034496518078e-10,6.103760925262642e-09,1.4313939319546672e-10,1.4313939319546672e-10
1934,1.6623034496518078e-10,5.888836339197821e-09,1.6560726797834998e-10,1.6560726797834998e-10
1935,1.8845267806583925e-10,5.954239577578489e-09,1.8724244773718875e-10,1.8724244773718875e-10
1936,2.0939011040927673e-10,5.877904195118942e-09,1.8724244773718875e-10,1.8724244773718875e-10
1937,2.2704755139483065e-10,5.534193230667077e-09,2.0968486470960912e-10,2.0968486470960912e-10
1938,5.88263275789837e-09,5.48743101751776e-09,8.360193787249059e-10,8.360193787249059e-10
1939,5.88263275789837e-09,5.566108589911372e-09,7.899836657847865e-10,7.899836657847865e-10
1940,5.743629805892476e-09,6.096039863377558e-09,7.668165071171375e-10,7.668165071171375e-10
1941,5.743629805892476e-09,7.393389139005129e-09,7.443486323342543e-10,7.443486323342543e-10
1942,5.721407472791817e-09,8.034629469680762e-09,8.244441934701641e-10,8.244441934701641e-10
1943,5.70047004044838e-09,8.374485612908496e-09,9.317108176246487e-10,9.317108176246487e-10
1944,5.655585206503539e-09,8.908435513075931e-09,1.004125015278769e-09,1.004125015278769e-09
1945,0.0,9.425537683682705e-09,3.890963325346521e-10,3.890963325346521e-10
1946,0.0,8.892836054842844e-09,1.952820306254972e-09,1.952820306254972e-09
1947,1.6556976028298768e-11,9.638107074343744e-09,1.9859342583115692e-09,1.9859342583115692e-09
1948,1.6556976028298768e-11,8.478778504691523e-09,2.0372342582738614e-09,2.0372342582738614e-09
1949,1.6556976028298768e-11,7.386946514793229e-09,2.35485424414174e-09,2.35485424414174e-09
1950,1.1807683204206095e-10,7.312558780725453e-09,2.3152675213530418e-09,2.3152675213530418e-09
1951,1.1807683204206095e-10,6.523826304568761e-09,2.2866073003312083e-09,2.2866073003312083e-09
1952,1.3376078122113404e-10,6.3700659350526425e-09,2.405907953021266e-09,2.405907953021266e-09
1953,1.3376078122113404e-10,6.5134460364950945e-09,8.329791905839886e-10,8.329791905839886e-10
1954,1.3171976109045096e-10,6.139692310114242e-09,8.724450219805518e-10,8.724450219805518e-10
1955,1.3171976109045096e-10,5.988558982039649e-09,8.646277790957946e-10,8.646277790957946e-10
1956,1.3171976109045096e-10,6.323320311807379e-09,4.763395878134727e-10,4.763395878134727e-10
1957,3.0199905076688793e-11,6.217102547064915e-09,4.46890862609057e-10,4.46890862609057e-10
1958,6.590532782211968e-11,6.563050737794031e-09,4.16399891749781e-10,4.16399891749781e-10
1959,5.022137864304657e-11,6.8555670346930646e-09,3.047361539697059e-10,3.047361539697059e-10
1960,5.022137864304657e-11,7.293040393818728e-09,4.266891165790757e-10,4.266891165790757e-10
1961,3.570542274543089e-11,6.881691851288809e-09,3.8787604080984094e-10,3.8787604080984094e-10
1962,3.570542274543089e-11,7.357051729733095e-09,4.260073325847356e-10,4.260073325847356e-10
1963,3.570542274543089e-11,8.545197628860381e-09,3.919430236714356e-10,3.919430236714356e-10
1964,3.570542274543089e-11,1.0270190095188322e-08,4.076717078995072e-10,4.076717078995072e-10
1965,0.0,1.0501046762304408e-08,4.513020215471794e-10,4.513020215471794e-10
1966,1.7586142859420714e-11,1.0203363487448769e-08,4.940569758860036e-10,4.940569758860036e-10
1967,1.7586142859420714e-11,1.0023944531565933e-08,4.3601688727777446e-10,4.3601688727777446e-10
1968,1.7586142859420714e-11,9.77832386490312e-09,4.465328880463661e-10,4.465328880463661e-10
1969,2.6563028562457245e-11,9.665200005416961e-09,4.546876982068428e-10,4.546876982068428e-10
1970,2.6563028562457245e-11,9.035762170230198e-09,5.576531101971125e-10,5.576531101971125e-10
1971,2.6563028562457245e-11,7.7076386543037e-09,7.006130635962243e-10,7.006130635962243e-10
1972,2.6563028562457245e-11,7.493526307403694e-09,9.603996764528944e-10,9.603996764528944e-10
1973,8.976885703036531e-12,8.01202583642992e-09,1.153108255705756e-09,1.153108255705756e-09
1974,1.7124388712597138e-11,8.21304871731091e-09,1.220161198269208e-09,1.220161198269208e-09
