ngram,Aegon,Aegon,Aegon,Aegon
1645,0.0,0.0,0.0,0.0
1646,0.0,0.0,0.0,0.0
1647,0.0,0.0,0.0,0.0
1648,0.0,0.0,0.0,0.0
1649,0.0,0.0,0.0,0.0
1650,0.0,0.0,0.0,0.0
1651,0.0,0.0,0.0,0.0
1652,0.0,0.0,0.0,0.0
1653,0.0,0.0,0.0,0.0
1654,0.0,0.0,0.0,0.0
1655,0.0,0.0,0.0,0.0
1656,0.0,0.0,0.0,0.0
1657,0.0,0.0,0.0,0.0
1658,5.361563434494851e-08,5.361563434494851e-08,5.361563434494851e-08,5.361563434494851e-08
1659,5.361563434494851e-08,5.361563434494851e-08,5.361563434494851e-08,5.361563434494851e-08
1660,5.361563434494851e-08,5.361563434494851e-08,5.361563434494851e-08,5.361563434494851e-08
1661,5.361563434494851e-08,5.361563434494851e-08,5.361563434494851e-08,5.361563434494851e-08
1662,5.361563434494851e-08,5.361563434494851e-08,5.361563434494851e-08,5.361563434494851e-08
1663,5.361563434494851e-08,5.361563434494851e-08,5.361563434494851e-08,5.361563434494851e-08
1664,5.361563434494851e-08,5.361563434494851e-08,5.361563434494851e-08,5.361563434494851e-08
1665,0.0,0.0,0.0,0.0
1666,0.0,0.0,0.0,0.0
1667,0.0,0.0,0.0,0.0
1668,0.0,0.0,0.0,0.0
1669,0.0,0.0,0.0,0.0
1670,0.0,0.0,0.0,0.0
1671,0.0,0.0,0.0,0.0
1672,0.0,0.0,0.0,0.0
1673,0.0,0.0,0.0,0.0
1674,0.0,0.0,0.0,0.0
1675,0.0,0.0,0.0,0.0
1676,0.0,0.0,0.0,0.0
1677,0.0,0.0,0.0,0.0
1678,0.0,0.0,0.0,0.0
1679,0.0,0.0,0.0,0.0
1680,0.0,0.0,0.0,0.0
1681,2.237584746061267e-08,2.237584746061267e-08,2.237584746061267e-08,2.237584746061267e-08
1682,2.237584746061267e-08,2.237584746061267e-08,2.237584746061267e-08,2.237584746061267e-08
1683,2.237584746061267e-08,2.237584746061267e-08,2.237584746061267e-08,2.237584746061267e-08
1684,2.237584746061267e-08,2.237584746061267e-08,2.237584746061267e-08,2.237584746061267e-08
1685,2.237584746061267e-08,2.237584746061267e-08,2.237584746061267e-08,2.237584746061267e-08
1686,2.237584746061267e-08,2.237584746061267e-08,2.237584746061267e-08,2.237584746061267e-08
1687,2.237584746061267e-08,2.237584746061267e-08,2.237584746061267e-08,2.237584746061267e-08
1688,0.0,0.0,0.0,0.0
1689,0.0,0.0,0.0,0.0
1690,0.0,0.0,0.0,0.0
1691,0.0,0.0,0.0,0.0
1692,0.0,0.0,0.0,0.0
1693,0.0,0.0,0.0,0.0
1694,0.0,0.0,0.0,0.0
1695,0.0,0.0,0.0,0.0
1696,0.0,0.0,0.0,0.0
1697,0.0,0.0,0.0,0.0
1698,0.0,0.0,0.0,0.0
1699,0.0,0.0,0.0,0.0
1700,0.0,0.0,0.0,0.0
1701,0.0,0.0,0.0,0.0
1702,0.0,0.0,0.0,0.0
1703,0.0,0.0,0.0,0.0
1704,0.0,0.0,0.0,0.0
1705,0.0,0.0,0.0,0.0
1706,0.0,0.0,0.0,0.0
1707,0.0,0.0,0.0,0.0
1708,9.645867342961928e-09,9.645867342961928e-09,9.645867342961928e-09,9.645867342961928e-09
1709,9.645867342961928e-09,9.645867342961928e-09,9.645867342961928e-09,9.645867342961928e-09
1710,9.645867342961928e-09,9.645867342961928e-09,9.645867342961928e-09,9.645867342961928e-09
1711,9.645867342961928e-09,9.645867342961928e-09,9.645867342961928e-09,9.645867342961928e-09
1712,9.645867342961928e-09,9.645867342961928e-09,9.645867342961928e-09,9.645867342961928e-09
1713,9.645867342961928e-09,9.645867342961928e-09,9.645867342961928e-09,9.645867342961928e-09
1714,9.645867342961928e-09,9.645867342961928e-09,9.645867342961928e-09,9.645867342961928e-09
1715,0.0,0.0,0.0,0.0
1716,0.0,0.0,0.0,0.0
1717,0.0,0.0,0.0,0.0
1718,0.0,0.0,0.0,0.0
1719,0.0,0.0,0.0,0.0
1720,0.0,0.0,0.0,0.0
1721,0.0,0.0,0.0,0.0
1722,0.0,0.0,0.0,0.0
1723,0.0,0.0,0.0,0.0
1724,0.0,0.0,0.0,0.0
1725,0.0,0.0,0.0,0.0
1726,0.0,0.0,0.0,0.0
1727,0.0,0.0,0.0,0.0
1728,0.0,0.0,0.0,0.0
1729,0.0,0.0,0.0,0.0
1730,0.0,0.0,0.0,0.0
1731,0.0,0.0,0.0,0.0
1732,0.0,0.0,0.0,0.0
1733,0.0,0.0,0.0,0.0
1734,0.0,0.0,0.0,0.0
1735,0.0,0.0,0.0,0.0
1736,0.0,0.0,0.0,0.0
1737,0.0,0.0,0.0,0.0
1738,0.0,0.0,0.0,0.0
1739,9.69274895266738e-09,9.69274895266738e-09,9.69274895266738e-09,9.69274895266738e-09
1740,9.69274895266738e-09,9.69274895266738e-09,9.69274895266738e-09,9.69274895266738e-09
1741,9.69274895266738e-09,9.69274895266738e-09,9.69274895266738e-09,9.69274895266738e-09
1742,9.69274895266738e-09,9.69274895266738e-09,9.69274895266738e-09,9.69274895266738e-09
1743,9.69274895266738e-09,9.69274895266738e-09,9.69274895266738e-09,9.69274895266738e-09
1744,9.69274895266738e-09,9.69274895266738e-09,9.69274895266738e-09,9.69274895266738e-09
1745,9.69274895266738e-09,9.69274895266738e-09,9.69274895266738e-09,9.69274895266738e-09
1746,1.4933931424820912e-08,1.4933931424820912e-08,1.4933931424820912e-08,1.4933931424820912e-08
1747,1.4933931424820912e-08,1.4933931424820912e-08,1.4933931424820912e-08,1.4933931424820912e-08
1748,1.4933931424820912e-08,1.4933931424820912e-08,1.4933931424820912e-08,1.4933931424820912e-08
1749,1.4933931424820912e-08,1.4933931424820912e-08,1.4933931424820912e-08,1.4933931424820912e-08
1750,1.4933931424820912e-08,1.4933931424820912e-08,1.4933931424820912e-08,1.4933931424820912e-08
1751,1.4933931424820912e-08,1.4933931424820912e-08,1.4933931424820912e-08,1.4933931424820912e-08
1752,1.4933931424820912e-08,1.4933931424820912e-08,1.4933931424820912e-08,1.4933931424820912e-08
1753,0.0,0.0,0.0,0.0
1754,0.0,0.0,0.0,0.0
1755,0.0,0.0,0.0,0.0
1756,0.0,0.0,0.0,0.0
1757,0.0,0.0,0.0,0.0
1758,0.0,0.0,0.0,0.0
1759,0.0,0.0,0.0,0.0
1760,1.0645467999178696e-08,1.0645467999178696e-08,1.0645467999178696e-08,1.0645467999178696e-08
1761,1.0645467999178696e-08,1.0645467999178696e-08,1.0645467999178696e-08,1.0645467999178696e-08
1762,1.0645467999178696e-08,1.0645467999178696e-08,1.0645467999178696e-08,1.0645467999178696e-08
1763,1.0645467999178696e-08,1.0645467999178696e-08,1.0645467999178696e-08,1.0645467999178696e-08
1764,1.0645467999178696e-08,1.0645467999178696e-08,1.0645467999178696e-08,1.0645467999178696e-08
1765,1.0645467999178696e-08,1.0645467999178696e-08,1.0645467999178696e-08,1.0645467999178696e-08
1766,1.0645467999178696e-08,1.0645467999178696e-08,1.0645467999178696e-08,1.0645467999178696e-08
1767,1.7667013756701115e-08,1.7667013756701115e-08,1.7667013756701115e-08,1.7667013756701115e-08
1768,1.7667013756701115e-08,1.7667013756701115e-08,1.7667013756701115e-08,1.7667013756701115e-08
1769,1.7667013756701115e-08,1.7667013756701115e-08,1.7667013756701115e-08,1.7667013756701115e-08
1770,1.7667013756701115e-08,1.7667013756701115e-08,1.7667013756701115e-08,1.7667013756701115e-08
1771,1.7667013756701115e-08,1.7667013756701115e-08,1.7667013756701115e-08,1.7667013756701115e-08
1772,1.7667013756701115e-08,1.7667013756701115e-08,1.7667013756701115e-08,1.7667013756701115e-08
1773,1.7667013756701115e-08,1.7667013756701115e-08,1.7667013756701115e-08,1.7667013756701115e-08
1774,5.344926279349238e-09,5.344926279349238e-09,5.344926279349238e-09,5.344926279349238e-09
1775,1.4010993762017928e-08,1.4010993762017928e-08,1.4010993762017928e-08,1.4010993762017928e-08
1776,1.67233632656202e-08,1.67233632656202e-08,1.67233632656202e-08,1.67233632656202e-08
1777,1.67233632656202e-08,1.67233632656202e-08,1.67233632656202e-08,1.67233632656202e-08
1778,1.67233632656202e-08,1.67233632656202e-08,1.67233632656202e-08,1.67233632656202e-08
1779,1.67233632656202e-08,1.67233632656202e-08,1.67233632656202e-08,1.67233632656202e-08
1780,1.67233632656202e-08,1.67233632656202e-08,1.67233632656202e-08,1.67233632656202e-08
1781,1.1378436986270962e-08,1.1378436986270962e-08,1.1378436986270962e-08,1.1378436986270962e-08
1782,9.186769947941035e-09,9.186769947941035e-09,9.186769947941035e-09,9.186769947941035e-09
1783,6.4744004443387635e-09,6.4744004443387635e-09,6.4744004443387635e-09,6.4744004443387635e-09
1784,6.4744004443387635e-09,6.4744004443387635e-09,6.4744004443387635e-09,6.4744004443387635e-09
1785,6.4744004443387635e-09,6.4744004443387635e-09,6.4744004443387635e-09,6.4744004443387635e-09
1786,6.4744004443387635e-09,6.4744004443387635e-09,6.4744004443387635e-09,6.4744004443387635e-09
1787,6.4744004443387635e-09,6.4744004443387635e-09,6.4744004443387635e-09,6.4744004443387635e-09
1788,6.4744004443387635e-09,6.4744004443387635e-09,6.4744004443387635e-09,6.4744004443387635e-09
1789,0.0,0.0,0.0,0.0
1790,0.0,0.0,0.0,0.0
1791,0.0,0.0,0.0,0.0
1792,0.0,0.0,0.0,0.0
1793,0.0,0.0,0.0,0.0
1794,8.981870231699368e-09,8.981870231699368e-09,8.981870231699368e-09,8.981870231699368e-09
1795,8.981870231699368e-09,8.981870231699368e-09,8.981870231699368e-09,8.981870231699368e-09
1796,8.981870231699368e-09,8.981870231699368e-09,8.981870231699368e-09,8.981870231699368e-09
1797,8.981870231699368e-09,8.981870231699368e-09,8.981870231699368e-09,8.981870231699368e-09
1798,8.981870231699368e-09,8.981870231699368e-09,8.981870231699368e-09,8.981870231699368e-09
1799,8.981870231699368e-09,8.981870231699368e-09,8.981870231699368e-09,8.981870231699368e-09
1800,1.0216862023071371e-08,1.0216862023071371e-08,1.0216862023071371e-08,1.0216862023071371e-08
1801,1.2349917913720025e-09,1.2349917913720025e-09,1.2349917913720025e-09,1.2349917913720025e-09
1802,4.708006175389658e-09,4.708006175389658e-09,4.708006175389658e-09,4.708006175389658e-09
1803,4.708006175389658e-09,4.708006175389658e-09,4.708006175389658e-09,4.708006175389658e-09
1804,5.013083725913248e-09,5.013083725913248e-09,5.013083725913248e-09,5.013083725913248e-09
1805,5.013083725913248e-09,5.013083725913248e-09,5.013083725913248e-09,5.013083725913248e-09
1806,5.013083725913248e-09,5.013083725913248e-09,5.013083725913248e-09,5.013083725913248e-09
1807,5.870304179264199e-09,5.870304179264199e-09,5.870304179264199e-09,5.870304179264199e-09
1808,5.870304179264199e-09,5.870304179264199e-09,5.870304179264199e-09,5.870304179264199e-09
1809,2.397289795246544e-09,2.397289795246544e-09,2.397289795246544e-09,2.397289795246544e-09
1810,2.397289795246544e-09,2.397289795246544e-09,2.397289795246544e-09,2.397289795246544e-09
1811,2.326596185550248e-09,2.326596185550248e-09,2.326596185550248e-09,2.326596185550248e-09
1812,2.326596185550248e-09,2.326596185550248e-09,2.326596185550248e-09,2.326596185550248e-09
1813,2.326596185550248e-09,2.326596185550248e-09,2.326596185550248e-09,2.326596185550248e-09
1814,2.343839408272938e-10,2.343839408272938e-10,2.343839408272938e-10,2.343839408272938e-10
1815,2.343839408272938e-10,2.343839408272938e-10,2.343839408272938e-10,2.343839408272938e-10
1816,2.343839408272938e-10,2.343839408272938e-10,2.343839408272938e-10,2.343839408272938e-10
1817,2.343839408272938e-10,2.343839408272938e-10,2.343839408272938e-10,2.343839408272938e-10
1818,0.0,0.0,0.0,0.0
1819,4.508923393383871e-10,4.508923393383871e-10,4.508923393383871e-10,4.508923393383871e-10
1820,4.508923393383871e-10,4.508923393383871e-10,4.508923393383871e-10,4.508923393383871e-10
1821,4.508923393383871e-10,4.508923393383871e-10,4.508923393383871e-10,4.508923393383871e-10
1822,9.49967945576954e-10,9.49967945576954e-10,9.49967945576954e-10,9.49967945576954e-10
1823,1.371356266639217e-09,1.371356266639217e-09,1.371356266639217e-09,1.371356266639217e-09
1824,1.371356266639217e-09,1.371356266639217e-09,1.371356266639217e-09,1.371356266639217e-09
1825,1.8778234840104754e-09,1.8778234840104754e-09,1.8778234840104754e-09,1.8778234840104754e-09
1826,1.4269311446720882e-09,1.4269311446720882e-09,1.4269311446720882e-09,1.4269311446720882e-09
1827,1.53150175081456e-09,1.53150175081456e-09,1.53150175081456e-09,1.53150175081456e-09
1828,1.752160369175978e-09,1.752160369175978e-09,1.752160369175978e-09,1.752160369175978e-09
1829,1.2530847629374113e-09,1.2530847629374113e-09,1.2530847629374113e-09,1.2530847629374113e-09
1830,8.316964418751484e-10,8.316964418751484e-10,8.316964418751484e-10,8.316964418751484e-10
1831,9.245911020932291e-10,9.245911020932291e-10,9.245911020932291e-10,9.245911020932291e-10
1832,4.181238847219707e-10,4.181238847219707e-10,4.181238847219707e-10,4.181238847219707e-10
1833,4.181238847219707e-10,4.181238847219707e-10,4.181238847219707e-10,4.181238847219707e-10
1834,3.135532785794989e-10,3.135532785794989e-10,3.135532785794989e-10,3.135532785794989e-10
1835,9.289466021808072e-11,9.289466021808072e-11,9.289466021808072e-11,9.289466021808072e-11
1836,9.936288141482968e-10,9.936288141482968e-10,9.936288141482968e-10,9.936288141482968e-10
1837,1.0710702245754688e-09,1.0710702245754688e-09,1.0710702245754688e-09,1.0710702245754688e-09
1838,9.78175564357388e-10,9.78175564357388e-10,9.78175564357388e-10,9.78175564357388e-10
1839,1.2055198664714543e-09,1.2055198664714543e-09,1.2055198664714543e-09,1.2055198664714543e-09
1840,1.2811058325290503e-09,1.2811058325290503e-09,1.2811058325290503e-09,1.2811058325290503e-09
1841,1.2811058325290503e-09,1.2811058325290503e-09,1.2811058325290503e-09,1.2811058325290503e-09
1842,1.6459984565818176e-09,1.6459984565818176e-09,1.6459984565818176e-09,1.6459984565818176e-09
1843,8.76413362517679e-10,8.76413362517679e-10,8.76413362517679e-10,8.76413362517679e-10
1844,7.989719520905072e-10,7.989719520905072e-10,7.989719520905072e-10,7.989719520905072e-10
1845,8.65710717398319e-10,8.65710717398319e-10,8.65710717398319e-10,8.65710717398319e-10
1846,2.0079969195333345e-09,2.0079969195333345e-09,2.0079969195333345e-09,2.0079969195333345e-09
1847,2.235438271000082e-09,2.235438271000082e-09,2.235438271000082e-09,2.235438271000082e-09
1848,2.2901259460234816e-09,2.2901259460234816e-09,2.2901259460234816e-09,2.2901259460234816e-09
1849,2.1939310209820715e-09,2.1939310209820715e-09,2.1939310209820715e-09,2.1939310209820715e-09
1850,2.1102518700720297e-09,2.1102518700720297e-09,2.1102518700720297e-09,2.1102518700720297e-09
1851,2.1566804651675297e-09,2.1566804651675297e-09,2.1566804651675297e-09,2.1566804651675297e-09
1852,2.292187983072529e-09,2.292187983072529e-09,2.292187983072529e-09,2.292187983072529e-09
1853,9.708168197913076e-10,9.708168197913076e-10,9.708168197913076e-10,9.708168197913076e-10
1854,9.708006739764637e-10,9.708006739764637e-10,9.708006739764637e-10,9.708006739764637e-10
1855,1.4411304887535741e-09,1.4411304887535741e-09,1.4411304887535741e-09,1.4411304887535741e-09
1856,1.4706256252455014e-09,1.4706256252455014e-09,1.4706256252455014e-09,1.4706256252455014e-09
1857,1.4712899430526149e-09,1.4712899430526149e-09,1.4712899430526149e-09,1.4712899430526149e-09
1858,1.540068374415528e-09,1.540068374415528e-09,1.540068374415528e-09,1.540068374415528e-09
1859,1.3987514797213813e-09,1.3987514797213813e-09,1.3987514797213813e-09,1.3987514797213813e-09
1860,1.53347776540461e-09,1.53347776540461e-09,1.53347776540461e-09,1.53347776540461e-09
1861,1.286953274107613e-09,1.286953274107613e-09,1.286953274107613e-09,1.286953274107613e-09
1862,9.29090598107101e-10,9.29090598107101e-10,9.29090598107101e-10,9.29090598107101e-10
1863,8.695871641809358e-10,8.695871641809358e-10,8.695871641809358e-10,8.695871641809358e-10
1864,1.0098334232314495e-09,1.0098334232314495e-09,1.0098334232314495e-09,1.0098334232314495e-09
1865,1.2484388047160978e-09,1.2484388047160978e-09,1.2484388047160978e-09,1.2484388047160978e-09
1866,1.4087075236471743e-09,1.4087075236471743e-09,1.4087075236471743e-09,1.4087075236471743e-09
1867,2.1331834949250047e-09,2.1331834949250047e-09,2.1331834949250047e-09,2.1331834949250047e-09
1868,2.3903786886389102e-09,2.3903786886389102e-09,2.3903786886389102e-09,2.3903786886389102e-09
1869,2.579496854211121e-09,2.579496854211121e-09,2.579496854211121e-09,2.579496854211121e-09
1870,3.143300191561187e-09,3.143300191561187e-09,3.143300191561187e-09,3.143300191561187e-09
1871,3.4418324381034283e-09,3.4418324381034283e-09,3.4418324381034283e-09,3.4418324381034283e-09
1872,3.088020030160367e-09,3.088020030160367e-09,3.088020030160367e-09,3.088020030160367e-09
1873,3.4129444350026817e-09,3.4129444350026817e-09,3.4129444350026817e-09,3.4129444350026817e-09
1874,2.902889991876886e-09,2.902889991876886e-09,2.902889991876886e-09,2.902889991876886e-09
1875,2.7496682391309993e-09,2.7496682391309993e-09,2.7496682391309993e-09,2.7496682391309993e-09
1876,2.470059228582804e-09,2.470059228582804e-09,2.470059228582804e-09,2.470059228582804e-09
1877,2.9258266523842937e-09,2.9258266523842937e-09,2.9258266523842937e-09,2.9258266523842937e-09
1878,3.237191808264888e-09,3.237191808264888e-09,3.237191808264888e-09,3.237191808264888e-09
1879,3.41176088174728e-09,3.41176088174728e-09,3.41176088174728e-09,3.41176088174728e-09
1880,3.6549187565348973e-09,3.6549187565348973e-09,3.6549187565348973e-09,3.6549187565348973e-09
1881,3.2890771971074072e-09,3.2890771971074072e-09,3.2890771971074072e-09,3.2890771971074072e-09
1882,3.420303274730736e-09,3.420303274730736e-09,3.420303274730736e-09,3.420303274730736e-09
1883,3.3757619338770084e-09,3.3757619338770084e-09,3.3757619338770084e-09,3.3757619338770084e-09
1884,2.270056311577078e-09,2.270056311577078e-09,2.270056311577078e-09,2.270056311577078e-09
1885,1.8490810252006336e-09,1.8490810252006336e-09,1.8490810252006336e-09,1.8490810252006336e-09
1886,2.5849362590900172e-09,2.5849362590900172e-09,2.5849362590900172e-09,2.5849362590900172e-09
1887,2.016727620219554e-09,2.016727620219554e-09,2.016727620219554e-09,2.016727620219554e-09
1888,2.1741819198181236e-09,2.1741819198181236e-09,2.1741819198181236e-09,2.1741819198181236e-09
1889,2.2750591311642462e-09,2.2750591311642462e-09,2.2750591311642462e-09,2.2750591311642462e-09
1890,2.344119263776788e-09,2.344119263776788e-09,2.344119263776788e-09,2.344119263776788e-09
1891,2.3195899804103905e-09,2.3195899804103905e-09,2.3195899804103905e-09,2.3195899804103905e-09
1892,2.3018326927066416e-09,2.3018326927066416e-09,2.3018326927066416e-09,2.3018326927066416e-09
1893,2.1293819406155633e-09,2.1293819406155633e-09,2.1293819406155633e-09,2.1293819406155633e-09
1894,2.0187690566838714e-09,2.0187690566838714e-09,2.0187690566838714e-09,2.0187690566838714e-09
1895,2.083803653439377e-09,2.083803653439377e-09,2.083803653439377e-09,2.083803653439377e-09
1896,1.76876194643175e-09,1.76876194643175e-09,1.76876194643175e-09,1.76876194643175e-09
1897,1.9090770075891328e-09,1.9090770075891328e-09,1.9090770075891328e-09,1.9090770075891328e-09
1898,3.0797999071653847e-09,3.0797999071653847e-09,3.0797999071653847e-09,3.0797999071653847e-09
1899,3.303099603359426e-09,3.303099603359426e-09,3.303099603359426e-09,3.303099603359426e-09
1900,2.8000439110188934e-09,2.8000439110188934e-09,2.8000439110188934e-09,2.8000439110188934e-09
1901,2.809541853134233e-09,2.809541853134233e-09,2.809541853134233e-09,2.809541853134233e-09
1902,3.5024933271137523e-09,3.5024933271137523e-09,3.5024933271137523e-09,3.5024933271137523e-09
1903,3.91908510406174e-09,3.91908510406174e-09,3.91908510406174e-09,3.91908510406174e-09
1904,3.88368589668683e-09,3.88368589668683e-09,3.88368589668683e-09,3.88368589668683e-09
1905,3.5302432247316264e-09,3.5302432247316264e-09,3.5302432247316264e-09,3.5302432247316264e-09
1906,3.4904227603454227e-09,3.4904227603454227e-09,3.4904227603454227e-09,3.4904227603454227e-09
1907,3.343405940992028e-09,3.343405940992028e-09,3.343405940992028e-09,3.343405940992028e-09
1908,3.2783469510506383e-09,3.2783469510506383e-09,3.2783469510506383e-09,3.2783469510506383e-09
1909,2.5380561224126144e-09,2.5380561224126144e-09,2.5380561224126144e-09,2.5380561224126144e-09
1910,2.4571593410754086e-09,2.4571593410754086e-09,2.4571593410754086e-09,2.4571593410754086e-09
1911,2.3768621118921575e-09,2.3768621118921575e-09,2.3768621118921575e-09,2.3768621118921575e-09
1912,1.7630811176085258e-09,1.7630811176085258e-09,1.7630811176085258e-09,1.7630811176085258e-09
1913,1.4059295235949572e-09,1.4059295235949572e-09,1.4059295235949572e-09,1.4059295235949572e-09
1914,1.4495768870962218e-09,1.4495768870962218e-09,1.4495768870962218e-09,1.4495768870962218e-09
1915,1.920656903361565e-09,1.920656903361565e-09,1.920656903361565e-09,1.920656903361565e-09
1916,2.285912554483056e-09,2.285912554483056e-09,2.285912554483056e-09,2.285912554483056e-09
1917,2.0821818713656626e-09,2.0821818713656626e-09,2.0821818713656626e-09,2.0821818713656626e-09
1918,1.999521203372672e-09,1.999521203372672e-09,1.999521203372672e-09,1.999521203372672e-09
1919,1.8526714170733323e-09,1.8526714170733323e-09,1.8526714170733323e-09,1.8526714170733323e-09
1920,2.15403322559712e-09,2.15403322559712e-09,2.15403322559712e-09,2.15403322559712e-09
1921,2.472270550977841e-09,2.472270550977841e-09,2.472270550977841e-09,2.472270550977841e-09
1922,2.5259237915583756e-09,2.5259237915583756e-09,2.5259237915583756e-09,2.5259237915583756e-09
1923,2.4941287804899505e-09,2.4941287804899505e-09,2.4941287804899505e-09,2.4941287804899505e-09
1924,3.04171018927768e-09,3.04171018927768e-09,3.04171018927768e-09,3.04171018927768e-09
1925,4.0338023239121816e-09,4.0338023239121816e-09,4.0338023239121816e-09,4.0338023239121816e-09
1926,4.605585373391412e-09,4.605585373391412e-09,4.605585373391412e-09,4.605585373391412e-09
