ngram,Telstra,Telstr,Telsta,Telsta
1645,0.0,0.0,0.0,0.0
1646,0.0,0.0,0.0,0.0
1647,0.0,0.0,0.0,0.0
1648,0.0,0.0,0.0,0.0
1649,0.0,0.0,0.0,0.0
1650,0.0,0.0,0.0,0.0
1651,0.0,0.0,0.0,0.0
1652,0.0,0.0,0.0,0.0
1653,0.0,0.0,0.0,0.0
1654,0.0,0.0,0.0,0.0
1655,0.0,0.0,0.0,0.0
1656,0.0,0.0,0.0,0.0
1657,0.0,0.0,0.0,0.0
1658,0.0,0.0,0.0,0.0
1659,0.0,0.0,0.0,0.0
1660,0.0,0.0,0.0,0.0
1661,0.0,0.0,0.0,0.0
1662,0.0,0.0,0.0,0.0
1663,0.0,0.0,0.0,0.0
1664,0.0,0.0,0.0,0.0
1665,0.0,0.0,0.0,0.0
1666,0.0,0.0,0.0,0.0
1667,0.0,0.0,0.0,0.0
1668,0.0,0.0,0.0,0.0
1669,0.0,0.0,0.0,0.0
1670,0.0,0.0,0.0,0.0
1671,0.0,0.0,0.0,0.0
1672,0.0,0.0,0.0,0.0
1673,0.0,0.0,0.0,0.0
1674,0.0,0.0,0.0,0.0
1675,0.0,0.0,0.0,0.0
1676,0.0,0.0,0.0,0.0
1677,0.0,0.0,0.0,0.0
1678,0.0,0.0,0.0,0.0
1679,0.0,0.0,0.0,0.0
1680,0.0,0.0,0.0,0.0
1681,0.0,0.0,0.0,0.0
1682,0.0,0.0,0.0,0.0
1683,0.0,0.0,0.0,0.0
1684,0.0,0.0,0.0,0.0
1685,0.0,0.0,0.0,0.0
1686,0.0,0.0,0.0,0.0
1687,0.0,0.0,0.0,0.0
1688,0.0,0.0,0.0,0.0
1689,0.0,0.0,0.0,0.0
1690,0.0,0.0,0.0,0.0
1691,0.0,0.0,0.0,0.0
1692,0.0,0.0,0.0,0.0
1693,0.0,0.0,0.0,0.0
1694,0.0,0.0,0.0,0.0
1695,0.0,0.0,0.0,0.0
1696,0.0,0.0,0.0,0.0
1697,0.0,0.0,0.0,0.0
1698,0.0,0.0,0.0,0.0
1699,0.0,0.0,0.0,0.0
1700,0.0,0.0,0.0,0.0
1701,0.0,0.0,0.0,0.0
1702,0.0,0.0,0.0,0.0
1703,0.0,0.0,0.0,0.0
1704,0.0,0.0,0.0,0.0
1705,0.0,0.0,0.0,0.0
1706,0.0,0.0,0.0,0.0
1707,0.0,0.0,0.0,0.0
1708,0.0,0.0,0.0,0.0
1709,0.0,0.0,0.0,0.0
1710,0.0,0.0,0.0,0.0
1711,0.0,0.0,0.0,0.0
1712,0.0,0.0,0.0,0.0
1713,0.0,0.0,0.0,0.0
1714,0.0,0.0,0.0,0.0
1715,0.0,0.0,0.0,0.0
1716,0.0,0.0,0.0,0.0
1717,0.0,0.0,0.0,0.0
1718,0.0,0.0,0.0,0.0
1719,0.0,0.0,0.0,0.0
1720,0.0,0.0,0.0,0.0
1721,0.0,0.0,0.0,0.0
1722,0.0,0.0,0.0,0.0
1723,0.0,0.0,0.0,0.0
1724,0.0,0.0,0.0,0.0
1725,0.0,0.0,0.0,0.0
1726,0.0,0.0,0.0,0.0
1727,0.0,0.0,0.0,0.0
1728,0.0,0.0,0.0,0.0
1729,0.0,0.0,0.0,0.0
1730,0.0,0.0,0.0,0.0
1731,0.0,0.0,0.0,0.0
1732,0.0,0.0,0.0,0.0
1733,0.0,0.0,0.0,0.0
1734,0.0,0.0,0.0,0.0
1735,0.0,0.0,0.0,0.0
1736,0.0,0.0,0.0,0.0
1737,0.0,0.0,0.0,0.0
1738,0.0,0.0,0.0,0.0
1739,0.0,0.0,0.0,0.0
1740,0.0,0.0,0.0,0.0
1741,0.0,0.0,0.0,0.0
1742,0.0,0.0,0.0,0.0
1743,0.0,0.0,0.0,0.0
1744,0.0,0.0,0.0,0.0
1745,0.0,0.0,0.0,0.0
1746,0.0,0.0,0.0,0.0
1747,0.0,0.0,0.0,0.0
1748,0.0,0.0,0.0,0.0
1749,0.0,0.0,0.0,0.0
1750,0.0,0.0,0.0,0.0
1751,0.0,0.0,0.0,0.0
1752,0.0,0.0,0.0,0.0
1753,0.0,0.0,0.0,0.0
1754,0.0,0.0,0.0,0.0
1755,0.0,0.0,0.0,0.0
1756,0.0,0.0,0.0,0.0
1757,0.0,0.0,0.0,0.0
1758,0.0,0.0,0.0,0.0
1759,0.0,0.0,0.0,0.0
1760,0.0,0.0,0.0,0.0
1761,0.0,0.0,0.0,0.0
1762,0.0,0.0,0.0,0.0
1763,0.0,0.0,0.0,0.0
1764,0.0,0.0,0.0,0.0
1765,0.0,0.0,0.0,0.0
1766,0.0,0.0,0.0,0.0
1767,0.0,0.0,0.0,0.0
1768,0.0,0.0,0.0,0.0
1769,0.0,0.0,0.0,0.0
1770,0.0,0.0,0.0,0.0
1771,0.0,0.0,0.0,0.0
1772,0.0,0.0,0.0,0.0
1773,0.0,0.0,0.0,0.0
1774,0.0,0.0,0.0,0.0
1775,0.0,0.0,0.0,0.0
1776,0.0,0.0,0.0,0.0
1777,0.0,0.0,0.0,0.0
1778,0.0,0.0,0.0,0.0
1779,0.0,0.0,0.0,0.0
1780,0.0,0.0,0.0,0.0
1781,0.0,0.0,0.0,0.0
1782,0.0,0.0,0.0,0.0
1783,0.0,0.0,0.0,0.0
1784,0.0,0.0,0.0,0.0
1785,0.0,0.0,0.0,0.0
1786,0.0,0.0,0.0,0.0
1787,0.0,0.0,0.0,0.0
1788,0.0,0.0,0.0,0.0
1789,0.0,0.0,0.0,0.0
1790,0.0,0.0,0.0,0.0
1791,0.0,0.0,0.0,0.0
1792,0.0,0.0,0.0,0.0
1793,0.0,0.0,0.0,0.0
1794,0.0,0.0,0.0,0.0
1795,0.0,0.0,0.0,0.0
1796,0.0,0.0,0.0,0.0
1797,0.0,0.0,0.0,0.0
1798,0.0,0.0,0.0,0.0
1799,0.0,0.0,0.0,0.0
1800,0.0,0.0,0.0,0.0
1801,0.0,0.0,0.0,0.0
1802,0.0,0.0,0.0,0.0
1803,0.0,0.0,0.0,0.0
1804,0.0,0.0,0.0,0.0
1805,0.0,0.0,0.0,0.0
1806,0.0,0.0,0.0,0.0
1807,0.0,0.0,0.0,0.0
1808,0.0,0.0,0.0,0.0
1809,0.0,0.0,0.0,0.0
1810,0.0,0.0,0.0,0.0
1811,0.0,0.0,0.0,0.0
1812,0.0,0.0,0.0,0.0
1813,0.0,0.0,0.0,0.0
1814,0.0,0.0,0.0,0.0
1815,0.0,0.0,0.0,0.0
1816,0.0,0.0,0.0,0.0
1817,0.0,0.0,0.0,0.0
1818,0.0,0.0,0.0,0.0
1819,0.0,0.0,0.0,0.0
1820,0.0,0.0,0.0,0.0
1821,0.0,1.2855425454308796e-10,0.0,0.0
1822,0.0,1.2855425454308796e-10,0.0,0.0
1823,0.0,1.2855425454308796e-10,0.0,0.0
1824,0.0,1.2855425454308796e-10,0.0,0.0
1825,0.0,1.2855425454308796e-10,0.0,0.0
1826,0.0,1.2855425454308796e-10,0.0,0.0
1827,0.0,1.2855425454308796e-10,0.0,0.0
1828,0.0,0.0,0.0,0.0
1829,0.0,0.0,0.0,0.0
1830,0.0,0.0,0.0,0.0
1831,0.0,0.0,0.0,0.0
1832,0.0,0.0,0.0,0.0
1833,0.0,0.0,0.0,0.0
1834,0.0,0.0,0.0,0.0
1835,0.0,0.0,0.0,0.0
1836,0.0,0.0,0.0,0.0
1837,0.0,0.0,0.0,0.0
1838,0.0,0.0,0.0,0.0
1839,0.0,0.0,0.0,0.0
1840,0.0,0.0,0.0,0.0
1841,0.0,0.0,0.0,0.0
1842,0.0,0.0,0.0,0.0
1843,0.0,0.0,0.0,0.0
1844,0.0,0.0,0.0,0.0
1845,0.0,0.0,0.0,0.0
1846,0.0,0.0,0.0,0.0
1847,0.0,0.0,0.0,0.0
1848,0.0,0.0,0.0,0.0
1849,0.0,0.0,0.0,0.0
1850,0.0,0.0,0.0,0.0
1851,0.0,0.0,0.0,0.0
1852,0.0,0.0,0.0,0.0
1853,0.0,0.0,0.0,0.0
1854,0.0,0.0,0.0,0.0
1855,0.0,0.0,0.0,0.0
1856,0.0,4.969880459551998e-11,0.0,0.0
1857,0.0,4.969880459551998e-11,0.0,0.0
1858,0.0,4.969880459551998e-11,0.0,0.0
1859,0.0,4.969880459551998e-11,6.09293885186649e-11,6.09293885186649e-11
1860,0.0,4.969880459551998e-11,6.09293885186649e-11,6.09293885186649e-11
1861,0.0,4.969880459551998e-11,6.09293885186649e-11,6.09293885186649e-11
1862,0.0,4.969880459551998e-11,6.09293885186649e-11,6.09293885186649e-11
1863,0.0,0.0,6.09293885186649e-11,6.09293885186649e-11
1864,4.709512145341575e-11,0.0,6.09293885186649e-11,6.09293885186649e-11
1865,4.709512145341575e-11,0.0,6.09293885186649e-11,6.09293885186649e-11
1866,4.709512145341575e-11,0.0,0.0,0.0
1867,4.709512145341575e-11,0.0,0.0,0.0
1868,4.709512145341575e-11,0.0,0.0,0.0
1869,4.709512145341575e-11,0.0,0.0,0.0
1870,4.709512145341575e-11,0.0,0.0,0.0
1871,0.0,0.0,0.0,0.0
1872,0.0,0.0,0.0,0.0
1873,0.0,0.0,0.0,0.0
1874,0.0,0.0,0.0,0.0
1875,0.0,0.0,0.0,0.0
1876,0.0,0.0,0.0,0.0
1877,0.0,0.0,0.0,0.0
1878,0.0,0.0,0.0,0.0
1879,0.0,0.0,0.0,0.0
1880,3.2886683455833425e-11,0.0,0.0,0.0
1881,3.2886683455833425e-11,0.0,0.0,0.0
1882,3.2886683455833425e-11,0.0,0.0,0.0
1883,3.2886683455833425e-11,0.0,0.0,0.0
1884,3.2886683455833425e-11,0.0,0.0,0.0
1885,3.2886683455833425e-11,0.0,0.0,0.0
1886,3.2886683455833425e-11,0.0,0.0,0.0
1887,2.7633968526151266e-11,0.0,0.0,0.0
1888,8.163965337093515e-11,1.0801136968956776e-10,0.0,0.0
1889,8.163965337093515e-11,1.0801136968956776e-10,0.0,0.0
1890,8.163965337093515e-11,1.0801136968956776e-10,0.0,0.0
1891,8.163965337093515e-11,1.3361642149854547e-10,0.0,0.0
1892,8.163965337093515e-11,1.3361642149854547e-10,0.0,0.0
1893,1.0470132697345695e-10,1.3361642149854547e-10,0.0,0.0
1894,7.706735844730567e-11,1.3361642149854547e-10,0.0,0.0
1895,2.3061673602521792e-11,2.5605051808977717e-11,0.0,0.0
1896,2.3061673602521792e-11,2.5605051808977717e-11,0.0,0.0
1897,2.3061673602521792e-11,2.5605051808977717e-11,0.0,0.0
1898,4.109984178387752e-11,0.0,0.0,0.0
1899,4.109984178387752e-11,0.0,0.0,0.0
1900,3.6108772717900555e-11,0.0,0.0,0.0
1901,3.6108772717900555e-11,0.0,0.0,0.0
1902,3.6108772717900555e-11,0.0,0.0,0.0
1903,3.6108772717900555e-11,0.0,0.0,0.0
1904,3.6108772717900555e-11,0.0,0.0,0.0
1905,1.8070604536544822e-11,0.0,0.0,0.0
1906,3.358559065778723e-11,1.5514986121242405e-11,0.0,0.0
1907,1.5514986121242405e-11,1.5514986121242405e-11,0.0,0.0
1908,1.5514986121242405e-11,1.5514986121242405e-11,0.0,0.0
1909,1.5514986121242405e-11,1.5514986121242405e-11,0.0,0.0
1910,1.5514986121242405e-11,1.5514986121242405e-11,0.0,0.0
1911,1.5514986121242405e-11,1.5514986121242405e-11,0.0,0.0
1912,1.5514986121242405e-11,1.5514986121242405e-11,0.0,0.0
1913,1.4297918999555443e-11,0.0,0.0,0.0
1914,2.8914408565862614e-11,0.0,0.0,0.0
1915,2.8914408565862614e-11,0.0,0.0,0.0
1916,4.396627110000598e-11,0.0,0.0,0.0
1917,5.793200542297023e-11,0.0,0.0,0.0
1918,7.231224448598996e-11,0.0,0.0,0.0
1919,7.231224448598996e-11,0.0,0.0,0.0
1920,5.801432548643451e-11,0.0,2.3201654883056986e-11,2.3201654883056986e-11
1921,4.339783592012734e-11,0.0,2.3201654883056986e-11,2.3201654883056986e-11
1922,4.339783592012734e-11,0.0,2.3201654883056986e-11,2.3201654883056986e-11
1923,2.8345973385983977e-11,0.0,2.3201654883056986e-11,2.3201654883056986e-11
1924,1.4380239063019725e-11,0.0,2.3201654883056986e-11,2.3201654883056986e-11
1925,0.0,0.0,2.3201654883056986e-11,2.3201654883056986e-11
1926,0.0,0.0,2.3201654883056986e-11,2.3201654883056986e-11
1927,2.273837864029206e-11,0.0,0.0,0.0
1928,2.273837864029206e-11,2.2809486442478187e-11,0.0,0.0
1929,4.8024175905833235e-11,2.2809486442478187e-11,0.0,0.0
1930,7.525156886512008e-11,2.2809486442478187e-11,0.0,0.0
1931,7.525156886512008e-11,2.2809486442478187e-11,0.0,0.0
1932,7.525156886512008e-11,2.2809486442478187e-11,0.0,0.0
1933,7.525156886512008e-11,2.2809486442478187e-11,0.0,0.0
1934,5.2513190224828015e-11,2.2809486442478187e-11,0.0,0.0
1935,7.47355233254865e-11,0.0,0.0,0.0
1936,4.9449726059945325e-11,0.0,0.0,0.0
1937,1.3443441399767815e-10,0.0,0.0,0.0
1938,1.1350379505329196e-09,0.0,2.175225079424438e-11,2.175225079424438e-11
1939,1.1350379505329196e-09,0.0,2.175225079424438e-11,2.175225079424438e-11
1940,1.160831212900147e-09,0.0,2.175225079424438e-11,2.175225079424438e-11
1941,1.160831212900147e-09,0.0,2.175225079424438e-11,2.175225079424438e-11
1942,1.163516925663442e-09,0.0,2.175225079424438e-11,2.175225079424438e-11
1943,1.1849702508908472e-09,0.0,4.3205576021649557e-11,4.3205576021649557e-11
1944,1.0727581699938276e-09,0.0,6.217689855044942e-11,6.217689855044942e-11
1945,9.092405400019337e-11,3.753884108321464e-11,4.042464775620504e-11,4.042464775620504e-11
1946,9.092405400019337e-11,3.753884108321464e-11,4.042464775620504e-11,4.042464775620504e-11
1947,6.513079163296607e-11,3.753884108321464e-11,4.042464775620504e-11,4.042464775620504e-11
1948,6.513079163296607e-11,3.753884108321464e-11,5.752464774363578e-11,5.752464774363578e-11
1949,4.0222745769012496e-11,3.753884108321464e-11,5.752464774363578e-11,5.752464774363578e-11
1950,1.876942054160732e-11,3.753884108321464e-11,5.2991297857677264e-11,5.2991297857677264e-11
1951,6.841671475386692e-11,3.753884108321464e-11,8.3667269541137e-11,8.3667269541137e-11
1952,8.101519257040581e-11,1.5683949179073106e-11,9.93512187202101e-11,9.93512187202101e-11
1953,8.101519257040581e-11,1.5683949179073106e-11,5.229606202448802e-10,5.229606202448802e-10
1954,8.101519257040581e-11,1.5683949179073106e-11,8.132797540575229e-10,8.132797540575229e-10
1955,1.389922006854251e-10,1.5683949179073106e-11,1.1295475636179703e-09,1.1295475636179703e-09
1956,1.389922006854251e-10,1.5683949179073106e-11,1.331567646819679e-09,1.331567646819679e-09
1957,1.389922006854251e-10,1.5683949179073106e-11,1.8371404189587714e-09,1.8371404189587714e-09
1958,8.934490647316551e-11,1.5683949179073106e-11,2.4182889212956813e-09,2.4182889212956813e-09
1959,6.927094711331857e-11,0.0,3.0689473819377e-09,3.0689473819377e-09
1960,1.116223908938428e-10,0.0,2.984149530657224e-09,2.984149530657224e-09
1961,8.319788003371567e-10,0.0,3.1778198485353316e-09,3.1778198485353316e-09
1962,7.842035483286911e-10,3.060526831966115e-11,3.242320539038295e-09,3.242320539038295e-09
1963,7.941074048334329e-10,3.060526831966115e-11,3.4463585636095625e-09,3.4463585636095625e-09
1964,7.941074048334329e-10,3.060526831966115e-11,3.5354109164030335e-09,3.5354109164030335e-09
1965,8.029224864346065e-10,3.060526831966115e-11,3.812568514862034e-09,3.812568514862034e-09
1966,8.180077617254383e-10,3.060526831966115e-11,4.183808505991189e-09,4.183808505991189e-09
1967,7.845009969023994e-10,3.060526831966115e-11,4.446435093135343e-09,4.446435093135343e-09
1968,4.0954972052587024e-10,3.060526831966115e-11,5.193504959422057e-09,5.193504959422057e-09
1969,4.262786205371556e-10,0.0,5.1636887781520664e-09,5.1636887781520664e-09
1970,4.339137818895214e-10,0.0,5.266262188235211e-09,5.266262188235211e-09
1971,4.428646824261584e-10,0.0,5.961548556397491e-09,5.961548556397491e-09
1972,4.427450459825495e-10,0.0,5.253590403978389e-09,5.253590403978389e-09
1973,4.328740253150316e-10,0.0,4.430614526056737e-09,4.430614526056737e-09
1974,4.3217684936710677e-10,8.147503009560607e-12,4.081748986425485e-09,4.081748986425485e-09
1975,3.057282200220295e-10,3.247600254195428e-11,3.0128796759041977e-09,3.0128796759041977e-09
1976,4.716719153149576e-10,3.247600254195428e-11,2.693045944976039e-09,2.693045944976039e-09
1977,4.701857192281254e-10,4.852882431222965e-11,2.3770482883632228e-09,2.3770482883632228e-09
1978,4.6123481869148845e-10,5.6688752898231036e-11,1.2252554685129473e-09,1.2252554685129473e-09
1979,5.74454882967812e-10,7.294415468476042e-11,1.431645278517278e-09,1.431645278517278e-09
1980,7.53867381714235e-10,1.1996512117029567e-10,1.6088801402247555e-09,1.6088801402247555e-09
1981,8.143880688863245e-10,1.1181761816073506e-10,1.7225378901031263e-09,1.7225378901031263e-09
1982,6.028430601934254e-10,1.0231210868595829e-10,1.901276659919761e-09,1.901276659919761e-09
1983,4.617862471380439e-10,1.0971461437771422e-10,2.7117487144678876e-09,2.7117487144678876e-09
1984,6.147970773346628e-10,9.366179260743885e-11,2.967501038548497e-09,2.967501038548497e-09
1985,1.6058653206799507e-09,9.99700139138669e-11,3.3405498684706866e-09,3.3405498684706866e-09
1986,1.6083037986709086e-09,8.371461212733752e-11,3.5213919716678024e-09,3.5213919716678024e-09
1987,4.314744124489511e-09,3.6693645641802266e-11,4.039046176883078e-09,4.039046176883078e-09
1988,4.738206017025031e-09,3.6693645641802266e-11,4.164945911964781e-09,4.164945911964781e-09
1989,6.673181979222065e-09,2.1870655584185375e-11,3.8838852411959834e-09,3.8838852411959834e-09
1990,1.4204214090643826e-08,1.4468149892429442e-11,3.085111757331457e-09,3.085111757331457e-09
1991,3.403857284922651e-08,1.4468149892429442e-11,2.7024182574259773e-09,2.7024182574259773e-09
1992,7.45745373390402e-08,2.5449384663137462e-11,2.4224622783920934e-09,2.4224622783920934e-09
1993,1.6831367455338864e-07,2.5449384663137462e-11,1.867441919354919e-09,1.867441919354919e-09
1994,2.430977036814243e-07,3.195251454297348e-11,1.0880089250177504e-09,1.0880089250177504e-09
1995,3.122955645196157e-07,3.195251454297348e-11,7.044600736083595e-10,7.044600736083595e-10
1996,3.894752776797564e-07,3.195251454297348e-11,7.26518480296891e-10,7.26518480296891e-10
1997,4.811004674008603e-07,4.345756344067578e-11,7.471366620619741e-10,7.471366620619741e-10
1998,5.115429075885913e-07,6.656871333927355e-11,7.681107852938343e-10,7.681107852938343e-10
1999,5.341348899686896e-07,4.1119328676136084e-11,5.796349709731783e-10,5.796349709731783e-10
2000,5.086920436627094e-07,7.746633344716893e-11,5.681978915150765e-10,5.681978915150765e-10
2001,4.793905605181083e-07,8.110466365967334e-11,4.4320602594706745e-10,4.4320602594706745e-10
2002,4.732749841553284e-07,9.184177129124243e-11,3.399933484550731e-10,3.399933484550731e-10
2003,4.321683572275755e-07,9.184177129124243e-11,2.683831098828003e-10,2.683831098828003e-10
2004,3.7704189789370244e-07,8.033672239354012e-11,1.9794086161817326e-10,1.9794086161817326e-10
2005,3.4812495032708413e-07,5.722557249494236e-11,1.1624264646086552e-10,1.1624264646086552e-10
2006,2.9882806273917595e-07,5.722557249494236e-11,6.173353346374176e-11,6.173353346374176e-11
2007,2.497882363172721e-07,2.0878567723909517e-11,7.316678265240867e-11,7.316678265240867e-11
2008,2.208956664568567e-07,1.0737107631569082e-11,7.338713218468002e-11,7.338713218468002e-11
2009,1.7009918350043206e-07,0.0,1.426948038896203e-10,1.426948038896203e-10
2010,1.4312085332741325e-07,0.0,1.3647242537440096e-10,1.3647242537440096e-10
2011,1.1117914157564104e-07,0.0,1.310217304194878e-10,1.310217304194878e-10
2012,1.0244986522626018e-07,0.0,3.129481443332154e-10,3.129481443332154e-10
2013,9.93839342251184e-08,0.0,3.078015721766755e-10,3.078015721766755e-10
2014,9.019717696544052e-08,0.0,2.7559860569276966e-10,2.7559860569276966e-10
2015,7.907893514616912e-08,0.0,2.703075261143281e-10,2.703075261143281e-10
2016,7.529444750226893e-08,0.0,1.9563130059360327e-10,1.9563130059360327e-10
2017,7.496685464995305e-08,0.0,2.2346030523664093e-10,2.2346030523664093e-10
2018,7.296440998061371e-08,0.0,2.6165301036940034e-10,2.6165301036940034e-10
2019,6.880614478177449e-08,0.0,0.0,0.0
