ngram,Tesla,Teala,Tsla,Teala
1637,0.0,0.0,0.0,0.0
1638,0.0,0.0,0.0,0.0
1639,0.0,0.0,0.0,0.0
1640,0.0,0.0,0.0,0.0
1641,0.0,0.0,0.0,0.0
1642,0.0,0.0,0.0,0.0
1643,0.0,0.0,0.0,0.0
1644,0.0,0.0,0.0,0.0
1645,4.9116830983361326e-08,0.0,0.0,0.0
1646,4.9116830983361326e-08,0.0,0.0,0.0
1647,4.9116830983361326e-08,0.0,0.0,0.0
1648,4.9116830983361326e-08,0.0,0.0,0.0
1649,4.9116830983361326e-08,0.0,0.0,0.0
1650,4.9116830983361326e-08,0.0,0.0,0.0
1651,4.9116830983361326e-08,0.0,0.0,0.0
1652,0.0,0.0,0.0,0.0
1653,0.0,0.0,0.0,0.0
1654,0.0,0.0,0.0,0.0
1655,0.0,0.0,0.0,0.0
1656,0.0,0.0,0.0,0.0
1657,2.7804432534139778e-08,0.0,0.0,0.0
1658,2.7804432534139778e-08,0.0,0.0,0.0
1659,2.7804432534139778e-08,0.0,0.0,0.0
1660,2.7804432534139778e-08,0.0,0.0,0.0
1661,2.7804432534139778e-08,0.0,0.0,0.0
1662,2.7804432534139778e-08,0.0,0.0,0.0
1663,2.7804432534139778e-08,0.0,0.0,0.0
1664,0.0,0.0,0.0,0.0
1665,0.0,0.0,0.0,0.0
1666,0.0,0.0,0.0,0.0
1667,0.0,0.0,0.0,0.0
1668,0.0,0.0,0.0,0.0
1669,0.0,0.0,0.0,0.0
1670,0.0,0.0,0.0,0.0
1671,0.0,0.0,0.0,0.0
1672,0.0,0.0,0.0,0.0
1673,0.0,0.0,0.0,0.0
1674,0.0,0.0,0.0,0.0
1675,0.0,0.0,0.0,0.0
1676,0.0,0.0,0.0,0.0
1677,0.0,0.0,0.0,0.0
1678,0.0,0.0,0.0,0.0
1679,0.0,0.0,0.0,0.0
1680,0.0,0.0,0.0,0.0
1681,0.0,0.0,0.0,0.0
1682,0.0,0.0,0.0,0.0
1683,0.0,0.0,0.0,0.0
1684,0.0,0.0,0.0,0.0
1685,2.0205831674502406e-08,0.0,0.0,0.0
1686,2.0205831674502406e-08,0.0,0.0,0.0
1687,2.0205831674502406e-08,0.0,0.0,0.0
1688,2.0205831674502406e-08,0.0,0.0,0.0
1689,2.0205831674502406e-08,0.0,0.0,0.0
1690,2.0205831674502406e-08,0.0,0.0,0.0
1691,2.0205831674502406e-08,0.0,0.0,0.0
1692,0.0,0.0,0.0,0.0
1693,0.0,0.0,0.0,0.0
1694,0.0,0.0,0.0,0.0
1695,0.0,0.0,0.0,0.0
1696,0.0,0.0,0.0,0.0
1697,0.0,0.0,0.0,0.0
1698,0.0,0.0,0.0,0.0
1699,0.0,0.0,0.0,0.0
1700,0.0,0.0,0.0,0.0
1701,0.0,0.0,0.0,0.0
1702,0.0,0.0,0.0,0.0
1703,1.104120985116554e-08,0.0,0.0,0.0
1704,1.104120985116554e-08,0.0,0.0,0.0
1705,1.104120985116554e-08,0.0,0.0,0.0
1706,1.104120985116554e-08,0.0,0.0,0.0
1707,1.104120985116554e-08,0.0,0.0,0.0
1708,1.104120985116554e-08,0.0,0.0,0.0
1709,1.104120985116554e-08,0.0,0.0,0.0
1710,0.0,0.0,0.0,0.0
1711,0.0,0.0,0.0,0.0
1712,0.0,0.0,0.0,0.0
1713,1.0818015182069627e-08,0.0,0.0,0.0
1714,2.0389625733839367e-08,0.0,0.0,0.0
1715,2.0389625733839367e-08,0.0,0.0,0.0
1716,2.0389625733839367e-08,0.0,0.0,0.0
1717,2.0389625733839367e-08,0.0,0.0,0.0
1718,2.0389625733839367e-08,0.0,0.0,0.0
1719,2.0389625733839367e-08,0.0,0.0,0.0
1720,9.571610551769742e-09,0.0,0.0,0.0
1721,0.0,0.0,0.0,0.0
1722,0.0,0.0,0.0,0.0
1723,0.0,0.0,0.0,0.0
1724,0.0,0.0,0.0,0.0
1725,0.0,0.0,0.0,0.0
1726,0.0,0.0,0.0,0.0
1727,0.0,0.0,0.0,0.0
1728,0.0,0.0,0.0,0.0
1729,0.0,0.0,0.0,0.0
1730,0.0,0.0,0.0,0.0
1731,0.0,0.0,0.0,0.0
1732,0.0,0.0,0.0,0.0
1733,0.0,0.0,0.0,0.0
1734,0.0,0.0,0.0,0.0
1735,0.0,0.0,0.0,0.0
1736,5.512325072589062e-09,0.0,0.0,0.0
1737,5.512325072589062e-09,0.0,0.0,0.0
1738,5.512325072589062e-09,0.0,0.0,0.0
1739,5.512325072589062e-09,0.0,0.0,0.0
1740,5.512325072589062e-09,0.0,0.0,0.0
1741,5.512325072589062e-09,0.0,0.0,0.0
1742,5.512325072589062e-09,0.0,0.0,0.0
1743,0.0,0.0,0.0,0.0
1744,4.464060359461135e-09,0.0,0.0,0.0
1745,4.464060359461135e-09,0.0,0.0,0.0
1746,4.464060359461135e-09,0.0,0.0,0.0
1747,4.464060359461135e-09,0.0,0.0,0.0
1748,4.464060359461135e-09,0.0,0.0,0.0
1749,4.464060359461135e-09,0.0,0.0,0.0
1750,1.43602549534145e-08,0.0,0.0,0.0
1751,9.896194593953363e-09,0.0,0.0,0.0
1752,1.3794784743075589e-08,0.0,0.0,0.0
1753,1.3794784743075589e-08,0.0,0.0,0.0
1754,1.7978853453623093e-08,0.0,0.0,0.0
1755,1.7978853453623093e-08,0.0,0.0,0.0
1756,1.7978853453623093e-08,0.0,0.0,0.0
1757,8.082658859669728e-09,0.0,0.0,0.0
1758,8.082658859669728e-09,0.0,0.0,0.0
1759,1.1141658516424156e-08,0.0,0.0,0.0
1760,1.1141658516424156e-08,0.0,0.0,0.0
1761,6.9575898058766535e-09,0.0,0.0,0.0
1762,6.9575898058766535e-09,0.0,0.0,0.0
1763,6.9575898058766535e-09,0.0,0.0,0.0
1764,6.9575898058766535e-09,0.0,0.0,0.0
1765,6.9575898058766535e-09,0.0,0.0,0.0
1766,3.4010521383314493e-09,0.0,0.0,0.0
1767,6.345554431114968e-09,0.0,0.0,0.0
1768,6.345554431114968e-09,0.0,0.0,0.0
1769,6.345554431114968e-09,0.0,3.046259625502249e-09,0.0
1770,6.345554431114968e-09,0.0,3.046259625502249e-09,0.0
1771,6.345554431114968e-09,0.0,3.046259625502249e-09,0.0
1772,6.345554431114968e-09,0.0,3.046259625502249e-09,0.0
1773,5.539693148648439e-09,0.0,3.046259625502249e-09,0.0
1774,2.5951908558649197e-09,0.0,3.046259625502249e-09,0.0
1775,2.5951908558649197e-09,0.0,3.046259625502249e-09,0.0
1776,2.5951908558649197e-09,0.0,0.0,0.0
1777,2.5951908558649197e-09,0.0,0.0,0.0
1778,2.5951908558649197e-09,0.0,0.0,0.0
1779,5.156876576555598e-09,0.0,0.0,0.0
1780,2.5616857206906776e-09,0.0,0.0,0.0
1781,4.474202595718322e-09,0.0,0.0,0.0
1782,4.474202595718322e-09,0.0,0.0,0.0
1783,4.474202595718322e-09,0.0,0.0,0.0
1784,6.138674711410528e-09,0.0,0.0,0.0
1785,6.138674711410528e-09,0.0,0.0,0.0
1786,8.937382262835009e-09,0.0,0.0,0.0
1787,8.937382262835009e-09,0.0,0.0,0.0
1788,7.0248653878073645e-09,0.0,0.0,0.0
1789,7.0248653878073645e-09,0.0,0.0,0.0
1790,9.234562194291942e-09,2.2096968064845767e-09,0.0,2.2096968064845767e-09
1791,7.570090078599736e-09,2.2096968064845767e-09,0.0,2.2096968064845767e-09
1792,7.570090078599736e-09,2.2096968064845767e-09,0.0,2.2096968064845767e-09
1793,2.2096968064845767e-09,2.2096968064845767e-09,0.0,2.2096968064845767e-09
1794,2.2096968064845767e-09,2.2096968064845767e-09,0.0,2.2096968064845767e-09
1795,4.036241055668402e-09,2.2096968064845767e-09,0.0,2.2096968064845767e-09
1796,4.036241055668402e-09,2.2096968064845767e-09,0.0,2.2096968064845767e-09
1797,2.9603915509466917e-09,0.0,0.0,0.0
1798,4.6963616487768636e-09,0.0,0.0,0.0
1799,4.6963616487768636e-09,0.0,6.00769592803577e-10,0.0
1800,5.931353440148866e-09,0.0,6.00769592803577e-10,0.0
1801,6.86003438182021e-09,0.0,6.00769592803577e-10,0.0
1802,5.901743728640798e-09,0.0,6.00769592803577e-10,0.0
1803,5.901743728640798e-09,0.0,6.00769592803577e-10,0.0
1804,5.9882066289722906e-09,0.0,6.00769592803577e-10,0.0
1805,6.589334157679007e-09,0.0,6.00769592803577e-10,0.0
1806,7.1064343616049945e-09,0.0,0.0,0.0
1807,6.289885025521715e-09,0.0,0.0,0.0
1808,6.3026568408730554e-09,0.0,0.0,0.0
1809,6.339027303070566e-09,0.0,0.0,0.0
1810,7.428715515749624e-09,0.0,0.0,0.0
1811,7.1459410769644396e-09,0.0,2.343839408272938e-10,0.0
1812,6.47980129870567e-09,0.0,2.343839408272938e-10,0.0
1813,6.3506599027160095e-09,0.0,2.343839408272938e-10,0.0
1814,6.9770081141078725e-09,0.0,2.343839408272938e-10,0.0
1815,6.421836776634596e-09,0.0,2.343839408272938e-10,0.0
1816,7.228767172153181e-09,0.0,2.343839408272938e-10,0.0
1817,6.481774101579114e-09,0.0,2.343839408272938e-10,0.0
1818,6.797482449932042e-09,0.0,0.0,0.0
1819,1.068752997213096e-08,0.0,1.5029744115935273e-10,0.0
1820,1.0741761956113903e-08,0.0,1.5029744115935273e-10,0.0
1821,1.0468296832552174e-08,0.0,1.5029744115935273e-10,0.0
1822,1.10801666254799e-08,0.0,2.7506634271899447e-10,0.0
1823,1.0351851566424232e-08,9.832393946648414e-10,2.7506634271899447e-10,9.832393946648414e-10
1824,1.0947996541079062e-08,9.832393946648414e-10,2.7506634271899447e-10,9.832393946648414e-10
1825,1.1214154049810077e-08,9.832393946648414e-10,4.0168314706180905e-10,9.832393946648414e-10
1826,6.4826363959420115e-09,9.832393946648414e-10,3.6988394886654826e-10,9.832393946648414e-10
1827,6.563298634735101e-09,9.832393946648414e-10,4.744545550090201e-10,9.832393946648414e-10
1828,7.777900704449995e-09,1.0935687038455504e-09,4.744545550090201e-10,1.0935687038455504e-09
1829,1.0996206263007885e-08,1.0935687038455504e-09,3.4968565344937833e-10,1.0935687038455504e-09
1830,1.1251925898950584e-08,1.103293091807091e-10,3.4968565344937833e-10,1.103293091807091e-10
1831,1.1613611056964551e-08,1.103293091807091e-10,3.4968565344937833e-10,1.103293091807091e-10
1832,1.2393244811345231e-08,1.103293091807091e-10,2.230688491065637e-10,1.103293091807091e-10
1833,1.3295800555772935e-08,1.103293091807091e-10,1.0457060614247179e-10,1.103293091807091e-10
1834,1.4517211559856541e-08,1.103293091807091e-10,8.306019364364862e-11,1.103293091807091e-10
1835,1.3201551153839221e-08,0.0,8.306019364364862e-11,0.0
1836,9.885828536734413e-09,0.0,8.306019364364862e-11,0.0
1837,9.963373491318959e-09,0.0,1.6050160407082055e-10,0.0
1838,9.349779934402541e-09,0.0,1.6050160407082055e-10,0.0
1839,9.475750533433874e-09,0.0,2.362830407522308e-10,0.0
1840,8.726324615285615e-09,0.0,3.874549728674229e-10,0.0
1841,8.241657578622608e-09,0.0,3.043947792237743e-10,0.0
1842,9.274222659679968e-09,0.0,3.652102192092903e-10,0.0
1843,9.225957394879255e-09,0.0,3.652102192092903e-10,0.0
1844,9.245110581852195e-09,6.678285702221842e-11,2.877688087821184e-10,6.678285702221842e-11
1845,1.4831622596744864e-08,6.678285702221842e-11,2.877688087821184e-10,6.678285702221842e-11
1846,1.3384924089722614e-08,1.3200335665811532e-10,2.1198737210070817e-10,1.3200335665811532e-10
1847,2.7068829273296e-08,3.1381975986098457e-10,1.2142090507641764e-10,3.1381975986098457e-10
1848,2.8543615915310738e-08,3.1381975986098457e-10,1.2142090507641764e-10,3.1381975986098457e-10
1849,2.7808095318501306e-08,3.6755929649119016e-10,6.060546509090159e-11,3.6755929649119016e-10
1850,3.018358020666158e-08,3.6755929649119016e-10,1.5554528300297322e-10,3.6755929649119016e-10
1851,4.305507277686209e-08,3.0077643946897174e-10,1.5554528300297322e-10,3.0077643946897174e-10
1852,3.814679150337952e-08,3.0077643946897174e-10,2.061068538061761e-10,3.0077643946897174e-10
1853,3.9195376341386434e-08,2.3555593983307487e-10,3.026255357418961e-10,2.3555593983307487e-10
1854,2.7003444813544775e-08,5.3739536630205616e-11,3.430237919107729e-10,5.3739536630205616e-11
1855,2.6159124136678917e-08,1.0624128561025664e-10,6.58034285791079e-10,1.0624128561025664e-10
1856,2.6384583787627695e-08,1.5189935817109098e-10,8.56829504173159e-10,1.5189935817109098e-10
1857,2.460065687667371e-08,2.0003358493424018e-10,8.100239130242365e-10,2.0003358493424018e-10
1858,1.2985665241517706e-08,2.0003358493424018e-10,8.100239130242365e-10,2.0003358493424018e-10
1859,1.698228871812749e-08,2.0003358493424018e-10,7.594623422210337e-10,2.0003358493424018e-10
1860,2.0993922029382313e-08,2.0003358493424018e-10,7.239388691690099e-10,2.0003358493424018e-10
1861,1.987501109722091e-08,2.0003358493424018e-10,6.794218283217341e-10,2.0003358493424018e-10
1862,1.96564962402184e-08,1.4753183595418917e-10,4.758478769747601e-10,1.4753183595418917e-10
1863,1.9466220381657096e-08,4.8134226763149204e-11,3.247905397011205e-10,4.8134226763149204e-11
1864,1.9011191097563695e-08,9.41902429068315e-11,3.2375143439138705e-10,9.41902429068315e-11
1865,1.9337985435186056e-08,9.41902429068315e-11,3.2375143439138705e-10,9.41902429068315e-11
1866,1.5303388144007257e-08,9.41902429068315e-11,5.007099140070486e-10,9.41902429068315e-11
1867,1.2505796905973706e-08,9.41902429068315e-11,4.397147051233523e-10,9.41902429068315e-11
1868,1.2001538873818163e-08,1.3900194090992509e-10,3.832280247108498e-10,1.3900194090992509e-10
1869,1.2625972077375179e-08,1.3900194090992509e-10,4.3013502680290724e-10,1.3900194090992509e-10
1870,1.3439644381512445e-08,1.8123840127083823e-10,5.091065267772064e-10,1.8123840127083823e-10
1871,1.411426537550093e-08,8.704815836400672e-11,5.025874676751435e-10,8.704815836400672e-11
1872,1.328385014685653e-08,8.704815836400672e-11,5.435391779519603e-10,8.704815836400672e-11
1873,1.3321967846329536e-08,8.704815836400672e-11,4.4459820349094873e-10,8.704815836400672e-11
1874,1.2425735678484834e-08,8.704815836400672e-11,6.830424836845594e-10,8.704815836400672e-11
1875,1.2617304217294695e-08,4.223646036091314e-11,6.830424836845594e-10,4.223646036091314e-11
1876,1.1854602315659285e-08,4.223646036091314e-11,5.246989390591697e-10,4.223646036091314e-11
1877,1.133164641485353e-08,0.0,5.727479244845211e-10,0.0
1878,1.155486658735835e-08,1.0885608287785381e-10,7.49884027888876e-10,1.0885608287785381e-10
1879,1.0827968172882102e-08,1.437698967813158e-10,7.438461315155211e-10,1.437698967813158e-10
1880,1.150163615142625e-08,1.437698967813158e-10,6.658286263608712e-10,1.437698967813158e-10
1881,1.0103901778738385e-08,1.437698967813158e-10,4.273843461672604e-10,1.437698967813158e-10
1882,1.116753369144265e-08,1.437698967813158e-10,4.273843461672604e-10,1.437698967813158e-10
1883,1.6123024946880704e-08,2.080151527218886e-10,5.237522280955784e-10,2.080151527218886e-10
1884,2.2396518163856982e-08,2.6903696730735353e-10,3.7950476888022015e-10,2.6903696730735353e-10
1885,5.371231015516287e-08,2.4725071989806224e-10,1.6179260312451253e-10,2.4725071989806224e-10
1886,9.607862848172641e-08,3.5027999152020024e-10,1.5446740513664585e-10,3.5027999152020024e-10
1887,1.7022650679519658e-07,4.3318189908119516e-10,1.821013736627971e-10,4.3318189908119516e-10
1888,2.894691907126149e-07,6.492046384603307e-10,2.0910421608518907e-10,6.492046384603307e-10
1889,4.807393152767807e-07,7.800591085769883e-10,3.3995868620184666e-10,7.800591085769883e-10
1890,6.370283170805838e-07,1.0952491929267743e-09,2.4359080427352863e-10,1.0952491929267743e-09
1891,8.374514542148453e-07,1.264672850569732e-09,2.3868494878977383e-10,1.264672850569732e-09
1892,9.378423807707545e-07,1.3573756721793222e-09,3.2857127732885006e-10,1.3573756721793222e-09
1893,1.062303202356166e-06,1.2886176094438285e-09,3.4710600861829835e-10,1.2886176094438285e-09
1894,1.113320779820372e-06,1.53709227885506e-09,3.4156381294765074e-10,1.53709227885506e-09
1895,1.1242020718782442e-06,1.490439200629063e-09,3.569033858135435e-10,1.490439200629063e-09
1896,1.0065640318706365e-06,1.495247703431346e-09,4.1985317405275017e-10,1.495247703431346e-09
1897,9.257469011052828e-07,1.190119383994873e-09,6.427742366144074e-10,1.190119383994873e-09
1898,8.369713100364606e-07,1.3745517898503375e-09,6.532455211681411e-10,1.3745517898503375e-09
1899,7.807686383135401e-07,1.24942085249253e-09,7.637121649369963e-10,1.24942085249253e-09
1900,6.943132007108943e-07,1.2705888563502299e-09,8.440830455226842e-10,1.2705888563502299e-09
1901,6.382088843435798e-07,1.0763057746641736e-09,8.219912726671805e-10,1.0763057746641736e-09
1902,5.692787518845372e-07,9.58590984367902e-10,8.829585990926298e-10,9.58590984367902e-10
1903,5.359062933101606e-07,8.866845908299987e-10,7.529109201178028e-10,8.866845908299987e-10
1904,4.948641552411053e-07,8.282313099239325e-10,5.616973374517847e-10,8.282313099239325e-10
1905,4.23418323894761e-07,4.2860029414448775e-10,5.256210010890732e-10,4.2860029414448775e-10
1906,3.809516735080771e-07,4.0498854666662764e-10,4.804178899935658e-10,4.0498854666662764e-10
1907,3.364883736724421e-07,3.439358678810781e-10,3.978741839962195e-10,3.439358678810781e-10
1908,3.155099648211035e-07,2.617401890463762e-10,4.93945366751371e-10,2.617401890463762e-10
1909,3.022090514345369e-07,2.514283463967664e-10,4.319786532448942e-10,2.514283463967664e-10
1910,2.9270730448973025e-07,2.2899343532500893e-10,3.9576985339755717e-10,2.2899343532500893e-10
1911,2.9361077378910393e-07,2.6905142300589647e-10,3.920182373162717e-10,2.6905142300589647e-10
1912,2.974881039920417e-07,2.6821866850561856e-10,4.6408877732836574e-10,2.6821866850561856e-10
1913,2.9517742104547195e-07,2.800824522705295e-10,4.519181001638728e-10,2.800824522705295e-10
1914,2.9171531983657975e-07,2.507821044082727e-10,4.3720055750310193e-10,2.507821044082727e-10
1915,2.684822391074704e-07,2.755779047418956e-10,3.889455424399557e-10,2.755779047418956e-10
1916,2.4867738496985634e-07,2.643386016029251e-10,3.7770623930098527e-10,2.643386016029251e-10
1917,2.3838150907197685e-07,2.2301693329364524e-10,4.06021397059142e-10,2.2301693329364524e-10
1918,2.3320038573209396e-07,2.2462616191701708e-10,4.068260113708279e-10,2.2462616191701708e-10
1919,2.100513642387471e-07,2.6703504090492507e-10,3.4896121805675206e-10,2.6703504090492507e-10
1920,2.1117301888092958e-07,2.9374624954670026e-10,2.523853437749349e-10,2.9374624954670026e-10
1921,2.0556102242608176e-07,3.780810743845921e-10,2.793755812009151e-10,3.780810743845921e-10
1922,2.1509255329224937e-07,2.9838745759950113e-10,2.3155941350890989e-10,2.9838745759950113e-10
1923,2.1930287427299584e-07,3.9105095748860816e-10,2.2600913303559367e-10,3.9105095748860816e-10
1924,2.255028103296094e-07,4.39894018037076e-10,2.6783231684067235e-10,4.39894018037076e-10
1925,2.170663049940101e-07,4.743937623682573e-10,3.0808736216953696e-10,4.743937623682573e-10
1926,2.1295960956584687e-07,1.1052596655363495e-09,3.3972754173320196e-10,1.1052596655363495e-09
1927,2.0128062975085674e-07,1.0811314581677627e-09,2.9332423196708797e-10,1.0811314581677627e-09
1928,1.9317984367717145e-07,1.0424156062148272e-09,2.8271998829344977e-10,1.0424156062148272e-09
1929,1.7301845645079084e-07,1.0677014034803684e-09,3.332915828245321e-10,1.0677014034803684e-09
1930,1.5722585037078067e-07,9.721615714822614e-10,4.1764771006670895e-10,9.721615714822614e-10
1931,1.4676793012670585e-07,9.233185109337936e-10,3.1996158896977333e-10,9.233185109337936e-10
1932,1.32158452816254e-07,1.0204437790793465e-09,3.2187580378817415e-10,1.0204437790793465e-09
1933,1.3258044617714404e-07,4.485906824574266e-10,2.7602987752649103e-10,4.485906824574266e-10
1934,1.2661121725646547e-07,4.929854243083755e-10,3.6590137665802406e-10,4.929854243083755e-10
1935,1.2358281103226026e-07,4.918111176247361e-10,3.86949401092502e-10,4.918111176247361e-10
1936,1.193002542468743e-07,5.502750497329448e-10,6.29501871264791e-10,5.502750497329448e-10
1937,1.1888128982816073e-07,6.128173246633395e-10,1.7773676816038427e-09,6.128173246633395e-10
1938,1.1936459287653634e-07,7.215785786345614e-10,1.7773676816038427e-09,7.215785786345614e-10
1939,1.1727076554279847e-07,5.573266352389337e-10,1.7811200213126354e-09,5.573266352389337e-10
1940,1.2694432984160032e-07,5.44663891369598e-10,2.168018946908339e-09,5.44663891369598e-10
1941,1.787006139254897e-07,5.926852481019651e-10,2.078147447776806e-09,5.926852481019651e-10
1942,1.8330386300898942e-07,7.225969049308643e-10,2.0862045900317737e-09,7.225969049308643e-10
1943,2.0500937328701445e-07,1.13227364983981e-09,1.943253795972615e-09,1.13227364983981e-09
1944,2.0235584128970784e-07,1.251188527784386e-09,7.05449736325216e-10,1.251188527784386e-09
1945,2.1978687974361882e-07,1.4239685720245682e-09,8.556051006580745e-10,1.4239685720245682e-09
1946,2.270182944487585e-07,1.9617100721625036e-09,8.140192309895917e-10,1.9617100721625036e-09
1947,2.1334482320461185e-07,1.9744358529091446e-09,1.1225133184078473e-09,1.9744358529091446e-09
1948,1.6651744009063156e-07,2.0417429968944134e-09,1.1909133183575703e-09,2.0417429968944134e-09
1949,1.6443853821458886e-07,1.9694236479723362e-09,1.2182261528913075e-09,1.9694236479723362e-09
1950,1.4826899124338005e-07,1.679036885717165e-09,1.1188128102539758e-09,1.679036885717165e-09
1951,1.5273815279215341e-07,1.635843325877216e-09,1.3315288712892733e-09,1.635843325877216e-09
1952,1.3560053600615773e-07,1.4327217745524479e-09,1.3225290545244255e-09,1.4327217745524479e-09
1953,1.605626067657795e-07,9.328431955462386e-10,1.3992575035156766e-09,9.328431955462386e-10
1954,1.645001930228318e-07,9.185560526489159e-10,7.183804463993328e-10,9.185560526489159e-10
1955,1.7486435004749573e-07,7.713330609147664e-10,6.934632035271449e-10,7.713330609147664e-10
1956,1.944247450020547e-07,7.097001042399853e-10,6.991702732645727e-10,7.097001042399853e-10
1957,1.9802892430626734e-07,6.086101979528382e-10,6.993852481278801e-10,6.086101979528382e-10
