ngram,CNOOC,CNOC,CNOC,CNOC
1645,0.0,0.0,0.0,0.0
1646,0.0,0.0,0.0,0.0
1647,0.0,0.0,0.0,0.0
1648,0.0,0.0,0.0,0.0
1649,0.0,0.0,0.0,0.0
1650,0.0,0.0,0.0,0.0
1651,0.0,0.0,0.0,0.0
1652,0.0,0.0,0.0,0.0
1653,0.0,0.0,0.0,0.0
1654,0.0,0.0,0.0,0.0
1655,0.0,0.0,0.0,0.0
1656,0.0,0.0,0.0,0.0
1657,0.0,0.0,0.0,0.0
1658,0.0,0.0,0.0,0.0
1659,0.0,0.0,0.0,0.0
1660,0.0,0.0,0.0,0.0
1661,0.0,0.0,0.0,0.0
1662,0.0,0.0,0.0,0.0
1663,0.0,0.0,0.0,0.0
1664,0.0,0.0,0.0,0.0
1665,0.0,0.0,0.0,0.0
1666,0.0,0.0,0.0,0.0
1667,0.0,0.0,0.0,0.0
1668,0.0,0.0,0.0,0.0
1669,0.0,0.0,0.0,0.0
1670,0.0,0.0,0.0,0.0
1671,0.0,0.0,0.0,0.0
1672,0.0,0.0,0.0,0.0
1673,0.0,0.0,0.0,0.0
1674,0.0,0.0,0.0,0.0
1675,0.0,0.0,0.0,0.0
1676,0.0,0.0,0.0,0.0
1677,0.0,0.0,0.0,0.0
1678,0.0,0.0,0.0,0.0
1679,0.0,0.0,0.0,0.0
1680,0.0,0.0,0.0,0.0
1681,0.0,0.0,0.0,0.0
1682,0.0,0.0,0.0,0.0
1683,0.0,0.0,0.0,0.0
1684,0.0,0.0,0.0,0.0
1685,0.0,0.0,0.0,0.0
1686,0.0,0.0,0.0,0.0
1687,0.0,0.0,0.0,0.0
1688,0.0,0.0,0.0,0.0
1689,0.0,0.0,0.0,0.0
1690,0.0,0.0,0.0,0.0
1691,0.0,0.0,0.0,0.0
1692,0.0,0.0,0.0,0.0
1693,0.0,0.0,0.0,0.0
1694,0.0,0.0,0.0,0.0
1695,0.0,0.0,0.0,0.0
1696,0.0,0.0,0.0,0.0
1697,0.0,0.0,0.0,0.0
1698,0.0,0.0,0.0,0.0
1699,0.0,0.0,0.0,0.0
1700,0.0,0.0,0.0,0.0
1701,0.0,0.0,0.0,0.0
1702,0.0,0.0,0.0,0.0
1703,0.0,0.0,0.0,0.0
1704,0.0,0.0,0.0,0.0
1705,0.0,0.0,0.0,0.0
1706,0.0,0.0,0.0,0.0
1707,0.0,0.0,0.0,0.0
1708,0.0,0.0,0.0,0.0
1709,0.0,0.0,0.0,0.0
1710,0.0,0.0,0.0,0.0
1711,0.0,0.0,0.0,0.0
1712,0.0,0.0,0.0,0.0
1713,0.0,0.0,0.0,0.0
1714,0.0,0.0,0.0,0.0
1715,0.0,0.0,0.0,0.0
1716,0.0,0.0,0.0,0.0
1717,0.0,0.0,0.0,0.0
1718,0.0,0.0,0.0,0.0
1719,0.0,0.0,0.0,0.0
1720,0.0,0.0,0.0,0.0
1721,0.0,0.0,0.0,0.0
1722,0.0,0.0,0.0,0.0
1723,0.0,0.0,0.0,0.0
1724,0.0,0.0,0.0,0.0
1725,0.0,0.0,0.0,0.0
1726,0.0,0.0,0.0,0.0
1727,0.0,0.0,0.0,0.0
1728,0.0,0.0,0.0,0.0
1729,0.0,0.0,0.0,0.0
1730,0.0,0.0,0.0,0.0
1731,0.0,0.0,0.0,0.0
1732,0.0,0.0,0.0,0.0
1733,0.0,0.0,0.0,0.0
1734,0.0,0.0,0.0,0.0
1735,0.0,0.0,0.0,0.0
1736,0.0,0.0,0.0,0.0
1737,0.0,0.0,0.0,0.0
1738,0.0,0.0,0.0,0.0
1739,0.0,0.0,0.0,0.0
1740,0.0,0.0,0.0,0.0
1741,0.0,0.0,0.0,0.0
1742,0.0,0.0,0.0,0.0
1743,0.0,0.0,0.0,0.0
1744,0.0,0.0,0.0,0.0
1745,0.0,0.0,0.0,0.0
1746,0.0,0.0,0.0,0.0
1747,0.0,0.0,0.0,0.0
1748,0.0,0.0,0.0,0.0
1749,0.0,0.0,0.0,0.0
1750,0.0,0.0,0.0,0.0
1751,0.0,0.0,0.0,0.0
1752,0.0,0.0,0.0,0.0
1753,0.0,0.0,0.0,0.0
1754,0.0,0.0,0.0,0.0
1755,0.0,0.0,0.0,0.0
1756,0.0,0.0,0.0,0.0
1757,0.0,0.0,0.0,0.0
1758,0.0,0.0,0.0,0.0
1759,0.0,0.0,0.0,0.0
1760,0.0,0.0,0.0,0.0
1761,0.0,0.0,0.0,0.0
1762,0.0,0.0,0.0,0.0
1763,0.0,0.0,0.0,0.0
1764,0.0,0.0,0.0,0.0
1765,0.0,0.0,0.0,0.0
1766,0.0,0.0,0.0,0.0
1767,0.0,0.0,0.0,0.0
1768,0.0,0.0,0.0,0.0
1769,0.0,0.0,0.0,0.0
1770,0.0,0.0,0.0,0.0
1771,0.0,0.0,0.0,0.0
1772,0.0,0.0,0.0,0.0
1773,0.0,0.0,0.0,0.0
1774,0.0,0.0,0.0,0.0
1775,0.0,0.0,0.0,0.0
1776,0.0,0.0,0.0,0.0
1777,0.0,0.0,0.0,0.0
1778,0.0,0.0,0.0,0.0
1779,0.0,0.0,0.0,0.0
1780,0.0,0.0,0.0,0.0
1781,0.0,0.0,0.0,0.0
1782,0.0,0.0,0.0,0.0
1783,0.0,0.0,0.0,0.0
1784,0.0,0.0,0.0,0.0
1785,0.0,0.0,0.0,0.0
1786,2.6801966360575793e-09,0.0,0.0,0.0
1787,2.6801966360575793e-09,0.0,0.0,0.0
1788,2.6801966360575793e-09,0.0,0.0,0.0
1789,2.6801966360575793e-09,0.0,0.0,0.0
1790,2.6801966360575793e-09,0.0,0.0,0.0
1791,2.6801966360575793e-09,0.0,0.0,0.0
1792,2.6801966360575793e-09,0.0,0.0,0.0
1793,0.0,0.0,0.0,0.0
1794,0.0,0.0,0.0,0.0
1795,0.0,0.0,0.0,0.0
1796,0.0,0.0,0.0,0.0
1797,0.0,0.0,0.0,0.0
1798,0.0,0.0,0.0,0.0
1799,0.0,0.0,0.0,0.0
1800,0.0,0.0,0.0,0.0
1801,0.0,0.0,0.0,0.0
1802,0.0,0.0,0.0,0.0
1803,0.0,0.0,0.0,0.0
1804,0.0,0.0,0.0,0.0
1805,0.0,0.0,0.0,0.0
1806,0.0,0.0,0.0,0.0
1807,0.0,0.0,0.0,0.0
1808,0.0,0.0,0.0,0.0
1809,0.0,0.0,0.0,0.0
1810,0.0,0.0,0.0,0.0
1811,0.0,0.0,0.0,0.0
1812,0.0,0.0,0.0,0.0
1813,0.0,0.0,0.0,0.0
1814,0.0,0.0,0.0,0.0
1815,0.0,0.0,0.0,0.0
1816,0.0,0.0,0.0,0.0
1817,0.0,0.0,0.0,0.0
1818,0.0,0.0,0.0,0.0
1819,0.0,0.0,0.0,0.0
1820,0.0,0.0,0.0,0.0
1821,0.0,0.0,0.0,0.0
1822,0.0,0.0,0.0,0.0
1823,0.0,0.0,0.0,0.0
1824,0.0,0.0,0.0,0.0
1825,0.0,0.0,0.0,0.0
1826,0.0,0.0,0.0,0.0
1827,0.0,0.0,0.0,0.0
1828,0.0,0.0,0.0,0.0
1829,0.0,0.0,0.0,0.0
1830,0.0,0.0,0.0,0.0
1831,0.0,0.0,0.0,0.0
1832,0.0,8.5149458912375e-11,8.5149458912375e-11,8.5149458912375e-11
1833,0.0,1.6762772122750188e-10,1.6762772122750188e-10,1.6762772122750188e-10
1834,0.0,3.337481085147991e-10,3.337481085147991e-10,3.337481085147991e-10
1835,0.0,3.337481085147991e-10,3.337481085147991e-10,3.337481085147991e-10
1836,0.0,3.337481085147991e-10,3.337481085147991e-10,3.337481085147991e-10
1837,0.0,3.337481085147991e-10,3.337481085147991e-10,3.337481085147991e-10
1838,0.0,3.337481085147991e-10,3.337481085147991e-10,3.337481085147991e-10
1839,0.0,2.485986496024241e-10,2.485986496024241e-10,2.485986496024241e-10
1840,0.0,1.6612038728729724e-10,1.6612038728729724e-10,1.6612038728729724e-10
1841,0.0,0.0,0.0,0.0
1842,0.0,0.0,0.0,0.0
1843,0.0,0.0,0.0,0.0
1844,0.0,0.0,0.0,0.0
1845,0.0,0.0,0.0,0.0
1846,0.0,0.0,0.0,0.0
1847,0.0,0.0,0.0,0.0
1848,0.0,0.0,0.0,0.0
1849,0.0,1.0747907326041123e-10,1.0747907326041123e-10,1.0747907326041123e-10
1850,0.0,1.0747907326041123e-10,1.0747907326041123e-10,1.0747907326041123e-10
1851,0.0,1.5390766835591104e-10,1.5390766835591104e-10,1.5390766835591104e-10
1852,0.0,1.5390766835591104e-10,1.5390766835591104e-10,1.5390766835591104e-10
1853,0.0,1.5390766835591104e-10,1.5390766835591104e-10,1.5390766835591104e-10
1854,0.0,1.5390766835591104e-10,1.5390766835591104e-10,1.5390766835591104e-10
1855,0.0,1.5390766835591104e-10,1.5390766835591104e-10,1.5390766835591104e-10
1856,0.0,4.937178483504263e-10,4.937178483504263e-10,4.937178483504263e-10
1857,0.0,4.937178483504263e-10,4.937178483504263e-10,4.937178483504263e-10
1858,0.0,5.624962797133395e-10,5.624962797133395e-10,5.624962797133395e-10
1859,0.0,5.624962797133395e-10,5.624962797133395e-10,5.624962797133395e-10
1860,0.0,5.624962797133395e-10,5.624962797133395e-10,5.624962797133395e-10
1861,0.0,5.624962797133395e-10,5.624962797133395e-10,5.624962797133395e-10
1862,0.0,7.853693647800039e-10,7.853693647800039e-10,7.853693647800039e-10
1863,0.0,3.380801115250774e-10,3.380801115250774e-10,3.380801115250774e-10
1864,0.0,3.380801115250774e-10,3.380801115250774e-10,3.380801115250774e-10
1865,0.0,3.1132618705242976e-10,3.1132618705242976e-10,3.1132618705242976e-10
1866,0.0,3.1132618705242976e-10,3.1132618705242976e-10,3.1132618705242976e-10
1867,0.0,3.1132618705242976e-10,3.1132618705242976e-10,3.1132618705242976e-10
1868,0.0,4.457612850267927e-10,4.457612850267927e-10,4.457612850267927e-10
1869,0.0,2.2288819996012828e-10,2.2288819996012828e-10,2.2288819996012828e-10
1870,0.0,2.2288819996012828e-10,2.2288819996012828e-10,2.2288819996012828e-10
1871,0.0,2.2288819996012828e-10,2.2288819996012828e-10,2.2288819996012828e-10
1872,0.0,1.7538680825117988e-10,1.7538680825117988e-10,1.7538680825117988e-10
1873,0.0,1.7538680825117988e-10,1.7538680825117988e-10,1.7538680825117988e-10
1874,0.0,2.1512752293847574e-10,2.1512752293847574e-10,2.1512752293847574e-10
1875,0.0,8.069242496411277e-11,8.069242496411277e-11,8.069242496411277e-11
1876,0.0,8.069242496411277e-11,8.069242496411277e-11,8.069242496411277e-11
1877,0.0,8.069242496411277e-11,8.069242496411277e-11,8.069242496411277e-11
1878,0.0,8.069242496411277e-11,8.069242496411277e-11,8.069242496411277e-11
1879,0.0,1.4448215243259962e-10,1.4448215243259962e-10,1.4448215243259962e-10
1880,0.0,1.4448215243259962e-10,1.4448215243259962e-10,1.4448215243259962e-10
1881,0.0,1.3630703312093673e-10,1.3630703312093673e-10,1.3630703312093673e-10
1882,0.0,2.3353576612222023e-10,2.3353576612222023e-10,2.3353576612222023e-10
1883,0.0,2.97781022062793e-10,2.97781022062793e-10,2.97781022062793e-10
1884,0.0,3.5880283664825793e-10,3.5880283664825793e-10,3.5880283664825793e-10
1885,0.0,3.5880283664825793e-10,3.5880283664825793e-10,3.5880283664825793e-10
1886,0.0,2.540613989029542e-10,2.540613989029542e-10,2.540613989029542e-10
1887,0.0,2.540613989029542e-10,2.540613989029542e-10,2.540613989029542e-10
1888,0.0,2.224958035273212e-10,2.224958035273212e-10,2.224958035273212e-10
1889,0.0,1.2526707052603773e-10,1.2526707052603773e-10,1.2526707052603773e-10
1890,0.0,6.102181458546494e-11,6.102181458546494e-11,6.102181458546494e-11
1891,0.0,5.1210103617955434e-11,5.1210103617955434e-11,5.1210103617955434e-11
1892,0.0,1.6356801230925962e-10,1.6356801230925962e-10,1.6356801230925962e-10
1893,0.0,1.6356801230925962e-10,1.6356801230925962e-10,1.6356801230925962e-10
1894,0.0,1.6356801230925962e-10,1.6356801230925962e-10,1.6356801230925962e-10
1895,0.0,1.8473921995340196e-10,1.8473921995340196e-10,1.8473921995340196e-10
1896,0.0,1.8473921995340196e-10,1.8473921995340196e-10,1.8473921995340196e-10
1897,1.300372825292178e-10,1.8473921995340196e-10,1.8473921995340196e-10,1.8473921995340196e-10
1898,1.300372825292178e-10,1.6960545269815797e-10,1.6960545269815797e-10,1.6960545269815797e-10
1899,1.300372825292178e-10,5.7247544006853805e-11,5.7247544006853805e-11,5.7247544006853805e-11
1900,1.300372825292178e-10,7.531814854339863e-11,7.531814854339863e-11,7.531814854339863e-11
1901,1.300372825292178e-10,7.531814854339863e-11,7.531814854339863e-11,7.531814854339863e-11
1902,1.300372825292178e-10,5.4146940899256284e-11,5.4146940899256284e-11,5.4146940899256284e-11
1903,1.300372825292178e-10,5.4146940899256284e-11,5.4146940899256284e-11,5.4146940899256284e-11
1904,0.0,7.000068084707576e-11,7.000068084707576e-11,7.000068084707576e-11
1905,0.0,3.3924344484364304e-11,3.3924344484364304e-11,3.3924344484364304e-11
1906,0.0,4.943933060560671e-11,4.943933060560671e-11,4.943933060560671e-11
1907,0.0,3.136872606906189e-11,3.136872606906189e-11,3.136872606906189e-11
1908,0.0,4.509318018192892e-11,4.509318018192892e-11,4.509318018192892e-11
1909,0.0,1.0021721646991111e-10,1.0021721646991111e-10,1.0021721646991111e-10
1910,0.0,1.0021721646991111e-10,1.0021721646991111e-10,1.0021721646991111e-10
1911,0.0,2.1016486170414136e-10,2.1016486170414136e-10,2.1016486170414136e-10
1912,0.0,2.1016486170414136e-10,2.1016486170414136e-10,2.1016486170414136e-10
1913,0.0,1.9464987558289896e-10,1.9464987558289896e-10,1.9464987558289896e-10
1914,0.0,2.384993432905499e-10,2.384993432905499e-10,2.384993432905499e-10
1915,0.0,2.407136117416846e-10,2.407136117416846e-10,2.407136117416846e-10
1916,1.5051862534143368e-11,1.8558957545370244e-10,1.8558957545370244e-10,1.8558957545370244e-10
1917,1.5051862534143368e-11,1.995553097766667e-10,1.995553097766667e-10,1.995553097766667e-10
1918,1.5051862534143368e-11,2.319365503227517e-10,2.319365503227517e-10,2.319365503227517e-10
1919,1.5051862534143368e-11,2.7455378942553565e-10,2.7455378942553565e-10,2.7455378942553565e-10
1920,1.5051862534143368e-11,1.1562166591213722e-09,1.1562166591213722e-09,1.1562166591213722e-09
1921,1.5051862534143368e-11,1.196702016251613e-09,1.196702016251613e-09,1.196702016251613e-09
1922,1.5051862534143368e-11,1.1807632936876112e-09,1.1807632936876112e-09,1.1807632936876112e-09
1923,2.4553444594970538e-11,1.2053167382825819e-09,1.2053167382825819e-09,1.2053167382825819e-09
1924,2.4553444594970538e-11,1.2890371250565531e-09,1.2890371250565531e-09,1.2890371250565531e-09
1925,2.4553444594970538e-11,1.2228751999116788e-09,1.2228751999116788e-09,1.2228751999116788e-09
1926,2.4553444594970538e-11,1.226103887070578e-09,1.226103887070578e-09,1.226103887070578e-09
1927,2.4553444594970538e-11,4.3539453193590967e-10,4.3539453193590967e-10,4.3539453193590967e-10
1928,2.4553444594970538e-11,4.4229765286793056e-10,4.4229765286793056e-10,4.4229765286793056e-10
1929,2.4553444594970538e-11,5.181550446645541e-10,5.181550446645541e-10,5.181550446645541e-10
1930,0.0,6.569659538602224e-10,6.569659538602224e-10,6.569659538602224e-10
1931,0.0,7.429108954999058e-10,7.429108954999058e-10,7.429108954999058e-10
1932,0.0,2.1404146352147333e-09,2.1404146352147333e-09,2.1404146352147333e-09
1933,0.0,2.8359177863178176e-09,2.8359177863178176e-09,2.8359177863178176e-09
1934,0.0,2.789900021322416e-09,2.789900021322416e-09,2.789900021322416e-09
1935,0.0,2.876440740357771e-09,2.876440740357771e-09,2.876440740357771e-09
1936,0.0,3.6380806581589755e-09,3.6380806581589755e-09,3.6380806581589755e-09
1937,0.0,3.474716304368337e-09,3.474716304368337e-09,3.474716304368337e-09
1938,6.525675238273315e-11,3.312837492425962e-09,3.312837492425962e-09,3.312837492425962e-09
1939,6.525675238273315e-11,1.9228891534606163e-09,1.9228891534606163e-09,1.9228891534606163e-09
1940,6.525675238273315e-11,1.1815400760958487e-09,1.1815400760958487e-09,1.1815400760958487e-09
1941,6.525675238273315e-11,1.1366043265300822e-09,1.1366043265300822e-09,1.1366043265300822e-09
1942,6.525675238273315e-11,9.83733707588768e-10,9.83733707588768e-10,9.83733707588768e-10
1943,6.525675238273315e-11,1.8914304844575014e-10,1.8914304844575014e-10,1.8914304844575014e-10
1944,6.525675238273315e-11,6.634261057181234e-10,6.634261057181234e-10,6.634261057181234e-10
1945,0.0,6.604432754654863e-10,6.604432754654863e-10,6.604432754654863e-10
1946,6.619241662722938e-11,5.608671741327445e-10,5.608671741327445e-10,5.608671741327445e-10
1947,6.619241662722938e-11,5.939811261893421e-10,5.939811261893421e-10,5.939811261893421e-10
1948,6.619241662722938e-11,6.281811261642036e-10,6.281811261642036e-10,6.281811261642036e-10
1949,6.619241662722938e-11,7.393223791111022e-10,7.393223791111022e-10,7.393223791111022e-10
1950,6.619241662722938e-11,6.964157286562919e-10,6.964157286562919e-10,6.964157286562919e-10
1951,6.619241662722938e-11,2.386817697850953e-10,2.386817697850953e-10,2.386817697850953e-10
1952,6.619241662722938e-11,3.453839426760728e-10,3.453839426760728e-10,3.453839426760728e-10
1953,0.0,3.453839426760728e-10,3.453839426760728e-10,3.453839426760728e-10
1954,0.0,3.2678594651709096e-10,3.2678594651709096e-10,3.2678594651709096e-10
1955,0.0,3.505629546572488e-10,3.505629546572488e-10,3.505629546572488e-10
1956,0.0,3.087896952025382e-10,3.087896952025382e-10,3.087896952025382e-10
1957,0.0,4.872018532656572e-10,4.872018532656572e-10,4.872018532656572e-10
1958,4.760723164893526e-11,5.896708359693597e-10,5.896708359693597e-10,5.896708359693597e-10
1959,9.278298764213235e-11,5.771386305372264e-10,5.771386305372264e-10,5.771386305372264e-10
1960,1.3513443142265658e-10,1.4559310979045392e-09,1.4559310979045392e-09,1.4559310979045392e-09
1961,1.3513443142265658e-10,2.0267047365748627e-09,2.0267047365748627e-09,2.0267047365748627e-09
1962,1.3513443142265658e-10,2.121754066093067e-09,2.121754066093067e-09,2.121754066093067e-09
1963,1.3513443142265658e-10,2.0472857397464087e-09,2.0472857397464087e-09,2.0472857397464087e-09
1964,1.3513443142265658e-10,2.0217598567517925e-09,2.0217598567517925e-09,2.0217598567517925e-09
1965,8.752719977372131e-11,2.334680768156794e-09,2.334680768156794e-09,2.334680768156794e-09
1966,4.235144378052423e-11,2.3712236004090416e-09,2.3712236004090416e-09,2.3712236004090416e-09
1967,1.7689357914970774e-11,2.332675641933005e-09,2.332675641933005e-09,2.332675641933005e-09
1968,1.7689357914970774e-11,2.402770111843898e-09,2.402770111843898e-09,2.402770111843898e-09
1969,1.7689357914970774e-11,3.6142304565833783e-09,3.6142304565833783e-09,3.6142304565833783e-09
1970,9.6614938271955e-11,4.515221165211715e-09,4.515221165211715e-09,4.515221165211715e-09
1971,9.6614938271955e-11,4.944143396277769e-09,4.944143396277769e-09,4.944143396277769e-09
1972,1.4878760921734268e-10,4.9817584502065415e-09,4.9817584502065415e-09,4.9817584502065415e-09
1973,1.6529580283895585e-10,5.649431842970541e-09,5.649431842970541e-09,5.649431842970541e-09
1974,1.639014509431063e-10,7.815615963936904e-09,7.815615963936904e-09,7.815615963936904e-09
1975,1.4127644322260912e-09,7.444064412506382e-09,7.444064412506382e-09,7.444064412506382e-09
1976,1.4770558813746527e-09,6.376925685915223e-09,6.376925685915223e-09,6.376925685915223e-09
1977,1.5345792801173858e-09,5.849421391701526e-09,5.849421391701526e-09,5.849421391701526e-09
1978,2.3097725230474583e-09,5.430811451339374e-09,5.430811451339374e-09,5.430811451339374e-09
1979,9.661935282599478e-09,5.188833029912132e-09,5.188833029912132e-09,5.188833029912132e-09
1980,1.7223639432343126e-08,4.567598109263469e-09,4.567598109263469e-09,4.567598109263469e-09
1981,2.5104185956216696e-08,2.2249619289839627e-09,2.2249619289839627e-09,2.2249619289839627e-09
1982,2.996980662449213e-08,2.2227662250478328e-09,2.2227662250478328e-09,2.2227662250478328e-09
1983,3.681205299318638e-08,2.6730713198475087e-09,2.6730713198475087e-09,2.6730713198475087e-09
1984,4.2879504899165765e-08,2.992784750180785e-09,2.992784750180785e-09,2.992784750180785e-09
1985,4.8173700711069093e-08,3.842356686791147e-09,3.842356686791147e-09,3.842356686791147e-09
1986,4.574352477756552e-08,4.305636561571394e-09,4.305636561571394e-09,4.305636561571394e-09
1987,4.1542483484948075e-08,5.032586411094339e-09,5.032586411094339e-09,5.032586411094339e-09
1988,3.637661752772406e-08,4.930238185961246e-09,4.930238185961246e-09,4.930238185961246e-09
1989,3.314910707834835e-08,5.712923277302804e-09,5.712923277302804e-09,5.712923277302804e-09
1990,2.9245084830011236e-08,5.870685080923619e-09,5.870685080923619e-09,5.870685080923619e-09
1991,2.8099520424770423e-08,6.044528750542051e-09,6.044528750542051e-09,6.044528750542051e-09
1992,2.6292903092845725e-08,6.393300365305419e-09,6.393300365305419e-09,6.393300365305419e-09
1993,2.5808371313067776e-08,6.894096341422287e-09,6.894096341422287e-09,6.894096341422287e-09
1994,2.5910374798091392e-08,7.486455011473936e-09,7.486455011473936e-09,7.486455011473936e-09
1995,2.6449610501799725e-08,9.141345331491785e-09,9.141345331491785e-09,9.141345331491785e-09
1996,2.6940530314537422e-08,9.255504743573998e-09,9.255504743573998e-09,9.255504743573998e-09
1997,2.906926661288318e-08,9.609892691133024e-09,9.609892691133024e-09,9.609892691133024e-09
1998,2.960960644924983e-08,1.083771168047016e-08,1.083771168047016e-08,1.083771168047016e-08
1999,3.4945976778999466e-08,1.2117289394097952e-08,1.2117289394097952e-08,1.2117289394097952e-08
2000,3.931982561766745e-08,1.2260092243008915e-08,1.2260092243008915e-08,1.2260092243008915e-08
2001,4.532798720496041e-08,1.149026036222673e-08,1.149026036222673e-08,1.149026036222673e-08
2002,6.798789011140474e-08,1.0014786270115143e-08,1.0014786270115143e-08,1.0014786270115143e-08
2003,8.381374223225585e-08,9.945304452989895e-09,9.945304452989895e-09,9.945304452989895e-09
2004,9.698126593856874e-08,9.37687844831154e-09,9.37687844831154e-09,9.37687844831154e-09
