ngram,Mahindra,Mahindra Mahindra,Mahindra Mahindra,Mahindra Mahindra
1644,0.0,0.0,0.0,0.0
1645,0.0,0.0,0.0,0.0
1646,0.0,0.0,0.0,0.0
1647,0.0,0.0,0.0,0.0
1648,0.0,0.0,0.0,0.0
1649,0.0,0.0,0.0,0.0
1650,0.0,0.0,0.0,0.0
1651,0.0,0.0,0.0,0.0
1652,0.0,0.0,0.0,0.0
1653,0.0,0.0,0.0,0.0
1654,0.0,0.0,0.0,0.0
1655,0.0,0.0,0.0,0.0
1656,0.0,0.0,0.0,0.0
1657,0.0,0.0,0.0,0.0
1658,0.0,0.0,0.0,0.0
1659,0.0,0.0,0.0,0.0
1660,0.0,0.0,0.0,0.0
1661,0.0,0.0,0.0,0.0
1662,0.0,0.0,0.0,0.0
1663,0.0,0.0,0.0,0.0
1664,0.0,0.0,0.0,0.0
1665,0.0,0.0,0.0,0.0
1666,0.0,0.0,0.0,0.0
1667,0.0,0.0,0.0,0.0
1668,0.0,0.0,0.0,0.0
1669,0.0,0.0,0.0,0.0
1670,0.0,0.0,0.0,0.0
1671,0.0,0.0,0.0,0.0
1672,0.0,0.0,0.0,0.0
1673,0.0,0.0,0.0,0.0
1674,0.0,0.0,0.0,0.0
1675,0.0,0.0,0.0,0.0
1676,0.0,0.0,0.0,0.0
1677,0.0,0.0,0.0,0.0
1678,0.0,0.0,0.0,0.0
1679,0.0,0.0,0.0,0.0
1680,0.0,0.0,0.0,0.0
1681,0.0,0.0,0.0,0.0
1682,0.0,0.0,0.0,0.0
1683,0.0,0.0,0.0,0.0
1684,0.0,0.0,0.0,0.0
1685,0.0,0.0,0.0,0.0
1686,0.0,0.0,0.0,0.0
1687,0.0,0.0,0.0,0.0
1688,0.0,0.0,0.0,0.0
1689,0.0,0.0,0.0,0.0
1690,0.0,0.0,0.0,0.0
1691,0.0,0.0,0.0,0.0
1692,0.0,0.0,0.0,0.0
1693,0.0,0.0,0.0,0.0
1694,0.0,0.0,0.0,0.0
1695,0.0,0.0,0.0,0.0
1696,0.0,0.0,0.0,0.0
1697,0.0,0.0,0.0,0.0
1698,0.0,0.0,0.0,0.0
1699,0.0,0.0,0.0,0.0
1700,0.0,0.0,0.0,0.0
1701,0.0,0.0,0.0,0.0
1702,0.0,0.0,0.0,0.0
1703,0.0,0.0,0.0,0.0
1704,0.0,0.0,0.0,0.0
1705,0.0,0.0,0.0,0.0
1706,0.0,0.0,0.0,0.0
1707,0.0,0.0,0.0,0.0
1708,0.0,0.0,0.0,0.0
1709,0.0,0.0,0.0,0.0
1710,0.0,0.0,0.0,0.0
1711,0.0,0.0,0.0,0.0
1712,0.0,0.0,0.0,0.0
1713,0.0,0.0,0.0,0.0
1714,0.0,0.0,0.0,0.0
1715,0.0,0.0,0.0,0.0
1716,0.0,0.0,0.0,0.0
1717,0.0,0.0,0.0,0.0
1718,0.0,0.0,0.0,0.0
1719,0.0,0.0,0.0,0.0
1720,0.0,0.0,0.0,0.0
1721,0.0,0.0,0.0,0.0
1722,0.0,0.0,0.0,0.0
1723,0.0,0.0,0.0,0.0
1724,0.0,0.0,0.0,0.0
1725,0.0,0.0,0.0,0.0
1726,0.0,0.0,0.0,0.0
1727,0.0,0.0,0.0,0.0
1728,0.0,0.0,0.0,0.0
1729,0.0,0.0,0.0,0.0
1730,0.0,0.0,0.0,0.0
1731,0.0,0.0,0.0,0.0
1732,0.0,0.0,0.0,0.0
1733,0.0,0.0,0.0,0.0
1734,0.0,0.0,0.0,0.0
1735,0.0,0.0,0.0,0.0
1736,0.0,0.0,0.0,0.0
1737,0.0,0.0,0.0,0.0
1738,0.0,0.0,0.0,0.0
1739,0.0,0.0,0.0,0.0
1740,0.0,0.0,0.0,0.0
1741,0.0,0.0,0.0,0.0
1742,0.0,0.0,0.0,0.0
1743,0.0,0.0,0.0,0.0
1744,0.0,0.0,0.0,0.0
1745,0.0,0.0,0.0,0.0
1746,0.0,0.0,0.0,0.0
1747,0.0,0.0,0.0,0.0
1748,0.0,0.0,0.0,0.0
1749,0.0,0.0,0.0,0.0
1750,0.0,0.0,0.0,0.0
1751,0.0,0.0,0.0,0.0
1752,0.0,0.0,0.0,0.0
1753,0.0,0.0,0.0,0.0
1754,0.0,0.0,0.0,0.0
1755,0.0,0.0,0.0,0.0
1756,0.0,0.0,0.0,0.0
1757,0.0,0.0,0.0,0.0
1758,0.0,0.0,0.0,0.0
1759,0.0,0.0,0.0,0.0
1760,0.0,0.0,0.0,0.0
1761,0.0,0.0,0.0,0.0
1762,0.0,0.0,0.0,0.0
1763,0.0,0.0,0.0,0.0
1764,0.0,0.0,0.0,0.0
1765,0.0,0.0,0.0,0.0
1766,0.0,0.0,0.0,0.0
1767,0.0,0.0,0.0,0.0
1768,0.0,0.0,0.0,0.0
1769,0.0,0.0,0.0,0.0
1770,0.0,0.0,0.0,0.0
1771,0.0,0.0,0.0,0.0
1772,0.0,0.0,0.0,0.0
1773,0.0,0.0,0.0,0.0
1774,0.0,0.0,0.0,0.0
1775,0.0,0.0,0.0,0.0
1776,0.0,0.0,0.0,0.0
1777,0.0,0.0,0.0,0.0
1778,0.0,0.0,0.0,0.0
1779,0.0,0.0,0.0,0.0
1780,0.0,0.0,0.0,0.0
1781,0.0,0.0,0.0,0.0
1782,0.0,0.0,0.0,0.0
1783,0.0,0.0,0.0,0.0
1784,0.0,0.0,0.0,0.0
1785,0.0,0.0,0.0,0.0
1786,0.0,0.0,0.0,0.0
1787,0.0,0.0,0.0,0.0
1788,0.0,0.0,0.0,0.0
1789,2.326769634107352e-09,0.0,0.0,0.0
1790,2.326769634107352e-09,0.0,0.0,0.0
1791,2.326769634107352e-09,0.0,0.0,0.0
1792,2.326769634107352e-09,0.0,0.0,0.0
1793,2.326769634107352e-09,0.0,0.0,0.0
1794,2.326769634107352e-09,0.0,0.0,0.0
1795,2.326769634107352e-09,0.0,0.0,0.0
1796,0.0,0.0,0.0,0.0
1797,0.0,0.0,0.0,0.0
1798,0.0,0.0,0.0,0.0
1799,0.0,0.0,0.0,0.0
1800,0.0,0.0,0.0,0.0
1801,0.0,0.0,0.0,0.0
1802,0.0,0.0,0.0,0.0
1803,0.0,0.0,0.0,0.0
1804,0.0,0.0,0.0,0.0
1805,0.0,0.0,0.0,0.0
1806,0.0,0.0,0.0,0.0
1807,0.0,0.0,0.0,0.0
1808,0.0,0.0,0.0,0.0
1809,0.0,0.0,0.0,0.0
1810,0.0,0.0,0.0,0.0
1811,0.0,0.0,0.0,0.0
1812,2.3870825950820876e-10,0.0,0.0,0.0
1813,2.3870825950820876e-10,0.0,0.0,0.0
1814,2.3870825950820876e-10,0.0,0.0,0.0
1815,2.3870825950820876e-10,0.0,0.0,0.0
1816,2.3870825950820876e-10,0.0,0.0,0.0
1817,2.8089217618543216e-09,0.0,0.0,0.0
1818,2.8089217618543216e-09,0.0,0.0,0.0
1819,2.5702135023461128e-09,0.0,0.0,0.0
1820,2.5702135023461128e-09,0.0,0.0,0.0
1821,2.698767756889201e-09,0.0,0.0,0.0
1822,2.698767756889201e-09,0.0,0.0,0.0
1823,2.698767756889201e-09,0.0,0.0,0.0
1824,9.33274354622934e-10,0.0,0.0,0.0
1825,2.072825538197114e-09,0.0,0.0,0.0
1826,3.2578079361173754e-09,0.0,0.0,0.0
1827,3.2578079361173754e-09,0.0,0.0,0.0
1828,3.1292536815742876e-09,0.0,0.0,0.0
1829,3.1292536815742876e-09,0.0,0.0,0.0
1830,3.1292536815742876e-09,0.0,0.0,0.0
1831,2.3245335814944414e-09,0.0,0.0,0.0
1832,2.887971639609077e-09,0.0,0.0,0.0
1833,1.7029892416888158e-09,0.0,0.0,0.0
1834,1.7860494353324645e-09,0.0,0.0,0.0
1835,2.0373996458187905e-09,0.0,0.0,0.0
1836,2.8630726361151507e-09,0.0,0.0,0.0
1837,3.792369529520556e-09,0.0,0.0,0.0
1838,4.250324029239241e-09,0.0,0.0,0.0
1839,2.547334787550426e-09,0.0,0.0,0.0
1840,2.547334787550426e-09,0.0,0.0,0.0
1841,2.4642745939067775e-09,0.0,0.0,0.0
1842,2.273739823405967e-09,0.0,0.0,0.0
1843,1.5792158929756844e-09,0.0,0.0,0.0
1844,6.49918999570279e-10,0.0,0.0,0.0
1845,3.9218078784486465e-10,0.0,0.0,0.0
1846,7.835037935904105e-10,0.0,0.0,0.0
1847,1.5107694064018874e-09,0.0,0.0,0.0
1848,2.3310845238227226e-09,0.0,0.0,0.0
1849,2.324008620467412e-09,0.0,0.0,0.0
1850,2.2403294695573705e-09,0.0,0.0,0.0
1851,2.704615412582204e-09,0.0,0.0,0.0
1852,2.504399124588933e-09,0.0,0.0,0.0
1853,2.3543728157525224e-09,0.0,0.0,0.0
1854,1.6776090635709347e-09,0.0,0.0,0.0
1855,1.4873149339107122e-09,0.0,0.0,0.0
1856,1.4832742018760265e-09,0.0,0.0,0.0
1857,1.4358042929199906e-09,0.0,0.0,0.0
1858,1.08672537635357e-09,0.0,0.0,0.0
1859,1.3913723189468946e-09,0.0,0.0,0.0
1860,1.150075622037759e-09,0.0,0.0,0.0
1861,1.0995737614078698e-09,0.0,0.0,0.0
1862,1.4167634010409103e-09,0.0,0.0,0.0
1863,1.5102782437357932e-09,0.0,0.0,0.0
1864,2.0283245797233664e-09,0.0,0.0,0.0
1865,1.9573441042578364e-09,0.0,0.0,0.0
1866,2.1835726005114964e-09,0.0,0.0,0.0
1867,2.2267850579333573e-09,0.0,0.0,0.0
1868,2.271596755936451e-09,0.0,0.0,0.0
1869,1.4431437830467582e-09,0.0,0.0,0.0
1870,1.4688759772000078e-09,0.0,0.0,0.0
1871,1.5188945379218666e-09,0.0,0.0,0.0
1872,1.474667986928984e-09,0.0,0.0,0.0
1873,1.0608188097790565e-09,0.0,0.0,0.0
1874,2.567494189475994e-09,0.0,0.0,0.0
1875,2.683142612853422e-09,0.0,0.0,0.0
1876,2.5643849583494624e-09,0.0,0.0,0.0
1877,2.3954391169058097e-09,0.0,0.0,0.0
1878,2.37165458700466e-09,0.0,0.0,0.0
1879,2.37165458700466e-09,0.0,0.0,0.0
1880,2.2875150087634364e-09,0.0,0.0,0.0
1881,8.954551445577203e-10,0.0,0.0,0.0
1882,9.294524891797654e-10,0.0,0.0,0.0
1883,1.057943001060911e-09,0.0,0.0,0.0
1884,1.0884539083536433e-09,0.0,0.0,0.0
1885,5.441735415453611e-10,0.0,0.0,0.0
1886,6.821166270709611e-10,0.0,0.0,0.0
1887,8.150337587371175e-10,0.0,0.0,0.0
1888,7.112114706688186e-10,0.0,0.0,0.0
1889,5.690957942989477e-10,0.0,0.0,0.0
1890,4.911966627092162e-10,0.0,0.0,0.0
1891,8.703665843601271e-10,0.0,0.0,0.0
1892,9.377813327469754e-10,0.0,0.0,0.0
1893,1.0073933155916949e-09,0.0,0.0,0.0
1894,1.1287825634515818e-09,0.0,0.0,0.0
1895,1.074776878606798e-09,0.0,0.0,0.0
1896,1.119337218152034e-09,0.0,0.0,0.0
1897,3.2236493950423194e-09,0.0,0.0,0.0
1898,2.940235745350707e-09,0.0,0.0,0.0
1899,2.982104436404549e-09,0.0,0.0,0.0
1900,2.955255421329842e-09,0.0,0.0,0.0
1901,2.822292542527448e-09,0.0,0.0,0.0
1902,2.891165703669937e-09,0.0,0.0,0.0
1903,3.017411598360553e-09,0.0,0.0,0.0
1904,9.100692620135829e-10,0.0,0.0,0.0
1905,2.2932415133514183e-09,0.0,0.0,0.0
1906,2.1839580739107286e-09,0.0,0.0,0.0
1907,2.091153064201886e-09,0.0,0.0,0.0
1908,2.04671851292534e-09,0.0,0.0,0.0
1909,2.3223705855216335e-09,0.0,0.0,0.0
1910,2.1818658982716445e-09,0.0,0.0,0.0
1911,2.3020398682532014e-09,0.0,0.0,0.0
1912,1.1385390170331228e-09,0.0,0.0,0.0
1913,1.5531786729765835e-09,0.0,0.0,0.0
1914,1.8891558317690738e-09,0.0,0.0,0.0
1915,2.2893993209141936e-09,0.0,0.0,0.0
1916,2.306118772134523e-09,0.0,0.0,0.0
1917,2.4748586513467785e-09,0.0,0.0,0.0
1918,2.3934048949086114e-09,0.0,0.0,0.0
1919,3.3401893235434396e-09,0.0,0.0,0.0
1920,4.201640646517291e-09,0.0,0.0,0.0
1921,4.143213351768895e-09,0.0,0.0,0.0
1922,4.381864418931006e-09,0.0,0.0,0.0
1923,4.585348949743511e-09,0.0,0.0,0.0
1924,4.871239388050595e-09,0.0,0.0,0.0
1925,5.360087358090888e-09,0.0,0.0,0.0
1926,4.365362864839588e-09,0.0,0.0,0.0
1927,3.4530859441669494e-09,0.0,0.0,0.0
1928,3.6578722273361564e-09,0.0,0.0,0.0
1929,3.339040599570353e-09,0.0,0.0,0.0
1930,4.8708206357162e-09,0.0,0.0,0.0
1931,5.1992362796024085e-09,0.0,0.0,0.0
1932,5.475263734463656e-09,0.0,0.0,0.0
1933,5.895447114616965e-09,0.0,0.0,0.0
1934,6.1607335740835165e-09,0.0,0.0,0.0
1935,5.879386723504711e-09,0.0,0.0,0.0
1936,6.5173372413137744e-09,0.0,0.0,0.0
1937,5.318524636572468e-09,0.0,0.0,0.0
1938,5.1706596147584244e-09,0.0,0.0,0.0
1939,7.057845641256222e-09,0.0,0.0,0.0
1940,7.629326852815715e-09,0.0,0.0,0.0
1941,1.5108325923662846e-08,0.0,0.0,0.0
1942,1.626410219200482e-08,0.0,0.0,0.0
1943,1.6934012414537847e-08,0.0,0.0,0.0
1944,1.6890025251419568e-08,0.0,0.0,0.0
1945,1.778637110610199e-08,0.0,0.0,0.0
1946,1.56272118420223e-08,0.0,0.0,0.0
1947,1.5546207940023545e-08,0.0,0.0,0.0
1948,9.165208338300448e-09,0.0,0.0,0.0
1949,1.23632239049495e-08,1.6168978854226778e-11,1.6168978854226778e-11,1.6168978854226778e-11
1950,1.4060259559808434e-08,1.6168978854226778e-11,1.6168978854226778e-11,1.6168978854226778e-11
1951,1.678115532247456e-08,3.190518682583132e-11,3.190518682583132e-11,3.190518682583132e-11
1952,1.769210105402002e-08,4.681631174000397e-11,4.681631174000397e-11,4.681631174000397e-11
1953,2.1694174710619662e-08,6.173186366848732e-11,6.173186366848732e-11,6.173186366848732e-11
1954,2.5261265079734585e-08,7.553473323009184e-11,7.553473323009184e-11,7.553473323009184e-11
1955,2.99696130769332e-08,7.553473323009184e-11,7.553473323009184e-11,7.553473323009184e-11
1956,3.266699368152461e-08,7.218064638056124e-11,7.218064638056124e-11,7.218064638056124e-11
1957,4.1504446609711265e-08,7.218064638056124e-11,7.218064638056124e-11,7.218064638056124e-11
1958,4.503522050518833e-08,7.908887632103654e-11,7.908887632103654e-11,7.908887632103654e-11
1959,5.052880120664278e-08,8.567379841276487e-11,8.567379841276487e-11,8.567379841276487e-11
1960,5.914001834282447e-08,9.09023550876853e-11,9.09023550876853e-11,9.09023550876853e-11
1961,6.835494050148685e-08,7.709948552608076e-11,7.709948552608076e-11,7.709948552608076e-11
1962,7.757918853355608e-08,7.709948552608076e-11,7.709948552608076e-11,7.709948552608076e-11
1963,8.359942833229589e-08,1.2083780801372005e-10,1.2083780801372005e-10,1.2083780801372005e-10
1964,8.357610831970825e-08,1.293990876751115e-10,1.293990876751115e-10,1.293990876751115e-10
1965,8.791270543286243e-08,1.4030879335364636e-10,1.4030879335364636e-10,1.4030879335364636e-10
1966,9.259120352973177e-08,1.4392603478067097e-10,1.4392603478067097e-10,1.4392603478067097e-10
1967,9.260383494945148e-08,1.321998046746994e-10,1.321998046746994e-10,1.321998046746994e-10
1968,9.131344366356383e-08,1.7435746299135753e-10,1.7435746299135753e-10,1.7435746299135753e-10
1969,8.80238957279289e-08,2.1708940795799643e-10,2.1708940795799643e-10,2.1708940795799643e-10
1970,8.537993271115088e-08,1.772279604818548e-10,1.772279604818548e-10,1.772279604818548e-10
1971,8.417645602776247e-08,1.942310766587875e-10,1.942310766587875e-10,1.942310766587875e-10
1972,8.582981994972475e-08,1.8551366692820537e-10,1.8551366692820537e-10,1.8551366692820537e-10
1973,8.561281918316257e-08,1.7611523449907144e-10,1.7611523449907144e-10,1.7611523449907144e-10
1974,8.333351481886503e-08,1.9871320065613573e-10,1.9871320065613573e-10,1.9871320065613573e-10
1975,7.965099817803483e-08,1.7968870042699743e-10,1.7968870042699743e-10,1.7968870042699743e-10
1976,7.493956896301565e-08,1.446009368791642e-10,1.446009368791642e-10,1.446009368791642e-10
1977,7.733838458534592e-08,1.4318133732221002e-10,1.4318133732221002e-10,1.4318133732221002e-10
1978,7.766791400497044e-08,1.4090224572422498e-10,1.4090224572422498e-10,1.4090224572422498e-10
1979,7.66340824449279e-08,1.1606551186419241e-10,1.1606551186419241e-10,1.1606551186419241e-10
1980,7.947488610073248e-08,1.301690615415233e-10,1.301690615415233e-10,1.301690615415233e-10
1981,8.164944834529056e-08,1.1366831434433955e-10,1.1366831434433955e-10,1.1366831434433955e-10
1982,8.698033886795592e-08,1.1872998169943598e-10,1.1872998169943598e-10,1.1872998169943598e-10
1983,9.034395073318332e-08,1.2516501922212242e-10,1.2516501922212242e-10,1.2516501922212242e-10
1984,8.825468508380904e-08,1.1688471866975825e-10,1.1688471866975825e-10,1.1688471866975825e-10
1985,8.760064369133553e-08,1.1424697348875031e-10,1.1424697348875031e-10,1.1424697348875031e-10
1986,8.923879996863044e-08,1.405281431895603e-10,1.405281431895603e-10,1.405281431895603e-10
1987,8.727267543560759e-08,1.1070973750843776e-10,1.1070973750843776e-10,1.1070973750843776e-10
1988,8.578935454092321e-08,1.0278890288531858e-10,1.0278890288531858e-10,1.0278890288531858e-10
1989,8.507732474072327e-08,9.991332215940143e-11,9.991332215940143e-11,9.991332215940143e-11
1990,8.565895066275126e-08,1.0484007065270085e-10,1.0484007065270085e-10,1.0484007065270085e-10
1991,8.681248532736521e-08,1.1035530822489648e-10,1.1035530822489648e-10,1.1035530822489648e-10
1992,9.101764979797216e-08,1.0787644587141796e-10,1.0787644587141796e-10,1.0787644587141796e-10
1993,9.697701334029521e-08,1.0612022768466796e-10,1.0612022768466796e-10,1.0612022768466796e-10
1994,1.0243569598904806e-07,1.6184898262875232e-10,1.6184898262875232e-10,1.6184898262875232e-10
1995,1.0632660770884936e-07,1.5525471979455878e-10,1.5525471979455878e-10,1.5525471979455878e-10
1996,1.09434501333843e-07,1.5994673442852403e-10,1.5994673442852403e-10,1.5994673442852403e-10
1997,1.121025578397296e-07,1.5189438298416188e-10,1.5189438298416188e-10,1.5189438298416188e-10
1998,1.1357026811050933e-07,1.5038846358704306e-10,1.5038846358704306e-10,1.5038846358704306e-10
1999,1.1258736520858292e-07,1.580331262677045e-10,1.580331262677045e-10,1.580331262677045e-10
2000,1.0775791484515399e-07,1.433976667567346e-10,1.433976667567346e-10,1.433976667567346e-10
2001,1.0529746370074073e-07,1.1182046756795318e-10,1.1182046756795318e-10,1.1182046756795318e-10
2002,1.113496210791709e-07,1.3227950481007967e-10,1.3227950481007967e-10,1.3227950481007967e-10
2003,1.160990612853701e-07,1.170132155852472e-10,1.170132155852472e-10,1.170132155852472e-10
2004,1.2841225226013974e-07,1.3971774729234657e-10,1.3971774729234657e-10,1.3971774729234657e-10
2005,1.3297501258843374e-07,1.8078375800336032e-10,1.8078375800336032e-10,1.8078375800336032e-10
2006,1.361030308138262e-07,2.039759799557902e-10,2.039759799557902e-10,2.039759799557902e-10
2007,1.4335931959002274e-07,2.2474022543755064e-10,2.2474022543755064e-10,2.2474022543755064e-10
2008,1.4174187157323104e-07,2.207146439820689e-10,2.207146439820689e-10,2.207146439820689e-10
2009,1.4165117383819442e-07,2.278839309715381e-10,2.278839309715381e-10,2.278839309715381e-10
2010,1.3323721402360077e-07,2.2093391848142042e-10,2.2093391848142042e-10,2.2093391848142042e-10
2011,1.1950216511585105e-07,2.1373259957514967e-10,2.1373259957514967e-10,2.1373259957514967e-10
2012,1.1851865013211085e-07,2.124160534966446e-10,2.124160534966446e-10,2.124160534966446e-10
2013,1.1872592356862047e-07,1.7868261582644684e-10,1.7868261582644684e-10,1.7868261582644684e-10
2014,1.0788885569062196e-07,1.6284710038783068e-10,1.6284710038783068e-10,1.6284710038783068e-10
2015,1.1003172569904304e-07,1.5305292103140467e-10,1.5305292103140467e-10,1.5305292103140467e-10
2016,1.0666185293725253e-07,1.2542459679980896e-10,1.2542459679980896e-10,1.2542459679980896e-10
2017,1.091788301247713e-07,1.3723457902477718e-10,1.3723457902477718e-10,1.3723457902477718e-10
2018,1.1302437883387028e-07,1.2764193452197147e-10,1.2764193452197147e-10,1.2764193452197147e-10
2019,1.111343088666672e-07,7.073878115215759e-11,7.073878115215759e-11,7.073878115215759e-11
