ngram,Oneok,Onok,Onek,Onek
1642,0.0,0.0,0.0,0.0
1643,0.0,0.0,0.0,0.0
1644,0.0,0.0,0.0,0.0
1645,0.0,0.0,0.0,0.0
1646,0.0,0.0,0.0,0.0
1647,0.0,0.0,0.0,0.0
1648,0.0,0.0,0.0,0.0
1649,0.0,0.0,0.0,0.0
1650,0.0,0.0,0.0,0.0
1651,0.0,0.0,0.0,0.0
1652,0.0,0.0,0.0,0.0
1653,0.0,0.0,0.0,0.0
1654,0.0,0.0,0.0,0.0
1655,0.0,0.0,0.0,0.0
1656,0.0,0.0,0.0,0.0
1657,0.0,0.0,0.0,0.0
1658,0.0,0.0,0.0,0.0
1659,0.0,0.0,0.0,0.0
1660,0.0,0.0,0.0,0.0
1661,0.0,0.0,0.0,0.0
1662,0.0,0.0,0.0,0.0
1663,0.0,0.0,0.0,0.0
1664,0.0,0.0,0.0,0.0
1665,0.0,0.0,0.0,0.0
1666,0.0,0.0,0.0,0.0
1667,0.0,0.0,0.0,0.0
1668,0.0,0.0,0.0,0.0
1669,0.0,0.0,0.0,0.0
1670,0.0,0.0,0.0,0.0
1671,0.0,0.0,0.0,0.0
1672,0.0,0.0,0.0,0.0
1673,0.0,0.0,0.0,0.0
1674,0.0,0.0,0.0,0.0
1675,0.0,0.0,0.0,0.0
1676,0.0,0.0,0.0,0.0
1677,0.0,0.0,0.0,0.0
1678,0.0,0.0,0.0,0.0
1679,0.0,0.0,0.0,0.0
1680,0.0,0.0,0.0,0.0
1681,0.0,0.0,0.0,0.0
1682,0.0,0.0,0.0,0.0
1683,0.0,0.0,0.0,0.0
1684,0.0,0.0,0.0,0.0
1685,0.0,0.0,0.0,0.0
1686,0.0,0.0,0.0,0.0
1687,0.0,0.0,0.0,0.0
1688,0.0,0.0,0.0,0.0
1689,0.0,0.0,0.0,0.0
1690,0.0,0.0,0.0,0.0
1691,0.0,0.0,0.0,0.0
1692,0.0,0.0,0.0,0.0
1693,0.0,0.0,0.0,0.0
1694,0.0,0.0,0.0,0.0
1695,0.0,0.0,0.0,0.0
1696,0.0,0.0,0.0,0.0
1697,0.0,0.0,0.0,0.0
1698,0.0,0.0,0.0,0.0
1699,0.0,0.0,0.0,0.0
1700,0.0,0.0,0.0,0.0
1701,0.0,0.0,0.0,0.0
1702,0.0,0.0,0.0,0.0
1703,0.0,0.0,0.0,0.0
1704,0.0,0.0,0.0,0.0
1705,0.0,0.0,0.0,0.0
1706,0.0,0.0,0.0,0.0
1707,0.0,0.0,0.0,0.0
1708,0.0,0.0,0.0,0.0
1709,0.0,0.0,0.0,0.0
1710,0.0,0.0,0.0,0.0
1711,0.0,0.0,0.0,0.0
1712,0.0,0.0,0.0,0.0
1713,0.0,0.0,0.0,0.0
1714,0.0,0.0,0.0,0.0
1715,0.0,0.0,0.0,0.0
1716,0.0,0.0,0.0,0.0
1717,0.0,0.0,0.0,0.0
1718,0.0,0.0,0.0,0.0
1719,0.0,0.0,0.0,0.0
1720,0.0,0.0,0.0,0.0
1721,0.0,0.0,0.0,0.0
1722,0.0,0.0,0.0,0.0
1723,0.0,0.0,0.0,0.0
1724,0.0,0.0,0.0,0.0
1725,0.0,0.0,0.0,0.0
1726,0.0,0.0,0.0,0.0
1727,0.0,0.0,0.0,0.0
1728,0.0,0.0,0.0,0.0
1729,0.0,0.0,0.0,0.0
1730,0.0,0.0,0.0,0.0
1731,0.0,0.0,0.0,0.0
1732,0.0,0.0,0.0,0.0
1733,0.0,0.0,0.0,0.0
1734,0.0,0.0,0.0,0.0
1735,0.0,0.0,0.0,0.0
1736,0.0,0.0,0.0,0.0
1737,0.0,0.0,0.0,0.0
1738,0.0,0.0,0.0,0.0
1739,0.0,0.0,0.0,0.0
1740,0.0,0.0,0.0,0.0
1741,0.0,0.0,0.0,0.0
1742,0.0,0.0,0.0,0.0
1743,0.0,0.0,0.0,0.0
1744,0.0,0.0,0.0,0.0
1745,0.0,0.0,0.0,0.0
1746,0.0,0.0,0.0,0.0
1747,0.0,0.0,0.0,0.0
1748,0.0,0.0,0.0,0.0
1749,0.0,0.0,0.0,0.0
1750,0.0,0.0,0.0,0.0
1751,0.0,0.0,0.0,0.0
1752,0.0,0.0,0.0,0.0
1753,0.0,0.0,0.0,0.0
1754,0.0,0.0,0.0,0.0
1755,0.0,0.0,0.0,0.0
1756,0.0,0.0,0.0,0.0
1757,0.0,0.0,0.0,0.0
1758,0.0,0.0,0.0,0.0
1759,0.0,0.0,0.0,0.0
1760,0.0,0.0,0.0,0.0
1761,0.0,0.0,0.0,0.0
1762,0.0,0.0,0.0,0.0
1763,0.0,0.0,0.0,0.0
1764,0.0,0.0,0.0,0.0
1765,0.0,0.0,0.0,0.0
1766,0.0,0.0,0.0,0.0
1767,0.0,0.0,0.0,0.0
1768,0.0,0.0,0.0,0.0
1769,0.0,0.0,0.0,0.0
1770,0.0,0.0,0.0,0.0
1771,0.0,0.0,0.0,0.0
1772,0.0,0.0,0.0,0.0
1773,0.0,0.0,0.0,0.0
1774,0.0,0.0,0.0,0.0
1775,0.0,0.0,0.0,0.0
1776,0.0,0.0,0.0,0.0
1777,0.0,0.0,0.0,0.0
1778,0.0,0.0,0.0,0.0
1779,0.0,0.0,0.0,0.0
1780,0.0,0.0,0.0,0.0
1781,0.0,0.0,0.0,0.0
1782,0.0,0.0,0.0,0.0
1783,0.0,0.0,0.0,0.0
1784,0.0,0.0,0.0,0.0
1785,0.0,0.0,0.0,0.0
1786,0.0,0.0,0.0,0.0
1787,0.0,0.0,0.0,0.0
1788,0.0,0.0,0.0,0.0
1789,0.0,0.0,0.0,0.0
1790,0.0,0.0,0.0,0.0
1791,0.0,0.0,0.0,0.0
1792,0.0,0.0,0.0,0.0
1793,0.0,0.0,0.0,0.0
1794,0.0,0.0,0.0,0.0
1795,0.0,0.0,0.0,0.0
1796,0.0,0.0,0.0,0.0
1797,0.0,0.0,0.0,0.0
1798,0.0,0.0,0.0,0.0
1799,0.0,0.0,0.0,0.0
1800,0.0,0.0,0.0,0.0
1801,0.0,0.0,0.0,0.0
1802,0.0,0.0,0.0,0.0
1803,0.0,0.0,0.0,0.0
1804,0.0,0.0,0.0,0.0
1805,0.0,0.0,0.0,0.0
1806,0.0,0.0,0.0,0.0
1807,0.0,0.0,0.0,0.0
1808,0.0,0.0,0.0,0.0
1809,0.0,0.0,0.0,0.0
1810,0.0,0.0,2.17937652052009e-10,2.17937652052009e-10
1811,0.0,0.0,2.17937652052009e-10,2.17937652052009e-10
1812,0.0,0.0,4.5664591156021773e-10,4.5664591156021773e-10
1813,0.0,0.0,4.5664591156021773e-10,4.5664591156021773e-10
1814,0.0,0.0,1.0835203369450953e-09,1.0835203369450953e-09
1815,0.0,0.0,1.276661046719799e-09,1.276661046719799e-09
1816,0.0,0.0,1.276661046719799e-09,1.276661046719799e-09
1817,0.0,0.0,1.05872339466779e-09,1.05872339466779e-09
1818,0.0,0.0,1.05872339466779e-09,1.05872339466779e-09
1819,0.0,0.0,9.70312576318934e-10,9.70312576318934e-10
1820,0.0,0.0,1.1177095122454667e-09,1.1177095122454667e-09
1821,0.0,0.0,4.908350868605891e-10,4.908350868605891e-10
1822,0.0,0.0,2.9769437708588546e-10,2.9769437708588546e-10
1823,0.0,0.0,2.9769437708588546e-10,2.9769437708588546e-10
1824,0.0,0.0,2.9769437708588546e-10,2.9769437708588546e-10
1825,0.0,0.0,2.9769437708588546e-10,2.9769437708588546e-10
1826,0.0,0.0,1.4739693592653273e-10,1.4739693592653273e-10
1827,0.0,0.0,2.0914121228494357e-10,2.0914121228494357e-10
1828,0.0,0.0,2.0914121228494357e-10,2.0914121228494357e-10
1829,0.0,0.0,4.902383261245242e-10,4.902383261245242e-10
1830,0.0,0.0,4.902383261245242e-10,4.902383261245242e-10
1831,0.0,0.0,4.902383261245242e-10,4.902383261245242e-10
1832,0.0,0.0,5.753877850368992e-10,5.753877850368992e-10
1833,0.0,0.0,7.40344309667153e-10,7.40344309667153e-10
1834,0.0,0.0,5.312030973822094e-10,5.312030973822094e-10
1835,0.0,0.0,5.312030973822094e-10,5.312030973822094e-10
1836,0.0,0.0,2.5010598354262877e-10,2.5010598354262877e-10
1837,0.0,0.0,2.5010598354262877e-10,2.5010598354262877e-10
1838,0.0,0.0,2.5010598354262877e-10,2.5010598354262877e-10
1839,0.0,0.0,1.6495652463025375e-10,1.6495652463025375e-10
1840,0.0,0.0,0.0,0.0
1841,0.0,0.0,0.0,0.0
1842,0.0,0.0,0.0,0.0
1843,0.0,0.0,0.0,0.0
1844,0.0,0.0,6.678285702221842e-11,6.678285702221842e-11
1845,0.0,0.0,2.002603876378422e-10,2.002603876378422e-10
1846,0.0,0.0,2.002603876378422e-10,2.002603876378422e-10
1847,0.0,0.0,5.032877051621857e-10,5.032877051621857e-10
1848,0.0,0.0,5.032877051621857e-10,5.032877051621857e-10
1849,0.0,0.0,5.032877051621857e-10,5.032877051621857e-10
1850,0.0,0.0,5.982275230742573e-10,5.982275230742573e-10
1851,0.0,0.0,5.314446660520389e-10,5.314446660520389e-10
1852,0.0,5.0561570803202876e-11,3.9796713543641514e-10,3.9796713543641514e-10
1853,0.0,5.0561570803202876e-11,5.427451662701596e-10,5.427451662701596e-10
1854,0.0,5.0561570803202876e-11,2.397178487458161e-10,2.397178487458161e-10
1855,0.0,5.0561570803202876e-11,2.397178487458161e-10,2.397178487458161e-10
1856,0.0,5.0561570803202876e-11,2.397178487458161e-10,2.397178487458161e-10
1857,0.0,1.4683002432950128e-10,1.4477803083374445e-10,1.4477803083374445e-10
1858,0.0,1.4683002432950128e-10,2.0238154406295094e-10,2.0238154406295094e-10
1859,0.0,4.618447846382878e-10,2.0238154406295094e-10,2.0238154406295094e-10
1860,0.0,4.618447846382878e-10,1.7959393099659897e-10,1.7959393099659897e-10
1861,0.0,5.183314650507904e-10,1.7959393099659897e-10,1.7959393099659897e-10
1862,0.0,5.183314650507904e-10,1.7959393099659897e-10,1.7959393099659897e-10
1863,0.0,5.660693461592306e-10,2.2733181210503924e-10,2.2733181210503924e-10
1864,0.0,5.16896014086348e-10,2.2733181210503924e-10,2.2733181210503924e-10
1865,0.0,5.16896014086348e-10,1.6972829887583274e-10,1.6972829887583274e-10
1866,0.0,1.9555930287827395e-10,3.024471585875789e-10,3.024471585875789e-10
1867,0.0,2.3877176030013507e-10,1.804567408201864e-10,1.804567408201864e-10
1868,0.0,1.822850798876325e-10,2.2526843882328e-10,2.2526843882328e-10
1869,0.0,1.822850798876325e-10,2.2526843882328e-10,2.2526843882328e-10
1870,0.0,1.3454719877919226e-10,2.6200347843666604e-10,2.6200347843666604e-10
1871,0.0,8.74520773257765e-11,2.6200347843666604e-10,2.6200347843666604e-10
1872,0.0,8.74520773257765e-11,2.6200347843666604e-10,2.6200347843666604e-10
1873,0.0,4.321245742186111e-11,2.0730212387956978e-10,2.0730212387956978e-10
1874,0.0,0.0,2.867835532541615e-10,2.867835532541615e-10
1875,0.0,0.0,2.820868855961984e-10,2.820868855961984e-10
1876,0.0,7.66639688240137e-11,2.820868855961984e-10,2.820868855961984e-10
1877,3.4951672508601714e-11,7.66639688240137e-11,3.0246897843509505e-10,3.0246897843509505e-10
1878,3.4951672508601714e-11,7.66639688240137e-11,3.0246897843509505e-10,3.0246897843509505e-10
1879,3.4951672508601714e-11,1.115777827274757e-10,3.72296606242019e-10,3.72296606242019e-10
1880,3.4951672508601714e-11,1.7735114963914255e-10,2.942791010873691e-10,2.942791010873691e-10
1881,3.4951672508601714e-11,1.7735114963914255e-10,2.7792886246404333e-10,2.7792886246404333e-10
1882,3.4951672508601714e-11,2.0976072862793112e-10,2.3781383211891287e-10,2.3781383211891287e-10
1883,3.4951672508601714e-11,1.330967598039174e-10,2.699364600891993e-10,2.699364600891993e-10
1884,0.0,2.246294777170326e-10,1.9559235382120884e-10,1.9559235382120884e-10
1885,0.0,3.407225890317278e-10,2.2461563164988263e-10,2.2461563164988263e-10
1886,0.0,3.058087751282658e-10,1.8237661975855397e-10,1.8237661975855397e-10
1887,0.0,3.782052488648142e-10,2.1001058828470524e-10,2.1001058828470524e-10
1888,0.0,4.052080912872061e-10,1.4687939753343926e-10,1.4687939753343926e-10
1889,2.6170894816347966e-11,3.989694071147655e-10,2.253920859475654e-10,2.253920859475654e-10
1890,2.6170894816347966e-11,3.989694071147655e-10,2.438608382686931e-10,2.438608382686931e-10
1891,2.6170894816347966e-11,3.074366892016503e-10,2.64560034593916e-10,2.64560034593916e-10
1892,2.6170894816347966e-11,1.913435778869551e-10,2.355367567652422e-10,2.355367567652422e-10
1893,2.6170894816347966e-11,1.913435778869551e-10,2.079481408496469e-10,2.079481408496469e-10
1894,2.6170894816347966e-11,7.526551009424359e-11,1.8031417232349563e-10,1.8031417232349563e-10
1895,2.6170894816347966e-11,1.32947498248421e-10,3.2851262583249204e-10,3.2851262583249204e-10
1896,0.0,1.2615702926765948e-10,2.499999374183659e-10,2.499999374183659e-10
1897,0.0,1.8188729490807376e-10,2.7371557798083757e-10,2.7371557798083757e-10
1898,0.0,2.540399676334967e-10,3.487726536149134e-10,3.487726536149134e-10
1899,0.0,2.72253874206945e-10,3.8520046676181e-10,3.8520046676181e-10
1900,0.0,2.9032447874348984e-10,4.2134167583489964e-10,4.2134167583489964e-10
1901,1.7136686910771257e-11,2.6823270588798616e-10,4.2134167583489964e-10,4.2134167583489964e-10
1902,1.7136686910771257e-11,2.0076616559703909e-10,2.9036151261152554e-10,2.9036151261152554e-10
1903,1.7136686910771257e-11,1.97324884606712e-10,3.222398023020442e-10,3.222398023020442e-10
1904,1.7136686910771257e-11,1.7330209886193667e-10,2.4793278144815846e-10,2.4793278144815846e-10
1905,4.763041151965654e-11,1.163962884409564e-10,1.369124645005699e-10,1.369124645005699e-10
1906,4.763041151965654e-11,9.818238186750809e-11,1.1599963747491567e-10,1.1599963747491567e-10
1907,4.763041151965654e-11,8.011177733096325e-11,1.677594719885965e-10,1.677594719885965e-10
1908,3.0493724608885284e-11,1.4873404393021617e-10,2.501061966657987e-10,2.501061966657987e-10
1909,3.0493724608885284e-11,1.3151575364459386e-10,2.6044992452416745e-10,2.6044992452416745e-10
1910,3.0493724608885284e-11,1.2935049856618467e-10,2.423455246004989e-10,2.423455246004989e-10
1911,3.0493724608885284e-11,1.1162095057772246e-10,3.122351821538416e-10,3.122351821538416e-10
1912,0.0,1.1078819607744452e-10,3.2581653545772834e-10,3.2581653545772834e-10
1913,0.0,1.1078819607744452e-10,3.1030154933648594e-10,3.1030154933648594e-10
1914,0.0,1.1078819607744452e-10,2.6624997345736645e-10,2.6624997345736645e-10
1915,0.0,5.810465204219335e-11,2.7953558416417476e-10,2.7953558416417476e-10
1916,0.0,5.810465204219335e-11,2.971291516400727e-10,2.971291516400727e-10
1917,0.0,5.829649659830745e-11,3.1128673051915104e-10,3.1128673051915104e-10
1918,0.0,5.869880375415043e-11,3.276785073439267e-10,3.276785073439267e-10
1919,0.0,4.4284695949985724e-11,5.971709614900028e-10,5.971709614900028e-10
1920,0.0,4.4284695949985724e-11,1.0612040591511424e-09,1.0612040591511424e-09
1921,0.0,1.2861952078787756e-10,1.3265822825157615e-09,1.3265822825157615e-09
1922,0.0,5.474041349175427e-10,1.4241603154710854e-09,1.4241603154710854e-09
1923,0.0,5.474041349175427e-10,1.4772185082310786e-09,1.4772185082310786e-09
1924,0.0,5.334384005945785e-10,1.473708569859384e-09,1.473708569859384e-09
1925,0.0,5.190581615315588e-10,1.4564426589361697e-09,1.4564426589361697e-09
1926,0.0,5.190581615315588e-10,1.2039679154434474e-09,1.2039679154434474e-09
1927,0.0,5.645349188121429e-10,9.673186121153928e-10,9.673186121153928e-10
1928,0.0,5.030095804167292e-10,7.493288668130355e-10,7.493288668130355e-10
1929,0.0,9.357204098860348e-11,7.078332820669481e-10,7.078332820669481e-10
1930,0.0,9.357204098860348e-11,6.09619503687066e-10,6.09619503687066e-10
1931,0.0,9.357204098860348e-11,6.114309832248668e-10,6.114309832248668e-10
1932,0.0,9.357204098860348e-11,3.237745641038181e-09,3.237745641038181e-09
1933,1.8533726934119191e-10,1.1673919965625246e-10,3.215066873444147e-09,3.215066873444147e-09
1934,1.8533726934119191e-10,9.37303171585516e-11,2.987683079111062e-09,2.987683079111062e-09
1935,1.8533726934119191e-10,7.092083071607342e-11,2.9186674664418076e-09,2.9186674664418076e-09
1936,1.8533726934119191e-10,4.563503345053224e-11,2.787890115191998e-09,2.787890115191998e-09
1937,1.8533726934119191e-10,4.563503345053224e-11,2.787890115191998e-09,2.787890115191998e-09
1938,2.0708952013543628e-10,4.563503345053224e-11,2.848666108556941e-09,2.848666108556941e-09
1939,2.0708952013543628e-10,4.563503345053224e-11,1.7822995262190792e-10,1.7822995262190792e-10
1940,7.333877552869898e-11,4.8261137150110553e-11,1.5506279395425893e-10,1.5506279395425893e-10
1941,7.333877552869898e-11,2.5793262367227296e-11,2.1021993471378612e-10,2.1021993471378612e-10
1942,7.333877552869898e-11,2.5793262367227296e-11,2.378136933410348e-10,2.378136933410348e-10
1943,7.333877552869898e-11,4.724658759463247e-11,2.383295862250025e-10,2.383295862250025e-10
1944,7.333877552869898e-11,8.51892326522322e-11,3.901001664554014e-10,3.901001664554014e-10
1945,7.035594527606191e-11,8.51892326522322e-11,5.658630468958442e-10,5.658630468958442e-10
1946,8.690404943286926e-11,8.51892326522322e-11,6.733538548171175e-10,6.733538548171175e-10
1947,3.5317524698414666e-11,5.939597028500491e-11,1.8654561447149577e-09,1.8654561447149577e-09
1948,3.5317524698414666e-11,5.939597028500491e-11,1.9812990117599026e-09,1.9812990117599026e-09
1949,3.5317524698414666e-11,1.104144573390745e-10,2.5096924637686105e-09,2.5096924637686105e-09
1950,6.915747538130797e-11,1.0588110745311598e-10,2.6066789679138733e-09,2.6066789679138733e-09
1951,6.915747538130797e-11,6.793846239551625e-11,2.636948469105148e-09,2.636948469105148e-09
1952,5.038805483970066e-11,8.362241157458935e-11,2.4212284320336762e-09,2.4212284320336762e-09
1953,3.3839950682893314e-11,8.362241157458935e-11,3.622428650691083e-09,3.622428650691083e-09
1954,3.3839950682893314e-11,1.1265432336982073e-10,3.0399965164232665e-09,3.0399965164232665e-09
1955,1.642882219154984e-10,1.2714857539857556e-10,3.013939026923802e-09,3.013939026923802e-09
1956,1.642882219154984e-10,7.613008834450596e-11,2.530005522543328e-09,2.530005522543328e-09
1957,1.304482712326051e-10,9.74412891644302e-11,2.5644903978161437e-09,2.5644903978161437e-09
1958,1.304482712326051e-10,1.2124490498889783e-10,2.727602730980193e-09,2.727602730980193e-09
1959,1.304482712326051e-10,1.0556095580982472e-10,3.2339539221152134e-09,3.2339539221152134e-09
1960,1.304482712326051e-10,1.5850025954420944e-10,2.281531876123312e-09,2.281531876123312e-09
1961,1.5295940902770866e-10,1.4072391664652984e-10,1.7844174074862655e-09,1.7844174074862655e-09
1962,2.2511137795103562e-11,1.3643142072432875e-10,2.363799552921161e-09,2.363799552921161e-09
1963,2.2511137795103562e-11,1.4633527722907047e-10,2.497312206235185e-09,2.497312206235185e-09
1964,2.2511137795103562e-11,1.1709741113260667e-10,2.443313908338597e-09,2.443313908338597e-09
1965,2.2511137795103562e-11,1.0210887690931258e-10,2.5212854106092054e-09,2.5212854106092054e-09
1966,2.2511137795103562e-11,1.2848809119844366e-10,2.557018160701371e-09,2.557018160701371e-09
1967,2.2511137795103562e-11,9.323814537902969e-11,5.421852403550023e-09,5.421852403550023e-09
1968,0.0,1.0855219996695555e-10,6.434077493011614e-09,6.434077493011614e-09
1969,4.4884429506453216e-11,1.1630421526647489e-10,6.077805148052562e-09,6.077805148052562e-09
1970,4.4884429506453216e-11,1.0640035876173317e-10,6.9725135982372825e-09,6.9725135982372825e-09
1971,4.4884429506453216e-11,9.740704869682609e-11,9.227674148602562e-09,9.227674148602562e-09
1972,4.4884429506453216e-11,1.23373747725911e-10,9.900176297808879e-09,9.900176297808879e-09
1973,5.313852631725981e-11,9.699453343677992e-11,1.2769507039069237e-08,1.2769507039069237e-08
1974,5.313852631725981e-11,7.930517552180914e-11,1.3320246175904264e-08,1.3320246175904264e-08
1975,5.721465374887633e-10,5.273555203633151e-11,1.4352592447863799e-08,1.4352592447863799e-08
1976,5.433349702694506e-10,5.085464291739886e-11,1.5672190656346174e-08,1.5672190656346174e-08
1977,7.520216572481126e-10,9.09866993256284e-11,1.6146949301441638e-08,1.6146949301441638e-08
1978,1.0376191711403138e-09,1.154664845879973e-10,1.484549315224269e-08,1.484549315224269e-08
1979,1.2164285828619725e-09,8.068470395773884e-11,1.4481360174504028e-08,1.4481360174504028e-08
1980,1.521647574807629e-09,8.068470395773884e-11,1.181441319378759e-08,1.181441319378759e-08
1981,1.7047627486253626e-09,1.112038982723337e-10,9.154516763690675e-09,9.154516763690675e-09
1982,2.5791158464857513e-09,1.2602688832995058e-10,8.235109356340736e-09,8.235109356340736e-09
1983,3.3773186152481164e-09,1.2475903742632203e-10,7.56900459768823e-09,7.56900459768823e-09
1984,3.741978187627686e-09,8.46269810180925e-11,6.934676515563914e-09,6.934676515563914e-09
1985,4.744046013170435e-09,7.461534564815305e-11,7.032263660278204e-09,7.032263660278204e-09
1986,5.338994801817876e-09,8.843245580258952e-11,7.41304795326414e-09,7.41304795326414e-09
1987,5.78120554603093e-09,1.0180739089062283e-10,8.039271534191324e-09,8.039271534191324e-09
1988,6.783361428119861e-09,9.208242600961774e-11,7.956005885846805e-09,7.956005885846805e-09
1989,6.201545753116631e-09,7.725943595200085e-11,7.975516501192357e-09,7.975516501192357e-09
1990,6.412519340922732e-09,8.242681140809997e-11,7.69294907142028e-09,7.69294907142028e-09
1991,7.192442324261654e-09,8.899607985081635e-11,7.971613083920407e-09,7.971613083920407e-09
1992,6.668258516790664e-09,9.997731462152437e-11,7.896631666020376e-09,7.896631666020376e-09
1993,6.5064294269794635e-09,1.0548428251909238e-10,7.814971780817359e-09,7.814971780817359e-09
1994,6.43357424477488e-09,2.1566881167849646e-10,7.574295222769121e-09,7.574295222769121e-09
1995,5.848693529486582e-09,2.2681023874514062e-10,9.880351965157225e-09,9.880351965157225e-09
1996,6.889947660023868e-09,3.339449049629842e-10,1.1036802646405671e-08,1.1036802646405671e-08
