ngram,Coal India,Col India
1693,0.0,0.0
1694,0.0,0.0
1695,0.0,0.0
1696,0.0,0.0
1697,0.0,0.0
1698,0.0,0.0
1699,0.0,0.0
1700,0.0,0.0
1701,0.0,0.0
1702,0.0,0.0
1703,0.0,0.0
1704,0.0,0.0
1705,0.0,0.0
1706,0.0,0.0
1707,0.0,0.0
1708,0.0,0.0
1709,0.0,0.0
1710,0.0,0.0
1711,0.0,0.0
1712,0.0,0.0
1713,0.0,0.0
1714,0.0,0.0
1715,0.0,0.0
1716,0.0,0.0
1717,0.0,0.0
1718,0.0,0.0
1719,0.0,0.0
1720,0.0,0.0
1721,0.0,0.0
1722,0.0,0.0
1723,0.0,0.0
1724,0.0,0.0
1725,0.0,0.0
1726,0.0,0.0
1727,0.0,0.0
1728,0.0,0.0
1729,0.0,0.0
1730,0.0,0.0
1731,0.0,0.0
1732,0.0,0.0
1733,0.0,0.0
1734,0.0,0.0
1735,0.0,0.0
1736,0.0,0.0
1737,0.0,0.0
1738,0.0,0.0
1739,0.0,0.0
1740,0.0,0.0
1741,0.0,0.0
1742,0.0,0.0
1743,0.0,0.0
1744,0.0,0.0
1745,0.0,0.0
1746,0.0,0.0
1747,0.0,0.0
1748,0.0,0.0
1749,0.0,0.0
1750,0.0,0.0
1751,0.0,0.0
1752,0.0,0.0
1753,0.0,0.0
1754,0.0,0.0
1755,0.0,0.0
1756,0.0,0.0
1757,0.0,0.0
1758,0.0,0.0
1759,0.0,0.0
1760,0.0,0.0
1761,0.0,0.0
1762,0.0,0.0
1763,0.0,0.0
1764,0.0,0.0
1765,0.0,0.0
1766,0.0,0.0
1767,0.0,0.0
1768,0.0,0.0
1769,0.0,0.0
1770,0.0,0.0
1771,0.0,0.0
1772,0.0,0.0
1773,0.0,0.0
1774,0.0,0.0
1775,0.0,0.0
1776,0.0,0.0
1777,0.0,0.0
1778,0.0,0.0
1779,0.0,0.0
1780,0.0,0.0
1781,0.0,0.0
1782,0.0,0.0
1783,0.0,0.0
1784,0.0,0.0
1785,0.0,0.0
1786,0.0,0.0
1787,0.0,0.0
1788,0.0,0.0
1789,0.0,0.0
1790,0.0,0.0
1791,0.0,0.0
1792,0.0,0.0
1793,0.0,0.0
1794,0.0,0.0
1795,0.0,0.0
1796,0.0,0.0
1797,0.0,0.0
1798,0.0,0.0
1799,0.0,0.0
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,0.0
1818,0.0,0.0
1819,0.0,0.0
1820,0.0,0.0
1821,0.0,0.0
1822,0.0,0.0
1823,0.0,0.0
1824,0.0,0.0
1825,0.0,0.0
1826,0.0,0.0
1827,0.0,0.0
1828,0.0,0.0
1829,0.0,0.0
1830,0.0,0.0
1831,0.0,0.0
1832,0.0,0.0
1833,0.0,0.0
1834,0.0,0.0
1835,0.0,0.0
1836,0.0,0.0
1837,0.0,0.0
1838,0.0,0.0
1839,0.0,0.0
1840,0.0,0.0
1841,0.0,0.0
1842,0.0,0.0
1843,0.0,0.0
1844,0.0,0.0
1845,0.0,0.0
1846,0.0,0.0
1847,0.0,0.0
1848,0.0,0.0
1849,0.0,0.0
1850,0.0,0.0
1851,0.0,0.0
1852,0.0,0.0
1853,0.0,4.605626990894507e-11
1854,0.0,4.605626990894507e-11
1855,0.0,4.605626990894507e-11
1856,0.0,4.605626990894507e-11
1857,0.0,4.605626990894507e-11
1858,5.494873207239388e-11,4.605626990894507e-11
1859,5.494873207239388e-11,4.605626990894507e-11
1860,5.494873207239388e-11,0.0
1861,5.494873207239388e-11,0.0
1862,5.494873207239388e-11,0.0
1863,5.494873207239388e-11,0.0
1864,5.494873207239388e-11,0.0
1865,0.0,0.0
1866,0.0,0.0
1867,0.0,0.0
1868,4.2705406671268116e-11,0.0
1869,4.2705406671268116e-11,0.0
1870,4.2705406671268116e-11,0.0
1871,4.2705406671268116e-11,0.0
1872,4.2705406671268116e-11,0.0
1873,4.2705406671268116e-11,0.0
1874,4.2705406671268116e-11,0.0
1875,3.819179892973677e-11,0.0
1876,3.819179892973677e-11,0.0
1877,3.819179892973677e-11,0.0
1878,3.819179892973677e-11,0.0
1879,3.819179892973677e-11,0.0
1880,3.819179892973677e-11,0.0
1881,3.819179892973677e-11,0.0
1882,3.084325850277736e-11,0.0
1883,3.084325850277736e-11,0.0
1884,8.888215758633728e-11,0.0
1885,8.888215758633728e-11,0.0
1886,8.888215758633728e-11,0.0
1887,8.888215758633728e-11,0.0
1888,8.888215758633728e-11,0.0
1889,5.803889908355992e-11,0.0
1890,5.803889908355992e-11,0.0
1891,0.0,0.0
1892,0.0,2.1359903924965197e-11
1893,0.0,4.3280561674257405e-11
1894,0.0,4.3280561674257405e-11
1895,0.0,4.3280561674257405e-11
1896,5.5278805342697164e-11,6.170683012182313e-11
1897,7.292643869735319e-11,7.935446347647916e-11
1898,7.292643869735319e-11,7.935446347647916e-11
1899,2.2858344978742602e-10,5.7994559551513956e-11
1900,5.031941966279366e-10,3.6073901802221744e-11
1901,6.822509660394818e-10,3.6073901802221744e-11
1902,6.822509660394818e-10,3.6073901802221744e-11
1903,8.387773848499742e-10,1.7647633354656023e-11
1904,8.361820710051887e-10,0.0
1905,8.506535386801747e-10,0.0
1906,7.097288372083708e-10,2.9464619236537917e-11
1907,4.351180903678602e-10,2.9464619236537917e-11
1908,2.5606132095631496e-10,2.9464619236537917e-11
1909,2.6914274777110695e-10,4.254604605132986e-11
1910,5.733752361791744e-11,4.254604605132986e-11
1911,4.228520410804697e-11,5.5814587079134577e-11
1912,4.150210829762762e-11,5.5814587079134577e-11
1913,4.03462590717726e-11,3.99264282350106e-11
1914,4.03462590717726e-11,3.99264282350106e-11
1915,4.03462590717726e-11,5.5071221392667875e-11
1916,4.156970799331004e-11,4.198979457787593e-11
1917,6.811401839382621e-11,4.198979457787593e-11
1918,9.543607174375016e-11,2.8721253550071222e-11
1919,8.174769987918345e-11,2.8721253550071222e-11
1920,1.1222019444653445e-10,3.716927063753975e-11
1921,1.9227016903203672e-10,3.716927063753975e-11
1922,2.1519508694841808e-10,2.2024477479882468e-11
1923,2.0089021121208869e-10,2.2024477479882468e-11
1924,1.7434590081157252e-10,2.2024477479882468e-11
1925,1.4702384746164857e-10,2.2024477479882468e-11
1926,2.558312867106949e-10,2.2024477479882468e-11
1927,2.765532267475937e-10,0.0
1928,1.9650325216209145e-10,0.0
1929,1.975927477193551e-10,0.0
1930,1.975927477193551e-10,0.0
1931,1.975927477193551e-10,0.0
1932,2.2005789650820466e-10,0.0
1933,1.1125045725915835e-10,0.0
1934,6.782035250856616e-11,0.0
1935,6.782035250856616e-11,0.0
1936,4.3805939034921184e-11,0.0
1937,4.3805939034921184e-11,0.0
1938,4.3805939034921184e-11,0.0
1939,9.232473912363609e-11,0.0
1940,9.232473912363609e-11,0.0
1941,7.098394887756448e-11,0.0
1942,7.098394887756448e-11,0.0
1943,9.138623191518036e-11,0.0
1944,1.6358986387743357e-10,0.0
1945,2.527997890387569e-10,0.0
1946,2.2901770955842593e-10,0.0
1947,3.392137047443709e-10,0.0
1948,4.204744885605294e-10,0.0
1949,1.2547208898856205e-08,0.0
1950,1.2575055754629868e-08,0.0
1951,1.2597269374462324e-08,0.0
1952,1.2597526200768577e-08,0.0
1953,1.2609986539085277e-08,0.0
1954,1.2817256533903532e-08,0.0
1955,1.2818698372615448e-08,0.0
1956,7.432235303385579e-10,0.0
1957,7.677099709914512e-10,0.0
1958,7.412260289678991e-10,1.1322218956039925e-11
1959,8.022316105067112e-10,1.1322218956039925e-11
1960,8.735061087149023e-10,1.1322218956039925e-11
1961,6.095716550572458e-10,1.1322218956039925e-11
1962,5.753986572923761e-10,1.1322218956039925e-11
1963,5.99543375263372e-10,1.1322218956039925e-11
1964,6.295431557009782e-10,1.1322218956039925e-11
1965,6.62272276701665e-10,0.0
1966,7.796750308867015e-10,0.0
1967,8.255137763844646e-10,0.0
1968,7.972768338383927e-10,0.0
1969,7.914791540418267e-10,2.5639165393950438e-11
1970,8.078795906061944e-10,3.398504890204736e-11
1971,8.500091444200006e-10,3.398504890204736e-11
1972,4.1354213724055705e-09,3.398504890204736e-11
1973,1.6235138441955677e-08,8.898704392404762e-11
1974,3.1349174655002724e-08,9.674100508767175e-11
1975,4.883568083258183e-08,2.0469574547281917e-10
1976,6.230786150521591e-08,1.867007614976744e-10
1977,7.700715084649598e-08,2.39443547826536e-10
1978,9.623565791879887e-08,3.3258476478789257e-10
1979,1.0919173121237691e-07,3.8669783595473335e-10
1980,1.0934786993337703e-07,3.391504423530137e-10
1981,1.0933419807607997e-07,3.313964811893896e-10
1982,1.0478496851159694e-07,2.3049044716489624e-10
1983,1.0977015055654452e-07,2.2284626574609057e-10
1984,1.0669043401126796e-07,1.6175759590913204e-10
1985,1.0350474915250224e-07,1.5808913354984989e-10
1986,9.665010379324355e-08,3.0765512012975726e-10
1987,9.389892190776144e-08,3.1292519220690474e-10
1988,9.089370475326827e-08,3.2611371787529183e-10
1989,9.117309827745754e-08,3.253948226938126e-10
1990,8.162481382864176e-08,3.4440079012860407e-10
1991,7.914367980025158e-08,4.4445762596117307e-10
1992,7.35301739496208e-08,3.731535680649513e-10
1993,7.468036906337667e-08,2.0013070020641344e-10
1994,7.607214769222992e-08,1.997901948047609e-10
1995,7.155743477125855e-08,1.9268575524827066e-10
1996,6.515203462445892e-08,1.8635594406909587e-10
1997,6.892284939600099e-08,1.6734997663430436e-10
1998,6.872457853595343e-08,1.0579728908420373e-10
1999,6.89765197340161e-08,1.1344195176486517e-10
2000,6.445547283208595e-08,1.0256474588283509e-10
2001,5.89184579220208e-08,1.0950182278781005e-10
2002,5.8818043007542135e-08,1.4433581116016621e-10
2003,5.793353149588906e-08,1.7382575141183006e-10
2004,5.154344709775874e-08,1.9786728604793373e-10
2005,4.7443657637456586e-08,1.972301885303348e-10
2006,4.143968419206041e-08,1.714168291438207e-10
2007,4.000283736006947e-08,1.5163784513764052e-10
2008,3.779694018086437e-08,1.3231660013688996e-10
2009,3.325425217732507e-08,9.534542922050106e-11
2010,3.018633343288002e-08,6.585548896883723e-11
2011,2.618640314113106e-08,4.181395433273354e-11
2012,2.4309409088881954e-08,3.946903567864091e-12
2013,2.2124250114481063e-08,3.946903567864091e-12
2014,1.9746210000448627e-08,3.946903567864091e-12
2015,1.870627310194907e-08,3.946903567864091e-12
2016,1.8769020115882995e-08,0.0
2017,1.8532366752310736e-08,0.0
2018,1.8973185689219463e-08,0.0
2019,1.836990115577919e-08,0.0
