ngram,KIA,KIA
1685,0.0,0.0
1686,0.0,0.0
1687,0.0,0.0
1688,0.0,0.0
1689,0.0,0.0
1690,0.0,0.0
1691,0.0,0.0
1692,0.0,0.0
1693,0.0,0.0
1694,0.0,0.0
1695,0.0,0.0
1696,0.0,0.0
1697,0.0,0.0
1698,0.0,0.0
1699,0.0,0.0
1700,0.0,0.0
1701,9.666759329515377e-09,9.666759329515377e-09
1702,3.363707890002843e-08,3.363707890002843e-08
1703,3.363707890002843e-08,3.363707890002843e-08
1704,3.363707890002843e-08,3.363707890002843e-08
1705,3.363707890002843e-08,3.363707890002843e-08
1706,8.901399439764646e-08,8.901399439764646e-08
1707,8.901399439764646e-08,8.901399439764646e-08
1708,7.934723506813108e-08,7.934723506813108e-08
1709,5.537691549761803e-08,5.537691549761803e-08
1710,5.537691549761803e-08,5.537691549761803e-08
1711,5.537691549761803e-08,5.537691549761803e-08
1712,5.537691549761803e-08,5.537691549761803e-08
1713,0.0,0.0
1714,0.0,0.0
1715,0.0,0.0
1716,0.0,0.0
1717,0.0,0.0
1718,0.0,0.0
1719,0.0,0.0
1720,0.0,0.0
1721,8.760058075755036e-09,8.760058075755036e-09
1722,1.648764477327599e-08,1.648764477327599e-08
1723,1.648764477327599e-08,1.648764477327599e-08
1724,1.648764477327599e-08,1.648764477327599e-08
1725,2.3840597813367433e-08,2.3840597813367433e-08
1726,2.3840597813367433e-08,2.3840597813367433e-08
1727,4.4368745883665335e-08,4.4368745883665335e-08
1728,5.5047366791833545e-08,5.5047366791833545e-08
1729,4.731978009431259e-08,4.731978009431259e-08
1730,4.731978009431259e-08,4.731978009431259e-08
1731,4.731978009431259e-08,4.731978009431259e-08
1732,3.996682705422115e-08,3.996682705422115e-08
1733,3.996682705422115e-08,3.996682705422115e-08
1734,1.9438678983923248e-08,1.9438678983923248e-08
1735,0.0,0.0
1736,0.0,0.0
1737,0.0,0.0
1738,5.491816271582398e-09,5.491816271582398e-09
1739,5.491816271582398e-09,5.491816271582398e-09
1740,5.491816271582398e-09,5.491816271582398e-09
1741,5.491816271582398e-09,5.491816271582398e-09
1742,5.491816271582398e-09,5.491816271582398e-09
1743,5.491816271582398e-09,5.491816271582398e-09
1744,5.491816271582398e-09,5.491816271582398e-09
1745,0.0,0.0
1746,0.0,0.0
1747,0.0,0.0
1748,3.639731817526938e-09,3.639731817526938e-09
1749,3.639731817526938e-09,3.639731817526938e-09
1750,3.639731817526938e-09,3.639731817526938e-09
1751,3.639731817526938e-09,3.639731817526938e-09
1752,3.639731817526938e-09,3.639731817526938e-09
1753,3.639731817526938e-09,3.639731817526938e-09
1754,3.639731817526938e-09,3.639731817526938e-09
1755,0.0,0.0
1756,3.035470541590257e-09,3.035470541590257e-09
1757,3.035470541590257e-09,3.035470541590257e-09
1758,3.035470541590257e-09,3.035470541590257e-09
1759,3.035470541590257e-09,3.035470541590257e-09
1760,3.035470541590257e-09,3.035470541590257e-09
1761,3.035470541590257e-09,3.035470541590257e-09
1762,3.035470541590257e-09,3.035470541590257e-09
1763,0.0,0.0
1764,0.0,0.0
1765,2.9474084125727782e-09,2.9474084125727782e-09
1766,2.9474084125727782e-09,2.9474084125727782e-09
1767,2.9474084125727782e-09,2.9474084125727782e-09
1768,2.9474084125727782e-09,2.9474084125727782e-09
1769,2.9474084125727782e-09,2.9474084125727782e-09
1770,2.9474084125727782e-09,2.9474084125727782e-09
1771,2.9474084125727782e-09,2.9474084125727782e-09
1772,0.0,0.0
1773,0.0,0.0
1774,0.0,0.0
1775,0.0,0.0
1776,0.0,0.0
1777,0.0,0.0
1778,2.7811436962922797e-09,2.7811436962922797e-09
1779,2.7811436962922797e-09,2.7811436962922797e-09
1780,2.7811436962922797e-09,2.7811436962922797e-09
1781,2.7811436962922797e-09,2.7811436962922797e-09
1782,2.7811436962922797e-09,2.7811436962922797e-09
1783,2.7811436962922797e-09,2.7811436962922797e-09
1784,2.7811436962922797e-09,2.7811436962922797e-09
1785,1.6181223979775235e-09,1.6181223979775235e-09
1786,1.6181223979775235e-09,1.6181223979775235e-09
1787,2.9072640168286465e-09,2.9072640168286465e-09
1788,2.9072640168286465e-09,2.9072640168286465e-09
1789,5.234033650935999e-09,5.234033650935999e-09
1790,6.338882054178287e-09,6.338882054178287e-09
1791,7.424848291748276e-09,7.424848291748276e-09
1792,9.07151192259497e-09,9.07151192259497e-09
1793,9.07151192259497e-09,9.07151192259497e-09
1794,7.782370303743846e-09,7.782370303743846e-09
1795,8.69564242833576e-09,8.69564242833576e-09
1796,7.317034406944296e-09,7.317034406944296e-09
1797,6.212186003702007e-09,6.212186003702007e-09
1798,5.704876444261637e-09,5.704876444261637e-09
1799,3.0408600082409976e-09,3.0408600082409976e-09
1800,3.0408600082409976e-09,3.0408600082409976e-09
1801,4.4338814524686705e-09,4.4338814524686705e-09
1802,3.5206093278767573e-09,3.5206093278767573e-09
1803,2.5724477151608684e-09,2.5724477151608684e-09
1804,3.182602816208048e-09,3.182602816208048e-09
1805,2.863623639802272e-09,2.863623639802272e-09
1806,3.814154595335342e-09,3.814154595335342e-09
1807,7.78935799987985e-09,7.78935799987985e-09
1808,7.808515627744889e-09,7.808515627744889e-09
1809,8.53221488699469e-09,8.53221488699469e-09
1810,1.136540431608982e-08,1.136540431608982e-08
1811,1.1458401037524522e-08,1.1458401037524522e-08
1812,1.3585806067441451e-08,1.3585806067441451e-08
1813,1.3004402570666279e-08,1.3004402570666279e-08
1814,1.0073989832802357e-08,1.0073989832802357e-08
1815,9.048092180259054e-09,9.048092180259054e-09
1816,1.0796638313540337e-08,1.0796638313540337e-08
1817,8.134796455497702e-09,8.134796455497702e-09
1818,7.9687492160474e-09,7.9687492160474e-09
1819,7.084641064279497e-09,7.084641064279497e-09
1820,7.293919500130284e-09,7.293919500130284e-09
1821,7.277562869794403e-09,7.277562869794403e-09
1822,7.140819253364279e-09,7.140819253364279e-09
1823,4.809036629233836e-09,4.809036629233836e-09
1824,5.442409158261187e-09,5.442409158261187e-09
1825,5.665005385426168e-09,5.665005385426168e-09
1826,4.399027491481482e-09,4.399027491481482e-09
1827,3.3244226102116923e-09,3.3244226102116923e-09
1828,2.737305810589825e-09,2.737305810589825e-09
1829,4.1040763644671435e-09,4.1040763644671435e-09
1830,4.440136290386119e-09,4.440136290386119e-09
1831,4.285678827693167e-09,4.285678827693167e-09
1832,4.632920999217813e-09,4.632920999217813e-09
1833,4.643359300235009e-09,4.643359300235009e-09
1834,4.704909081379835e-09,4.704909081379835e-09
1835,5.017642444395319e-09,5.017642444395319e-09
1836,3.926762359718339e-09,3.926762359718339e-09
1837,3.682563888750069e-09,3.682563888750069e-09
1838,3.33760424060208e-09,3.33760424060208e-09
1839,2.4580055609949423e-09,2.4580055609949423e-09
1840,2.4373286722223497e-09,2.4373286722223497e-09
1841,2.551118728964598e-09,2.551118728964598e-09
1842,2.3444070653054284e-09,2.3444070653054284e-09
1843,2.081276912717962e-09,2.081276912717962e-09
1844,3.5185240911315775e-09,3.5185240911315775e-09
1845,1.6027063533462027e-08,1.6027063533462027e-08
1846,1.6191042237093508e-08,1.6191042237093508e-08
1847,1.6449128059647933e-08,1.6449128059647933e-08
1848,1.6278592965665188e-08,1.6278592965665188e-08
1849,1.626864942760875e-08,1.626864942760875e-08
1850,1.6623460148095555e-08,1.6623460148095555e-08
1851,1.546460329634617e-08,1.546460329634617e-08
1852,2.903568718792826e-09,2.903568718792826e-09
1853,2.850061107752465e-09,2.850061107752465e-09
1854,2.9712397304442514e-09,2.9712397304442514e-09
1855,3.7018923640782677e-09,3.7018923640782677e-09
1856,3.711183788850698e-09,3.711183788850698e-09
1857,3.7198198648320205e-09,3.7198198648320205e-09
1858,3.6123299113859683e-09,3.6123299113859683e-09
1859,4.456251114147238e-09,4.456251114147238e-09
1860,4.484406972744231e-09,4.484406972744231e-09
1861,4.386764760967919e-09,4.386764760967919e-09
1862,3.825328149480762e-09,3.825328149480762e-09
1863,3.803758006983214e-09,3.803758006983214e-09
1864,3.6489643053170896e-09,3.6489643053170896e-09
1865,4.262950405374357e-09,4.262950405374357e-09
1866,4.272211822404464e-09,4.272211822404464e-09
1867,4.986552028439308e-09,4.986552028439308e-09
1868,4.836665480821369e-09,4.836665480821369e-09
1869,4.835175307757059e-09,4.835175307757059e-09
1870,5.2814972395509585e-09,5.2814972395509585e-09
1871,5.338034839549469e-09,5.338034839549469e-09
1872,4.935099820865421e-09,4.935099820865421e-09
1873,4.726310644441258e-09,4.726310644441258e-09
1874,5.3548498968325475e-09,5.3548498968325475e-09
1875,5.678311820744852e-09,5.678311820744852e-09
1876,7.011153911408639e-09,7.011153911408639e-09
1877,6.913507131857597e-09,6.913507131857597e-09
1878,7.184296205561427e-09,7.184296205561427e-09
1879,7.826917844003641e-09,7.826917844003641e-09
1880,7.423016804405538e-09,7.423016804405538e-09
1881,7.2293147341489265e-09,7.2293147341489265e-09
1882,7.746513652762133e-09,7.746513652762133e-09
1883,7.421475497640781e-09,7.421475497640781e-09
1884,6.974836359268417e-09,6.974836359268417e-09
1885,7.163349944962403e-09,7.163349944962403e-09
1886,6.4306363408864595e-09,6.4306363408864595e-09
1887,6.572917384975849e-09,6.572917384975849e-09
1888,5.786845478996026e-09,5.786845478996026e-09
1889,5.398988811577965e-09,5.398988811577965e-09
1890,4.9994328042503506e-09,4.9994328042503506e-09
1891,5.3660367260732755e-09,5.3660367260732755e-09
1892,5.0533927201509445e-09,5.0533927201509445e-09
1893,5.543922654283051e-09,5.543922654283051e-09
1894,6.057113604336044e-09,6.057113604336044e-09
1895,5.836145852303584e-09,5.836145852303584e-09
1896,5.916347665748032e-09,5.916347665748032e-09
1897,6.81436703889712e-09,6.81436703889712e-09
1898,6.6519462953757676e-09,6.6519462953757676e-09
1899,6.560643837717959e-09,6.560643837717959e-09
1900,6.774731252180897e-09,6.774731252180897e-09
1901,6.534203400576644e-09,6.534203400576644e-09
1902,6.766480899398987e-09,6.766480899398987e-09
1903,7.245747811270218e-09,7.245747811270218e-09
1904,6.5245798605165615e-09,6.5245798605165615e-09
1905,7.082499285461706e-09,7.082499285461706e-09
1906,7.244373608930996e-09,7.244373608930996e-09
1907,7.553840854411322e-09,7.553840854411322e-09
1908,7.41416591612928e-09,7.41416591612928e-09
1909,7.390391917486536e-09,7.390391917486536e-09
1910,6.928702183423801e-09,6.928702183423801e-09
1911,6.7191554542489484e-09,6.7191554542489484e-09
1912,6.567715894943506e-09,6.567715894943506e-09
1913,6.752361273295751e-09,6.752361273295751e-09
1914,6.266480223615645e-09,6.266480223615645e-09
1915,7.362741337248378e-09,7.362741337248378e-09
1916,8.753389632179927e-09,8.753389632179927e-09
1917,9.143126129223284e-09,9.143126129223284e-09
1918,9.685355501736531e-09,9.685355501736531e-09
1919,1.0934664919558048e-08,1.0934664919558048e-08
1920,1.1211786293025788e-08,1.1211786293025788e-08
1921,1.1143305326096912e-08,1.1143305326096912e-08
1922,1.0824157697137643e-08,1.0824157697137643e-08
1923,1.0533851759118664e-08,1.0533851759118664e-08
1924,1.2214465248762605e-08,1.2214465248762605e-08
1925,1.1785799384053267e-08,1.1785799384053267e-08
1926,1.2914195807971801e-08,1.2914195807971801e-08
1927,1.3708687010957225e-08,1.3708687010957225e-08
1928,1.4481111167339935e-08,1.4481111167339935e-08
1929,1.4427290219641366e-08,1.4427290219641366e-08
1930,1.4352888528484137e-08,1.4352888528484137e-08
1931,1.2763811341187647e-08,1.2763811341187647e-08
1932,1.4540210559386781e-08,1.4540210559386781e-08
1933,1.3835246599163448e-08,1.3835246599163448e-08
1934,1.3339616903148714e-08,1.3339616903148714e-08
1935,1.50055257108761e-08,1.50055257108761e-08
1936,1.508397115149559e-08,1.508397115149559e-08
1937,1.5114368931027196e-08,1.5114368931027196e-08
1938,1.509441118128864e-08,1.509441118128864e-08
1939,1.3969906247674707e-08,1.3969906247674707e-08
1940,1.2471631981116258e-08,1.2471631981116258e-08
1941,1.2758891467155666e-08,1.2758891467155666e-08
1942,1.3695560368327214e-08,1.3695560368327214e-08
1943,1.6887890958677028e-08,1.6887890958677028e-08
1944,2.2817296877316754e-08,2.2817296877316754e-08
1945,3.2333168904179795e-08,3.2333168904179795e-08
1946,3.4719698481312985e-08,3.4719698481312985e-08
1947,4.057724378725425e-08,4.057724378725425e-08
1948,4.1982336591266696e-08,4.1982336591266696e-08
1949,4.1517839578984553e-08,4.1517839578984553e-08
1950,4.288023269793939e-08,4.288023269793939e-08
1951,4.0473587402191565e-08,4.0473587402191565e-08
1952,3.603342665517825e-08,3.603342665517825e-08
1953,3.42095893200524e-08,3.42095893200524e-08
1954,3.079778159482365e-08,3.079778159482365e-08
1955,3.300643796373086e-08,3.300643796373086e-08
1956,3.33544485999125e-08,3.33544485999125e-08
1957,3.097607275443741e-08,3.097607275443741e-08
1958,3.142893462942149e-08,3.142893462942149e-08
1959,3.9077667831780416e-08,3.9077667831780416e-08
1960,4.335545890553151e-08,4.335545890553151e-08
1961,4.7249924607837916e-08,4.7249924607837916e-08
1962,4.825027133392723e-08,4.825027133392723e-08
1963,4.8098142357844154e-08,4.8098142357844154e-08
1964,4.9378747440138275e-08,4.9378747440138275e-08
1965,4.8972113475542756e-08,4.8972113475542756e-08
1966,4.3028454450271577e-08,4.3028454450271577e-08
1967,4.516688762683836e-08,4.516688762683836e-08
1968,5.5867732281659043e-08,5.5867732281659043e-08
1969,6.91293861519528e-08,6.91293861519528e-08
1970,8.603329858049489e-08,8.603329858049489e-08
1971,1.1742725293726965e-07,1.1742725293726965e-07
1972,1.3716297735706056e-07,1.3716297735706056e-07
1973,1.554249107828452e-07,1.554249107828452e-07
1974,1.7207699443133606e-07,1.7207699443133606e-07
1975,1.8072287437982076e-07,1.8072287437982076e-07
1976,1.8722113687934844e-07,1.8722113687934844e-07
1977,1.9222447633637785e-07,1.9222447633637785e-07
1978,1.7719043350033254e-07,1.7719043350033254e-07
1979,1.765446394788991e-07,1.765446394788991e-07
1980,1.7546015434228529e-07,1.7546015434228529e-07
1981,1.8478165892637272e-07,1.8478165892637272e-07
1982,2.1065229256172252e-07,2.1065229256172252e-07
1983,2.0935068992652566e-07,2.0935068992652566e-07
1984,2.1150591830324368e-07,2.1150591830324368e-07
1985,2.3177978342963407e-07,2.3177978342963407e-07
1986,2.4143472338827063e-07,2.4143472338827063e-07
1987,2.571938974175022e-07,2.571938974175022e-07
1988,2.554712312173381e-07,2.554712312173381e-07
1989,2.508020843704019e-07,2.508020843704019e-07
1990,2.5795280375210237e-07,2.5795280375210237e-07
1991,2.589872910415839e-07,2.589872910415839e-07
1992,2.4778280557516806e-07,2.4778280557516806e-07
1993,2.4275940851176916e-07,2.4275940851176916e-07
1994,2.3241190457870937e-07,2.3241190457870937e-07
1995,2.2756513828880998e-07,2.2756513828880998e-07
1996,2.0331135682941488e-07,2.0331135682941488e-07
1997,1.9933342392570402e-07,1.9933342392570402e-07
1998,2.060320026332972e-07,2.060320026332972e-07
1999,2.267112222398282e-07,2.267112222398282e-07
2000,2.2416554656956578e-07,2.2416554656956578e-07
2001,2.3100950232089546e-07,2.3100950232089546e-07
2002,2.5258154526649636e-07,2.5258154526649636e-07
2003,2.539682364093616e-07,2.539682364093616e-07
2004,2.609231850263833e-07,2.609231850263833e-07
2005,2.548340002509316e-07,2.548340002509316e-07
2006,2.328123867658048e-07,2.328123867658048e-07
2007,2.5200139524323664e-07,2.5200139524323664e-07
2008,2.4049158347289837e-07,2.4049158347289837e-07
2009,2.2213716834227982e-07,2.2213716834227982e-07
2010,2.281236126983848e-07,2.281236126983848e-07
2011,2.498795217726573e-07,2.498795217726573e-07
2012,2.5239968489846175e-07,2.5239968489846175e-07
2013,2.498051949422526e-07,2.498051949422526e-07
2014,2.3208275885216218e-07,2.3208275885216218e-07
2015,2.26976140993429e-07,2.26976140993429e-07
2016,2.2519724650140104e-07,2.2519724650140104e-07
2017,2.2630672683969047e-07,2.2630672683969047e-07
2018,1.921199469734347e-07,1.921199469734347e-07
2019,1.8359550324476004e-07,1.8359550324476004e-07
