ngram,Kuehne,Kuhne
1733,0.0,0.0
1734,0.0,0.0
1735,0.0,0.0
1736,0.0,0.0
1737,0.0,0.0
1738,0.0,0.0
1739,0.0,0.0
1740,0.0,0.0
1741,0.0,0.0
1742,0.0,0.0
1743,0.0,0.0
1744,0.0,0.0
1745,0.0,0.0
1746,0.0,0.0
1747,0.0,0.0
1748,0.0,0.0
1749,0.0,0.0
1750,0.0,0.0
1751,0.0,0.0
1752,0.0,7.797180298244451e-09
1753,0.0,7.797180298244451e-09
1754,0.0,7.797180298244451e-09
1755,0.0,7.797180298244451e-09
1756,0.0,7.797180298244451e-09
1757,0.0,7.797180298244451e-09
1758,0.0,7.797180298244451e-09
1759,0.0,0.0
1760,0.0,0.0
1761,0.0,0.0
1762,0.0,0.0
1763,0.0,0.0
1764,0.0,0.0
1765,0.0,0.0
1766,0.0,0.0
1767,0.0,0.0
1768,0.0,0.0
1769,0.0,0.0
1770,0.0,0.0
1771,0.0,0.0
1772,0.0,5.272163658024251e-09
1773,0.0,5.272163658024251e-09
1774,0.0,5.272163658024251e-09
1775,0.0,5.272163658024251e-09
1776,0.0,5.272163658024251e-09
1777,0.0,5.272163658024251e-09
1778,0.0,5.272163658024251e-09
1779,0.0,0.0
1780,0.0,0.0
1781,0.0,0.0
1782,0.0,0.0
1783,0.0,0.0
1784,0.0,0.0
1785,0.0,0.0
1786,0.0,0.0
1787,0.0,0.0
1788,0.0,0.0
1789,0.0,0.0
1790,0.0,0.0
1791,0.0,0.0
1792,0.0,0.0
1793,0.0,1.972044242190155e-09
1794,0.0,1.972044242190155e-09
1795,0.0,1.972044242190155e-09
1796,0.0,1.972044242190155e-09
1797,0.0,1.972044242190155e-09
1798,0.0,1.972044242190155e-09
1799,0.0,2.572813834993732e-09
1800,0.0,1.012433502113806e-09
1801,0.0,2.4054549463414787e-09
1802,0.0,2.8395817443436856e-09
1803,0.0,3.892581590392297e-09
1804,3.0507755052358986e-10,3.892581590392297e-09
1805,3.0507755052358986e-10,4.1522590921161395e-09
1806,3.0507755052358986e-10,3.5514894993125624e-09
1807,3.0507755052358986e-10,3.1398255900023334e-09
1808,3.0507755052358986e-10,1.7468041457746608e-09
1809,3.0507755052358986e-10,1.312677347772454e-09
1810,3.0507755052358986e-10,6.955528058278609e-10
1811,0.0,2.336240391618917e-09
1812,0.0,3.5088125103856426e-09
1813,0.0,4.284730126258296e-09
1814,0.0,4.284730126258296e-09
1815,0.0,4.6710115458077035e-09
1816,0.0,4.8611842646500185e-09
1817,0.0,4.425308960546001e-09
1818,0.0,2.7846213747549443e-09
1819,0.0,1.5026691954237288e-09
1820,0.0,1.9059270669633375e-09
1821,0.0,1.9059270669633375e-09
1822,0.0,1.5196456474139301e-09
1823,0.0,1.6103984653729038e-09
1824,0.0,1.6103984653729038e-09
1825,0.0,2.1168656827441623e-09
1826,0.0,1.9665682415848096e-09
1827,0.0,1.2056751787424348e-09
1828,1.103293091807091e-10,1.2056751787424348e-09
1829,7.427977994594365e-10,3.289937503378074e-08
1830,7.427977994594365e-10,3.280905858105143e-08
1831,7.427977994594365e-10,3.280905858105143e-08
1832,9.130967172841866e-10,3.2302591363680174e-08
1833,9.130967172841866e-10,3.2797460937570936e-08
1834,9.130967172841866e-10,3.237917851300105e-08
1835,8.027674081034775e-10,3.237917851300105e-08
1836,1.7029891782475e-10,6.854786579627411e-10
1837,1.7029891782475e-10,9.59518020593464e-10
1838,1.7029891782475e-10,1.1884952704528067e-09
1839,0.0,2.097872478909072e-09
1840,0.0,1.9053467692486947e-09
1841,0.0,2.115279602270854e-09
1842,0.0,2.9666957462077495e-09
1843,0.0,4.081462691628092e-09
1844,6.678285702221842e-11,5.753865669636379e-09
1845,2.002603876378422e-10,6.259014830232803e-09
1846,2.002603876378422e-10,6.262724624609259e-09
1847,2.002603876378422e-10,6.081591690560677e-09
1848,2.5494806266124215e-10,5.981034207585318e-09
1849,3.0868759929144774e-10,6.795543746765784e-09
1850,4.510973340897197e-10,5.775716619257512e-09
1851,6.628860555706645e-10,3.824379574928522e-09
1852,5.799700957582437e-10,3.949799883987534e-09
1853,6.282294367261037e-10,3.1332315630905327e-09
1854,6.787312973559929e-10,4.426072746405956e-09
1855,9.915558651929501e-10,5.52423762290033e-09
1856,1.0372139377537844e-09,6.392950851236938e-09
1857,9.429384297186617e-10,9.18606476599645e-09
1858,6.643668512154985e-10,1.1246887310356612e-08
1859,1.04031100004295e-09,1.3007304265423767e-08
1860,1.6629989567957487e-09,2.1999071770600106e-08
1861,1.6124970961658595e-09,2.54993610988257e-08
1862,1.2449848533055023e-09,3.0476548776700186e-08
1863,1.4797524158386262e-09,3.309760085049415e-08
1864,3.4567083798516964e-09,4.0476283658108514e-08
1865,3.766294228871711e-09,4.481950277579472e-08
1866,3.428267749048887e-09,4.896820117648661e-08
1867,3.016595195859395e-09,4.6059296567234146e-08
1868,3.688770654010552e-09,5.0196918367971325e-08
1869,3.886700088757371e-09,5.090013490059521e-08
1870,4.735155775418118e-09,5.216438582676476e-08
1871,7.0111279480501915e-09,5.329952250982777e-08
1872,7.233914340558962e-09,5.649722569143835e-08
1873,8.237680125335243e-09,5.3824482648678895e-08
1874,1.0402588901392562e-08,6.175305498702852e-08
1875,1.3180306005341639e-08,6.481583117842352e-08
1876,1.455398798303317e-08,6.777920650132988e-08
1877,1.4874289101994366e-08,7.509527171529434e-08
1878,1.2750348205819201e-08,7.356301675745921e-08
1879,1.6791685756142475e-08,6.978073331863146e-08
1880,2.0402236344807534e-08,7.377493866605229e-08
1881,2.12924403188351e-08,6.973640966277474e-08
1882,2.1764106707321063e-08,6.945116634174805e-08
1883,2.2055607752845064e-08,6.830507918006593e-08
1884,2.1742611140090114e-08,6.445460647747886e-08
1885,2.151004923384952e-08,6.709402100568695e-08
1886,2.0053853054337522e-08,7.20415255070098e-08
1887,1.9800126363886e-08,7.378909369240968e-08
1888,1.932103734146397e-08,7.414276633913427e-08
1889,1.922042905785507e-08,7.568659705319597e-08
1890,2.110107872559703e-08,8.094458589117234e-08
1891,2.2599683902058132e-08,8.055852569149075e-08
1892,2.4924724887195485e-08,7.897068193025397e-08
1893,2.870265143022672e-08,7.798064416419948e-08
1894,3.2493813608068326e-08,8.290025631043005e-08
1895,3.408329770796367e-08,8.69794364786815e-08
1896,3.43128560485541e-08,8.207535578159358e-08
1897,3.775829832924111e-08,8.031706296865845e-08
1898,4.3331248684402065e-08,8.533831419299531e-08
1899,4.4999381744657644e-08,8.550939461266743e-08
1900,4.4790065497782705e-08,8.821424606659483e-08
1901,4.13309698846628e-08,8.76803919628141e-08
1902,4.174452707315725e-08,8.182169608517142e-08
1903,4.273078805080591e-08,8.878154237176464e-08
1904,3.9425750029766145e-08,8.835594249896011e-08
1905,3.5997524453331864e-08,1.0919269247519228e-07
1906,3.5738275830762434e-08,1.1401879922751895e-07
1907,3.765180396036223e-08,1.1463901269540397e-07
1908,3.8127134211712084e-08,1.1855929114647421e-07
1909,3.942134364974338e-08,1.2550203060917348e-07
1910,4.076188453439045e-08,1.3180813596136431e-07
1911,4.249684693036215e-08,1.368861930473031e-07
1912,4.332833622048124e-08,1.2033912863021863e-07
1913,4.412680861979165e-08,1.2319392084236824e-07
1914,4.2309207819763676e-08,1.2927306260378047e-07
1915,4.2886314689992237e-08,1.2641456846397758e-07
1916,4.617623109278871e-08,1.3080206835119107e-07
1917,4.6167295002825474e-08,1.2413589749777592e-07
1918,4.641530385437623e-08,1.2338437979256662e-07
1919,4.6134537460115355e-08,1.1927691697824878e-07
1920,4.439071789517714e-08,1.1474956502459982e-07
1921,4.5451805367032905e-08,1.1087221249031895e-07
1922,4.447264347261028e-08,1.043538984747881e-07
1923,4.0992111292683017e-08,1.0468577674568483e-07
1924,4.024068849568201e-08,1.0043548773605185e-07
1925,4.166619151289654e-08,9.9835107546044e-08
1926,4.419063565868393e-08,9.294888972785234e-08
1927,4.57787671897287e-08,8.593387791831577e-08
1928,4.1471098808999936e-08,7.897512891271877e-08
1929,4.3089852194303346e-08,7.736408846881204e-08
1930,4.1613211416396164e-08,6.637015711622293e-08
1931,4.095429823840797e-08,6.565112847007575e-08
1932,3.985618793730542e-08,5.9673868386361e-08
1933,4.128413065375623e-08,6.031315079115172e-08
1934,4.087191233078816e-08,6.32153575200586e-08
1935,5.866988266640354e-08,6.328465269283307e-08
1936,6.126262671760482e-08,6.927747924529675e-08
1937,6.453996803656992e-08,7.188263444796966e-08
1938,6.55637982000761e-08,6.915693820782767e-08
1939,6.380040419782875e-08,6.923780406152349e-08
1940,6.073180206353105e-08,6.746224607517043e-08
1941,6.287569373090004e-08,7.001537736885308e-08
1942,4.77443562780471e-08,7.190162167246075e-08
1943,4.3162193057761604e-08,6.853563050412959e-08
1944,4.01623897313844e-08,6.314484224390071e-08
1945,3.79531743176033e-08,6.269674557302096e-08
1946,4.7670667413513e-08,5.957450862784494e-08
1947,4.6502452935978256e-08,6.014600931588835e-08
1948,4.2297010338643304e-08,5.3684266682856626e-08
1949,4.225113769962263e-08,4.935421011558512e-08
1950,4.3334064717523036e-08,4.782844241292748e-08
1951,4.449926243361395e-08,4.775645580577605e-08
1952,4.7815754149788907e-08,4.7637373411037384e-08
1953,3.867199132352133e-08,4.897944551528001e-08
1954,3.815948496870598e-08,4.706936199535708e-08
1955,3.813846736834746e-08,5.280272016453377e-08
1956,3.583408642831338e-08,5.5185205484674175e-08
1957,3.5262954714962036e-08,5.3886331333582605e-08
1958,3.597233165310497e-08,5.460897308954113e-08
1959,3.2790889242002256e-08,5.3042526815261226e-08
1960,3.090944160939151e-08,5.3038027049621764e-08
1961,3.0779604642816594e-08,5.7049532590066776e-08
1962,3.1003219293422394e-08,4.969276647313693e-08
1963,3.1152527668609764e-08,4.707655674808718e-08
1964,3.043780288131919e-08,4.4561178112547036e-08
1965,2.8483575878876114e-08,4.545018735971748e-08
1966,3.1962053067705453e-08,4.5520814800121505e-08
1967,3.359707128376093e-08,4.3976107580842183e-08
1968,3.458663907654877e-08,3.9688671904514194e-08
1969,3.489930833211474e-08,4.273598617844852e-08
1970,3.523028776645073e-08,4.23470401601987e-08
1971,3.515639563594115e-08,4.3543411923760034e-08
1972,3.5249625948300234e-08,4.132095148585384e-08
1973,3.336067447686933e-08,3.998015683594401e-08
1974,3.6154972603087895e-08,3.912667218790895e-08
1975,3.7252566238115444e-08,3.9599519092397325e-08
1976,4.101463169092767e-08,3.885450691346445e-08
1977,4.812815619053319e-08,3.861035174119414e-08
1978,5.470865817512406e-08,3.943394791657998e-08
1979,5.7340329817634483e-08,3.842659117887186e-08
1980,5.884922517550097e-08,4.0114560054657234e-08
1981,5.851427939010786e-08,4.067008469681761e-08
1982,6.135286513751583e-08,4.120872176827106e-08
1983,6.031223114583944e-08,4.118975789018415e-08
1984,5.530568917119386e-08,4.196459256279793e-08
1985,5.3011068043165976e-08,4.290962201431674e-08
1986,5.506007434113209e-08,4.527235424640301e-08
1987,5.536335225185342e-08,4.701050418784039e-08
1988,5.550671998223931e-08,4.807798603678748e-08
1989,5.611508971778026e-08,4.9311121281497046e-08
1990,5.799849337303645e-08,4.953696069216156e-08
1991,5.9166586043245065e-08,5.105365679420564e-08
1992,5.757056495018073e-08,4.996377356292214e-08
1993,5.474231303180334e-08,4.952204487754638e-08
1994,5.5269182500491554e-08,4.903853272659424e-08
1995,5.432709215824616e-08,4.8459453085212904e-08
1996,5.1135670681950226e-08,4.892560870725252e-08
1997,4.869143209264491e-08,4.896582694868812e-08
1998,4.876867671604097e-08,4.8162236104027604e-08
1999,4.666061822636688e-08,4.75442562779855e-08
2000,4.7575613543975644e-08,4.784897456033832e-08
2001,4.720345663551078e-08,4.684861869869954e-08
2002,4.992166781546205e-08,4.645565760646215e-08
2003,4.9693234416281484e-08,4.4337417546915144e-08
2004,4.98161725204227e-08,4.232441343430894e-08
2005,4.7815786124212016e-08,4.189196240694011e-08
2006,4.75251655172672e-08,4.082919399398374e-08
2007,4.633458569206336e-08,3.795387547102434e-08
2008,4.232554624244196e-08,3.57663242514913e-08
2009,3.788872149357303e-08,3.382535445390593e-08
2010,3.620536607026484e-08,3.1564811716780894e-08
2011,3.344939385791739e-08,2.8915752585995895e-08
2012,3.170613790562779e-08,2.5641276784378013e-08
2013,3.0809272085921946e-08,2.465361299235675e-08
2014,2.8237745094575724e-08,2.3636634998475918e-08
2015,2.900773234314004e-08,2.329502305339507e-08
2016,2.9689576765333314e-08,2.2444494770671294e-08
2017,2.893504251015126e-08,2.222098771653691e-08
2018,2.927559066279173e-08,2.3181530650617787e-08
2019,2.9698062231631184e-08,2.3603681675865573e-08
