ngram,Kubota,Kubta,Kubota,Kubta
1632,8.624899854632012e-08,0.0,8.624899854632012e-08,0.0
1633,8.624899854632012e-08,0.0,8.624899854632012e-08,0.0
1634,8.624899854632012e-08,0.0,8.624899854632012e-08,0.0
1635,8.624899854632012e-08,0.0,8.624899854632012e-08,0.0
1636,8.624899854632012e-08,0.0,8.624899854632012e-08,0.0
1637,0.0,0.0,0.0,0.0
1638,0.0,0.0,0.0,0.0
1639,0.0,0.0,0.0,0.0
1640,0.0,0.0,0.0,0.0
1641,0.0,0.0,0.0,0.0
1642,0.0,0.0,0.0,0.0
1643,0.0,0.0,0.0,0.0
1644,0.0,0.0,0.0,0.0
1645,0.0,0.0,0.0,0.0
1646,0.0,0.0,0.0,0.0
1647,0.0,0.0,0.0,0.0
1648,0.0,0.0,0.0,0.0
1649,0.0,0.0,0.0,0.0
1650,0.0,0.0,0.0,0.0
1651,0.0,0.0,0.0,0.0
1652,0.0,0.0,0.0,0.0
1653,0.0,0.0,0.0,0.0
1654,0.0,0.0,0.0,0.0
1655,0.0,0.0,0.0,0.0
1656,0.0,0.0,0.0,0.0
1657,0.0,0.0,0.0,0.0
1658,0.0,0.0,0.0,0.0
1659,0.0,0.0,0.0,0.0
1660,0.0,0.0,0.0,0.0
1661,0.0,0.0,0.0,0.0
1662,0.0,0.0,0.0,0.0
1663,0.0,0.0,0.0,0.0
1664,0.0,0.0,0.0,0.0
1665,0.0,0.0,0.0,0.0
1666,0.0,0.0,0.0,0.0
1667,0.0,0.0,0.0,0.0
1668,0.0,0.0,0.0,0.0
1669,0.0,0.0,0.0,0.0
1670,0.0,0.0,0.0,0.0
1671,0.0,0.0,0.0,0.0
1672,0.0,0.0,0.0,0.0
1673,0.0,0.0,0.0,0.0
1674,0.0,0.0,0.0,0.0
1675,0.0,0.0,0.0,0.0
1676,0.0,0.0,0.0,0.0
1677,0.0,0.0,0.0,0.0
1678,0.0,0.0,0.0,0.0
1679,0.0,0.0,0.0,0.0
1680,0.0,0.0,0.0,0.0
1681,0.0,0.0,0.0,0.0
1682,0.0,0.0,0.0,0.0
1683,0.0,0.0,0.0,0.0
1684,0.0,0.0,0.0,0.0
1685,0.0,0.0,0.0,0.0
1686,0.0,0.0,0.0,0.0
1687,0.0,0.0,0.0,0.0
1688,0.0,0.0,0.0,0.0
1689,0.0,0.0,0.0,0.0
1690,0.0,0.0,0.0,0.0
1691,0.0,0.0,0.0,0.0
1692,0.0,0.0,0.0,0.0
1693,0.0,0.0,0.0,0.0
1694,0.0,0.0,0.0,0.0
1695,0.0,0.0,0.0,0.0
1696,0.0,0.0,0.0,0.0
1697,0.0,0.0,0.0,0.0
1698,0.0,0.0,0.0,0.0
1699,0.0,0.0,0.0,0.0
1700,0.0,0.0,0.0,0.0
1701,0.0,0.0,0.0,0.0
1702,0.0,0.0,0.0,0.0
1703,0.0,0.0,0.0,0.0
1704,0.0,0.0,0.0,0.0
1705,0.0,0.0,0.0,0.0
1706,0.0,0.0,0.0,0.0
1707,0.0,0.0,0.0,0.0
1708,0.0,0.0,0.0,0.0
1709,0.0,0.0,0.0,0.0
1710,0.0,0.0,0.0,0.0
1711,0.0,0.0,0.0,0.0
1712,0.0,0.0,0.0,0.0
1713,0.0,0.0,0.0,0.0
1714,0.0,0.0,0.0,0.0
1715,0.0,0.0,0.0,0.0
1716,0.0,0.0,0.0,0.0
1717,0.0,0.0,0.0,0.0
1718,0.0,0.0,0.0,0.0
1719,0.0,0.0,0.0,0.0
1720,0.0,0.0,0.0,0.0
1721,0.0,0.0,0.0,0.0
1722,0.0,0.0,0.0,0.0
1723,0.0,0.0,0.0,0.0
1724,0.0,0.0,0.0,0.0
1725,0.0,0.0,0.0,0.0
1726,0.0,0.0,0.0,0.0
1727,0.0,0.0,0.0,0.0
1728,0.0,0.0,0.0,0.0
1729,0.0,0.0,0.0,0.0
1730,0.0,0.0,0.0,0.0
1731,0.0,0.0,0.0,0.0
1732,0.0,0.0,0.0,0.0
1733,0.0,0.0,0.0,0.0
1734,0.0,0.0,0.0,0.0
1735,0.0,0.0,0.0,0.0
1736,0.0,0.0,0.0,0.0
1737,0.0,0.0,0.0,0.0
1738,0.0,0.0,0.0,0.0
1739,0.0,0.0,0.0,0.0
1740,0.0,0.0,0.0,0.0
1741,0.0,0.0,0.0,0.0
1742,0.0,0.0,0.0,0.0
1743,0.0,0.0,0.0,0.0
1744,0.0,0.0,0.0,0.0
1745,0.0,0.0,0.0,0.0
1746,0.0,0.0,0.0,0.0
1747,0.0,0.0,0.0,0.0
1748,0.0,0.0,0.0,0.0
1749,0.0,0.0,0.0,0.0
1750,0.0,0.0,0.0,0.0
1751,0.0,0.0,0.0,0.0
1752,0.0,0.0,0.0,0.0
1753,0.0,0.0,0.0,0.0
1754,0.0,0.0,0.0,0.0
1755,0.0,0.0,0.0,0.0
1756,0.0,0.0,0.0,0.0
1757,0.0,0.0,0.0,0.0
1758,0.0,0.0,0.0,0.0
1759,0.0,0.0,0.0,0.0
1760,0.0,0.0,0.0,0.0
1761,0.0,0.0,0.0,0.0
1762,0.0,0.0,0.0,0.0
1763,0.0,0.0,0.0,0.0
1764,8.43203906697454e-09,0.0,8.43203906697454e-09,0.0
1765,8.43203906697454e-09,0.0,8.43203906697454e-09,0.0
1766,8.43203906697454e-09,0.0,8.43203906697454e-09,0.0
1767,8.43203906697454e-09,0.0,8.43203906697454e-09,0.0
1768,8.43203906697454e-09,0.0,8.43203906697454e-09,0.0
1769,8.43203906697454e-09,0.0,8.43203906697454e-09,0.0
1770,8.43203906697454e-09,0.0,8.43203906697454e-09,0.0
1771,0.0,0.0,0.0,0.0
1772,0.0,0.0,0.0,0.0
1773,0.0,0.0,0.0,0.0
1774,0.0,0.0,0.0,0.0
1775,0.0,0.0,0.0,0.0
1776,0.0,0.0,0.0,0.0
1777,0.0,0.0,0.0,0.0
1778,0.0,0.0,0.0,0.0
1779,0.0,0.0,0.0,0.0
1780,0.0,0.0,0.0,0.0
1781,0.0,0.0,0.0,0.0
1782,0.0,0.0,0.0,0.0
1783,0.0,0.0,0.0,0.0
1784,0.0,0.0,0.0,0.0
1785,0.0,0.0,0.0,0.0
1786,0.0,0.0,0.0,0.0
1787,0.0,0.0,0.0,0.0
1788,0.0,0.0,0.0,0.0
1789,0.0,0.0,0.0,0.0
1790,0.0,0.0,0.0,0.0
1791,0.0,0.0,0.0,0.0
1792,0.0,0.0,0.0,0.0
1793,0.0,0.0,0.0,0.0
1794,0.0,0.0,0.0,0.0
1795,0.0,0.0,0.0,0.0
1796,0.0,0.0,0.0,0.0
1797,0.0,0.0,0.0,0.0
1798,0.0,0.0,0.0,0.0
1799,0.0,0.0,0.0,0.0
1800,8.233278186204578e-10,0.0,8.233278186204578e-10,0.0
1801,8.233278186204578e-10,0.0,8.233278186204578e-10,0.0
1802,8.233278186204578e-10,0.0,8.233278186204578e-10,0.0
1803,8.233278186204578e-10,0.0,8.233278186204578e-10,0.0
1804,8.233278186204578e-10,0.0,8.233278186204578e-10,0.0
1805,8.233278186204578e-10,0.0,8.233278186204578e-10,0.0
1806,8.233278186204578e-10,0.0,8.233278186204578e-10,0.0
1807,0.0,0.0,0.0,0.0
1808,0.0,0.0,0.0,0.0
1809,0.0,0.0,0.0,0.0
1810,0.0,0.0,0.0,0.0
1811,0.0,0.0,0.0,0.0
1812,0.0,0.0,0.0,0.0
1813,0.0,0.0,0.0,0.0
1814,0.0,0.0,0.0,0.0
1815,0.0,0.0,0.0,0.0
1816,0.0,0.0,0.0,0.0
1817,0.0,0.0,0.0,0.0
1818,0.0,0.0,0.0,0.0
1819,0.0,0.0,0.0,0.0
1820,0.0,0.0,0.0,0.0
1821,0.0,0.0,0.0,0.0
1822,0.0,0.0,0.0,0.0
1823,2.809255368012893e-10,0.0,2.809255368012893e-10,0.0
1824,2.809255368012893e-10,0.0,2.809255368012893e-10,0.0
1825,2.809255368012893e-10,0.0,2.809255368012893e-10,0.0
1826,2.809255368012893e-10,0.0,2.809255368012893e-10,0.0
1827,2.809255368012893e-10,0.0,2.809255368012893e-10,0.0
1828,2.809255368012893e-10,0.0,2.809255368012893e-10,0.0
1829,2.809255368012893e-10,0.0,2.809255368012893e-10,0.0
1830,0.0,0.0,0.0,0.0
1831,0.0,0.0,0.0,0.0
1832,8.5149458912375e-11,0.0,8.5149458912375e-11,0.0
1833,8.5149458912375e-11,0.0,8.5149458912375e-11,0.0
1834,8.5149458912375e-11,0.0,8.5149458912375e-11,0.0
1835,8.5149458912375e-11,0.0,8.5149458912375e-11,0.0
1836,1.6021063840655969e-10,0.0,1.6021063840655969e-10,0.0
1837,1.6021063840655969e-10,0.0,1.6021063840655969e-10,0.0
1838,1.6021063840655969e-10,0.0,1.6021063840655969e-10,0.0
1839,7.506117949418467e-11,0.0,7.506117949418467e-11,0.0
1840,7.506117949418467e-11,0.0,7.506117949418467e-11,0.0
1841,7.506117949418467e-11,0.0,7.506117949418467e-11,0.0
1842,7.506117949418467e-11,0.0,7.506117949418467e-11,0.0
1843,0.0,0.0,0.0,0.0
1844,0.0,0.0,0.0,0.0
1845,0.0,0.0,0.0,0.0
1846,0.0,0.0,0.0,0.0
1847,0.0,0.0,0.0,0.0
1848,0.0,0.0,0.0,0.0
1849,0.0,0.0,0.0,0.0
1850,1.424097347982719e-10,0.0,1.424097347982719e-10,0.0
1851,1.424097347982719e-10,0.0,1.424097347982719e-10,0.0
1852,3.952175888142863e-10,0.0,3.952175888142863e-10,0.0
1853,3.952175888142863e-10,0.0,3.952175888142863e-10,0.0
1854,4.457194494441755e-10,0.0,4.457194494441755e-10,0.0
1855,4.457194494441755e-10,0.0,4.457194494441755e-10,0.0
1856,4.457194494441755e-10,0.0,4.457194494441755e-10,0.0
1857,3.033097146459036e-10,0.0,3.033097146459036e-10,0.0
1858,3.033097146459036e-10,0.0,3.033097146459036e-10,0.0
1859,5.05018606298892e-11,0.0,5.05018606298892e-11,0.0
1860,5.05018606298892e-11,0.0,5.05018606298892e-11,0.0
1861,5.648668041250257e-11,0.0,5.648668041250257e-11,0.0
1862,5.648668041250257e-11,0.0,5.648668041250257e-11,0.0
1863,1.9970032770290557e-10,0.0,1.9970032770290557e-10,0.0
1864,1.9970032770290557e-10,0.0,1.9970032770290557e-10,0.0
1865,1.9970032770290557e-10,0.0,1.9970032770290557e-10,0.0
1866,4.2089843515264695e-10,0.0,4.2089843515264695e-10,0.0
1867,4.2089843515264695e-10,0.0,4.2089843515264695e-10,0.0
1868,3.644117547401444e-10,0.0,3.644117547401444e-10,0.0
1869,4.831694092441044e-10,0.0,4.831694092441044e-10,0.0
1870,1.0157391277283117e-09,0.0,1.0157391277283117e-09,0.0
1871,1.4214997591720037e-09,0.0,1.4214997591720037e-09,0.0
1872,3.2643267295589293e-09,0.0,3.2643267295589293e-09,0.0
1873,3.5502424016493298e-09,3.900875257732496e-11,3.5502424016493298e-09,3.900875257732496e-11
1874,3.7092052603985135e-09,3.900875257732496e-11,3.7092052603985135e-09,3.900875257732496e-11
1875,5.07311627627262e-09,3.900875257732496e-11,5.07311627627262e-09,3.900875257732496e-11
1876,6.18098212295288e-09,3.900875257732496e-11,6.18098212295288e-09,3.900875257732496e-11
1877,1.0363481422232773e-08,1.0891209759452839e-10,1.0363481422232773e-08,1.0891209759452839e-10
1878,1.3549971351294637e-08,1.4519745723211892e-10,1.3549971351294637e-08,1.4519745723211892e-10
1879,1.3033869269588446e-08,1.801112711355809e-10,1.3033869269588446e-08,1.801112711355809e-10
1880,1.3513356005618554e-08,1.4110251855825595e-10,1.3513356005618554e-08,1.4110251855825595e-10
1881,1.4175098618705663e-08,1.4110251855825595e-10,1.4175098618705663e-08,1.4110251855825595e-10
1882,1.381588456337925e-08,1.4110251855825595e-10,1.381588456337925e-08,1.4110251855825595e-10
1883,1.2846242085957321e-08,1.4110251855825595e-10,1.2846242085957321e-08,1.4110251855825595e-10
1884,8.506644832984023e-09,1.01710080833785e-10,8.506644832984023e-09,1.01710080833785e-10
1885,5.668999476198573e-09,6.542472119619447e-11,5.668999476198573e-09,6.542472119619447e-11
1886,5.031989983425181e-09,3.051090729273247e-11,5.031989983425181e-09,3.051090729273247e-11
1887,4.321729149151363e-09,3.051090729273247e-11,4.321729149151363e-09,3.051090729273247e-11
1888,3.852060622858541e-09,3.051090729273247e-11,3.852060622858541e-09,3.051090729273247e-11
1889,3.292268886084011e-09,3.051090729273247e-11,3.292268886084011e-09,3.051090729273247e-11
1890,4.477142244242925e-09,5.58065974384395e-11,4.477142244242925e-09,5.58065974384395e-11
1891,5.238709434505852e-09,2.529569014570703e-11,5.238709434505852e-09,2.529569014570703e-11
1892,5.293081179707266e-09,2.529569014570703e-11,5.293081179707266e-09,2.529569014570703e-11
1893,5.133784286570631e-09,2.529569014570703e-11,5.133784286570631e-09,2.529569014570703e-11
1894,6.3375934341739335e-09,2.529569014570703e-11,6.3375934341739335e-09,2.529569014570703e-11
1895,7.849622761314988e-09,4.646689778984938e-11,7.849622761314988e-09,4.646689778984938e-11
1896,1.1397085370694932e-08,4.646689778984938e-11,1.1397085370694932e-08,4.646689778984938e-11
1897,1.3299046879617599e-08,3.9747962857613774e-11,1.3299046879617599e-08,3.9747962857613774e-11
1898,1.3227351594987828e-08,3.9747962857613774e-11,1.3227351594987828e-08,3.9747962857613774e-11
1899,1.3820845420501167e-08,3.9747962857613774e-11,1.3820845420501167e-08,3.9747962857613774e-11
1900,1.4627651597923626e-08,3.9747962857613774e-11,1.4627651597923626e-08,3.9747962857613774e-11
1901,1.7037530624414947e-08,3.9747962857613774e-11,1.7037530624414947e-08,3.9747962857613774e-11
1902,1.7653898152860037e-08,1.857675521347143e-11,1.7653898152860037e-08,1.857675521347143e-11
1903,1.707250721746537e-08,3.451590005873076e-11,1.707250721746537e-08,3.451590005873076e-11
1904,1.556772514074315e-08,1.5939144845259332e-11,1.556772514074315e-08,1.5939144845259332e-11
1905,1.556366997184406e-08,1.5939144845259332e-11,1.556366997184406e-08,1.5939144845259332e-11
1906,1.4719738697773924e-08,3.1454130966501737e-11,1.4719738697773924e-08,3.1454130966501737e-11
1907,1.4891481952312396e-08,4.610430489763015e-11,1.4891481952312396e-08,4.610430489763015e-11
1908,1.2771908736957421e-08,5.982875901049717e-11,1.2771908736957421e-08,5.982875901049717e-11
1909,1.297977167017247e-08,1.1495279529847937e-10,1.297977167017247e-08,1.1495279529847937e-10
1910,1.1882808134292385e-08,1.1278754022007017e-10,1.1882808134292385e-08,1.1278754022007017e-10
1911,1.246195654605994e-08,1.1278754022007017e-10,1.246195654605994e-08,1.1278754022007017e-10
1912,1.4270002830179301e-08,1.1278754022007017e-10,1.4270002830179301e-08,1.1278754022007017e-10
1913,1.5884747104978813e-08,9.727255409882777e-11,1.5884747104978813e-08,9.727255409882777e-11
1914,1.589589412479394e-08,8.262238016769935e-11,1.589589412479394e-08,8.262238016769935e-11
1915,1.936927938674314e-08,6.889792605483232e-11,1.936927938674314e-08,6.889792605483232e-11
1916,2.190497878323023e-08,1.3773889766850139e-11,2.190497878323023e-08,1.3773889766850139e-11
1917,2.80681660770808e-08,0.0,2.80681660770808e-08,0.0
1918,3.2681920788693985e-08,0.0,3.2681920788693985e-08,0.0
1919,3.46840008142684e-08,0.0,3.46840008142684e-08,0.0
1920,3.557333538850571e-08,0.0,3.557333538850571e-08,0.0
1921,3.8438631325529316e-08,0.0,3.8438631325529316e-08,0.0
1922,3.8000899443042206e-08,0.0,3.8000899443042206e-08,0.0
1923,4.188723171491152e-08,0.0,4.188723171491152e-08,0.0
1924,4.0174794792489724e-08,0.0,4.0174794792489724e-08,0.0
1925,3.926223460634251e-08,2.3005175145815062e-11,3.926223460634251e-08,2.3005175145815062e-11
1926,4.3875251114806295e-08,2.3005175145815062e-11,4.3875251114806295e-08,2.3005175145815062e-11
1927,4.715664049724312e-08,2.3005175145815062e-11,4.715664049724312e-08,2.3005175145815062e-11
1928,5.1142311211346425e-08,2.3005175145815062e-11,5.1142311211346425e-08,2.3005175145815062e-11
1929,5.1241647623458316e-08,2.3005175145815062e-11,5.1241647623458316e-08,2.3005175145815062e-11
1930,4.836739212318467e-08,2.3005175145815062e-11,4.836739212318467e-08,2.3005175145815062e-11
1931,4.858060924967893e-08,4.923818495784969e-11,4.858060924967893e-08,4.923818495784969e-11
1932,4.7308097756675645e-08,2.6233009812034627e-11,4.7308097756675645e-08,2.6233009812034627e-11
1933,4.4885439365316415e-08,2.6233009812034627e-11,4.4885439365316415e-08,2.6233009812034627e-11
1934,4.33720249556505e-08,2.6233009812034627e-11,4.33720249556505e-08,2.6233009812034627e-11
1935,4.206764511341784e-08,2.6233009812034627e-11,4.206764511341784e-08,2.6233009812034627e-11
1936,4.4301865033600866e-08,2.6233009812034627e-11,4.4301865033600866e-08,2.6233009812034627e-11
1937,4.437311115371553e-08,2.6233009812034627e-11,4.437311115371553e-08,2.6233009812034627e-11
1938,4.191959845911697e-08,0.0,4.191959845911697e-08,0.0
1939,4.185238619161932e-08,0.0,4.185238619161932e-08,0.0
1940,3.864535536024505e-08,2.5793262367227296e-11,3.864535536024505e-08,2.5793262367227296e-11
1941,3.582799771148107e-08,2.5793262367227296e-11,3.582799771148107e-08,2.5793262367227296e-11
1942,3.165062916516652e-08,2.5793262367227296e-11,3.165062916516652e-08,2.5793262367227296e-11
1943,2.7900590155687562e-08,6.869991282203764e-11,2.7900590155687562e-08,6.869991282203764e-11
1944,2.5597220216460366e-08,6.869991282203764e-11,2.5597220216460366e-08,6.869991282203764e-11
1945,2.6515883964707754e-08,8.746933336364497e-11,2.6515883964707754e-08,8.746933336364497e-11
1946,2.8984300800719406e-08,1.37113645834067e-10,2.8984300800719406e-08,1.37113645834067e-10
1947,3.165880624322881e-08,1.2787735949513846e-10,3.165880624322881e-08,1.2787735949513846e-10
1948,3.651977057269765e-08,1.2787735949513846e-10,3.651977057269765e-08,1.2787735949513846e-10
1949,4.187842606029335e-08,1.2787735949513846e-10,4.187842606029335e-08,1.2787735949513846e-10
1950,4.6153549553602195e-08,1.1881065972322143e-10,4.6153549553602195e-08,1.1881065972322143e-10
1951,5.13022518435134e-08,1.1881065972322143e-10,5.13022518435134e-08,1.1881065972322143e-10
1952,5.497149453097856e-08,1.0004123918161412e-10,5.497149453097856e-08,1.0004123918161412e-10
1953,5.705852095567414e-08,5.0396926711192085e-11,5.705852095567414e-08,5.0396926711192085e-11
1954,6.041658551225737e-08,4.8355906580509005e-11,6.041658551225737e-08,4.8355906580509005e-11
1955,6.516677534104279e-08,4.8355906580509005e-11,6.516677534104279e-08,4.8355906580509005e-11
1956,7.158544436590222e-08,6.182391206120487e-11,7.158544436590222e-08,6.182391206120487e-11
1957,7.663893342169104e-08,4.0727687095858705e-11,7.663893342169104e-08,4.0727687095858705e-11
1958,8.434024221872147e-08,5.2629495008092524e-11,8.434024221872147e-08,5.2629495008092524e-11
1959,9.164925529603352e-08,5.2629495008092524e-11,9.164925529603352e-08,5.2629495008092524e-11
1960,1.0166876864202226e-07,5.2629495008092524e-11,1.0166876864202226e-07,5.2629495008092524e-11
1961,1.0924195338800149e-07,3.811353911047683e-11,1.0924195338800149e-07,3.811353911047683e-11
1962,1.1730695246926968e-07,4.831529521703055e-11,1.1730695246926968e-07,4.831529521703055e-11
1963,1.2399300938373665e-07,3.484728973633468e-11,1.2399300938373665e-07,3.484728973633468e-11
1964,1.355657021560676e-07,2.2103564018787533e-11,1.355657021560676e-07,2.2103564018787533e-11
1965,1.4002760906350886e-07,1.0201756106553717e-11,1.4002760906350886e-07,1.0201756106553717e-11
1966,1.4593182941423167e-07,4.5374041825395144e-11,1.4593182941423167e-07,4.5374041825395144e-11
1967,1.5430528930794806e-07,5.421872078288053e-11,1.5430528930794806e-07,5.421872078288053e-11
1968,1.6295236702847304e-07,5.421872078288053e-11,1.6295236702847304e-07,5.421872078288053e-11
1969,1.6859574917102042e-07,7.992450748847294e-11,1.6859574917102042e-07,7.992450748847294e-11
1970,1.7169242637139958e-07,8.869401641702674e-11,1.7169242637139958e-07,8.869401641702674e-11
1971,1.7879230337517322e-07,1.9610482682175245e-10,1.7879230337517322e-07,1.9610482682175245e-10
1972,1.8873756094503085e-07,2.1349571713688168e-10,1.8873756094503085e-07,2.1349571713688168e-10
1973,2.045128622642421e-07,2.0308572284173058e-10,2.045128622642421e-07,2.0308572284173058e-10
1974,2.1515953311076634e-07,2.2683105592248764e-10,2.1515953311076634e-07,2.2683105592248764e-10
1975,2.3294333167151698e-07,2.2683105592248764e-10,2.3294333167151698e-07,2.2683105592248764e-10
1976,2.489178163906607e-07,1.909235131103415e-10,2.489178163906607e-07,1.909235131103415e-10
1977,2.6607734022426097e-07,1.9820682595206307e-10,2.6607734022426097e-07,1.9820682595206307e-10
1978,2.8316466682554164e-07,1.3975558607207513e-10,2.8316466682554164e-07,1.3975558607207513e-10
1979,3.0223126503057885e-07,1.3049239665021061e-10,3.0223126503057885e-07,1.3049239665021061e-10
1980,3.1195851387825056e-07,1.0573010522652027e-10,3.1195851387825056e-07,1.0573010522652027e-10
1981,3.2248315408521323e-07,8.076989176692656e-11,3.2248315408521323e-07,8.076989176692656e-11
1982,3.2946929958857905e-07,8.8181386795735e-11,3.2946929958857905e-07,8.8181386795735e-11
1983,3.4478380988340565e-07,1.0298639817924687e-10,3.4478380988340565e-07,1.0298639817924687e-10
1984,3.564887468395942e-07,1.0898535744509528e-10,3.564887468395942e-07,1.0898535744509528e-10
1985,3.552057177915101e-07,8.172801225463694e-11,3.552057177915101e-07,8.172801225463694e-11
1986,3.5583649702987585e-07,7.360031136137226e-11,3.5583649702987585e-07,7.360031136137226e-11
1987,3.605651467556267e-07,8.028777890538891e-11,3.605651467556267e-07,8.028777890538891e-11
1988,3.7284932221025103e-07,7.958939013793679e-11,3.7284932221025103e-07,7.958939013793679e-11
1989,3.7698041767596025e-07,7.882990688783714e-11,3.7698041767596025e-07,7.882990688783714e-11
1990,3.7067575168033985e-07,7.733982006406594e-11,3.7067575168033985e-07,7.733982006406594e-11
1991,3.7300360336952766e-07,6.185730747065854e-11,3.7300360336952766e-07,6.185730747065854e-11
1992,3.775025610203946e-07,4.651742830216346e-11,3.775025610203946e-07,4.651742830216346e-11
