ngram,Itochu,Itoch,Itoch
1828,0.0,1.289566540853469e-09,1.289566540853469e-09
1829,0.0,1.126082663624065e-09,1.126082663624065e-09
1830,0.0,1.3166917476960448e-09,1.3166917476960448e-09
1831,0.0,1.3166917476960448e-09,1.3166917476960448e-09
1832,0.0,1.1900749433532302e-09,1.1900749433532302e-09
1833,0.0,1.1180349820553e-09,1.1180349820553e-09
1834,0.0,1.4502757566298946e-09,1.4502757566298946e-09
1835,0.0,8.986292186565135e-10,8.986292186565135e-10
1836,0.0,6.87806383276828e-10,6.87806383276828e-10
1837,0.0,4.971972992048482e-10,4.971972992048482e-10
1838,0.0,7.26174549064191e-10,7.26174549064191e-10
1839,0.0,7.26174549064191e-10,7.26174549064191e-10
1840,0.0,5.612180244339373e-10,5.612180244339373e-10
1841,0.0,2.289772498593428e-10,2.289772498593428e-10
1842,0.0,3.506081298303749e-10,3.506081298303749e-10
1843,0.0,4.161826597634136e-10,4.161826597634136e-10
1844,0.0,6.165312228999045e-10,6.165312228999045e-10
1845,0.0,3.8755397304056164e-10,3.8755397304056164e-10
1846,0.0,5.832154759133346e-10,5.832154759133346e-10
1847,0.0,7.650318791162038e-10,7.650318791162038e-10
1848,0.0,1.257220962256968e-09,1.257220962256968e-09
1849,0.0,1.243069155546347e-09,1.243069155546347e-09
1850,0.0,1.27243444352538e-09,1.27243444352538e-09
1851,0.0,1.3506574588920524e-09,1.3506574588920524e-09
1852,0.0,1.4517806004984583e-09,1.4517806004984583e-09
1853,0.0,1.3043784385935453e-09,1.3043784385935453e-09
1854,0.0,1.5770787770945966e-09,1.5770787770945966e-09
1855,0.0,1.2948966898740366e-09,1.2948966898740366e-09
1856,0.0,1.6844056546386606e-09,1.6844056546386606e-09
1857,0.0,1.7338685170160367e-09,1.7338685170160367e-09
1858,0.0,1.5705039649712864e-09,1.5705039649712864e-09
1859,0.0,1.7130983774395402e-09,1.7130983774395402e-09
1860,0.0,1.6648390364716802e-09,1.6648390364716802e-09
1861,0.0,1.3232956555927648e-09,1.3232956555927648e-09
1862,0.0,1.280443473472559e-09,1.280443473472559e-09
1863,0.0,8.311933165559639e-10,8.311933165559639e-10
1864,0.0,8.751711220801792e-10,8.751711220801792e-10
1865,0.0,9.36870299593297e-10,9.36870299593297e-10
1866,0.0,1.0028300769158805e-09,1.0028300769158805e-09
1867,0.0,1.305317286799073e-09,1.305317286799073e-09
1868,0.0,1.3267790239484307e-09,1.3267790239484307e-09
1869,0.0,1.1992100963047798e-09,1.1992100963047798e-09
1870,0.0,1.320418056639992e-09,1.320418056639992e-09
1871,0.0,1.2943418202317402e-09,1.2943418202317402e-09
1872,0.0,1.2402907470906603e-09,1.2402907470906603e-09
1873,0.0,1.086648426002717e-09,1.086648426002717e-09
1874,0.0,8.239019308068204e-10,8.239019308068204e-10
1875,0.0,9.301570149032403e-10,9.301570149032403e-10
1876,0.0,1.2355589765597079e-09,1.2355589765597079e-09
1877,0.0,1.241371501624146e-09,1.241371501624146e-09
1878,1.0885608287785381e-10,1.079067252218735e-09,1.079067252218735e-09
1879,1.0885608287785381e-10,1.0958673770021322e-09,1.0958673770021322e-09
1880,1.0885608287785381e-10,1.1700391568312897e-09,1.1700391568312897e-09
1881,1.0885608287785381e-10,1.2881264150570765e-09,1.2881264150570765e-09
1882,1.0885608287785381e-10,1.2743032819427314e-09,1.2743032819427314e-09
1883,1.0885608287785381e-10,1.0578059460110622e-09,1.0578059460110622e-09
1884,1.0885608287785381e-10,9.745802974160865e-10,9.745802974160865e-10
1885,0.0,1.1487199683532116e-09,1.1487199683532116e-09
1886,0.0,1.1194191764017448e-09,1.1194191764017448e-09
1887,0.0,9.444803233155901e-10,9.444803233155901e-10
1888,2.700284242239194e-11,8.676608756871421e-10,8.676608756871421e-10
1889,2.700284242239194e-11,7.71648296847362e-10,7.71648296847362e-10
1890,2.700284242239194e-11,6.684534751119234e-10,6.684534751119234e-10
1891,2.700284242239194e-11,7.049460142611557e-10,7.049460142611557e-10
1892,2.700284242239194e-11,6.881074202499552e-10,6.881074202499552e-10
1893,2.700284242239194e-11,7.391846658576031e-10,7.391846658576031e-10
1894,2.700284242239194e-11,7.501920473718116e-10,7.501920473718116e-10
1895,0.0,7.538683526637462e-10,7.538683526637462e-10
1896,0.0,7.392964375606072e-10,7.392964375606072e-10
1897,1.857675521347143e-11,7.697310130553145e-10,7.697310130553145e-10
1898,1.857675521347143e-11,7.499347690461836e-10,7.499347690461836e-10
1899,1.857675521347143e-11,6.654893184140523e-10,6.654893184140523e-10
1900,1.857675521347143e-11,6.305518369347546e-10,6.305518369347546e-10
1901,3.5713442124242685e-11,6.842333247611013e-10,6.842333247611013e-10
1902,3.5713442124242685e-11,6.856399456126436e-10,6.856399456126436e-10
1903,3.5713442124242685e-11,6.649922557055987e-10,6.649922557055987e-10
1904,1.7136686910771257e-11,7.202381706911914e-10,7.202381706911914e-10
1905,1.7136686910771257e-11,6.882434701514586e-10,6.882434701514586e-10
1906,1.7136686910771257e-11,6.929627744638773e-10,6.929627744638773e-10
1907,1.7136686910771257e-11,7.276204638806405e-10,7.276204638806405e-10
1908,0.0,6.62561473939251e-10,6.62561473939251e-10
1909,0.0,6.867180950871037e-10,6.867180950871037e-10
1910,0.0,6.875004613223926e-10,6.875004613223926e-10
1911,0.0,6.18458078400457e-10,6.18458078400457e-10
1912,0.0,6.287084107294203e-10,6.287084107294203e-10
1913,0.0,6.512189121288259e-10,6.512189121288259e-10
1914,0.0,6.069989114517885e-10,6.069989114517885e-10
1915,1.593872256400175e-11,6.796108755123344e-10,6.796108755123344e-10
1916,3.099058509814512e-11,5.994665280046568e-10,5.994665280046568e-10
1917,4.4956319421109365e-11,5.030492966628941e-10,5.030492966628941e-10
1918,5.933655848412909e-11,5.186364552109016e-10,5.186364552109016e-10
1919,5.933655848412909e-11,5.315920362633112e-10,5.315920362633112e-10
1920,5.933655848412909e-11,4.315066042576936e-10,4.315066042576936e-10
1921,5.933655848412909e-11,4.270211208444254e-10,4.270211208444254e-10
1922,4.339783592012734e-11,3.236626363748282e-10,3.236626363748282e-10
1923,2.8345973385983977e-11,2.9355891130654147e-10,2.9355891130654147e-10
1924,3.880176933725364e-11,3.912450324034771e-10,3.912450324034771e-10
1925,2.4421530274233915e-11,3.5672925129721326e-10,3.5672925129721326e-10
1926,7.026745653591706e-11,3.260579128123402e-10,3.260579128123402e-10
1927,7.026745653591706e-11,3.7153467009292436e-10,3.7153467009292436e-10
1928,7.026745653591706e-11,3.047072098606916e-10,3.047072098606916e-10
1929,9.555325380145824e-11,2.805559138182748e-10,2.805559138182748e-10
1930,9.555325380145824e-11,2.805559138182748e-10,2.805559138182748e-10
1931,7.113172352722432e-11,2.0910280253337377e-10,2.0910280253337377e-10
1932,1.6570470789163087e-10,1.8609762738755872e-10,1.8609762738755872e-10
1933,3.283632017086242e-10,1.4049589864522412e-10,1.4049589864522412e-10
1934,3.732989512743907e-10,1.399548909304065e-10,1.399548909304065e-10
1935,5.066329459132593e-10,9.433591804545013e-11,9.433591804545013e-11
1936,5.022845809911556e-10,1.3621078273232508e-10,1.3621078273232508e-10
1937,6.818239167705187e-10,1.3621078273232508e-10,1.3621078273232508e-10
1938,8.993464247129625e-10,1.3173002371453483e-10,1.3173002371453483e-10
1939,8.545614910149268e-10,1.566240490477203e-10,1.566240490477203e-10
1940,6.460570709362504e-10,1.850434151145259e-10,1.850434151145259e-10
1941,6.011213213704839e-10,1.6768623592852298e-10,1.6768623592852298e-10
1942,4.677873267316152e-10,2.1750232765643014e-10,2.1750232765643014e-10
1943,5.112098720529344e-10,2.399874406343118e-10,2.399874406343118e-10
1944,3.316705362735714e-10,2.969014062381703e-10,2.969014062381703e-10
1945,1.1414802833112755e-10,2.751491554439259e-10,2.751491554439259e-10
1946,6.435997766475663e-11,2.668032342675478e-10,2.668032342675478e-10
1947,1.6370182986946702e-10,2.152167095330932e-10,2.152167095330932e-10
1948,2.1500182983175923e-10,1.8763813915332961e-10,1.8763813915332961e-10
1949,2.3200799218311578e-10,1.7183437212813553e-10,1.7183437212813553e-10
1950,2.0148796520125245e-10,1.2439436980482554e-10,1.2439436980482554e-10
1951,2.5113525941351204e-10,8.402950260214378e-11,8.402950260214378e-11
1952,2.6681920859258513e-10,1.3108134914809255e-10,1.3108134914809255e-10
1953,2.8250844520881305e-10,1.3022248160751308e-10,1.3022248160751308e-10
1954,3.5735806377549094e-10,1.4473843750512875e-10,1.4473843750512875e-10
1955,3.060580638131987e-10,1.882211945826638e-10,1.882211945826638e-10
1956,3.2945591889520035e-10,1.8114488084134247e-10,1.8114488084134247e-10
1957,3.2110341964740133e-10,1.642249054998958e-10,1.642249054998958e-10
1958,2.7145612543514174e-10,1.7147942292318674e-10,1.7147942292318674e-10
1959,3.687115642565202e-10,1.3572151537553723e-10,1.3572151537553723e-10
1960,4.9066452686589e-10,1.4120800064957147e-10,1.4120800064957147e-10
1961,4.290287430874784e-10,1.9422546011980757e-10,1.9422546011980757e-10
1962,4.5963401140713955e-10,1.813479713619337e-10,1.813479713619337e-10
1963,4.1922999397378137e-10,2.0393124193298006e-10,2.0393124193298006e-10
1964,4.207224727334083e-10,2.399044821926084e-10,2.399044821926084e-10
1965,4.912431255427968e-10,2.5136119277283496e-10,2.5136119277283496e-10
1966,4.574413784271972e-10,2.752395394933771e-10,2.752395394933771e-10
1967,3.728672529465119e-10,3.071318913480273e-10,3.071318913480273e-10
1968,5.082947237714361e-10,3.2816389288521057e-10,3.2816389288521057e-10
1969,7.380191339009404e-10,3.3346616737769553e-10,3.3346616737769553e-10
1970,9.397178392576778e-10,4.681065733448873e-10,4.681065733448873e-10
1971,9.93296016866501e-10,4.679369352318069e-10,4.679369352318069e-10
1972,1.2010296090991801e-09,4.761538346149357e-10,4.761538346149357e-10
1973,1.410785353618747e-09,4.657438403197846e-10,4.657438403197846e-10
1974,1.5451098416591996e-09,4.9415079964429e-10,4.9415079964429e-10
1975,1.4512071940967326e-09,4.623518829698676e-10,4.623518829698676e-10
1976,1.3837518670583344e-09,4.5859006473200227e-10,4.5859006473200227e-10
1977,1.623505750471464e-09,2.824567881175101e-10,2.824567881175101e-10
1978,2.0162235056123532e-09,2.7929290031496786e-10,2.7929290031496786e-10
1979,2.071204985298891e-09,3.008372816732623e-10,3.008372816732623e-10
1980,1.9939059451142984e-09,3.387696095868975e-10,3.387696095868975e-10
1981,2.14985432630702e-09,2.8781377083207463e-10,2.8781377083207463e-10
1982,2.314468093368914e-09,2.5328175469661676e-10,2.5328175469661676e-10
1983,2.4250964887022927e-09,3.247711068331073e-10,3.247711068331073e-10
1984,2.6304961225116178e-09,3.5349766169812114e-10,3.5349766169812114e-10
1985,2.5695625468661174e-09,3.4256017268839503e-10,3.4256017268839503e-10
1986,2.450492031513818e-09,3.258984530653462e-10,3.258984530653462e-10
1987,3.0146439471729583e-09,2.9664116996119816e-10,2.9664116996119816e-10
1988,3.537729236542069e-09,3.354360697934869e-10,3.354360697934869e-10
1989,5.680279373849422e-09,4.063297496089849e-10,4.063297496089849e-10
1990,1.57557606485424e-08,3.4263944657743547e-10,3.4263944657743547e-10
1991,2.7150377707967673e-08,3.3216355459814954e-10,3.3216355459814954e-10
1992,4.090698029519351e-08,3.486354042760352e-10,3.486354042760352e-10
1993,5.461259292413193e-08,3.453650322076436e-10,3.453650322076436e-10
1994,6.8098210816357e-08,3.249339557341381e-10,3.249339557341381e-10
1995,7.963559411905408e-08,3.131040456667249e-10,3.131040456667249e-10
1996,9.04653500047711e-08,2.5778811922418296e-10,2.5778811922418296e-10
1997,8.887047085538922e-08,3.0413121128645773e-10,3.0413121128645773e-10
1998,8.539746078538104e-08,3.1829865033377354e-10,3.1829865033377354e-10
1999,7.87125930149354e-08,3.2893377406782523e-10,3.2893377406782523e-10
2000,7.121585048659134e-08,3.04613975908387e-10,3.04613975908387e-10
2001,6.262863345390152e-08,3.5245647868529875e-10,3.5245647868529875e-10
2002,5.518536789444235e-08,3.218150646760216e-10,3.218150646760216e-10
2003,4.53554778496417e-08,3.252679256890037e-10,3.252679256890037e-10
2004,4.118896233608536e-08,2.541196975069937e-10,2.541196975069937e-10
2005,3.6401602747966015e-08,2.683297116247628e-10,2.683297116247628e-10
2006,3.282377392110902e-08,2.503999468090561e-10,2.503999468090561e-10
2007,2.8606641880709764e-08,2.5109887383642105e-10,2.5109887383642105e-10
2008,2.4673259879648413e-08,1.9025011129983734e-10,1.9025011129983734e-10
2009,2.087019737980914e-08,2.007454539900065e-10,2.007454539900065e-10
2010,1.8882889664593805e-08,1.7994983677763595e-10,1.7994983677763595e-10
2011,1.5384117979522216e-08,1.8802218512295862e-10,1.8802218512295862e-10
2012,1.3119537837066479e-08,1.547270882846468e-10,1.547270882846468e-10
2013,1.0690171795399043e-08,1.238476543541367e-10,1.238476543541367e-10
2014,9.23245651358278e-09,1.0757476011171084e-10,1.0757476011171084e-10
2015,8.105357274246217e-09,1.4558945864360873e-10,1.4558945864360873e-10
2016,8.005559897534503e-09,1.1450983167634758e-10,1.1450983167634758e-10
2017,7.620383583410254e-09,1.0971374214222933e-10,1.0971374214222933e-10
2018,7.57811555729404e-09,9.915971030394211e-11,9.915971030394211e-11
2019,6.818735354130467e-09,8.657063520906005e-11,8.657063520906005e-11
