ngram,TAQA,TAQ,TAQ,TAQ
1645,0.0,0.0,0.0,0.0
1646,0.0,0.0,0.0,0.0
1647,0.0,0.0,0.0,0.0
1648,0.0,0.0,0.0,0.0
1649,0.0,0.0,0.0,0.0
1650,0.0,0.0,0.0,0.0
1651,0.0,0.0,0.0,0.0
1652,0.0,0.0,0.0,0.0
1653,0.0,0.0,0.0,0.0
1654,0.0,0.0,0.0,0.0
1655,0.0,0.0,0.0,0.0
1656,0.0,0.0,0.0,0.0
1657,0.0,0.0,0.0,0.0
1658,0.0,0.0,0.0,0.0
1659,0.0,0.0,0.0,0.0
1660,0.0,0.0,0.0,0.0
1661,0.0,0.0,0.0,0.0
1662,0.0,0.0,0.0,0.0
1663,0.0,0.0,0.0,0.0
1664,0.0,0.0,0.0,0.0
1665,0.0,0.0,0.0,0.0
1666,0.0,0.0,0.0,0.0
1667,0.0,0.0,0.0,0.0
1668,0.0,0.0,0.0,0.0
1669,0.0,0.0,0.0,0.0
1670,0.0,0.0,0.0,0.0
1671,0.0,0.0,0.0,0.0
1672,0.0,0.0,0.0,0.0
1673,0.0,0.0,0.0,0.0
1674,0.0,0.0,0.0,0.0
1675,0.0,0.0,0.0,0.0
1676,0.0,0.0,0.0,0.0
1677,0.0,0.0,0.0,0.0
1678,0.0,0.0,0.0,0.0
1679,0.0,0.0,0.0,0.0
1680,0.0,0.0,0.0,0.0
1681,0.0,0.0,0.0,0.0
1682,0.0,0.0,0.0,0.0
1683,0.0,0.0,0.0,0.0
1684,0.0,0.0,0.0,0.0
1685,0.0,0.0,0.0,0.0
1686,0.0,0.0,0.0,0.0
1687,0.0,0.0,0.0,0.0
1688,0.0,0.0,0.0,0.0
1689,0.0,0.0,0.0,0.0
1690,0.0,0.0,0.0,0.0
1691,0.0,0.0,0.0,0.0
1692,0.0,0.0,0.0,0.0
1693,0.0,0.0,0.0,0.0
1694,0.0,0.0,0.0,0.0
1695,0.0,0.0,0.0,0.0
1696,0.0,0.0,0.0,0.0
1697,0.0,0.0,0.0,0.0
1698,0.0,0.0,0.0,0.0
1699,0.0,0.0,0.0,0.0
1700,0.0,0.0,0.0,0.0
1701,0.0,0.0,0.0,0.0
1702,0.0,0.0,0.0,0.0
1703,0.0,0.0,0.0,0.0
1704,0.0,0.0,0.0,0.0
1705,0.0,0.0,0.0,0.0
1706,0.0,0.0,0.0,0.0
1707,0.0,0.0,0.0,0.0
1708,0.0,0.0,0.0,0.0
1709,0.0,0.0,0.0,0.0
1710,0.0,0.0,0.0,0.0
1711,0.0,0.0,0.0,0.0
1712,0.0,0.0,0.0,0.0
1713,0.0,0.0,0.0,0.0
1714,0.0,0.0,0.0,0.0
1715,0.0,0.0,0.0,0.0
1716,0.0,0.0,0.0,0.0
1717,0.0,0.0,0.0,0.0
1718,0.0,0.0,0.0,0.0
1719,0.0,0.0,0.0,0.0
1720,0.0,9.061128228690255e-09,9.061128228690255e-09,9.061128228690255e-09
1721,0.0,9.061128228690255e-09,9.061128228690255e-09,9.061128228690255e-09
1722,0.0,9.061128228690255e-09,9.061128228690255e-09,9.061128228690255e-09
1723,0.0,9.061128228690255e-09,9.061128228690255e-09,9.061128228690255e-09
1724,0.0,9.061128228690255e-09,9.061128228690255e-09,9.061128228690255e-09
1725,0.0,9.061128228690255e-09,9.061128228690255e-09,9.061128228690255e-09
1726,0.0,9.061128228690255e-09,9.061128228690255e-09,9.061128228690255e-09
1727,0.0,0.0,0.0,0.0
1728,0.0,0.0,0.0,0.0
1729,0.0,0.0,0.0,0.0
1730,0.0,0.0,0.0,0.0
1731,0.0,0.0,0.0,0.0
1732,0.0,0.0,0.0,0.0
1733,0.0,0.0,0.0,0.0
1734,0.0,0.0,0.0,0.0
1735,0.0,0.0,0.0,0.0
1736,0.0,0.0,0.0,0.0
1737,0.0,0.0,0.0,0.0
1738,0.0,0.0,0.0,0.0
1739,0.0,0.0,0.0,0.0
1740,0.0,0.0,0.0,0.0
1741,0.0,0.0,0.0,0.0
1742,0.0,0.0,0.0,0.0
1743,0.0,0.0,0.0,0.0
1744,0.0,0.0,0.0,0.0
1745,0.0,1.2623152047451316e-08,1.2623152047451316e-08,1.2623152047451316e-08
1746,0.0,1.2623152047451316e-08,1.2623152047451316e-08,1.2623152047451316e-08
1747,0.0,1.2623152047451316e-08,1.2623152047451316e-08,1.2623152047451316e-08
1748,0.0,1.2623152047451316e-08,1.2623152047451316e-08,1.2623152047451316e-08
1749,0.0,1.2623152047451316e-08,1.2623152047451316e-08,1.2623152047451316e-08
1750,0.0,1.2623152047451316e-08,1.2623152047451316e-08,1.2623152047451316e-08
1751,0.0,1.2623152047451316e-08,1.2623152047451316e-08,1.2623152047451316e-08
1752,0.0,0.0,0.0,0.0
1753,0.0,0.0,0.0,0.0
1754,0.0,0.0,0.0,0.0
1755,0.0,0.0,0.0,0.0
1756,0.0,0.0,0.0,0.0
1757,0.0,0.0,0.0,0.0
1758,0.0,0.0,0.0,0.0
1759,0.0,0.0,0.0,0.0
1760,0.0,0.0,0.0,0.0
1761,0.0,0.0,0.0,0.0
1762,0.0,0.0,0.0,0.0
1763,0.0,0.0,0.0,0.0
1764,0.0,0.0,0.0,0.0
1765,0.0,0.0,0.0,0.0
1766,0.0,0.0,0.0,0.0
1767,0.0,0.0,0.0,0.0
1768,0.0,0.0,0.0,0.0
1769,0.0,0.0,0.0,0.0
1770,0.0,0.0,0.0,0.0
1771,0.0,0.0,0.0,0.0
1772,0.0,0.0,0.0,0.0
1773,0.0,0.0,0.0,0.0
1774,0.0,0.0,0.0,0.0
1775,0.0,0.0,0.0,0.0
1776,0.0,0.0,0.0,0.0
1777,0.0,0.0,0.0,0.0
1778,0.0,0.0,0.0,0.0
1779,0.0,0.0,0.0,0.0
1780,0.0,0.0,0.0,0.0
1781,0.0,0.0,0.0,0.0
1782,0.0,0.0,0.0,0.0
1783,0.0,0.0,0.0,0.0
1784,0.0,0.0,0.0,0.0
1785,0.0,1.6181223979775235e-09,1.6181223979775235e-09,1.6181223979775235e-09
1786,0.0,1.6181223979775235e-09,1.6181223979775235e-09,1.6181223979775235e-09
1787,0.0,1.6181223979775235e-09,1.6181223979775235e-09,1.6181223979775235e-09
1788,0.0,1.6181223979775235e-09,1.6181223979775235e-09,1.6181223979775235e-09
1789,0.0,1.6181223979775235e-09,1.6181223979775235e-09,1.6181223979775235e-09
1790,0.0,1.6181223979775235e-09,1.6181223979775235e-09,1.6181223979775235e-09
1791,0.0,1.6181223979775235e-09,1.6181223979775235e-09,1.6181223979775235e-09
1792,0.0,0.0,0.0,0.0
1793,0.0,0.0,0.0,0.0
1794,0.0,0.0,0.0,0.0
1795,0.0,0.0,0.0,0.0
1796,0.0,0.0,0.0,0.0
1797,0.0,0.0,0.0,0.0
1798,0.0,0.0,0.0,0.0
1799,0.0,0.0,0.0,0.0
1800,0.0,0.0,0.0,0.0
1801,0.0,0.0,0.0,0.0
1802,0.0,0.0,0.0,0.0
1803,0.0,0.0,0.0,0.0
1804,0.0,0.0,0.0,0.0
1805,0.0,0.0,0.0,0.0
1806,0.0,0.0,0.0,0.0
1807,0.0,2.092212276443612e-10,2.092212276443612e-10,2.092212276443612e-10
1808,0.0,2.092212276443612e-10,2.092212276443612e-10,2.092212276443612e-10
1809,0.0,3.901460424568118e-10,3.901460424568118e-10,3.901460424568118e-10
1810,0.0,6.080836945088208e-10,6.080836945088208e-10,6.080836945088208e-10
1811,0.0,6.080836945088208e-10,6.080836945088208e-10,6.080836945088208e-10
1812,0.0,6.080836945088208e-10,6.080836945088208e-10,6.080836945088208e-10
1813,0.0,6.080836945088208e-10,6.080836945088208e-10,6.080836945088208e-10
1814,0.0,3.988624668644596e-10,3.988624668644596e-10,3.988624668644596e-10
1815,0.0,3.988624668644596e-10,3.988624668644596e-10,3.988624668644596e-10
1816,0.0,2.17937652052009e-10,2.17937652052009e-10,2.17937652052009e-10
1817,0.0,0.0,0.0,0.0
1818,0.0,0.0,0.0,0.0
1819,0.0,6.011897646374109e-10,6.011897646374109e-10,6.011897646374109e-10
1820,0.0,7.485867005639437e-10,7.485867005639437e-10,7.485867005639437e-10
1821,0.0,7.485867005639437e-10,7.485867005639437e-10,7.485867005639437e-10
1822,0.0,7.485867005639437e-10,7.485867005639437e-10,7.485867005639437e-10
1823,0.0,1.3104377741665223e-09,1.3104377741665223e-09,1.3104377741665223e-09
1824,0.0,1.3104377741665223e-09,1.3104377741665223e-09,1.3104377741665223e-09
1825,0.0,1.3104377741665223e-09,1.3104377741665223e-09,1.3104377741665223e-09
1826,0.0,7.092480095291112e-10,7.092480095291112e-10,7.092480095291112e-10
1827,0.0,5.618510736025786e-10,5.618510736025786e-10,5.618510736025786e-10
1828,0.0,5.618510736025786e-10,5.618510736025786e-10,5.618510736025786e-10
1829,0.0,6.321253520624737e-10,6.321253520624737e-10,6.321253520624737e-10
1830,0.0,7.027427845989515e-11,7.027427845989515e-11,7.027427845989515e-11
1831,0.0,7.027427845989515e-11,7.027427845989515e-11,7.027427845989515e-11
1832,0.0,7.027427845989515e-11,7.027427845989515e-11,7.027427845989515e-11
1833,0.0,1.5275254077502202e-10,1.5275254077502202e-10,1.5275254077502202e-10
1834,0.0,1.5275254077502202e-10,1.5275254077502202e-10,1.5275254077502202e-10
1835,0.0,1.5275254077502202e-10,1.5275254077502202e-10,1.5275254077502202e-10
1836,0.0,8.247826231512688e-11,8.247826231512688e-11,8.247826231512688e-11
1837,0.0,8.247826231512688e-11,8.247826231512688e-11,8.247826231512688e-11
1838,0.0,8.247826231512688e-11,8.247826231512688e-11,8.247826231512688e-11
1839,0.0,8.247826231512688e-11,8.247826231512688e-11,8.247826231512688e-11
1840,0.0,0.0,0.0,0.0
1841,0.0,0.0,0.0,0.0
1842,0.0,0.0,0.0,0.0
1843,0.0,0.0,0.0,0.0
1844,0.0,0.0,0.0,0.0
1845,0.0,0.0,0.0,0.0
1846,0.0,0.0,0.0,0.0
1847,0.0,0.0,0.0,0.0
1848,0.0,0.0,0.0,0.0
1849,0.0,5.3739536630205616e-11,5.3739536630205616e-11,5.3739536630205616e-11
1850,0.0,1.0120944558624144e-10,1.0120944558624144e-10,1.0120944558624144e-10
1851,0.0,1.9406663577724104e-10,1.9406663577724104e-10,1.9406663577724104e-10
1852,0.0,2.4462820658044393e-10,2.4462820658044393e-10,2.4462820658044393e-10
1853,0.0,2.4462820658044393e-10,2.4462820658044393e-10,2.4462820658044393e-10
1854,0.0,2.4462820658044393e-10,2.4462820658044393e-10,2.4462820658044393e-10
1855,0.0,2.4462820658044393e-10,2.4462820658044393e-10,2.4462820658044393e-10
1856,0.0,1.908886699502383e-10,1.908886699502383e-10,1.908886699502383e-10
1857,0.0,1.915529877573517e-10,1.915529877573517e-10,1.915529877573517e-10
1858,0.0,1.5629931079555855e-10,1.5629931079555855e-10,1.5629931079555855e-10
1859,0.0,1.0573773999235568e-10,1.0573773999235568e-10,1.0573773999235568e-10
1860,0.0,2.887233666434444e-10,2.887233666434444e-10,2.887233666434444e-10
1861,0.0,2.887233666434444e-10,2.887233666434444e-10,2.887233666434444e-10
1862,0.0,2.887233666434444e-10,2.887233666434444e-10,2.887233666434444e-10
1863,0.0,2.887233666434444e-10,2.887233666434444e-10,2.887233666434444e-10
1864,0.0,2.405891398802952e-10,2.405891398802952e-10,2.405891398802952e-10
1865,0.0,1.8298562665108875e-10,1.8298562665108875e-10,1.8298562665108875e-10
1866,0.0,1.8298562665108875e-10,1.8298562665108875e-10,1.8298562665108875e-10
1867,0.0,0.0,0.0,0.0
1868,0.0,8.962339600618715e-11,8.962339600618715e-11,8.962339600618715e-11
1869,0.0,8.962339600618715e-11,8.962339600618715e-11,8.962339600618715e-11
1870,0.0,1.318598563671003e-10,1.318598563671003e-10,1.318598563671003e-10
1871,0.0,1.7243591871845306e-10,1.7243591871845306e-10,1.7243591871845306e-10
1872,0.0,1.7243591871845306e-10,1.7243591871845306e-10,1.7243591871845306e-10
1873,0.0,1.7243591871845306e-10,1.7243591871845306e-10,1.7243591871845306e-10
1874,0.0,1.7243591871845306e-10,1.7243591871845306e-10,1.7243591871845306e-10
1875,0.0,8.28125227122659e-11,8.28125227122659e-11,8.28125227122659e-11
1876,0.0,3.5113642549156054e-10,3.5113642549156054e-10,3.5113642549156054e-10
1877,0.0,3.788033101478508e-10,3.788033101478508e-10,3.788033101478508e-10
1878,0.0,3.3822724779649805e-10,3.3822724779649805e-10,3.3822724779649805e-10
1879,0.0,3.7314106169996006e-10,3.7314106169996006e-10,3.7314106169996006e-10
1880,0.0,4.060277451557935e-10,4.060277451557935e-10,4.060277451557935e-10
1881,0.0,4.060277451557935e-10,4.060277451557935e-10,4.060277451557935e-10
1882,0.0,4.060277451557935e-10,4.060277451557935e-10,4.060277451557935e-10
1883,0.0,1.6982647034678522e-10,1.6982647034678522e-10,1.6982647034678522e-10
1884,0.0,9.992312532958181e-11,9.992312532958181e-11,9.992312532958181e-11
1885,0.0,9.992312532958181e-11,9.992312532958181e-11,9.992312532958181e-11
1886,0.0,6.500931142611982e-11,6.500931142611982e-11,6.500931142611982e-11
1887,0.0,8.739056502258892e-11,8.739056502258892e-11,8.739056502258892e-11
1888,0.0,1.413962498673728e-10,1.413962498673728e-10,1.413962498673728e-10
1889,0.0,1.9373803950006874e-10,1.9373803950006874e-10,1.9373803950006874e-10
1890,0.0,2.3750248593198565e-10,2.3750248593198565e-10,2.3750248593198565e-10
1891,0.0,2.887125895499411e-10,2.887125895499411e-10,2.887125895499411e-10
1892,0.0,3.3365575381947924e-10,3.3365575381947924e-10,3.3365575381947924e-10
1893,0.0,3.56717427422001e-10,3.56717427422001e-10,3.56717427422001e-10
1894,0.0,3.2354126322520216e-10,3.2354126322520216e-10,3.2354126322520216e-10
1895,0.0,3.5422040895698766e-10,3.5422040895698766e-10,3.5422040895698766e-10
1896,0.0,4.3754159224323226e-10,4.3754159224323226e-10,4.3754159224323226e-10
1897,0.0,4.3596153869491465e-10,4.3596153869491465e-10,4.3596153869491465e-10
1898,0.0,4.569041078023821e-10,4.569041078023821e-10,4.569041078023821e-10
1899,1.8213906573448314e-11,5.212443829735339e-10,5.212443829735339e-10,5.212443829735339e-10
1900,1.8213906573448314e-11,5.343239184441018e-10,5.343239184441018e-10,5.343239184441018e-10
1901,1.8213906573448314e-11,5.293688324993693e-10,5.293688324993693e-10,5.293688324993693e-10
1902,1.8213906573448314e-11,5.479937436365339e-10,5.479937436365339e-10,5.479937436365339e-10
1903,1.8213906573448314e-11,5.239047826518675e-10,5.239047826518675e-10,5.239047826518675e-10
1904,1.8213906573448314e-11,5.130127215892597e-10,5.130127215892597e-10,5.130127215892597e-10
1905,1.8213906573448314e-11,4.713537734727221e-10,4.713537734727221e-10,4.713537734727221e-10
1906,0.0,3.931003062745171e-10,3.931003062745171e-10,3.931003062745171e-10
1907,0.0,3.716092711325558e-10,3.716092711325558e-10,3.716092711325558e-10
1908,0.0,3.8192149244751864e-10,3.8192149244751864e-10,3.8192149244751864e-10
1909,0.0,3.888598233097491e-10,3.888598233097491e-10,3.888598233097491e-10
1910,0.0,2.772858113754749e-10,2.772858113754749e-10,2.772858113754749e-10
1911,0.0,2.418267153985505e-10,2.418267153985505e-10,2.418267153985505e-10
1912,0.0,2.545753132108887e-10,2.545753132108887e-10,2.545753132108887e-10
1913,0.0,2.235453409684039e-10,2.235453409684039e-10,2.235453409684039e-10
1914,0.0,2.5274463474492647e-10,2.5274463474492647e-10,2.5274463474492647e-10
1915,0.0,2.571731716471959e-10,2.571731716471959e-10,2.571731716471959e-10
1916,0.0,1.4692509907123152e-10,1.4692509907123152e-10,1.4692509907123152e-10
1917,0.0,2.027880363630885e-10,2.027880363630885e-10,2.027880363630885e-10
1918,0.0,1.8921241161175472e-10,1.8921241161175472e-10,1.8921241161175472e-10
1919,0.0,2.0279307598260387e-10,2.0279307598260387e-10,2.0279307598260387e-10
1920,0.0,2.955996955148318e-10,2.955996955148318e-10,2.955996955148318e-10
1921,0.0,3.9230826920366724e-10,3.9230826920366724e-10,3.9230826920366724e-10
1922,0.0,4.328847082378319e-10,4.328847082378319e-10,4.328847082378319e-10
1923,0.0,5.556519331952257e-10,5.556519331952257e-10,5.556519331952257e-10
1924,0.0,6.9516123809724e-10,6.9516123809724e-10,6.9516123809724e-10
1925,0.0,6.807809990342203e-10,6.807809990342203e-10,6.807809990342203e-10
1926,2.292296313084157e-11,7.156498647655139e-10,7.156498647655139e-10,7.156498647655139e-10
1927,2.292296313084157e-11,8.502270395663711e-10,8.502270395663711e-10,8.502270395663711e-10
1928,2.292296313084157e-11,8.009069439397974e-10,8.009069439397974e-10,8.009069439397974e-10
1929,2.292296313084157e-11,8.295962488397939e-10,8.295962488397939e-10,8.295962488397939e-10
1930,2.292296313084157e-11,7.612838098009738e-10,7.612838098009738e-10,7.612838098009738e-10
1931,2.292296313084157e-11,5.921445774191372e-10,5.921445774191372e-10,5.921445774191372e-10
1932,4.656620922194321e-11,6.63074315692442e-10,6.63074315692442e-10,6.63074315692442e-10
1933,2.3643246091101642e-11,7.103854151749697e-10,7.103854151749697e-10,7.103854151749697e-10
1934,2.3643246091101642e-11,5.504052432079933e-10,5.504052432079933e-10,5.504052432079933e-10
1935,2.3643246091101642e-11,5.036119636393974e-10,5.036119636393974e-10,5.036119636393974e-10
1936,2.3643246091101642e-11,8.002799871200037e-10,8.002799871200037e-10,8.002799871200037e-10
1937,2.3643246091101642e-11,8.131524560837735e-10,8.131524560837735e-10,8.131524560837735e-10
1938,4.5395496885346025e-11,1.0696987065969159e-09,1.0696987065969159e-09,1.0696987065969159e-09
1939,2.175225079424438e-11,1.0734510463057084e-09,1.0734510463057084e-09,1.0734510463057084e-09
1940,2.175225079424438e-11,1.0376211437687237e-09,1.0376211437687237e-09,1.0376211437687237e-09
1941,2.175225079424438e-11,1.1081103772665151e-09,1.1081103772665151e-09,1.1081103772665151e-09
1942,2.175225079424438e-11,1.711274915423238e-09,1.711274915423238e-09,1.711274915423238e-09
1943,2.175225079424438e-11,2.1072367501722464e-09,2.1072367501722464e-09,2.1072367501722464e-09
1944,4.0723573323044244e-11,2.3434506557507007e-09,2.3434506557507007e-09,2.3434506557507007e-09
1945,1.8971322528799864e-11,2.8489870304174556e-09,2.8489870304174556e-09,2.8489870304174556e-09
1946,1.8971322528799864e-11,2.9728822023170463e-09,2.9728822023170463e-09,2.9728822023170463e-09
1947,1.8971322528799864e-11,3.068392857257558e-09,3.068392857257558e-09,3.068392857257558e-09
1948,1.8971322528799864e-11,3.2383000090975754e-09,3.2383000090975754e-09,3.2383000090975754e-09
1949,1.8971322528799864e-11,2.794764752955814e-09,2.794764752955814e-09,2.794764752955814e-09
1950,1.8971322528799864e-11,2.1532714817545137e-09,2.1532714817545137e-09,2.1532714817545137e-09
1951,0.0,1.9324758142908696e-09,1.9324758142908696e-09,1.9324758142908696e-09
1952,0.0,1.2853157268669487e-09,1.2853157268669487e-09,1.2853157268669487e-09
1953,0.0,1.1965631342901263e-09,1.1965631342901263e-09,1.1965631342901263e-09
1954,2.903191179523138e-11,1.0849751652663997e-09,1.0849751652663997e-09,1.0849751652663997e-09
1955,2.903191179523138e-11,3.1252440714700315e-09,3.1252440714700315e-09,3.1252440714700315e-09
1956,2.903191179523138e-11,3.3790823076148715e-09,3.3790823076148715e-09,3.3790823076148715e-09
1957,2.903191179523138e-11,4.131607080269463e-09,4.131607080269463e-09,4.131607080269463e-09
1958,2.903191179523138e-11,4.346406782104342e-09,4.346406782104342e-09,4.346406782104342e-09
1959,2.903191179523138e-11,1.1026790377613845e-08,1.1026790377613845e-08,1.1026790377613845e-08
1960,5.0207633685493496e-11,1.3002774325508528e-08,1.3002774325508528e-08,1.3002774325508528e-08
1961,2.1175721890262114e-11,1.4468947088072274e-08,1.4468947088072274e-08,1.4468947088072274e-08
1962,2.1175721890262114e-11,1.3018632679820793e-08,1.3018632679820793e-08,1.3018632679820793e-08
1963,2.1175721890262114e-11,1.4412741635082073e-08,1.4412741635082073e-08,1.4412741635082073e-08
1964,2.1175721890262114e-11,1.7770766160195095e-08,1.7770766160195095e-08,1.7770766160195095e-08
1965,2.999080349143566e-11,1.991499853915002e-08,1.991499853915002e-08,1.991499853915002e-08
1966,3.878387492114602e-11,1.4535523134335498e-08,1.4535523134335498e-08,1.4535523134335498e-08
1967,1.7608153030883907e-11,1.3493386661979554e-08,1.3493386661979554e-08,1.3493386661979554e-08
1968,2.6464694523133302e-11,1.3879700753806544e-08,1.3879700753806544e-08,1.3879700753806544e-08
1969,2.6464694523133302e-11,1.5980225967889997e-08,1.5980225967889997e-08,1.5980225967889997e-08
1970,5.277322130879471e-11,1.635566012784092e-08,1.635566012784092e-08,1.635566012784092e-08
1971,1.7808583080425322e-10,1.4625935954423345e-08,1.4625935954423345e-08,1.4625935954423345e-08
1972,1.866616395182089e-10,1.3436302419884377e-08,1.3436302419884377e-08,1.3436302419884377e-08
1973,1.9437676171011172e-10,1.3537754726757254e-08,1.3537754726757254e-08,1.3537754726757254e-08
1974,1.9437676171011172e-10,1.4229500752297294e-08,1.4229500752297294e-08,1.4229500752297294e-08
1975,1.9362972039241707e-10,1.3376591136347673e-08,1.3376591136347673e-08,1.3376591136347673e-08
1976,2.0970258267955748e-10,1.084442443780428e-08,1.084442443780428e-08,1.084442443780428e-08
1977,1.9142046677903376e-10,9.716587439407526e-09,9.716587439407526e-09,9.716587439407526e-09
1978,1.2322735688994968e-10,8.072914749389172e-09,8.072914749389172e-09,8.072914749389172e-09
1979,1.3021956925461454e-10,1.2949057159872268e-08,1.2949057159872268e-08,1.2949057159872268e-08
1980,1.37221858875769e-10,1.2675107154334699e-08,1.2675107154334699e-08,1.2675107154334699e-08
1981,2.0589004905741907e-10,1.2290163394926675e-08,1.2290163394926675e-08,1.2290163394926675e-08
1982,2.2001503297801912e-10,1.2367095125753735e-08,1.2367095125753735e-08,1.2367095125753735e-08
1983,2.409546986540231e-10,1.3114993091534188e-08,1.3114993091534188e-08,1.3114993091534188e-08
1984,2.77031849841133e-10,1.338258513529565e-08,1.338258513529565e-08,1.338258513529565e-08
1985,2.633168009033174e-10,1.3339539695067515e-08,1.3339539695067515e-08,1.3339539695067515e-08
