ngram,Allianz,Alianz,Alianz,Alianz
1645,0.0,0.0,0.0,0.0
1646,0.0,0.0,0.0,0.0
1647,0.0,0.0,0.0,0.0
1648,0.0,0.0,0.0,0.0
1649,0.0,0.0,0.0,0.0
1650,0.0,0.0,0.0,0.0
1651,0.0,0.0,0.0,0.0
1652,0.0,0.0,0.0,0.0
1653,0.0,0.0,0.0,0.0
1654,0.0,0.0,0.0,0.0
1655,5.81030446612983e-08,0.0,0.0,0.0
1656,5.81030446612983e-08,0.0,0.0,0.0
1657,5.81030446612983e-08,0.0,0.0,0.0
1658,5.81030446612983e-08,0.0,0.0,0.0
1659,5.81030446612983e-08,0.0,0.0,0.0
1660,5.81030446612983e-08,0.0,0.0,0.0
1661,5.81030446612983e-08,0.0,0.0,0.0
1662,0.0,0.0,0.0,0.0
1663,0.0,0.0,0.0,0.0
1664,0.0,0.0,0.0,0.0
1665,0.0,0.0,0.0,0.0
1666,0.0,0.0,0.0,0.0
1667,0.0,0.0,0.0,0.0
1668,0.0,0.0,0.0,0.0
1669,0.0,0.0,0.0,0.0
1670,0.0,0.0,0.0,0.0
1671,0.0,0.0,0.0,0.0
1672,0.0,0.0,0.0,0.0
1673,0.0,0.0,0.0,0.0
1674,0.0,0.0,0.0,0.0
1675,0.0,0.0,0.0,0.0
1676,0.0,0.0,0.0,0.0
1677,0.0,0.0,0.0,0.0
1678,0.0,0.0,0.0,0.0
1679,0.0,0.0,0.0,0.0
1680,0.0,0.0,0.0,0.0
1681,0.0,0.0,0.0,0.0
1682,0.0,0.0,0.0,0.0
1683,0.0,0.0,0.0,0.0
1684,0.0,0.0,0.0,0.0
1685,0.0,0.0,0.0,0.0
1686,0.0,0.0,0.0,0.0
1687,0.0,0.0,0.0,0.0
1688,0.0,0.0,0.0,0.0
1689,0.0,0.0,0.0,0.0
1690,0.0,0.0,0.0,0.0
1691,0.0,0.0,0.0,0.0
1692,0.0,0.0,0.0,0.0
1693,0.0,0.0,0.0,0.0
1694,0.0,0.0,0.0,0.0
1695,0.0,0.0,0.0,0.0
1696,0.0,0.0,0.0,0.0
1697,0.0,0.0,0.0,0.0
1698,0.0,0.0,0.0,0.0
1699,0.0,0.0,0.0,0.0
1700,0.0,0.0,0.0,0.0
1701,0.0,0.0,0.0,0.0
1702,0.0,0.0,0.0,0.0
1703,0.0,0.0,0.0,0.0
1704,0.0,0.0,0.0,0.0
1705,0.0,0.0,0.0,0.0
1706,0.0,0.0,0.0,0.0
1707,0.0,0.0,0.0,0.0
1708,0.0,0.0,0.0,0.0
1709,0.0,0.0,0.0,0.0
1710,0.0,0.0,0.0,0.0
1711,0.0,0.0,0.0,0.0
1712,0.0,0.0,0.0,0.0
1713,0.0,0.0,0.0,0.0
1714,0.0,0.0,0.0,0.0
1715,0.0,0.0,0.0,0.0
1716,0.0,0.0,0.0,0.0
1717,0.0,0.0,0.0,0.0
1718,0.0,0.0,0.0,0.0
1719,0.0,0.0,0.0,0.0
1720,0.0,0.0,0.0,0.0
1721,0.0,0.0,0.0,0.0
1722,0.0,0.0,0.0,0.0
1723,0.0,0.0,0.0,0.0
1724,0.0,0.0,0.0,0.0
1725,0.0,0.0,0.0,0.0
1726,0.0,0.0,0.0,0.0
1727,0.0,0.0,0.0,0.0
1728,0.0,0.0,0.0,0.0
1729,0.0,0.0,0.0,0.0
1730,0.0,0.0,0.0,0.0
1731,0.0,0.0,0.0,0.0
1732,0.0,0.0,0.0,0.0
1733,0.0,0.0,0.0,0.0
1734,0.0,0.0,0.0,0.0
1735,0.0,0.0,0.0,0.0
1736,0.0,0.0,0.0,0.0
1737,0.0,0.0,0.0,0.0
1738,0.0,0.0,0.0,0.0
1739,0.0,0.0,0.0,0.0
1740,0.0,0.0,0.0,0.0
1741,0.0,0.0,0.0,0.0
1742,0.0,0.0,0.0,0.0
1743,0.0,0.0,0.0,0.0
1744,0.0,0.0,0.0,0.0
1745,0.0,0.0,0.0,0.0
1746,0.0,0.0,0.0,0.0
1747,0.0,0.0,0.0,0.0
1748,0.0,0.0,0.0,0.0
1749,0.0,0.0,0.0,0.0
1750,0.0,0.0,0.0,0.0
1751,0.0,0.0,0.0,0.0
1752,0.0,0.0,0.0,0.0
1753,0.0,0.0,0.0,0.0
1754,0.0,0.0,0.0,0.0
1755,0.0,0.0,0.0,0.0
1756,0.0,0.0,0.0,0.0
1757,0.0,0.0,0.0,0.0
1758,0.0,0.0,0.0,0.0
1759,0.0,0.0,0.0,0.0
1760,0.0,0.0,0.0,0.0
1761,0.0,0.0,0.0,0.0
1762,0.0,0.0,0.0,0.0
1763,0.0,0.0,0.0,0.0
1764,0.0,0.0,0.0,0.0
1765,0.0,0.0,0.0,0.0
1766,0.0,0.0,0.0,0.0
1767,0.0,0.0,0.0,0.0
1768,0.0,0.0,0.0,0.0
1769,0.0,0.0,0.0,0.0
1770,0.0,0.0,0.0,0.0
1771,0.0,0.0,0.0,0.0
1772,0.0,0.0,0.0,0.0
1773,0.0,0.0,0.0,0.0
1774,0.0,0.0,0.0,0.0
1775,0.0,0.0,0.0,0.0
1776,0.0,0.0,0.0,0.0
1777,0.0,0.0,0.0,0.0
1778,0.0,0.0,0.0,0.0
1779,0.0,0.0,0.0,0.0
1780,0.0,0.0,0.0,0.0
1781,0.0,0.0,0.0,0.0
1782,0.0,0.0,0.0,0.0
1783,0.0,0.0,0.0,0.0
1784,0.0,0.0,0.0,0.0
1785,0.0,0.0,0.0,0.0
1786,0.0,0.0,0.0,0.0
1787,0.0,0.0,0.0,0.0
1788,0.0,0.0,0.0,0.0
1789,0.0,0.0,0.0,0.0
1790,0.0,0.0,0.0,0.0
1791,0.0,0.0,0.0,0.0
1792,0.0,0.0,0.0,0.0
1793,9.860221210950775e-10,0.0,0.0,0.0
1794,9.860221210950775e-10,0.0,0.0,0.0
1795,9.860221210950775e-10,0.0,0.0,0.0
1796,9.860221210950775e-10,0.0,0.0,0.0
1797,9.860221210950775e-10,0.0,0.0,0.0
1798,9.860221210950775e-10,0.0,0.0,0.0
1799,9.860221210950775e-10,0.0,0.0,0.0
1800,0.0,0.0,0.0,0.0
1801,0.0,0.0,0.0,0.0
1802,0.0,0.0,0.0,0.0
1803,0.0,0.0,0.0,0.0
1804,0.0,0.0,0.0,0.0
1805,0.0,0.0,0.0,0.0
1806,0.0,0.0,0.0,0.0
1807,0.0,0.0,0.0,0.0
1808,0.0,0.0,0.0,0.0
1809,0.0,0.0,0.0,0.0
1810,2.17937652052009e-10,0.0,0.0,0.0
1811,2.17937652052009e-10,0.0,0.0,0.0
1812,2.17937652052009e-10,0.0,0.0,0.0
1813,2.17937652052009e-10,0.0,0.0,0.0
1814,2.17937652052009e-10,0.0,0.0,0.0
1815,2.17937652052009e-10,0.0,0.0,0.0
1816,2.17937652052009e-10,0.0,0.0,0.0
1817,0.0,0.0,0.0,0.0
1818,0.0,0.0,0.0,0.0
1819,0.0,0.0,0.0,0.0
1820,0.0,0.0,0.0,0.0
1821,0.0,0.0,0.0,0.0
1822,0.0,0.0,0.0,0.0
1823,0.0,0.0,0.0,0.0
1824,0.0,0.0,0.0,0.0
1825,0.0,0.0,0.0,0.0
1826,0.0,0.0,0.0,0.0
1827,0.0,0.0,0.0,0.0
1828,0.0,0.0,0.0,0.0
1829,0.0,0.0,0.0,0.0
1830,0.0,0.0,0.0,0.0
1831,0.0,0.0,0.0,0.0
1832,0.0,0.0,0.0,0.0
1833,5.773478203455592e-10,0.0,0.0,0.0
1834,5.773478203455592e-10,0.0,0.0,0.0
1835,5.773478203455592e-10,0.0,0.0,0.0
1836,8.775925383222979e-10,0.0,0.0,0.0
1837,8.775925383222979e-10,0.0,0.0,0.0
1838,8.775925383222979e-10,0.0,0.0,0.0
1839,8.775925383222979e-10,0.0,0.0,0.0
1840,3.002447179767387e-10,0.0,0.0,0.0
1841,5.801551620062842e-10,0.0,0.0,0.0
1842,5.801551620062842e-10,0.0,0.0,0.0
1843,3.4548497396258426e-10,0.0,0.0,0.0
1844,3.4548497396258426e-10,0.0,0.0,0.0
1845,3.4548497396258426e-10,0.0,0.0,0.0
1846,3.4548497396258426e-10,0.0,0.0,0.0
1847,3.4548497396258426e-10,0.0,0.0,0.0
1848,6.557452993303871e-11,0.0,0.0,0.0
1849,6.557452993303871e-11,0.0,0.0,0.0
1850,0.0,0.0,0.0,0.0
1851,1.8571438038199924e-10,0.0,0.0,0.0
1852,1.8571438038199924e-10,0.0,0.0,0.0
1853,3.304924112157437e-10,0.0,0.0,0.0
1854,5.324998537353004e-10,0.0,0.0,0.0
1855,6.375033516954026e-10,0.0,0.0,0.0
1856,6.872021562909225e-10,0.0,0.0,0.0
1857,6.872021562909225e-10,0.0,0.0,0.0
1858,5.014877759089233e-10,0.0,0.0,0.0
1859,6.233465529462531e-10,0.0,0.0,0.0
1860,5.395637309962049e-10,0.0,0.0,0.0
1861,3.940429688891507e-10,0.0,0.0,0.0
1862,2.890394709290486e-10,0.0,0.0,0.0
1863,2.393406663335286e-10,0.0,0.0,0.0
1864,2.393406663335286e-10,0.0,0.0,0.0
1865,3.720203193121766e-10,0.0,0.0,0.0
1866,7.367973532877516e-10,0.0,0.0,0.0
1867,6.758021444040554e-10,0.0,0.0,0.0
1868,7.537505619659157e-10,0.0,0.0,0.0
1869,9.912658709738358e-10,0.0,0.0,0.0
1870,1.1179752520565751e-09,0.0,0.0,0.0
1871,1.1179752520565751e-09,0.0,0.0,0.0
1872,1.0262473093547442e-09,0.0,0.0,0.0
1873,8.126727544878674e-10,0.0,0.0,0.0
1874,1.4485241894846013e-09,0.0,0.0,0.0
1875,1.91581455461736e-09,0.0,0.0,0.0
1876,2.176615046930611e-09,0.0,0.0,0.0
1877,3.2732142314045073e-09,0.0,0.0,0.0
1878,3.5997824641777397e-09,0.0,0.0,0.0
1879,3.873055082997163e-09,0.0,0.0,0.0
1880,3.731540560674469e-09,0.0,0.0,0.0
1881,3.285082705861697e-09,0.0,0.0,0.0
1882,2.7805859757558592e-09,0.0,0.0,0.0
1883,3.0532132298612323e-09,0.0,0.0,0.0
1884,1.8299046643045968e-09,0.0,0.0,0.0
1885,1.5323597093600379e-09,0.0,0.0,0.0
1886,1.2457239961793931e-09,0.0,0.0,0.0
1887,1.307615036091495e-09,0.0,0.0,0.0
1888,1.6852811249698112e-09,0.0,0.0,0.0
1889,1.9544449273275635e-09,0.0,0.0,0.0
1890,1.3605717068860506e-09,0.0,0.0,0.0
1891,1.770252535829694e-09,0.0,0.0,0.0
1892,3.5838990208076585e-09,0.0,0.0,0.0
1893,3.856112175602635e-09,2.3061673602521792e-11,2.3061673602521792e-11,2.3061673602521792e-11
1894,4.303335830537134e-09,2.3061673602521792e-11,2.3061673602521792e-11,2.3061673602521792e-11
1895,4.6466381060333055e-09,2.3061673602521792e-11,2.3061673602521792e-11,2.3061673602521792e-11
1896,4.958560498710288e-09,2.3061673602521792e-11,2.3061673602521792e-11,2.3061673602521792e-11
1897,5.4316771080920034e-09,2.3061673602521792e-11,2.3061673602521792e-11,2.3061673602521792e-11
1898,6.4470115595278395e-09,2.3061673602521792e-11,2.3061673602521792e-11,2.3061673602521792e-11
1899,5.678962316275309e-09,2.3061673602521792e-11,2.3061673602521792e-11,2.3061673602521792e-11
1900,6.354973182607994e-09,0.0,0.0,0.0
1901,6.6739662050809196e-09,0.0,0.0,0.0
1902,6.400681001090496e-09,1.721829028562232e-11,1.721829028562232e-11,1.721829028562232e-11
1903,6.854045331294856e-09,1.721829028562232e-11,1.721829028562232e-11,1.721829028562232e-11
1904,8.058746432076142e-09,1.721829028562232e-11,1.721829028562232e-11,1.721829028562232e-11
1905,7.746752065226507e-09,1.721829028562232e-11,1.721829028562232e-11,1.721829028562232e-11
1906,8.533929880221486e-09,1.721829028562232e-11,1.721829028562232e-11,1.721829028562232e-11
1907,8.861982703223248e-09,1.721829028562232e-11,1.721829028562232e-11,1.721829028562232e-11
1908,9.35712034839347e-09,1.721829028562232e-11,1.721829028562232e-11,1.721829028562232e-11
1909,1.1076596148232705e-08,1.2402908065668938e-10,1.2402908065668938e-10,1.2402908065668938e-10
1910,1.210741767161088e-08,1.2402908065668938e-10,1.2402908065668938e-10,1.2402908065668938e-10
1911,1.3551321969324753e-08,1.2402908065668938e-10,1.2402908065668938e-10,1.2402908065668938e-10
1912,1.5277880294206625e-08,1.2402908065668938e-10,1.2402908065668938e-10,1.2402908065668938e-10
1913,1.727652002411365e-08,1.383269996562448e-10,1.383269996562448e-10,1.383269996562448e-10
1914,1.952446153958525e-08,1.383269996562448e-10,1.383269996562448e-10,1.383269996562448e-10
1915,2.189496279519127e-08,4.730401774653638e-10,4.730401774653638e-10,4.730401774653638e-10
1916,2.2488575319406275e-08,4.242704114619324e-10,4.242704114619324e-10,4.242704114619324e-10
1917,2.2337140264434245e-08,4.242704114619324e-10,4.242704114619324e-10,4.242704114619324e-10
1918,2.0160007123999028e-08,4.242704114619324e-10,4.242704114619324e-10,4.242704114619324e-10
1919,1.966437615915798e-08,4.3847615815995056e-10,4.3847615815995056e-10,4.3847615815995056e-10
1920,1.7126432462686936e-08,4.2417823916039513e-10,4.2417823916039513e-10,4.2417823916039513e-10
1921,1.4136857652756265e-08,4.2417823916039513e-10,4.2417823916039513e-10,4.2417823916039513e-10
1922,1.2364424404966355e-08,1.6191894551344432e-10,1.6191894551344432e-10,1.6191894551344432e-10
1923,1.1108446987658941e-08,1.1121307545515689e-10,1.1121307545515689e-10,1.1121307545515689e-10
1924,1.278503233440428e-08,1.1121307545515689e-10,1.1121307545515689e-10,1.1121307545515689e-10
1925,1.4285963523263945e-08,1.1121307545515689e-10,1.1121307545515689e-10,1.1121307545515689e-10
1926,1.5953533732166695e-08,9.700732875713872e-11,9.700732875713872e-11,9.700732875713872e-11
1927,1.7177737708453022e-08,9.700732875713872e-11,9.700732875713872e-11,9.700732875713872e-11
1928,2.0447499312784397e-08,9.700732875713872e-11,9.700732875713872e-11,9.700732875713872e-11
1929,2.319894092701296e-08,2.4553444594970538e-11,2.4553444594970538e-11,2.4553444594970538e-11
1930,2.403690072380219e-08,0.0,0.0,0.0
1931,2.2736453481846704e-08,0.0,0.0,0.0
1932,2.1816177309119666e-08,2.3643246091101642e-11,2.3643246091101642e-11,2.3643246091101642e-11
1933,2.0005538812841095e-08,2.3643246091101642e-11,2.3643246091101642e-11,2.3643246091101642e-11
1934,1.8964188061180006e-08,2.3643246091101642e-11,2.3643246091101642e-11,2.3643246091101642e-11
1935,1.65322012587613e-08,2.3643246091101642e-11,2.3643246091101642e-11,2.3643246091101642e-11
1936,1.3905392519981369e-08,2.3643246091101642e-11,2.3643246091101642e-11,2.3643246091101642e-11
1937,1.42907591791998e-08,2.3643246091101642e-11,2.3643246091101642e-11,2.3643246091101642e-11
1938,2.3910797786186322e-08,2.3643246091101642e-11,2.3643246091101642e-11,2.3643246091101642e-11
1939,2.360254950214572e-08,0.0,0.0,0.0
1940,2.305243830745342e-08,0.0,0.0,0.0
1941,2.3146647773078906e-08,0.0,0.0,0.0
1942,3.1062249915083025e-08,0.0,0.0,0.0
1943,3.034358301131793e-08,0.0,0.0,0.0
1944,3.0423537847720384e-08,0.0,0.0,0.0
1945,2.0293237439667726e-08,0.0,0.0,0.0
1946,2.0736011511043476e-08,0.0,0.0,0.0
1947,2.272777737439518e-08,4.967092610235519e-11,4.967092610235519e-11,4.967092610235519e-11
1948,2.323152032650861e-08,8.387092607721667e-11,8.387092607721667e-11,8.387092607721667e-11
1949,1.5327422632692234e-08,8.387092607721667e-11,8.387092607721667e-11,8.387092607721667e-11
1950,1.4900715074515704e-08,1.0079090141866333e-10,1.0079090141866333e-10,1.0079090141866333e-10
1951,1.3028584814175507e-08,1.5043819563092294e-10,1.5043819563092294e-10,1.5043819563092294e-10
1952,1.2422042696057036e-08,1.5043819563092294e-10,1.5043819563092294e-10,1.5043819563092294e-10
1953,1.2216883758599449e-08,1.5043819563092294e-10,1.5043819563092294e-10,1.5043819563092294e-10
1954,1.0940449815929502e-08,1.0076726952856774e-10,1.0076726952856774e-10,1.0076726952856774e-10
1955,1.0619942766457565e-08,6.656726955370625e-11,6.656726955370625e-11,6.656726955370625e-11
1956,1.0555231863155053e-08,9.350328051509799e-11,9.350328051509799e-11,9.350328051509799e-11
1957,1.2237526928312751e-08,7.658330517365134e-11,7.658330517365134e-11,7.658330517365134e-11
1958,1.2468994344975011e-08,2.693601096139174e-11,2.693601096139174e-11,2.693601096139174e-11
1959,1.3163739812479695e-08,2.693601096139174e-11,2.693601096139174e-11,2.693601096139174e-11
1960,1.290848114113682e-08,3.7523871906522797e-11,3.7523871906522797e-11,3.7523871906522797e-11
1961,1.2253226877589896e-08,4.8779440804074574e-11,4.8779440804074574e-11,4.8779440804074574e-11
1962,1.17048463619897e-08,4.8779440804074574e-11,4.8779440804074574e-11,4.8779440804074574e-11
1963,1.2556702090803031e-08,3.1747286347424566e-11,3.1747286347424566e-11,3.1747286347424566e-11
1964,1.210860262850539e-08,4.074059641233165e-11,4.074059641233165e-11,4.074059641233165e-11
1965,1.2514812805112082e-08,4.95556780135052e-11,4.95556780135052e-11,4.95556780135052e-11
1966,1.1974144977143299e-08,4.95556780135052e-11,4.95556780135052e-11,4.95556780135052e-11
1967,1.3189214038383007e-08,5.665717498334491e-11,5.665717498334491e-11,5.665717498334491e-11
1968,1.3719072481218778e-08,6.311468907029192e-11,6.311468907029192e-11,6.311468907029192e-11
1969,1.594973791136616e-08,6.311468907029192e-11,6.311468907029192e-11,6.311468907029192e-11
1970,1.678533185461057e-08,6.1980341494104e-11,6.1980341494104e-11,6.1980341494104e-11
1971,1.8627481144863267e-08,7.983973403037834e-11,7.983973403037834e-11,7.983973403037834e-11
1972,2.1873041029201497e-08,7.97200975867694e-11,7.97200975867694e-11,7.97200975867694e-11
1973,2.5755947723788656e-08,7.97200975867694e-11,7.97200975867694e-11,7.97200975867694e-11
1974,2.9381001758516893e-08,1.027682562065075e-10,1.027682562065075e-10,1.027682562065075e-10
1975,3.2273610323889964e-08,8.505517322200871e-11,8.505517322200871e-11,8.505517322200871e-11
1976,3.403221273044567e-08,8.505517322200871e-11,8.505517322200871e-11,8.505517322200871e-11
1977,3.4553662534416874e-08,7.62856642934549e-11,7.62856642934549e-11,7.62856642934549e-11
1978,3.59776305255569e-08,6.575281886427625e-11,6.575281886427625e-11,6.575281886427625e-11
1979,3.708108563062394e-08,5.705737370671165e-11,5.705737370671165e-11,5.705737370671165e-11
1980,4.004155432621051e-08,8.056785694947927e-11,8.056785694947927e-11,8.056785694947927e-11
1981,4.0295078511982345e-08,7.797933231674342e-11,7.797933231674342e-11,7.797933231674342e-11
1982,4.059439108670761e-08,1.0021381641189819e-10,1.0021381641189819e-10,1.0021381641189819e-10
1983,4.2262443449609625e-08,1.0761632210365413e-10,1.0761632210365413e-10,1.0761632210365413e-10
1984,4.68879538370207e-08,1.296681031397779e-10,1.296681031397779e-10,1.296681031397779e-10
1985,5.29155746521935e-08,1.2781639586020458e-10,1.2781639586020458e-10,1.2781639586020458e-10
1986,5.653078919262303e-08,1.623591692637546e-10,1.623591692637546e-10,1.623591692637546e-10
1987,6.49615431923069e-08,1.7897349029381638e-10,1.7897349029381638e-10,1.7897349029381638e-10
1988,7.238201910857762e-08,1.893443690527606e-10,1.893443690527606e-10,1.893443690527606e-10
1989,8.428453668329894e-08,2.0702195463858811e-10,2.0702195463858811e-10,2.0702195463858811e-10
1990,9.279817143286501e-08,2.661940677804532e-10,2.661940677804532e-10,2.661940677804532e-10
1991,1.0573715972636169e-07,3.032657032244122e-10,3.032657032244122e-10,3.032657032244122e-10
1992,1.1206802546277167e-07,3.333339755012028e-10,3.333339755012028e-10,3.333339755012028e-10
1993,1.248017988635703e-07,3.2455663950032536e-10,3.2455663950032536e-10,3.2455663950032536e-10
1994,1.2662410548663112e-07,3.364568742661841e-10,3.364568742661841e-10,3.364568742661841e-10
1995,1.37822213324463e-07,3.1987266010550085e-10,3.1987266010550085e-10,3.1987266010550085e-10
1996,1.5265898107535187e-07,3.492830191742513e-10,3.492830191742513e-10,3.492830191742513e-10
1997,1.708886238865099e-07,4.0926393623281447e-10,4.0926393623281447e-10,4.0926393623281447e-10
1998,1.9402049896858182e-07,4.021406065289414e-10,4.021406065289414e-10,4.021406065289414e-10
1999,2.160934684525273e-07,4.2810635988591427e-10,4.2810635988591427e-10,4.2810635988591427e-10
2000,2.23769309367786e-07,5.009970771574501e-10,5.009970771574501e-10,5.009970771574501e-10
2001,2.3163647508031966e-07,5.250329893069505e-10,5.250329893069505e-10,5.250329893069505e-10
2002,2.3499578917705678e-07,5.092029942540702e-10,5.092029942540702e-10,5.092029942540702e-10
2003,2.2807295912181352e-07,5.533595853360726e-10,5.533595853360726e-10,5.533595853360726e-10
2004,2.2987984087714202e-07,5.327815143428363e-10,5.327815143428363e-10,5.327815143428363e-10
2005,2.1675103718215333e-07,5.254987685078736e-10,5.254987685078736e-10,5.254987685078736e-10
2006,2.0313759867869002e-07,4.858760269121909e-10,4.858760269121909e-10,4.858760269121909e-10
2007,1.8816833602386396e-07,4.247900017850803e-10,4.247900017850803e-10,4.247900017850803e-10
2008,1.765159132511534e-07,3.804755290588118e-10,3.804755290588118e-10,3.804755290588118e-10
2009,1.6202410283280448e-07,4.1000533920357695e-10,4.1000533920357695e-10,4.1000533920357695e-10
2010,1.498550200754575e-07,3.29277488212273e-10,3.29277488212273e-10,3.29277488212273e-10
2011,1.274118395550821e-07,2.6972399512294384e-10,2.6972399512294384e-10,2.6972399512294384e-10
2012,1.267844952833132e-07,2.8374508893274404e-10,2.8374508893274404e-10,2.8374508893274404e-10
2013,1.2249096162772082e-07,3.063758829968677e-10,3.063758829968677e-10,3.063758829968677e-10
2014,1.2215203477288534e-07,3.31154752429365e-10,3.31154752429365e-10,3.31154752429365e-10
2015,1.2091159667144374e-07,3.6457632746067503e-10,3.6457632746067503e-10,3.6457632746067503e-10
2016,1.2153771170427978e-07,3.6275025642026494e-10,3.6275025642026494e-10,3.6275025642026494e-10
2017,1.2653399868630308e-07,3.84998935509806e-10,3.84998935509806e-10,3.84998935509806e-10
2018,1.336426024067805e-07,3.9700516207830107e-10,3.9700516207830107e-10,3.9700516207830107e-10
