ngram,PayPal,PayPal
1693,0.0,0.0
1694,0.0,0.0
1695,0.0,0.0
1696,0.0,0.0
1697,0.0,0.0
1698,0.0,0.0
1699,0.0,0.0
1700,0.0,0.0
1701,0.0,0.0
1702,0.0,0.0
1703,0.0,0.0
1704,0.0,0.0
1705,0.0,0.0
1706,0.0,0.0
1707,0.0,0.0
1708,0.0,0.0
1709,0.0,0.0
1710,0.0,0.0
1711,0.0,0.0
1712,0.0,0.0
1713,0.0,0.0
1714,0.0,0.0
1715,0.0,0.0
1716,0.0,0.0
1717,0.0,0.0
1718,0.0,0.0
1719,0.0,0.0
1720,0.0,0.0
1721,0.0,0.0
1722,0.0,0.0
1723,0.0,0.0
1724,0.0,0.0
1725,0.0,0.0
1726,0.0,0.0
1727,0.0,0.0
1728,0.0,0.0
1729,0.0,0.0
1730,0.0,0.0
1731,0.0,0.0
1732,0.0,0.0
1733,0.0,0.0
1734,0.0,0.0
1735,0.0,0.0
1736,0.0,0.0
1737,0.0,0.0
1738,0.0,0.0
1739,0.0,0.0
1740,0.0,0.0
1741,0.0,0.0
1742,0.0,0.0
1743,0.0,0.0
1744,0.0,0.0
1745,0.0,0.0
1746,0.0,0.0
1747,0.0,0.0
1748,0.0,0.0
1749,0.0,0.0
1750,0.0,0.0
1751,0.0,0.0
1752,0.0,0.0
1753,0.0,0.0
1754,0.0,0.0
1755,0.0,0.0
1756,0.0,0.0
1757,0.0,0.0
1758,0.0,0.0
1759,0.0,0.0
1760,0.0,0.0
1761,0.0,0.0
1762,0.0,0.0
1763,0.0,0.0
1764,0.0,0.0
1765,0.0,0.0
1766,0.0,0.0
1767,0.0,0.0
1768,0.0,0.0
1769,0.0,0.0
1770,0.0,0.0
1771,0.0,0.0
1772,0.0,0.0
1773,0.0,0.0
1774,0.0,0.0
1775,0.0,0.0
1776,0.0,0.0
1777,0.0,0.0
1778,0.0,0.0
1779,0.0,0.0
1780,0.0,0.0
1781,0.0,0.0
1782,0.0,0.0
1783,0.0,0.0
1784,0.0,0.0
1785,0.0,0.0
1786,0.0,0.0
1787,0.0,0.0
1788,0.0,0.0
1789,0.0,0.0
1790,0.0,0.0
1791,0.0,0.0
1792,0.0,0.0
1793,0.0,0.0
1794,0.0,0.0
1795,0.0,0.0
1796,0.0,0.0
1797,0.0,0.0
1798,0.0,0.0
1799,0.0,0.0
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,0.0
1818,0.0,0.0
1819,0.0,0.0
1820,0.0,0.0
1821,0.0,0.0
1822,0.0,0.0
1823,0.0,0.0
1824,0.0,0.0
1825,0.0,0.0
1826,0.0,0.0
1827,0.0,0.0
1828,0.0,0.0
1829,0.0,0.0
1830,0.0,0.0
1831,0.0,0.0
1832,0.0,0.0
1833,0.0,0.0
1834,0.0,0.0
1835,0.0,0.0
1836,0.0,0.0
1837,0.0,0.0
1838,0.0,0.0
1839,0.0,0.0
1840,0.0,0.0
1841,0.0,0.0
1842,0.0,0.0
1843,0.0,0.0
1844,0.0,0.0
1845,0.0,0.0
1846,0.0,0.0
1847,0.0,0.0
1848,0.0,0.0
1849,0.0,0.0
1850,0.0,0.0
1851,0.0,0.0
1852,0.0,0.0
1853,0.0,0.0
1854,0.0,0.0
1855,5.250174898005103e-11,5.250174898005103e-11
1856,5.250174898005103e-11,5.250174898005103e-11
1857,5.250174898005103e-11,5.250174898005103e-11
1858,5.250174898005103e-11,5.250174898005103e-11
1859,5.250174898005103e-11,5.250174898005103e-11
1860,5.250174898005103e-11,5.250174898005103e-11
1861,5.250174898005103e-11,5.250174898005103e-11
1862,0.0,0.0
1863,0.0,0.0
1864,0.0,0.0
1865,0.0,0.0
1866,0.0,0.0
1867,0.0,0.0
1868,0.0,0.0
1869,0.0,0.0
1870,0.0,0.0
1871,0.0,0.0
1872,0.0,0.0
1873,0.0,0.0
1874,0.0,0.0
1875,0.0,0.0
1876,0.0,0.0
1877,0.0,0.0
1878,0.0,0.0
1879,0.0,0.0
1880,0.0,0.0
1881,0.0,0.0
1882,3.240957898878857e-11,3.240957898878857e-11
1883,3.240957898878857e-11,3.240957898878857e-11
1884,3.240957898878857e-11,3.240957898878857e-11
1885,3.240957898878857e-11,3.240957898878857e-11
1886,3.240957898878857e-11,3.240957898878857e-11
1887,3.240957898878857e-11,3.240957898878857e-11
1888,3.240957898878857e-11,3.240957898878857e-11
1889,0.0,0.0
1890,0.0,0.0
1891,0.0,0.0
1892,0.0,0.0
1893,0.0,0.0
1894,0.0,0.0
1895,0.0,0.0
1896,0.0,0.0
1897,7.430702085388572e-11,7.430702085388572e-11
1898,7.430702085388572e-11,7.430702085388572e-11
1899,7.430702085388572e-11,7.430702085388572e-11
1900,7.430702085388572e-11,7.430702085388572e-11
1901,7.430702085388572e-11,7.430702085388572e-11
1902,7.430702085388572e-11,7.430702085388572e-11
1903,7.430702085388572e-11,7.430702085388572e-11
1904,0.0,0.0
1905,0.0,0.0
1906,0.0,0.0
1907,0.0,0.0
1908,0.0,0.0
1909,0.0,0.0
1910,0.0,0.0
1911,0.0,0.0
1912,0.0,0.0
1913,1.4297918999555443e-11,1.4297918999555443e-11
1914,1.4297918999555443e-11,1.4297918999555443e-11
1915,1.4297918999555443e-11,1.4297918999555443e-11
1916,1.4297918999555443e-11,1.4297918999555443e-11
1917,1.4297918999555443e-11,1.4297918999555443e-11
1918,1.4297918999555443e-11,1.4297918999555443e-11
1919,1.4297918999555443e-11,1.4297918999555443e-11
1920,0.0,0.0
1921,0.0,0.0
1922,2.4151296042416804e-11,2.4151296042416804e-11
1923,2.4151296042416804e-11,2.4151296042416804e-11
1924,2.4151296042416804e-11,2.4151296042416804e-11
1925,2.4151296042416804e-11,2.4151296042416804e-11
1926,2.4151296042416804e-11,2.4151296042416804e-11
1927,2.4151296042416804e-11,2.4151296042416804e-11
1928,4.696078248489499e-11,4.696078248489499e-11
1929,2.2809486442478187e-11,2.2809486442478187e-11
1930,2.2809486442478187e-11,2.2809486442478187e-11
1931,2.2809486442478187e-11,2.2809486442478187e-11
1932,2.2809486442478187e-11,2.2809486442478187e-11
1933,2.2809486442478187e-11,2.2809486442478187e-11
1934,2.2809486442478187e-11,2.2809486442478187e-11
1935,0.0,0.0
1936,0.0,0.0
1937,0.0,0.0
1938,3.2628376191366573e-10,3.2628376191366573e-10
1939,3.2628376191366573e-10,3.2628376191366573e-10
1940,3.2628376191366573e-10,3.2628376191366573e-10
1941,3.2628376191366573e-10,3.2628376191366573e-10
1942,3.2628376191366573e-10,3.2628376191366573e-10
1943,3.2628376191366573e-10,3.2628376191366573e-10
1944,3.2628376191366573e-10,3.2628376191366573e-10
1945,0.0,0.0
1946,3.309620831361469e-11,3.309620831361469e-11
1947,4.965318434191346e-11,4.965318434191346e-11
1948,4.965318434191346e-11,4.965318434191346e-11
1949,4.965318434191346e-11,4.965318434191346e-11
1950,8.349313502480677e-11,8.349313502480677e-11
1951,8.349313502480677e-11,8.349313502480677e-11
1952,8.349313502480677e-11,8.349313502480677e-11
1953,6.608616332741996e-11,6.608616332741996e-11
1954,4.9529187299121193e-11,4.9529187299121193e-11
1955,4.9529187299121193e-11,4.9529187299121193e-11
1956,4.9529187299121193e-11,4.9529187299121193e-11
1957,7.940786619523418e-11,7.940786619523418e-11
1958,7.940786619523418e-11,7.940786619523418e-11
1959,9.070180519353345e-11,9.070180519353345e-11
1960,9.618829046756768e-11,9.618829046756768e-11
1961,9.618829046756768e-11,9.618829046756768e-11
1962,9.618829046756768e-11,9.618829046756768e-11
1963,1.4570757200000577e-10,1.4570757200000577e-10
1964,8.198894242099947e-11,8.198894242099947e-11
1965,8.198894242099947e-11,8.198894242099947e-11
1966,7.948807485241055e-11,7.948807485241055e-11
1967,7.600171087711921e-11,7.600171087711921e-11
1968,8.485825236936861e-11,8.485825236936861e-11
1969,8.485825236936861e-11,8.485825236936861e-11
1970,3.5338970836930523e-11,3.5338970836930523e-11
1971,4.428987137356748e-11,4.428987137356748e-11
1972,4.428987137356748e-11,4.428987137356748e-11
1973,4.375089675466372e-11,4.375089675466372e-11
1974,3.420904184925355e-11,3.420904184925355e-11
1975,2.5352500357004157e-11,2.5352500357004157e-11
1976,4.946179428335005e-11,4.946179428335005e-11
1977,4.946179428335005e-11,4.946179428335005e-11
1978,4.867082233271449e-11,4.867082233271449e-11
1979,7.305392501250857e-11,7.305392501250857e-11
1980,6.479982820170197e-11,6.479982820170197e-11
1981,5.665232519214136e-11,5.665232519214136e-11
1982,5.665232519214136e-11,5.665232519214136e-11
1983,1.9794020861869336e-09,1.9794020861869336e-09
1984,1.9867526795352183e-09,1.9867526795352183e-09
1985,2.853915803085234e-09,2.853915803085234e-09
1986,2.86407547380899e-09,2.86407547380899e-09
1987,2.8841378759454042e-09,2.8841378759454042e-09
1988,2.918794923018846e-09,2.918794923018846e-09
1989,3.11835527538884e-09,3.11835527538884e-09
1990,1.2314133790039934e-09,1.2314133790039934e-09
1991,1.316032542862468e-09,1.316032542862468e-09
1992,4.788835657386161e-10,4.788835657386161e-10
1993,5.731679793484292e-10,5.731679793484292e-10
1994,6.376462691193296e-10,6.376462691193296e-10
1995,1.2097667074455793e-09,1.2097667074455793e-09
1996,1.470255211228582e-09,1.470255211228582e-09
1997,5.511887882622293e-09,5.511887882622293e-09
1998,1.6426603720111543e-08,1.6426603720111543e-08
1999,3.565721583078028e-08,3.565721583078028e-08
2000,6.370770352529373e-08,6.370770352529373e-08
2001,1.6193954821552836e-07,1.6193954821552836e-07
2002,2.438742872090671e-07,2.438742872090671e-07
2003,3.13533957399922e-07,3.13533957399922e-07
2004,3.9259948587349367e-07,3.9259948587349367e-07
2005,4.3968062714481805e-07,4.3968062714481805e-07
2006,4.912286714540772e-07,4.912286714540772e-07
2007,5.296987645968849e-07,5.296987645968849e-07
2008,5.168491879560731e-07,5.168491879560731e-07
2009,4.927667102297814e-07,4.927667102297814e-07
2010,4.707912109682054e-07,4.707912109682054e-07
2011,4.4520842428547827e-07,4.4520842428547827e-07
2012,4.411012152364232e-07,4.411012152364232e-07
2013,4.25881511643768e-07,4.25881511643768e-07
2014,4.0777080049078253e-07,4.0777080049078253e-07
2015,3.722118598099249e-07,3.722118598099249e-07
2016,3.588514679060089e-07,3.588514679060089e-07
2017,3.624917894740065e-07,3.624917894740065e-07
2018,3.543721390997234e-07,3.543721390997234e-07
2019,3.4849909269496493e-07,3.4849909269496493e-07
