ngram,Nippon Yusen,Nipon Yusen
1773,0.0,0.0
1774,0.0,0.0
1775,0.0,0.0
1776,0.0,0.0
1777,0.0,0.0
1778,0.0,0.0
1779,0.0,0.0
1780,0.0,0.0
1781,0.0,0.0
1782,0.0,0.0
1783,0.0,0.0
1784,0.0,0.0
1785,0.0,0.0
1786,0.0,0.0
1787,0.0,0.0
1788,0.0,0.0
1789,0.0,0.0
1790,0.0,0.0
1791,1.0354412565456122e-09,0.0
1792,1.0354412565456122e-09,0.0
1793,1.0354412565456122e-09,0.0
1794,1.0354412565456122e-09,0.0
1795,1.0354412565456122e-09,0.0
1796,1.0354412565456122e-09,0.0
1797,1.0354412565456122e-09,0.0
1798,0.0,0.0
1799,0.0,0.0
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,2.2827489105330708e-10,0.0
1813,2.2827489105330708e-10,0.0
1814,2.2827489105330708e-10,0.0
1815,2.2827489105330708e-10,0.0
1816,2.2827489105330708e-10,0.0
1817,3.9187827586114766e-10,0.0
1818,3.9187827586114766e-10,0.0
1819,1.636033848078406e-10,0.0
1820,1.636033848078406e-10,0.0
1821,1.636033848078406e-10,0.0
1822,1.636033848078406e-10,0.0
1823,1.636033848078406e-10,0.0
1824,0.0,0.0
1825,0.0,0.0
1826,3.397883879025747e-10,0.0
1827,3.397883879025747e-10,0.0
1828,3.397883879025747e-10,0.0
1829,1.3485267505838498e-09,0.0
1830,1.3485267505838498e-09,0.0
1831,1.3485267505838498e-09,0.0
1832,1.3485267505838498e-09,0.0
1833,1.008738362681275e-09,0.0
1834,1.008738362681275e-09,0.0
1835,1.008738362681275e-09,0.0
1836,0.0,0.0
1837,0.0,0.0
1838,0.0,0.0
1839,0.0,0.0
1840,0.0,0.0
1841,6.69026659469044e-11,0.0
1842,6.69026659469044e-11,0.0
1843,6.69026659469044e-11,0.0
1844,6.69026659469044e-11,0.0
1845,6.69026659469044e-11,0.0
1846,6.69026659469044e-11,0.0
1847,1.247807809460052e-10,0.0
1848,5.787811499910081e-11,0.0
1849,5.787811499910081e-11,0.0
1850,5.787811499910081e-11,0.0
1851,5.787811499910081e-11,0.0
1852,5.787811499910081e-11,0.0
1853,5.787811499910081e-11,0.0
1854,0.0,0.0
1855,0.0,0.0
1856,0.0,0.0
1857,0.0,0.0
1858,4.945386005467916e-10,5.494873207239388e-11
1859,4.945386005467916e-10,5.494873207239388e-11
1860,4.945386005467916e-10,5.494873207239388e-11
1861,4.945386005467916e-10,5.494873207239388e-11
1862,4.945386005467916e-10,5.494873207239388e-11
1863,4.945386005467916e-10,5.494873207239388e-11
1864,4.945386005467916e-10,5.494873207239388e-11
1865,0.0,0.0
1866,0.0,0.0
1867,0.0,0.0
1868,0.0,0.0
1869,0.0,0.0
1870,1.6096508253277923e-10,0.0
1871,1.6096508253277923e-10,0.0
1872,1.6096508253277923e-10,0.0
1873,2.3528040626885627e-10,0.0
1874,2.3528040626885627e-10,0.0
1875,2.3528040626885627e-10,0.0
1876,2.3528040626885627e-10,0.0
1877,7.431532373607702e-11,0.0
1878,1.7793417533035997e-10,0.0
1879,1.7793417533035997e-10,0.0
1880,1.0361885159428295e-10,0.0
1881,1.33652077500506e-10,0.0
1882,1.521598724003275e-09,0.0
1883,9.436838742977421e-09,0.0
1884,2.8270462165691512e-08,0.0
1885,3.8324754144035215e-08,0.0
1886,4.344007259856778e-08,0.0
1887,4.5990895135889735e-08,0.0
1888,4.901605534156163e-08,0.0
1889,4.994250955649347e-08,0.0
1890,4.6694793809365365e-08,0.0
1891,3.516531269350967e-08,0.0
1892,3.194937038740266e-08,4.2719807849930394e-11
1893,3.715868146514367e-08,4.2719807849930394e-11
1894,5.09599565085799e-08,6.371094723218412e-11
1895,6.058114188078889e-08,2.8504454947191656e-10
1896,7.840665259907707e-08,4.3245469705244233e-10
1897,8.655131011892081e-08,6.442262973083146e-10
1898,9.454443323469214e-08,7.470074777003535e-10
1899,1.0498416307720098e-07,7.04287669850423e-10
1900,1.1156525760368043e-07,7.04287669850423e-10
1901,1.1632558129446937e-07,7.321301977368324e-10
1902,1.2246860287794853e-07,5.107965954970999e-10
1903,1.3347918935226387e-07,3.785153926405549e-10
1904,1.446152475231039e-07,3.47371622538046e-10
1905,1.4983852330325525e-07,2.8800484517096537e-10
1906,1.470123466771968e-07,3.0273715478923435e-10
1907,1.456747317060295e-07,5.392499799869047e-10
1908,1.3689052938811335e-07,5.555760316086225e-10
1909,1.3879210821901973e-07,6.209831637000412e-10
1910,1.2665612761760974e-07,6.189316043807886e-10
1911,1.244682954799308e-07,4.5157231525522993e-10
1912,1.2927124158425484e-07,4.90288143417672e-10
1913,1.4021231160248654e-07,5.434381367527433e-10
1914,1.4797418503219107e-07,3.624728899967852e-10
1915,1.6407274269373113e-07,3.7303713788596124e-10
1916,1.7118905150579978e-07,3.362397572672014e-10
1917,1.8108128837671496e-07,4.957003874832872e-10
1918,1.8833690213731253e-07,5.370759531553304e-10
1919,1.8420590005722e-07,4.549457219679301e-10
1920,1.783551429720579e-07,4.0908789649447234e-10
1921,1.8066783573950878e-07,4.6027361485670836e-10
1922,1.7136044050403143e-07,3.845496480771514e-10
1923,1.752189129027621e-07,3.559398966044926e-10
1924,1.6595549823250622e-07,1.8340188098367856e-10
1925,1.5887026043921132e-07,1.287577742838307e-10
1926,1.5752425091315153e-07,1.287577742838307e-10
1927,1.72293354694375e-07,1.283235957970165e-10
1928,1.7515763772735227e-07,8.65264189662897e-11
1929,1.8874588850589395e-07,8.65264189662897e-11
1930,1.7882531722079875e-07,8.65264189662897e-11
1931,1.789945421088695e-07,8.65264189662897e-11
1932,1.8015793200122842e-07,1.0899156775513928e-10
1933,1.8377163054797814e-07,1.0899156775513928e-10
1934,1.6738965972048652e-07,1.0874205900814258e-10
1935,1.6362881792377137e-07,4.3805939034921184e-11
1936,1.4659762724379887e-07,6.36999005130891e-11
1937,1.3972140270165516e-07,1.4895863709174506e-10
1938,1.3032256772151284e-07,2.9359376636189134e-10
1939,1.1285978678594282e-07,2.7112861757304177e-10
1940,9.540699354358497e-08,2.7112861757304177e-10
1941,8.34052258369411e-08,2.4978782732697017e-10
1942,6.474938883473311e-08,2.4978782732697017e-10
1943,5.3459438272998993e-08,2.2989386584880223e-10
1944,4.103344813139691e-08,1.4463512927014628e-10
1945,3.231470722754791e-08,0.0
1946,2.9436756651283043e-08,0.0
1947,2.8844721278176166e-08,1.5742284460123254e-11
1948,2.736412531488343e-08,1.5742284460123254e-11
1949,2.6609608611798715e-08,1.5742284460123254e-11
1950,2.810951255887468e-08,1.5742284460123254e-11
1951,3.330007139875793e-08,3.14784924317278e-11
1952,3.637664265048508e-08,4.638961734590044e-11
1953,3.8172443745614667e-08,4.638961734590044e-11
1954,3.8223034388400786e-08,5.825307200898625e-11
1955,3.9172154535955476e-08,8.582061152998373e-11
1956,3.730922745351758e-08,9.863550353467992e-11
1957,4.018746960606937e-08,9.863550353467992e-11
1958,4.11514669959193e-08,1.1686595044865403e-10
1959,4.09370688458921e-08,1.0195482553448138e-10
1960,4.052743994366535e-08,1.0195482553448138e-10
1961,4.088573467088606e-08,1.0646800702967291e-10
1962,4.116103546891736e-08,1.1772416573320654e-10
1963,4.7236266961395556e-08,1.1433480947723292e-10
1964,4.282076001719101e-08,1.1433480947723292e-10
1965,3.884047826220792e-08,8.036815459165427e-11
1966,4.380125367171266e-08,1.0548144302457985e-10
1967,4.5562572381641075e-08,1.0548144302457985e-10
1968,4.5665707659736654e-08,7.336252240617926e-11
1969,4.877892680253483e-08,3.4538824181648156e-11
1970,4.5331700298285275e-08,3.34591719410225e-11
1971,4.585684822343085e-08,4.1980637220463886e-11
1972,4.704623179918599e-08,5.853845979381894e-11
1973,4.1095566822540215e-08,6.485488336847669e-11
1974,4.04363115689778e-08,6.485488336847669e-11
1975,4.026139066581891e-08,6.485488336847669e-11
1976,3.732796370416379e-08,6.485488336847669e-11
1977,3.477790195509962e-08,5.650899986037976e-11
1978,3.704445055469867e-08,5.5749302495839665e-11
1979,3.431545435107962e-08,3.919147992248462e-11
1980,3.411766209231766e-08,7.761767914901289e-12
1981,3.3455497673782834e-08,1.5019316643557648e-11
1982,3.244683150731882e-08,2.206802300421172e-11
1983,3.0807295254524954e-08,2.910763247495776e-11
1984,3.1046108160483395e-08,2.910763247495776e-11
1985,2.8502804687897358e-08,2.822838441171197e-11
1986,3.0631691215278675e-08,3.4798676836914464e-11
1987,3.2103949467097796e-08,4.116101358562853e-11
1988,3.274049780494741e-08,5.3686253359552794e-11
1989,3.333907930677274e-08,5.29673581780735e-11
1990,3.373727811403374e-08,7.76043584552585e-11
1991,3.366854985285629e-08,1.0261856741340075e-10
1992,3.3552638508841226e-08,9.573604756174525e-11
1993,3.2466963720675524e-08,1.0755946827645246e-10
1994,3.16748483949628e-08,1.011971315277384e-10
1995,3.234818203777325e-08,8.141434302515777e-11
1996,3.097330975825636e-08,7.5084531845983e-11
1997,2.8954419560380173e-08,4.888473009326663e-11
1998,2.9149977923533958e-08,2.937111367610054e-11
1999,2.8659111401501443e-08,2.937111367610054e-11
2000,2.7776740399839842e-08,1.0977400536190833e-11
2001,2.569788458219234e-08,1.0977400536190833e-11
2002,2.236075413719618e-08,5.189547502044383e-11
2003,2.0531286258419967e-08,5.189547502044383e-11
2004,1.9553262374318236e-08,5.1226974051576946e-11
2005,1.7501792650063763e-08,4.572638151060079e-11
2006,1.4922408071121092e-08,4.572638151060079e-11
2007,1.2931170166398585e-08,4.572638151060079e-11
2008,1.178556807701625e-08,4.572638151060079e-11
2009,1.1234383201497167e-08,4.808307026347793e-12
2010,1.113474404742679e-08,1.2603264662062026e-11
2011,1.1221652305794448e-08,7.794957635714234e-12
2012,1.0985795892029922e-08,7.794957635714234e-12
2013,1.1071105302359489e-08,7.794957635714234e-12
2014,1.1507840521777065e-08,1.767377266362732e-11
2015,1.1891495534298104e-08,1.767377266362732e-11
2016,1.0961265038490962e-08,1.767377266362732e-11
2017,1.0410030911363796e-08,1.1525284199231933e-11
2018,9.967173753011593e-09,1.383034103907832e-11
2019,9.608049467146884e-09,1.72879262988479e-11
