ngram,Telefonica,Telefonica
1693,0.0,0.0
1694,0.0,0.0
1695,0.0,0.0
1696,0.0,0.0
1697,0.0,0.0
1698,0.0,0.0
1699,0.0,0.0
1700,0.0,0.0
1701,0.0,0.0
1702,0.0,0.0
1703,0.0,0.0
1704,0.0,0.0
1705,0.0,0.0
1706,0.0,0.0
1707,0.0,0.0
1708,0.0,0.0
1709,0.0,0.0
1710,0.0,0.0
1711,0.0,0.0
1712,0.0,0.0
1713,0.0,0.0
1714,0.0,0.0
1715,0.0,0.0
1716,0.0,0.0
1717,0.0,0.0
1718,0.0,0.0
1719,0.0,0.0
1720,0.0,0.0
1721,0.0,0.0
1722,0.0,0.0
1723,0.0,0.0
1724,0.0,0.0
1725,0.0,0.0
1726,0.0,0.0
1727,0.0,0.0
1728,0.0,0.0
1729,0.0,0.0
1730,0.0,0.0
1731,0.0,0.0
1732,0.0,0.0
1733,0.0,0.0
1734,0.0,0.0
1735,0.0,0.0
1736,0.0,0.0
1737,0.0,0.0
1738,0.0,0.0
1739,0.0,0.0
1740,0.0,0.0
1741,0.0,0.0
1742,0.0,0.0
1743,0.0,0.0
1744,0.0,0.0
1745,0.0,0.0
1746,0.0,0.0
1747,0.0,0.0
1748,0.0,0.0
1749,0.0,0.0
1750,0.0,0.0
1751,0.0,0.0
1752,0.0,0.0
1753,0.0,0.0
1754,0.0,0.0
1755,0.0,0.0
1756,0.0,0.0
1757,0.0,0.0
1758,0.0,0.0
1759,0.0,0.0
1760,0.0,0.0
1761,0.0,0.0
1762,0.0,0.0
1763,0.0,0.0
1764,0.0,0.0
1765,0.0,0.0
1766,0.0,0.0
1767,0.0,0.0
1768,0.0,0.0
1769,0.0,0.0
1770,0.0,0.0
1771,0.0,0.0
1772,0.0,0.0
1773,0.0,0.0
1774,0.0,0.0
1775,0.0,0.0
1776,0.0,0.0
1777,0.0,0.0
1778,0.0,0.0
1779,0.0,0.0
1780,0.0,0.0
1781,0.0,0.0
1782,0.0,0.0
1783,0.0,0.0
1784,0.0,0.0
1785,0.0,0.0
1786,1.3400983180287896e-09,1.3400983180287896e-09
1787,1.3400983180287896e-09,1.3400983180287896e-09
1788,1.3400983180287896e-09,1.3400983180287896e-09
1789,1.3400983180287896e-09,1.3400983180287896e-09
1790,1.3400983180287896e-09,1.3400983180287896e-09
1791,1.3400983180287896e-09,1.3400983180287896e-09
1792,1.3400983180287896e-09,1.3400983180287896e-09
1793,0.0,0.0
1794,0.0,0.0
1795,0.0,0.0
1796,0.0,0.0
1797,0.0,0.0
1798,0.0,0.0
1799,0.0,0.0
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,0.0
1818,0.0,0.0
1819,0.0,0.0
1820,0.0,0.0
1821,0.0,0.0
1822,0.0,0.0
1823,0.0,0.0
1824,0.0,0.0
1825,2.532336086856292e-10,2.532336086856292e-10
1826,2.532336086856292e-10,2.532336086856292e-10
1827,2.532336086856292e-10,2.532336086856292e-10
1828,2.532336086856292e-10,2.532336086856292e-10
1829,2.532336086856292e-10,2.532336086856292e-10
1830,2.532336086856292e-10,2.532336086856292e-10
1831,2.532336086856292e-10,2.532336086856292e-10
1832,0.0,0.0
1833,0.0,0.0
1834,0.0,0.0
1835,0.0,0.0
1836,0.0,0.0
1837,0.0,0.0
1838,0.0,0.0
1839,0.0,0.0
1840,0.0,0.0
1841,0.0,0.0
1842,0.0,0.0
1843,0.0,0.0
1844,0.0,0.0
1845,0.0,0.0
1846,0.0,0.0
1847,0.0,0.0
1848,0.0,0.0
1849,0.0,0.0
1850,0.0,0.0
1851,0.0,0.0
1852,0.0,0.0
1853,0.0,0.0
1854,0.0,0.0
1855,0.0,0.0
1856,0.0,0.0
1857,0.0,0.0
1858,0.0,0.0
1859,0.0,0.0
1860,0.0,0.0
1861,0.0,0.0
1862,0.0,0.0
1863,0.0,0.0
1864,0.0,0.0
1865,0.0,0.0
1866,0.0,0.0
1867,0.0,0.0
1868,0.0,0.0
1869,0.0,0.0
1870,0.0,0.0
1871,0.0,0.0
1872,4.0951710276816906e-11,4.0951710276816906e-11
1873,4.0951710276816906e-11,4.0951710276816906e-11
1874,4.0951710276816906e-11,4.0951710276816906e-11
1875,4.0951710276816906e-11,4.0951710276816906e-11
1876,7.928369468882376e-11,7.928369468882376e-11
1877,7.928369468882376e-11,7.928369468882376e-11
1878,1.1556905432641429e-10,1.1556905432641429e-10
1879,7.461734404959738e-11,7.461734404959738e-11
1880,4.69257537589434e-10,4.69257537589434e-10
1881,9.111758807784603e-10,9.111758807784603e-10
1882,1.3973195775055354e-09,1.3973195775055354e-09
1883,1.744459120806801e-09,1.744459120806801e-09
1884,1.835991838719916e-09,1.835991838719916e-09
1885,2.1479858209565758e-09,2.1479858209565758e-09
1886,2.368694748281338e-09,2.368694748281338e-09
1887,2.5267339173343626e-09,2.5267339173343626e-09
1888,2.6248723988026815e-09,2.6248723988026815e-09
1889,2.1648995968919546e-09,2.1648995968919546e-09
1890,2.0829763667874955e-09,2.0829763667874955e-09
1891,2.145073963693329e-09,2.145073963693329e-09
1892,2.6507147310450563e-09,2.6507147310450563e-09
1893,2.4530674773228155e-09,2.4530674773228155e-09
1894,2.2538564804180136e-09,2.2538564804180136e-09
1895,3.873262867183845e-09,3.873262867183845e-09
1896,8.227068227070359e-09,8.227068227070359e-09
1897,9.74404194831191e-09,9.74404194831191e-09
1898,1.0564472719251254e-08,1.0564472719251254e-08
1899,1.0220541994081828e-08,1.0220541994081828e-08
1900,1.0938375094582398e-08,1.0938375094582398e-08
1901,1.121896417036591e-08,1.121896417036591e-08
1902,1.0402527601221273e-08,1.0402527601221273e-08
1903,7.090474112609562e-09,7.090474112609562e-09
1904,5.90410171546247e-09,5.90410171546247e-09
1905,5.570408832612981e-09,5.570408832612981e-09
1906,5.696533847806709e-09,5.696533847806709e-09
1907,5.7174481022619665e-09,5.7174481022619665e-09
1908,5.7970622587991525e-09,5.7970622587991525e-09
1909,5.032838019352377e-09,5.032838019352377e-09
1910,4.557192528104841e-09,4.557192528104841e-09
1911,4.94343194950326e-09,4.94343194950326e-09
1912,5.211152525370315e-09,5.211152525370315e-09
1913,6.44806557354676e-09,6.44806557354676e-09
1914,6.314765599313432e-09,6.314765599313432e-09
1915,6.095194412683977e-09,6.095194412683977e-09
1916,7.00652637495937e-09,7.00652637495937e-09
1917,7.238227445987328e-09,7.238227445987328e-09
1918,7.166934188975103e-09,7.166934188975103e-09
1919,7.551568418203861e-09,7.551568418203861e-09
1920,6.328187275782073e-09,6.328187275782073e-09
1921,1.047865162893759e-08,1.047865162893759e-08
1922,1.220647037415899e-08,1.220647037415899e-08
1923,1.2385970217719335e-08,1.2385970217719335e-08
1924,1.4590261570341617e-08,1.4590261570341617e-08
1925,1.6378781632551765e-08,1.6378781632551765e-08
1926,2.171079519338751e-08,2.171079519338751e-08
1927,2.6427406168189852e-08,2.6427406168189852e-08
1928,2.529795052806451e-08,2.529795052806451e-08
1929,2.6565471473410137e-08,2.6565471473410137e-08
1930,2.7455212198950514e-08,2.7455212198950514e-08
1931,2.7653602582436828e-08,2.7653602582436828e-08
1932,3.125237643278719e-08,3.125237643278719e-08
1933,2.6411511073425638e-08,2.6411511073425638e-08
1934,2.4662581691156253e-08,2.4662581691156253e-08
1935,2.5746420995176322e-08,2.5746420995176322e-08
1936,2.675852897989931e-08,2.675852897989931e-08
1937,2.7520631741749313e-08,2.7520631741749313e-08
1938,3.116768291075037e-08,3.116768291075037e-08
1939,2.6548980918456825e-08,2.6548980918456825e-08
1940,2.9485276569524947e-08,2.9485276569524947e-08
1941,3.127334822851578e-08,3.127334822851578e-08
1942,3.035092215648254e-08,3.035092215648254e-08
1943,3.3186411460154175e-08,3.3186411460154175e-08
1944,3.198972185560121e-08,3.198972185560121e-08
1945,2.7312032762389597e-08,2.7312032762389597e-08
1946,2.7447732721595586e-08,2.7447732721595586e-08
1947,2.5376682089017777e-08,2.5376682089017777e-08
1948,2.1253782480000283e-08,2.1253782480000283e-08
1949,1.871831362925442e-08,1.871831362925442e-08
1950,1.3411673295747408e-08,1.3411673295747408e-08
1951,1.2643911314772334e-08,1.2643911314772334e-08
1952,1.2173123588508718e-08,1.2173123588508718e-08
1953,1.1684699557130379e-08,1.1684699557130379e-08
1954,1.0022668346059455e-08,1.0022668346059455e-08
1955,9.551846488367995e-09,9.551846488367995e-09
1956,8.801636562440405e-09,8.801636562440405e-09
1957,7.408425809326705e-09,7.408425809326705e-09
1958,7.074955161406089e-09,7.074955161406089e-09
1959,7.1680448878095964e-09,7.1680448878095964e-09
1960,6.914806695488908e-09,6.914806695488908e-09
1961,6.794400470815682e-09,6.794400470815682e-09
1962,6.992696263300299e-09,6.992696263300299e-09
1963,8.87408121589114e-09,8.87408121589114e-09
1964,9.684817836586035e-09,9.684817836586035e-09
1965,1.0247977006676884e-08,1.0247977006676884e-08
1966,9.915681926336056e-09,9.915681926336056e-09
1967,1.0210260383201688e-08,1.0210260383201688e-08
1968,1.0689775858147804e-08,1.0689775858147804e-08
1969,1.1870162123070064e-08,1.1870162123070064e-08
1970,1.1594515696750868e-08,1.1594515696750868e-08
1971,1.1918871096432732e-08,1.1918871096432732e-08
1972,1.1836468440305583e-08,1.1836468440305583e-08
1973,1.1844430832955562e-08,1.1844430832955562e-08
1974,1.2385380213483392e-08,1.2385380213483392e-08
1975,1.2685414496615977e-08,1.2685414496615977e-08
1976,1.2463979943382647e-08,1.2463979943382647e-08
1977,1.300578400531549e-08,1.300578400531549e-08
1978,1.331428745032781e-08,1.331428745032781e-08
1979,1.3370494045261694e-08,1.3370494045261694e-08
1980,1.457237124619886e-08,1.457237124619886e-08
1981,1.4814870092599058e-08,1.4814870092599058e-08
1982,1.6763216592607932e-08,1.6763216592607932e-08
1983,2.19673188845653e-08,2.19673188845653e-08
1984,2.73066709561525e-08,2.73066709561525e-08
1985,3.5968490408322396e-08,3.5968490408322396e-08
1986,4.562055647535804e-08,4.562055647535804e-08
1987,5.871379902901351e-08,5.871379902901351e-08
1988,7.228607325414162e-08,7.228607325414162e-08
1989,9.063648473020944e-08,9.063648473020944e-08
1990,1.0099255425594883e-07,1.0099255425594883e-07
1991,1.2368516775852966e-07,1.2368516775852966e-07
1992,1.429537539771835e-07,1.429537539771835e-07
1993,1.6537150620316815e-07,1.6537150620316815e-07
1994,1.8672827398599372e-07,1.8672827398599372e-07
1995,2.0959561806778636e-07,2.0959561806778636e-07
1996,2.2349032998850556e-07,2.2349032998850556e-07
1997,2.502038987423865e-07,2.502038987423865e-07
1998,2.526983057090807e-07,2.526983057090807e-07
1999,2.535345312740641e-07,2.535345312740641e-07
2000,2.389604105701437e-07,2.389604105701437e-07
2001,2.1980548175244102e-07,2.1980548175244102e-07
2002,2.0176451544427566e-07,2.0176451544427566e-07
2003,1.8366365038348575e-07,1.8366365038348575e-07
2004,1.5775508594677895e-07,1.5775508594677895e-07
2005,1.3634142196191794e-07,1.3634142196191794e-07
2006,1.1772226469832146e-07,1.1772226469832146e-07
2007,1.0577753682485178e-07,1.0577753682485178e-07
2008,9.535812139915834e-08,9.535812139915834e-08
2009,8.067328747886546e-08,8.067328747886546e-08
2010,6.826880089810012e-08,6.826880089810012e-08
2011,5.4994911989427105e-08,5.4994911989427105e-08
2012,4.720362209046211e-08,4.720362209046211e-08
2013,4.050832406018604e-08,4.050832406018604e-08
2014,3.867052202264988e-08,3.867052202264988e-08
2015,3.3906644349355834e-08,3.3906644349355834e-08
2016,3.312251527022779e-08,3.312251527022779e-08
2017,3.241952987546407e-08,3.241952987546407e-08
2018,3.1819137902289184e-08,3.1819137902289184e-08
2019,3.2784048809020305e-08,3.2784048809020305e-08
