ngram,Sony,Sny,Sony,Sny
1645,0.0,0.0,0.0,0.0
1646,0.0,0.0,0.0,0.0
1647,0.0,0.0,0.0,0.0
1648,0.0,0.0,0.0,0.0
1649,0.0,0.0,0.0,0.0
1650,0.0,0.0,0.0,0.0
1651,0.0,0.0,0.0,0.0
1652,5.567139688927065e-08,0.0,5.567139688927065e-08,0.0
1653,5.567139688927065e-08,0.0,5.567139688927065e-08,0.0
1654,5.567139688927065e-08,0.0,5.567139688927065e-08,0.0
1655,5.567139688927065e-08,0.0,5.567139688927065e-08,0.0
1656,5.567139688927065e-08,0.0,5.567139688927065e-08,0.0
1657,1.6688912702582976e-07,0.0,1.6688912702582976e-07,0.0
1658,1.6688912702582976e-07,0.0,1.6688912702582976e-07,0.0
1659,1.1121773013655911e-07,0.0,1.1121773013655911e-07,0.0
1660,1.1121773013655911e-07,0.0,1.1121773013655911e-07,0.0
1661,1.1121773013655911e-07,0.0,1.1121773013655911e-07,0.0
1662,1.1121773013655911e-07,4.059985972812033e-08,1.1121773013655911e-07,4.059985972812033e-08
1663,1.1121773013655911e-07,4.059985972812033e-08,1.1121773013655911e-07,4.059985972812033e-08
1664,0.0,4.059985972812033e-08,0.0,4.059985972812033e-08
1665,8.818323392136205e-08,4.059985972812033e-08,8.818323392136205e-08,4.059985972812033e-08
1666,8.818323392136205e-08,4.059985972812033e-08,8.818323392136205e-08,4.059985972812033e-08
1667,1.206355498035399e-07,4.059985972812033e-08,1.206355498035399e-07,4.059985972812033e-08
1668,1.206355498035399e-07,4.059985972812033e-08,1.206355498035399e-07,4.059985972812033e-08
1669,1.206355498035399e-07,0.0,1.206355498035399e-07,0.0
1670,1.206355498035399e-07,0.0,1.206355498035399e-07,0.0
1671,1.9885593514702903e-07,0.0,1.9885593514702903e-07,0.0
1672,1.3527330265463077e-07,0.0,1.3527330265463077e-07,0.0
1673,1.3527330265463077e-07,0.0,1.3527330265463077e-07,0.0
1674,1.0282098677245293e-07,0.0,1.0282098677245293e-07,0.0
1675,1.0282098677245293e-07,0.0,1.0282098677245293e-07,0.0
1676,1.457674971204272e-07,4.2946510347974254e-08,1.457674971204272e-07,4.2946510347974254e-08
1677,1.457674971204272e-07,7.653270829775596e-08,1.457674971204272e-07,7.653270829775596e-08
1678,1.0738425463127247e-07,7.653270829775596e-08,1.0738425463127247e-07,7.653270829775596e-08
1679,8.278365320230868e-08,7.653270829775596e-08,8.278365320230868e-08,7.653270829775596e-08
1680,1.5519136858139454e-07,7.653270829775596e-08,1.5519136858139454e-07,7.653270829775596e-08
1681,1.5519136858139454e-07,7.653270829775596e-08,1.5519136858139454e-07,7.653270829775596e-08
1682,1.753524015514683e-07,9.669374126782973e-08,1.753524015514683e-07,9.669374126782973e-08
1683,1.3240589120349406e-07,9.788168751713653e-08,1.3240589120349406e-07,9.788168751713653e-08
1684,2.2007063193996146e-07,6.429548956735484e-08,2.2007063193996146e-07,6.429548956735484e-08
1685,1.8023348908562703e-07,8.450132124185724e-08,1.8023348908562703e-07,8.450132124185724e-08
1686,2.0786269569076206e-07,8.450132124185724e-08,2.0786269569076206e-07,8.450132124185724e-08
1687,1.7665507000076885e-07,8.450132124185724e-08,1.7665507000076885e-07,8.450132124185724e-08
1688,1.7665507000076885e-07,8.450132124185724e-08,1.7665507000076885e-07,8.450132124185724e-08
1689,1.5649403703069504e-07,6.434028827178346e-08,1.5649403703069504e-07,6.434028827178346e-08
1690,1.5649403703069504e-07,4.097612255853684e-08,1.5649403703069504e-07,4.097612255853684e-08
1691,1.1776140240726818e-07,4.097612255853684e-08,1.1776140240726818e-07,4.097612255853684e-08
1692,1.6509749148748858e-07,2.0770290884034433e-08,1.6509749148748858e-07,2.0770290884034433e-08
1693,1.3746828488235353e-07,2.0770290884034433e-08,1.3746828488235353e-07,2.0770290884034433e-08
1694,9.626819519326091e-08,2.0770290884034433e-08,9.626819519326091e-08,2.0770290884034433e-08
1695,1.1177499865360524e-07,2.0770290884034433e-08,1.1177499865360524e-07,2.0770290884034433e-08
1696,1.4326689016083298e-07,2.0770290884034433e-08,1.4326689016083298e-07,2.0770290884034433e-08
1697,1.5796103980392218e-07,0.0,1.5796103980392218e-07,0.0
1698,1.194002042633916e-07,0.0,1.194002042633916e-07,0.0
1699,7.206411518317119e-08,0.0,7.206411518317119e-08,0.0
1700,9.805982058099159e-08,0.0,9.805982058099159e-08,0.0
1701,1.1739333924002235e-07,0.0,1.1739333924002235e-07,0.0
1702,1.2585685535019104e-07,1.1985159785256525e-08,1.2585685535019104e-07,1.1985159785256525e-08
1703,1.0540617369412888e-07,1.1985159785256525e-08,1.0540617369412888e-07,1.1985159785256525e-08
1704,1.0803555738903015e-07,1.1985159785256525e-08,1.0803555738903015e-07,1.1985159785256525e-08
1705,1.251377018515346e-07,3.030076913189207e-08,1.251377018515346e-07,3.030076913189207e-08
1706,1.9158999720048087e-07,3.030076913189207e-08,1.9158999720048087e-07,3.030076913189207e-08
1707,2.0205165083910158e-07,4.245322214403911e-08,2.0205165083910158e-07,4.245322214403911e-08
1708,2.020098668659947e-07,5.209908948700104e-08,2.020098668659947e-07,5.209908948700104e-08
1709,2.381646260524966e-07,5.213894585917192e-08,2.381646260524966e-07,5.213894585917192e-08
1710,2.2712341620133104e-07,5.213894585917192e-08,2.2712341620133104e-07,5.213894585917192e-08
1711,2.6795385516769396e-07,5.213894585917192e-08,2.6795385516769396e-07,5.213894585917192e-08
1712,2.9479753850734725e-07,3.382333651253637e-08,2.9479753850734725e-07,3.382333651253637e-08
1713,2.607992887046099e-07,3.382333651253637e-08,2.607992887046099e-07,3.382333651253637e-08
1714,2.339135402199385e-07,3.124249405215908e-08,2.339135402199385e-07,3.124249405215908e-08
1715,2.3726651221522843e-07,2.1596626709197153e-08,2.3726651221522843e-07,2.1596626709197153e-08
1716,2.0370630794884293e-07,9.571610551769742e-09,2.0370630794884293e-07,9.571610551769742e-09
1717,2.2663052387120581e-07,1.7213016028400878e-08,2.2663052387120581e-07,1.7213016028400878e-08
1718,1.9170182038611268e-07,2.4954772470664466e-08,1.9170182038611268e-07,2.4954772470664466e-08
1719,1.6372420625592505e-07,4.4709385146493985e-08,1.6372420625592505e-07,4.4709385146493985e-08
1720,1.584535443807259e-07,4.4709385146493985e-08,1.584535443807259e-07,4.4709385146493985e-08
1721,1.4888193382895614e-07,3.513777459472424e-08,1.4888193382895614e-07,3.513777459472424e-08
1722,1.4169240054278426e-07,3.513777459472424e-08,1.4169240054278426e-07,3.513777459472424e-08
1723,1.336530540843991e-07,4.131295077464918e-08,1.336530540843991e-07,4.131295077464918e-08
1724,1.283415969055568e-07,3.367154529801805e-08,1.283415969055568e-07,3.367154529801805e-08
1725,1.2717518822163193e-07,3.32827418958459e-08,1.2717518822163193e-07,3.32827418958459e-08
1726,1.199981970298073e-07,1.9915627242588537e-08,1.199981970298073e-07,1.9915627242588537e-08
1727,9.965752921305335e-08,1.9915627242588537e-08,9.965752921305335e-08,1.9915627242588537e-08
1728,1.0613708921271479e-07,1.9915627242588537e-08,1.0613708921271479e-07,1.9915627242588537e-08
1729,9.068191581767288e-08,1.9915627242588537e-08,9.068191581767288e-08,1.9915627242588537e-08
1730,7.215638778542857e-08,1.3740451062663591e-08,7.215638778542857e-08,1.3740451062663591e-08
1731,6.151036860809914e-08,1.3740451062663591e-08,6.151036860809914e-08,1.3740451062663591e-08
1732,4.571003233065442e-08,6.3874980225721495e-09,4.571003233065442e-08,6.3874980225721495e-09
1733,5.46466176436817e-08,0.0,5.46466176436817e-08,0.0
1734,6.328909663011473e-08,0.0,6.328909663011473e-08,0.0
1735,7.621031526485109e-08,0.0,7.621031526485109e-08,0.0
1736,9.274728997508776e-08,0.0,9.274728997508776e-08,0.0
1737,1.0659054642100532e-07,0.0,1.0659054642100532e-07,0.0
1738,1.1060743939797898e-07,0.0,1.1060743939797898e-07,0.0
1739,1.1404166449275571e-07,6.461832973465269e-09,1.1404166449275571e-07,6.461832973465269e-09
1740,1.0840442143944529e-07,1.394911158009953e-08,1.0840442143944529e-07,1.394911158009953e-08
1741,1.1074327842054896e-07,1.394911158009953e-08,1.1074327842054896e-07,1.394911158009953e-08
1742,1.0409724434826525e-07,2.0326483861156574e-08,1.0409724434826525e-07,2.0326483861156574e-08
1743,1.0682305681289758e-07,2.0326483861156574e-08,1.0682305681289758e-07,2.0326483861156574e-08
1744,9.744386072644115e-08,2.479054422061771e-08,9.744386072644115e-08,2.479054422061771e-08
1745,9.277180420700201e-08,2.479054422061771e-08,9.277180420700201e-08,2.479054422061771e-08
1746,9.303500953754857e-08,2.330668838875941e-08,9.303500953754857e-08,2.330668838875941e-08
1747,7.889147773149879e-08,1.581940978212515e-08,7.889147773149879e-08,1.581940978212515e-08
1748,6.470715772723321e-08,1.581940978212515e-08,6.470715772723321e-08,1.581940978212515e-08
1749,5.195241316511913e-08,1.4397317877572796e-08,5.195241316511913e-08,1.4397317877572796e-08
1750,4.2585820584203505e-08,1.4397317877572796e-08,4.2585820584203505e-08,1.4397317877572796e-08
1751,5.239831476647591e-08,9.933257518111662e-09,5.239831476647591e-08,9.933257518111662e-09
1752,5.38839190409947e-08,9.933257518111662e-09,5.38839190409947e-08,9.933257518111662e-09
1753,4.895731718436634e-08,9.98463280309027e-09,4.895731718436634e-08,9.98463280309027e-09
1754,5.737528852023388e-08,9.98463280309027e-09,5.737528852023388e-08,9.98463280309027e-09
1755,6.529548000701522e-08,1.769124833929579e-08,6.529548000701522e-08,1.769124833929579e-08
1756,6.833095054860547e-08,1.27359679627911e-08,6.833095054860547e-08,1.27359679627911e-08
1757,5.8434755954652114e-08,1.27359679627911e-08,5.8434755954652114e-08,1.27359679627911e-08
1758,5.969612563002816e-08,1.27359679627911e-08,5.969612563002816e-08,1.27359679627911e-08
1759,6.929291984647534e-08,1.6214762865729426e-08,6.929291984647534e-08,1.6214762865729426e-08
1760,7.490903541906846e-08,1.3846777438938522e-08,7.490903541906846e-08,1.3846777438938522e-08
1761,6.372389549369473e-08,1.662234489734666e-08,6.372389549369473e-08,1.662234489734666e-08
1762,5.4846554218914075e-08,1.9646057479251666e-08,5.4846554218914075e-08,1.9646057479251666e-08
1763,6.316578193832356e-08,1.9646057479251666e-08,6.316578193832356e-08,1.9646057479251666e-08
1764,6.878714131630659e-08,1.9646057479251666e-08,6.878714131630659e-08,1.9646057479251666e-08
1765,5.914403392434256e-08,4.027791636726111e-08,5.914403392434256e-08,4.027791636726111e-08
1766,4.515111154798238e-08,4.360122574098568e-08,4.515111154798238e-08,4.360122574098568e-08
1767,4.0394648134370725e-08,4.977336561954157e-08,4.0394648134370725e-08,4.977336561954157e-08
1768,3.484351321755444e-08,4.968001070843846e-08,3.484351321755444e-08,4.968001070843846e-08
1769,4.129971057206408e-08,3.894968259032794e-08,4.129971057206408e-08,3.894968259032794e-08
1770,3.571085547905893e-08,4.183260417432523e-08,3.571085547905893e-08,4.183260417432523e-08
1771,3.0089496101075904e-08,4.709789180878943e-08,3.0089496101075904e-08,4.709789180878943e-08
1772,2.9466842933954596e-08,2.646603292077998e-08,2.9466842933954596e-08,2.646603292077998e-08
1773,2.8660981651488067e-08,1.9663928644117083e-08,2.8660981651488067e-08,1.9663928644117083e-08
1774,2.544444020559565e-08,1.3502884905441143e-08,2.544444020559565e-08,1.3502884905441143e-08
1775,3.69991968491539e-08,1.0820672358136108e-08,3.69991968491539e-08,1.0820672358136108e-08
1776,2.786041746511663e-08,1.895778086894292e-08,2.786041746511663e-08,1.895778086894292e-08
1777,3.376677553441303e-08,1.6074859284945627e-08,3.376677553441303e-08,1.6074859284945627e-08
1778,3.932906292699759e-08,1.0809571650481433e-08,3.932906292699759e-08,1.0809571650481433e-08
1779,3.6618584989664016e-08,1.0809571650481433e-08,3.6618584989664016e-08,1.0809571650481433e-08
1780,3.637253444464607e-08,1.0809571650481433e-08,3.637253444464607e-08,1.0809571650481433e-08
1781,4.3262655933874935e-08,1.1962142260862102e-08,4.3262655933874935e-08,1.1962142260862102e-08
1782,4.03404332161017e-08,1.1962142260862102e-08,4.03404332161017e-08,1.1962142260862102e-08
1783,4.251503225662288e-08,5.99963279057647e-09,4.251503225662288e-08,5.99963279057647e-09
1784,3.25073031350241e-08,1.2657521253345294e-08,3.25073031350241e-08,1.2657521253345294e-08
1785,2.8563138140417062e-08,1.589376604930034e-08,2.8563138140417062e-08,1.589376604930034e-08
1786,2.7341550737755175e-08,1.991406100338671e-08,2.7341550737755175e-08,1.991406100338671e-08
1787,3.014897690231269e-08,2.50706274787912e-08,3.014897690231269e-08,2.50706274787912e-08
1788,2.5812600564937123e-08,2.3858697874499868e-08,2.5812600564937123e-08,2.3858697874499868e-08
1789,1.8343451456205784e-08,2.8512237142714573e-08,1.8343451456205784e-08,2.8512237142714573e-08
1790,2.1693094305013412e-08,2.854733490867797e-08,2.1693094305013412e-08,2.854733490867797e-08
1791,2.4372487139601162e-08,2.2975412683479135e-08,2.4372487139601162e-08,2.2975412683479135e-08
1792,2.3842626793525923e-08,2.409221609513322e-08,2.3842626793525923e-08,2.409221609513322e-08
1793,2.8418661075184966e-08,2.6974075925271076e-08,2.8418661075184966e-08,2.6974075925271076e-08
1794,2.8252022562672404e-08,2.5809451718674026e-08,2.8252022562672404e-08,2.5809451718674026e-08
1795,2.4852358520328314e-08,2.6849436071277718e-08,2.4852358520328314e-08,2.6849436071277718e-08
1796,2.5585296928706417e-08,2.598854325392657e-08,2.5585296928706417e-08,2.598854325392657e-08
1797,2.2328749642903338e-08,2.5479617400086292e-08,2.2328749642903338e-08,2.5479617400086292e-08
1798,2.2035481502972028e-08,2.7865591358176645e-08,2.2035481502972028e-08,2.7865591358176645e-08
1799,2.3350297822284053e-08,2.5314851928978247e-08,2.3350297822284053e-08,2.5314851928978247e-08
1800,1.9492484705706048e-08,2.2117672265104764e-08,1.9492484705706048e-08,2.2117672265104764e-08
1801,1.6359918626156807e-08,1.9518751440525e-08,1.6359918626156807e-08,1.9518751440525e-08
1802,1.7572261867826455e-08,1.7602170134166173e-08,1.7572261867826455e-08,1.7602170134166173e-08
1803,1.8834938307423143e-08,1.556452351130539e-08,1.8834938307423143e-08,1.556452351130539e-08
1804,1.900786410808613e-08,1.691452819077962e-08,1.900786410808613e-08,1.691452819077962e-08
1805,1.8333074867728427e-08,1.5000653037182994e-08,1.8333074867728427e-08,1.5000653037182994e-08
1806,1.799839731221807e-08,1.5783845341843517e-08,1.799839731221807e-08,1.5783845341843517e-08
1807,1.845073262428189e-08,1.5426409863802552e-08,1.845073262428189e-08,1.5426409863802552e-08
1808,1.8947002696937228e-08,1.7328473005712956e-08,1.8947002696937228e-08,1.7328473005712956e-08
1809,1.6631814465333557e-08,1.794398839040566e-08,1.6631814465333557e-08,1.794398839040566e-08
1810,1.5652191225663207e-08,1.749661444299428e-08,1.5652191225663207e-08,1.749661444299428e-08
1811,1.4149106584783664e-08,1.796159792328516e-08,1.4149106584783664e-08,1.796159792328516e-08
1812,1.244425686307084e-08,1.8551907311957294e-08,1.244425686307084e-08,1.8551907311957294e-08
1813,1.1927691279112196e-08,1.7324262024942527e-08,1.1927691279112196e-08,1.7324262024942527e-08
1814,1.1297659760093178e-08,1.4603596808017625e-08,1.1297659760093178e-08,1.4603596808017625e-08
1815,9.90973138468933e-09,1.2853637900077177e-08,9.90973138468933e-09,1.2853637900077177e-08
1816,1.2038622923934587e-08,1.2403342480078144e-08,1.2038622923934587e-08,1.2403342480078144e-08
1817,1.1230027066996432e-08,1.2980539817622879e-08,1.1230027066996432e-08,1.2980539817622879e-08
1818,1.154573541534936e-08,1.0538989871276629e-08,1.154573541534936e-08,1.0538989871276629e-08
1819,1.0475967331708652e-08,9.743292395114622e-09,1.0475967331708652e-08,9.743292395114622e-09
1820,1.201946764339823e-08,9.269818182896676e-09,1.201946764339823e-08,9.269818182896676e-09
1821,1.2324266749987243e-08,9.542823547243578e-09,1.2324266749987243e-08,9.542823547243578e-09
1822,1.7721777378909565e-08,9.370155825852829e-09,1.7721777378909565e-08,9.370155825852829e-09
1823,1.7116590874824818e-08,8.59213081635549e-09,1.7116590874824818e-08,8.59213081635549e-09
1824,1.775761055660447e-08,7.914387748339128e-09,1.775761055660447e-08,7.914387748339128e-09
1825,1.7897151253062508e-08,8.359580202669089e-09,1.7897151253062508e-08,8.359580202669089e-09
1826,1.978442451136938e-08,8.547380454209425e-09,1.978442451136938e-08,8.547380454209425e-09
1827,1.8989642366510192e-08,8.185851901083246e-09,1.8989642366510192e-08,8.185851901083246e-09
1828,1.901080613566007e-08,9.49255826324499e-09,1.901080613566007e-08,9.49255826324499e-09
1829,1.9815568360773535e-08,1.0649974267553018e-08,1.9815568360773535e-08,1.0649974267553018e-08
1830,1.9188341328556036e-08,1.0860535740572378e-08,1.9188341328556036e-08,1.0860535740572378e-08
1831,1.9498907631389428e-08,1.234740072091662e-08,1.9498907631389428e-08,1.234740072091662e-08
1832,1.93833647545359e-08,1.3212183886628687e-08,1.93833647545359e-08,1.3212183886628687e-08
1833,1.8049597372282733e-08,1.3568706697902094e-08,1.8049597372282733e-08,1.3568706697902094e-08
1834,1.7493308008503002e-08,1.5205418638483285e-08,1.7493308008503002e-08,1.5205418638483285e-08
1835,1.637590609147667e-08,1.4590717078988291e-08,1.637590609147667e-08,1.4590717078988291e-08
1836,1.1309642746125194e-08,1.3487005544123219e-08,1.1309642746125194e-08,1.3487005544123219e-08
1837,1.0851086632409794e-08,1.5172956859186926e-08,1.0851086632409794e-08,1.5172956859186926e-08
1838,1.1734401387083641e-08,1.492143564263415e-08,1.1734401387083641e-08,1.492143564263415e-08
1839,1.1821225268501427e-08,1.5038038243225012e-08,1.1821225268501427e-08,1.5038038243225012e-08
1840,1.270735072722573e-08,1.5559789139680495e-08,1.270735072722573e-08,1.5559789139680495e-08
1841,1.3832168680291294e-08,1.4869753936100745e-08,1.3832168680291294e-08,1.4869753936100745e-08
1842,1.5479679125819856e-08,1.5345594255628773e-08,1.5479679125819856e-08,1.5345594255628773e-08
1843,1.49517547549343e-08,1.5099773368173634e-08,1.49517547549343e-08,1.5099773368173634e-08
1844,1.6528230847459976e-08,1.3081301312009178e-08,1.6528230847459976e-08,1.3081301312009178e-08
1845,1.4991018712099243e-08,1.1172787520560438e-08,1.4991018712099243e-08,1.1172787520560438e-08
1846,1.5453126905080287e-08,1.0041630638113475e-08,1.5453126905080287e-08,1.0041630638113475e-08
1847,1.541228617745511e-08,8.89559448324917e-09,1.541228617745511e-08,8.89559448324917e-09
1848,1.462133588806377e-08,8.301067515909771e-09,1.462133588806377e-08,8.301067515909771e-09
1849,1.575388797192545e-08,7.523091483108146e-09,1.575388797192545e-08,7.523091483108146e-09
1850,1.7360583193237744e-08,8.099136599477269e-09,1.7360583193237744e-08,8.099136599477269e-09
1851,1.7408201737266282e-08,8.211680034366152e-09,1.7408201737266282e-08,8.211680034366152e-09
1852,1.867230357634396e-08,9.093493830952021e-09,1.867230357634396e-08,9.093493830952021e-09
1853,2.90557427007343e-08,9.026865477324009e-09,2.90557427007343e-08,9.026865477324009e-09
1854,2.9732360827340798e-08,8.915693453356458e-09,2.9732360827340798e-08,8.915693453356458e-09
1855,3.1381853306454236e-08,9.353234377483334e-09,3.1381853306454236e-08,9.353234377483334e-09
1856,3.0792727605850293e-08,1.0349630612844457e-08,3.0792727605850293e-08,1.0349630612844457e-08
1857,3.069283417898662e-08,1.1048089427439273e-08,3.069283417898662e-08,1.1048089427439273e-08
1858,3.090250112945471e-08,1.1373890908471042e-08,3.090250112945471e-08,1.1373890908471042e-08
1859,3.156476400891149e-08,1.1786048581541309e-08,3.156476400891149e-08,1.1786048581541309e-08
1860,2.2099935342063352e-08,1.4630720635011585e-08,2.2099935342063352e-08,1.4630720635011585e-08
1861,2.2473617633522736e-08,1.5954591933312453e-08,2.2473617633522736e-08,1.5954591933312453e-08
1862,2.1866216519989782e-08,1.737224345329683e-08,2.1866216519989782e-08,1.737224345329683e-08
1863,2.1689057660978506e-08,1.737751669545722e-08,2.1689057660978506e-08,1.737751669545722e-08
1864,2.2799932862328986e-08,1.685357123700929e-08,2.2799932862328986e-08,1.685357123700929e-08
1865,2.2767729035422235e-08,1.7934396951651317e-08,2.2767729035422235e-08,1.7934396951651317e-08
1866,2.3331419336208066e-08,1.7876100219130616e-08,2.3331419336208066e-08,1.7876100219130616e-08
1867,2.330901973022849e-08,1.6321173365188964e-08,2.330901973022849e-08,1.6321173365188964e-08
1868,2.2947440772976994e-08,1.5628227220279963e-08,2.2947440772976994e-08,1.5628227220279963e-08
1869,2.3192017956879292e-08,1.6698276919921033e-08,2.3192017956879292e-08,1.6698276919921033e-08
1870,2.300337139818761e-08,1.8292613011640568e-08,2.300337139818761e-08,1.8292613011640568e-08
1871,2.173338207813101e-08,2.151487293084691e-08,2.173338207813101e-08,2.151487293084691e-08
1872,2.204634011856602e-08,2.9190934875649484e-08,2.204634011856602e-08,2.9190934875649484e-08
1873,2.0930498731023102e-08,3.2453479142142376e-08,2.0930498731023102e-08,3.2453479142142376e-08
1874,2.540118312513836e-08,3.180802681563526e-08,2.540118312513836e-08,3.180802681563526e-08
1875,2.5761223503601675e-08,3.6072928644159674e-08,2.5761223503601675e-08,3.6072928644159674e-08
1876,2.7801233061706754e-08,3.641253812755199e-08,2.7801233061706754e-08,3.641253812755199e-08
1877,2.8871408121387632e-08,4.077537837535569e-08,2.8871408121387632e-08,4.077537837535569e-08
1878,2.9542182287757768e-08,4.1935870775944295e-08,2.9542182287757768e-08,4.1935870775944295e-08
1879,3.0979410275173384e-08,3.680139811937774e-08,3.0979410275173384e-08,3.680139811937774e-08
1880,3.217910966262545e-08,3.887279260388661e-08,3.217910966262545e-08,3.887279260388661e-08
1881,2.981557654736987e-08,4.510098656445345e-08,2.981557654736987e-08,4.510098656445345e-08
1882,3.0331888112300476e-08,6.808259911394998e-08,3.0331888112300476e-08,6.808259911394998e-08
1883,2.7625379063676647e-08,7.563538113280239e-08,2.7625379063676647e-08,7.563538113280239e-08
1884,2.6691979166620124e-08,7.315334776032095e-08,2.6691979166620124e-08,7.315334776032095e-08
1885,2.6553498701429945e-08,7.122221035160692e-08,2.6553498701429945e-08,7.122221035160692e-08
