ngram,Hitachi,Hitach
1674,0.0,0.0
1675,0.0,0.0
1676,0.0,0.0
1677,0.0,0.0
1678,0.0,0.0
1679,0.0,0.0
1680,0.0,0.0
1681,0.0,0.0
1682,0.0,0.0
1683,0.0,0.0
1684,0.0,0.0
1685,0.0,0.0
1686,0.0,0.0
1687,0.0,0.0
1688,0.0,0.0
1689,0.0,0.0
1690,0.0,0.0
1691,0.0,0.0
1692,0.0,0.0
1693,0.0,0.0
1694,0.0,0.0
1695,0.0,0.0
1696,0.0,0.0
1697,0.0,0.0
1698,0.0,0.0
1699,0.0,0.0
1700,0.0,0.0
1701,0.0,0.0
1702,0.0,0.0
1703,0.0,0.0
1704,0.0,0.0
1705,0.0,0.0
1706,0.0,0.0
1707,0.0,0.0
1708,0.0,0.0
1709,0.0,0.0
1710,0.0,0.0
1711,0.0,0.0
1712,0.0,0.0
1713,0.0,0.0
1714,9.571610754781951e-08,0.0
1715,9.571610754781951e-08,0.0
1716,9.571610754781951e-08,0.0
1717,9.571610754781951e-08,0.0
1718,9.571610754781951e-08,0.0
1719,9.571610754781951e-08,0.0
1720,9.571610754781951e-08,0.0
1721,0.0,0.0
1722,0.0,0.0
1723,0.0,0.0
1724,0.0,0.0
1725,0.0,0.0
1726,0.0,0.0
1727,0.0,0.0
1728,0.0,0.0
1729,0.0,0.0
1730,0.0,0.0
1731,0.0,0.0
1732,0.0,0.0
1733,0.0,0.0
1734,0.0,0.0
1735,0.0,0.0
1736,0.0,0.0
1737,0.0,0.0
1738,0.0,0.0
1739,0.0,0.0
1740,0.0,0.0
1741,0.0,0.0
1742,0.0,0.0
1743,0.0,0.0
1744,0.0,0.0
1745,0.0,0.0
1746,0.0,0.0
1747,0.0,0.0
1748,0.0,0.0
1749,0.0,0.0
1750,9.896194593953363e-09,0.0
1751,1.7034471864820133e-08,0.0
1752,1.7034471864820133e-08,0.0
1753,1.7034471864820133e-08,0.0
1754,1.7034471864820133e-08,0.0
1755,1.7034471864820133e-08,0.0
1756,1.7034471864820133e-08,0.0
1757,7.138277270866768e-09,0.0
1758,0.0,0.0
1759,0.0,0.0
1760,0.0,0.0
1761,0.0,0.0
1762,0.0,0.0
1763,0.0,0.0
1764,0.0,0.0
1765,0.0,0.0
1766,0.0,0.0
1767,0.0,0.0
1768,0.0,0.0
1769,0.0,0.0
1770,0.0,0.0
1771,0.0,0.0
1772,0.0,0.0
1773,0.0,0.0
1774,0.0,0.0
1775,0.0,0.0
1776,0.0,0.0
1777,0.0,0.0
1778,2.7811436962922797e-09,0.0
1779,2.7811436962922797e-09,0.0
1780,2.7811436962922797e-09,0.0
1781,2.7811436962922797e-09,0.0
1782,2.7811436962922797e-09,0.0
1783,2.7811436962922797e-09,0.0
1784,2.7811436962922797e-09,0.0
1785,0.0,0.0
1786,0.0,0.0
1787,0.0,0.0
1788,0.0,0.0
1789,0.0,0.0
1790,0.0,0.0
1791,0.0,0.0
1792,0.0,0.0
1793,0.0,0.0
1794,0.0,0.0
1795,9.132721245919129e-10,0.0
1796,9.132721245919129e-10,0.0
1797,9.132721245919129e-10,0.0
1798,9.132721245919129e-10,0.0
1799,9.132721245919129e-10,0.0
1800,1.3249360339021417e-09,0.0
1801,1.3249360339021417e-09,0.0
1802,4.116639093102289e-10,0.0
1803,4.116639093102289e-10,0.0
1804,4.116639093102289e-10,0.0
1805,4.116639093102289e-10,0.0
1806,4.116639093102289e-10,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,0.0
1818,0.0,0.0
1819,0.0,0.0
1820,0.0,0.0
1821,0.0,0.0
1822,0.0,0.0
1823,1.4046276840064464e-10,0.0
1824,1.4046276840064464e-10,0.0
1825,1.4046276840064464e-10,0.0
1826,2.5896101136473655e-10,0.0
1827,2.5896101136473655e-10,0.0
1828,3.6929032054544564e-10,0.0
1829,3.6929032054544564e-10,0.0
1830,2.28827552144801e-10,0.0
1831,4.1461687258096246e-10,0.0
1832,1.0958125438799625e-09,0.0
1833,9.773143009158706e-10,0.0
1834,1.060374494559519e-09,0.0
1835,9.5004518537881e-10,0.0
1836,1.175228723861364e-09,0.0
1837,1.175228723861364e-09,0.0
1838,9.894394034252026e-10,0.0
1839,3.082437321262026e-10,0.0
1840,3.082437321262026e-10,0.0
1841,2.2518353848255401e-10,0.0
1842,2.2518353848255401e-10,0.0
1843,0.0,0.0
1844,0.0,0.0
1845,0.0,0.0
1846,0.0,0.0
1847,3.030273175243435e-10,0.0
1848,4.124026675711434e-10,0.0
1849,1.1110166596241454e-09,0.0
1850,1.205956477536217e-09,0.0
1851,1.3452422667877988e-09,0.0
1852,1.3958038375910015e-09,0.0
1853,1.4923225195267215e-09,0.0
1854,1.391302644521935e-09,0.0
1855,1.5444360393753902e-09,0.0
1856,1.0943160663349057e-09,0.0
1857,9.993762484228341e-10,0.0
1858,1.0329010028239542e-09,0.0
1859,1.165127597576746e-09,0.0
1860,1.3735849600595073e-09,0.0
1861,1.228064197952453e-09,0.0
1862,1.021273724318864e-09,0.0
1863,8.205175864147865e-10,0.0
1864,1.1501834365886969e-09,0.0
1865,1.0658259949217604e-09,0.0
1866,5.130041340141643e-09,0.0
1867,5.1707649550980506e-09,0.0
1868,7.175616422478675e-09,0.0
1869,8.544990068700845e-09,0.0
1870,1.1200385650690845e-08,0.0
1871,1.2696642578572233e-08,0.0
1872,1.4000547578417257e-08,0.0
1873,1.3264331918553092e-08,0.0
1874,1.6694000087064912e-08,0.0
1875,1.663841344066798e-08,0.0
1876,1.8969855908324007e-08,0.0
1877,1.9342469594261858e-08,0.0
1878,2.2415070561570312e-08,0.0
1879,2.765633690314319e-08,0.0
1880,2.7368444019007906e-08,0.0
1881,2.8548874756292467e-08,0.0
1882,2.9168299267975532e-08,0.0
1883,2.6793037883570444e-08,0.0
1884,2.8690568651005118e-08,0.0
1885,2.5678557946662295e-08,0.0
1886,3.976398410543425e-08,0.0
1887,4.1984980825304774e-08,0.0
1888,3.889237833374994e-08,0.0
1889,4.071625449496098e-08,0.0
1890,4.61648177463303e-08,0.0
1891,4.3752045034547593e-08,0.0
1892,4.346101434293814e-08,0.0
1893,2.917617081266144e-08,2.3061673602521792e-11
1894,2.516824437748255e-08,2.3061673602521792e-11
1895,2.656541424934338e-08,2.3061673602521792e-11
1896,2.870570701775575e-08,6.182252527369464e-11
1897,3.034687092094503e-08,8.039928048716608e-11
1898,3.128577041877634e-08,8.039928048716608e-11
1899,3.650228919127585e-08,8.039928048716608e-11
1900,3.323043783000555e-08,5.733760688464429e-11
1901,4.637779278076388e-08,7.447429379541554e-11
1902,5.138220617238533e-08,7.447429379541554e-11
1903,5.2220502969443517e-08,5.165258696950202e-11
1904,5.0994661953447055e-08,3.307583175603059e-11
1905,5.2221784484020514e-08,3.307583175603059e-11
1906,4.781460611574013e-08,4.8590817877272994e-11
1907,5.1025076227720744e-08,4.8590817877272994e-11
1908,4.044929673747382e-08,3.1454130966501737e-11
1909,3.828950464627009e-08,3.1454130966501737e-11
1910,3.4691004354873e-08,1.5514986121242405e-11
1911,3.203060699214737e-08,2.9492918028419164e-11
1912,3.5246253407957995e-08,2.9492918028419164e-11
1913,3.6759060557350106e-08,4.257376990628765e-11
1914,3.832298846516226e-08,7.180674903890199e-11
1915,5.589647804933e-08,1.9931652955091598e-10
1916,5.335878228152069e-08,1.9931652955091598e-10
1917,5.384505260711389e-08,2.1328226387388024e-10
1918,5.258212608185074e-08,1.993043319667035e-10
1919,5.177123745576344e-08,1.993043319667035e-10
1920,5.344520635576698e-08,1.7070849396759258e-10
1921,5.107455106464645e-08,1.6958712311427552e-10
1922,3.992688059538198e-08,9.037993468709514e-11
1923,4.657382162471484e-08,9.037993468709514e-11
1924,4.882780173837935e-08,7.641420036413088e-11
1925,5.1418296668056685e-08,7.641420036413088e-11
1926,4.8275607257762335e-08,7.641420036413088e-11
1927,4.939183030826046e-08,9.915257900442295e-11
1928,5.1375671716868965e-08,7.104097072512567e-11
1929,4.5974185728222694e-08,2.273837864029206e-11
1930,4.2947984724150956e-08,2.273837864029206e-11
1931,4.4143563725031395e-08,4.897138845232669e-11
1932,4.700287752663306e-08,4.897138845232669e-11
1933,5.008026552185843e-08,4.897138845232669e-11
1934,5.474118834415874e-08,2.6233009812034627e-11
1935,5.303572235350527e-08,4.845534291269311e-11
1936,5.8619126568666095e-08,9.033020759956806e-11
1937,5.755787465692005e-08,9.033020759956806e-11
1938,5.8754831095646816e-08,6.409719778753344e-11
1939,5.202449721813147e-08,6.409719778753344e-11
1940,4.864695008726423e-08,6.409719778753344e-11
1941,4.1497726651787814e-08,6.409719778753344e-11
1942,7.049960843679465e-08,2.9095531936132856e-10
1943,7.11902326295493e-08,2.9198710512926395e-10
1944,9.581596595507693e-08,3.109584276580638e-10
1945,1.0605515678361956e-07,3.297278481996711e-10
1946,1.1384342078559127e-07,3.297278481996711e-10
1947,1.212481581802649e-07,3.793987743020263e-10
1948,1.3106773723490862e-07,4.135987742768878e-10
1949,1.2803991162562462e-07,1.9853064430514726e-10
1950,1.4900040261928943e-07,2.2330389521612355e-10
1951,1.3863637958268426e-07,2.208816710885004e-10
1952,1.5346943018000404e-07,2.334801489050393e-10
1953,1.672521575203843e-07,2.334801489050393e-10
1954,2.2291786397740258e-07,3.4348473371137445e-10
1955,2.5679676290175326e-07,3.8175599288901655e-10
1956,2.7448662162247016e-07,3.4774366818630346e-10
1957,3.0136386085035027e-07,2.800637668205168e-10
1958,3.727145099219342e-07,4.777472048919254e-10
1959,4.2345264513902035e-07,6.044944465623457e-10
1960,5.020343759757193e-07,1.0385967562166952e-09
1961,5.394908068215695e-07,1.0702659155751145e-09
1962,5.873468954372843e-07,1.1610227541274704e-09
1963,6.238435982400656e-07,1.3194844582033382e-09
1964,6.714235740089083e-07,1.5533105278210867e-09
1965,6.980974295142264e-07,1.5947153597650754e-09
1966,7.40086047049512e-07,1.8322884320909338e-09
1967,7.914002659552872e-07,1.751973280736e-09
1968,8.302978114573177e-07,1.8794641081549504e-09
1969,8.84976332469835e-07,2.057357681043267e-09
1970,9.86077476941968e-07,2.3373714233950895e-09
1971,1.0529565770411864e-06,2.533188595396244e-09
1972,1.0993309647996545e-06,2.6253690332822543e-09
1973,1.136983395813981e-06,2.708418441902235e-09
1974,1.169800384559494e-06,2.696826412978177e-09
1975,1.22050458425552e-06,2.89699892646362e-09
1976,1.271380645968228e-06,3.1746824534297146e-09
1977,1.294799143839295e-06,3.4906896421002134e-09
1978,1.376161565401292e-06,3.542482180612134e-09
1979,1.504418443281403e-06,3.739220330193202e-09
1980,1.6282357527026242e-06,3.957960340425107e-09
1981,1.7697324535350032e-06,4.493192040655458e-09
1982,1.9257231380314418e-06,4.767213988645023e-09
1983,2.136714020447731e-06,5.192162065372128e-09
1984,2.322378918506729e-06,5.334451800921767e-09
1985,2.386407556644242e-06,5.30876273100286e-09
1986,2.406555722700432e-06,5.420519493577152e-09
1987,2.4498696283054803e-06,5.4720382193705424e-09
1988,2.45243333146001e-06,5.128329919453936e-09
1989,2.406635823198095e-06,4.993849112011617e-09
1990,2.2805605307699546e-06,4.3695159554094485e-09
1991,2.13570454629267e-06,3.958869454478986e-09
1992,2.073520525820121e-06,3.814877715311939e-09
1993,1.989846623473568e-06,3.822025013937897e-09
1994,1.913979109044054e-06,3.489228969247701e-09
1995,1.7959208662432502e-06,3.2493184968071122e-09
1996,1.6981007482692284e-06,2.975193742165467e-09
1997,1.5760737954094241e-06,2.895172577867454e-09
1998,1.4986457667224125e-06,2.998381003800026e-09
1999,1.3924829025719582e-06,3.1638715139844666e-09
2000,1.276200878562252e-06,2.9209982686597057e-09
2001,1.1252141202281303e-06,2.9763758442007723e-09
2002,1.0159629531309683e-06,3.4878508652675625e-09
2003,9.007365926143913e-07,3.841040120887231e-09
2004,8.262216429752048e-07,3.7085495468198407e-09
2005,7.141054538806202e-07,3.2384614989666716e-09
2006,6.208685842271475e-07,2.9001734664595754e-09
2007,5.557647853038361e-07,2.56009411289274e-09
2008,4.939692733582238e-07,2.3054504892451787e-09
2009,4.5019011249028805e-07,1.7573855148889095e-09
2010,4.137324895379736e-07,1.1466826377315442e-09
2011,3.579799811502328e-07,1.014052611722097e-09
2012,3.2747677737786164e-07,9.482049391694248e-10
2013,3.1085760911407435e-07,8.788107820821369e-10
2014,2.943670267541165e-07,8.554566142761542e-10
2015,2.8520757463671285e-07,6.765370486050415e-10
2016,2.630546142816976e-07,4.568698594046136e-10
2017,2.4330656363720965e-07,3.8495226450940834e-10
2018,2.4443808683827227e-07,3.579530227781902e-10
2019,2.507967131748501e-07,3.539937717955688e-10
