ngram,PICC,PIC,PCC,PCC
1637,0.0,0.0,0.0,0.0
1638,0.0,0.0,0.0,0.0
1639,0.0,0.0,0.0,0.0
1640,0.0,0.0,0.0,0.0
1641,0.0,0.0,0.0,0.0
1642,0.0,0.0,0.0,0.0
1643,0.0,0.0,0.0,0.0
1644,0.0,0.0,0.0,0.0
1645,0.0,0.0,0.0,0.0
1646,0.0,0.0,0.0,0.0
1647,0.0,0.0,0.0,0.0
1648,0.0,0.0,0.0,0.0
1649,0.0,0.0,0.0,0.0
1650,0.0,0.0,0.0,0.0
1651,0.0,0.0,0.0,0.0
1652,0.0,0.0,0.0,0.0
1653,0.0,7.537577825392613e-08,0.0,0.0
1654,0.0,7.537577825392613e-08,0.0,0.0
1655,0.0,7.537577825392613e-08,0.0,0.0
1656,0.0,7.537577825392613e-08,0.0,0.0
1657,0.0,7.537577825392613e-08,0.0,0.0
1658,0.0,7.537577825392613e-08,0.0,0.0
1659,0.0,7.537577825392613e-08,0.0,0.0
1660,0.0,0.0,8.017480013222666e-08,8.017480013222666e-08
1661,0.0,0.0,8.017480013222666e-08,8.017480013222666e-08
1662,0.0,0.0,8.017480013222666e-08,8.017480013222666e-08
1663,0.0,0.0,8.017480013222666e-08,8.017480013222666e-08
1664,0.0,0.0,8.017480013222666e-08,8.017480013222666e-08
1665,0.0,0.0,8.017480013222666e-08,8.017480013222666e-08
1666,0.0,0.0,8.017480013222666e-08,8.017480013222666e-08
1667,0.0,0.0,0.0,0.0
1668,0.0,0.0,0.0,0.0
1669,0.0,0.0,0.0,0.0
1670,0.0,0.0,0.0,0.0
1671,0.0,0.0,0.0,0.0
1672,0.0,2.4600601428963794e-08,0.0,0.0
1673,0.0,2.4600601428963794e-08,0.0,0.0
1674,0.0,2.4600601428963794e-08,0.0,0.0
1675,0.0,2.4600601428963794e-08,0.0,0.0
1676,0.0,2.4600601428963794e-08,0.0,0.0
1677,0.0,2.4600601428963794e-08,0.0,0.0
1678,0.0,2.4600601428963794e-08,0.0,0.0
1679,0.0,0.0,0.0,0.0
1680,0.0,0.0,0.0,0.0
1681,0.0,0.0,0.0,0.0
1682,0.0,0.0,0.0,0.0
1683,0.0,0.0,0.0,0.0
1684,2.9221579568781764e-08,0.0,0.0,0.0
1685,2.9221579568781764e-08,0.0,0.0,0.0
1686,2.9221579568781764e-08,0.0,0.0,0.0
1687,2.9221579568781764e-08,0.0,0.0,0.0
1688,2.9221579568781764e-08,0.0,0.0,0.0
1689,2.9221579568781764e-08,0.0,0.0,0.0
1690,2.9221579568781764e-08,0.0,0.0,0.0
1691,0.0,0.0,0.0,0.0
1692,0.0,0.0,0.0,0.0
1693,0.0,0.0,0.0,0.0
1694,0.0,0.0,0.0,0.0
1695,0.0,0.0,0.0,0.0
1696,0.0,0.0,0.0,0.0
1697,0.0,2.9388299286178413e-08,0.0,0.0
1698,0.0,5.0130840431198264e-08,0.0,0.0
1699,0.0,5.0130840431198264e-08,0.0,0.0
1700,0.0,5.0130840431198264e-08,0.0,0.0
1701,0.0,5.0130840431198264e-08,0.0,0.0
1702,0.0,5.0130840431198264e-08,0.0,0.0
1703,0.0,5.0130840431198264e-08,0.0,0.0
1704,0.0,2.0742541145019848e-08,0.0,0.0
1705,0.0,0.0,0.0,0.0
1706,0.0,0.0,0.0,0.0
1707,0.0,1.2152453012147037e-08,0.0,0.0
1708,0.0,1.2152453012147037e-08,0.0,0.0
1709,0.0,3.620248532700186e-08,0.0,0.0
1710,0.0,7.063253195026067e-08,0.0,0.0
1711,0.0,7.063253195026067e-08,0.0,0.0
1712,0.0,7.063253195026067e-08,0.0,0.0
1713,0.0,7.063253195026067e-08,0.0,0.0
1714,0.0,5.848007893811362e-08,0.0,0.0
1715,0.0,5.848007893811362e-08,0.0,0.0
1716,0.0,4.328500478680196e-08,0.0,0.0
1717,0.0,1.6496363640174294e-08,0.0,0.0
1718,0.0,1.6496363640174294e-08,0.0,0.0
1719,0.0,1.6496363640174294e-08,0.0,0.0
1720,0.0,1.6496363640174294e-08,0.0,0.0
1721,0.0,2.525642171592933e-08,0.0,0.0
1722,0.0,4.843918180849219e-08,0.0,0.0
1723,0.0,4.575939982487398e-08,6.175176179924944e-09,6.175176179924944e-09
1724,0.0,3.811799434824284e-08,6.175176179924944e-09,6.175176179924944e-09
1725,0.0,4.547094738833428e-08,6.175176179924944e-09,6.175176179924944e-09
1726,0.0,6.463344044098968e-08,6.175176179924944e-09,6.175176179924944e-09
1727,0.0,7.147615629524548e-08,6.175176179924944e-09,6.175176179924944e-09
1728,0.0,6.271609821949045e-08,6.175176179924944e-09,6.175176179924944e-09
1729,0.0,3.953333812692758e-08,6.175176179924944e-09,6.175176179924944e-09
1730,0.0,4.154139990727604e-08,0.0,0.0
1731,0.0,4.8508139473467186e-08,0.0,0.0
1732,0.0,4.1155186433375745e-08,0.0,0.0
1733,0.0,2.1992693380720344e-08,0.0,0.0
1734,0.0,1.5149977526464553e-08,0.0,0.0
1735,0.0,2.1616903568753643e-08,0.0,0.0
1736,0.0,2.7129228641342706e-08,0.0,0.0
1737,0.0,1.8945990681069295e-08,0.0,0.0
1738,0.0,1.1979251114878155e-08,5.491816271582398e-09,5.491816271582398e-09
1739,0.0,1.1979251114878155e-08,5.491816271582398e-09,5.491816271582398e-09
1740,0.0,1.1979251114878155e-08,5.491816271582398e-09,5.491816271582398e-09
1741,0.0,1.1979251114878155e-08,5.491816271582398e-09,5.491816271582398e-09
1742,0.0,1.8267069634703148e-08,5.491816271582398e-09,5.491816271582398e-09
1743,0.0,2.238613814954858e-08,5.491816271582398e-09,5.491816271582398e-09
1744,0.0,2.6850198509009715e-08,5.491816271582398e-09,5.491816271582398e-09
1745,0.0,2.6850198509009715e-08,6.311576023725658e-09,6.311576023725658e-09
1746,0.0,3.1828175650616686e-08,6.311576023725658e-09,6.311576023725658e-09
1747,0.0,3.1828175650616686e-08,6.311576023725658e-09,6.311576023725658e-09
1748,0.0,3.1828175650616686e-08,6.311576023725658e-09,6.311576023725658e-09
1749,0.0,1.90734310885026e-08,1.1266856400230348e-08,1.1266856400230348e-08
1750,0.0,9.442037501068107e-09,1.1266856400230348e-08,1.1266856400230348e-08
1751,0.0,8.547115777040354e-09,1.1266856400230348e-08,1.1266856400230348e-08
1752,0.0,8.547115777040354e-09,4.955280376504691e-09,4.955280376504691e-09
1753,0.0,3.569138635433384e-09,4.955280376504691e-09,4.955280376504691e-09
1754,0.0,7.753207345980887e-09,4.955280376504691e-09,4.955280376504691e-09
1755,0.0,7.753207345980887e-09,8.80858814460745e-09,8.80858814460745e-09
1756,0.0,1.0788677887571145e-08,3.85330776810276e-09,3.85330776810276e-09
1757,0.0,1.687892441688226e-08,3.85330776810276e-09,3.85330776810276e-09
1758,0.0,1.3309785781448876e-08,3.85330776810276e-09,3.85330776810276e-09
1759,0.0,3.070376029614051e-08,3.85330776810276e-09,3.85330776810276e-09
1760,0.0,4.1349228295319203e-08,3.85330776810276e-09,3.85330776810276e-09
1761,0.0,3.7165159584771704e-08,3.85330776810276e-09,3.85330776810276e-09
1762,0.0,3.7165159584771704e-08,0.0,0.0
1763,0.0,3.412968904318145e-08,0.0,0.0
1764,0.0,2.8039442513870328e-08,0.0,0.0
1765,0.0,3.098685092644311e-08,0.0,0.0
1766,0.0,1.6993928550082923e-08,0.0,0.0
1767,0.0,1.2237465136471265e-08,0.0,0.0
1768,0.0,1.2237465136471265e-08,0.0,0.0
1769,0.0,1.2237465136471265e-08,3.046259625502249e-09,3.046259625502249e-09
1770,0.0,2.0886229888463148e-08,3.046259625502249e-09,3.046259625502249e-09
1771,0.0,2.0886229888463148e-08,3.046259625502249e-09,3.046259625502249e-09
1772,0.0,2.0574903304902492e-08,1.0954504858773362e-08,1.0954504858773362e-08
1773,0.0,1.9769042022435964e-08,1.3549695714638282e-08,1.3549695714638282e-08
1774,0.0,1.9224963716218165e-08,1.3549695714638282e-08,1.3549695714638282e-08
1775,0.0,1.9224963716218165e-08,1.6438384875527845e-08,1.6438384875527845e-08
1776,0.0,2.1937333219820435e-08,1.3392125250025596e-08,1.3392125250025596e-08
1777,0.0,2.204271888826627e-08,1.922822586867109e-08,1.922822586867109e-08
1778,0.0,2.482386258455855e-08,1.922822586867109e-08,1.922822586867109e-08
1779,0.0,2.731115219692778e-08,1.1319980635399979e-08,1.1319980635399979e-08
1780,0.0,2.471596134106286e-08,8.724789779535058e-09,8.724789779535058e-09
1781,0.0,2.319606881176891e-08,1.0637306654562702e-08,1.0637306654562702e-08
1782,0.0,2.5354202293215167e-08,9.906750975119394e-09,9.906750975119394e-09
1783,0.0,2.4816431830134078e-08,1.2081350015640574e-08,1.2081350015640574e-08
1784,1.664472115692206e-09,2.1055697629890346e-08,7.909721512687286e-09,7.909721512687286e-09
1785,1.664472115692206e-09,1.8274553933598066e-08,7.909721512687286e-09,7.909721512687286e-09
1786,3.0045704337209956e-09,2.521206684694529e-08,9.249819830716075e-09,9.249819830716075e-09
1787,4.293712052572118e-09,2.6501208465796415e-08,9.249819830716075e-09,9.249819830716075e-09
1788,4.293712052572118e-09,3.182203922591498e-08,7.337302955688431e-09,7.337302955688431e-09
1789,4.293712052572118e-09,3.780759946384446e-08,5.179169474242176e-09,5.179169474242176e-09
1790,4.293712052572118e-09,3.784269722980785e-08,4.109418836963284e-09,4.109418836963284e-09
1791,2.6292399368799124e-09,3.5021213484753844e-08,3.530912958841067e-09,3.530912958841067e-09
1792,2.6292399368799124e-09,3.828599951357806e-08,4.61917501074335e-09,4.61917501074335e-09
1793,1.2891416188511228e-09,3.5099313804615965e-08,3.27907669271456e-09,3.27907669271456e-09
1794,9.979855672018596e-10,3.780211445457228e-08,4.27706225991642e-09,4.27706225991642e-09
1795,9.979855672018596e-10,3.139606619129154e-08,5.190334384508333e-09,5.190334384508333e-09
1796,9.979855672018596e-10,2.7045018922779362e-08,6.138495997224222e-09,6.138495997224222e-09
1797,2.6987565198461586e-09,3.163840592687198e-08,5.0336475939819334e-09,5.0336475939819334e-09
1798,3.2774131979757773e-09,3.062378680799124e-08,3.9476813564119445e-09,3.9476813564119445e-09
1799,5.079721976386509e-09,3.6971314264024254e-08,2.8594193045096615e-09,2.8594193045096615e-09
1800,5.491385885696738e-09,4.209368891545344e-08,2.8594193045096615e-09,2.8594193045096615e-09
1801,4.957740789330549e-09,5.2031960327626944e-08,1.8614337373078017e-09,1.8614337373078017e-09
1802,5.825994385334963e-09,5.450166578364295e-08,9.481616127158888e-10,9.481616127158888e-10
1803,5.825994385334963e-09,5.632501868088216e-08,0.0,0.0
1804,4.430300983214254e-09,5.226763288845859e-08,0.0,0.0
1805,3.851644305084636e-09,5.396677213046327e-08,0.0,0.0
1806,2.307885628636898e-09,4.823271027021292e-08,0.0,0.0
1807,2.733106629904114e-09,3.967588873316734e-08,0.0,0.0
1808,2.7394925375797843e-09,2.974684930125347e-08,0.0,0.0
1809,2.0521637563878212e-09,2.9603222222769025e-08,7.236992592498024e-10,7.236992592498024e-10
1810,2.0521637563878212e-09,2.856391339329483e-08,7.236992592498024e-10,7.236992592498024e-10
1811,1.7470862058642312e-09,2.8162054783414144e-08,7.236992592498024e-10,7.236992592498024e-10
1812,1.7470862058642312e-09,2.6976560033428346e-08,7.236992592498024e-10,7.236992592498024e-10
1813,1.4885361039012374e-09,2.5426061129556795e-08,7.236992592498024e-10,7.236992592498024e-10
1814,6.516511933237926e-10,2.1866932645561325e-08,7.236992592498024e-10,7.236992592498024e-10
1815,1.809248148124506e-10,1.9797165557682613e-08,7.236992592498024e-10,7.236992592498024e-10
1816,0.0,1.9105243609374156e-08,1.901727188423154e-10,1.901727188423154e-10
1817,0.0,1.6584723943375527e-08,1.901727188423154e-10,1.901727188423154e-10
1818,0.0,1.8895791090553108e-08,3.692075851396177e-10,3.692075851396177e-10
1819,0.0,2.0080484703604336e-08,3.692075851396177e-10,3.692075851396177e-10
1820,0.0,2.335381551635659e-08,1.1061922806326103e-09,1.1061922806326103e-09
1821,1.2855425454308796e-10,2.2887289016385433e-08,1.1061922806326103e-09,1.1061922806326103e-09
1822,1.2855425454308796e-10,2.3700797768810844e-08,1.1061922806326103e-09,1.1061922806326103e-09
1823,6.904053281456665e-10,2.2838394286850416e-08,5.129902645530291e-09,5.129902645530291e-09
1824,8.245253448256409e-10,2.2659903667740115e-08,5.264022662210266e-09,5.264022662210266e-09
1825,9.511421491684553e-10,2.2183351536650013e-08,5.0849877959129634e-09,5.0849877959129634e-09
1826,9.511421491684553e-10,2.323814207727537e-08,5.0849877959129634e-09,5.0849877959129634e-09
1827,1.2648539675958708e-09,2.213359476651736e-08,4.348003100419971e-09,4.348003100419971e-09
1828,1.5776169497756192e-09,2.579464641883078e-08,4.348003100419971e-09,4.348003100419971e-09
1829,1.7181655066954094e-09,3.085017523980176e-08,5.1210201793391465e-09,5.1210201793391465e-09
1830,1.251618975128821e-09,3.0864874085117274e-08,9.0713709559915e-10,9.0713709559915e-10
1831,1.1174989584488466e-09,3.326034812646737e-08,8.659117391372564e-10,8.659117391372564e-10
1832,9.90882154106032e-10,3.155132789954353e-08,8.659117391372564e-10,8.659117391372564e-10
1833,9.90882154106032e-10,3.110497281966218e-08,8.659117391372564e-10,8.659117391372564e-10
1834,8.432907229659139e-10,3.233959005350633e-08,9.48971932780905e-10,9.48971932780905e-10
1835,5.695402879471853e-10,3.371576364129071e-08,9.48971932780905e-10,9.48971932780905e-10
1836,4.2899173102739496e-10,3.056911194018344e-08,7.01383126181351e-10,7.01383126181351e-10
1837,3.3368718899140504e-10,3.2386301386720465e-08,7.788245366085228e-10,7.788245366085228e-10
1838,3.3368718899140504e-10,3.727223685245917e-08,7.622556237001682e-10,7.622556237001682e-10
1839,4.094686256728153e-10,4.139588760665447e-08,7.622556237001682e-10,7.622556237001682e-10
1840,4.850545917304114e-10,4.3978677715423535e-08,7.622556237001682e-10,7.622556237001682e-10
1841,3.189342044431141e-10,4.3775755338109386e-08,8.191506520712924e-10,8.191506520712924e-10
1842,2.729982827100384e-10,4.225048400030573e-08,1.1840432761240599e-09,1.1840432761240599e-09
1843,4.041473425761158e-10,4.271150442848791e-08,9.864876534696317e-10,9.864876534696317e-10
1844,4.709301995983342e-10,4.244354404444753e-08,1.3765262342678243e-09,1.3765262342678243e-09
1845,8.713627755848766e-10,4.0692457149914067e-08,1.3002004869580981e-09,1.3002004869580981e-09
1846,1.1216838489781976e-09,4.127372729304365e-08,1.3654209865939952e-09,1.3654209865939952e-09
1847,1.5309416036478142e-09,4.12873966126881e-08,1.4260264516848968e-09,1.4260264516848968e-09
1848,1.7496923037414141e-09,4.1227932813723914e-08,1.395446579716924e-09,1.395446579716924e-09
1849,1.8430195702912044e-09,4.339550078010948e-08,1.0305539556641564e-09,1.0305539556641564e-09
1850,1.8068103283371988e-09,4.597081268034994e-08,7.026813059989629e-10,7.026813059989629e-10
1851,1.7400274713149803e-09,4.6002461268861746e-08,2.816299098690982e-10,2.816299098690982e-10
1852,1.4912796077380465e-09,4.294275360702418e-08,3.82753051475504e-10,3.82753051475504e-10
1853,1.2616957795990353e-09,4.064269175176248e-08,5.105699157110471e-10,5.105699157110471e-10
1854,8.273539195017118e-10,3.9783836923236645e-08,5.509681718799239e-10,5.509681718799239e-10
1855,8.186102153283161e-10,4.124530050830799e-08,9.141085626535833e-10,9.141085626535833e-10
1856,7.527484865591358e-10,4.135800831964584e-08,9.638073672491032e-10,9.638073672491032e-10
1857,8.503455756996609e-10,4.4835023313031086e-08,1.2044785010648491e-09,1.2044785010648491e-09
1858,1.0807596286164868e-09,4.5545832502317096e-08,1.4460674840106285e-09,1.4460674840106285e-09
1859,1.2337218588002026e-09,4.698582906874955e-08,1.3449443424042228e-09,1.3449443424042228e-09
1860,1.5641696390503564e-09,4.8699118134923735e-08,1.1519069785327828e-09,1.1519069785327828e-09
1861,1.6266411392454723e-09,4.863771455429092e-08,1.559283388915692e-09,1.559283388915692e-09
1862,1.5837889571252666e-09,4.722359240158117e-08,1.0867676480952326e-09,1.0867676480952326e-09
1863,1.5779061866640275e-09,4.560259826900749e-08,1.1325446057165932e-09,1.1325446057165932e-09
1864,1.4795595225182622e-09,4.30538652348592e-08,9.860637148076786e-10,9.860637148076786e-10
1865,1.6029578775444975e-09,4.245464322951063e-08,6.980461367663996e-10,6.980461367663996e-10
1866,1.4752694145668345e-09,4.2461741551440875e-08,2.821547892154338e-09,2.821547892154338e-09
1867,1.2211527820684053e-09,4.196721598808446e-08,2.9079728069980604e-09,2.9079728069980604e-09
1868,1.1978028172495873e-09,4.081516914920615e-08,2.5340277733297357e-09,2.5340277733297357e-09
1869,1.1098197757622837e-09,4.076191295609988e-08,2.5340277733297357e-09,2.5340277733297357e-09
1870,1.0510790491937071e-09,4.0667320431810235e-08,2.691970773278334e-09,2.691970773278334e-09
1871,9.568888062868756e-10,3.8500507163316145e-08,2.6383565927228555e-09,2.6383565927228555e-09
1872,6.030763983438143e-10,3.7909317336064826e-08,2.9659702749373906e-09,2.9659702749373906e-09
1873,6.211616776496953e-10,3.757515264015053e-08,1.5836348224837086e-09,1.5836348224837086e-09
1874,6.470154253638124e-10,3.788045102989404e-08,1.7753949064859752e-09,1.7753949064859752e-09
1875,6.376220900478862e-10,3.88664734681957e-08,1.6409598085116122e-09,1.6409598085116122e-09
1876,5.967823021471982e-10,3.857843872927853e-08,1.679291792923619e-09,1.679291792923619e-09
1877,5.472610539339736e-10,3.7631416205385904e-08,1.4957763757753435e-09,1.4957763757753435e-09
1878,6.561171368118274e-10,3.7130621117447456e-08,1.5640563963018446e-09,1.5640563963018446e-09
1879,7.957723924256754e-10,3.697204624992472e-08,1.3760979697011573e-09,1.3760979697011573e-09
1880,6.665020004157997e-10,3.710155687437171e-08,6.678183502227344e-10,6.678183502227344e-10
1881,5.309296137655042e-10,3.531187888126754e-08,4.2119894675237847e-10,4.2119894675237847e-10
1882,4.506995530752432e-10,3.442122219001119e-08,5.184276797536619e-10,5.184276797536619e-10
1883,4.766128246038091e-10,3.2041073032879856e-08,9.940577428662373e-10,9.940577428662373e-10
1884,4.721720593879399e-10,3.216552459304824e-08,1.1682416561908937e-09,1.1682416561908937e-09
1885,5.084323716010784e-10,3.111965948424508e-08,1.4947347268653592e-09,1.4947347268653592e-09
1886,4.791315796496118e-10,3.1147635581874056e-08,1.493022556777111e-09,1.493022556777111e-09
1887,4.133582127379449e-10,2.9812530856686085e-08,1.6259396884432675e-09,1.6259396884432675e-09
1888,4.3123554727131364e-10,3.0685530560958796e-08,2.0534224162308388e-09,2.0534224162308388e-09
1889,4.3123554727131364e-10,3.303996365389139e-08,2.139389950909073e-09,2.139389950909073e-09
1890,3.922859814764479e-10,3.712572294034544e-08,1.9795675733545538e-09,1.9795675733545538e-09
1891,3.617750741837154e-10,3.8321111109748274e-08,1.837900522248605e-09,1.837900522248605e-09
1892,3.9643133617087555e-10,3.874194222573481e-08,1.6946819423959069e-09,1.6946819423959069e-09
1893,3.552618952986007e-10,3.749669400373737e-08,1.8104172684805876e-09,1.8104172684805876e-09
1894,3.552618952986007e-10,3.712921475036117e-08,1.8655311819136345e-09,1.8655311819136345e-09
1895,3.801094082346777e-10,3.78084590936721e-08,1.681708542263952e-09,1.681708542263952e-09
1896,3.9948983407026416e-10,3.701012322007305e-08,1.5372731262556068e-09,1.5372731262556068e-09
1897,4.299244095649714e-10,3.406796749467438e-08,2.2048550207820483e-09,2.2048550207820483e-09
1898,4.479625777463271e-10,3.293041039853506e-08,2.138511149908849e-09,2.138511149908849e-09
1899,3.410455469619679e-10,3.7640508360985743e-08,1.8645944827826763e-09,1.8645944827826763e-09
1900,4.1642536046422e-10,4.0713523726968303e-08,1.8277633256109332e-09,1.8277633256109332e-09
1901,4.678354192139927e-10,4.2583298411256824e-08,2.2751763845934344e-09,2.2751763845934344e-09
1902,4.6528912270701484e-10,4.1105852182405604e-08,2.1376970233648915e-09,2.1376970233648915e-09
1903,5.096652762524658e-10,4.010443913468212e-08,2.242388469353429e-09,2.242388469353429e-09
1904,5.014962314467805e-10,4.131863257888264e-08,1.4426192661089387e-09,1.4426192661089387e-09
1905,4.987049255698674e-10,4.154786280098831e-08,1.5590115547731947e-09,1.5590115547731947e-09
1906,5.034242298822861e-10,3.725254466806811e-08,2.3475769265043513e-09,2.3475769265043513e-09
1907,4.174600893144412e-10,3.684650349912642e-08,2.9364892581032873e-09,2.9364892581032873e-09
1908,5.170190297712881e-10,3.61254513287739e-08,2.5289231026753053e-09,2.5289231026753053e-09
1909,4.550523162648114e-10,3.579687505147636e-08,2.6116729255422554e-09,2.6116729255422554e-09
1910,1.2452768766554482e-09,3.551113333547359e-08,2.840115650596228e-09,2.840115650596228e-09
1911,1.2676053133740618e-09,3.653691343125891e-08,3.0514791804492347e-09,3.0514791804492347e-09
1912,1.3244289910817132e-09,3.580501685616712e-08,3.6773723748646195e-09,3.6773723748646195e-09
1913,1.3898332445234323e-09,3.481138120621706e-08,3.2852327525034752e-09,3.2852327525034752e-09
1914,1.4481644653293761e-09,3.337997307133784e-08,3.6487922841895883e-09,3.6487922841895883e-09
1915,1.4247052466347704e-09,3.261467641989059e-08,4.02557658636076e-09,4.02557658636076e-09
1916,1.4285178040474023e-09,3.280554037944837e-08,4.6780884562939005e-09,4.6780884562939005e-09
1917,6.164338682358914e-10,3.396945607343176e-08,5.283794861960749e-09,5.283794861960749e-09
1918,6.040651669346277e-10,3.2608590621358806e-08,6.087179490624603e-09,6.087179490624603e-09
1919,5.888176137146064e-10,3.354194331807646e-08,6.0617222669938946e-09,6.0617222669938946e-09
1920,5.154433943158462e-10,3.334255842852534e-08,6.389535567308258e-09,6.389535567308258e-09
1921,3.9851147778538886e-10,3.2762809861911335e-08,5.445109315819049e-09,5.445109315819049e-09
1922,2.7100169727337485e-10,3.295922163764382e-08,6.9087231808444875e-09,6.9087231808444875e-09
1923,2.749530008434269e-10,3.273496521468847e-08,6.845978831445823e-09,6.845978831445823e-09
1924,3.307419179801993e-10,3.090615128899442e-08,8.212844372833063e-09,8.212844372833063e-09
1925,3.192313120197505e-10,2.9654573146282407e-08,8.747542372995148e-09,8.747542372995148e-09
1926,3.0825425148936093e-10,2.8234329921669347e-08,1.7897358198634298e-08,1.7897358198634298e-08
