ngram,Automatic Data Processing,Automatic Data Procesing
1735,0.0,0.0
1736,0.0,0.0
1737,0.0,0.0
1738,0.0,0.0
1739,0.0,0.0
1740,0.0,0.0
1741,0.0,0.0
1742,6.377372281057043e-09,0.0
1743,2.564015945592603e-08,0.0
1744,2.564015945592603e-08,0.0
1745,2.564015945592603e-08,0.0
1746,2.564015945592603e-08,0.0
1747,2.564015945592603e-08,0.0
1748,2.564015945592603e-08,0.0
1749,1.926278717486899e-08,0.0
1750,0.0,0.0
1751,0.0,0.0
1752,0.0,0.0
1753,0.0,0.0
1754,0.0,0.0
1755,0.0,0.0
1756,0.0,0.0
1757,0.0,0.0
1758,0.0,0.0
1759,0.0,0.0
1760,0.0,0.0
1761,0.0,0.0
1762,0.0,0.0
1763,0.0,0.0
1764,0.0,0.0
1765,0.0,0.0
1766,0.0,0.0
1767,0.0,0.0
1768,0.0,0.0
1769,0.0,0.0
1770,0.0,0.0
1771,0.0,0.0
1772,0.0,0.0
1773,0.0,0.0
1774,0.0,0.0
1775,0.0,0.0
1776,0.0,0.0
1777,0.0,0.0
1778,0.0,0.0
1779,0.0,0.0
1780,0.0,0.0
1781,0.0,0.0
1782,0.0,0.0
1783,0.0,0.0
1784,0.0,0.0
1785,0.0,0.0
1786,0.0,0.0
1787,0.0,0.0
1788,0.0,0.0
1789,0.0,0.0
1790,0.0,0.0
1791,0.0,0.0
1792,0.0,0.0
1793,0.0,0.0
1794,0.0,0.0
1795,0.0,0.0
1796,0.0,0.0
1797,1.700770952644299e-09,0.0
1798,1.700770952644299e-09,0.0
1799,1.700770952644299e-09,0.0
1800,1.700770952644299e-09,0.0
1801,1.700770952644299e-09,0.0
1802,1.700770952644299e-09,0.0
1803,1.700770952644299e-09,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,0.0
1818,0.0,0.0
1819,0.0,0.0
1820,0.0,0.0
1821,0.0,0.0
1822,0.0,0.0
1823,1.4046276840064464e-10,0.0
1824,1.4046276840064464e-10,0.0
1825,1.4046276840064464e-10,0.0
1826,1.4046276840064464e-10,0.0
1827,1.4046276840064464e-10,0.0
1828,6.921093063740256e-10,0.0
1829,1.0434806828131725e-09,0.0
1830,9.030179144125278e-10,0.0
1831,9.030179144125278e-10,0.0
1832,9.030179144125278e-10,0.0
1833,9.030179144125278e-10,0.0
1834,9.030179144125278e-10,0.0
1835,3.5137137643914684e-10,0.0
1836,0.0,0.0
1837,0.0,0.0
1838,0.0,0.0
1839,0.0,0.0
1840,0.0,0.0
1841,0.0,0.0
1842,0.0,0.0
1843,0.0,0.0
1844,0.0,0.0
1845,0.0,0.0
1846,0.0,0.0
1847,0.0,0.0
1848,0.0,0.0
1849,0.0,0.0
1850,0.0,0.0
1851,0.0,0.0
1852,0.0,0.0
1853,0.0,0.0
1854,0.0,0.0
1855,0.0,0.0
1856,0.0,0.0
1857,0.0,0.0
1858,0.0,0.0
1859,0.0,0.0
1860,0.0,0.0
1861,0.0,0.0
1862,0.0,0.0
1863,0.0,0.0
1864,0.0,0.0
1865,0.0,0.0
1866,0.0,0.0
1867,0.0,0.0
1868,4.4811698003093574e-11,0.0
1869,4.4811698003093574e-11,0.0
1870,4.4811698003093574e-11,0.0
1871,4.4811698003093574e-11,0.0
1872,4.4811698003093574e-11,0.0
1873,4.4811698003093574e-11,0.0
1874,4.4811698003093574e-11,0.0
1875,0.0,0.0
1876,0.0,0.0
1877,0.0,0.0
1878,8.345632756296644e-10,0.0
1879,8.345632756296644e-10,0.0
1880,8.345632756296644e-10,0.0
1881,2.791630165128416e-09,0.0
1882,2.791630165128416e-09,0.0
1883,2.8237527930987027e-09,0.0
1884,2.8237527930987027e-09,0.0
1885,2.018212795297712e-09,0.0
1886,2.018212795297712e-09,0.0
1887,2.018212795297712e-09,0.0
1888,1.1515159064374408e-10,0.0
1889,1.1515159064374408e-10,0.0
1890,1.0832465281916472e-10,0.0
1891,1.0832465281916472e-10,0.0
1892,7.930137499049091e-11,0.0
1893,7.930137499049091e-11,0.0
1894,7.930137499049091e-11,0.0
1895,2.529569014570703e-11,0.0
1896,2.529569014570703e-11,0.0
1897,2.972280834155429e-10,0.0
1898,2.972280834155429e-10,0.0
1899,2.972280834155429e-10,0.0
1900,2.972280834155429e-10,0.0
1901,2.972280834155429e-10,0.0
1902,2.972280834155429e-10,0.0
1903,3.6098466279658025e-10,0.0
1904,7.961031932885681e-11,0.0
1905,7.961031932885681e-11,0.0
1906,1.1064029157134162e-10,0.0
1907,1.1064029157134162e-10,0.0
1908,1.1064029157134162e-10,0.0
1909,1.1064029157134162e-10,0.0
1910,4.463265084900644e-10,0.0
1911,4.5842863235659847e-10,0.0
1912,4.5842863235659847e-10,0.0
1913,4.273986601141136e-10,0.0
1914,4.56631639246728e-10,0.0
1915,6.79773747212588e-10,0.0
1916,7.24929332832477e-10,0.0
1917,3.2548653653271687e-10,0.0
1918,3.119109117813831e-10,0.0
1919,3.403224051774194e-10,0.0
1920,3.403224051774194e-10,0.0
1921,3.110894260448051e-10,0.0
1922,3.324221043273948e-09,0.0
1923,3.377279236033941e-09,0.0
1924,3.4505438288391842e-09,0.0
1925,3.551189467487781e-09,0.0
1926,3.5227779740917444e-09,0.0
1927,3.5909931060475385e-09,0.0
1928,3.5909931060475385e-09,0.0
1929,4.0529097538361773e-10,0.0
1930,7.427154843523251e-10,0.0
1931,1.1678780640979524e-09,0.0
1932,1.241998155115149e-09,0.0
1933,1.288332472450447e-09,0.0
1934,1.624539074691305e-09,0.0
1935,1.6689837408926218e-09,0.0
1936,1.6602870110484146e-09,0.0
1937,1.3817456464718499e-09,0.0
1938,2.558241785077797e-09,0.0
1939,2.3939898416821694e-09,0.0
1940,2.657174664823435e-09,0.0
1941,2.2803315010065462e-09,0.0
1942,3.2820247412658686e-09,0.0
1943,4.720429267706423e-09,0.0
1944,5.303213897784558e-09,0.0
1945,3.83475421060288e-09,0.0
1946,6.755422709321073e-09,0.0
1947,7.157853559869309e-09,0.0
1948,8.10497499273818e-09,0.0
1949,8.368311646808228e-09,0.0
1950,7.801710912223671e-09,0.0
1951,8.749837441891981e-09,0.0
1952,1.1068489680354787e-08,0.0
1953,1.4869298998425912e-08,0.0
1954,1.9862119504665543e-08,0.0
1955,2.875800512011243e-08,0.0
1956,4.075492020051895e-08,0.0
1957,5.6688447333134006e-08,1.2743725717547149e-11
1958,7.661412203065408e-08,2.464553362978096e-11
1959,1.0596050208684054e-07,2.464553362978096e-11
1960,1.2734607628723487e-07,2.464553362978096e-11
1961,1.5392227733660287e-07,2.464553362978096e-11
1962,1.812370931426293e-07,4.50490458428884e-11
1963,2.0340631579074397e-07,4.50490458428884e-11
1964,2.251224243212034e-07,6.827856038496956e-11
1965,2.403557825151178e-07,6.519183407390931e-11
1966,2.448172559914903e-07,7.398490550361966e-11
1967,2.562387148178199e-07,8.282958446110505e-11
1968,2.6832901767193107e-07,1.0939920794658268e-10
1969,2.655430405086788e-07,8.899569573347525e-11
1970,2.651454654564337e-07,1.1530422251913665e-10
1971,2.6259162463507633e-07,8.828188279614529e-11
1972,2.586916260887457e-07,9.685769151010096e-11
1973,2.6384374710427695e-07,8.80646200803906e-11
1974,2.572062547707381e-07,7.921994112290522e-11
1975,2.5157406266121794e-07,5.2650317637427586e-11
1976,2.5060619179839705e-07,6.8723179924568e-11
1977,2.5106107719758644e-07,5.0441064024044275e-11
1978,2.532400681535104e-07,4.1490163487407323e-11
1979,2.6465401552806203e-07,3.2226974065542786e-11
1980,2.6602069778748826e-07,3.2226974065542786e-11
1981,2.7443540367195443e-07,3.98567726441915e-11
1982,2.705303460613452e-07,3.98567726441915e-11
1983,2.7185355731619764e-07,3.1186416048807026e-11
1984,2.619006989691895e-07,2.316000516366934e-11
1985,2.4707106303724557e-07,2.316000516366934e-11
1986,2.280161096125864e-07,7.030074488815049e-11
1987,2.0669798215879253e-07,7.698821243216715e-11
1988,1.8229386609748743e-07,6.935841385351843e-11
1989,1.6935826506271822e-07,7.601042563222725e-11
1990,1.489237015610862e-07,8.85803067800823e-11
1991,1.568600457143735e-07,1.2142664948929952e-10
1992,1.6363965065530855e-07,1.7868776597262936e-10
1993,1.6738414590885702e-07,1.556261221082243e-10
1994,1.6210182199724192e-07,2.009636936028958e-10
1995,1.6835422046921978e-07,2.009636936028958e-10
1996,1.6456785800755824e-07,2.384259575486222e-10
1997,1.6189076644325594e-07,2.357111430642941e-10
1998,1.3911526508536554e-07,2.317537372326888e-10
1999,1.2273560250670406e-07,2.0160884271559964e-10
2000,1.0125044015905717e-07,1.8497933343805276e-10
2001,9.256464801004377e-08,1.4816648503351056e-10
2002,7.662255794928439e-08,1.535350388492951e-10
2003,6.498911732575965e-08,1.1973703774513312e-10
2004,6.023454294076405e-08,1.125725574265982e-10
2005,5.5396324987506366e-08,8.368362054898628e-11
2006,4.454022090832106e-08,5.65673985827456e-11
2007,3.964769795012606e-08,4.099011110695169e-11
2008,3.437320624958115e-08,2.5777920472805758e-11
2009,2.8779272425489514e-08,2.0409366657021214e-11
2010,2.3864520137806267e-08,1.0093092036747971e-11
2011,1.8563684684685152e-08,0.0
2012,1.4278972417157223e-08,0.0
2013,1.3179600268285542e-08,0.0
2014,1.155109969579777e-08,0.0
2015,1.0498255280972607e-08,0.0
2016,1.0301088553583376e-08,0.0
2017,1.01934236607093e-08,0.0
2018,1.0009328743620927e-08,0.0
2019,9.680201418227341e-09,0.0
