ngram,Nissan Motor,Nisan Motor
1693,0.0,0.0
1694,0.0,0.0
1695,0.0,0.0
1696,0.0,0.0
1697,0.0,0.0
1698,0.0,0.0
1699,0.0,0.0
1700,0.0,0.0
1701,0.0,0.0
1702,0.0,0.0
1703,0.0,0.0
1704,0.0,0.0
1705,0.0,0.0
1706,0.0,0.0
1707,0.0,0.0
1708,0.0,0.0
1709,0.0,0.0
1710,0.0,0.0
1711,0.0,0.0
1712,0.0,0.0
1713,0.0,0.0
1714,0.0,0.0
1715,0.0,0.0
1716,0.0,0.0
1717,0.0,0.0
1718,0.0,0.0
1719,0.0,0.0
1720,0.0,0.0
1721,0.0,0.0
1722,0.0,0.0
1723,0.0,0.0
1724,0.0,0.0
1725,0.0,0.0
1726,0.0,0.0
1727,0.0,0.0
1728,0.0,0.0
1729,0.0,0.0
1730,0.0,0.0
1731,0.0,0.0
1732,0.0,0.0
1733,0.0,0.0
1734,0.0,0.0
1735,0.0,0.0
1736,0.0,0.0
1737,0.0,0.0
1738,0.0,0.0
1739,0.0,0.0
1740,0.0,0.0
1741,0.0,0.0
1742,0.0,0.0
1743,0.0,0.0
1744,0.0,0.0
1745,0.0,0.0
1746,0.0,0.0
1747,0.0,0.0
1748,0.0,0.0
1749,0.0,0.0
1750,0.0,0.0
1751,0.0,0.0
1752,0.0,0.0
1753,0.0,0.0
1754,0.0,0.0
1755,0.0,0.0
1756,0.0,0.0
1757,0.0,0.0
1758,0.0,0.0
1759,0.0,0.0
1760,0.0,0.0
1761,0.0,0.0
1762,0.0,0.0
1763,0.0,0.0
1764,0.0,0.0
1765,0.0,0.0
1766,0.0,0.0
1767,0.0,0.0
1768,0.0,0.0
1769,0.0,0.0
1770,0.0,0.0
1771,0.0,0.0
1772,0.0,0.0
1773,0.0,0.0
1774,0.0,0.0
1775,0.0,0.0
1776,0.0,0.0
1777,0.0,0.0
1778,0.0,0.0
1779,0.0,0.0
1780,0.0,0.0
1781,0.0,0.0
1782,0.0,0.0
1783,0.0,0.0
1784,0.0,0.0
1785,0.0,0.0
1786,0.0,0.0
1787,0.0,0.0
1788,0.0,0.0
1789,0.0,0.0
1790,0.0,0.0
1791,0.0,0.0
1792,0.0,0.0
1793,0.0,0.0
1794,0.0,0.0
1795,0.0,0.0
1796,0.0,0.0
1797,0.0,0.0
1798,0.0,0.0
1799,0.0,0.0
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,0.0
1818,0.0,0.0
1819,0.0,0.0
1820,0.0,0.0
1821,0.0,0.0
1822,0.0,0.0
1823,0.0,0.0
1824,0.0,0.0
1825,0.0,0.0
1826,0.0,0.0
1827,0.0,0.0
1828,0.0,0.0
1829,9.41489108896576e-10,0.0
1830,9.41489108896576e-10,0.0
1831,9.41489108896576e-10,0.0
1832,1.0228968307300435e-09,0.0
1833,1.0228968307300435e-09,0.0
1834,1.0228968307300435e-09,0.0
1835,1.0228968307300435e-09,0.0
1836,8.140772183346761e-11,0.0
1837,8.140772183346761e-11,0.0
1838,8.140772183346761e-11,0.0
1839,0.0,0.0
1840,0.0,0.0
1841,0.0,0.0
1842,0.0,0.0
1843,0.0,0.0
1844,0.0,0.0
1845,0.0,0.0
1846,0.0,0.0
1847,0.0,0.0
1848,0.0,0.0
1849,0.0,0.0
1850,0.0,0.0
1851,0.0,0.0
1852,0.0,0.0
1853,0.0,0.0
1854,0.0,0.0
1855,0.0,0.0
1856,0.0,0.0
1857,0.0,0.0
1858,0.0,0.0
1859,0.0,0.0
1860,0.0,0.0
1861,0.0,0.0
1862,0.0,0.0
1863,0.0,0.0
1864,0.0,0.0
1865,0.0,0.0
1866,0.0,0.0
1867,0.0,0.0
1868,0.0,0.0
1869,0.0,0.0
1870,0.0,0.0
1871,0.0,0.0
1872,0.0,0.0
1873,0.0,0.0
1874,0.0,0.0
1875,0.0,0.0
1876,0.0,0.0
1877,0.0,0.0
1878,6.907923439618863e-11,0.0
1879,3.3483431900143453e-10,0.0
1880,3.3483431900143453e-10,0.0
1881,4.85000452497632e-10,0.0
1882,4.85000452497632e-10,0.0
1883,4.85000452497632e-10,0.0
1884,4.85000452497632e-10,0.0
1885,4.159212181014433e-10,0.0
1886,1.5016613349619742e-10,0.0
1887,1.5016613349619742e-10,0.0
1888,0.0,0.0
1889,0.0,0.0
1890,1.2029701837842514e-10,0.0
1891,1.2029701837842514e-10,0.0
1892,1.2029701837842514e-10,0.0
1893,1.2029701837842514e-10,0.0
1894,1.2029701837842514e-10,0.0
1895,1.404182544049805e-10,0.0
1896,1.404182544049805e-10,0.0
1897,2.012123602655537e-11,0.0
1898,2.012123602655537e-11,0.0
1899,2.012123602655537e-11,0.0
1900,3.728440770408728e-11,0.0
1901,3.728440770408728e-11,0.0
1902,1.716317167753191e-11,0.0
1903,1.716317167753191e-11,0.0
1904,1.716317167753191e-11,0.0
1905,1.716317167753191e-11,0.0
1906,1.716317167753191e-11,0.0
1907,0.0,0.0
1908,0.0,0.0
1909,0.0,0.0
1910,0.0,0.0
1911,0.0,0.0
1912,0.0,0.0
1913,0.0,0.0
1914,0.0,0.0
1915,0.0,0.0
1916,5.721950294531755e-11,0.0
1917,7.049165814557564e-11,0.0
1918,7.049165814557564e-11,0.0
1919,9.74884538175656e-11,0.0
1920,9.74884538175656e-11,0.0
1921,9.74884538175656e-11,0.0
1922,1.2041337173394695e-10,0.0
1923,6.319386878862941e-11,0.0
1924,4.992171358837132e-11,0.0
1925,2.246689937265448e-10,0.0
1926,1.9767219805455483e-10,0.0
1927,1.9767219805455483e-10,0.0
1928,3.058990699633668e-10,0.0
1929,4.510750503275826e-10,0.0
1930,4.510750503275826e-10,0.0
1931,4.510750503275826e-10,0.0
1932,2.763277701894091e-10,0.0
1933,4.3038144476830505e-10,0.0
1934,6.011077667368778e-10,0.0
1935,6.195674925483072e-10,0.0
1936,6.703001645799337e-10,0.0
1937,7.768735813381714e-10,0.0
1938,1.6860086977337524e-09,0.0
1939,1.8516379064946266e-09,0.0
1940,1.7956639191447315e-09,0.0
1941,1.9658314817253395e-09,0.0
1942,2.0524231520673605e-09,0.0
1943,1.9151987139056003e-09,0.0
1944,1.8266762051379258e-09,0.0
1945,1.3457487485490915e-09,0.0
1946,2.218560618946367e-09,0.0
1947,2.2149346384781055e-09,0.0
1948,2.264092490869959e-09,0.0
1949,2.762249324114333e-09,1.6168978854226778e-11
1950,3.0666333024541105e-09,1.6168978854226778e-11
1951,3.567877255543956e-09,1.6168978854226778e-11
1952,3.6764701045426715e-09,1.6168978854226778e-11
1953,3.5777087879575375e-09,1.6168978854226778e-11
1954,4.587484677845818e-09,1.6168978854226778e-11
1955,5.63094504357764e-09,1.6168978854226778e-11
1956,6.67515014691438e-09,0.0
1957,8.653063440381255e-09,0.0
1958,1.0851101223912402e-08,0.0
1959,1.3807408232630841e-08,0.0
1960,1.5869200556803013e-08,0.0
1961,1.8662066685643756e-08,0.0
1962,2.01403320687632e-08,9.705924556132776e-12
1963,2.3512183438307536e-08,9.705924556132776e-12
1964,2.593403257224379e-08,9.705924556132776e-12
1965,2.9063509440366682e-08,9.705924556132776e-12
1966,3.219193901925012e-08,1.8077021030864823e-11
1967,3.833228337920705e-08,1.8077021030864823e-11
1968,4.4291647682825896e-08,1.8077021030864823e-11
1969,5.421654642694713e-08,2.5463874064879377e-11
1970,6.422014158553274e-08,2.5463874064879377e-11
1971,7.606828589246106e-08,2.5463874064879377e-11
1972,8.518974833496681e-08,1.4136863604344692e-10
1973,9.371733256102743e-08,1.9585696358388153e-10
1974,1.0247941263839624e-07,2.1136488591112978e-10
1975,1.0865423202436172e-07,2.267869919636567e-10
1976,1.2646307924667e-07,2.1733839579231506e-10
1977,1.4244903415569103e-07,2.402466464855392e-10
1978,1.5518566393828743e-07,2.402466464855392e-10
1979,1.747106119458814e-07,1.3980276212482197e-10
1980,1.842511311776564e-07,9.185254095021657e-11
1981,1.9776516272226479e-07,7.634461862296834e-11
1982,2.0732068760155797e-07,8.911733801305769e-11
1983,2.120843995661354e-07,8.147315659425201e-11
1984,2.1601059480807245e-07,7.254863971477882e-11
1985,2.219473925281688e-07,1.207262801632731e-10
1986,2.2157369983233366e-07,1.3154657224623278e-10
1987,2.3222684067799752e-07,2.1207241815820614e-10
1988,2.463093246823129e-07,2.6482652083175447e-10
1989,2.6339810688114085e-07,2.42961506568313e-10
1990,2.659311145894857e-07,2.492968287161533e-10
1991,2.683779233133724e-07,2.478201993814734e-10
1992,2.6159544777978485e-07,1.9964255893297914e-10
1993,2.519824785654886e-07,1.7949262711068415e-10
1994,2.365596308046796e-07,1.0263383000617767e-10
1995,2.1307752717802941e-07,5.596381344452617e-11
1996,1.9321649956184827e-07,4.963400226535139e-11
1997,1.747443089275943e-07,4.877548811272574e-11
1998,1.5446011657007019e-07,5.277016175221836e-11
1999,1.4533658543314232e-07,5.793283362952119e-11
2000,1.3271225185462754e-07,5.18015957510062e-11
2001,1.2588729195580788e-07,3.322534410297808e-11
2002,1.1674283229012872e-07,2.7141257991081247e-11
2003,1.0416619744546551e-07,3.205624803302522e-11
2004,9.352419689483732e-08,2.6579440037810542e-11
2005,8.371661865323534e-08,1.0077661919246798e-11
2006,7.012735991906993e-08,4.914990041943972e-12
2007,6.303222781817957e-08,4.914990041943972e-12
2008,5.358508684391186e-08,4.914990041943972e-12
2009,4.4784442567090214e-08,4.914990041943972e-12
2010,3.726306120808788e-08,0.0
2011,3.1248251985971365e-08,0.0
2012,2.6895015992067783e-08,0.0
2013,2.448864197138586e-08,5.090714556248749e-12
2014,2.201319228488176e-08,5.090714556248749e-12
2015,2.0721008654943163e-08,5.090714556248749e-12
2016,1.8837096707865645e-08,5.090714556248749e-12
2017,1.8807313040269946e-08,5.9391669822902076e-12
2018,1.863023584292023e-08,7.1270003787482494e-12
2019,1.795897652812073e-08,8.908750473435312e-12
