ngram,Verbund,Verbund
1693,0.0,0.0
1694,0.0,0.0
1695,0.0,0.0
1696,0.0,0.0
1697,0.0,0.0
1698,0.0,0.0
1699,0.0,0.0
1700,0.0,0.0
1701,0.0,0.0
1702,0.0,0.0
1703,0.0,0.0
1704,0.0,0.0
1705,0.0,0.0
1706,0.0,0.0
1707,0.0,0.0
1708,0.0,0.0
1709,0.0,0.0
1710,0.0,0.0
1711,0.0,0.0
1712,0.0,0.0
1713,0.0,0.0
1714,0.0,0.0
1715,0.0,0.0
1716,0.0,0.0
1717,0.0,0.0
1718,0.0,0.0
1719,0.0,0.0
1720,0.0,0.0
1721,0.0,0.0
1722,0.0,0.0
1723,0.0,0.0
1724,0.0,0.0
1725,0.0,0.0
1726,0.0,0.0
1727,0.0,0.0
1728,0.0,0.0
1729,0.0,0.0
1730,0.0,0.0
1731,0.0,0.0
1732,0.0,0.0
1733,0.0,0.0
1734,0.0,0.0
1735,0.0,0.0
1736,0.0,0.0
1737,0.0,0.0
1738,0.0,0.0
1739,0.0,0.0
1740,0.0,0.0
1741,0.0,0.0
1742,0.0,0.0
1743,0.0,0.0
1744,0.0,0.0
1745,0.0,0.0
1746,0.0,0.0
1747,0.0,0.0
1748,0.0,0.0
1749,0.0,0.0
1750,0.0,0.0
1751,0.0,0.0
1752,0.0,0.0
1753,0.0,0.0
1754,0.0,0.0
1755,0.0,0.0
1756,0.0,0.0
1757,0.0,0.0
1758,0.0,0.0
1759,0.0,0.0
1760,0.0,0.0
1761,0.0,0.0
1762,0.0,0.0
1763,0.0,0.0
1764,0.0,0.0
1765,0.0,0.0
1766,0.0,0.0
1767,0.0,0.0
1768,0.0,0.0
1769,0.0,0.0
1770,0.0,0.0
1771,0.0,0.0
1772,0.0,0.0
1773,0.0,0.0
1774,0.0,0.0
1775,0.0,0.0
1776,0.0,0.0
1777,0.0,0.0
1778,0.0,0.0
1779,0.0,0.0
1780,0.0,0.0
1781,0.0,0.0
1782,0.0,0.0
1783,0.0,0.0
1784,0.0,0.0
1785,0.0,0.0
1786,0.0,0.0
1787,0.0,0.0
1788,0.0,0.0
1789,0.0,0.0
1790,0.0,0.0
1791,0.0,0.0
1792,0.0,0.0
1793,0.0,0.0
1794,0.0,0.0
1795,0.0,0.0
1796,0.0,0.0
1797,0.0,0.0
1798,0.0,0.0
1799,0.0,0.0
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,0.0
1818,0.0,0.0
1819,0.0,0.0
1820,0.0,0.0
1821,0.0,0.0
1822,0.0,0.0
1823,0.0,0.0
1824,0.0,0.0
1825,0.0,0.0
1826,0.0,0.0
1827,0.0,0.0
1828,0.0,0.0
1829,7.027427845989515e-11,7.027427845989515e-11
1830,7.027427845989515e-11,7.027427845989515e-11
1831,7.027427845989515e-11,7.027427845989515e-11
1832,7.027427845989515e-11,7.027427845989515e-11
1833,7.027427845989515e-11,7.027427845989515e-11
1834,7.027427845989515e-11,7.027427845989515e-11
1835,7.027427845989515e-11,7.027427845989515e-11
1836,0.0,0.0
1837,0.0,0.0
1838,0.0,0.0
1839,0.0,0.0
1840,0.0,0.0
1841,0.0,0.0
1842,0.0,0.0
1843,0.0,0.0
1844,6.678285702221842e-11,6.678285702221842e-11
1845,6.678285702221842e-11,6.678285702221842e-11
1846,6.678285702221842e-11,6.678285702221842e-11
1847,6.678285702221842e-11,6.678285702221842e-11
1848,6.678285702221842e-11,6.678285702221842e-11
1849,6.678285702221842e-11,6.678285702221842e-11
1850,6.678285702221842e-11,6.678285702221842e-11
1851,0.0,0.0
1852,0.0,0.0
1853,0.0,0.0
1854,0.0,0.0
1855,0.0,0.0
1856,0.0,0.0
1857,0.0,0.0
1858,0.0,0.0
1859,0.0,0.0
1860,0.0,0.0
1861,0.0,0.0
1862,0.0,0.0
1863,0.0,0.0
1864,0.0,0.0
1865,0.0,0.0
1866,0.0,0.0
1867,0.0,0.0
1868,0.0,0.0
1869,0.0,0.0
1870,0.0,0.0
1871,0.0,0.0
1872,0.0,0.0
1873,1.5603501030929985e-10,1.5603501030929985e-10
1874,1.5603501030929985e-10,1.5603501030929985e-10
1875,1.5603501030929985e-10,1.5603501030929985e-10
1876,2.710309595802382e-10,2.710309595802382e-10
1877,3.059826320888399e-10,3.059826320888399e-10
1878,3.059826320888399e-10,3.059826320888399e-10
1879,4.1072406983414366e-10,4.1072406983414366e-10
1880,2.546890595248438e-10,2.546890595248438e-10
1881,2.8625465490047676e-10,2.8625465490047676e-10
1882,3.1866423388926535e-10,3.1866423388926535e-10
1883,5.248945682862732e-10,5.248945682862732e-10
1884,5.509647103631363e-10,5.509647103631363e-10
1885,6.09011266020484e-10,6.09011266020484e-10
1886,5.594470601063709e-10,5.594470601063709e-10
1887,5.594470601063709e-10,5.594470601063709e-10
1888,6.358928344203057e-10,6.358928344203057e-10
1889,9.175340090880216e-10,9.175340090880216e-10
1890,8.998560230288888e-10,8.998560230288888e-10
1891,9.412544156793346e-10,9.412544156793346e-10
1892,9.281510242915252e-10,9.281510242915252e-10
1893,1.0344055017303638e-09,1.0344055017303638e-09
1894,1.3436903217074153e-09,1.3436903217074153e-09
1895,1.510904635531369e-09,1.510904635531369e-09
1896,1.3712777223253069e-09,1.3712777223253069e-09
1897,1.216343466424265e-09,1.216343466424265e-09
1898,1.979755363614087e-09,1.979755363614087e-09
1899,2.335518143960412e-09,2.335518143960412e-09
1900,2.553569133922906e-09,2.553569133922906e-09
1901,2.5013346156248825e-09,2.5013346156248825e-09
1902,2.553256447538185e-09,2.553256447538185e-09
1903,2.8410678095828044e-09,2.8410678095828044e-09
1904,3.009528578726669e-09,3.009528578726669e-09
1905,2.768817825809273e-09,2.768817825809273e-09
1906,3.1748911594980153e-09,3.1748911594980153e-09
1907,3.2642140260616006e-09,3.2642140260616006e-09
1908,3.254203890484015e-09,3.254203890484015e-09
1909,3.17511453637057e-09,3.17511453637057e-09
1910,3.6219560842606515e-09,3.6219560842606515e-09
1911,3.6683075148908576e-09,3.6683075148908576e-09
1912,3.5044376131157915e-09,3.5044376131157915e-09
1913,3.2695750710029105e-09,3.2695750710029105e-09
1914,2.917701421737259e-09,2.917701421737259e-09
1915,2.893803363601677e-09,2.893803363601677e-09
1916,2.826367544767854e-09,2.826367544767854e-09
1917,1.9312565287056748e-09,1.9312565287056748e-09
1918,1.625351243475911e-09,1.625351243475911e-09
1919,1.3487744978430654e-09,1.3487744978430654e-09
1920,8.46462726300512e-10,8.46462726300512e-10
1921,8.419772428872438e-10,8.419772428872438e-10
1922,9.086506715700565e-10,9.086506715700565e-10
1923,1.0963300039626818e-09,1.0963300039626818e-09
1924,1.2777365118335889e-09,1.2777365118335889e-09
1925,1.4272621259462222e-09,1.4272621259462222e-09
1926,1.334279274369164e-09,1.334279274369164e-09
1927,1.401104573631581e-09,1.401104573631581e-09
1928,1.3570866018243676e-09,1.3570866018243676e-09
1929,1.2442716381043185e-09,1.2442716381043185e-09
1930,9.304247491507109e-10,9.304247491507109e-10
1931,2.6238292610043193e-09,2.6238292610043193e-09
1932,2.7950746280972336e-09,2.7950746280972336e-09
1933,2.7265499342415164e-09,2.7265499342415164e-09
1934,2.7249269150621457e-09,2.7249269150621457e-09
1935,3.0120557833627058e-09,3.0120557833627058e-09
1936,3.0444295378335387e-09,3.0444295378335387e-09
1937,3.14707167468699e-09,3.14707167468699e-09
1938,1.3017994222279989e-09,1.3017994222279989e-09
1939,9.235074847703726e-10,9.235074847703726e-10
1940,9.003403261027237e-10,9.003403261027237e-10
1941,8.206902221300335e-10,8.206902221300335e-10
1942,4.900409383834514e-10,4.900409383834514e-10
1943,6.668264769725343e-10,6.668264769725343e-10
1944,5.856148443157088e-10,5.856148443157088e-10
1945,5.796491838104347e-10,5.796491838104347e-10
1946,6.127453921240494e-10,6.127453921240494e-10
1947,7.948721343829592e-10,7.948721343829592e-10
1948,9.449149934726009e-10,9.449149934726009e-10
1949,1.1921055452303518e-09,1.1921055452303518e-09
1950,1.059745311346053e-09,1.059745311346053e-09
1951,1.1824491980798918e-09,1.1824491980798918e-09
1952,1.3174337969752109e-09,1.3174337969752109e-09
1953,1.5981223328814004e-09,1.5981223328814004e-09
1954,1.590187061393879e-09,1.590187061393879e-09
1955,1.5154353327773151e-09,1.5154353327773151e-09
1956,1.5396328656436253e-09,1.5396328656436253e-09
1957,1.6426575496656222e-09,1.6426575496656222e-09
1958,1.5630864539214632e-09,1.5630864539214632e-09
1959,1.718087243902338e-09,1.718087243902338e-09
1960,2.124277055846692e-09,2.124277055846692e-09
1961,2.208963662780101e-09,2.208963662780101e-09
1962,2.404971586957215e-09,2.404971586957215e-09
1963,2.2176178750475474e-09,2.2176178750475474e-09
1964,2.0496530742494403e-09,2.0496530742494403e-09
1965,2.0981215415843177e-09,2.0981215415843177e-09
1966,2.025596381103968e-09,2.025596381103968e-09
1967,2.3581386288107353e-09,2.3581386288107353e-09
1968,2.1878259680109734e-09,2.1878259680109734e-09
1969,2.10374568559197e-09,2.10374568559197e-09
1970,2.319275081509785e-09,2.319275081509785e-09
1971,2.703273200526419e-09,2.703273200526419e-09
1972,2.996645241472505e-09,2.996645241472505e-09
1973,3.1708592180506353e-09,3.1708592180506353e-09
1974,2.599045098187044e-09,2.599045098187044e-09
1975,2.9240641812628657e-09,2.9240641812628657e-09
1976,3.3326391804929958e-09,3.3326391804929958e-09
1977,3.417514335016644e-09,3.417514335016644e-09
1978,3.815688209840573e-09,3.815688209840573e-09
1979,4.118833528212105e-09,4.118833528212105e-09
1980,4.347913965371422e-09,4.347913965371422e-09
1981,4.317369382635304e-09,4.317369382635304e-09
1982,4.481881500849129e-09,4.481881500849129e-09
1983,4.541571150897182e-09,4.541571150897182e-09
1984,5.403876806348811e-09,5.403876806348811e-09
1985,5.300934262970307e-09,5.300934262970307e-09
1986,5.407408267186855e-09,5.407408267186855e-09
1987,5.912734080126825e-09,5.912734080126825e-09
1988,6.633984219104962e-09,6.633984219104962e-09
1989,7.10690547681533e-09,7.10690547681533e-09
1990,8.872840811286714e-09,8.872840811286714e-09
1991,1.0090940844824964e-08,1.0090940844824964e-08
1992,1.2703055179181483e-08,1.2703055179181483e-08
1993,1.5272263136673862e-08,1.5272263136673862e-08
1994,1.641075180509282e-08,1.641075180509282e-08
1995,1.694470766874393e-08,1.694470766874393e-08
1996,1.7790603656919757e-08,1.7790603656919757e-08
1997,1.6280451843795973e-08,1.6280451843795973e-08
1998,1.603248080326937e-08,1.603248080326937e-08
1999,1.4276869147218057e-08,1.4276869147218057e-08
2000,1.3812445219331591e-08,1.3812445219331591e-08
2001,1.3401719543639144e-08,1.3401719543639144e-08
2002,1.3312290127385853e-08,1.3312290127385853e-08
2003,1.339610092695612e-08,1.339610092695612e-08
2004,1.5003415398950892e-08,1.5003415398950892e-08
2005,1.565832390732729e-08,1.565832390732729e-08
2006,1.467483867756414e-08,1.467483867756414e-08
2007,1.3384865343064284e-08,1.3384865343064284e-08
2008,1.226598067560758e-08,1.226598067560758e-08
2009,1.2010812725346146e-08,1.2010812725346146e-08
2010,1.1245975262141883e-08,1.1245975262141883e-08
2011,9.907114303534366e-09,9.907114303534366e-09
2012,7.774023773927346e-09,7.774023773927346e-09
2013,8.156632068180767e-09,8.156632068180767e-09
2014,7.359816756036253e-09,7.359816756036253e-09
2015,8.297980588370787e-09,8.297980588370787e-09
2016,8.595712586156878e-09,8.595712586156878e-09
2017,8.609796283328327e-09,8.609796283328327e-09
2018,8.602926904188734e-09,8.602926904188734e-09
2019,9.417359336794107e-09,9.417359336794107e-09
