ngram,Kroger,Kroger
1691,1.246217412439624e-07,1.246217412439624e-07
1692,1.246217412439624e-07,1.246217412439624e-07
1693,1.246217412439624e-07,1.246217412439624e-07
1694,1.246217412439624e-07,1.246217412439624e-07
1695,1.246217412439624e-07,1.246217412439624e-07
1696,1.246217412439624e-07,1.246217412439624e-07
1697,0.0,0.0
1698,0.0,0.0
1699,0.0,0.0
1700,1.29978526989102e-08,1.29978526989102e-08
1701,1.29978526989102e-08,1.29978526989102e-08
1702,1.29978526989102e-08,1.29978526989102e-08
1703,1.29978526989102e-08,1.29978526989102e-08
1704,1.29978526989102e-08,1.29978526989102e-08
1705,1.29978526989102e-08,1.29978526989102e-08
1706,1.29978526989102e-08,1.29978526989102e-08
1707,0.0,0.0
1708,0.0,0.0
1709,0.0,0.0
1710,0.0,0.0
1711,0.0,0.0
1712,0.0,0.0
1713,0.0,0.0
1714,9.571610551769742e-09,9.571610551769742e-09
1715,9.571610551769742e-09,9.571610551769742e-09
1716,9.571610551769742e-09,9.571610551769742e-09
1717,9.571610551769742e-09,9.571610551769742e-09
1718,9.571610551769742e-09,9.571610551769742e-09
1719,9.571610551769742e-09,9.571610551769742e-09
1720,9.571610551769742e-09,9.571610551769742e-09
1721,0.0,0.0
1722,0.0,0.0
1723,0.0,0.0
1724,0.0,0.0
1725,0.0,0.0
1726,0.0,0.0
1727,0.0,0.0
1728,0.0,0.0
1729,0.0,0.0
1730,0.0,0.0
1731,0.0,0.0
1732,0.0,0.0
1733,0.0,0.0
1734,0.0,0.0
1735,0.0,0.0
1736,0.0,0.0
1737,0.0,0.0
1738,0.0,0.0
1739,0.0,0.0
1740,0.0,0.0
1741,0.0,0.0
1742,0.0,0.0
1743,0.0,0.0
1744,0.0,0.0
1745,0.0,0.0
1746,0.0,0.0
1747,0.0,0.0
1748,0.0,0.0
1749,0.0,0.0
1750,0.0,0.0
1751,3.569138635433384e-09,3.569138635433384e-09
1752,3.569138635433384e-09,3.569138635433384e-09
1753,3.569138635433384e-09,3.569138635433384e-09
1754,3.569138635433384e-09,3.569138635433384e-09
1755,3.569138635433384e-09,3.569138635433384e-09
1756,3.569138635433384e-09,3.569138635433384e-09
1757,3.569138635433384e-09,3.569138635433384e-09
1758,0.0,0.0
1759,0.0,0.0
1760,0.0,0.0
1761,0.0,0.0
1762,0.0,0.0
1763,0.0,0.0
1764,0.0,0.0
1765,0.0,0.0
1766,0.0,0.0
1767,0.0,0.0
1768,0.0,0.0
1769,0.0,0.0
1770,2.8829215839972935e-09,2.8829215839972935e-09
1771,2.8829215839972935e-09,2.8829215839972935e-09
1772,5.5190034130094185e-09,5.5190034130094185e-09
1773,5.5190034130094185e-09,5.5190034130094185e-09
1774,5.5190034130094185e-09,5.5190034130094185e-09
1775,5.5190034130094185e-09,5.5190034130094185e-09
1776,5.5190034130094185e-09,5.5190034130094185e-09
1777,5.554132138334873e-09,5.554132138334873e-09
1778,5.554132138334873e-09,5.554132138334873e-09
1779,2.9180503093227473e-09,2.9180503093227473e-09
1780,2.9180503093227473e-09,2.9180503093227473e-09
1781,2.9180503093227473e-09,2.9180503093227473e-09
1782,2.9180503093227473e-09,2.9180503093227473e-09
1783,2.9180503093227473e-09,2.9180503093227473e-09
1784,0.0,0.0
1785,0.0,0.0
1786,0.0,0.0
1787,0.0,0.0
1788,0.0,0.0
1789,2.326769634107352e-09,2.326769634107352e-09
1790,2.326769634107352e-09,2.326769634107352e-09
1791,2.326769634107352e-09,2.326769634107352e-09
1792,2.326769634107352e-09,2.326769634107352e-09
1793,2.326769634107352e-09,2.326769634107352e-09
1794,2.326769634107352e-09,2.326769634107352e-09
1795,5.06658588100046e-09,5.06658588100046e-09
1796,2.7398162468931073e-09,2.7398162468931073e-09
1797,3.873663548655973e-09,3.873663548655973e-09
1798,6.188290261174448e-09,6.188290261174448e-09
1799,6.188290261174448e-09,6.188290261174448e-09
1800,9.893265381525192e-09,9.893265381525192e-09
1801,9.893265381525192e-09,9.893265381525192e-09
1802,7.153449134632086e-09,7.153449134632086e-09
1803,7.504449093888508e-09,7.504449093888508e-09
1804,6.370601792125643e-09,6.370601792125643e-09
1805,4.575330083054853e-09,4.575330083054853e-09
1806,4.575330083054853e-09,4.575330083054853e-09
1807,8.703549627041087e-10,8.703549627041087e-10
1808,8.703549627041087e-10,8.703549627041087e-10
1809,1.7749790209060328e-09,1.7749790209060328e-09
1810,1.42397906164961e-09,1.42397906164961e-09
1811,1.42397906164961e-09,1.42397906164961e-09
1812,9.046240582019241e-10,9.046240582019241e-10
1813,9.046240582019241e-10,9.046240582019241e-10
1814,1.5314984835868017e-09,1.5314984835868017e-09
1815,2.690342678793708e-09,2.690342678793708e-09
1816,4.638309419086844e-09,4.638309419086844e-09
1817,4.809656990139339e-09,4.809656990139339e-09
1818,4.809656990139339e-09,4.809656990139339e-09
1819,4.809656990139339e-09,4.809656990139339e-09
1820,4.809656990139339e-09,4.809656990139339e-09
1821,4.439891073840638e-09,4.439891073840638e-09
1822,3.6553535912428205e-09,3.6553535912428205e-09
1823,1.08368832954905e-09,1.08368832954905e-09
1824,9.123407584965548e-10,9.123407584965548e-10
1825,1.6720415686931135e-09,1.6720415686931135e-09
1826,1.6720415686931135e-09,1.6720415686931135e-09
1827,1.6720415686931135e-09,1.6720415686931135e-09
1828,1.7459209950792293e-09,1.7459209950792293e-09
1829,7.888414477186245e-08,7.888414477186245e-08
1830,7.869852377709715e-08,7.869852377709715e-08
1831,7.888431309753332e-08,7.888431309753332e-08
1832,7.923155526905796e-08,7.923155526905796e-08
1833,7.947899005600334e-08,7.947899005600334e-08
1834,7.989429102422158e-08,7.989429102422158e-08
1835,8.107140428822593e-08,8.107140428822593e-08
1836,1.0239318948279674e-08,1.0239318948279674e-08
1837,1.0221455816670856e-08,1.0221455816670856e-08
1838,1.1409529931949436e-08,1.1409529931949436e-08
1839,1.0681494141565447e-08,1.0681494141565447e-08
1840,1.1114333033278103e-08,1.1114333033278103e-08
1841,1.0978942509089405e-08,1.0978942509089405e-08
1842,9.83573393366553e-09,9.83573393366553e-09
1843,3.6798850236837868e-09,3.6798850236837868e-09
1844,4.003140739529596e-09,4.003140739529596e-09
1845,3.0964486530393742e-09,3.0964486530393742e-09
1846,2.8479824609739524e-09,2.8479824609739524e-09
1847,2.6525525030431295e-09,2.6525525030431295e-09
1848,2.755455776247219e-09,2.755455776247219e-09
1849,2.766739892745562e-09,2.766739892745562e-09
1850,2.337083471193324e-09,2.337083471193324e-09
1851,2.5863866524668465e-09,2.5863866524668465e-09
1852,3.4843777625097924e-09,3.4843777625097924e-09
1853,4.994754403726225e-09,4.994754403726225e-09
1854,6.125970223155466e-09,6.125970223155466e-09
1855,5.953163501842036e-09,5.953163501842036e-09
1856,6.720059318533953e-09,6.720059318533953e-09
1857,8.357951664095253e-09,8.357951664095253e-09
1858,8.168779462382401e-09,8.168779462382401e-09
1859,7.839416639652898e-09,7.839416639652898e-09
1860,7.845469575583155e-09,7.845469575583155e-09
1861,7.528603676984095e-09,7.528603676984095e-09
1862,8.265807308457544e-09,8.265807308457544e-09
1863,7.743327217519486e-09,7.743327217519486e-09
1864,7.234968275276239e-09,7.234968275276239e-09
1865,8.36629603690702e-09,8.36629603690702e-09
1866,8.878883089075934e-09,8.878883089075934e-09
1867,9.52227268464461e-09,9.52227268464461e-09
1868,8.716007725086326e-09,8.716007725086326e-09
1869,9.550161994553719e-09,9.550161994553719e-09
1870,9.647589330593779e-09,9.647589330593779e-09
1871,8.991181006073085e-09,8.991181006073085e-09
1872,8.054252503037723e-09,8.054252503037723e-09
1873,7.832163362309075e-09,7.832163362309075e-09
1874,9.039086177965925e-09,9.039086177965925e-09
1875,1.1554784748061105e-08,1.1554784748061105e-08
1876,1.0578391496096629e-08,1.0578391496096629e-08
1877,1.1293390222988364e-08,1.1293390222988364e-08
1878,1.2430737264931428e-08,1.2430737264931428e-08
1879,1.3591028175901393e-08,1.3591028175901393e-08
1880,1.5454738885470728e-08,1.5454738885470728e-08
1881,1.3788360485124583e-08,1.3788360485124583e-08
1882,1.3566957145018575e-08,1.3566957145018575e-08
1883,1.6552455660092036e-08,1.6552455660092036e-08
1884,1.8414615102610047e-08,1.8414615102610047e-08
1885,1.903106548541343e-08,1.903106548541343e-08
1886,1.8291503169263834e-08,1.8291503169263834e-08
1887,1.662136320642763e-08,1.662136320642763e-08
1888,1.7274820050618345e-08,1.7274820050618345e-08
1889,1.8936648312920364e-08,1.8936648312920364e-08
1890,1.699276351376154e-08,1.699276351376154e-08
1891,1.7205477677504988e-08,1.7205477677504988e-08
1892,1.8501540109485048e-08,1.8501540109485048e-08
1893,2.03313550122581e-08,2.03313550122581e-08
1894,2.2699638740115395e-08,2.2699638740115395e-08
1895,2.4449618710572655e-08,2.4449618710572655e-08
1896,2.5000716163958714e-08,2.5000716163958714e-08
1897,2.8058394211224628e-08,2.8058394211224628e-08
1898,2.830244102572773e-08,2.830244102572773e-08
1899,2.9347276355094565e-08,2.9347276355094565e-08
1900,3.047125041177878e-08,3.047125041177878e-08
1901,2.863950080264236e-08,2.863950080264236e-08
1902,2.8417120973805206e-08,2.8417120973805206e-08
1903,2.8772523792091372e-08,2.8772523792091372e-08
1904,5.2468407396588645e-08,5.2468407396588645e-08
1905,5.2955096181100155e-08,5.2955096181100155e-08
1906,5.434318049525798e-08,5.434318049525798e-08
1907,5.5367745816730414e-08,5.5367745816730414e-08
1908,6.040688609638372e-08,6.040688609638372e-08
1909,6.316150015704482e-08,6.316150015704482e-08
1910,6.560196931713693e-08,6.560196931713693e-08
1911,6.112773246310813e-08,6.112773246310813e-08
1912,6.26115053137255e-08,6.26115053137255e-08
1913,6.2551488814019e-08,6.2551488814019e-08
1914,6.287604697214582e-08,6.287604697214582e-08
1915,6.441929199598104e-08,6.441929199598104e-08
1916,6.588618514261465e-08,6.588618514261465e-08
1917,6.860636148076082e-08,6.860636148076082e-08
1918,5.3870747608795814e-08,5.3870747608795814e-08
1919,6.056416980624948e-08,6.056416980624948e-08
1920,7.002564369632377e-08,7.002564369632377e-08
1921,8.404378399567187e-08,8.404378399567187e-08
1922,8.936444574812543e-08,8.936444574812543e-08
1923,9.436538407823849e-08,9.436538407823849e-08
1924,1.0529128908436697e-07,1.0529128908436697e-07
1925,1.310068914303234e-07,1.310068914303234e-07
1926,1.58110257838676e-07,1.58110257838676e-07
1927,2.006863003397744e-07,2.006863003397744e-07
1928,2.3842705384627803e-07,2.3842705384627803e-07
1929,2.84142085352609e-07,2.84142085352609e-07
1930,3.338302840510161e-07,3.338302840510161e-07
1931,3.808038724985506e-07,3.808038724985506e-07
1932,4.58807266211027e-07,4.58807266211027e-07
1933,4.915927758832237e-07,4.915927758832237e-07
1934,4.954184922618359e-07,4.954184922618359e-07
1935,5.059477327254822e-07,5.059477327254822e-07
1936,5.039977517234157e-07,5.039977517234157e-07
1937,5.179180797248202e-07,5.179180797248202e-07
1938,5.013597542204349e-07,5.013597542204349e-07
1939,4.484691089601256e-07,4.484691089601256e-07
1940,4.3161992380191805e-07,4.3161992380191805e-07
1941,4.282324336405249e-07,4.282324336405249e-07
1942,4.166334406363603e-07,4.166334406363603e-07
1943,4.3255820563509975e-07,4.3255820563509975e-07
1944,4.062549732809982e-07,4.062549732809982e-07
1945,4.165994685731026e-07,4.165994685731026e-07
1946,4.2225882371634983e-07,4.2225882371634983e-07
1947,4.337597212205375e-07,4.337597212205375e-07
1948,4.523628466098931e-07,4.523628466098931e-07
1949,4.6656429779951783e-07,4.6656429779951783e-07
1950,4.6428348809968156e-07,4.6428348809968156e-07
1951,4.835479866674827e-07,4.835479866674827e-07
1952,4.85352322649695e-07,4.85352322649695e-07
1953,5.024076261049361e-07,5.024076261049361e-07
1954,5.651657935296888e-07,5.651657935296888e-07
1955,6.691437996713441e-07,6.691437996713441e-07
1956,6.932985253830079e-07,6.932985253830079e-07
1957,7.040633858780763e-07,7.040633858780763e-07
1958,7.14536980694902e-07,7.14536980694902e-07
1959,7.218407144396874e-07,7.218407144396874e-07
1960,7.056532841228805e-07,7.056532841228805e-07
1961,6.663772020536791e-07,6.663772020536791e-07
1962,5.497943951533151e-07,5.497943951533151e-07
1963,5.235483594593202e-07,5.235483594593202e-07
1964,5.156188486970288e-07,5.156188486970288e-07
1965,5.047422908838988e-07,5.047422908838988e-07
1966,5.150760265288617e-07,5.150760265288617e-07
1967,5.273838935084183e-07,5.273838935084183e-07
1968,4.963196512822574e-07,4.963196512822574e-07
1969,4.853300643909668e-07,4.853300643909668e-07
1970,5.145723897775107e-07,5.145723897775107e-07
1971,5.145625964684899e-07,5.145625964684899e-07
1972,5.249943382880571e-07,5.249943382880571e-07
1973,4.993877342128274e-07,4.993877342128274e-07
1974,4.803647958137194e-07,4.803647958137194e-07
1975,4.785274459858815e-07,4.785274459858815e-07
1976,4.899543536599335e-07,4.899543536599335e-07
1977,4.4615030349502506e-07,4.4615030349502506e-07
1978,4.517522305442461e-07,4.517522305442461e-07
1979,4.815701605106629e-07,4.815701605106629e-07
1980,5.03979736419881e-07,5.03979736419881e-07
1981,5.387186620607411e-07,5.387186620607411e-07
1982,5.562602041209175e-07,5.562602041209175e-07
1983,5.698911747588551e-07,5.698911747588551e-07
1984,5.966167334138715e-07,5.966167334138715e-07
1985,5.920841122783063e-07,5.920841122783063e-07
1986,5.489972311676996e-07,5.489972311676996e-07
1987,5.341550978040946e-07,5.341550978040946e-07
1988,5.1179780971974e-07,5.1179780971974e-07
1989,5.137430077541337e-07,5.137430077541337e-07
1990,5.045539442757477e-07,5.045539442757477e-07
1991,4.948250226074638e-07,4.948250226074638e-07
1992,4.7381979178291136e-07,4.7381979178291136e-07
1993,4.6648416481990094e-07,4.6648416481990094e-07
1994,4.650170646008129e-07,4.650170646008129e-07
1995,4.4797466460165326e-07,4.4797466460165326e-07
1996,4.485480279267254e-07,4.485480279267254e-07
1997,4.4049130159302355e-07,4.4049130159302355e-07
1998,4.353867910010324e-07,4.353867910010324e-07
1999,4.331810024333598e-07,4.331810024333598e-07
2000,4.280214674119114e-07,4.280214674119114e-07
2001,4.317579152614469e-07,4.317579152614469e-07
2002,4.3157123741366377e-07,4.3157123741366377e-07
2003,4.0607657427114775e-07,4.0607657427114775e-07
2004,3.9486605325172217e-07,3.9486605325172217e-07
2005,3.780049999997053e-07,3.780049999997053e-07
2006,3.698375223848416e-07,3.698375223848416e-07
2007,3.579922146660205e-07,3.579922146660205e-07
2008,3.300236569105307e-07,3.300236569105307e-07
2009,3.138959609064581e-07,3.138959609064581e-07
2010,2.942868694130344e-07,2.942868694130344e-07
2011,2.756018834101529e-07,2.756018834101529e-07
2012,2.580056559509103e-07,2.580056559509103e-07
2013,2.48463700407748e-07,2.48463700407748e-07
2014,2.350506775883332e-07,2.350506775883332e-07
2015,2.2328320272078729e-07,2.2328320272078729e-07
2016,2.1342962952530797e-07,2.1342962952530797e-07
2017,2.110924389360965e-07,2.110924389360965e-07
2018,2.0936228111168021e-07,2.0936228111168021e-07
2019,2.0736312578151228e-07,2.0736312578151228e-07
