ngram,ServiceNow,ServiceNow,ServiceNo,ServiceNo
1644,0.0,0.0,0.0,0.0
1645,0.0,0.0,0.0,0.0
1646,0.0,0.0,0.0,0.0
1647,0.0,0.0,0.0,0.0
1648,0.0,0.0,0.0,0.0
1649,0.0,0.0,0.0,0.0
1650,0.0,0.0,0.0,0.0
1651,0.0,0.0,0.0,0.0
1652,0.0,0.0,0.0,0.0
1653,0.0,0.0,0.0,0.0
1654,0.0,0.0,0.0,0.0
1655,0.0,0.0,0.0,0.0
1656,0.0,0.0,0.0,0.0
1657,0.0,0.0,0.0,0.0
1658,0.0,0.0,0.0,0.0
1659,0.0,0.0,0.0,0.0
1660,0.0,0.0,0.0,0.0
1661,0.0,0.0,0.0,0.0
1662,0.0,0.0,0.0,0.0
1663,0.0,0.0,0.0,0.0
1664,0.0,0.0,0.0,0.0
1665,0.0,0.0,0.0,0.0
1666,0.0,0.0,0.0,0.0
1667,0.0,0.0,0.0,0.0
1668,0.0,0.0,0.0,0.0
1669,0.0,0.0,0.0,0.0
1670,0.0,0.0,0.0,0.0
1671,0.0,0.0,0.0,0.0
1672,0.0,0.0,0.0,0.0
1673,0.0,0.0,0.0,0.0
1674,0.0,0.0,0.0,0.0
1675,0.0,0.0,0.0,0.0
1676,0.0,0.0,0.0,0.0
1677,0.0,0.0,0.0,0.0
1678,0.0,0.0,0.0,0.0
1679,0.0,0.0,0.0,0.0
1680,0.0,0.0,0.0,0.0
1681,0.0,0.0,0.0,0.0
1682,0.0,0.0,0.0,0.0
1683,0.0,0.0,0.0,0.0
1684,0.0,0.0,0.0,0.0
1685,0.0,0.0,0.0,0.0
1686,0.0,0.0,0.0,0.0
1687,0.0,0.0,0.0,0.0
1688,0.0,0.0,0.0,0.0
1689,0.0,0.0,0.0,0.0
1690,0.0,0.0,0.0,0.0
1691,0.0,0.0,0.0,0.0
1692,0.0,0.0,0.0,0.0
1693,0.0,0.0,0.0,0.0
1694,0.0,0.0,0.0,0.0
1695,0.0,0.0,0.0,0.0
1696,0.0,0.0,0.0,0.0
1697,0.0,0.0,0.0,0.0
1698,0.0,0.0,0.0,0.0
1699,0.0,0.0,0.0,0.0
1700,0.0,0.0,0.0,0.0
1701,0.0,0.0,0.0,0.0
1702,0.0,0.0,0.0,0.0
1703,0.0,0.0,0.0,0.0
1704,0.0,0.0,0.0,0.0
1705,0.0,0.0,0.0,0.0
1706,0.0,0.0,0.0,0.0
1707,0.0,0.0,0.0,0.0
1708,0.0,0.0,0.0,0.0
1709,0.0,0.0,0.0,0.0
1710,0.0,0.0,0.0,0.0
1711,0.0,0.0,0.0,0.0
1712,0.0,0.0,0.0,0.0
1713,0.0,0.0,0.0,0.0
1714,0.0,0.0,0.0,0.0
1715,0.0,0.0,0.0,0.0
1716,0.0,0.0,0.0,0.0
1717,0.0,0.0,0.0,0.0
1718,0.0,0.0,0.0,0.0
1719,0.0,0.0,0.0,0.0
1720,0.0,0.0,0.0,0.0
1721,0.0,0.0,0.0,0.0
1722,0.0,0.0,0.0,0.0
1723,0.0,0.0,0.0,0.0
1724,0.0,0.0,0.0,0.0
1725,0.0,0.0,0.0,0.0
1726,0.0,0.0,0.0,0.0
1727,0.0,0.0,0.0,0.0
1728,0.0,0.0,0.0,0.0
1729,0.0,0.0,0.0,0.0
1730,0.0,0.0,0.0,0.0
1731,0.0,0.0,0.0,0.0
1732,0.0,0.0,0.0,0.0
1733,0.0,0.0,0.0,0.0
1734,0.0,0.0,0.0,0.0
1735,0.0,0.0,0.0,0.0
1736,0.0,0.0,0.0,0.0
1737,0.0,0.0,0.0,0.0
1738,0.0,0.0,0.0,0.0
1739,0.0,0.0,0.0,0.0
1740,0.0,0.0,0.0,0.0
1741,0.0,0.0,0.0,0.0
1742,0.0,0.0,0.0,0.0
1743,0.0,0.0,0.0,0.0
1744,0.0,0.0,0.0,0.0
1745,0.0,0.0,0.0,0.0
1746,0.0,0.0,0.0,0.0
1747,0.0,0.0,0.0,0.0
1748,0.0,0.0,0.0,0.0
1749,0.0,0.0,0.0,0.0
1750,0.0,0.0,0.0,0.0
1751,0.0,0.0,0.0,0.0
1752,0.0,0.0,0.0,0.0
1753,0.0,0.0,0.0,0.0
1754,0.0,0.0,0.0,0.0
1755,0.0,0.0,0.0,0.0
1756,0.0,0.0,0.0,0.0
1757,0.0,0.0,0.0,0.0
1758,0.0,0.0,0.0,0.0
1759,0.0,0.0,0.0,0.0
1760,0.0,0.0,0.0,0.0
1761,0.0,0.0,0.0,0.0
1762,0.0,0.0,0.0,0.0
1763,0.0,0.0,0.0,0.0
1764,0.0,0.0,0.0,0.0
1765,0.0,0.0,0.0,0.0
1766,0.0,0.0,0.0,0.0
1767,0.0,0.0,0.0,0.0
1768,0.0,0.0,0.0,0.0
1769,0.0,0.0,0.0,0.0
1770,0.0,0.0,0.0,0.0
1771,0.0,0.0,0.0,0.0
1772,0.0,0.0,0.0,0.0
1773,0.0,0.0,0.0,0.0
1774,0.0,0.0,0.0,0.0
1775,0.0,0.0,0.0,0.0
1776,0.0,0.0,0.0,0.0
1777,0.0,0.0,0.0,0.0
1778,0.0,0.0,0.0,0.0
1779,0.0,0.0,0.0,0.0
1780,0.0,0.0,0.0,0.0
1781,0.0,0.0,0.0,0.0
1782,0.0,0.0,0.0,0.0
1783,0.0,0.0,0.0,0.0
1784,0.0,0.0,0.0,0.0
1785,0.0,0.0,0.0,0.0
1786,0.0,0.0,0.0,0.0
1787,0.0,0.0,0.0,0.0
1788,0.0,0.0,0.0,0.0
1789,0.0,0.0,0.0,0.0
1790,0.0,0.0,0.0,0.0
1791,0.0,0.0,0.0,0.0
1792,0.0,0.0,0.0,0.0
1793,0.0,0.0,0.0,0.0
1794,0.0,0.0,0.0,0.0
1795,0.0,0.0,0.0,0.0
1796,0.0,0.0,0.0,0.0
1797,0.0,0.0,0.0,0.0
1798,0.0,0.0,0.0,0.0
1799,0.0,0.0,0.0,0.0
1800,0.0,0.0,0.0,0.0
1801,0.0,0.0,0.0,0.0
1802,0.0,0.0,0.0,0.0
1803,0.0,0.0,0.0,0.0
1804,0.0,0.0,0.0,0.0
1805,0.0,0.0,0.0,0.0
1806,0.0,0.0,0.0,0.0
1807,0.0,0.0,0.0,0.0
1808,0.0,0.0,0.0,0.0
1809,0.0,0.0,0.0,0.0
1810,0.0,0.0,0.0,0.0
1811,0.0,0.0,0.0,0.0
1812,0.0,0.0,0.0,0.0
1813,0.0,0.0,0.0,0.0
1814,0.0,0.0,0.0,0.0
1815,0.0,0.0,0.0,0.0
1816,0.0,0.0,0.0,0.0
1817,0.0,0.0,0.0,0.0
1818,0.0,0.0,0.0,0.0
1819,0.0,0.0,0.0,0.0
1820,0.0,0.0,0.0,0.0
1821,0.0,0.0,0.0,0.0
1822,0.0,0.0,0.0,0.0
1823,0.0,0.0,0.0,0.0
1824,0.0,0.0,0.0,0.0
1825,0.0,0.0,0.0,0.0
1826,0.0,0.0,0.0,0.0
1827,0.0,0.0,0.0,0.0
1828,0.0,0.0,0.0,0.0
1829,0.0,0.0,0.0,0.0
1830,0.0,0.0,0.0,0.0
1831,0.0,0.0,0.0,0.0
1832,0.0,0.0,0.0,0.0
1833,0.0,0.0,0.0,0.0
1834,0.0,0.0,0.0,0.0
1835,0.0,0.0,0.0,0.0
1836,0.0,0.0,0.0,0.0
1837,0.0,0.0,0.0,0.0
1838,0.0,0.0,0.0,0.0
1839,0.0,0.0,0.0,0.0
1840,0.0,0.0,0.0,0.0
1841,0.0,0.0,0.0,0.0
1842,0.0,0.0,0.0,0.0
1843,0.0,0.0,0.0,0.0
1844,0.0,0.0,0.0,0.0
1845,0.0,0.0,0.0,0.0
1846,0.0,0.0,0.0,0.0
1847,0.0,0.0,0.0,0.0
1848,0.0,0.0,0.0,0.0
1849,0.0,0.0,0.0,0.0
1850,0.0,0.0,0.0,0.0
1851,0.0,0.0,0.0,0.0
1852,0.0,0.0,0.0,0.0
1853,0.0,0.0,0.0,0.0
1854,0.0,0.0,0.0,0.0
1855,0.0,0.0,0.0,0.0
1856,0.0,0.0,0.0,0.0
1857,0.0,0.0,0.0,0.0
1858,0.0,0.0,0.0,0.0
1859,0.0,0.0,0.0,0.0
1860,0.0,0.0,6.099520888369625e-11,6.099520888369625e-11
1861,0.0,0.0,6.099520888369625e-11,6.099520888369625e-11
1862,0.0,0.0,6.099520888369625e-11,6.099520888369625e-11
1863,0.0,0.0,6.099520888369625e-11,6.099520888369625e-11
1864,0.0,0.0,6.099520888369625e-11,6.099520888369625e-11
1865,0.0,0.0,6.099520888369625e-11,6.099520888369625e-11
1866,0.0,0.0,6.099520888369625e-11,6.099520888369625e-11
1867,0.0,0.0,0.0,0.0
1868,0.0,0.0,0.0,0.0
1869,0.0,0.0,0.0,0.0
1870,0.0,0.0,4.223646036091314e-11,4.223646036091314e-11
1871,0.0,0.0,4.223646036091314e-11,4.223646036091314e-11
1872,0.0,0.0,4.223646036091314e-11,4.223646036091314e-11
1873,0.0,0.0,4.223646036091314e-11,4.223646036091314e-11
1874,0.0,0.0,4.223646036091314e-11,4.223646036091314e-11
1875,0.0,0.0,4.223646036091314e-11,4.223646036091314e-11
1876,0.0,0.0,4.223646036091314e-11,4.223646036091314e-11
1877,0.0,0.0,0.0,0.0
1878,0.0,0.0,0.0,0.0
1879,0.0,0.0,0.0,0.0
1880,0.0,0.0,0.0,0.0
1881,0.0,0.0,0.0,0.0
1882,0.0,0.0,0.0,0.0
1883,0.0,0.0,9.636788192831806e-11,9.636788192831806e-11
1884,0.0,0.0,9.636788192831806e-11,9.636788192831806e-11
1885,0.0,0.0,1.2539115975699185e-10,1.2539115975699185e-10
1886,0.0,0.0,1.2539115975699185e-10,1.2539115975699185e-10
1887,0.0,0.0,1.8065909680929438e-10,1.8065909680929438e-10
1888,2.700284242239194e-11,2.700284242239194e-11,1.8065909680929438e-10,1.8065909680929438e-10
1889,2.700284242239194e-11,2.700284242239194e-11,1.8065909680929438e-10,1.8065909680929438e-10
1890,2.700284242239194e-11,2.700284242239194e-11,8.429121488097633e-11,8.429121488097633e-11
1891,2.700284242239194e-11,2.700284242239194e-11,8.429121488097633e-11,8.429121488097633e-11
1892,2.700284242239194e-11,2.700284242239194e-11,5.526793705230253e-11,5.526793705230253e-11
1893,5.006451602491373e-11,5.006451602491373e-11,5.526793705230253e-11,5.526793705230253e-11
1894,5.006451602491373e-11,5.006451602491373e-11,4.4183545711007355e-11,4.4183545711007355e-11
1895,2.3061673602521792e-11,2.3061673602521792e-11,4.4183545711007355e-11,4.4183545711007355e-11
1896,2.3061673602521792e-11,2.3061673602521792e-11,4.4183545711007355e-11,4.4183545711007355e-11
1897,2.3061673602521792e-11,2.3061673602521792e-11,4.4183545711007355e-11,4.4183545711007355e-11
1898,2.3061673602521792e-11,2.3061673602521792e-11,1.1633621843643027e-10,1.1633621843643027e-10
1899,2.3061673602521792e-11,2.3061673602521792e-11,1.3455012500987858e-10,1.3455012500987858e-10
1900,0.0,0.0,1.3455012500987858e-10,1.3455012500987858e-10
1901,0.0,0.0,1.2463995312041376e-10,1.2463995312041376e-10
1902,0.0,0.0,1.4185824340603607e-10,1.4185824340603607e-10
1903,0.0,0.0,1.8967567595927293e-10,1.8967567595927293e-10
1904,0.0,0.0,1.8967567595927293e-10,1.8967567595927293e-10
1905,0.0,0.0,1.1752300323385001e-10,1.1752300323385001e-10
1906,0.0,0.0,9.930909666040172e-11,9.930909666040172e-11
1907,0.0,0.0,9.930909666040172e-11,9.930909666040172e-11
1908,0.0,0.0,6.50357228388592e-11,6.50357228388592e-11
1909,0.0,0.0,6.159844162523243e-11,6.159844162523243e-11
1910,0.0,0.0,1.3781009071995547e-11,1.3781009071995547e-11
1911,0.0,0.0,1.3781009071995547e-11,1.3781009071995547e-11
1912,1.4414107804164696e-11,1.4414107804164696e-11,1.0026565391444261e-10,1.0026565391444261e-10
1913,1.4414107804164696e-11,1.4414107804164696e-11,1.0026565391444261e-10,1.0026565391444261e-10
1914,1.4414107804164696e-11,1.4414107804164696e-11,1.0026565391444261e-10,1.0026565391444261e-10
1915,1.4414107804164696e-11,1.4414107804164696e-11,1.0026565391444261e-10,1.0026565391444261e-10
1916,1.4414107804164696e-11,1.4414107804164696e-11,1.165883699107338e-10,1.165883699107338e-10
1917,1.4414107804164696e-11,1.4414107804164696e-11,1.445198385566623e-10,1.445198385566623e-10
1918,1.4414107804164696e-11,1.4414107804164696e-11,1.445198385566623e-10,1.445198385566623e-10
1919,0.0,0.0,8.644668711025157e-11,8.644668711025157e-11
1920,4.640330976611397e-11,4.640330976611397e-11,1.0964834199330856e-10,1.0964834199330856e-10
1921,4.640330976611397e-11,4.640330976611397e-11,1.3775995027260583e-10,1.3775995027260583e-10
1922,4.640330976611397e-11,4.640330976611397e-11,1.8606254235743946e-10,1.8606254235743946e-10
1923,4.640330976611397e-11,4.640330976611397e-11,1.5595881728915272e-10,1.5595881728915272e-10
1924,4.640330976611397e-11,4.640330976611397e-11,1.2802734864322422e-10,1.2802734864322422e-10
1925,4.640330976611397e-11,4.640330976611397e-11,1.2802734864322422e-10,1.2802734864322422e-10
1926,4.640330976611397e-11,4.640330976611397e-11,1.2253881837802945e-10,1.2253881837802945e-10
1927,0.0,0.0,1.220755421352645e-10,1.220755421352645e-10
1928,0.0,0.0,9.396393385596724e-11,9.396393385596724e-11
1929,0.0,0.0,4.566134177113363e-11,4.566134177113363e-11
1930,0.0,0.0,7.288873473042047e-11,7.288873473042047e-11
1931,0.0,0.0,7.288873473042047e-11,7.288873473042047e-11
1932,0.0,0.0,1.6746171909482703e-10,1.6746171909482703e-10
1933,0.0,0.0,1.4453875596398547e-10,1.4453875596398547e-10
1934,0.0,0.0,1.2180037732369342e-10,1.2180037732369342e-10
1935,0.0,0.0,1.4402271042435189e-10,1.4402271042435189e-10
1936,0.0,0.0,1.4402271042435189e-10,1.4402271042435189e-10
1937,0.0,0.0,1.1679531746506504e-10,1.1679531746506504e-10
1938,0.0,0.0,1.3854756825930943e-10,1.3854756825930943e-10
1939,0.0,0.0,9.376263456127378e-11,9.376263456127378e-11
1940,0.0,0.0,2.2272894837995138e-10,2.2272894837995138e-10
1941,0.0,0.0,2.5030751875971495e-10,2.5030751875971495e-10
1942,2.490804586395358e-11,2.490804586395358e-11,2.2808518565905648e-10,2.2808518565905648e-10
1943,2.490804586395358e-11,2.490804586395358e-11,2.2808518565905648e-10,2.2808518565905648e-10
1944,2.490804586395358e-11,2.490804586395358e-11,2.4705650818785633e-10,2.4705650818785633e-10
1945,2.490804586395358e-11,2.490804586395358e-11,2.2530425739361196e-10,2.2530425739361196e-10
1946,2.490804586395358e-11,2.490804586395358e-11,1.7551620672724104e-10,1.7551620672724104e-10
1947,2.490804586395358e-11,2.490804586395358e-11,6.310686893686222e-11,6.310686893686222e-11
1948,2.490804586395358e-11,2.490804586395358e-11,3.552829855709863e-11,3.552829855709863e-11
1949,0.0,0.0,5.253446090845517e-11,5.253446090845517e-11
1950,1.6919975341446657e-11,1.6919975341446657e-11,5.253446090845517e-11,5.253446090845517e-11
1951,1.6919975341446657e-11,1.6919975341446657e-11,3.35631383796553e-11,3.35631383796553e-11
1952,1.6919975341446657e-11,1.6919975341446657e-11,6.49310367378015e-11,6.49310367378015e-11
1953,1.6919975341446657e-11,1.6919975341446657e-11,6.49310367378015e-11,6.49310367378015e-11
1954,1.6919975341446657e-11,1.6919975341446657e-11,4.837406070950274e-11,4.837406070950274e-11
1955,1.6919975341446657e-11,1.6919975341446657e-11,4.837406070950274e-11,4.837406070950274e-11
1956,3.038798082214253e-11,3.038798082214253e-11,3.136789835814621e-11,3.136789835814621e-11
1957,2.6211731198243017e-11,2.6211731198243017e-11,4.4111624075693356e-11,4.4111624075693356e-11
1958,3.811353911047683e-11,3.811353911047683e-11,4.4111624075693356e-11,4.4111624075693356e-11
1959,3.811353911047683e-11,3.811353911047683e-11,1.2743725717547149e-11,1.2743725717547149e-11
1960,3.811353911047683e-11,3.811353911047683e-11,3.3919447607809265e-11,3.3919447607809265e-11
1961,3.811353911047683e-11,3.811353911047683e-11,5.643058540291282e-11,5.643058540291282e-11
1962,3.811353911047683e-11,3.811353911047683e-11,5.643058540291282e-11,5.643058540291282e-11
1963,3.454939013452269e-11,3.454939013452269e-11,5.643058540291282e-11,5.643058540291282e-11
1964,2.1805664416975544e-11,2.1805664416975544e-11,5.268016975027276e-11,5.268016975027276e-11
1965,9.90385650474173e-12,9.90385650474173e-12,7.031033295261985e-11,7.031033295261985e-11
1966,9.90385650474173e-12,9.90385650474173e-12,7.910340438233021e-11,7.910340438233021e-11
1967,2.7593214419712505e-11,2.7593214419712505e-11,5.79276824920681e-11,5.79276824920681e-11
1968,2.7593214419712505e-11,2.7593214419712505e-11,5.3129627681463325e-11,5.3129627681463325e-11
1969,2.7593214419712505e-11,2.7593214419712505e-11,6.210651338449985e-11,6.210651338449985e-11
1970,1.7689357914970774e-11,1.7689357914970774e-11,8.841504017016127e-11,8.841504017016127e-11
1971,1.7689357914970774e-11,1.7689357914970774e-11,8.837263064189114e-11,8.837263064189114e-11
1972,1.7689357914970774e-11,1.7689357914970774e-11,7.074246743954404e-11,7.074246743954404e-11
1973,5.895984097773318e-11,5.895984097773318e-11,8.671168743352403e-11,8.671168743352403e-11
1974,4.1270483062762404e-11,4.1270483062762404e-11,1.0300669345264524e-10,1.0300669345264524e-10
1975,4.1270483062762404e-11,4.1270483062762404e-11,1.0151261081725593e-10,1.0151261081725593e-10
1976,4.1270483062762404e-11,4.1270483062762404e-11,1.166450190405653e-10,1.166450190405653e-10
1977,4.929689394790009e-11,4.929689394790009e-11,9.836290314004157e-11,9.836290314004157e-11
1978,4.929689394790009e-11,4.929689394790009e-11,8.941200260340461e-11,8.941200260340461e-11
1979,4.929689394790009e-11,4.929689394790009e-11,1.137951052831987e-10,1.137951052831987e-10
1980,8.026410885137685e-12,8.026410885137685e-12,8.903281385950836e-11,8.903281385950836e-11
1981,8.026410885137685e-12,8.026410885137685e-12,8.799740499768457e-11,8.799740499768457e-11
1982,8.026410885137685e-12,8.026410885137685e-12,1.0142438476380887e-10,1.0142438476380887e-10
1983,8.026410885137685e-12,8.026410885137685e-12,9.212010222097483e-11,9.212010222097483e-11
1984,0.0,0.0,9.879487803240598e-11,9.879487803240598e-11
1985,0.0,0.0,2.4347638290432375e-10,2.4347638290432375e-10
1986,0.0,0.0,2.3291039037896613e-10,2.3291039037896613e-10
1987,1.3374935088033319e-11,1.3374935088033319e-11,5.271589524029935e-10,5.271589524029935e-10
1988,1.3374935088033319e-11,1.3374935088033319e-11,7.267730613753314e-10,7.267730613753314e-10
1989,2.0026946866742127e-11,2.0026946866742127e-11,7.037790930388064e-10,7.037790930388064e-10
1990,2.0026946866742127e-11,2.0026946866742127e-11,7.156039307747758e-10,7.156039307747758e-10
1991,2.0026946866742127e-11,2.0026946866742127e-11,7.00902744078207e-10,7.00902744078207e-10
1992,2.0026946866742127e-11,2.0026946866742127e-11,5.816706238694267e-10,5.816706238694267e-10
1993,2.0026946866742127e-11,2.0026946866742127e-11,6.129430291696674e-10,6.129430291696674e-10
1994,1.9658271538380845e-11,1.9658271538380845e-11,3.25197597025476e-10,3.25197597025476e-10
1995,1.9658271538380845e-11,1.9658271538380845e-11,1.2309815369418838e-10,1.2309815369418838e-10
1996,1.3006259759672035e-11,1.3006259759672035e-11,1.4165429890585938e-10,1.4165429890585938e-10
1997,1.3006259759672035e-11,1.3006259759672035e-11,1.2652949868408037e-10,1.2652949868408037e-10
1998,1.3006259759672035e-11,1.3006259759672035e-11,1.4386286160366398e-10,1.4386286160366398e-10
1999,1.3006259759672035e-11,1.3006259759672035e-11,1.2925996533051454e-10,1.2925996533051454e-10
2000,1.3006259759672035e-11,1.3006259759672035e-11,9.455530852345691e-11,9.455530852345691e-11
2001,0.0,0.0,1.843960480339492e-10,1.843960480339492e-10
2002,0.0,0.0,1.7699033905138606e-10,1.7699033905138606e-10
2003,0.0,0.0,1.5694031937114287e-10,1.5694031937114287e-10
2004,0.0,0.0,1.5552836251018854e-10,1.5552836251018854e-10
2005,0.0,0.0,1.3819499959060495e-10,1.3819499959060495e-10
2006,2.573286028706434e-11,2.573286028706434e-11,1.5308137148768124e-10,1.5308137148768124e-10
2007,3.110002136771531e-11,3.110002136771531e-11,2.3393824922858716e-10,2.3393824922858716e-10
2008,4.168218052459847e-11,4.168218052459847e-11,1.693408583001789e-10,1.693408583001789e-10
2009,7.487161386908272e-11,7.487161386908272e-11,1.9716173782887862e-10,1.9716173782887862e-10
2010,2.1406408094528017e-10,2.1406408094528017e-10,1.960974966237959e-10,1.960974966237959e-10
2011,3.440511972541138e-10,3.440511972541138e-10,1.8600440458704792e-10,1.8600440458704792e-10
2012,5.192642059392849e-09,5.192642059392849e-09,1.8600440458704792e-10,1.8600440458704792e-10
2013,1.0571441893496886e-08,1.0571441893496886e-08,1.656225670003199e-10,1.656225670003199e-10
2014,2.8013402886075045e-08,2.8013402886075045e-08,7.438083061179451e-11,7.438083061179451e-11
2015,3.7403312286695845e-08,3.7403312286695845e-08,4.806502343952206e-11,4.806502343952206e-11
2016,3.931025344921275e-08,3.931025344921275e-08,3.365104747434154e-11,3.365104747434154e-11
2017,4.569957114582598e-08,4.569957114582598e-08,3.448334326416891e-11,3.448334326416891e-11
2018,5.46575034121588e-08,5.46575034121588e-08,4.138001191700269e-11,4.138001191700269e-11
2019,5.983684525645572e-08,5.983684525645572e-08,5.172501489625336e-11,5.172501489625336e-11
