ngram,Aeon,Aeon,Aeon,Aeon
1612,1.2744826400583926e-07,1.2744826400583926e-07,1.2744826400583926e-07,1.2744826400583926e-07
1613,1.2744826400583926e-07,1.2744826400583926e-07,1.2744826400583926e-07,1.2744826400583926e-07
1614,1.2744826400583926e-07,1.2744826400583926e-07,1.2744826400583926e-07,1.2744826400583926e-07
1615,1.2744826400583926e-07,1.2744826400583926e-07,1.2744826400583926e-07,1.2744826400583926e-07
1616,1.2744826400583926e-07,1.2744826400583926e-07,1.2744826400583926e-07,1.2744826400583926e-07
1617,2.4708266924530366e-07,2.4708266924530366e-07,2.4708266924530366e-07,2.4708266924530366e-07
1618,2.4708266924530366e-07,2.4708266924530366e-07,2.4708266924530366e-07,2.4708266924530366e-07
1619,2.4708266924530366e-07,2.4708266924530366e-07,2.4708266924530366e-07,2.4708266924530366e-07
1620,2.4708266924530366e-07,2.4708266924530366e-07,2.4708266924530366e-07,2.4708266924530366e-07
1621,2.4708266924530366e-07,2.4708266924530366e-07,2.4708266924530366e-07,2.4708266924530366e-07
1622,2.4708266924530366e-07,2.4708266924530366e-07,2.4708266924530366e-07,2.4708266924530366e-07
1623,2.4708266924530366e-07,2.4708266924530366e-07,2.4708266924530366e-07,2.4708266924530366e-07
1624,0.0,0.0,0.0,0.0
1625,0.0,0.0,0.0,0.0
1626,0.0,0.0,0.0,0.0
1627,0.0,0.0,0.0,0.0
1628,0.0,0.0,0.0,0.0
1629,0.0,0.0,0.0,0.0
1630,0.0,0.0,0.0,0.0
1631,0.0,0.0,0.0,0.0
1632,0.0,0.0,0.0,0.0
1633,0.0,0.0,0.0,0.0
1634,0.0,0.0,0.0,0.0
1635,0.0,0.0,0.0,0.0
1636,8.684440899742185e-08,8.684440899742185e-08,8.684440899742185e-08,8.684440899742185e-08
1637,8.684440899742185e-08,8.684440899742185e-08,8.684440899742185e-08,8.684440899742185e-08
1638,8.684440899742185e-08,8.684440899742185e-08,8.684440899742185e-08,8.684440899742185e-08
1639,8.684440899742185e-08,8.684440899742185e-08,8.684440899742185e-08,8.684440899742185e-08
1640,8.684440899742185e-08,8.684440899742185e-08,8.684440899742185e-08,8.684440899742185e-08
1641,8.684440899742185e-08,8.684440899742185e-08,8.684440899742185e-08,8.684440899742185e-08
1642,8.684440899742185e-08,8.684440899742185e-08,8.684440899742185e-08,8.684440899742185e-08
1643,0.0,0.0,0.0,0.0
1644,0.0,0.0,0.0,0.0
1645,4.9116830983361326e-08,4.9116830983361326e-08,4.9116830983361326e-08,4.9116830983361326e-08
1646,4.9116830983361326e-08,4.9116830983361326e-08,4.9116830983361326e-08,4.9116830983361326e-08
1647,4.9116830983361326e-08,4.9116830983361326e-08,4.9116830983361326e-08,4.9116830983361326e-08
1648,4.9116830983361326e-08,4.9116830983361326e-08,4.9116830983361326e-08,4.9116830983361326e-08
1649,4.9116830983361326e-08,4.9116830983361326e-08,4.9116830983361326e-08,4.9116830983361326e-08
1650,4.9116830983361326e-08,4.9116830983361326e-08,4.9116830983361326e-08,4.9116830983361326e-08
1651,4.9116830983361326e-08,4.9116830983361326e-08,4.9116830983361326e-08,4.9116830983361326e-08
1652,0.0,0.0,0.0,0.0
1653,0.0,0.0,0.0,0.0
1654,0.0,0.0,0.0,0.0
1655,0.0,0.0,0.0,0.0
1656,0.0,0.0,0.0,0.0
1657,0.0,0.0,0.0,0.0
1658,0.0,0.0,0.0,0.0
1659,0.0,0.0,0.0,0.0
1660,0.0,0.0,0.0,0.0
1661,0.0,0.0,0.0,0.0
1662,0.0,0.0,0.0,0.0
1663,0.0,0.0,0.0,0.0
1664,3.9302981187055204e-08,3.9302981187055204e-08,3.9302981187055204e-08,3.9302981187055204e-08
1665,8.339459814773623e-08,8.339459814773623e-08,8.339459814773623e-08,8.339459814773623e-08
1666,8.339459814773623e-08,8.339459814773623e-08,8.339459814773623e-08,8.339459814773623e-08
1667,8.339459814773623e-08,8.339459814773623e-08,8.339459814773623e-08,8.339459814773623e-08
1668,8.339459814773623e-08,8.339459814773623e-08,8.339459814773623e-08,8.339459814773623e-08
1669,8.339459814773623e-08,8.339459814773623e-08,8.339459814773623e-08,8.339459814773623e-08
1670,8.339459814773623e-08,8.339459814773623e-08,8.339459814773623e-08,8.339459814773623e-08
1671,8.32018096324256e-08,8.32018096324256e-08,8.32018096324256e-08,8.32018096324256e-08
1672,6.371079410070837e-08,6.371079410070837e-08,6.371079410070837e-08,6.371079410070837e-08
1673,6.371079410070837e-08,6.371079410070837e-08,6.371079410070837e-08,6.371079410070837e-08
1674,6.371079410070837e-08,6.371079410070837e-08,6.371079410070837e-08,6.371079410070837e-08
1675,6.371079410070837e-08,6.371079410070837e-08,6.371079410070837e-08,6.371079410070837e-08
1676,6.371079410070837e-08,6.371079410070837e-08,6.371079410070837e-08,6.371079410070837e-08
1677,6.371079410070837e-08,6.371079410070837e-08,6.371079410070837e-08,6.371079410070837e-08
1678,2.4600601428963794e-08,2.4600601428963794e-08,2.4600601428963794e-08,2.4600601428963794e-08
1679,0.0,0.0,0.0,0.0
1680,0.0,0.0,0.0,0.0
1681,1.1187923324281915e-07,1.1187923324281915e-07,1.1187923324281915e-07,1.1187923324281915e-07
1682,1.5220129918296671e-07,1.5220129918296671e-07,1.5220129918296671e-07,1.5220129918296671e-07
1683,1.5220129918296671e-07,1.5220129918296671e-07,1.5220129918296671e-07,1.5220129918296671e-07
1684,1.5220129918296671e-07,1.5220129918296671e-07,1.5220129918296671e-07,1.5220129918296671e-07
1685,1.5220129918296671e-07,1.5220129918296671e-07,1.5220129918296671e-07,1.5220129918296671e-07
1686,1.5220129918296671e-07,1.5220129918296671e-07,1.5220129918296671e-07,1.5220129918296671e-07
1687,1.5220129918296671e-07,1.5220129918296671e-07,1.5220129918296671e-07,1.5220129918296671e-07
1688,4.032206594014756e-08,4.032206594014756e-08,4.032206594014756e-08,4.032206594014756e-08
1689,0.0,0.0,0.0,0.0
1690,4.1540581768068867e-08,4.1540581768068867e-08,4.1540581768068867e-08,4.1540581768068867e-08
1691,6.600663482458913e-08,6.600663482458913e-08,6.600663482458913e-08,6.600663482458913e-08
1692,6.600663482458913e-08,6.600663482458913e-08,6.600663482458913e-08,6.600663482458913e-08
1693,6.600663482458913e-08,6.600663482458913e-08,6.600663482458913e-08,6.600663482458913e-08
1694,9.039218541926988e-08,9.039218541926988e-08,9.039218541926988e-08,9.039218541926988e-08
1695,9.039218541926988e-08,9.039218541926988e-08,9.039218541926988e-08,9.039218541926988e-08
1696,9.039218541926988e-08,9.039218541926988e-08,9.039218541926988e-08,9.039218541926988e-08
1697,5.619867847274561e-08,5.619867847274561e-08,5.619867847274561e-08,5.619867847274561e-08
1698,4.2103895988735273e-08,4.2103895988735273e-08,4.2103895988735273e-08,4.2103895988735273e-08
1699,5.517343635931736e-08,5.517343635931736e-08,5.517343635931736e-08,5.517343635931736e-08
1700,9.416699445604796e-08,9.416699445604796e-08,9.416699445604796e-08,9.416699445604796e-08
1701,9.878172184991335e-08,9.878172184991335e-08,9.878172184991335e-08,9.878172184991335e-08
1702,1.227520414204264e-07,1.227520414204264e-07,1.227520414204264e-07,1.227520414204264e-07
1703,1.3379325127159193e-07,1.3379325127159193e-07,1.3379325127159193e-07,1.3379325127159193e-07
1704,1.2644617645004734e-07,1.2644617645004734e-07,1.2644617645004734e-07,1.2644617645004734e-07
1705,1.2523271055085517e-07,1.2523271055085517e-07,1.2523271055085517e-07,1.2523271055085517e-07
1706,1.232385530767845e-07,1.232385530767845e-07,1.232385530767845e-07,1.232385530767845e-07
1707,8.424499498005389e-08,8.424499498005389e-08,8.424499498005389e-08,8.424499498005389e-08
1708,1.1311992104927932e-07,1.1311992104927932e-07,1.1311992104927932e-07,1.1311992104927932e-07
1709,8.914960147876627e-08,8.914960147876627e-08,8.914960147876627e-08,8.914960147876627e-08
1710,7.810839162760073e-08,7.810839162760073e-08,7.810839162760073e-08,7.810839162760073e-08
1711,1.0718537777977741e-07,1.0718537777977741e-07,1.0718537777977741e-07,1.0718537777977741e-07
1712,1.7407151326714094e-07,1.7407151326714094e-07,1.7407151326714094e-07,1.7407151326714094e-07
1713,1.7381414555269918e-07,1.7381414555269918e-07,1.7381414555269918e-07,1.7381414555269918e-07
1714,1.9295736665623865e-07,1.9295736665623865e-07,1.9295736665623865e-07,1.9295736665623865e-07
1715,1.46404515939074e-07,1.46404515939074e-07,1.46404515939074e-07,1.46404515939074e-07
1716,1.46404515939074e-07,1.46404515939074e-07,1.46404515939074e-07,1.46404515939074e-07
1717,1.46404515939074e-07,1.46404515939074e-07,1.46404515939074e-07,1.46404515939074e-07
1718,1.1732752978689729e-07,1.1732752978689729e-07,1.1732752978689729e-07,1.1732752978689729e-07
1719,9.396255811517612e-08,9.396255811517612e-08,9.396255811517612e-08,9.396255811517612e-08
1720,1.193890558478675e-07,1.193890558478675e-07,1.193890558478675e-07,1.193890558478675e-07
1721,1.2652600897159312e-07,1.2652600897159312e-07,1.2652600897159312e-07,1.2652600897159312e-07
1722,3.5475884325413584e-07,3.5475884325413584e-07,3.5475884325413584e-07,3.5475884325413584e-07
1723,3.671091956139857e-07,3.671091956139857e-07,3.671091956139857e-07,3.671091956139857e-07
1724,3.9059287461538717e-07,3.9059287461538717e-07,3.9059287461538717e-07,3.9059287461538717e-07
1725,3.979458276554786e-07,3.979458276554786e-07,3.979458276554786e-07,3.979458276554786e-07
1726,3.580418552116628e-07,3.580418552116628e-07,3.580418552116628e-07,3.580418552116628e-07
1727,3.423254903671997e-07,3.423254903671997e-07,3.423254903671997e-07,3.423254903671997e-07
1728,3.160453161399346e-07,3.160453161399346e-07,3.160453161399346e-07,3.160453161399346e-07
1729,1.2109396558506497e-07,1.2109396558506497e-07,1.2109396558506497e-07,1.2109396558506497e-07
1730,1.251100891457619e-07,1.251100891457619e-07,1.251100891457619e-07,1.251100891457619e-07
1731,1.0162641014436044e-07,1.0162641014436044e-07,1.0162641014436044e-07,1.0162641014436044e-07
1732,1.31824601266674e-07,1.31824601266674e-07,1.31824601266674e-07,1.31824601266674e-07
1733,1.6119822073993158e-07,1.6119822073993158e-07,1.6119822073993158e-07,1.6119822073993158e-07
1734,1.5099353589675957e-07,1.5099353589675957e-07,1.5099353589675957e-07,1.5099353589675957e-07
1735,2.22129720839348e-07,2.22129720839348e-07,2.22129720839348e-07,2.22129720839348e-07
1736,1.830382088436571e-07,1.830382088436571e-07,1.830382088436571e-07,1.830382088436571e-07
1737,1.9435824581494542e-07,1.9435824581494542e-07,1.9435824581494542e-07,1.9435824581494542e-07
1738,2.547682237872907e-07,2.547682237872907e-07,2.547682237872907e-07,2.547682237872907e-07
1739,2.3983349452448367e-07,2.3983349452448367e-07,2.3983349452448367e-07,2.3983349452448367e-07
1740,2.0517215761271602e-07,2.0517215761271602e-07,2.0517215761271602e-07,2.0517215761271602e-07
1741,2.1267274620738264e-07,2.1267274620738264e-07,2.1267274620738264e-07,2.1267274620738264e-07
1742,1.542913058269083e-07,1.542913058269083e-07,1.542913058269083e-07,1.542913058269083e-07
1743,1.873045551040572e-07,1.873045551040572e-07,1.873045551040572e-07,1.873045551040572e-07
1744,1.9979458493984176e-07,1.9979458493984176e-07,1.9979458493984176e-07,1.9979458493984176e-07
1745,1.5831933453114289e-07,1.5831933453114289e-07,1.5831933453114289e-07,1.5831933453114289e-07
1746,1.4068089677315194e-07,1.4068089677315194e-07,1.4068089677315194e-07,1.4068089677315194e-07
1747,1.6230768043864634e-07,1.6230768043864634e-07,1.6230768043864634e-07,1.6230768043864634e-07
1748,1.772412159896573e-07,1.772412159896573e-07,1.772412159896573e-07,1.772412159896573e-07
1749,1.793523125570573e-07,1.793523125570573e-07,1.793523125570573e-07,1.793523125570573e-07
1750,1.441254696540487e-07,1.441254696540487e-07,1.441254696540487e-07,1.441254696540487e-07
1751,1.2179461984983065e-07,1.2179461984983065e-07,1.2179461984983065e-07,1.2179461984983065e-07
1752,1.0675848243530644e-07,1.0675848243530644e-07,1.0675848243530644e-07,1.0675848243530644e-07
1753,1.2189791500004178e-07,1.2189791500004178e-07,1.2189791500004178e-07,1.2189791500004178e-07
1754,1.0952012757010315e-07,1.0952012757010315e-07,1.0952012757010315e-07,1.0952012757010315e-07
1755,1.4997538576113e-07,1.4997538576113e-07,1.4997538576113e-07,1.4997538576113e-07
1756,1.563578379152172e-07,1.563578379152172e-07,1.563578379152172e-07,1.563578379152172e-07
1757,2.109164495120045e-07,2.109164495120045e-07,2.109164495120045e-07,2.109164495120045e-07
1758,3.670955029479371e-07,3.670955029479371e-07,3.670955029479371e-07,3.670955029479371e-07
1759,3.945060669252598e-07,3.945060669252598e-07,3.945060669252598e-07,3.945060669252598e-07
1760,3.7438865721891747e-07,3.7438865721891747e-07,3.7438865721891747e-07,3.7438865721891747e-07
1761,4.10388165862839e-07,4.10388165862839e-07,4.10388165862839e-07,4.10388165862839e-07
1762,3.398579023285363e-07,3.398579023285363e-07,3.398579023285363e-07,3.398579023285363e-07
1763,3.38480330494154e-07,3.38480330494154e-07,3.38480330494154e-07,3.38480330494154e-07
1764,2.9186570620660337e-07,2.9186570620660337e-07,2.9186570620660337e-07,2.9186570620660337e-07
1765,1.237357766724147e-07,1.237357766724147e-07,1.237357766724147e-07,1.237357766724147e-07
1766,1.1283293486842791e-07,1.1283293486842791e-07,1.1283293486842791e-07,1.1283293486842791e-07
1767,1.275554463323455e-07,1.275554463323455e-07,1.275554463323455e-07,1.275554463323455e-07
1768,1.1237063647838243e-07,1.1237063647838243e-07,1.1237063647838243e-07,1.1237063647838243e-07
1769,1.1882683383289208e-07,1.1882683383289208e-07,1.1882683383289208e-07,1.1882683383289208e-07
1770,1.306682498076433e-07,1.306682498076433e-07,1.306682498076433e-07,1.306682498076433e-07
1771,1.246908186861414e-07,1.246908186861414e-07,1.246908186861414e-07,1.246908186861414e-07
1772,1.5833723005747353e-07,1.5833723005747353e-07,1.5833723005747353e-07,1.5833723005747353e-07
1773,2.3654816721269916e-07,2.3654816721269916e-07,2.3654816721269916e-07,2.3654816721269916e-07
1774,2.61912601067544e-07,2.61912601067544e-07,2.61912601067544e-07,2.61912601067544e-07
1775,2.3591638407895387e-07,2.3591638407895387e-07,2.3591638407895387e-07,2.3591638407895387e-07
1776,2.756002547446964e-07,2.756002547446964e-07,2.756002547446964e-07,2.756002547446964e-07
1777,2.497242179393717e-07,2.497242179393717e-07,2.497242179393717e-07,2.497242179393717e-07
1778,2.667080798752457e-07,2.667080798752457e-07,2.667080798752457e-07,2.667080798752457e-07
1779,3.450043958456003e-07,3.450043958456003e-07,3.450043958456003e-07,3.450043958456003e-07
1780,2.6518026885469226e-07,2.6518026885469226e-07,2.6518026885469226e-07,2.6518026885469226e-07
1781,2.6143114492275086e-07,2.6143114492275086e-07,2.6143114492275086e-07,2.6143114492275086e-07
1782,2.585089222049776e-07,2.585089222049776e-07,2.585089222049776e-07,2.585089222049776e-07
1783,2.1403547023624014e-07,2.1403547023624014e-07,2.1403547023624014e-07,2.1403547023624014e-07
1784,2.1485725808036348e-07,2.1485725808036348e-07,2.1485725808036348e-07,2.1485725808036348e-07
1785,2.3953365817825603e-07,2.3953365817825603e-07,2.3953365817825603e-07,2.3953365817825603e-07
1786,1.4983817818249789e-07,1.4983817818249789e-07,1.4983817818249789e-07,1.4983817818249789e-07
1787,1.4522561388373235e-07,1.4522561388373235e-07,1.4522561388373235e-07,1.4522561388373235e-07
1788,1.1672710493420319e-07,1.1672710493420319e-07,1.1672710493420319e-07,1.1672710493420319e-07
1789,1.1740164954484758e-07,1.1740164954484758e-07,1.1740164954484758e-07,1.1740164954484758e-07
1790,1.1857669335313403e-07,1.1857669335313403e-07,1.1857669335313403e-07,1.1857669335313403e-07
1791,1.3038023181723345e-07,1.3038023181723345e-07,1.3038023181723345e-07,1.3038023181723345e-07
1792,9.107251638543598e-08,9.107251638543598e-08,9.107251638543598e-08,9.107251638543598e-08
1793,6.983260699858615e-08,6.983260699858615e-08,6.983260699858615e-08,6.983260699858615e-08
1794,8.159967279652847e-08,8.159967279652847e-08,8.159967279652847e-08,8.159967279652847e-08
1795,1.0115852485828977e-07,1.0115852485828977e-07,1.0115852485828977e-07,1.0115852485828977e-07
1796,1.1365916411218027e-07,1.1365916411218027e-07,1.1365916411218027e-07,1.1365916411218027e-07
1797,1.211741660662418e-07,1.211741660662418e-07,1.211741660662418e-07,1.211741660662418e-07
1798,1.1602184305356137e-07,1.1602184305356137e-07,1.1602184305356137e-07,1.1602184305356137e-07
1799,1.222217090709624e-07,1.222217090709624e-07,1.222217090709624e-07,1.222217090709624e-07
1800,1.22317840935336e-07,1.22317840935336e-07,1.22317840935336e-07,1.22317840935336e-07
1801,9.96206002769538e-08,9.96206002769538e-08,9.96206002769538e-08,9.96206002769538e-08
1802,9.39287753608044e-08,9.39287753608044e-08,9.39287753608044e-08,9.39287753608044e-08
1803,8.861805613134623e-08,8.861805613134623e-08,8.861805613134623e-08,8.861805613134623e-08
1804,8.046005309633334e-08,8.046005309633334e-08,8.046005309633334e-08,8.046005309633334e-08
1805,7.909611454692822e-08,7.909611454692822e-08,7.909611454692822e-08,7.909611454692822e-08
1806,7.148361648644044e-08,7.148361648644044e-08,7.148361648644044e-08,7.148361648644044e-08
1807,7.452794901853719e-08,7.452794901853719e-08,7.452794901853719e-08,7.452794901853719e-08
1808,8.634080980332978e-08,8.634080980332978e-08,8.634080980332978e-08,8.634080980332978e-08
1809,7.729920728901821e-08,7.729920728901821e-08,7.729920728901821e-08,7.729920728901821e-08
1810,6.472508649681328e-08,6.472508649681328e-08,6.472508649681328e-08,6.472508649681328e-08
1811,6.898481963446557e-08,6.898481963446557e-08,6.898481963446557e-08,6.898481963446557e-08
1812,6.849765123360743e-08,6.849765123360743e-08,6.849765123360743e-08,6.849765123360743e-08
1813,6.423224314338378e-08,6.423224314338378e-08,6.423224314338378e-08,6.423224314338378e-08
1814,5.753295414682011e-08,5.753295414682011e-08,5.753295414682011e-08,5.753295414682011e-08
1815,4.749136829827551e-08,4.749136829827551e-08,4.749136829827551e-08,4.749136829827551e-08
1816,3.8820258246070287e-08,3.8820258246070287e-08,3.8820258246070287e-08,3.8820258246070287e-08
1817,4.0209155370364765e-08,4.0209155370364765e-08,4.0209155370364765e-08,4.0209155370364765e-08
1818,3.554405303418662e-08,3.554405303418662e-08,3.554405303418662e-08,3.554405303418662e-08
1819,2.7993789635567216e-08,2.7993789635567216e-08,2.7993789635567216e-08,2.7993789635567216e-08
1820,2.8264949492040614e-08,2.8264949492040614e-08,2.8264949492040614e-08,2.8264949492040614e-08
1821,3.7777044730497826e-08,3.7777044730497826e-08,3.7777044730497826e-08,3.7777044730497826e-08
1822,3.6747991316588013e-08,3.6747991316588013e-08,3.6747991316588013e-08,3.6747991316588013e-08
1823,3.6827784504518083e-08,3.6827784504518083e-08,3.6827784504518083e-08,3.6827784504518083e-08
1824,4.170913087924484e-08,4.170913087924484e-08,4.170913087924484e-08,4.170913087924484e-08
1825,4.5463351432723746e-08,4.5463351432723746e-08,4.5463351432723746e-08,4.5463351432723746e-08
1826,4.925800364422425e-08,4.925800364422425e-08,4.925800364422425e-08,4.925800364422425e-08
1827,4.9556744232047226e-08,4.9556744232047226e-08,4.9556744232047226e-08,4.9556744232047226e-08
1828,4.034218597277166e-08,4.034218597277166e-08,4.034218597277166e-08,4.034218597277166e-08
1829,3.958219783685633e-08,3.958219783685633e-08,3.958219783685633e-08,3.958219783685633e-08
1830,3.9320959187096246e-08,3.9320959187096246e-08,3.9320959187096246e-08,3.9320959187096246e-08
1831,3.395836018731708e-08,3.395836018731708e-08,3.395836018731708e-08,3.395836018731708e-08
1832,2.836790129785121e-08,2.836790129785121e-08,2.836790129785121e-08,2.836790129785121e-08
1833,2.29749068024278e-08,2.29749068024278e-08,2.29749068024278e-08,2.29749068024278e-08
1834,2.445210154990361e-08,2.445210154990361e-08,2.445210154990361e-08,2.445210154990361e-08
1835,2.2235552193145784e-08,2.2235552193145784e-08,2.2235552193145784e-08,2.2235552193145784e-08
1836,2.2755994549023787e-08,2.2755994549023787e-08,2.2755994549023787e-08,2.2755994549023787e-08
1837,2.529400853847262e-08,2.529400853847262e-08,2.529400853847262e-08,2.529400853847262e-08
1838,1.0022388975881671e-07,1.0022388975881671e-07,1.0022388975881671e-07,1.0022388975881671e-07
1839,1.0205536136810776e-07,1.0205536136810776e-07,1.0205536136810776e-07,1.0205536136810776e-07
1840,1.0382761228555637e-07,1.0382761228555637e-07,1.0382761228555637e-07,1.0382761228555637e-07
1841,1.036894916595088e-07,1.036894916595088e-07,1.036894916595088e-07,1.036894916595088e-07
1842,1.0755611715548444e-07,1.0755611715548444e-07,1.0755611715548444e-07,1.0755611715548444e-07
1843,1.0780310434808729e-07,1.0780310434808729e-07,1.0780310434808729e-07,1.0780310434808729e-07
1844,1.1253886356143994e-07,1.1253886356143994e-07,1.1253886356143994e-07,1.1253886356143994e-07
1845,4.298949107806038e-08,4.298949107806038e-08,4.298949107806038e-08,4.298949107806038e-08
1846,4.171419070481923e-08,4.171419070481923e-08,4.171419070481923e-08,4.171419070481923e-08
1847,7.302613980186834e-08,7.302613980186834e-08,7.302613980186834e-08,7.302613980186834e-08
1848,1.0302904205973715e-07,1.0302904205973715e-07,1.0302904205973715e-07,1.0302904205973715e-07
1849,1.202549645894026e-07,1.202549645894026e-07,1.202549645894026e-07,1.202549645894026e-07
1850,1.6386723800110303e-07,1.6386723800110303e-07,1.6386723800110303e-07,1.6386723800110303e-07
1851,1.6684914732374117e-07,1.6684914732374117e-07,1.6684914732374117e-07,1.6684914732374117e-07
1852,1.663459379130927e-07,1.663459379130927e-07,1.663459379130927e-07,1.663459379130927e-07
1853,1.6725217731407482e-07,1.6725217731407482e-07,1.6725217731407482e-07,1.6725217731407482e-07
1854,1.390298502355693e-07,1.390298502355693e-07,1.390298502355693e-07,1.390298502355693e-07
1855,1.1289593615515514e-07,1.1289593615515514e-07,1.1289593615515514e-07,1.1289593615515514e-07
1856,1.0007033728649211e-07,1.0007033728649211e-07,1.0007033728649211e-07,1.0007033728649211e-07
1857,6.405836673804646e-08,6.405836673804646e-08,6.405836673804646e-08,6.405836673804646e-08
