ngram,Morgan Stanley,Morgan Stanly
1693,0.0,0.0
1694,0.0,0.0
1695,0.0,0.0
1696,0.0,0.0
1697,0.0,0.0
1698,0.0,0.0
1699,0.0,0.0
1700,0.0,0.0
1701,0.0,0.0
1702,0.0,0.0
1703,0.0,0.0
1704,0.0,0.0
1705,0.0,0.0
1706,0.0,0.0
1707,0.0,0.0
1708,0.0,0.0
1709,0.0,0.0
1710,0.0,0.0
1711,0.0,0.0
1712,0.0,0.0
1713,0.0,0.0
1714,0.0,0.0
1715,0.0,0.0
1716,0.0,0.0
1717,0.0,0.0
1718,0.0,0.0
1719,0.0,0.0
1720,0.0,0.0
1721,0.0,0.0
1722,0.0,0.0
1723,0.0,0.0
1724,0.0,0.0
1725,0.0,0.0
1726,0.0,0.0
1727,0.0,0.0
1728,0.0,0.0
1729,0.0,0.0
1730,0.0,0.0
1731,0.0,0.0
1732,0.0,0.0
1733,0.0,0.0
1734,0.0,0.0
1735,0.0,0.0
1736,0.0,0.0
1737,0.0,0.0
1738,0.0,0.0
1739,0.0,0.0
1740,0.0,0.0
1741,0.0,0.0
1742,0.0,0.0
1743,0.0,0.0
1744,0.0,0.0
1745,0.0,0.0
1746,0.0,0.0
1747,0.0,0.0
1748,0.0,0.0
1749,0.0,0.0
1750,0.0,0.0
1751,0.0,0.0
1752,0.0,0.0
1753,0.0,0.0
1754,0.0,0.0
1755,0.0,0.0
1756,0.0,0.0
1757,0.0,0.0
1758,0.0,0.0
1759,0.0,0.0
1760,0.0,0.0
1761,0.0,0.0
1762,0.0,0.0
1763,0.0,0.0
1764,0.0,0.0
1765,0.0,0.0
1766,0.0,0.0
1767,0.0,0.0
1768,0.0,0.0
1769,0.0,0.0
1770,0.0,0.0
1771,0.0,0.0
1772,0.0,0.0
1773,0.0,0.0
1774,0.0,0.0
1775,0.0,0.0
1776,0.0,0.0
1777,0.0,0.0
1778,0.0,0.0
1779,0.0,0.0
1780,0.0,0.0
1781,0.0,0.0
1782,0.0,0.0
1783,0.0,0.0
1784,0.0,0.0
1785,0.0,0.0
1786,0.0,0.0
1787,0.0,0.0
1788,0.0,0.0
1789,0.0,0.0
1790,0.0,0.0
1791,0.0,0.0
1792,0.0,0.0
1793,0.0,0.0
1794,0.0,0.0
1795,0.0,0.0
1796,0.0,0.0
1797,0.0,0.0
1798,0.0,0.0
1799,0.0,0.0
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,1.8154945800676258e-10,0.0
1817,1.8154945800676258e-10,0.0
1818,1.8154945800676258e-10,0.0
1819,1.8154945800676258e-10,0.0
1820,1.8154945800676258e-10,0.0
1821,1.8154945800676258e-10,0.0
1822,1.8154945800676258e-10,0.0
1823,0.0,0.0
1824,0.0,0.0
1825,0.0,0.0
1826,0.0,0.0
1827,1.9992872436956433e-10,0.0
1828,1.9992872436956433e-10,0.0
1829,2.4864022111056474e-09,0.0
1830,2.5775289521793152e-09,0.0
1831,2.5775289521793152e-09,0.0
1832,2.5775289521793152e-09,0.0
1833,2.5775289521793152e-09,0.0
1834,2.536312192015698e-09,0.0
1835,2.536312192015698e-09,0.0
1836,2.498387052796147e-10,0.0
1837,1.587119642059471e-10,0.0
1838,1.587119642059471e-10,0.0
1839,1.587119642059471e-10,0.0
1840,1.587119642059471e-10,0.0
1841,0.0,0.0
1842,0.0,0.0
1843,0.0,0.0
1844,0.0,0.0
1845,0.0,0.0
1846,6.235717894423739e-11,0.0
1847,6.235717894423739e-11,0.0
1848,6.235717894423739e-11,0.0
1849,6.235717894423739e-11,0.0
1850,6.235717894423739e-11,0.0
1851,6.235717894423739e-11,0.0
1852,6.235717894423739e-11,0.0
1853,4.605626990894507e-11,0.0
1854,4.605626990894507e-11,0.0
1855,4.605626990894507e-11,0.0
1856,9.343604461571025e-11,0.0
1857,9.343604461571025e-11,0.0
1858,9.343604461571025e-11,0.0
1859,9.343604461571025e-11,0.0
1860,4.737977470676518e-11,0.0
1861,4.737977470676518e-11,0.0
1862,4.737977470676518e-11,0.0
1863,0.0,0.0
1864,0.0,0.0
1865,0.0,0.0
1866,0.0,0.0
1867,0.0,0.0
1868,0.0,0.0
1869,0.0,0.0
1870,0.0,0.0
1871,3.8645463813174223e-11,0.0
1872,3.8645463813174223e-11,0.0
1873,3.8645463813174223e-11,0.0
1874,3.8645463813174223e-11,0.0
1875,3.8645463813174223e-11,0.0
1876,3.8645463813174223e-11,0.0
1877,7.190935148924739e-11,0.0
1878,7.585958726265472e-10,0.0
1879,7.585958726265472e-10,0.0
1880,7.898895565405795e-10,0.0
1881,8.499560083530255e-10,0.0
1882,9.116425253585803e-10,0.0
1883,1.0950071504296182e-09,0.0
1884,1.1488016074138026e-09,0.0
1885,4.5107264154012737e-10,0.0
1886,4.773050446945807e-10,0.0
1887,4.986056389195375e-10,0.0
1888,4.6421308067376034e-10,0.0
1889,4.2741259341307266e-10,0.0
1890,2.4404796834203475e-10,0.0
1891,1.5698962368177709e-10,0.0
1892,1.7210641245490876e-10,0.0
1893,1.8971532479903986e-10,0.0
1894,3.0505016171808054e-10,0.0
1895,4.202249183547581e-10,0.0
1896,4.5061769395258825e-10,0.0
1897,7.329798276270846e-10,0.0
1898,7.501100236982441e-10,0.0
1899,7.073902158483136e-10,0.0
1900,7.15038415382325e-10,0.0
1901,5.63387189083426e-10,0.0
1902,4.879404489582002e-10,0.0
1903,4.6291953306346455e-10,0.0
1904,2.5581899792959106e-10,0.0
1905,2.3868880185843166e-10,0.0
1906,2.534211114767006e-10,0.0
1907,2.297566343527941e-10,0.0
1908,2.3954263275330744e-10,0.0
1909,2.2646642993435455e-10,0.0
1910,2.2236331129584944e-10,0.0
1911,1.6037025378303126e-10,0.0
1912,1.6037025378303126e-10,0.0
1913,1.9994378573441806e-10,0.0
1914,1.998925370465849e-10,0.0
1915,3.101317932622091e-10,0.0
1916,4.43769473549135e-10,0.0
1917,4.70703323540711e-10,0.0
1918,5.120788892127542e-10,0.0
1919,5.795708774014585e-10,0.0
1920,8.336077205501574e-10,0.0
1921,8.325172555302882e-10,0.0
1922,1.2693370580820128e-09,0.0
1923,1.2932793665352905e-09,0.0
1924,1.5416824027709402e-09,0.0
1925,1.6617855762092658e-09,0.0
1926,1.811908466518654e-09,0.0
1927,1.8274202805741118e-09,0.0
1928,2.190353676212453e-09,0.0
1929,2.0254757553723427e-09,0.0
1930,2.0224602151738426e-09,0.0
1931,2.393848088009877e-09,0.0
1932,6.734595833382936e-09,0.0
1933,1.2701135349806642e-08,0.0
1934,2.0166669540649148e-08,0.0
1935,2.8159482809034638e-08,0.0
1936,1.588922289297301e-07,0.0
1937,2.7418961488580506e-07,0.0
1938,4.018907512813387e-07,4.13243249143745e-11
1939,4.115010610356811e-07,4.13243249143745e-11
1940,4.1365368019796733e-07,4.13243249143745e-11
1941,4.1551421097502886e-07,4.13243249143745e-11
1942,4.133642461973912e-07,4.13243249143745e-11
1943,2.9020054778275804e-07,4.13243249143745e-11
1944,1.8012959504939578e-07,4.13243249143745e-11
1945,5.5752184075735e-08,0.0
1946,4.812450323957559e-08,0.0
1947,4.754867585380193e-08,0.0
1948,4.3652019903512544e-08,0.0
1949,4.4760271172045966e-08,0.0
1950,4.9906744387888987e-08,0.0
1951,6.67086825144127e-08,0.0
1952,7.532688885346164e-08,0.0
1953,8.62650451389462e-08,0.0
1954,9.407373572197944e-08,0.0
1955,1.0331721357813097e-07,0.0
1956,1.0899642737578169e-07,1.2814892004696178e-11
1957,1.053888993851615e-07,1.2814892004696178e-11
1958,9.569865661822924e-08,1.2814892004696178e-11
1959,9.019903706481663e-08,2.3562915507646665e-11
1960,8.176717360340393e-08,2.3562915507646665e-11
1961,7.166845961137369e-08,2.3562915507646665e-11
1962,6.145673887252607e-08,2.3562915507646665e-11
1963,5.244266126120627e-08,2.0173559251673064e-11
1964,4.714713419673444e-08,2.0173559251673064e-11
1965,3.7781370666932294e-08,2.0173559251673064e-11
1966,3.8325732175183343e-08,9.425535748722576e-12
1967,3.773077596390197e-08,9.425535748722576e-12
1968,4.765582925106823e-08,9.425535748722576e-12
1969,5.833122581780767e-08,2.6518313338869907e-11
1970,7.259451300407299e-08,1.7092777590147332e-11
1971,8.594506312980294e-08,1.7092777590147332e-11
1972,1.0423302551235533e-07,1.7092777590147332e-11
1973,1.159498894358941e-07,2.4950205592043163e-11
1974,1.3077129677542742e-07,2.4950205592043163e-11
1975,1.5112376112418652e-07,2.4950205592043163e-11
1976,1.6195168330211474e-07,7.857428001895833e-12
1977,1.800990280084339e-07,7.857428001895833e-12
1978,2.0404546522253701e-07,7.857428001895833e-12
1979,2.3651352064137298e-07,7.857428001895833e-12
1980,2.7050459599260126e-07,0.0
1981,3.1843399028730346e-07,7.25754872865636e-12
1982,4.025276528604341e-07,4.250107904502087e-11
1983,5.262181892768629e-07,8.473873686076772e-11
1984,6.504118752153383e-07,1.4766553951828243e-10
1985,7.133983582921896e-07,1.6143057922159342e-10
1986,7.758886632862933e-07,2.0742262669364615e-10
1987,8.031892418460172e-07,2.2014730019107428e-10
1988,8.291295005489831e-07,2.3926680279919207e-10
1989,7.9636027651629e-07,2.3567232887433676e-10
1990,7.555009915449773e-07,2.56787890554452e-10
1991,7.537122915631958e-07,2.8141081726789404e-10
1992,7.797744144357109e-07,3.1609563280346874e-10
1993,7.910993125343728e-07,3.2528472673368624e-10
1994,8.62837006414858e-07,3.4971255653231433e-10
1995,8.923341527276664e-07,3.53755935259389e-10
1996,9.62784375652908e-07,3.7012489303592643e-10
1997,1.002392975481468e-06,3.341557130205024e-10
1998,1.0101404411346136e-06,3.236142802144824e-10
1999,1.0190643625459676e-06,3.216284718713222e-10
2000,1.0249357598825424e-06,3.2578428248759243e-10
2001,9.902350208384242e-07,3.0795302419228676e-10
2002,1.0101240621094933e-06,3.2356542643631666e-10
2003,9.932040825333388e-07,2.853773923521581e-10
2004,9.752906911281961e-07,2.7722658097711113e-10
2005,9.419475028542885e-07,2.475520958857201e-10
2006,9.187671220648294e-07,2.549941904453742e-10
2007,9.093235462387383e-07,2.569647133965347e-10
2008,8.705324684602342e-07,2.477064555456947e-10
2009,7.728531678757073e-07,2.2535504514063576e-10
2010,6.75020978795666e-07,2.1942254387460495e-10
2011,6.006209543686834e-07,2.0900825836920956e-10
2012,5.095385436756519e-07,1.7182457664030196e-10
2013,4.34850379958464e-07,1.2300914974117116e-10
2014,3.3893043191060966e-07,7.158048979938325e-11
2015,2.860681048235035e-07,7.184929759286783e-11
2016,2.693623863641343e-07,5.411703996633615e-11
2017,2.6435669534900324e-07,5.858948800655887e-11
2018,2.382473496709281e-07,5.7960865967876527e-11
2019,2.2405834698702165e-07,5.4688355406729006e-11
