ngram,Eni,Eni,Eni,Eni
1628,2.803554447642195e-07,2.803554447642195e-07,2.803554447642195e-07,2.803554447642195e-07
1629,2.803554447642195e-07,2.803554447642195e-07,2.803554447642195e-07,2.803554447642195e-07
1630,2.803554447642195e-07,2.803554447642195e-07,2.803554447642195e-07,2.803554447642195e-07
1631,1.310232521843448e-07,1.310232521843448e-07,1.310232521843448e-07,1.310232521843448e-07
1632,1.310232521843448e-07,1.310232521843448e-07,1.310232521843448e-07,1.310232521843448e-07
1633,1.310232521843448e-07,1.310232521843448e-07,1.310232521843448e-07,1.310232521843448e-07
1634,2.544414152388137e-07,2.544414152388137e-07,2.544414152388137e-07,2.544414152388137e-07
1635,1.2341816305446889e-07,1.2341816305446889e-07,1.2341816305446889e-07,1.2341816305446889e-07
1636,1.2341816305446889e-07,1.2341816305446889e-07,1.2341816305446889e-07,1.2341816305446889e-07
1637,1.9657829040755003e-07,1.9657829040755003e-07,1.9657829040755003e-07,1.9657829040755003e-07
1638,1.9657829040755003e-07,1.9657829040755003e-07,1.9657829040755003e-07,1.9657829040755003e-07
1639,3.5231875017416314e-07,3.5231875017416314e-07,3.5231875017416314e-07,3.5231875017416314e-07
1640,3.5231875017416314e-07,3.5231875017416314e-07,3.5231875017416314e-07,3.5231875017416314e-07
1641,2.2890058711969426e-07,2.2890058711969426e-07,2.2890058711969426e-07,2.2890058711969426e-07
1642,2.2890058711969426e-07,2.2890058711969426e-07,2.2890058711969426e-07,2.2890058711969426e-07
1643,2.2890058711969426e-07,2.2890058711969426e-07,2.2890058711969426e-07,2.2890058711969426e-07
1644,2.474019262470912e-07,2.474019262470912e-07,2.474019262470912e-07,2.474019262470912e-07
1645,2.474019262470912e-07,2.474019262470912e-07,2.474019262470912e-07,2.474019262470912e-07
1646,9.166146648047808e-08,9.166146648047808e-08,9.166146648047808e-08,9.166146648047808e-08
1647,9.166146648047808e-08,9.166146648047808e-08,9.166146648047808e-08,9.166146648047808e-08
1648,1.8335993802663454e-07,1.8335993802663454e-07,1.8335993802663454e-07,1.8335993802663454e-07
1649,1.8335993802663454e-07,1.8335993802663454e-07,1.8335993802663454e-07,1.8335993802663454e-07
1650,1.8335993802663454e-07,1.8335993802663454e-07,1.8335993802663454e-07,1.8335993802663454e-07
1651,9.169847154615646e-08,9.169847154615646e-08,9.169847154615646e-08,9.169847154615646e-08
1652,9.169847154615646e-08,9.169847154615646e-08,9.169847154615646e-08,9.169847154615646e-08
1653,9.169847154615646e-08,9.169847154615646e-08,9.169847154615646e-08,9.169847154615646e-08
1654,9.169847154615646e-08,9.169847154615646e-08,9.169847154615646e-08,9.169847154615646e-08
1655,0.0,0.0,0.0,0.0
1656,4.530733122010133e-08,4.530733122010133e-08,4.530733122010133e-08,4.530733122010133e-08
1657,4.530733122010133e-08,4.530733122010133e-08,4.530733122010133e-08,4.530733122010133e-08
1658,4.530733122010133e-08,4.530733122010133e-08,4.530733122010133e-08,4.530733122010133e-08
1659,4.530733122010133e-08,4.530733122010133e-08,4.530733122010133e-08,4.530733122010133e-08
1660,4.530733122010133e-08,4.530733122010133e-08,4.530733122010133e-08,4.530733122010133e-08
1661,4.530733122010133e-08,4.530733122010133e-08,4.530733122010133e-08,4.530733122010133e-08
1662,4.530733122010133e-08,4.530733122010133e-08,4.530733122010133e-08,4.530733122010133e-08
1663,0.0,0.0,0.0,0.0
1664,0.0,0.0,0.0,0.0
1665,0.0,0.0,0.0,0.0
1666,3.9948397605777634e-08,3.9948397605777634e-08,3.9948397605777634e-08,3.9948397605777634e-08
1667,3.9948397605777634e-08,3.9948397605777634e-08,3.9948397605777634e-08,3.9948397605777634e-08
1668,8.370161351324765e-08,8.370161351324765e-08,8.370161351324765e-08,8.370161351324765e-08
1669,1.1365570579917922e-07,1.1365570579917922e-07,1.1365570579917922e-07,1.1365570579917922e-07
1670,1.1365570579917922e-07,1.1365570579917922e-07,1.1365570579917922e-07,1.1365570579917922e-07
1671,1.1365570579917922e-07,1.1365570579917922e-07,1.1365570579917922e-07,1.1365570579917922e-07
1672,1.1365570579917922e-07,1.1365570579917922e-07,1.1365570579917922e-07,1.1365570579917922e-07
1673,7.37073081934016e-08,7.37073081934016e-08,7.37073081934016e-08,7.37073081934016e-08
1674,7.37073081934016e-08,7.37073081934016e-08,7.37073081934016e-08,7.37073081934016e-08
1675,6.427259182016445e-08,6.427259182016445e-08,6.427259182016445e-08,6.427259182016445e-08
1676,7.726500988220713e-08,7.726500988220713e-08,7.726500988220713e-08,7.726500988220713e-08
1677,7.726500988220713e-08,7.726500988220713e-08,7.726500988220713e-08,7.726500988220713e-08
1678,7.726500988220713e-08,7.726500988220713e-08,7.726500988220713e-08,7.726500988220713e-08
1679,1.0033677913920006e-07,1.0033677913920006e-07,1.0033677913920006e-07,1.0033677913920006e-07
1680,1.1843870798397152e-07,1.1843870798397152e-07,1.1843870798397152e-07,1.1843870798397152e-07
1681,1.1843870798397152e-07,1.1843870798397152e-07,1.1843870798397152e-07,1.1843870798397152e-07
1682,8.412020844973864e-08,8.412020844973864e-08,8.412020844973864e-08,8.412020844973864e-08
1683,4.1173698101764396e-08,4.1173698101764396e-08,4.1173698101764396e-08,4.1173698101764396e-08
1684,4.1173698101764396e-08,4.1173698101764396e-08,4.1173698101764396e-08,4.1173698101764396e-08
1685,4.1173698101764396e-08,4.1173698101764396e-08,4.1173698101764396e-08,4.1173698101764396e-08
1686,1.8101928844771464e-08,1.8101928844771464e-08,1.8101928844771464e-08,1.8101928844771464e-08
1687,0.0,0.0,0.0,0.0
1688,0.0,0.0,0.0,0.0
1689,3.157116980543963e-08,3.157116980543963e-08,3.157116980543963e-08,3.157116980543963e-08
1690,5.2341460689474065e-08,5.2341460689474065e-08,5.2341460689474065e-08,5.2341460689474065e-08
1691,5.2341460689474065e-08,5.2341460689474065e-08,5.2341460689474065e-08,5.2341460689474065e-08
1692,5.2341460689474065e-08,5.2341460689474065e-08,5.2341460689474065e-08,5.2341460689474065e-08
1693,8.369265458441077e-08,8.369265458441077e-08,8.369265458441077e-08,8.369265458441077e-08
1694,1.0807820517909152e-07,1.0807820517909152e-07,1.0807820517909152e-07,1.0807820517909152e-07
1695,1.0807820517909152e-07,1.0807820517909152e-07,1.0807820517909152e-07,1.0807820517909152e-07
1696,9.225298112726574e-08,9.225298112726574e-08,9.225298112726574e-08,9.225298112726574e-08
1697,7.148269024323131e-08,7.148269024323131e-08,7.148269024323131e-08,7.148269024323131e-08
1698,7.148269024323131e-08,7.148269024323131e-08,7.148269024323131e-08,7.148269024323131e-08
1699,9.762177098439548e-08,9.762177098439548e-08,9.762177098439548e-08,9.762177098439548e-08
1700,9.226628248727917e-08,9.226628248727917e-08,9.226628248727917e-08,9.226628248727917e-08
1701,9.688100988114456e-08,9.688100988114456e-08,9.688100988114456e-08,9.688100988114456e-08
1702,1.208513294516576e-07,1.208513294516576e-07,1.208513294516576e-07,1.208513294516576e-07
1703,1.1614659354920929e-07,1.1614659354920929e-07,1.1614659354920929e-07,1.1614659354920929e-07
1704,1.1614659354920929e-07,1.1614659354920929e-07,1.1614659354920929e-07,1.1614659354920929e-07
1705,1.3446220289584483e-07,1.3446220289584483e-07,1.3446220289584483e-07,1.3446220289584483e-07
1706,1.1939850505119205e-07,1.1939850505119205e-07,1.1939850505119205e-07,1.1939850505119205e-07
1707,9.340279965337167e-08,9.340279965337167e-08,9.340279965337167e-08,9.340279965337167e-08
1708,7.404838900778746e-08,7.404838900778746e-08,7.404838900778746e-08,7.404838900778746e-08
1709,6.210308559470182e-08,6.210308559470182e-08,6.210308559470182e-08,6.210308559470182e-08
1710,5.106187574353628e-08,5.106187574353628e-08,5.106187574353628e-08,5.106187574353628e-08
1711,5.106187574353628e-08,5.106187574353628e-08,5.106187574353628e-08,5.106187574353628e-08
1712,4.3609686274846485e-08,4.3609686274846485e-08,4.3609686274846485e-08,4.3609686274846485e-08
1713,4.335231856040471e-08,4.335231856040471e-08,4.335231856040471e-08,4.335231856040471e-08
1714,5.292392911217446e-08,5.292392911217446e-08,5.292392911217446e-08,5.292392911217446e-08
1715,9.988982745718594e-08,9.988982745718594e-08,9.988982745718594e-08,9.988982745718594e-08
1716,1.1442968579038798e-07,1.1442968579038798e-07,1.1442968579038798e-07,1.1442968579038798e-07
1717,1.2207109126701914e-07,1.2207109126701914e-07,1.2207109126701914e-07,1.2207109126701914e-07
1718,1.298128477092827e-07,1.298128477092827e-07,1.298128477092827e-07,1.298128477092827e-07
1719,1.2553429889245698e-07,1.2553429889245698e-07,1.2553429889245698e-07,1.2553429889245698e-07
1720,1.5096079662514838e-07,1.5096079662514838e-07,1.5096079662514838e-07,1.5096079662514838e-07
1721,1.589093022248887e-07,1.589093022248887e-07,1.589093022248887e-07,1.589093022248887e-07
1722,1.1775270993195721e-07,1.1775270993195721e-07,1.1775270993195721e-07,1.1775270993195721e-07
1723,1.0353818780117763e-07,1.0353818780117763e-07,1.0353818780117763e-07,1.0353818780117763e-07
1724,1.0763862182524722e-07,1.0763862182524722e-07,1.0763862182524722e-07,1.0763862182524722e-07
1725,9.989686538298364e-08,9.989686538298364e-08,9.989686538298364e-08,9.989686538298364e-08
1726,1.1247448737451902e-07,1.1247448737451902e-07,1.1247448737451902e-07,1.1247448737451902e-07
1727,8.30726903140138e-08,8.30726903140138e-08,8.30726903140138e-08,8.30726903140138e-08
1728,7.85116941618266e-08,7.85116941618266e-08,7.85116941618266e-08,7.85116941618266e-08
1729,8.854442766294466e-08,8.854442766294466e-08,8.854442766294466e-08,8.854442766294466e-08
1730,9.25605512236416e-08,9.25605512236416e-08,9.25605512236416e-08,9.25605512236416e-08
1731,8.7785451289132e-08,8.7785451289132e-08,8.7785451289132e-08,8.7785451289132e-08
1732,1.1281954672069463e-07,1.1281954672069463e-07,1.1281954672069463e-07,1.1281954672069463e-07
1733,1.1473136142724019e-07,1.1473136142724019e-07,1.1473136142724019e-07,1.1473136142724019e-07
1734,1.1821210880011027e-07,1.1821210880011027e-07,1.1821210880011027e-07,1.1821210880011027e-07
1735,1.117199148430765e-07,1.117199148430765e-07,1.117199148430765e-07,1.117199148430765e-07
1736,1.0276898265715317e-07,1.0276898265715317e-07,1.0276898265715317e-07,1.0276898265715317e-07
1737,9.332413495956513e-08,9.332413495956513e-08,9.332413495956513e-08,9.332413495956513e-08
1738,9.734102793653879e-08,9.734102793653879e-08,9.734102793653879e-08,9.734102793653879e-08
1739,8.199968145764355e-08,8.199968145764355e-08,8.199968145764355e-08,8.199968145764355e-08
1740,6.092537369844259e-08,6.092537369844259e-08,6.092537369844259e-08,6.092537369844259e-08
1741,5.6543261247757725e-08,5.6543261247757725e-08,5.6543261247757725e-08,5.6543261247757725e-08
1742,5.645370748652567e-08,5.645370748652567e-08,5.645370748652567e-08,5.645370748652567e-08
1743,4.9548126363723506e-08,4.9548126363723506e-08,4.9548126363723506e-08,4.9548126363723506e-08
1744,4.262649814076472e-08,4.262649814076472e-08,4.262649814076472e-08,4.262649814076472e-08
1745,3.164286559759992e-08,3.164286559759992e-08,3.164286559759992e-08,3.164286559759992e-08
1746,3.190607092814649e-08,3.190607092814649e-08,3.190607092814649e-08,3.190607092814649e-08
1747,3.6065222681307725e-08,3.6065222681307725e-08,3.6065222681307725e-08,3.6065222681307725e-08
1748,4.104306735744753e-08,4.104306735744753e-08,4.104306735744753e-08,4.104306735744753e-08
1749,4.4576255829399865e-08,4.4576255829399865e-08,4.4576255829399865e-08,4.4576255829399865e-08
1750,3.494486224196537e-08,3.494486224196537e-08,3.494486224196537e-08,3.494486224196537e-08
1751,3.851400087739876e-08,3.851400087739876e-08,3.851400087739876e-08,3.851400087739876e-08
1752,4.631118117564321e-08,4.631118117564321e-08,4.631118117564321e-08,4.631118117564321e-08
1753,4.138457931901485e-08,4.138457931901485e-08,4.138457931901485e-08,4.138457931901485e-08
1754,4.559356498694862e-08,4.559356498694862e-08,4.559356498694862e-08,4.559356498694862e-08
1755,4.238098507057332e-08,4.238098507057332e-08,4.238098507057332e-08,4.238098507057332e-08
1756,4.461230648392497e-08,4.461230648392497e-08,4.461230648392497e-08,4.461230648392497e-08
1757,4.461230648392497e-08,4.461230648392497e-08,4.461230648392497e-08,4.461230648392497e-08
1758,4.415075264116045e-08,4.415075264116045e-08,4.415075264116045e-08,4.415075264116045e-08
1759,3.983236724585433e-08,3.983236724585433e-08,3.983236724585433e-08,3.983236724585433e-08
1760,4.0125748818858094e-08,4.0125748818858094e-08,4.0125748818858094e-08,4.0125748818858094e-08
1761,8.171782412651802e-08,8.171782412651802e-08,8.171782412651802e-08,8.171782412651802e-08
1762,7.937637264936776e-08,7.937637264936776e-08,7.937637264936776e-08,7.937637264936776e-08
1763,6.723449048300673e-08,6.723449048300673e-08,6.723449048300673e-08,6.723449048300673e-08
1764,6.723449048300673e-08,6.723449048300673e-08,6.723449048300673e-08,6.723449048300673e-08
1765,7.29691309280562e-08,7.29691309280562e-08,7.29691309280562e-08,7.29691309280562e-08
1766,7.629244030178078e-08,7.629244030178078e-08,7.629244030178078e-08,7.629244030178078e-08
1767,7.096970630219143e-08,7.096970630219143e-08,7.096970630219143e-08,7.096970630219143e-08
1768,2.1009493573436496e-08,2.1009493573436496e-08,2.1009493573436496e-08,2.1009493573436496e-08
1769,1.564432951438123e-08,1.564432951438123e-08,1.564432951438123e-08,1.564432951438123e-08
1770,2.4293094266373113e-08,2.4293094266373113e-08,2.4293094266373113e-08,2.4293094266373113e-08
1771,2.955838190083731e-08,2.955838190083731e-08,2.955838190083731e-08,2.955838190083731e-08
1772,2.3352238492131098e-08,2.3352238492131098e-08,2.3352238492131098e-08,2.3352238492131098e-08
1773,1.914532507133312e-08,1.914532507133312e-08,1.914532507133312e-08,1.914532507133312e-08
1774,3.250764051594095e-08,3.250764051594095e-08,3.250764051594095e-08,3.250764051594095e-08
1775,3.250764051594095e-08,3.250764051594095e-08,3.250764051594095e-08,3.250764051594095e-08
1776,3.79323795231455e-08,3.79323795231455e-08,3.79323795231455e-08,3.79323795231455e-08
1777,2.9283614771153614e-08,2.9283614771153614e-08,2.9283614771153614e-08,2.9283614771153614e-08
1778,4.626747670702766e-08,4.626747670702766e-08,4.626747670702766e-08,4.626747670702766e-08
1779,4.619308059870621e-08,4.619308059870621e-08,4.619308059870621e-08,4.619308059870621e-08
1780,5.064531042161694e-08,5.064531042161694e-08,5.064531042161694e-08,5.064531042161694e-08
1781,4.302054534832678e-08,4.302054534832678e-08,4.302054534832678e-08,4.302054534832678e-08
1782,4.949494579266554e-08,4.949494579266554e-08,4.949494579266554e-08,4.949494579266554e-08
1783,5.059400416078981e-08,5.059400416078981e-08,5.059400416078981e-08,5.059400416078981e-08
1784,5.392294839217422e-08,5.392294839217422e-08,5.392294839217422e-08,5.392294839217422e-08
1785,3.491004361779103e-08,3.491004361779103e-08,3.491004361779103e-08,3.491004361779103e-08
1786,3.5028554533157926e-08,3.5028554533157926e-08,3.5028554533157926e-08,3.5028554533157926e-08
1787,3.1848558584053014e-08,3.1848558584053014e-08,3.1848558584053014e-08,3.1848558584053014e-08
1788,2.8724112358499302e-08,2.8724112358499302e-08,2.8724112358499302e-08,2.8724112358499302e-08
1789,2.5739866365321566e-08,2.5739866365321566e-08,2.5739866365321566e-08,2.5739866365321566e-08
1790,2.1425765796477336e-08,2.1425765796477336e-08,2.1425765796477336e-08,2.1425765796477336e-08
1791,3.221438303415068e-08,3.221438303415068e-08,3.221438303415068e-08,3.221438303415068e-08
1792,3.006640029009791e-08,3.006640029009791e-08,3.006640029009791e-08,3.006640029009791e-08
1793,3.0344269953884254e-08,3.0344269953884254e-08,3.0344269953884254e-08,3.0344269953884254e-08
1794,3.545871545591288e-08,3.545871545591288e-08,3.545871545591288e-08,3.545871545591288e-08
1795,3.923851605540969e-08,3.923851605540969e-08,3.923851605540969e-08,3.923851605540969e-08
1796,4.0489169731269415e-08,4.0489169731269415e-08,4.0489169731269415e-08,4.0489169731269415e-08
1797,4.451563295759797e-08,4.451563295759797e-08,4.451563295759797e-08,4.451563295759797e-08
1798,3.213404158637039e-08,3.213404158637039e-08,3.213404158637039e-08,3.213404158637039e-08
1799,3.284808831287884e-08,3.284808831287884e-08,3.284808831287884e-08,3.284808831287884e-08
1800,3.3594997133385666e-08,3.3594997133385666e-08,3.3594997133385666e-08,3.3594997133385666e-08
1801,3.250691512793732e-08,3.250691512793732e-08,3.250691512793732e-08,3.250691512793732e-08
1802,3.132353208558568e-08,3.132353208558568e-08,3.132353208558568e-08,3.132353208558568e-08
1803,2.9741723623593382e-08,2.9741723623593382e-08,2.9741723623593382e-08,2.9741723623593382e-08
1804,2.960711485501731e-08,2.960711485501731e-08,2.960711485501731e-08,2.960711485501731e-08
1805,3.124695232717808e-08,3.124695232717808e-08,3.124695232717808e-08,3.124695232717808e-08
1806,3.228869463863962e-08,3.228869463863962e-08,3.228869463863962e-08,3.228869463863962e-08
1807,3.2558922922833385e-08,3.2558922922833385e-08,3.2558922922833385e-08,3.2558922922833385e-08
1808,2.725412987355672e-08,2.725412987355672e-08,2.725412987355672e-08,2.725412987355672e-08
1809,2.475848047213601e-08,2.475848047213601e-08,2.475848047213601e-08,2.475848047213601e-08
1810,3.1624612516014036e-08,3.1624612516014036e-08,3.1624612516014036e-08,3.1624612516014036e-08
1811,2.8101284600877208e-08,2.8101284600877208e-08,2.8101284600877208e-08,2.8101284600877208e-08
1812,2.75899762718674e-08,2.75899762718674e-08,2.75899762718674e-08,2.75899762718674e-08
1813,2.74616367741081e-08,2.74616367741081e-08,2.74616367741081e-08,2.74616367741081e-08
1814,2.7247679921872858e-08,2.7247679921872858e-08,2.7247679921872858e-08,2.7247679921872858e-08
1815,2.9294061525726127e-08,2.9294061525726127e-08,2.9294061525726127e-08,2.9294061525726127e-08
1816,2.9242607319750798e-08,2.9242607319750798e-08,2.9242607319750798e-08,2.9242607319750798e-08
1817,2.264442703189421e-08,2.264442703189421e-08,2.264442703189421e-08,2.264442703189421e-08
1818,2.2751726597951867e-08,2.2751726597951867e-08,2.2751726597951867e-08,2.2751726597951867e-08
1819,2.3945258220692267e-08,2.3945258220692267e-08,2.3945258220692267e-08,2.3945258220692267e-08
1820,2.5798851563000165e-08,2.5798851563000165e-08,2.5798851563000165e-08,2.5798851563000165e-08
1821,2.5380015549509542e-08,2.5380015549509542e-08,2.5380015549509542e-08,2.5380015549509542e-08
1822,2.4737243618590454e-08,2.4737243618590454e-08,2.4737243618590454e-08,2.4737243618590454e-08
1823,2.4322229817487695e-08,2.4322229817487695e-08,2.4322229817487695e-08,2.4322229817487695e-08
1824,2.223647856323753e-08,2.223647856323753e-08,2.223647856323753e-08,2.223647856323753e-08
1825,2.2589758888865878e-08,2.2589758888865878e-08,2.2589758888865878e-08,2.2589758888865878e-08
1826,2.1731180664476468e-08,2.1731180664476468e-08,2.1731180664476468e-08,2.1731180664476468e-08
1827,2.008985282892744e-08,2.008985282892744e-08,2.008985282892744e-08,2.008985282892744e-08
1828,2.1160614593895843e-08,2.1160614593895843e-08,2.1160614593895843e-08,2.1160614593895843e-08
1829,1.969788370510222e-08,1.969788370510222e-08,1.969788370510222e-08,1.969788370510222e-08
1830,2.0119006651140936e-08,2.0119006651140936e-08,2.0119006651140936e-08,2.0119006651140936e-08
1831,2.017122634003142e-08,2.017122634003142e-08,2.017122634003142e-08,2.017122634003142e-08
1832,1.875026280271998e-08,1.875026280271998e-08,1.875026280271998e-08,1.875026280271998e-08
1833,1.884994078287556e-08,1.884994078287556e-08,1.884994078287556e-08,1.884994078287556e-08
1834,1.758316755687669e-08,1.758316755687669e-08,1.758316755687669e-08,1.758316755687669e-08
1835,1.526458032990214e-08,1.526458032990214e-08,1.526458032990214e-08,1.526458032990214e-08
1836,1.5436908767136563e-08,1.5436908767136563e-08,1.5436908767136563e-08,1.5436908767136563e-08
1837,1.7027658901927874e-08,1.7027658901927874e-08,1.7027658901927874e-08,1.7027658901927874e-08
1838,1.777136000263064e-08,1.777136000263064e-08,1.777136000263064e-08,1.777136000263064e-08
1839,1.782071189028654e-08,1.782071189028654e-08,1.782071189028654e-08,1.782071189028654e-08
1840,1.890556752418401e-08,1.890556752418401e-08,1.890556752418401e-08,1.890556752418401e-08
1841,1.885384876792224e-08,1.885384876792224e-08,1.885384876792224e-08,1.885384876792224e-08
1842,1.9921666602077233e-08,1.9921666602077233e-08,1.9921666602077233e-08,1.9921666602077233e-08
1843,1.9711296468066005e-08,1.9711296468066005e-08,1.9711296468066005e-08,1.9711296468066005e-08
1844,1.8123333437155712e-08,1.8123333437155712e-08,1.8123333437155712e-08,1.8123333437155712e-08
1845,1.9056195605620426e-08,1.9056195605620426e-08,1.9056195605620426e-08,1.9056195605620426e-08
1846,1.9541280593671218e-08,1.9541280593671218e-08,1.9541280593671218e-08,1.9541280593671218e-08
1847,1.7157274712076287e-08,1.7157274712076287e-08,1.7157274712076287e-08,1.7157274712076287e-08
1848,1.9594677626498325e-08,1.9594677626498325e-08,1.9594677626498325e-08,1.9594677626498325e-08
1849,2.014030263199272e-08,2.014030263199272e-08,2.014030263199272e-08,2.014030263199272e-08
1850,2.2300521556368428e-08,2.2300521556368428e-08,2.2300521556368428e-08,2.2300521556368428e-08
1851,2.23220657196472e-08,2.23220657196472e-08,2.23220657196472e-08,2.23220657196472e-08
1852,2.2032968973105327e-08,2.2032968973105327e-08,2.2032968973105327e-08,2.2032968973105327e-08
1853,2.292103091454984e-08,2.292103091454984e-08,2.292103091454984e-08,2.292103091454984e-08
1854,2.440567900155851e-08,2.440567900155851e-08,2.440567900155851e-08,2.440567900155851e-08
1855,2.644899385221119e-08,2.644899385221119e-08,2.644899385221119e-08,2.644899385221119e-08
1856,2.552409889793645e-08,2.552409889793645e-08,2.552409889793645e-08,2.552409889793645e-08
1857,2.3519430212916503e-08,2.3519430212916503e-08,2.3519430212916503e-08,2.3519430212916503e-08
1858,2.474361058903339e-08,2.474361058903339e-08,2.474361058903339e-08,2.474361058903339e-08
1859,2.5313840674406103e-08,2.5313840674406103e-08,2.5313840674406103e-08,2.5313840674406103e-08
1860,2.6787147738056253e-08,2.6787147738056253e-08,2.6787147738056253e-08,2.6787147738056253e-08
1861,2.7651993456905595e-08,2.7651993456905595e-08,2.7651993456905595e-08,2.7651993456905595e-08
