ngram,Repsol,Repsl,Repol,Repol
1645,0.0,0.0,0.0,0.0
1646,0.0,0.0,0.0,0.0
1647,0.0,0.0,0.0,0.0
1648,0.0,0.0,0.0,0.0
1649,0.0,0.0,0.0,0.0
1650,0.0,0.0,0.0,0.0
1651,0.0,0.0,0.0,0.0
1652,0.0,0.0,0.0,0.0
1653,0.0,0.0,0.0,0.0
1654,0.0,0.0,0.0,0.0
1655,0.0,0.0,0.0,0.0
1656,0.0,0.0,0.0,0.0
1657,0.0,0.0,0.0,0.0
1658,0.0,0.0,0.0,0.0
1659,0.0,0.0,0.0,0.0
1660,0.0,0.0,0.0,0.0
1661,0.0,0.0,0.0,0.0
1662,0.0,0.0,0.0,0.0
1663,0.0,0.0,0.0,0.0
1664,0.0,0.0,0.0,0.0
1665,0.0,0.0,0.0,0.0
1666,0.0,0.0,0.0,0.0
1667,0.0,0.0,0.0,0.0
1668,0.0,0.0,0.0,0.0
1669,0.0,0.0,0.0,0.0
1670,0.0,0.0,0.0,0.0
1671,0.0,0.0,0.0,0.0
1672,0.0,0.0,0.0,0.0
1673,0.0,0.0,0.0,0.0
1674,0.0,0.0,0.0,0.0
1675,0.0,0.0,0.0,0.0
1676,0.0,0.0,0.0,0.0
1677,0.0,0.0,0.0,0.0
1678,0.0,0.0,0.0,0.0
1679,0.0,0.0,0.0,0.0
1680,0.0,0.0,0.0,0.0
1681,0.0,0.0,0.0,0.0
1682,0.0,0.0,0.0,0.0
1683,0.0,0.0,0.0,0.0
1684,0.0,0.0,0.0,0.0
1685,0.0,0.0,0.0,0.0
1686,0.0,0.0,0.0,0.0
1687,0.0,0.0,0.0,0.0
1688,0.0,0.0,0.0,0.0
1689,0.0,0.0,0.0,0.0
1690,0.0,0.0,0.0,0.0
1691,0.0,0.0,0.0,0.0
1692,0.0,0.0,0.0,0.0
1693,0.0,0.0,0.0,0.0
1694,0.0,0.0,0.0,0.0
1695,0.0,0.0,0.0,0.0
1696,0.0,0.0,0.0,0.0
1697,0.0,0.0,0.0,0.0
1698,0.0,0.0,0.0,0.0
1699,0.0,0.0,0.0,0.0
1700,0.0,0.0,0.0,0.0
1701,0.0,0.0,0.0,0.0
1702,0.0,0.0,0.0,0.0
1703,0.0,0.0,0.0,0.0
1704,0.0,0.0,0.0,0.0
1705,0.0,0.0,0.0,0.0
1706,0.0,0.0,0.0,0.0
1707,0.0,0.0,0.0,0.0
1708,0.0,0.0,0.0,0.0
1709,0.0,0.0,0.0,0.0
1710,0.0,0.0,0.0,0.0
1711,0.0,0.0,0.0,0.0
1712,0.0,0.0,0.0,0.0
1713,0.0,0.0,0.0,0.0
1714,0.0,0.0,0.0,0.0
1715,0.0,0.0,0.0,0.0
1716,0.0,0.0,0.0,0.0
1717,0.0,0.0,0.0,0.0
1718,0.0,0.0,0.0,0.0
1719,0.0,0.0,0.0,0.0
1720,0.0,0.0,0.0,0.0
1721,0.0,0.0,0.0,0.0
1722,0.0,0.0,0.0,0.0
1723,0.0,0.0,0.0,0.0
1724,0.0,0.0,0.0,0.0
1725,0.0,0.0,0.0,0.0
1726,0.0,0.0,0.0,0.0
1727,0.0,0.0,0.0,0.0
1728,0.0,0.0,0.0,0.0
1729,0.0,0.0,0.0,0.0
1730,0.0,0.0,0.0,0.0
1731,0.0,0.0,0.0,0.0
1732,0.0,0.0,0.0,0.0
1733,0.0,0.0,0.0,0.0
1734,0.0,0.0,0.0,0.0
1735,0.0,0.0,0.0,0.0
1736,0.0,0.0,0.0,0.0
1737,0.0,0.0,0.0,0.0
1738,0.0,0.0,0.0,0.0
1739,0.0,0.0,0.0,0.0
1740,0.0,0.0,0.0,0.0
1741,0.0,0.0,0.0,0.0
1742,0.0,0.0,0.0,0.0
1743,0.0,0.0,0.0,0.0
1744,0.0,0.0,0.0,0.0
1745,0.0,0.0,0.0,0.0
1746,0.0,0.0,0.0,0.0
1747,0.0,0.0,0.0,0.0
1748,0.0,0.0,0.0,0.0
1749,0.0,0.0,0.0,0.0
1750,0.0,0.0,0.0,0.0
1751,0.0,0.0,0.0,0.0
1752,0.0,0.0,0.0,0.0
1753,0.0,0.0,0.0,0.0
1754,0.0,0.0,0.0,0.0
1755,0.0,0.0,0.0,0.0
1756,0.0,0.0,0.0,0.0
1757,0.0,0.0,0.0,0.0
1758,0.0,0.0,0.0,0.0
1759,0.0,0.0,0.0,0.0
1760,0.0,0.0,0.0,0.0
1761,0.0,0.0,0.0,0.0
1762,0.0,0.0,0.0,0.0
1763,0.0,0.0,0.0,0.0
1764,0.0,0.0,0.0,0.0
1765,0.0,0.0,0.0,0.0
1766,0.0,0.0,0.0,0.0
1767,0.0,0.0,0.0,0.0
1768,0.0,0.0,0.0,0.0
1769,0.0,0.0,0.0,0.0
1770,0.0,0.0,0.0,0.0
1771,0.0,0.0,0.0,0.0
1772,0.0,0.0,0.0,0.0
1773,0.0,0.0,0.0,0.0
1774,0.0,0.0,0.0,0.0
1775,0.0,0.0,0.0,0.0
1776,0.0,0.0,0.0,0.0
1777,0.0,0.0,0.0,0.0
1778,0.0,0.0,0.0,0.0
1779,0.0,0.0,0.0,0.0
1780,0.0,0.0,0.0,0.0
1781,0.0,0.0,0.0,0.0
1782,0.0,0.0,0.0,0.0
1783,0.0,0.0,0.0,0.0
1784,0.0,0.0,0.0,0.0
1785,0.0,0.0,0.0,0.0
1786,0.0,0.0,0.0,0.0
1787,0.0,0.0,0.0,0.0
1788,0.0,0.0,0.0,0.0
1789,0.0,0.0,0.0,0.0
1790,0.0,0.0,0.0,0.0
1791,0.0,0.0,0.0,0.0
1792,0.0,0.0,0.0,0.0
1793,0.0,0.0,0.0,0.0
1794,0.0,0.0,0.0,0.0
1795,0.0,0.0,0.0,0.0
1796,0.0,0.0,0.0,0.0
1797,0.0,0.0,0.0,0.0
1798,0.0,0.0,0.0,0.0
1799,0.0,0.0,0.0,0.0
1800,0.0,0.0,0.0,0.0
1801,0.0,0.0,4.643404708356716e-10,4.643404708356716e-10
1802,0.0,0.0,4.643404708356716e-10,4.643404708356716e-10
1803,0.0,0.0,4.643404708356716e-10,4.643404708356716e-10
1804,0.0,0.0,4.643404708356716e-10,4.643404708356716e-10
1805,0.0,0.0,7.240179725595145e-10,7.240179725595145e-10
1806,0.0,0.0,7.240179725595145e-10,7.240179725595145e-10
1807,0.0,0.0,7.240179725595145e-10,7.240179725595145e-10
1808,0.0,0.0,2.5967750172384285e-10,2.5967750172384285e-10
1809,0.0,0.0,2.5967750172384285e-10,2.5967750172384285e-10
1810,0.0,0.0,2.5967750172384285e-10,2.5967750172384285e-10
1811,0.0,0.0,2.5967750172384285e-10,2.5967750172384285e-10
1812,0.0,0.0,0.0,0.0
1813,0.0,0.0,0.0,0.0
1814,0.0,0.0,0.0,0.0
1815,0.0,0.0,0.0,0.0
1816,0.0,0.0,0.0,0.0
1817,0.0,0.0,1.7134757105249524e-10,1.7134757105249524e-10
1818,0.0,0.0,1.7134757105249524e-10,1.7134757105249524e-10
1819,0.0,0.0,3.2164501221184795e-10,3.2164501221184795e-10
1820,0.0,0.0,3.2164501221184795e-10,3.2164501221184795e-10
1821,0.0,0.0,3.2164501221184795e-10,3.2164501221184795e-10
1822,0.0,0.0,3.2164501221184795e-10,3.2164501221184795e-10
1823,0.0,0.0,3.2164501221184795e-10,3.2164501221184795e-10
1824,0.0,0.0,1.5029744115935273e-10,1.5029744115935273e-10
1825,0.0,0.0,1.5029744115935273e-10,1.5029744115935273e-10
1826,0.0,0.0,0.0,0.0
1827,0.0,0.0,0.0,0.0
1828,0.0,0.0,0.0,0.0
1829,0.0,0.0,0.0,0.0
1830,0.0,0.0,0.0,0.0
1831,9.289466021808072e-11,0.0,0.0,0.0
1832,9.289466021808072e-11,0.0,0.0,0.0
1833,9.289466021808072e-11,0.0,0.0,0.0
1834,9.289466021808072e-11,0.0,0.0,0.0
1835,9.289466021808072e-11,0.0,8.37834008520539e-11,8.37834008520539e-11
1836,9.289466021808072e-11,0.0,8.37834008520539e-11,8.37834008520539e-11
1837,9.289466021808072e-11,0.0,8.37834008520539e-11,8.37834008520539e-11
1838,0.0,0.0,8.37834008520539e-11,8.37834008520539e-11
1839,0.0,0.0,8.37834008520539e-11,8.37834008520539e-11
1840,0.0,0.0,8.37834008520539e-11,8.37834008520539e-11
1841,0.0,0.0,1.5376101185944028e-10,1.5376101185944028e-10
1842,0.0,0.0,6.997761100738638e-11,6.997761100738638e-11
1843,0.0,0.0,2.011266708734638e-10,2.011266708734638e-10
1844,0.0,0.0,4.014752340099546e-10,4.014752340099546e-10
1845,0.0,0.0,4.014752340099546e-10,4.014752340099546e-10
1846,0.0,0.0,5.971367368827276e-10,5.971367368827276e-10
1847,0.0,0.0,5.971367368827276e-10,5.971367368827276e-10
1848,0.0,0.0,6.912221430153766e-10,6.912221430153766e-10
1849,0.0,0.0,7.987012162757878e-10,7.987012162757878e-10
1850,0.0,0.0,6.675521564097104e-10,6.675521564097104e-10
1851,0.0,0.0,5.136321883687194e-10,5.136321883687194e-10
1852,0.0,0.0,6.147553299751252e-10,6.147553299751252e-10
1853,0.0,0.0,4.1909382710235224e-10,4.1909382710235224e-10
1854,0.0,0.0,4.695956877322414e-10,4.695956877322414e-10
1855,0.0,0.0,3.5803441957225704e-10,3.5803441957225704e-10
1856,0.0,0.0,3.4995295550288574e-10,3.4995295550288574e-10
1857,0.0,0.0,3.9808718226603494e-10,3.9808718226603494e-10
1858,0.0,0.0,4.668656136289481e-10,4.668656136289481e-10
1859,0.0,0.0,4.266718605412072e-10,4.266718605412072e-10
1860,0.0,0.0,4.266718605412072e-10,4.266718605412072e-10
1861,0.0,0.0,3.76169999911318e-10,3.76169999911318e-10
1862,0.0,0.0,3.793865221979331e-10,3.793865221979331e-10
1863,0.0,0.0,3.2772679411533344e-10,3.2772679411533344e-10
1864,0.0,0.0,2.795925673521842e-10,2.795925673521842e-10
1865,0.0,0.0,1.6438554089377126e-10,1.6438554089377126e-10
1866,0.0,0.0,1.0345615237510636e-10,1.0345615237510636e-10
1867,4.321245742186111e-11,0.0,1.466686097969675e-10,1.466686097969675e-10
1868,4.321245742186111e-11,0.0,1.9148030780006105e-10,1.9148030780006105e-10
1869,4.321245742186111e-11,0.0,1.3576203653339495e-10,1.3576203653339495e-10
1870,4.321245742186111e-11,0.0,1.3026061578586782e-10,1.3026061578586782e-10
1871,4.321245742186111e-11,0.0,1.3026061578586782e-10,1.3026061578586782e-10
1872,4.321245742186111e-11,0.0,2.1216403633950165e-10,2.1216403633950165e-10
1873,4.321245742186111e-11,0.0,2.9018154149415155e-10,2.9018154149415155e-10
1874,0.0,0.0,2.8670979875958634e-10,2.8670979875958634e-10
1875,0.0,0.0,3.221281614467537e-10,3.221281614467537e-10
1876,0.0,3.833198441200685e-11,3.221281614467537e-10,3.221281614467537e-10
1877,0.0,3.833198441200685e-11,3.49795046103044e-10,3.49795046103044e-10
1878,3.6285359637590526e-11,3.833198441200685e-11,4.586511289808978e-10,4.586511289808978e-10
1879,3.6285359637590526e-11,3.833198441200685e-11,3.76747708427264e-10,3.76747708427264e-10
1880,6.917204309342395e-11,3.833198441200685e-11,2.98730203272614e-10,2.98730203272614e-10
1881,1.0073763846905694e-10,3.833198441200685e-11,3.2212067933658414e-10,3.2212067933658414e-10
1882,1.0073763846905694e-10,3.833198441200685e-11,3.0670977662390035e-10,3.0670977662390035e-10
1883,1.0073763846905694e-10,0.0,3.0670977662390035e-10,3.0670977662390035e-10
1884,1.0073763846905694e-10,0.0,2.673173388994294e-10,2.673173388994294e-10
1885,6.445227883146641e-11,0.0,2.455310914901381e-10,2.455310914901381e-10
1886,1.4721812856079352e-10,0.0,3.007083233213288e-10,3.007083233213288e-10
1887,1.1433144510496009e-10,0.0,3.2834229184748e-10,3.2834229184748e-10
1888,8.27658497293271e-11,2.700284242239194e-11,3.1921678594099793e-10,3.1921678594099793e-10
1889,2.136203198459847e-10,2.700284242239194e-11,3.590812072288127e-10,3.590812072288127e-10
1890,2.136203198459847e-10,2.700284242239194e-11,4.0967258752022673e-10,4.0967258752022673e-10
1891,2.136203198459847e-10,5.260789423136966e-11,4.04766732036472e-10,4.04766732036472e-10
1892,2.136203198459847e-10,5.260789423136966e-11,4.300548052592136e-10,4.300548052592136e-10
1893,1.308544701166576e-10,5.260789423136966e-11,4.2100092063306656e-10,4.2100092063306656e-10
1894,1.308544701166576e-10,5.260789423136966e-11,3.9336695210691527e-10,3.9336695210691527e-10
1895,1.5202567776079993e-10,2.5605051808977717e-11,3.817036825504161e-10,3.817036825504161e-10
1896,4.055163347972877e-11,2.5605051808977717e-11,3.351613807917835e-10,3.351613807917835e-10
1897,4.055163347972877e-11,2.5605051808977717e-11,3.217235109273123e-10,3.217235109273123e-10
1898,9.466614000633707e-11,0.0,7.470726537395223e-10,7.470726537395223e-10
1899,9.466614000633707e-11,0.0,6.529286516216664e-10,6.529286516216664e-10
1900,9.466614000633707e-11,0.0,6.429465134897125e-10,6.429465134897125e-10
1901,1.632128876494221e-10,0.0,7.114932611327975e-10,7.114932611327975e-10
1902,1.4204168000527976e-10,0.0,7.208057167013798e-10,7.208057167013798e-10
1903,1.2266125416969332e-10,0.0,6.945427288851391e-10,6.945427288851391e-10
1904,1.2266125416969332e-10,0.0,6.732429584060157e-10,6.732429584060157e-10
1905,6.854674764308503e-11,0.0,2.6802934970688545e-10,2.6802934970688545e-10
1906,8.406173376432743e-11,0.0,1.8323440909414783e-09,1.8323440909414783e-09
1907,8.406173376432743e-11,0.0,1.8987541033513698e-09,1.8987541033513698e-09
1908,2.923944023410943e-11,0.0,1.912554080385487e-09,1.912554080385487e-09
1909,2.923944023410943e-11,0.0,1.943585265943134e-09,1.943585265943134e-09
1910,2.923944023410943e-11,0.0,1.9805764260781368e-09,1.9805764260781368e-09
1911,7.117323793818083e-11,0.0,1.992678549944671e-09,1.992678549944671e-09
1912,7.117323793818083e-11,0.0,2.004594395239272e-09,2.004594395239272e-09
1913,5.5658251816938427e-11,0.0,4.79257423429453e-10,4.79257423429453e-10
1914,5.5658251816938427e-11,0.0,4.6440513736177383e-10,4.6440513736177383e-10
1915,5.787252026807315e-11,0.0,3.8205841268457164e-10,3.8205841268457164e-10
1916,5.787252026807315e-11,0.0,3.595798064066307e-10,3.595798064066307e-10
1917,5.787252026807315e-11,0.0,3.18641825227038e-10,3.18641825227038e-10
1918,1.593872256400175e-11,0.0,2.9068596141268443e-10,2.9068596141268443e-10
1919,1.593872256400175e-11,0.0,2.756467692988096e-10,2.756467692988096e-10
1920,1.593872256400175e-11,0.0,2.648584030667018e-10,2.648584030667018e-10
1921,1.5649676396048814e-10,0.0,2.614942924892917e-10,2.614942924892917e-10
1922,2.6131452557365265e-10,0.0,3.097968845741253e-10,3.097968845741253e-10
1923,2.6131452557365265e-10,0.0,2.741428790325224e-10,2.741428790325224e-10
1924,2.6131452557365265e-10,0.0,3.9274059599707963e-10,3.9274059599707963e-10
1925,2.843197007194677e-10,0.0,4.617561194519837e-10,4.617561194519837e-10
1926,2.843197007194677e-10,0.0,4.420618434800413e-10,4.420618434800413e-10
1927,2.843197007194677e-10,0.0,4.4113529099451144e-10,4.4113529099451144e-10
1928,1.665711457654595e-10,0.0,3.7960995259909783e-10,3.7960995259909783e-10
1929,4.581466158829325e-11,0.0,4.0716475231088774e-10,4.0716475231088774e-10
1930,4.581466158829325e-11,0.0,4.09838700675204e-10,4.09838700675204e-10
1931,4.581466158829325e-11,0.0,3.420085464833633e-10,3.420085464833633e-10
1932,2.2809486442478187e-11,0.0,3.4392276130176414e-10,3.4392276130176414e-10
1933,2.2809486442478187e-11,0.0,3.209997981709226e-10,3.209997981709226e-10
1934,2.2809486442478187e-11,0.0,2.755230408903385e-10,2.755230408903385e-10
1935,4.444466620131696e-11,0.0,2.5271355444786027e-10,2.5271355444786027e-10
1936,4.444466620131696e-11,0.0,2.6060589202498667e-10,2.6060589202498667e-10
1937,4.444466620131696e-11,0.0,2.558209160381202e-10,2.558209160381202e-10
1938,3.0462552758070416e-09,0.0,1.771218846194752e-10,1.771218846194752e-10
1939,3.0462552758070416e-09,0.0,1.559801970125412e-10,1.559801970125412e-10
1940,3.0462552758070416e-09,0.0,1.8177345937976852e-10,1.8177345937976852e-10
1941,3.101412416566569e-09,0.0,2.9208774089882286e-10,2.9208774089882286e-10
1942,3.0818757962292054e-09,0.0,3.668118804732247e-10,3.668118804732247e-10
1943,3.0818757962292054e-09,0.0,4.5468875291871617e-10,4.5468875291871617e-10
1944,3.0818757962292054e-09,0.0,4.891603015501542e-10,4.891603015501542e-10
1945,8.006518662348076e-11,0.0,5.454685611924351e-10,5.454685611924351e-10
1946,8.006518662348076e-11,0.0,5.453248229964863e-10,5.453248229964863e-10
1947,8.006518662348076e-11,0.0,5.526455126858565e-10,5.526455126858565e-10
1948,2.490804586395358e-11,0.0,4.5943123115423287e-10,4.5943123115423287e-10
1949,0.0,0.0,4.0171325393118755e-10,4.0171325393118755e-10
1950,0.0,1.6919975341446657e-11,2.639266027948395e-10,2.639266027948395e-10
1951,0.0,1.6919975341446657e-11,2.8975813018813513e-10,2.8975813018813513e-10
1952,1.5683949377327215e-10,3.260392452051976e-11,3.118696174324904e-10,3.118696174324904e-10
1953,1.5683949377327215e-10,3.260392452051976e-11,3.2498225142697987e-10,3.2498225142697987e-10
1954,1.5683949377327215e-10,3.260392452051976e-11,3.64448082823543e-10,3.64448082823543e-10
1955,1.7133374580202698e-10,3.260392452051976e-11,4.922906011411194e-10,4.922906011411194e-10
1956,1.7133374580202698e-10,3.260392452051976e-11,5.695604781459046e-10,5.695604781459046e-10
1957,1.7133374580202698e-10,2.842767489662025e-11,6.121828797857529e-10,6.121828797857529e-10
1958,1.7133374580202698e-10,2.842767489662025e-11,6.008482322794606e-10,6.008482322794606e-10
1959,1.4494252028754824e-11,1.2743725717547149e-11,5.563103033789929e-10,5.563103033789929e-10
1960,1.4494252028754824e-11,1.2743725717547149e-11,5.147290788043435e-10,5.147290788043435e-10
1961,2.5749820926306607e-11,1.2743725717547149e-11,4.871715709413899e-10,4.871715709413899e-10
1962,5.2062593323766644e-11,1.2743725717547149e-11,4.748518859866633e-10,4.748518859866633e-10
1963,8.177416382926239e-11,1.2743725717547149e-11,4.300951281629598e-10,4.300951281629598e-10
1964,8.177416382926239e-11,8.99331006490708e-12,3.896060160998463e-10,3.896060160998463e-10
1965,1.6992498380608012e-10,8.99331006490708e-12,3.3582533381133166e-10,3.3582533381133166e-10
1966,1.7871805523579047e-10,8.99331006490708e-12,3.019435158251633e-10,3.019435158251633e-10
1967,2.848542027256151e-10,8.99331006490708e-12,3.6921458350975504e-10,3.6921458350975504e-10
1968,2.9131171681256214e-10,8.99331006490708e-12,3.4190539090404673e-10,3.4190539090404673e-10
1969,2.953891218928005e-10,2.6947081470980142e-11,2.6314386978944423e-10,2.6314386978944423e-10
1970,3.7091165852995035e-10,4.448609932808775e-11,2.4870262397122135e-10,2.4870262397122135e-10
1971,4.067152606764982e-10,3.549278926318067e-11,2.574838854035073e-10,2.574838854035073e-10
1972,6.489913646173002e-10,5.288367957830989e-11,2.572446125162894e-10,2.572446125162894e-10
1973,8.960752953138648e-10,5.288367957830989e-11,3.0676919536367006e-10,3.0676919536367006e-10
1974,1.099544251283367e-09,5.288367957830989e-11,2.8350242986530105e-10,2.8350242986530105e-10
1975,1.4305396906737806e-09,5.288367957830989e-11,8.010163841744498e-10,8.010163841744498e-10
1976,1.674966788283478e-09,5.100277045937724e-11,7.712643658651177e-10,7.712643658651177e-10
1977,1.8346042344027528e-09,3.3463752602269636e-11,8.325032607725547e-10,8.325032607725547e-10
1978,2.2394367630137626e-09,4.1623681188271025e-11,8.611881168502882e-10,8.611881168502882e-10
1979,2.29101179297483e-09,2.42327908731418e-11,8.681803292149531e-10,8.681803292149531e-10
1980,2.7796334123308952e-09,3.2069618290307493e-11,8.578398824621303e-10,8.578398824621303e-10
1981,2.7218116649407875e-09,3.2069618290307493e-11,1.395413958985411e-09,1.395413958985411e-09
1982,2.6102709834877456e-09,3.948111331911594e-11,9.491248580723826e-10,9.491248580723826e-10
1983,3.6904229830777726e-09,2.3408251031975524e-11,9.694305992878428e-10,9.694305992878428e-10
1984,4.9471242657972425e-09,2.3408251031975524e-11,9.025160420593283e-10,9.025160420593283e-10
1985,1.0749494754642391e-08,1.5248322445974136e-11,9.086515072111365e-10,9.086515072111365e-10
1986,1.8761387396030012e-08,1.5248322445974136e-11,9.326282920544112e-10,9.326282920544112e-10
1987,2.5379790428000807e-08,7.411495028808446e-12,9.670062964658603e-10,9.670062964658603e-10
1988,3.880367896843698e-08,7.411495028808446e-12,4.197034743556673e-10,4.197034743556673e-10
1989,4.942259414418361e-08,1.3304023557417617e-11,4.105896773370128e-10,4.105896773370128e-10
1990,5.8105898378560794e-08,1.3304023557417617e-11,3.7948956675494724e-10,3.7948956675494724e-10
1991,6.68652303050164e-08,3.958109732828317e-11,4.420569505685685e-10,4.420569505685685e-10
1992,7.370320785428572e-08,5.2305789659851904e-11,4.83366707770827e-10,4.83366707770827e-10
1993,8.193446124745865e-08,5.2305789659851904e-11,5.573926518755355e-10,5.573926518755355e-10
1994,9.449714915327994e-08,5.880891953968792e-11,5.423586817749587e-10,5.423586817749587e-10
1995,1.0070461696289255e-07,5.880891953968792e-11,6.33811431909643e-10,6.33811431909643e-10
1996,1.1338665067179526e-07,4.55048959822703e-11,6.485178822528732e-10,6.485178822528732e-10
1997,1.249576229156446e-07,6.27624683375532e-11,7.27243348874751e-10,7.27243348874751e-10
1998,1.3894920312753e-07,4.2263182041337084e-11,7.854960610525247e-10,7.854960610525247e-10
1999,1.4166612974772112e-07,6.750119808345595e-11,7.459601468275321e-10,7.459601468275321e-10
2000,1.3831283090277274e-07,7.269362740726569e-11,6.495364623144389e-10,6.495364623144389e-10
2001,1.319869389655131e-07,7.633195761977011e-11,6.670692430971975e-10,6.670692430971975e-10
2002,1.3358875199693492e-07,9.243761906712372e-11,6.060620755254931e-10,6.060620755254931e-10
2003,1.2430256849224213e-07,1.1822830611344211e-10,6.35326777298495e-10,6.35326777298495e-10
2004,1.167082268287751e-07,1.2620346434566443e-10,6.896362231278985e-10,6.896362231278985e-10
