ngram,Citigroup,Citigroup
1693,0.0,0.0
1694,0.0,0.0
1695,0.0,0.0
1696,0.0,0.0
1697,0.0,0.0
1698,0.0,0.0
1699,0.0,0.0
1700,0.0,0.0
1701,0.0,0.0
1702,0.0,0.0
1703,0.0,0.0
1704,0.0,0.0
1705,0.0,0.0
1706,0.0,0.0
1707,0.0,0.0
1708,0.0,0.0
1709,0.0,0.0
1710,0.0,0.0
1711,0.0,0.0
1712,0.0,0.0
1713,0.0,0.0
1714,0.0,0.0
1715,0.0,0.0
1716,0.0,0.0
1717,0.0,0.0
1718,0.0,0.0
1719,0.0,0.0
1720,0.0,0.0
1721,0.0,0.0
1722,0.0,0.0
1723,0.0,0.0
1724,0.0,0.0
1725,0.0,0.0
1726,0.0,0.0
1727,0.0,0.0
1728,0.0,0.0
1729,0.0,0.0
1730,0.0,0.0
1731,0.0,0.0
1732,0.0,0.0
1733,0.0,0.0
1734,0.0,0.0
1735,0.0,0.0
1736,0.0,0.0
1737,0.0,0.0
1738,0.0,0.0
1739,0.0,0.0
1740,0.0,0.0
1741,0.0,0.0
1742,0.0,0.0
1743,0.0,0.0
1744,0.0,0.0
1745,0.0,0.0
1746,0.0,0.0
1747,0.0,0.0
1748,0.0,0.0
1749,0.0,0.0
1750,0.0,0.0
1751,0.0,0.0
1752,0.0,0.0
1753,0.0,0.0
1754,0.0,0.0
1755,0.0,0.0
1756,0.0,0.0
1757,0.0,0.0
1758,0.0,0.0
1759,0.0,0.0
1760,0.0,0.0
1761,0.0,0.0
1762,0.0,0.0
1763,0.0,0.0
1764,0.0,0.0
1765,0.0,0.0
1766,0.0,0.0
1767,0.0,0.0
1768,0.0,0.0
1769,0.0,0.0
1770,0.0,0.0
1771,0.0,0.0
1772,0.0,0.0
1773,0.0,0.0
1774,0.0,0.0
1775,0.0,0.0
1776,0.0,0.0
1777,0.0,0.0
1778,0.0,0.0
1779,0.0,0.0
1780,0.0,0.0
1781,0.0,0.0
1782,0.0,0.0
1783,0.0,0.0
1784,0.0,0.0
1785,0.0,0.0
1786,0.0,0.0
1787,0.0,0.0
1788,0.0,0.0
1789,0.0,0.0
1790,0.0,0.0
1791,0.0,0.0
1792,0.0,0.0
1793,0.0,0.0
1794,0.0,0.0
1795,0.0,0.0
1796,0.0,0.0
1797,0.0,0.0
1798,0.0,0.0
1799,0.0,0.0
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,0.0
1818,0.0,0.0
1819,0.0,0.0
1820,0.0,0.0
1821,0.0,0.0
1822,0.0,0.0
1823,0.0,0.0
1824,0.0,0.0
1825,0.0,0.0
1826,0.0,0.0
1827,0.0,0.0
1828,0.0,0.0
1829,0.0,0.0
1830,0.0,0.0
1831,0.0,0.0
1832,0.0,0.0
1833,0.0,0.0
1834,0.0,0.0
1835,0.0,0.0
1836,0.0,0.0
1837,0.0,0.0
1838,0.0,0.0
1839,0.0,0.0
1840,0.0,0.0
1841,0.0,0.0
1842,0.0,0.0
1843,0.0,0.0
1844,2.0702685280379487e-09,2.0702685280379487e-09
1845,2.0702685280379487e-09,2.0702685280379487e-09
1846,2.0702685280379487e-09,2.0702685280379487e-09
1847,2.0702685280379487e-09,2.0702685280379487e-09
1848,2.0702685280379487e-09,2.0702685280379487e-09
1849,2.0702685280379487e-09,2.0702685280379487e-09
1850,2.0702685280379487e-09,2.0702685280379487e-09
1851,0.0,0.0
1852,0.0,0.0
1853,0.0,0.0
1854,0.0,0.0
1855,0.0,0.0
1856,0.0,0.0
1857,0.0,0.0
1858,0.0,0.0
1859,0.0,0.0
1860,0.0,0.0
1861,0.0,0.0
1862,0.0,0.0
1863,0.0,0.0
1864,0.0,0.0
1865,0.0,0.0
1866,0.0,0.0
1867,0.0,0.0
1868,0.0,0.0
1869,0.0,0.0
1870,0.0,0.0
1871,8.115212470270551e-11,8.115212470270551e-11
1872,8.115212470270551e-11,8.115212470270551e-11
1873,8.115212470270551e-11,8.115212470270551e-11
1874,8.115212470270551e-11,8.115212470270551e-11
1875,8.115212470270551e-11,8.115212470270551e-11
1876,8.115212470270551e-11,8.115212470270551e-11
1877,8.115212470270551e-11,8.115212470270551e-11
1878,8.708486630228305e-10,8.708486630228305e-10
1879,8.708486630228305e-10,8.708486630228305e-10
1880,8.708486630228305e-10,8.708486630228305e-10
1881,8.708486630228305e-10,8.708486630228305e-10
1882,8.708486630228305e-10,8.708486630228305e-10
1883,9.350939189634033e-10,9.350939189634033e-10
1884,9.350939189634033e-10,9.350939189634033e-10
1885,6.424525594057279e-11,6.424525594057279e-11
1886,6.424525594057279e-11,6.424525594057279e-11
1887,6.424525594057279e-11,6.424525594057279e-11
1888,6.424525594057279e-11,6.424525594057279e-11
1889,6.424525594057279e-11,6.424525594057279e-11
1890,0.0,0.0
1891,0.0,0.0
1892,0.0,0.0
1893,4.6123347205043583e-11,4.6123347205043583e-11
1894,4.6123347205043583e-11,4.6123347205043583e-11
1895,4.6123347205043583e-11,4.6123347205043583e-11
1896,4.6123347205043583e-11,4.6123347205043583e-11
1897,6.59156273214683e-10,6.59156273214683e-10
1898,6.59156273214683e-10,6.59156273214683e-10
1899,6.59156273214683e-10,6.59156273214683e-10
1900,6.491741350827291e-10,6.491741350827291e-10
1901,6.491741350827291e-10,6.491741350827291e-10
1902,6.491741350827291e-10,6.491741350827291e-10
1903,6.491741350827291e-10,6.491741350827291e-10
1904,3.6141209073089644e-11,3.6141209073089644e-11
1905,3.6141209073089644e-11,3.6141209073089644e-11
1906,3.6141209073089644e-11,3.6141209073089644e-11
1907,0.0,0.0
1908,0.0,0.0
1909,0.0,0.0
1910,0.0,0.0
1911,0.0,0.0
1912,0.0,0.0
1913,0.0,0.0
1914,0.0,0.0
1915,0.0,0.0
1916,6.020745013657347e-11,6.020745013657347e-11
1917,6.020745013657347e-11,6.020745013657347e-11
1918,6.020745013657347e-11,6.020745013657347e-11
1919,1.1703043692864616e-10,1.1703043692864616e-10
1920,1.1703043692864616e-10,1.1703043692864616e-10
1921,1.1703043692864616e-10,1.1703043692864616e-10
1922,1.1703043692864616e-10,1.1703043692864616e-10
1923,2.0414365039681367e-10,2.0414365039681367e-10
1924,3.99515892590685e-10,3.99515892590685e-10
1925,3.99515892590685e-10,3.99515892590685e-10
1926,3.426929057986123e-10,3.426929057986123e-10
1927,3.426929057986123e-10,3.426929057986123e-10
1928,3.426929057986123e-10,3.426929057986123e-10
1929,3.426929057986123e-10,3.426929057986123e-10
1930,1.9537224219387132e-10,1.9537224219387132e-10
1931,2.6233009812034627e-11,2.6233009812034627e-11
1932,2.6233009812034627e-11,2.6233009812034627e-11
1933,9.57344858149816e-11,9.57344858149816e-11
1934,9.57344858149816e-11,9.57344858149816e-11
1935,9.57344858149816e-11,9.57344858149816e-11
1936,9.57344858149816e-11,9.57344858149816e-11
1937,9.57344858149816e-11,9.57344858149816e-11
1938,4.3095454562079386e-08,4.3095454562079386e-08
1939,4.3095454562079386e-08,4.3095454562079386e-08
1940,4.3154919399895116e-08,4.3154919399895116e-08
1941,4.3154919399895116e-08,4.3154919399895116e-08
1942,4.3154919399895116e-08,4.3154919399895116e-08
1943,4.3154919399895116e-08,4.3154919399895116e-08
1944,4.3154919399895116e-08,4.3154919399895116e-08
1945,1.289663138186776e-10,1.289663138186776e-10
1946,1.039112050373246e-09,1.039112050373246e-09
1947,1.0757155008026383e-09,1.0757155008026383e-09
1948,1.2467155086071102e-09,1.2467155086071102e-09
1949,1.2467155086071102e-09,1.2467155086071102e-09
1950,1.263635483948557e-09,1.263635483948557e-09
1951,1.3132827781608164e-09,1.3132827781608164e-09
1952,1.3132827781608164e-09,1.3132827781608164e-09
1953,4.1882627822247594e-10,4.1882627822247594e-10
1954,2.53256513974406e-10,2.53256513974406e-10
1955,8.225650616993413e-11,8.225650616993413e-11
1956,8.225650616993413e-11,8.225650616993413e-11
1957,7.808025654603462e-11,7.808025654603462e-11
1958,3.259781571658087e-10,3.259781571658087e-10
1959,4.6150542911048223e-10,4.6150542911048223e-10
1960,4.669919143845164e-10,4.669919143845164e-10
1961,6.47081016745345e-10,6.47081016745345e-10
1962,6.980897972781135e-10,6.980897972781135e-10
1963,8.070322158564608e-10,8.070322158564608e-10
1964,8.032818002038208e-10,8.032818002038208e-10
1965,5.057366053717871e-10,5.057366053717871e-10
1966,6.427945576608402e-10,6.427945576608402e-10
1967,6.481528726430343e-10,6.481528726430343e-10
1968,5.831988067076363e-10,5.831988067076363e-10
1969,6.399126506462238e-10,6.399126506462238e-10
1970,6.449738481390759e-10,6.449738481390759e-10
1971,6.359805380741688e-10,6.359805380741688e-10
1972,6.620668735468627e-10,6.620668735468627e-10
1973,5.132931024665055e-10,5.132931024665055e-10
1974,5.437915871566088e-10,5.437915871566088e-10
1975,5.421895511924037e-10,5.421895511924037e-10
1976,8.925434875311262e-10,8.925434875311262e-10
1977,8.427511585410283e-10,8.427511585410283e-10
1978,1.1283486724332293e-09,1.1283486724332293e-09
1979,1.5249027992706284e-09,1.5249027992706284e-09
1980,1.5029701055142247e-09,1.5029701055142247e-09
1981,2.30047504062065e-09,2.30047504062065e-09
1982,2.713158190178636e-09,2.713158190178636e-09
1983,3.506105041216147e-09,3.506105041216147e-09
1984,3.559503247707596e-09,3.559503247707596e-09
1985,4.272208063506509e-09,4.272208063506509e-09
1986,4.796039644792773e-09,4.796039644792773e-09
1987,4.988409447419835e-09,4.988409447419835e-09
1988,4.660659144331955e-09,4.660659144331955e-09
1989,4.693211961916331e-09,4.693211961916331e-09
1990,4.194481761921054e-09,4.194481761921054e-09
1991,3.981369224779842e-08,3.981369224779842e-08
1992,4.0024235640042805e-08,4.0024235640042805e-08
1993,3.9573748278343146e-08,3.9573748278343146e-08
1994,4.123043868225247e-08,4.123043868225247e-08
1995,7.08572987268801e-08,7.08572987268801e-08
1996,1.2099213221792938e-07,1.2099213221792938e-07
1997,1.7693096622726857e-07,1.7693096622726857e-07
1998,2.502498856709374e-07,2.502498856709374e-07
1999,3.682168324850973e-07,3.682168324850973e-07
2000,4.912383569128613e-07,4.912383569128613e-07
2001,6.2192757306028e-07,6.2192757306028e-07
2002,7.454863586125222e-07,7.454863586125222e-07
2003,8.543339455562611e-07,8.543339455562611e-07
2004,9.211620814702266e-07,9.211620814702266e-07
2005,9.204316191763999e-07,9.204316191763999e-07
2006,9.264461969645968e-07,9.264461969645968e-07
2007,9.489101070617576e-07,9.489101070617576e-07
2008,9.353404055088634e-07,9.353404055088634e-07
2009,8.432441558982516e-07,8.432441558982516e-07
2010,7.306599546349649e-07,7.306599546349649e-07
2011,6.584809609323981e-07,6.584809609323981e-07
2012,6.042003803941043e-07,6.042003803941043e-07
2013,5.269444695191591e-07,5.269444695191591e-07
2014,4.1353001124986933e-07,4.1353001124986933e-07
2015,3.2354080303775845e-07,3.2354080303775845e-07
2016,2.976730887179916e-07,2.976730887179916e-07
2017,2.925021173420343e-07,2.925021173420343e-07
2018,2.791261636048148e-07,2.791261636048148e-07
2019,2.543294854717715e-07,2.543294854717715e-07
