ngram,Maybank,Mybank
1689,0.0,0.0
1690,0.0,0.0
1691,0.0,0.0
1692,0.0,0.0
1693,0.0,0.0
1694,0.0,0.0
1695,0.0,0.0
1696,0.0,0.0
1697,0.0,0.0
1698,0.0,0.0
1699,0.0,0.0
1700,0.0,0.0
1701,0.0,0.0
1702,0.0,0.0
1703,0.0,0.0
1704,0.0,0.0
1705,0.0,0.0
1706,0.0,0.0
1707,0.0,0.0
1708,0.0,0.0
1709,0.0,0.0
1710,0.0,0.0
1711,0.0,0.0
1712,0.0,0.0
1713,0.0,0.0
1714,9.571610551769742e-09,0.0
1715,9.571610551769742e-09,0.0
1716,9.571610551769742e-09,0.0
1717,9.571610551769742e-09,0.0
1718,9.571610551769742e-09,0.0
1719,9.571610551769742e-09,0.0
1720,1.8632738780459997e-08,0.0
1721,9.061128228690255e-09,0.0
1722,9.061128228690255e-09,0.0
1723,9.061128228690255e-09,0.0
1724,9.061128228690255e-09,0.0
1725,2.3767034308873136e-08,0.0
1726,2.3767034308873136e-08,0.0
1727,1.4705906080182883e-08,0.0
1728,1.4705906080182883e-08,0.0
1729,1.4705906080182883e-08,0.0
1730,1.4705906080182883e-08,0.0
1731,2.1672645646374023e-08,0.0
1732,6.966739566191141e-09,0.0
1733,6.966739566191141e-09,0.0
1734,6.966739566191141e-09,0.0
1735,6.966739566191141e-09,0.0
1736,6.966739566191141e-09,0.0
1737,6.966739566191141e-09,0.0
1738,5.491816271582398e-09,0.0
1739,5.491816271582398e-09,0.0
1740,5.491816271582398e-09,0.0
1741,5.491816271582398e-09,0.0
1742,5.491816271582398e-09,0.0
1743,5.491816271582398e-09,0.0
1744,5.491816271582398e-09,0.0
1745,0.0,0.0
1746,0.0,0.0
1747,0.0,0.0
1748,0.0,0.0
1749,0.0,0.0
1750,3.298731446729367e-09,0.0
1751,3.298731446729367e-09,0.0
1752,3.298731446729367e-09,0.0
1753,3.298731446729367e-09,0.0
1754,3.298731446729367e-09,0.0
1755,3.298731446729367e-09,0.0
1756,3.298731446729367e-09,0.0
1757,0.0,0.0
1758,0.0,0.0
1759,6.9575898058766535e-09,0.0
1760,6.9575898058766535e-09,0.0
1761,3.4713264897488575e-08,0.0
1762,3.4713264897488575e-08,0.0
1763,3.755193946273851e-08,0.0
1764,3.755193946273851e-08,0.0
1765,3.755193946273851e-08,0.0
1766,3.059434965686185e-08,0.0
1767,3.059434965686185e-08,0.0
1768,5.520887112554971e-09,0.0
1769,5.520887112554971e-09,0.0
1770,2.682212547305036e-09,0.0
1771,2.682212547305036e-09,0.0
1772,2.682212547305036e-09,0.0
1773,2.682212547305036e-09,0.0
1774,2.682212547305036e-09,0.0
1775,0.0,0.0
1776,0.0,0.0
1777,0.0,0.0
1778,0.0,0.0
1779,0.0,0.0
1780,0.0,0.0
1781,0.0,0.0
1782,0.0,0.0
1783,1.739679232416945e-08,0.0
1784,1.739679232416945e-08,0.0
1785,1.739679232416945e-08,0.0
1786,2.9479715887451417e-07,0.0
1787,2.986645836041849e-07,0.0
1788,2.986645836041849e-07,0.0
1789,3.0099135323829227e-07,0.0
1790,2.8469940931736506e-07,0.0
1791,2.8795730815695766e-07,0.0
1792,2.8795730815695766e-07,0.0
1793,1.0556941606612976e-08,0.0
1794,7.687502444144099e-09,0.0
1795,7.687502444144099e-09,0.0
1796,7.257056035468525e-09,0.0
1797,8.986826013516032e-09,0.0
1798,5.728927173923434e-09,0.0
1799,6.329696766727011e-09,0.0
1800,1.0446335732946669e-08,0.0
1801,1.4091755064425473e-08,0.0
1802,1.756476944844313e-08,0.0
1803,1.566844622301135e-08,0.0
1804,1.3749060493292324e-08,0.0
1805,1.426841549674001e-08,0.0
1806,1.4443296178104755e-08,0.0
1807,1.0326657211885098e-08,0.0
1808,5.683252313204434e-09,0.0
1809,2.57208755881168e-09,0.0
1810,3.879713439403076e-09,0.0
1811,2.9644807878323067e-09,0.0
1812,2.68383404389283e-09,0.0
1813,2.4901219499083383e-09,0.0
1814,3.32595449594107e-09,0.0
1815,4.677939432643338e-09,0.0
1816,1.040161680597253e-08,0.0
1817,1.0978814143517264e-08,0.0
1818,1.133688387611187e-08,0.0
1819,1.2450852571177506e-08,0.0
1820,1.2900692926619075e-08,0.0
1821,1.6949921878760066e-08,0.0
1822,1.6720857111605725e-08,0.0
1823,1.3304122787565526e-08,0.0
1824,1.2760499736229138e-08,0.0
1825,1.3541981187208713e-08,0.0
1826,1.4440770801371627e-08,0.0
1827,1.4140986540464188e-08,0.0
1828,1.0910864719651921e-08,0.0
1829,1.210699565997889e-08,0.0
1830,9.628812065136977e-09,0.0
1831,8.659190539209557e-09,0.0
1832,8.371133976479785e-09,0.0
1833,6.449580457003532e-09,0.0
1834,8.956933766108527e-09,0.0
1835,8.47496171653615e-09,0.0
1836,1.1485254176284748e-08,0.0
1837,1.2611149077404856e-08,0.0
1838,1.3537108132867713e-08,0.0
1839,1.3822335086034952e-08,0.0
1840,1.417269571543248e-08,0.0
1841,1.6391601917068296e-08,0.0
1842,1.9901423049211482e-08,0.0
1843,1.6670464437445228e-08,0.0
1844,1.7290663313827637e-08,0.0
1845,1.7728333531355896e-08,0.0
1846,1.7374257968835342e-08,0.0
1847,1.7542460817310257e-08,0.0
1848,1.2631083797945815e-08,0.0
1849,8.270732257794781e-09,0.0
1850,7.501504782427202e-09,0.0
1851,5.889802074625956e-09,0.0
1852,4.710771423737421e-09,0.0
1853,5.18286826155036e-09,0.0
1854,6.606975379495696e-09,0.0
1855,7.21513709096249e-09,0.0
1856,9.82492931456136e-09,0.0
1857,1.1239422725850545e-08,0.0
1858,1.3218563196407525e-08,0.0
1859,1.3088891653063278e-08,0.0
1860,1.2566091310363601e-08,0.0
1861,1.1536214681941357e-08,0.0
1862,1.077120408738657e-08,0.0
1863,8.98468382232969e-09,0.0
1864,7.088745114712327e-09,0.0
1865,5.492229306268217e-09,0.0
1866,5.419640545868885e-09,0.0
1867,5.119822597622812e-09,0.0
1868,4.190797455093178e-09,0.0
1869,4.592487311074121e-09,0.0
1870,3.784669815638202e-09,0.0
1871,4.316543725632219e-09,0.0
1872,5.574601003033308e-09,0.0
1873,6.8980603768713826e-09,0.0
1874,7.737638688506569e-09,0.0
1875,8.306487497833359e-09,0.0
1876,8.93305315433476e-09,0.0
1877,1.0482551778981782e-08,0.0
1878,1.0010099669800963e-08,0.0
1879,8.288814269872904e-09,0.0
1880,7.992678582472275e-09,0.0
1881,7.3207219968602595e-09,0.0
1882,7.993851041427596e-09,0.0
1883,7.539246496942757e-09,0.0
1884,7.451999715714562e-09,0.0
1885,8.054076136180096e-09,0.0
1886,8.361451784923344e-09,0.0
1887,7.89213209070486e-09,0.0
1888,9.749644583731002e-09,0.0
1889,9.424016931904231e-09,0.0
1890,1.0914020036929223e-08,0.0
1891,1.1111070539828103e-08,0.0
1892,1.1759132080767034e-08,0.0
1893,1.3467403827048332e-08,0.0
1894,1.3947264549634447e-08,0.0
1895,1.3014332722605104e-08,0.0
1896,1.2733941520285238e-08,0.0
1897,1.113479029614593e-08,0.0
1898,1.063476424383631e-08,0.0
1899,1.1227792092885887e-08,0.0
1900,1.0792879034937641e-08,0.0
1901,1.2382880815969039e-08,0.0
1902,1.3665135245588544e-08,0.0
1903,1.5712053562972576e-08,0.0
1904,1.7013631519497656e-08,0.0
1905,1.8230405122007402e-08,0.0
1906,1.776080818923934e-08,0.0
1907,1.8587358699814364e-08,0.0
1908,1.8281843848301704e-08,0.0
1909,1.7873157937791414e-08,0.0
1910,1.7590055126756203e-08,0.0
1911,1.9515502610748366e-08,0.0
1912,2.1428489459042665e-08,0.0
1913,2.869879648211996e-08,0.0
1914,2.965738791057707e-08,0.0
1915,3.311752726022275e-08,0.0
1916,3.481373843174294e-08,1.5051862534143368e-11
1917,3.661121437760682e-08,2.9017596857107618e-11
1918,3.562140956806356e-08,4.339783592012734e-11
1919,3.467376963328661e-08,4.339783592012734e-11
1920,2.802296655041963e-08,4.339783592012734e-11
1921,3.267750641506544e-08,7.150944419942462e-11
1922,3.228910700719163e-08,7.150944419942462e-11
1923,3.1337841274340205e-08,5.6457581665281253e-11
1924,3.0636667552081624e-08,4.2491847342317006e-11
1925,3.071963026814371e-08,2.8111608279297277e-11
1926,3.008909591325651e-08,2.8111608279297277e-11
1927,3.105441339000338e-08,2.8111608279297277e-11
1928,2.808140158500854e-08,0.0
1929,2.6682550010751323e-08,0.0
1930,2.8168365671734008e-08,0.0
1931,2.9395345078699264e-08,0.0
1932,3.37864697489262e-08,0.0
1933,3.961073780089919e-08,0.0
1934,4.63949863923777e-08,0.0
1935,5.5481034877402635e-08,0.0
1936,7.654992018046869e-08,0.0
1937,9.12666280328267e-08,0.0
1938,1.2455735693655307e-07,0.0
1939,1.9769795045476712e-07,0.0
1940,3.2013842294580694e-07,0.0
1941,4.74270607802347e-07,0.0
1942,6.11956374590201e-07,0.0
1943,7.629275700082871e-07,0.0
1944,9.72110760650529e-07,0.0
1945,1.1637274610620807e-06,0.0
1946,1.3029784245840607e-06,0.0
1947,1.4039261973916188e-06,3.3113952056597535e-11
1948,1.4807843464430853e-06,3.3113952056597535e-11
1949,1.497659939429598e-06,3.3113952056597535e-11
1950,1.4518929073606808e-06,3.3113952056597535e-11
1951,1.3602915893378459e-06,3.3113952056597535e-11
1952,1.1909972548502473e-06,3.3113952056597535e-11
1953,9.83214706349957e-07,4.880318867282542e-11
1954,7.587920549667615e-07,1.5689236616227883e-11
1955,5.233989708943097e-07,1.5689236616227883e-11
1956,3.6193450471598355e-07,1.5689236616227883e-11
1957,2.401819319938373e-07,1.5689236616227883e-11
1958,1.1091945901447226e-07,1.5689236616227883e-11
1959,5.757680453046175e-08,1.5689236616227883e-11
1960,5.296168989080538e-08,1.0587860945131057e-11
1961,5.2157804170909524e-08,2.1843429842682838e-11
1962,5.187880855065227e-08,4.224694205579027e-11
1963,4.9326282233356067e-08,6.205465506527373e-11
1964,4.517813729470228e-08,8.004127519508789e-11
1965,4.3225546063143024e-08,8.004127519508789e-11
1966,4.009507671907743e-08,9.76274180545086e-11
1967,3.7284936535034574e-08,1.4010763085428986e-10
1968,3.6086667114838226e-08,1.4656514494123688e-10
1969,3.78477386574007e-08,1.5309228884596848e-10
1970,3.763474839705136e-08,1.5082359369359263e-10
1971,3.985915927476721e-08,1.775914752556927e-10
1972,4.1320728933718394e-08,1.862869204132573e-10
1973,4.427555972646198e-08,1.8520897117544977e-10
1974,6.044060794709236e-08,1.4843590344965866e-10
1975,6.362191078730056e-08,1.307228204651599e-10
1976,7.24398237902538e-08,1.2790145827366673e-10
1977,8.441750562074698e-08,1.1838885130169682e-10
1978,8.79734345054268e-08,8.995420678178538e-11
1979,8.694423365389931e-08,8.125876162422076e-11
1980,8.643481308467926e-08,6.475056800260757e-11
1981,7.331019651652631e-08,4.845556198348636e-11
1982,6.973247021083548e-08,4.845556198348636e-11
1983,5.7382679179746835e-08,2.4346268057140463e-11
1984,4.897253903988842e-08,1.631985717200278e-11
1985,4.370818170887755e-08,0.0
1986,4.2848684854236904e-08,6.908555077218231e-12
1987,4.5114209764765944e-08,6.908555077218231e-12
1988,4.340996336996536e-08,6.908555077218231e-12
1989,4.310527909215775e-08,2.0212578634635848e-11
1990,4.4833199755852804e-08,3.35275031943765e-11
1991,4.616070167376815e-08,3.35275031943765e-11
1992,4.8755279432758214e-08,3.35275031943765e-11
1993,5.049775759451742e-08,2.6618948117158273e-11
1994,5.034381648069289e-08,2.6618948117158273e-11
1995,5.426667369436343e-08,3.300607951633212e-11
1996,5.871042014453971e-08,1.97020559589145e-11
1997,6.002195464459095e-08,2.364470375445674e-11
1998,6.038436798202643e-08,3.520027870375562e-11
1999,5.909275253251118e-08,4.0623522898749644e-11
2000,5.782882591834745e-08,4.0623522898749644e-11
2001,5.4231772342713414e-08,1.3189666273854302e-10
2002,5.735461984711167e-08,1.684579618656455e-10
2003,5.36557967580263e-08,2.1488119616996926e-10
2004,5.2530488403590425e-08,3.540665459235624e-10
2005,4.838699650479482e-08,3.82259718918159e-10
2006,4.6879911508312944e-08,4.694747765146953e-10
2007,4.6907482089052014e-08,4.802090986759972e-10
2008,4.568094042716504e-08,3.9422703841464543e-10
2009,3.777679350288768e-08,3.5542728705642967e-10
2010,3.560968079138352e-08,3.0900405275210586e-10
2011,3.5138825944207904e-08,2.1291229122017656e-10
2012,3.5552588175034675e-08,1.731635432762811e-10
2013,3.633580217662516e-08,9.657830909012447e-11
2014,3.366728102654244e-08,1.9495473910819642e-10
2015,3.581780231140133e-08,2.8198507194939927e-10
2016,3.520297069720917e-08,2.966118501606425e-10
2017,3.6738107963193066e-08,3.460471585207496e-10
2018,3.618901196489333e-08,3.3076496541717406e-10
2019,3.4321595787645265e-08,4.1345620677146755e-10
