ngram,Inpex,Inpe,Inpex,Inpe
1640,0.0,0.0,0.0,0.0
1641,0.0,0.0,0.0,0.0
1642,0.0,0.0,0.0,0.0
1643,0.0,0.0,0.0,0.0
1644,0.0,0.0,0.0,0.0
1645,0.0,0.0,0.0,0.0
1646,0.0,0.0,0.0,0.0
1647,0.0,0.0,0.0,0.0
1648,0.0,0.0,0.0,0.0
1649,0.0,0.0,0.0,0.0
1650,0.0,0.0,0.0,0.0
1651,0.0,0.0,0.0,0.0
1652,0.0,0.0,0.0,0.0
1653,0.0,0.0,0.0,0.0
1654,0.0,0.0,0.0,0.0
1655,0.0,0.0,0.0,0.0
1656,0.0,0.0,0.0,0.0
1657,0.0,0.0,0.0,0.0
1658,0.0,0.0,0.0,0.0
1659,0.0,0.0,0.0,0.0
1660,0.0,0.0,0.0,0.0
1661,0.0,0.0,0.0,0.0
1662,0.0,0.0,0.0,0.0
1663,0.0,0.0,0.0,0.0
1664,0.0,0.0,0.0,0.0
1665,0.0,0.0,0.0,0.0
1666,0.0,0.0,0.0,0.0
1667,0.0,0.0,0.0,0.0
1668,0.0,0.0,0.0,0.0
1669,0.0,0.0,0.0,0.0
1670,0.0,0.0,0.0,0.0
1671,0.0,0.0,0.0,0.0
1672,0.0,0.0,0.0,0.0
1673,0.0,0.0,0.0,0.0
1674,0.0,0.0,0.0,0.0
1675,0.0,0.0,0.0,0.0
1676,0.0,0.0,0.0,0.0
1677,0.0,0.0,0.0,0.0
1678,0.0,0.0,0.0,0.0
1679,0.0,0.0,0.0,0.0
1680,0.0,0.0,0.0,0.0
1681,0.0,0.0,0.0,0.0
1682,0.0,0.0,0.0,0.0
1683,0.0,0.0,0.0,0.0
1684,0.0,0.0,0.0,0.0
1685,0.0,0.0,0.0,0.0
1686,0.0,0.0,0.0,0.0
1687,0.0,0.0,0.0,0.0
1688,0.0,0.0,0.0,0.0
1689,0.0,0.0,0.0,0.0
1690,0.0,0.0,0.0,0.0
1691,0.0,0.0,0.0,0.0
1692,0.0,0.0,0.0,0.0
1693,0.0,0.0,0.0,0.0
1694,0.0,0.0,0.0,0.0
1695,0.0,0.0,0.0,0.0
1696,0.0,0.0,0.0,0.0
1697,0.0,0.0,0.0,0.0
1698,0.0,0.0,0.0,0.0
1699,0.0,0.0,0.0,0.0
1700,0.0,0.0,0.0,0.0
1701,0.0,0.0,0.0,0.0
1702,0.0,0.0,0.0,0.0
1703,0.0,0.0,0.0,0.0
1704,0.0,0.0,0.0,0.0
1705,0.0,0.0,0.0,0.0
1706,0.0,1.1075382896511395e-08,0.0,1.1075382896511395e-08
1707,0.0,1.1075382896511395e-08,0.0,1.1075382896511395e-08
1708,0.0,1.1075382896511395e-08,0.0,1.1075382896511395e-08
1709,0.0,1.1075382896511395e-08,0.0,1.1075382896511395e-08
1710,0.0,1.1075382896511395e-08,0.0,1.1075382896511395e-08
1711,0.0,1.1075382896511395e-08,0.0,1.1075382896511395e-08
1712,0.0,1.1075382896511395e-08,0.0,1.1075382896511395e-08
1713,0.0,0.0,0.0,0.0
1714,0.0,0.0,0.0,0.0
1715,0.0,0.0,0.0,0.0
1716,0.0,0.0,0.0,0.0
1717,0.0,0.0,0.0,0.0
1718,0.0,0.0,0.0,0.0
1719,0.0,0.0,0.0,0.0
1720,0.0,0.0,0.0,0.0
1721,0.0,0.0,0.0,0.0
1722,0.0,0.0,0.0,0.0
1723,0.0,0.0,0.0,0.0
1724,0.0,0.0,0.0,0.0
1725,0.0,0.0,0.0,0.0
1726,0.0,0.0,0.0,0.0
1727,0.0,0.0,0.0,0.0
1728,0.0,0.0,0.0,0.0
1729,0.0,0.0,0.0,0.0
1730,0.0,0.0,0.0,0.0
1731,0.0,0.0,0.0,0.0
1732,0.0,0.0,0.0,0.0
1733,0.0,0.0,0.0,0.0
1734,0.0,0.0,0.0,0.0
1735,0.0,0.0,0.0,0.0
1736,0.0,0.0,0.0,0.0
1737,0.0,0.0,0.0,0.0
1738,0.0,0.0,0.0,0.0
1739,0.0,0.0,0.0,0.0
1740,0.0,0.0,0.0,0.0
1741,0.0,0.0,0.0,0.0
1742,0.0,0.0,0.0,0.0
1743,0.0,0.0,0.0,0.0
1744,0.0,0.0,0.0,0.0
1745,6.311576023725658e-09,0.0,6.311576023725658e-09,0.0
1746,6.311576023725658e-09,0.0,6.311576023725658e-09,0.0
1747,6.311576023725658e-09,0.0,6.311576023725658e-09,0.0
1748,6.311576023725658e-09,0.0,6.311576023725658e-09,0.0
1749,6.311576023725658e-09,0.0,6.311576023725658e-09,0.0
1750,6.311576023725658e-09,0.0,6.311576023725658e-09,0.0
1751,6.311576023725658e-09,0.0,6.311576023725658e-09,0.0
1752,0.0,0.0,0.0,0.0
1753,0.0,0.0,0.0,0.0
1754,0.0,0.0,0.0,0.0
1755,0.0,0.0,0.0,0.0
1756,0.0,0.0,0.0,0.0
1757,0.0,0.0,0.0,0.0
1758,0.0,0.0,0.0,0.0
1759,0.0,0.0,0.0,0.0
1760,0.0,0.0,0.0,0.0
1761,0.0,0.0,0.0,0.0
1762,0.0,0.0,0.0,0.0
1763,0.0,0.0,0.0,0.0
1764,0.0,0.0,0.0,0.0
1765,0.0,0.0,0.0,0.0
1766,0.0,0.0,0.0,0.0
1767,0.0,2.9445022927835194e-09,0.0,2.9445022927835194e-09
1768,0.0,2.9445022927835194e-09,0.0,2.9445022927835194e-09
1769,0.0,2.9445022927835194e-09,0.0,2.9445022927835194e-09
1770,0.0,2.9445022927835194e-09,0.0,2.9445022927835194e-09
1771,0.0,2.9445022927835194e-09,0.0,2.9445022927835194e-09
1772,0.0,2.9445022927835194e-09,0.0,2.9445022927835194e-09
1773,0.0,2.9445022927835194e-09,0.0,2.9445022927835194e-09
1774,0.0,0.0,0.0,0.0
1775,2.8886891608895635e-09,2.8886891608895635e-09,2.8886891608895635e-09,2.8886891608895635e-09
1776,2.8886891608895635e-09,2.8886891608895635e-09,2.8886891608895635e-09,2.8886891608895635e-09
1777,2.8886891608895635e-09,2.8886891608895635e-09,2.8886891608895635e-09,2.8886891608895635e-09
1778,2.8886891608895635e-09,2.8886891608895635e-09,2.8886891608895635e-09,2.8886891608895635e-09
1779,2.8886891608895635e-09,2.8886891608895635e-09,2.8886891608895635e-09,2.8886891608895635e-09
1780,2.8886891608895635e-09,2.8886891608895635e-09,2.8886891608895635e-09,2.8886891608895635e-09
1781,2.8886891608895635e-09,2.8886891608895635e-09,2.8886891608895635e-09,2.8886891608895635e-09
1782,0.0,0.0,0.0,0.0
1783,2.174599040521181e-09,0.0,2.174599040521181e-09,0.0
1784,2.174599040521181e-09,0.0,2.174599040521181e-09,0.0
1785,5.4108438364762284e-09,0.0,5.4108438364762284e-09,0.0
1786,5.4108438364762284e-09,0.0,5.4108438364762284e-09,0.0
1787,5.4108438364762284e-09,0.0,5.4108438364762284e-09,0.0
1788,5.4108438364762284e-09,0.0,5.4108438364762284e-09,0.0
1789,5.4108438364762284e-09,0.0,5.4108438364762284e-09,0.0
1790,3.236244795955047e-09,0.0,3.236244795955047e-09,0.0
1791,3.236244795955047e-09,0.0,3.236244795955047e-09,0.0
1792,0.0,0.0,0.0,0.0
1793,0.0,0.0,0.0,0.0
1794,0.0,0.0,0.0,0.0
1795,9.132721245919129e-10,0.0,9.132721245919129e-10,0.0
1796,9.132721245919129e-10,0.0,9.132721245919129e-10,0.0
1797,9.132721245919129e-10,5.66923650881433e-10,9.132721245919129e-10,5.66923650881433e-10
1798,9.132721245919129e-10,1.7242370071406705e-09,9.132721245919129e-10,1.7242370071406705e-09
1799,9.132721245919129e-10,1.7242370071406705e-09,9.132721245919129e-10,1.7242370071406705e-09
1800,9.132721245919129e-10,1.7242370071406705e-09,9.132721245919129e-10,1.7242370071406705e-09
1801,9.132721245919129e-10,1.7242370071406705e-09,9.132721245919129e-10,1.7242370071406705e-09
1802,0.0,1.7242370071406705e-09,0.0,1.7242370071406705e-09
1803,0.0,1.7242370071406705e-09,0.0,1.7242370071406705e-09
1804,9.152326515707695e-10,1.4623909067828273e-09,9.152326515707695e-10,1.4623909067828273e-09
1805,9.152326515707695e-10,5.647550522474327e-10,9.152326515707695e-10,5.647550522474327e-10
1806,9.152326515707695e-10,5.647550522474327e-10,9.152326515707695e-10,5.647550522474327e-10
1807,9.152326515707695e-10,5.647550522474327e-10,9.152326515707695e-10,5.647550522474327e-10
1808,9.152326515707695e-10,1.0354814307587746e-09,9.152326515707695e-10,1.0354814307587746e-09
1809,1.0961574663832202e-09,1.2164062455712254e-09,1.0961574663832202e-09,1.2164062455712254e-09
1810,1.0961574663832202e-09,1.2164062455712254e-09,1.0961574663832202e-09,1.2164062455712254e-09
1811,4.1530875563974435e-10,9.113286950476354e-10,4.1530875563974435e-10,9.113286950476354e-10
1812,4.1530875563974435e-10,8.903594528320014e-10,4.1530875563974435e-10,8.903594528320014e-10
1813,4.1530875563974435e-10,8.903594528320014e-10,4.1530875563974435e-10,8.903594528320014e-10
1814,8.332250286561102e-10,8.903594528320014e-10,8.332250286561102e-10,8.903594528320014e-10
1815,8.332250286561102e-10,4.1963307432065934e-10,8.332250286561102e-10,4.1963307432065934e-10
1816,6.523002138436595e-10,2.3870825950820876e-10,6.523002138436595e-10,2.3870825950820876e-10
1817,8.236477848961548e-10,2.3870825950820876e-10,8.236477848961548e-10,2.3870825950820876e-10
1818,5.89263844068861e-10,2.3870825950820876e-10,5.89263844068861e-10,2.3870825950820876e-10
1819,5.89263844068861e-10,1.5029744115935273e-10,5.89263844068861e-10,1.5029744115935273e-10
1820,7.366607799953937e-10,1.5029744115935273e-10,7.366607799953937e-10,1.5029744115935273e-10
1821,3.18744506979028e-10,1.5029744115935273e-10,3.18744506979028e-10,1.5029744115935273e-10
1822,4.435134085386697e-10,1.5029744115935273e-10,4.435134085386697e-10,1.5029744115935273e-10
1823,5.839761769393143e-10,1.5029744115935273e-10,5.839761769393143e-10,1.5029744115935273e-10
1824,4.126286058868191e-10,2.8441745783932705e-10,4.126286058868191e-10,2.8441745783932705e-10
1825,4.126286058868191e-10,4.110342621821417e-10,4.126286058868191e-10,4.110342621821417e-10
1826,6.496250918150029e-10,2.6073682102278894e-10,6.496250918150029e-10,2.6073682102278894e-10
1827,6.06798762030942e-10,2.6073682102278894e-10,6.06798762030942e-10,2.6073682102278894e-10
1828,6.06798762030942e-10,2.6073682102278894e-10,6.06798762030942e-10,2.6073682102278894e-10
1829,5.523041389311954e-10,2.6073682102278894e-10,5.523041389311954e-10,2.6073682102278894e-10
1830,6.977550124988494e-10,2.6073682102278894e-10,6.977550124988494e-10,2.6073682102278894e-10
1831,6.977550124988494e-10,1.266168043428146e-10,6.977550124988494e-10,1.266168043428146e-10
1832,6.977550124988494e-10,0.0,6.977550124988494e-10,0.0
1833,4.6075852657066566e-10,0.0,4.6075852657066566e-10,0.0
1834,3.5618792042819385e-10,0.0,3.5618792042819385e-10,0.0
1835,4.3997132128024777e-10,0.0,4.3997132128024777e-10,0.0
1836,3.696970428203526e-10,5.254282723196216e-10,3.696970428203526e-10,5.254282723196216e-10
1837,8.37834008520539e-11,6.803110931739655e-10,8.37834008520539e-11,6.803110931739655e-10
1838,8.37834008520539e-11,6.803110931739655e-10,8.37834008520539e-11,6.803110931739655e-10
1839,8.37834008520539e-11,6.803110931739655e-10,8.37834008520539e-11,6.803110931739655e-10
1840,8.37834008520539e-11,6.803110931739655e-10,8.37834008520539e-11,6.803110931739655e-10
1841,8.37834008520539e-11,7.502887041813519e-10,8.37834008520539e-11,7.502887041813519e-10
1842,0.0,8.719195841523839e-10,0.0,8.719195841523839e-10
1843,0.0,4.1206584176580105e-10,0.0,4.1206584176580105e-10
1844,1.3356571404443685e-10,2.571830209114572e-10,1.3356571404443685e-10,2.571830209114572e-10
1845,1.3356571404443685e-10,3.239217862192691e-10,1.3356571404443685e-10,3.239217862192691e-10
1846,1.9878621368033374e-10,3.89142285855166e-10,1.9878621368033374e-10,3.89142285855166e-10
1847,2.5939167877123536e-10,4.497477509460676e-10,2.5939167877123536e-10,4.497477509460676e-10
1848,2.5939167877123536e-10,4.3445781496208117e-10,2.5939167877123536e-10,4.3445781496208117e-10
1849,3.1313121540144095e-10,3.6656647162125466e-10,3.1313121540144095e-10,3.6656647162125466e-10
1850,3.1313121540144095e-10,3.4846185064425177e-10,3.1313121540144095e-10,3.4846185064425177e-10
1851,1.795655013570041e-10,4.413190408352514e-10,1.795655013570041e-10,4.413190408352514e-10
1852,1.795655013570041e-10,3.745802755274395e-10,1.795655013570041e-10,3.745802755274395e-10
1853,1.1434500172110721e-10,3.576191168594026e-10,1.1434500172110721e-10,3.576191168594026e-10
1854,5.3739536630205616e-11,3.475155123983902e-10,5.3739536630205616e-11,3.475155123983902e-10
1855,1.0624128561025664e-10,3.4532958635504127e-10,1.0624128561025664e-10,3.4532958635504127e-10
1856,5.250174898005103e-11,3.412888543203556e-10,5.250174898005103e-11,3.412888543203556e-10
1857,1.0063597574320023e-10,3.4195317212746904e-10,1.0063597574320023e-10,3.4195317212746904e-10
1858,3.310500286600261e-10,2.490959819364694e-10,3.310500286600261e-10,2.490959819364694e-10
1859,1.062202690884005e-09,2.490959819364694e-10,1.062202690884005e-09,2.490959819364694e-10
1860,1.977130824139449e-09,2.0083664096860942e-10,1.977130824139449e-09,2.0083664096860942e-10
1861,2.146590857446792e-09,1.503347803387202e-10,2.146590857446792e-09,1.503347803387202e-10
1862,2.3169621935334052e-09,9.783303135866918e-11,2.3169621935334052e-09,9.783303135866918e-11
1863,2.3647000746418456e-09,1.436099889800297e-10,2.3647000746418456e-09,1.436099889800297e-10
1864,2.3165658478786965e-09,9.547576221688051e-11,2.3165658478786965e-09,9.547576221688051e-11
1865,2.3515111009191666e-09,9.547576221688051e-11,2.3515111009191666e-09,9.547576221688051e-11
1866,1.6203584386951876e-09,1.8395500202471127e-10,1.6203584386951876e-09,1.8395500202471127e-10
1867,7.054303054397439e-10,2.271674594465724e-10,7.054303054397439e-10,2.271674594465724e-10
1868,5.807819701354942e-10,2.271674594465724e-10,5.807819701354942e-10,2.271674594465724e-10
1869,3.5790888506882975e-10,2.6675334560291985e-10,3.5790888506882975e-10,2.6675334560291985e-10
1870,3.1017100396038954e-10,1.712775833860393e-10,3.1017100396038954e-10,1.712775833860393e-10
1871,3.1017100396038954e-10,2.5242970808874484e-10,3.1017100396038954e-10,2.5242970808874484e-10
1872,8.576340827991049e-11,2.5242970808874484e-10,8.576340827991049e-11,2.5242970808874484e-10
1873,8.576340827991049e-11,2.0295922085823903e-10,8.576340827991049e-11,2.0295922085823903e-10
1874,1.2550412296720636e-10,1.597467634363779e-10,1.2550412296720636e-10,1.597467634363779e-10
1875,1.2080745530924323e-10,1.597467634363779e-10,1.2080745530924323e-10,1.597467634363779e-10
1876,1.591394397212501e-10,1.5849286169203732e-10,1.591394397212501e-10,1.5849286169203732e-10
1877,1.591394397212501e-10,1.9344453420063904e-10,1.591394397212501e-10,1.9344453420063904e-10
1878,1.591394397212501e-10,1.1229240949793353e-10,1.591394397212501e-10,1.1229240949793353e-10
1879,1.181877294444332e-10,1.4720622340139552e-10,1.181877294444332e-10,1.4720622340139552e-10
1880,1.181877294444332e-10,1.0819747082407055e-10,1.181877294444332e-10,1.0819747082407055e-10
1881,1.100126101327703e-10,1.7132866157533654e-10,1.100126101327703e-10,1.7132866157533654e-10
1882,1.995358957427941e-10,2.037382405641251e-10,1.995358957427941e-10,2.037382405641251e-10
1883,1.6120391133078726e-10,1.9752888412240465e-10,1.6120391133078726e-10,1.9752888412240465e-10
1884,1.9171481862351973e-10,4.676862924712921e-10,1.9171481862351973e-10,4.676862924712921e-10
1885,2.497613742808673e-10,5.547561279398547e-10,2.497613742808673e-10,5.547561279398547e-10
1886,2.7734999019646267e-10,7.129626274281011e-10,2.7734999019646267e-10,7.129626274281011e-10
1887,3.602518977574576e-10,7.95864534989096e-10,3.602518977574576e-10,7.95864534989096e-10
1888,3.286863023818246e-10,7.59736186660222e-10,3.286863023818246e-10,7.59736186660222e-10
1889,1.9904798642667032e-10,7.273266076714333e-10,1.9904798642667032e-10,7.273266076714333e-10
1890,1.9904798642667032e-10,7.20499669846854e-10,1.9904798642667032e-10,7.20499669846854e-10
1891,1.9414213094291555e-10,4.922057463988391e-10,1.9414213094291555e-10,4.922057463988391e-10
1892,1.3609557528556796e-10,4.0513591093027657e-10,1.3609557528556796e-10,4.0513591093027657e-10
1893,1.7769198216007912e-10,2.812006203286746e-10,1.7769198216007912e-10,2.812006203286746e-10
1894,9.479007459908421e-11,2.4248225847868707e-10,9.479007459908421e-11,2.4248225847868707e-10
1895,1.371324898873689e-10,2.7899303898872216e-10,1.371324898873689e-10,2.7899303898872216e-10
1896,1.5651291572295533e-10,2.983734648243086e-10,1.5651291572295533e-10,2.983734648243086e-10
1897,1.7508967093642676e-10,2.91654529892073e-10,1.7508967093642676e-10,2.91654529892073e-10
1898,1.6752278730880477e-10,2.509157088453102e-10,1.6752278730880477e-10,2.509157088453102e-10
1899,1.8573669388225308e-10,3.055574285656551e-10,1.8573669388225308e-10,3.055574285656551e-10
1900,1.165516710921466e-10,2.5444301031209346e-10,1.165516710921466e-10,2.5444301031209346e-10
1901,1.508250449136891e-10,2.4453283842262863e-10,1.508250449136891e-10,2.4453283842262863e-10
1902,1.4291921019664906e-10,1.9823750577582392e-10,1.4291921019664906e-10,1.9823750577582392e-10
1903,1.3947792920632196e-10,1.9479622478549682e-10,1.3947792920632196e-10,1.9479622478549682e-10
1904,1.526086538884895e-10,2.237806904067544e-10,1.526086538884895e-10,2.237806904067544e-10
1905,1.6506421031601904e-10,2.6393866655752673e-10,1.6506421031601904e-10,2.6393866655752673e-10
1906,1.6236528986381315e-10,2.4032691907966656e-10,1.6236528986381315e-10,2.4032691907966656e-10
1907,2.35616155554373e-10,2.515566624053786e-10,2.35616155554373e-10,2.515566624053786e-10
1908,2.0134278173283045e-10,2.1728328858383605e-10,2.0134278173283045e-10,2.1728328858383605e-10
1909,1.944682193055769e-10,2.1384600737020928e-10,1.944682193055769e-10,2.1384600737020928e-10
1910,2.6117241107887727e-10,2.392285308342298e-10,2.6117241107887727e-10,2.392285308342298e-10
1911,3.2731045651601676e-10,2.336011077035722e-10,3.2731045651601676e-10,2.336011077035722e-10
1912,3.4005905432835503e-10,2.0060911761131195e-10,3.4005905432835503e-10,2.0060911761131195e-10
1913,3.3884198720666806e-10,1.8387706436838259e-10,3.3884198720666806e-10,1.8387706436838259e-10
1914,2.655911215161082e-10,1.5457671650612578e-10,2.655911215161082e-10,1.5457671650612578e-10
1915,3.1340728920811346e-10,1.7051543907012753e-10,3.1340728920811346e-10,1.7051543907012753e-10
1916,3.159489961324091e-10,2.0189001561802097e-10,3.159489961324091e-10,2.0189001561802097e-10
1917,2.891685968057064e-10,2.3039702189737403e-10,2.891685968057064e-10,2.3039702189737403e-10
1918,1.9132307147292797e-10,2.1722370231934208e-10,1.9132307147292797e-10,2.1722370231934208e-10
1919,1.9069798815448839e-10,2.023928732941549e-10,1.9069798815448839e-10,2.023928732941549e-10
1920,2.460050338041039e-10,2.344982640607134e-10,2.460050338041039e-10,2.344982640607134e-10
1921,2.460050338041039e-10,2.344982640607134e-10,2.460050338041039e-10,2.344982640607134e-10
1922,2.9479405028176586e-10,2.668621335815453e-10,2.9479405028176586e-10,2.668621335815453e-10
1923,2.8924376980844965e-10,2.217065479616563e-10,2.8924376980844965e-10,2.217065479616563e-10
1924,3.310669536135283e-10,1.5187787337302338e-10,3.310669536135283e-10,1.5187787337302338e-10
1925,4.0008247706843237e-10,1.4612257039279897e-10,4.0008247706843237e-10,1.4612257039279897e-10
1926,4.4915709048901474e-10,1.406340401276042e-10,4.4915709048901474e-10,1.406340401276042e-10
1927,4.0229050448013584e-10,1.169691090017823e-10,4.0229050448013584e-10,1.169691090017823e-10
1928,4.479094773650922e-10,1.169691090017823e-10,4.479094773650922e-10,1.169691090017823e-10
1929,4.777332795231309e-10,9.395231418248987e-11,4.777332795231309e-10,9.395231418248987e-11
1930,4.531798349281603e-10,1.4840710010106355e-10,4.531798349281603e-10,1.4840710010106355e-10
1931,3.817267236432593e-10,1.4840710010106355e-10,3.817267236432593e-10,1.4840710010106355e-10
1932,3.127112001883552e-10,1.4904517104635014e-10,3.127112001883552e-10,1.4904517104635014e-10
1933,2.6735366500028693e-10,1.2612220791550855e-10,2.6735366500028693e-10,1.2612220791550855e-10
1934,2.670831611428781e-10,1.7078745164132514e-10,2.670831611428781e-10,1.7078745164132514e-10
1935,2.2146418825792173e-10,2.374544489607595e-10,2.2146418825792173e-10,2.374544489607595e-10
1936,1.3691006661709082e-10,2.5404351638209326e-10,1.3691006661709082e-10,2.5404351638209326e-10
1937,2.042373214994342e-10,1.9958873046351958e-10,2.042373214994342e-10,1.9958873046351958e-10
1938,4.1727907042408777e-10,2.4309323205200835e-10,4.1727907042408777e-10,2.4309323205200835e-10
1939,4.919611484061853e-10,3.1902608729364855e-10,4.919611484061853e-10,3.1902608729364855e-10
1940,4.972133558053418e-10,3.448193496608758e-10,4.972133558053418e-10,3.448193496608758e-10
1941,5.299026217819858e-10,2.774157272947672e-10,5.299026217819858e-10,2.774157272947672e-10
1942,6.295348052378e-10,2.3565677583928645e-10,6.295348052378e-10,2.3565677583928645e-10
1943,6.091132657783303e-10,2.1523523637981664e-10,6.091132657783303e-10,2.1523523637981664e-10
1944,6.176713010111864e-10,2.531778814374164e-10,6.176713010111864e-10,2.531778814374164e-10
1945,4.3470480191677904e-10,2.096733798489276e-10,4.3470480191677904e-10,2.096733798489276e-10
1946,4.924075571891403e-10,1.4319348682980048e-10,4.924075571891403e-10,1.4319348682980048e-10
1947,5.236059145787207e-10,3.823118409153535e-10,5.236059145787207e-10,3.823118409153535e-10
1948,5.71048773743778e-10,4.1651184089021495e-10,5.71048773743778e-10,4.1651184089021495e-10
1949,5.564473980796641e-10,4.2561611972897444e-10,5.564473980796641e-10,4.2561611972897444e-10
1950,5.519140481937055e-10,4.380027451844626e-10,5.519140481937055e-10,4.380027451844626e-10
1951,4.760287580785061e-10,4.0006010012686287e-10,4.760287580785061e-10,4.0006010012686287e-10
