ngram,Bridgestone,Bridgstone,Bridgstone
1844,2.0034856313649081e-10,0.0,0.0
1845,2.0034856313649081e-10,0.0,0.0
1846,2.655690627723877e-10,0.0,0.0
1847,2.655690627723877e-10,0.0,0.0
1848,2.655690627723877e-10,0.0,0.0
1849,3.1930859940259333e-10,0.0,0.0
1850,3.1930859940259333e-10,0.0,0.0
1851,1.1896003626610252e-10,0.0,0.0
1852,1.1896003626610252e-10,0.0,0.0
1853,5.3739536630205616e-11,0.0,0.0
1854,5.3739536630205616e-11,0.0,0.0
1855,5.3739536630205616e-11,0.0,0.0
1856,4.969880459551998e-11,0.0,0.0
1857,4.969880459551998e-11,0.0,0.0
1858,1.6490583105393293e-10,0.0,0.0
1859,1.6490583105393293e-10,0.0,0.0
1860,2.2590103993762918e-10,0.0,0.0
1861,2.2590103993762918e-10,0.0,0.0
1862,2.2590103993762918e-10,0.0,0.0
1863,1.762022353421092e-10,0.0,0.0
1864,1.762022353421092e-10,0.0,0.0
1865,6.099520888369625e-11,0.0,0.0
1866,6.099520888369625e-11,0.0,0.0
1867,0.0,0.0,0.0
1868,0.0,0.0,0.0
1869,0.0,0.0,0.0
1870,0.0,0.0,0.0
1871,0.0,0.0,0.0
1872,0.0,0.0,0.0
1873,0.0,0.0,0.0
1874,0.0,0.0,0.0
1875,0.0,0.0,0.0
1876,0.0,0.0,0.0
1877,0.0,0.0,0.0
1878,1.814267942228704e-10,0.0,0.0
1879,1.814267942228704e-10,0.0,0.0
1880,1.814267942228704e-10,0.0,0.0
1881,1.814267942228704e-10,0.0,0.0
1882,1.814267942228704e-10,0.0,0.0
1883,1.814267942228704e-10,0.0,0.0
1884,2.1193770151560288e-10,0.0,0.0
1885,5.953418512140627e-11,0.0,0.0
1886,8.71228010370016e-11,2.2070892732476262e-10,2.2070892732476262e-10
1887,1.7002470859799653e-10,3.0361083488575756e-10,3.0361083488575756e-10
1888,1.7002470859799653e-10,3.0361083488575756e-10,3.0361083488575756e-10
1889,1.961956034143445e-10,3.0361083488575756e-10,3.0361083488575756e-10
1890,1.961956034143445e-10,3.0361083488575756e-10,3.0361083488575756e-10
1891,1.65684696121612e-10,3.0361083488575756e-10,3.0361083488575756e-10
1892,1.8160458256247632e-10,3.0361083488575756e-10,3.0361083488575756e-10
1893,1.770776402494028e-10,8.290190756099491e-11,8.290190756099491e-11
1894,2.2672636982142994e-10,4.4183545711007355e-11,4.4183545711007355e-11
1895,2.2672636982142994e-10,1.0769716864343439e-10,1.0769716864343439e-10
1896,2.393163266762548e-10,1.2707759447902082e-10,1.2707759447902082e-10
1897,3.322001067086942e-10,1.4565434969249225e-10,1.4565434969249225e-10
1898,3.322001067086942e-10,1.4565434969249225e-10,1.4565434969249225e-10
1899,3.054708490126044e-10,1.6386825626594056e-10,1.6386825626594056e-10
1900,3.5469159355626193e-10,2.000094653390302e-10,2.000094653390302e-10
1901,2.735510151730125e-10,1.5582591962802284e-10,1.5582591962802284e-10
1902,2.735510151730125e-10,9.231229669559582e-11,9.231229669559582e-11
1903,2.666684531923583e-10,7.293187086000939e-11,7.293187086000939e-11
1904,2.2134589399464792e-10,5.435511564653796e-11,5.435511564653796e-11
1905,5.110362926481165e-10,5.435511564653796e-11,5.435511564653796e-11
1906,5.548823305596378e-10,3.6141209073089644e-11,3.6141209073089644e-11
1907,4.825999124134585e-10,0.0,0.0
1908,6.09607753165875e-10,0.0,0.0
1909,6.785128014996644e-10,0.0,0.0
1910,9.083384243181922e-10,0.0,0.0
1911,1.447850323759476e-09,0.0,0.0
1912,1.93652174454836e-09,0.0,0.0
1913,2.1604201681592527e-09,0.0,0.0
1914,2.1604201681592527e-09,0.0,0.0
1915,2.1254507756981613e-09,0.0,0.0
1916,2.267271798877297e-09,0.0,0.0
1917,2.0055678863682503e-09,0.0,0.0
1918,1.447255244218277e-09,0.0,0.0
1919,7.399221552922037e-10,4.261723910278395e-11,4.261723910278395e-11
1920,5.003670969624555e-10,4.261723910278395e-11,4.261723910278395e-11
1921,5.003670969624555e-10,4.261723910278395e-11,4.261723910278395e-11
1922,3.5691858992135753e-10,4.261723910278395e-11,4.261723910278395e-11
1923,1.461925184084326e-10,4.261723910278395e-11,4.261723910278395e-11
1924,1.461925184084326e-10,4.261723910278395e-11,4.261723910278395e-11
1925,1.404372154282082e-10,4.261723910278395e-11,4.261723910278395e-11
1926,9.23314480427706e-11,0.0,0.0
1927,4.592813827665663e-11,0.0,0.0
1928,2.2840402981648212e-10,0.0,0.0
1929,2.2840402981648212e-10,0.0,0.0
1930,5.823601323395877e-10,0.0,0.0
1931,1.0283213050917998e-09,0.0,0.0
1932,1.643683774405729e-09,0.0,0.0
1933,2.848620276171435e-09,0.0,0.0
1934,3.3429135174297844e-09,0.0,0.0
1935,3.649328965999692e-09,0.0,0.0
1936,4.465888801620719e-09,0.0,0.0
1937,4.740320390185713e-09,0.0,0.0
1938,1.314752478316044e-08,0.0,0.0
1939,1.2708309341366179e-08,0.0,0.0
1940,1.1996315131744341e-08,0.0,0.0
1941,1.15847575976602e-08,0.0,0.0
1942,1.1818199561832086e-08,0.0,0.0
1943,1.1816866088817538e-08,0.0,0.0
1944,1.1245392363333297e-08,0.0,0.0
1945,2.5611515765332017e-09,0.0,0.0
1946,3.0735678288199406e-09,0.0,0.0
1947,2.8391711680088504e-09,0.0,0.0
1948,3.560135487999462e-09,0.0,0.0
1949,4.130270538281268e-09,0.0,0.0
1950,4.194882917220509e-09,0.0,0.0
1951,5.759780588984345e-09,0.0,0.0
1952,6.406421139613729e-09,0.0,0.0
1953,6.369489856185493e-09,0.0,0.0
1954,6.857366928260587e-09,1.451595589761569e-11,1.451595589761569e-11
1955,9.02498862944055e-09,4.3504459955125336e-11,4.3504459955125336e-11
1956,9.685381132028072e-09,4.3504459955125336e-11,4.3504459955125336e-11
1957,1.1137644140291059e-08,4.3504459955125336e-11,4.3504459955125336e-11
1958,1.2812633303533566e-08,4.3504459955125336e-11,4.3504459955125336e-11
1959,1.5385249645711544e-08,4.3504459955125336e-11,4.3504459955125336e-11
1960,1.7961085888426202e-08,5.4092320900256396e-11,5.4092320900256396e-11
1961,2.107491159364372e-08,3.9576365002640706e-11,3.9576365002640706e-11
1962,2.3622739700864973e-08,2.0789617051684773e-11,2.0789617051684773e-11
1963,2.538382507363427e-08,2.0789617051684773e-11,2.0789617051684773e-11
1964,2.7503411611665537e-08,2.0789617051684773e-11,2.0789617051684773e-11
1965,2.8825713625581428e-08,2.9604698652858326e-11,2.9604698652858326e-11
1966,3.2454402847698864e-08,2.9604698652858326e-11,2.9604698652858326e-11
1967,3.803091860480176e-08,1.9016837707727265e-11,1.9016837707727265e-11
1968,4.480216705563375e-08,2.7873379199976663e-11,2.7873379199976663e-11
1969,5.126715991415105e-08,2.6648508796459478e-11,2.6648508796459478e-11
1970,5.7708304674568874e-08,6.172654451067468e-11,6.172654451067468e-11
1971,6.405140291170547e-08,7.067744504731164e-11,7.067744504731164e-11
1972,7.100593789134888e-08,8.794869891883193e-11,8.794869891883193e-11
1973,7.490098344728072e-08,8.794869891883193e-11,8.794869891883193e-11
1974,7.687758341035078e-08,1.0424370493795315e-10,1.0424370493795315e-10
1975,7.820089515624723e-08,1.034966636202585e-10,1.034966636202585e-10
1976,7.591672458927081e-08,1.1059264020436238e-10,1.1059264020436238e-10
1977,7.830691422278896e-08,9.959383714556021e-11,9.959383714556021e-11
1978,8.231423821923403e-08,9.880286519492465e-11,9.880286519492465e-11
1979,8.409441270324741e-08,8.08442306154955e-11,8.08442306154955e-11
1980,8.603489273387563e-08,9.651788544982689e-11,9.651788544982689e-11
1981,9.369541637787343e-08,8.022287943070566e-11,8.022287943070566e-11
1982,9.695571837450448e-08,7.211337925615093e-11,7.211337925615093e-11
1983,1.0382255360192566e-07,7.82480345399136e-11,7.82480345399136e-11
1984,1.1493148223605334e-07,6.886998858106935e-11,6.886998858106935e-11
1985,1.305486563296654e-07,1.1134858511420629e-10,1.1134858511420629e-10
1986,1.4608642118218995e-07,1.239465494525963e-10,1.239465494525963e-10
1987,1.6231113266128106e-07,1.3502276479433155e-10,1.3502276479433155e-10
1988,1.7764457384471045e-07,1.6967981186777337e-10,1.6967981186777337e-10
1989,1.9812119132568894e-07,1.896358467082645e-10,1.896358467082645e-10
1990,2.2581319366768833e-07,1.9405817825684275e-10,1.9405817825684275e-10
1991,2.427899090662322e-07,1.9249552844570672e-10,1.9249552844570672e-10
1992,2.6536896768902807e-07,1.9911811980989824e-10,1.9911811980989824e-10
1993,2.7416578315556504e-07,2.105992513315843e-10,2.105992513315843e-10
1994,2.851999819800507e-07,2.0986190067486176e-10,2.0986190067486176e-10
1995,2.882242386346791e-07,2.19914771908731e-10,2.19914771908731e-10
1996,2.9090791388495874e-07,2.503750510489995e-10,2.503750510489995e-10
1997,2.945848913376332e-07,3.1003306767101487e-10,3.1003306767101487e-10
1998,3.042033824840473e-07,2.9689453078558207e-10,2.9689453078558207e-10
1999,2.9533940245788213e-07,3.264053214221566e-10,3.264053214221566e-10
2000,3.001458505228324e-07,3.513152487176287e-10,3.513152487176287e-10
2001,2.975833004776567e-07,3.5572711046657647e-10,3.5572711046657647e-10
2002,2.9122266401567944e-07,3.217542997908345e-10,3.217542997908345e-10
2003,2.7996645712846657e-07,3.1260308429116787e-10,3.1260308429116787e-10
2004,2.53675306030995e-07,2.3136176456804514e-10,2.3136176456804514e-10
2005,2.2274875074604745e-07,2.363303580610321e-10,2.363303580610321e-10
2006,1.9480035717833744e-07,2.0102417151525642e-10,2.0102417151525642e-10
2007,1.6613669069036924e-07,1.5464176962774546e-10,1.5464176962774546e-10
2008,1.3956692360547356e-07,1.242173883594536e-10,1.242173883594536e-10
2009,1.1843198015932493e-07,1.1762895989594505e-10,1.1762895989594505e-10
2010,1.0005489262506931e-07,9.273944583506769e-11,9.273944583506769e-11
2011,8.869316608135186e-08,9.233529689852852e-11,9.233529689852852e-11
2012,8.048788860800674e-08,1.0338627597877054e-10,1.0338627597877054e-10
2013,7.321672309704549e-08,5.1920555404641864e-11,5.1920555404641864e-11
2014,6.725711035723439e-08,4.638198332351795e-11,4.638198332351795e-11
2015,6.570033558464924e-08,4.638198332351795e-11,4.638198332351795e-11
2016,6.496074789197337e-08,5.47502757416599e-11,5.47502757416599e-11
2017,6.556166868657935e-08,4.477047320835167e-11,4.477047320835167e-11
2018,6.427792911267716e-08,4.722521193545326e-11,4.722521193545326e-11
2019,6.089164106271028e-08,3.099726291616589e-11,3.099726291616589e-11
