ngram,Nippon Steel,Nipon Steel
1693,0.0,0.0
1694,0.0,0.0
1695,0.0,0.0
1696,0.0,0.0
1697,0.0,0.0
1698,0.0,0.0
1699,0.0,0.0
1700,0.0,0.0
1701,0.0,0.0
1702,0.0,0.0
1703,0.0,0.0
1704,0.0,0.0
1705,0.0,0.0
1706,0.0,0.0
1707,0.0,0.0
1708,0.0,0.0
1709,0.0,0.0
1710,0.0,0.0
1711,0.0,0.0
1712,0.0,0.0
1713,0.0,0.0
1714,0.0,0.0
1715,0.0,0.0
1716,0.0,0.0
1717,0.0,0.0
1718,0.0,0.0
1719,0.0,0.0
1720,0.0,0.0
1721,0.0,0.0
1722,0.0,0.0
1723,0.0,0.0
1724,0.0,0.0
1725,0.0,0.0
1726,0.0,0.0
1727,0.0,0.0
1728,0.0,0.0
1729,0.0,0.0
1730,0.0,0.0
1731,0.0,0.0
1732,0.0,0.0
1733,0.0,0.0
1734,0.0,0.0
1735,0.0,0.0
1736,0.0,0.0
1737,0.0,0.0
1738,0.0,0.0
1739,0.0,0.0
1740,0.0,0.0
1741,0.0,0.0
1742,0.0,0.0
1743,0.0,0.0
1744,0.0,0.0
1745,0.0,0.0
1746,0.0,0.0
1747,0.0,0.0
1748,0.0,0.0
1749,0.0,0.0
1750,0.0,0.0
1751,0.0,0.0
1752,0.0,0.0
1753,0.0,0.0
1754,0.0,0.0
1755,0.0,0.0
1756,0.0,0.0
1757,0.0,0.0
1758,0.0,0.0
1759,0.0,0.0
1760,0.0,0.0
1761,0.0,0.0
1762,0.0,0.0
1763,0.0,0.0
1764,0.0,0.0
1765,0.0,0.0
1766,0.0,0.0
1767,0.0,0.0
1768,0.0,0.0
1769,0.0,0.0
1770,0.0,0.0
1771,0.0,0.0
1772,0.0,0.0
1773,0.0,0.0
1774,0.0,0.0
1775,0.0,0.0
1776,0.0,0.0
1777,0.0,0.0
1778,0.0,0.0
1779,0.0,0.0
1780,0.0,0.0
1781,0.0,0.0
1782,0.0,0.0
1783,0.0,0.0
1784,0.0,0.0
1785,0.0,0.0
1786,0.0,0.0
1787,0.0,0.0
1788,0.0,0.0
1789,0.0,0.0
1790,0.0,0.0
1791,0.0,0.0
1792,0.0,0.0
1793,0.0,0.0
1794,0.0,0.0
1795,0.0,0.0
1796,0.0,0.0
1797,0.0,0.0
1798,0.0,0.0
1799,0.0,0.0
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,2.2406437023241617e-10,0.0
1812,2.2406437023241617e-10,0.0
1813,2.2406437023241617e-10,0.0
1814,2.2406437023241617e-10,0.0
1815,2.2406437023241617e-10,0.0
1816,2.2406437023241617e-10,0.0
1817,2.2406437023241617e-10,0.0
1818,0.0,0.0
1819,0.0,0.0
1820,0.0,0.0
1821,0.0,0.0
1822,0.0,0.0
1823,0.0,0.0
1824,0.0,0.0
1825,0.0,0.0
1826,0.0,0.0
1827,0.0,0.0
1828,0.0,0.0
1829,1.3449844412808228e-10,0.0
1830,1.3449844412808228e-10,0.0
1831,1.3449844412808228e-10,0.0
1832,2.1590616596154988e-10,0.0
1833,2.1590616596154988e-10,0.0
1834,2.1590616596154988e-10,0.0
1835,2.1590616596154988e-10,0.0
1836,8.140772183346761e-11,0.0
1837,8.140772183346761e-11,0.0
1838,8.140772183346761e-11,0.0
1839,0.0,0.0
1840,0.0,0.0
1841,0.0,0.0
1842,0.0,0.0
1843,0.0,0.0
1844,0.0,0.0
1845,0.0,0.0
1846,0.0,0.0
1847,0.0,0.0
1848,0.0,0.0
1849,0.0,0.0
1850,0.0,0.0
1851,0.0,0.0
1852,0.0,0.0
1853,0.0,0.0
1854,0.0,0.0
1855,0.0,0.0
1856,0.0,0.0
1857,0.0,0.0
1858,0.0,0.0
1859,0.0,0.0
1860,0.0,0.0
1861,0.0,0.0
1862,0.0,0.0
1863,0.0,0.0
1864,0.0,0.0
1865,0.0,0.0
1866,8.432281856889695e-11,0.0
1867,8.432281856889695e-11,0.0
1868,8.432281856889695e-11,0.0
1869,8.432281856889695e-11,0.0
1870,8.432281856889695e-11,0.0
1871,8.432281856889695e-11,0.0
1872,8.432281856889695e-11,0.0
1873,0.0,0.0
1874,0.0,0.0
1875,0.0,0.0
1876,0.0,0.0
1877,0.0,0.0
1878,6.907923439618863e-11,0.0
1879,6.907923439618863e-11,0.0
1880,6.907923439618863e-11,0.0
1881,6.907923439618863e-11,0.0
1882,6.907923439618863e-11,0.0
1883,6.907923439618863e-11,0.0
1884,9.80986839379686e-11,0.0
1885,2.901944954177996e-11,0.0
1886,2.901944954177996e-11,0.0
1887,5.53165886112745e-11,0.0
1888,8.099048217794343e-11,0.0
1889,8.099048217794343e-11,0.0
1890,8.099048217794343e-11,0.0
1891,5.1971032636163474e-11,0.0
1892,5.1971032636163474e-11,0.0
1893,5.1971032636163474e-11,0.0
1894,2.5673893566668937e-11,0.0
1895,0.0,0.0
1896,0.0,0.0
1897,5.294290006396807e-11,0.0
1898,5.294290006396807e-11,0.0
1899,5.294290006396807e-11,0.0
1900,5.294290006396807e-11,0.0
1901,5.294290006396807e-11,0.0
1902,5.294290006396807e-11,0.0
1903,6.807184478794883e-11,0.0
1904,3.018126423385123e-11,0.0
1905,3.018126423385123e-11,0.0
1906,1.480397411800029e-10,0.0
1907,2.8716492874090807e-10,0.0
1908,5.868996419807918e-10,0.0
1909,6.784696316668765e-10,0.0
1910,7.679597701807214e-10,0.0
1911,8.85592860948898e-10,0.0
1912,9.540347163066493e-10,0.0
1913,1.1077054511738587e-09,0.0
1914,1.2602050514232133e-09,0.0
1915,1.6571308452435168e-09,0.0
1916,2.3094144057418068e-09,0.0
1917,2.4967827408747414e-09,0.0
1918,2.5280296586264026e-09,0.0
1919,2.999523708778286e-09,0.0
1920,3.146459569082692e-09,0.0
1921,2.8815181054734194e-09,0.0
1922,2.391181857678123e-09,0.0
1923,1.927202589973349e-09,0.0
1924,1.8207484904696004e-09,0.0
1925,1.875250258647527e-09,0.0
1926,2.9891874550999222e-09,0.0
1927,3.002528370773686e-09,0.0
1928,3.841660021843194e-09,0.0
1929,3.851465479876026e-09,0.0
1930,4.269845477189449e-09,0.0
1931,4.881798996793561e-09,0.0
1932,4.820620950038038e-09,0.0
1933,3.4528475317025756e-09,0.0
1934,4.386852119659628e-09,0.0
1935,4.175584608237923e-09,0.0
1936,4.795001253197841e-09,0.0
1937,4.864075586752392e-09,0.0
1938,4.4385076883709675e-09,0.0
1939,4.730816627329659e-09,0.0
1940,4.738955989529765e-09,0.0
1941,3.609148884515483e-09,0.0
1942,3.8077144929157416e-09,0.0
1943,4.359523377215981e-09,0.0
1944,4.639147447146488e-09,0.0
1945,4.9630659264871775e-09,0.0
1946,5.5519420172345235e-09,0.0
1947,6.690250892964806e-09,0.0
1948,7.738167820800105e-09,0.0
1949,9.763132968743093e-09,0.0
1950,9.630255386789649e-09,0.0
1951,1.1714808171145056e-08,0.0
1952,1.249517213506936e-08,0.0
1953,1.2993032935274381e-08,1.491555192848334e-11
1954,1.3147815027179734e-08,1.491555192848334e-11
1955,1.2856326035505714e-08,1.491555192848334e-11
1956,1.1003439175689372e-08,1.491555192848334e-11
1957,1.0439949539785078e-08,1.491555192848334e-11
1958,8.678432512303808e-09,1.491555192848334e-11
1959,8.234041385232364e-09,1.491555192848334e-11
1960,7.281918687088559e-09,0.0
1961,6.743806719405094e-09,0.0
1962,6.430790059194383e-09,0.0
1963,6.235045812985618e-09,0.0
1964,6.314572928037673e-09,0.0
1965,7.326928714539755e-09,0.0
1966,8.772962927545386e-09,0.0
1967,2.6396654512999314e-08,0.0
1968,5.5776833120445094e-08,0.0
1969,8.049728496471533e-08,2.5639165393950438e-11
1970,1.093541448504709e-07,5.902269942633812e-11
1971,1.4726255948005473e-07,6.754416470577951e-11
1972,1.7735010590261675e-07,1.1721763242584464e-10
1973,2.0594839002439714e-07,1.2507506042774049e-10
1974,2.2006678282845575e-07,1.405829827549887e-10
1975,2.1957940532502107e-07,1.405829827549887e-10
1976,2.2854778032004625e-07,1.4552054303626098e-10
1977,2.4187553395092566e-07,1.2740917646311293e-10
1978,2.503493448102745e-07,1.499347828432767e-10
1979,2.637209551689271e-07,1.543743862900523e-10
1980,2.718187569631222e-07,1.6888076354026893e-10
1981,2.8273296948100324e-07,1.7514548839026034e-10
1982,2.9950272814208543e-07,2.0334031383287662e-10
1983,3.120957217106479e-07,1.9388241706552733e-10
1984,3.190245649875578e-07,1.995858498312789e-10
1985,3.1586489106822615e-07,2.0295137792558648e-10
1986,3.0748719836992677e-07,1.685491845299885e-10
1987,3.1006291984730136e-07,1.5891005277530416e-10
1988,3.0765411906941154e-07,1.7670298260322578e-10
1989,3.016240392688425e-07,1.9914664659400775e-10
1990,2.8716934252770443e-07,1.8436313983397464e-10
1991,2.706579290848562e-07,1.7589464408805456e-10
1992,2.610400347943401e-07,1.778194377458472e-10
1993,2.5692402922621635e-07,1.887647498628147e-10
1994,2.3761449036945643e-07,2.0080841255693775e-10
1995,2.1897147714103733e-07,1.7341100777557017e-10
1996,2.0061215317517573e-07,1.5278377769283631e-10
1997,1.845579455610797e-07,1.5740207153542533e-10
1998,1.7139063857030123e-07,1.7239792926559971e-10
1999,1.5547718135167088e-07,1.463858796085e-10
2000,1.377300518713907e-07,1.2067443572183478e-10
2001,1.2541427147587975e-07,1.1039703377648178e-10
2002,1.126674555556357e-07,9.822886155268812e-11
2003,9.987524712024814e-08,8.296257232785566e-11
2004,9.366941863423303e-08,8.643387791210496e-11
2005,8.114904710103993e-08,7.313105973968551e-11
2006,6.978333999541064e-08,7.260683225286866e-11
2007,6.099290571017133e-08,6.766208625132362e-11
2008,5.557805085995174e-08,6.323413915503601e-11
2009,5.165397608055043e-08,7.112794629076419e-11
2010,4.834028897805963e-08,6.807541286632127e-11
2011,4.078797363352546e-08,5.365049129164261e-11
2012,3.6530731201927276e-08,3.945034725481657e-11
2013,3.4499984329678616e-08,2.9649230987027764e-11
2014,3.080157208655367e-08,2.9649230987027764e-11
2015,2.8954001608992386e-08,1.958624383711717e-11
2016,2.7178254567518578e-08,1.1692436701388991e-11
2017,2.4455405404448054e-08,0.0
2018,2.557462472907446e-08,0.0
2019,2.5866784270078824e-08,0.0
