ngram,Haleon,Haleon
1693,0.0,0.0
1694,0.0,0.0
1695,0.0,0.0
1696,0.0,0.0
1697,0.0,0.0
1698,0.0,0.0
1699,0.0,0.0
1700,0.0,0.0
1701,0.0,0.0
1702,0.0,0.0
1703,0.0,0.0
1704,0.0,0.0
1705,0.0,0.0
1706,0.0,0.0
1707,0.0,0.0
1708,0.0,0.0
1709,0.0,0.0
1710,0.0,0.0
1711,0.0,0.0
1712,0.0,0.0
1713,0.0,0.0
1714,0.0,0.0
1715,0.0,0.0
1716,0.0,0.0
1717,0.0,0.0
1718,0.0,0.0
1719,0.0,0.0
1720,0.0,0.0
1721,0.0,0.0
1722,0.0,0.0
1723,0.0,0.0
1724,0.0,0.0
1725,0.0,0.0
1726,0.0,0.0
1727,0.0,0.0
1728,0.0,0.0
1729,0.0,0.0
1730,0.0,0.0
1731,0.0,0.0
1732,0.0,0.0
1733,0.0,0.0
1734,0.0,0.0
1735,0.0,0.0
1736,0.0,0.0
1737,0.0,0.0
1738,0.0,0.0
1739,0.0,0.0
1740,0.0,0.0
1741,0.0,0.0
1742,0.0,0.0
1743,0.0,0.0
1744,0.0,0.0
1745,0.0,0.0
1746,0.0,0.0
1747,0.0,0.0
1748,0.0,0.0
1749,0.0,0.0
1750,0.0,0.0
1751,0.0,0.0
1752,0.0,0.0
1753,0.0,0.0
1754,0.0,0.0
1755,0.0,0.0
1756,0.0,0.0
1757,0.0,0.0
1758,0.0,0.0
1759,0.0,0.0
1760,0.0,0.0
1761,0.0,0.0
1762,0.0,0.0
1763,0.0,0.0
1764,0.0,0.0
1765,0.0,0.0
1766,0.0,0.0
1767,0.0,0.0
1768,0.0,0.0
1769,0.0,0.0
1770,0.0,0.0
1771,0.0,0.0
1772,0.0,0.0
1773,0.0,0.0
1774,0.0,0.0
1775,0.0,0.0
1776,0.0,0.0
1777,0.0,0.0
1778,0.0,0.0
1779,0.0,0.0
1780,0.0,0.0
1781,0.0,0.0
1782,0.0,0.0
1783,0.0,0.0
1784,0.0,0.0
1785,0.0,0.0
1786,0.0,0.0
1787,0.0,0.0
1788,0.0,0.0
1789,0.0,0.0
1790,0.0,0.0
1791,0.0,0.0
1792,0.0,0.0
1793,0.0,0.0
1794,0.0,0.0
1795,0.0,0.0
1796,0.0,0.0
1797,0.0,0.0
1798,0.0,0.0
1799,0.0,0.0
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,0.0
1818,0.0,0.0
1819,0.0,0.0
1820,0.0,0.0
1821,0.0,0.0
1822,0.0,0.0
1823,0.0,0.0
1824,0.0,0.0
1825,0.0,0.0
1826,0.0,0.0
1827,0.0,0.0
1828,0.0,0.0
1829,0.0,0.0
1830,0.0,0.0
1831,0.0,0.0
1832,0.0,0.0
1833,0.0,0.0
1834,8.306019364364862e-11,8.306019364364862e-11
1835,8.306019364364862e-11,8.306019364364862e-11
1836,8.306019364364862e-11,8.306019364364862e-11
1837,8.306019364364862e-11,8.306019364364862e-11
1838,8.306019364364862e-11,8.306019364364862e-11
1839,1.5884163032505886e-10,1.5884163032505886e-10
1840,1.5884163032505886e-10,1.5884163032505886e-10
1841,7.578143668141024e-11,7.578143668141024e-11
1842,1.365968766669263e-10,1.365968766669263e-10
1843,1.365968766669263e-10,1.365968766669263e-10
1844,1.365968766669263e-10,1.365968766669263e-10
1845,1.365968766669263e-10,1.365968766669263e-10
1846,6.081543998551605e-11,6.081543998551605e-11
1847,6.081543998551605e-11,6.081543998551605e-11
1848,6.081543998551605e-11,6.081543998551605e-11
1849,0.0,0.0
1850,8.544583453483159e-10,8.544583453483159e-10
1851,1.550887291606224e-09,1.550887291606224e-09
1852,1.550887291606224e-09,1.550887291606224e-09
1853,1.550887291606224e-09,1.550887291606224e-09
1854,1.550887291606224e-09,1.550887291606224e-09
1855,1.550887291606224e-09,1.550887291606224e-09
1856,1.550887291606224e-09,1.550887291606224e-09
1857,6.964289462579082e-10,6.964289462579082e-10
1858,5.7603513229206473e-11,5.7603513229206473e-11
1859,5.7603513229206473e-11,5.7603513229206473e-11
1860,5.7603513229206473e-11,5.7603513229206473e-11
1861,5.7603513229206473e-11,5.7603513229206473e-11
1862,5.7603513229206473e-11,5.7603513229206473e-11
1863,5.7603513229206473e-11,5.7603513229206473e-11
1864,5.7603513229206473e-11,5.7603513229206473e-11
1865,1.7690620397153063e-10,1.7690620397153063e-10
1866,1.7690620397153063e-10,1.7690620397153063e-10
1867,1.7690620397153063e-10,1.7690620397153063e-10
1868,2.217179019746242e-10,2.217179019746242e-10
1869,2.217179019746242e-10,2.217179019746242e-10
1870,2.217179019746242e-10,2.217179019746242e-10
1871,2.217179019746242e-10,2.217179019746242e-10
1872,4.4811698003093574e-11,4.4811698003093574e-11
1873,8.382045058041854e-11,8.382045058041854e-11
1874,8.382045058041854e-11,8.382045058041854e-11
1875,3.900875257732496e-11,3.900875257732496e-11
1876,3.900875257732496e-11,3.900875257732496e-11
1877,3.900875257732496e-11,3.900875257732496e-11
1878,3.900875257732496e-11,3.900875257732496e-11
1879,3.900875257732496e-11,3.900875257732496e-11
1880,3.2886683455833425e-11,3.2886683455833425e-11
1881,6.445227883146641e-11,6.445227883146641e-11
1882,6.445227883146641e-11,6.445227883146641e-11
1883,9.65749068017528e-11,9.65749068017528e-11
1884,1.2708581409448527e-10,1.2708581409448527e-10
1885,1.2708581409448527e-10,1.2708581409448527e-10
1886,1.8226304592567592e-10,1.8226304592567592e-10
1887,1.493763624698425e-10,1.493763624698425e-10
1888,1.1781076709420953e-10,1.1781076709420953e-10
1889,1.1781076709420953e-10,1.1781076709420953e-10
1890,1.1098382926963017e-10,1.1098382926963017e-10
1891,8.047292197689769e-11,8.047292197689769e-11
1892,8.047292197689769e-11,8.047292197689769e-11
1893,2.529569014570703e-11,2.529569014570703e-11
1894,2.529569014570703e-11,2.529569014570703e-11
1895,6.763810543399172e-11,6.763810543399172e-11
1896,8.701853126957815e-11,8.701853126957815e-11
1897,1.174531067642854e-10,1.174531067642854e-10
1898,1.7156761329089372e-10,1.7156761329089372e-10
1899,1.8978151986434203e-10,1.8978151986434203e-10
1900,2.0785212440088685e-10,2.0785212440088685e-10
1901,4.649024260799146e-10,4.649024260799146e-10
1902,5.086514622197415e-10,5.086514622197415e-10
1903,7.283582150106684e-10,7.283582150106684e-10
1904,2.5750766875974408e-09,2.5750766875974408e-09
1905,2.734418259280653e-09,2.734418259280653e-09
1906,2.762749311070932e-09,2.762749311070932e-09
1907,2.8179295722249466e-09,2.8179295722249466e-09
1908,2.629501537145172e-09,2.629501537145172e-09
1909,2.5434100857170604e-09,2.5434100857170604e-09
1910,2.304322907090547e-09,2.304322907090547e-09
1911,4.0187416886336026e-10,4.0187416886336026e-10
1912,2.0283219845770465e-10,2.0283219845770465e-10
1913,1.991809961013732e-10,1.991809961013732e-10
1914,1.4054661997712055e-10,1.4054661997712055e-10
1915,8.786307594186939e-11,8.786307594186939e-11
1916,1.9322611169833185e-10,1.9322611169833185e-10
1917,2.071918460212961e-10,2.071918460212961e-10
1918,2.215720850843158e-10,2.215720850843158e-10
1919,2.781867077964303e-10,2.781867077964303e-10
1920,2.584946066720915e-10,2.584946066720915e-10
1921,3.282129419436762e-10,3.282129419436762e-10
1922,3.6057681146450804e-10,3.6057681146450804e-10
1923,2.7976722030301614e-10,2.7976722030301614e-10
1924,4.1233067159053757e-10,4.1233067159053757e-10
1925,3.9795043252751784e-10,3.9795043252751784e-10
1926,3.4984466514208027e-10,3.4984466514208027e-10
1927,3.2664301025902327e-10,3.2664301025902327e-10
1928,2.4230818542113145e-10,2.4230818542113145e-10
1929,1.9400559333629782e-10,1.9400559333629782e-10
1930,1.9667954170061412e-10,1.9667954170061412e-10
1931,5.015035609012841e-11,5.015035609012841e-11
1932,7.379360218123005e-11,7.379360218123005e-11
1933,7.403779771803748e-11,7.403779771803748e-11
1934,9.650567250092073e-11,9.650567250092073e-11
1935,9.650567250092073e-11,9.650567250092073e-11
1936,9.650567250092073e-11,9.650567250092073e-11
1937,6.927827954163388e-11,6.927827954163388e-11
1938,2.4329628589558894e-10,2.4329628589558894e-10
1939,2.196530398044873e-10,2.196530398044873e-10
1940,2.222791435040656e-10,2.222791435040656e-10
1941,1.9981126872118234e-10,1.9981126872118234e-10
1942,1.9981126872118234e-10,1.9981126872118234e-10
1943,2.2126459394858752e-10,2.2126459394858752e-10
1944,2.2126459394858752e-10,2.2126459394858752e-10
1945,4.724658759463247e-11,4.724658759463247e-11
1946,4.724658759463247e-11,4.724658759463247e-11
1947,2.1453325227405173e-11,2.1453325227405173e-11
1948,2.1453325227405173e-11,2.1453325227405173e-11
1949,3.84594875787617e-11,3.84594875787617e-11
1950,3.392613769280319e-11,3.392613769280319e-11
1951,5.0475236093979905e-11,5.0475236093979905e-11
1952,8.184313445212612e-11,8.184313445212612e-11
1953,8.184313445212612e-11,8.184313445212612e-11
1954,9.635909034974181e-11,9.635909034974181e-11
1955,9.635909034974181e-11,9.635909034974181e-11
1956,7.935292799838528e-11,7.935292799838528e-11
1957,1.516390316884981e-10,1.516390316884981e-10
1958,1.7079535603275227e-10,1.7079535603275227e-10
1959,1.5072139667290533e-10,1.5072139667290533e-10
1960,1.9307284045342954e-10,1.9307284045342954e-10
1961,1.8981245345336565e-10,1.8981245345336565e-10
1962,2.204177217730268e-10,2.204177217730268e-10
1963,2.4022543478251027e-10,2.4022543478251027e-10
1964,2.2296583627020742e-10,2.2296583627020742e-10
1965,2.0489057672712363e-10,2.0489057672712363e-10
1966,1.9359663772882437e-10,1.9359663772882437e-10
1967,1.5124519394830013e-10,1.5124519394830013e-10
1968,1.3998962505074834e-10,1.3998962505074834e-10
1969,1.1836124243412372e-10,1.1836124243412372e-10
1970,1.0732303835319407e-10,1.0732303835319407e-10
1971,4.432745837057439e-11,4.432745837057439e-11
1972,3.53927403257919e-11,3.53927403257919e-11
1973,3.53927403257919e-11,3.53927403257919e-11
1974,3.53927403257919e-11,3.53927403257919e-11
1975,9.215924055640455e-11,9.215924055640455e-11
1976,8.318235485336802e-11,8.318235485336802e-11
1977,7.441284592481421e-11,7.441284592481421e-11
1978,1.5522116132109838e-10,1.5522116132109838e-10
1979,1.4652571616353375e-10,1.4652571616353375e-10
1980,1.6219937099786515e-10,1.6219937099786515e-10
1981,1.6219937099786515e-10,1.6219937099786515e-10
1982,1.054328707672525e-10,1.054328707672525e-10
1983,1.2023788215076436e-10,1.2023788215076436e-10
1984,1.4228966318688815e-10,1.4228966318688815e-10
1985,6.699859714639648e-11,6.699859714639648e-11
1986,9.46328174552694e-11,9.46328174552694e-11
1987,9.902156475735272e-11,9.902156475735272e-11
1988,1.7526707466305628e-10,1.7526707466305628e-10
1989,1.885710982204739e-10,1.885710982204739e-10
1990,1.93738473676573e-10,1.93738473676573e-10
1991,1.84825229525882e-10,1.84825229525882e-10
1992,1.7671942579923694e-10,1.7671942579923694e-10
1993,1.941747209450411e-10,1.941747209450411e-10
1994,2.6515613415251897e-10,2.6515613415251897e-10
1995,1.9529775564598927e-10,1.9529775564598927e-10
1996,2.1350392733527583e-10,2.1350392733527583e-10
1997,2.0503658939336715e-10,2.0503658939336715e-10
1998,1.9767583998258383e-10,1.9767583998258383e-10
1999,1.9131349381679945e-10,1.9131349381679945e-10
2000,1.5141640768593208e-10,1.5141640768593208e-10
2001,6.544332238820973e-11,6.544332238820973e-11
2002,8.053040625217406e-11,8.053040625217406e-11
2003,6.449462244024445e-11,6.449462244024445e-11
2004,5.8036119560916126e-11,5.8036119560916126e-11
2005,8.206989403545885e-11,8.206989403545885e-11
2006,8.206989403545885e-11,8.206989403545885e-11
2007,9.297894795360203e-11,9.297894795360203e-11
2008,8.790821790743181e-11,8.790821790743181e-11
2009,6.643400264429365e-11,6.643400264429365e-11
2010,5.0959591209519066e-11,5.0959591209519066e-11
2011,4.5913045191145077e-11,4.5913045191145077e-11
2012,1.6101483241952915e-11,1.6101483241952915e-11
2013,1.6101483241952915e-11,1.6101483241952915e-11
2014,0.0,0.0
2015,0.0,0.0
2016,6.25848579310124e-12,6.25848579310124e-12
2017,7.301566758618113e-12,7.301566758618113e-12
2018,8.761880110341735e-12,8.761880110341735e-12
2019,1.095235013792717e-11,1.095235013792717e-11
