ngram,Heineken,Heneiken,Heneiken
1823,7.288372419874836e-08,0.0,0.0
1824,1.160866724652416e-07,0.0,0.0
1825,1.2107497886810442e-07,0.0,0.0
1826,1.3283510926141518e-07,0.0,0.0
1827,1.419028095028807e-07,6.274236368548308e-10,6.274236368548308e-10
1828,1.3651136754333493e-07,7.377529460355398e-10,7.377529460355398e-10
1829,1.1608376406156498e-07,7.377529460355398e-10,7.377529460355398e-10
1830,1.1279246717573902e-07,9.283620301075197e-10,9.283620301075197e-10
1831,6.427345386076208e-08,9.283620301075197e-10,9.283620301075197e-10
1832,5.6916016280946935e-08,9.283620301075197e-10,9.283620301075197e-10
1833,4.8742721858729965e-08,1.0108402924226466e-09,1.0108402924226466e-09
1834,6.847719064800068e-08,3.834166555678158e-10,3.834166555678158e-10
1835,7.017438896639305e-08,2.730873463871067e-10,2.730873463871067e-10
1836,1.3640055231332683e-07,2.675045090201016e-09,2.675045090201016e-09
1837,1.370919499826024e-07,2.4844360061290362e-09,2.4844360061290362e-09
1838,1.429997265997177e-07,2.4844360061290362e-09,2.4844360061290362e-09
1839,1.531609800256969e-07,2.4844360061290362e-09,2.4844360061290362e-09
1840,1.7709967892187706e-07,2.4019577438139095e-09,2.4019577438139095e-09
1841,1.596205641314035e-07,2.4019577438139095e-09,2.4019577438139095e-09
1842,1.7047607972894445e-07,2.4019577438139095e-09,2.4019577438139095e-09
1843,1.0919553870637953e-07,0.0,0.0
1844,1.152158251979277e-07,0.0,0.0
1845,1.1206322422400003e-07,0.0,0.0
1846,1.1183171925007887e-07,0.0,0.0
1847,8.802014507734515e-08,0.0,0.0
1848,8.315803004929226e-08,1.0937535004679993e-10,1.0937535004679993e-10
1849,7.69481869968201e-08,1.0937535004679993e-10,1.0937535004679993e-10
1850,8.16249874040815e-08,1.0937535004679993e-10,1.0937535004679993e-10
1851,7.990297591829534e-08,1.0937535004679993e-10,1.0937535004679993e-10
1852,8.218858482678115e-08,6.149910580788287e-10,6.149910580788287e-10
1853,6.714550134948435e-08,6.149910580788287e-10,6.149910580788287e-10
1854,6.789261825750665e-08,6.149910580788287e-10,6.149910580788287e-10
1855,6.45175209764862e-08,6.631209549721819e-10,6.631209549721819e-10
1856,5.373566709059625e-08,6.631209549721819e-10,6.631209549721819e-10
1857,4.4327021291629924e-08,7.112551817353311e-10,7.112551817353311e-10
1858,8.770036075134158e-08,8.26462208193744e-10,8.26462208193744e-10
1859,8.184543861692159e-08,3.2084650016171526e-10,3.2084650016171526e-10
1860,7.734663830051756e-08,3.2084650016171526e-10,3.2084650016171526e-10
1861,7.812466483260647e-08,3.2084650016171526e-10,3.2084650016171526e-10
1862,9.212416861105663e-08,1.6334125322156216e-10,1.6334125322156216e-10
1863,1.0012323871576103e-07,1.6334125322156216e-10,1.6334125322156216e-10
1864,1.0505609258716828e-07,2.0939726936524446e-10,2.0939726936524446e-10
1865,5.556813320595211e-08,9.41902429068315e-11,9.41902429068315e-11
1866,5.848395164978878e-08,9.41902429068315e-11,9.41902429068315e-11
1867,5.9475890625191955e-08,9.41902429068315e-11,9.41902429068315e-11
1868,5.3745843458281277e-08,9.41902429068315e-11,9.41902429068315e-11
1869,3.6711794873919446e-08,9.41902429068315e-11,9.41902429068315e-11
1870,3.664541597154474e-08,9.41902429068315e-11,9.41902429068315e-11
1871,3.209326810653985e-08,0.0,0.0
1872,3.306638201345484e-08,0.0,0.0
1873,3.223840331198094e-08,0.0,0.0
1874,3.116895275212528e-08,0.0,0.0
1875,3.709735705927285e-08,0.0,0.0
1876,3.6457350408422174e-08,0.0,0.0
1877,3.482408571033245e-08,0.0,0.0
1878,5.4740932548773865e-08,0.0,0.0
1879,5.54504784945818e-08,0.0,0.0
1880,5.355639791965976e-08,0.0,0.0
1881,5.5899985085261505e-08,0.0,0.0
1882,5.1340040790088485e-08,3.240957898878857e-11,3.240957898878857e-11
1883,5.1393680422506804e-08,3.240957898878857e-11,3.240957898878857e-11
1884,4.732121386804725e-08,3.240957898878857e-11,3.240957898878857e-11
1885,2.512168517654345e-08,3.240957898878857e-11,3.240957898878857e-11
1886,2.674856514062185e-08,3.240957898878857e-11,3.240957898878857e-11
1887,2.6521785783424027e-08,3.240957898878857e-11,3.240957898878857e-11
1888,2.3027208711263418e-08,3.240957898878857e-11,3.240957898878857e-11
1889,2.190366110710329e-08,0.0,0.0
1890,1.9509268740185755e-08,0.0,0.0
1891,1.7642464885828498e-08,0.0,0.0
1892,1.8688402698379443e-08,0.0,0.0
1893,1.4858024398124923e-08,0.0,0.0
1894,1.497233118438349e-08,0.0,0.0
1895,1.6447719884484158e-08,0.0,0.0
1896,1.5306662033103587e-08,0.0,0.0
1897,1.5523277837762147e-08,0.0,0.0
1898,1.5822740133992445e-08,0.0,0.0
1899,1.5392239800198533e-08,0.0,0.0
1900,1.5155927243374175e-08,0.0,0.0
1901,1.6596039780531717e-08,0.0,0.0
1902,1.4396975484792002e-08,0.0,0.0
1903,1.4572491848139992e-08,0.0,0.0
1904,1.463904927437706e-08,0.0,0.0
1905,1.507588917196553e-08,0.0,0.0
1906,1.5744329712979218e-08,0.0,0.0
1907,1.4590078034615317e-08,0.0,0.0
1908,1.1990224368929603e-08,0.0,0.0
1909,1.2965908410425949e-08,0.0,0.0
1910,1.3560896405806488e-08,0.0,0.0
1911,1.4524952161666858e-08,0.0,0.0
1912,1.3389900489966879e-08,0.0,0.0
1913,1.4009547807550656e-08,0.0,0.0
1914,1.4766068368032848e-08,0.0,0.0
1915,1.5973481585060005e-08,0.0,0.0
1916,1.618337083389828e-08,0.0,0.0
1917,1.7642560682215195e-08,0.0,0.0
1918,2.0180433578177925e-08,0.0,0.0
1919,2.2102034234551737e-08,0.0,0.0
1920,2.153778945666675e-08,0.0,0.0
1921,2.185738015977482e-08,0.0,0.0
1922,2.272072993240012e-08,0.0,0.0
1923,2.2404179337140055e-08,0.0,0.0
1924,2.072732893257775e-08,0.0,0.0
1925,1.6991128123525608e-08,0.0,0.0
1926,1.4537733810422132e-08,0.0,0.0
1927,1.440323225766958e-08,0.0,0.0
1928,1.3385516695052502e-08,0.0,0.0
1929,1.2484612454954913e-08,0.0,0.0
1930,1.3283185345309384e-08,0.0,0.0
1931,1.2695324093568518e-08,2.6233009812034627e-11,2.6233009812034627e-11
1932,1.2477999141883141e-08,2.6233009812034627e-11,2.6233009812034627e-11
1933,1.2351450211817955e-08,2.6233009812034627e-11,2.6233009812034627e-11
1934,1.230463699185082e-08,2.6233009812034627e-11,2.6233009812034627e-11
1935,1.2152424653878922e-08,2.6233009812034627e-11,2.6233009812034627e-11
1936,1.1906024927859399e-08,2.6233009812034627e-11,2.6233009812034627e-11
1937,1.1984140473637289e-08,2.6233009812034627e-11,2.6233009812034627e-11
1938,1.2367942479686787e-08,0.0,0.0
1939,1.1989893649350897e-08,0.0,0.0
1940,1.1979102027786276e-08,0.0,0.0
1941,1.2240904036429714e-08,0.0,0.0
1942,1.2041854624555981e-08,0.0,0.0
1943,1.098251407276913e-08,0.0,0.0
1944,8.380330651647228e-09,0.0,0.0
1945,8.44063555557487e-09,0.0,0.0
1946,8.537193174618096e-09,0.0,0.0
1947,1.1710934698174112e-08,0.0,0.0
1948,1.1227891886075473e-08,0.0,0.0
1949,1.130897026817885e-08,0.0,0.0
1950,1.1456648835966071e-08,0.0,0.0
1951,1.220659262557433e-08,0.0,0.0
1952,1.3354600155882475e-08,0.0,0.0
1953,1.6281446540184722e-08,0.0,0.0
1954,1.479045838185097e-08,0.0,0.0
1955,1.5867426103203082e-08,0.0,0.0
1956,1.7059462414132602e-08,0.0,0.0
1957,1.839061411093975e-08,0.0,0.0
1958,2.062793390069016e-08,0.0,0.0
1959,2.2600282280547746e-08,0.0,0.0
1960,2.3691902788820178e-08,0.0,0.0
1961,2.615498040370312e-08,0.0,0.0
1962,2.77883851802179e-08,0.0,0.0
1963,2.8686698730747854e-08,0.0,0.0
1964,2.9627319518356543e-08,0.0,0.0
1965,3.071378199389788e-08,0.0,0.0
1966,3.3695165514911555e-08,0.0,0.0
1967,3.279116711496499e-08,0.0,0.0
1968,3.269726026441536e-08,0.0,0.0
1969,3.4115278728969704e-08,0.0,0.0
1970,3.6933568838191736e-08,0.0,0.0
1971,4.161561584226092e-08,0.0,0.0
1972,4.3795513755234035e-08,0.0,0.0
1973,4.636522201094197e-08,0.0,0.0
1974,4.8555127664583e-08,0.0,0.0
1975,4.870210038429182e-08,0.0,0.0
1976,5.0100425141863525e-08,0.0,0.0
1977,5.0454987997129915e-08,0.0,0.0
1978,4.979282357859509e-08,0.0,0.0
1979,5.820406708981604e-08,0.0,0.0
1980,5.832787814646119e-08,0.0,0.0
1981,6.350959935730316e-08,0.0,0.0
1982,6.863283021272895e-08,0.0,0.0
1983,8.127746653485701e-08,0.0,0.0
1984,1.1600546961127683e-07,0.0,0.0
1985,1.2537954319213895e-07,0.0,0.0
1986,1.2732371296968787e-07,0.0,0.0
1987,1.3636126031510036e-07,0.0,0.0
1988,1.3832808930049267e-07,0.0,0.0
1989,1.4189689169695286e-07,0.0,0.0
1990,1.5049433699232395e-07,0.0,0.0
1991,1.3000780033475427e-07,6.569268442716389e-12,6.569268442716389e-12
1992,1.3555788212573005e-07,6.569268442716389e-12,6.569268442716389e-12
1993,1.4335356114867993e-07,6.569268442716389e-12,6.569268442716389e-12
1994,1.4744168298973038e-07,6.569268442716389e-12,6.569268442716389e-12
1995,1.6148753851601733e-07,6.569268442716389e-12,6.569268442716389e-12
1996,1.7468255261324623e-07,6.569268442716389e-12,6.569268442716389e-12
1997,1.7846454219189972e-07,2.3826840797999285e-11,2.3826840797999285e-11
1998,1.8927255699249406e-07,1.72575723552829e-11,1.72575723552829e-11
1999,1.9833085827615703e-07,1.72575723552829e-11,1.72575723552829e-11
2000,2.0360650004087282e-07,3.283485983107681e-11,3.283485983107681e-11
2001,2.1123225378362675e-07,3.790558987724703e-11,3.790558987724703e-11
2002,2.2660716427123718e-07,3.790558987724703e-11,3.790558987724703e-11
2003,2.3549328683917077e-07,3.790558987724703e-11,3.790558987724703e-11
2004,2.414724308761963e-07,2.0648017521964134e-11,2.0648017521964134e-11
2005,2.4234774238201293e-07,2.5616611014951066e-11,2.5616611014951066e-11
2006,2.4083114575595186e-07,2.5616611014951066e-11,2.5616611014951066e-11
2007,2.5292280879187145e-07,1.0039323539157152e-11,1.0039323539157152e-11
2008,2.59440958367512e-07,1.0259673071428515e-11,1.0259673071428515e-11
2009,2.4221335844945966e-07,1.4408352239489046e-11,1.4408352239489046e-11
2010,2.3477676742394188e-07,2.2596144449596853e-11,2.2596144449596853e-11
2011,2.376418543852716e-07,3.6523335199466016e-11,3.6523335199466016e-11
2012,2.46938461551898e-07,3.155474170647908e-11,3.155474170647908e-11
2013,2.500295782478393e-07,3.6905764406815396e-11,3.6905764406815396e-11
2014,2.3773906272188989e-07,4.2101514486993426e-11,4.2101514486993426e-11
2015,2.223630722093211e-07,3.681043490855185e-11,3.681043490855185e-11
2016,2.416041188065979e-07,3.266175574049132e-11,3.266175574049132e-11
2017,2.485430646477956e-07,2.8552957452114096e-11,2.8552957452114096e-11
2018,2.406088924544747e-07,1.476548189272009e-11,1.476548189272009e-11
2019,2.2759171969255476e-07,1.845685236590011e-11,1.845685236590011e-11
