ngram,Nokia,Noka,Nokia,Noka
1640,0.0,0.0,0.0,0.0
1641,0.0,0.0,0.0,0.0
1642,0.0,0.0,0.0,0.0
1643,0.0,0.0,0.0,0.0
1644,0.0,0.0,0.0,0.0
1645,0.0,0.0,0.0,0.0
1646,0.0,0.0,0.0,0.0
1647,0.0,0.0,0.0,0.0
1648,0.0,0.0,0.0,0.0
1649,0.0,0.0,0.0,0.0
1650,0.0,0.0,0.0,0.0
1651,0.0,0.0,0.0,0.0
1652,0.0,0.0,0.0,0.0
1653,0.0,0.0,0.0,0.0
1654,0.0,0.0,0.0,0.0
1655,0.0,0.0,0.0,0.0
1656,0.0,0.0,0.0,0.0
1657,0.0,0.0,0.0,0.0
1658,0.0,0.0,0.0,0.0
1659,0.0,0.0,0.0,0.0
1660,0.0,0.0,0.0,0.0
1661,0.0,0.0,0.0,0.0
1662,0.0,0.0,0.0,0.0
1663,0.0,0.0,0.0,0.0
1664,0.0,0.0,0.0,0.0
1665,0.0,0.0,0.0,0.0
1666,0.0,0.0,0.0,0.0
1667,0.0,0.0,0.0,0.0
1668,0.0,0.0,0.0,0.0
1669,0.0,0.0,0.0,0.0
1670,0.0,0.0,0.0,0.0
1671,0.0,0.0,0.0,0.0
1672,0.0,0.0,0.0,0.0
1673,0.0,0.0,0.0,0.0
1674,0.0,0.0,0.0,0.0
1675,0.0,0.0,0.0,0.0
1676,0.0,0.0,0.0,0.0
1677,0.0,0.0,0.0,0.0
1678,0.0,0.0,0.0,0.0
1679,0.0,0.0,0.0,0.0
1680,0.0,0.0,0.0,0.0
1681,0.0,0.0,0.0,0.0
1682,0.0,0.0,0.0,0.0
1683,0.0,0.0,0.0,0.0
1684,0.0,0.0,0.0,0.0
1685,0.0,0.0,0.0,0.0
1686,0.0,0.0,0.0,0.0
1687,0.0,0.0,0.0,0.0
1688,0.0,0.0,0.0,0.0
1689,0.0,0.0,0.0,0.0
1690,0.0,0.0,0.0,0.0
1691,0.0,0.0,0.0,0.0
1692,0.0,0.0,0.0,0.0
1693,0.0,0.0,0.0,0.0
1694,0.0,0.0,0.0,0.0
1695,0.0,0.0,0.0,0.0
1696,0.0,0.0,0.0,0.0
1697,0.0,0.0,0.0,0.0
1698,0.0,0.0,0.0,0.0
1699,0.0,0.0,0.0,0.0
1700,0.0,0.0,0.0,0.0
1701,0.0,0.0,0.0,0.0
1702,0.0,0.0,0.0,0.0
1703,0.0,0.0,0.0,0.0
1704,0.0,0.0,0.0,0.0
1705,0.0,0.0,0.0,0.0
1706,0.0,0.0,0.0,0.0
1707,0.0,0.0,0.0,0.0
1708,0.0,0.0,0.0,0.0
1709,0.0,0.0,0.0,0.0
1710,0.0,0.0,0.0,0.0
1711,0.0,0.0,0.0,0.0
1712,0.0,0.0,0.0,0.0
1713,0.0,0.0,0.0,0.0
1714,0.0,0.0,0.0,0.0
1715,0.0,0.0,0.0,0.0
1716,0.0,0.0,0.0,0.0
1717,0.0,0.0,0.0,0.0
1718,0.0,0.0,0.0,0.0
1719,0.0,0.0,0.0,0.0
1720,0.0,0.0,0.0,0.0
1721,0.0,0.0,0.0,0.0
1722,0.0,0.0,0.0,0.0
1723,0.0,0.0,0.0,0.0
1724,0.0,0.0,0.0,0.0
1725,0.0,0.0,0.0,0.0
1726,0.0,0.0,0.0,0.0
1727,0.0,0.0,0.0,0.0
1728,0.0,0.0,0.0,0.0
1729,0.0,0.0,0.0,0.0
1730,0.0,0.0,0.0,0.0
1731,0.0,0.0,0.0,0.0
1732,0.0,0.0,0.0,0.0
1733,0.0,0.0,0.0,0.0
1734,0.0,0.0,0.0,0.0
1735,0.0,0.0,0.0,0.0
1736,0.0,0.0,0.0,0.0
1737,0.0,0.0,0.0,0.0
1738,0.0,0.0,0.0,0.0
1739,0.0,0.0,0.0,0.0
1740,0.0,0.0,0.0,0.0
1741,0.0,0.0,0.0,0.0
1742,0.0,0.0,0.0,0.0
1743,0.0,0.0,0.0,0.0
1744,0.0,0.0,0.0,0.0
1745,0.0,0.0,0.0,0.0
1746,0.0,0.0,0.0,0.0
1747,0.0,0.0,0.0,0.0
1748,0.0,0.0,0.0,0.0
1749,0.0,0.0,0.0,0.0
1750,0.0,0.0,0.0,0.0
1751,3.569138635433384e-09,0.0,3.569138635433384e-09,0.0
1752,3.569138635433384e-09,0.0,3.569138635433384e-09,0.0
1753,3.569138635433384e-09,0.0,3.569138635433384e-09,0.0
1754,3.569138635433384e-09,0.0,3.569138635433384e-09,0.0
1755,3.569138635433384e-09,0.0,3.569138635433384e-09,0.0
1756,3.569138635433384e-09,0.0,3.569138635433384e-09,0.0
1757,3.569138635433384e-09,0.0,3.569138635433384e-09,0.0
1758,0.0,0.0,0.0,0.0
1759,0.0,0.0,0.0,0.0
1760,0.0,0.0,0.0,0.0
1761,0.0,0.0,0.0,0.0
1762,0.0,0.0,0.0,0.0
1763,0.0,0.0,0.0,0.0
1764,0.0,0.0,0.0,0.0
1765,0.0,0.0,0.0,0.0
1766,0.0,0.0,0.0,0.0
1767,0.0,0.0,0.0,0.0
1768,0.0,0.0,0.0,0.0
1769,0.0,0.0,0.0,0.0
1770,0.0,0.0,0.0,0.0
1771,0.0,0.0,0.0,0.0
1772,0.0,0.0,0.0,0.0
1773,0.0,0.0,0.0,0.0
1774,0.0,0.0,0.0,0.0
1775,0.0,0.0,0.0,0.0
1776,0.0,0.0,0.0,0.0
1777,0.0,0.0,0.0,0.0
1778,0.0,0.0,0.0,0.0
1779,0.0,0.0,0.0,0.0
1780,0.0,0.0,0.0,0.0
1781,0.0,1.9125168750276445e-09,0.0,1.9125168750276445e-09
1782,0.0,1.9125168750276445e-09,0.0,1.9125168750276445e-09
1783,0.0,1.9125168750276445e-09,0.0,1.9125168750276445e-09
1784,0.0,1.9125168750276445e-09,0.0,1.9125168750276445e-09
1785,0.0,1.9125168750276445e-09,0.0,1.9125168750276445e-09
1786,0.0,1.9125168750276445e-09,0.0,1.9125168750276445e-09
1787,0.0,1.9125168750276445e-09,0.0,1.9125168750276445e-09
1788,0.0,1.3065520728819786e-09,0.0,1.3065520728819786e-09
1789,0.0,2.4699368899356547e-09,0.0,2.4699368899356547e-09
1790,0.0,2.4699368899356547e-09,0.0,2.4699368899356547e-09
1791,0.0,2.4699368899356547e-09,0.0,2.4699368899356547e-09
1792,0.0,2.4699368899356547e-09,0.0,2.4699368899356547e-09
1793,0.0,2.4699368899356547e-09,0.0,2.4699368899356547e-09
1794,0.0,2.4699368899356547e-09,0.0,2.4699368899356547e-09
1795,0.0,1.163384817053676e-09,0.0,1.163384817053676e-09
1796,0.0,0.0,0.0,0.0
1797,0.0,0.0,0.0,0.0
1798,0.0,0.0,0.0,0.0
1799,0.0,6.00769592803577e-10,0.0,6.00769592803577e-10
1800,0.0,6.00769592803577e-10,0.0,6.00769592803577e-10
1801,0.0,6.00769592803577e-10,0.0,6.00769592803577e-10
1802,0.0,6.00769592803577e-10,0.0,6.00769592803577e-10
1803,0.0,6.00769592803577e-10,0.0,6.00769592803577e-10
1804,0.0,6.00769592803577e-10,0.0,6.00769592803577e-10
1805,0.0,6.00769592803577e-10,0.0,6.00769592803577e-10
1806,0.0,0.0,0.0,0.0
1807,0.0,0.0,0.0,0.0
1808,2.35363189255671e-10,0.0,2.35363189255671e-10,0.0
1809,2.35363189255671e-10,3.618496296249012e-10,2.35363189255671e-10,3.618496296249012e-10
1810,2.35363189255671e-10,3.618496296249012e-10,2.35363189255671e-10,3.618496296249012e-10
1811,4.697471300829648e-10,3.618496296249012e-10,4.697471300829648e-10,3.618496296249012e-10
1812,4.697471300829648e-10,3.618496296249012e-10,4.697471300829648e-10,3.618496296249012e-10
1813,6.637265340511281e-10,3.618496296249012e-10,6.637265340511281e-10,3.618496296249012e-10
1814,6.637265340511281e-10,3.618496296249012e-10,6.637265340511281e-10,3.618496296249012e-10
1815,6.215040545701608e-10,3.618496296249012e-10,6.215040545701608e-10,3.618496296249012e-10
1816,6.215040545701608e-10,3.803454376846308e-10,6.215040545701608e-10,3.803454376846308e-10
1817,7.928516256226561e-10,5.51693008737126e-10,7.928516256226561e-10,5.51693008737126e-10
1818,5.584676847953623e-10,5.51693008737126e-10,5.584676847953623e-10,5.51693008737126e-10
1819,1.0093600241337493e-09,1.4534776874139003e-09,1.0093600241337493e-09,1.4534776874139003e-09
1820,8.15380620165586e-10,1.4534776874139003e-09,8.15380620165586e-10,1.4534776874139003e-09
1821,8.15380620165586e-10,1.4534776874139003e-09,8.15380620165586e-10,1.4534776874139003e-09
1822,6.222399103908824e-10,1.578246588973542e-09,6.222399103908824e-10,1.578246588973542e-09
1823,6.222399103908824e-10,1.197901151288911e-09,6.222399103908824e-10,1.197901151288911e-09
1824,4.508923393383871e-10,1.026553580236416e-09,4.508923393383871e-10,1.026553580236416e-09
1825,4.508923393383871e-10,1.026553580236416e-09,4.508923393383871e-10,1.026553580236416e-09
1826,1.1849824296409191e-10,1.2476890155964171e-10,1.1849824296409191e-10,1.2476890155964171e-10
1827,1.1849824296409191e-10,1.2476890155964171e-10,1.1849824296409191e-10,1.2476890155964171e-10
1828,1.1849824296409191e-10,1.2476890155964171e-10,1.1849824296409191e-10,1.2476890155964171e-10
1829,3.9959535680367253e-10,0.0,3.9959535680367253e-10,0.0
1830,3.9959535680367253e-10,0.0,3.9959535680367253e-10,0.0
1831,3.9959535680367253e-10,2.786839965145711e-10,3.9959535680367253e-10,2.786839965145711e-10
1832,3.9959535680367253e-10,4.4898291433932107e-10,3.9959535680367253e-10,4.4898291433932107e-10
1833,3.635753761547075e-10,4.4898291433932107e-10,3.635753761547075e-10,4.4898291433932107e-10
1834,1.2772375379555e-09,4.4898291433932107e-10,1.2772375379555e-09,4.4898291433932107e-10
1835,1.361020938807554e-09,2.9624849557612673e-09,1.361020938807554e-09,2.9624849557612673e-09
1836,1.154985004462158e-09,3.1876684942438213e-09,1.154985004462158e-09,3.1876684942438213e-09
1837,1.3873092278135095e-09,3.265109904670993e-09,1.3873092278135095e-09,3.265109904670993e-09
1838,1.7689379564319756e-09,2.986425908156422e-09,1.7689379564319756e-09,2.986425908156422e-09
1839,1.920500829794796e-09,2.816126990331672e-09,1.920500829794796e-09,2.816126990331672e-09
1840,1.838022567479669e-09,2.816126990331672e-09,1.838022567479669e-09,2.816126990331672e-09
1841,9.94338016686263e-10,2.9560822123464447e-09,9.94338016686263e-10,2.9560822123464447e-09
1842,1.0321854958052411e-09,5.642110508955308e-10,1.0321854958052411e-09,5.642110508955308e-10
1843,9.571243163110564e-10,1.2570709314755187e-09,9.571243163110564e-10,1.2570709314755187e-09
1844,7.248000929597051e-10,1.3131952350927838e-09,7.248000929597051e-10,1.3131952350927838e-09
1845,3.43171364341239e-10,1.5801502963240311e-09,3.43171364341239e-10,1.5801502963240311e-09
1846,2.568289906143154e-10,2.754119281840011e-09,2.568289906143154e-10,2.754119281840011e-09
1847,3.1743445570521697e-10,4.996521609155837e-09,3.1743445570521697e-10,4.996521609155837e-09
1848,2.474568446978306e-10,5.786256870469028e-09,2.474568446978306e-10,5.786256870469028e-09
1849,1.795655013570041e-10,6.846895764641861e-09,1.795655013570041e-10,6.846895764641861e-09
1850,1.795655013570041e-10,6.640900987850021e-09,1.795655013570041e-10,6.640900987850021e-09
1851,2.724226915480037e-10,6.739478245318001e-09,2.724226915480037e-10,6.739478245318001e-09
1852,2.724226915480037e-10,7.48375460015081e-09,2.724226915480037e-10,7.48375460015081e-09
1853,2.0720219191210683e-10,7.757565796089644e-09,2.0720219191210683e-10,7.757565796089644e-09
1854,1.9709858745109443e-10,8.44427134565657e-09,1.9709858745109443e-10,8.44427134565657e-09
1855,2.4960033643114544e-10,8.984629833770036e-09,2.4960033643114544e-10,8.984629833770036e-09
1856,2.952584089919798e-10,8.100552895129454e-09,2.952584089919798e-10,8.100552895129454e-09
1857,4.3966108928142743e-10,8.06238342754284e-09,4.3966108928142743e-10,8.06238342754284e-09
1858,4.0440741231963425e-10,7.830240456030424e-09,4.0440741231963425e-10,7.830240456030424e-09
1859,4.653368008382992e-10,6.819009039966366e-09,4.653368008382992e-10,6.819009039966366e-09
1860,5.263320097219954e-10,5.43222406739525e-09,5.263320097219954e-10,5.43222406739525e-09
1861,5.888035099171113e-10,3.576363078699225e-09,5.888035099171113e-10,3.576363078699225e-09
1862,1.4835123883307132e-09,3.0535247346514485e-09,1.4835123883307132e-09,3.0535247346514485e-09
1863,1.4318526602481135e-09,3.5191379968832084e-09,1.4318526602481135e-09,3.5191379968832084e-09
1864,1.2874499799586658e-09,2.939449065105951e-09,1.2874499799586658e-09,2.939449065105951e-09
1865,1.274073017722342e-09,3.116355269077482e-09,1.274073017722342e-09,3.116355269077482e-09
1866,1.2573832491075925e-09,3.426032600474725e-09,1.2573832491075925e-09,3.426032600474725e-09
1867,1.3260254124894795e-09,3.4514623064347508e-09,1.3260254124894795e-09,3.4514623064347508e-09
1868,1.3026754476706616e-09,2.5126505162223876e-09,1.3026754476706616e-09,2.5126505162223876e-09
1869,4.3463659258970363e-10,2.238399925731065e-09,4.3463659258970363e-10,2.238399925731065e-09
1870,3.868987114812634e-10,1.5590667487178474e-09,3.868987114812634e-10,1.5590667487178474e-09
1871,4.680508361839689e-10,1.464876505811016e-09,4.680508361839689e-10,1.464876505811016e-09
1872,4.6477599546790316e-10,1.5336805635003869e-09,4.6477599546790316e-10,1.5336805635003869e-09
1873,8.496326578796446e-10,1.3800382424124435e-09,8.496326578796446e-10,1.3800382424124435e-09
1874,7.199952856140612e-10,2.008946199870211e-09,7.199952856140612e-10,2.008946199870211e-09
1875,7.10601950298135e-10,2.8773868525939453e-09,7.10601950298135e-10,2.8773868525939453e-09
1876,6.69762162397447e-10,2.5110826909876695e-09,6.69762162397447e-10,2.5110826909876695e-09
1877,7.047138349060487e-10,1.1164528349435647e-08,7.047138349060487e-10,1.1164528349435647e-08
1878,8.775592316315592e-10,2.1904994897324415e-08,8.775592316315592e-10,2.1904994897324415e-08
1879,9.41348959100046e-10,2.242738856533017e-08,9.41348959100046e-10,2.242738856533017e-08
1880,6.437994106077229e-10,2.3225067361362254e-08,6.437994106077229e-10,2.3225067361362254e-08
1881,8.016273835208056e-10,2.3014784015070892e-08,8.016273835208056e-10,2.3014784015070892e-08
1882,7.213973228305446e-10,2.343792972401916e-08,7.213973228305446e-10,2.343792972401916e-08
1883,6.830653384185378e-10,2.3613113274225028e-08,6.830653384185378e-10,2.3613113274225028e-08
1884,6.48113665909936e-10,1.5302347389223314e-08,6.48113665909936e-10,1.5302347389223314e-08
1885,5.682558154188452e-10,4.648950676803107e-09,5.682558154188452e-10,4.648950676803107e-09
1886,4.911029935891368e-10,4.156732918187649e-09,4.911029935891368e-10,4.156732918187649e-09
1887,4.42458167326798e-10,3.341188952494483e-09,4.42458167326798e-10,3.341188952494483e-09
1888,3.3863587925849915e-10,2.890145111329139e-09,3.3863587925849915e-10,2.890145111329139e-09
1889,3.6480677407484714e-10,1.7520034986276807e-09,3.6480677407484714e-10,1.7520034986276807e-09
1890,3.9010246422055417e-10,1.5231209666526674e-09,3.9010246422055417e-10,1.5231209666526674e-09
1891,5.181277212829016e-10,1.300808686956399e-09,5.181277212829016e-10,1.300808686956399e-09
1892,3.889312146153147e-10,1.730585226709737e-09,3.889312146153147e-10,1.730585226709737e-09
1893,4.0746594590476294e-10,1.59306910123875e-09,4.0746594590476294e-10,1.59306910123875e-09
1894,3.466558111992717e-10,1.8083676262785936e-09,3.466558111992717e-10,1.8083676262785936e-09
1895,3.349925416427725e-10,2.135443679028372e-09,3.349925416427725e-10,2.135443679028372e-09
1896,3.863433501687703e-10,2.157650645452845e-09,3.863433501687703e-10,2.157650645452845e-09
1897,2.794602478000436e-09,2.369112636227807e-09,2.794602478000436e-09,2.369112636227807e-09
1898,2.883035247044522e-09,3.661440198651381e-09,2.883035247044522e-09,3.661440198651381e-09
1899,3.09308677480326e-09,3.2720911694436185e-09,3.09308677480326e-09,3.2720911694436185e-09
1900,3.101175241207851e-09,3.6216274423850336e-09,3.101175241207851e-09,3.6216274423850336e-09
1901,3.11335684217389e-09,3.679439546695156e-09,3.11335684217389e-09,3.679439546695156e-09
1902,3.0882327171712275e-09,3.504977292528062e-09,3.0882327171712275e-09,3.504977292528062e-09
1903,3.0585284463821185e-09,3.354281931576354e-09,3.0585284463821185e-09,3.354281931576354e-09
1904,7.676572869438506e-10,3.4923051434836746e-09,7.676572869438506e-10,3.4923051434836746e-09
1905,8.561365108913524e-10,2.162852658876042e-09,8.561365108913524e-10,2.162852658876042e-09
1906,6.321717911055608e-10,2.20602016019557e-09,6.321717911055608e-10,2.20602016019557e-09
1907,7.098115389109999e-10,2.0990183559531162e-09,7.098115389109999e-10,2.0990183559531162e-09
1908,6.892626192023243e-10,1.8387068851615546e-09,6.892626192023243e-10,1.8387068851615546e-09
1909,6.996063470606931e-10,1.9214886031499692e-09,6.996063470606931e-10,1.9214886031499692e-09
1910,7.068844735748568e-10,1.941157710762452e-09,7.068844735748568e-10,1.941157710762452e-09
1911,6.900022002178017e-10,1.4645169997353135e-09,6.900022002178017e-10,1.4645169997353135e-09
1912,3.994790579680314e-10,1.7868811668415268e-09,3.994790579680314e-10,1.7868811668415268e-09
1913,6.258116297000857e-10,1.7877913435374433e-09,6.258116297000857e-10,1.7877913435374433e-09
1914,5.670425131427364e-10,1.7138331071769081e-09,5.670425131427364e-10,1.7138331071769081e-09
1915,6.489503944138799e-10,1.9932096132332535e-09,6.489503944138799e-10,1.9932096132332535e-09
1916,7.267514120263512e-10,1.7339121368856576e-09,7.267514120263512e-10,1.7339121368856576e-09
1917,8.951076021263787e-10,1.8202005260180088e-09,8.951076021263787e-10,1.8202005260180088e-09
1918,8.412074162245098e-10,1.9388632088723767e-09,8.412074162245098e-10,1.9388632088723767e-09
1919,1.4518461433077334e-09,1.7186927238542283e-09,1.4518461433077334e-09,1.7186927238542283e-09
1920,1.4265001481637641e-09,1.6631259742399302e-09,1.4265001481637641e-09,1.6631259742399302e-09
1921,1.7188686109369046e-09,1.3842913046005885e-09,1.7188686109369046e-09,1.3842913046005885e-09
1922,2.106262212261559e-09,1.2920639360012943e-09,2.106262212261559e-09,1.2920639360012943e-09
1923,2.6147352695714078e-09,2.1458841925614536e-09,2.6147352695714078e-09,2.1458841925614536e-09
1924,2.9285571745418792e-09,2.271279727786687e-09,2.9285571745418792e-09,2.271279727786687e-09
1925,3.086707730684931e-09,2.37189327702479e-09,3.086707730684931e-09,2.37189327702479e-09
1926,2.5762697134342918e-09,2.5145974429691923e-09,2.5762697134342918e-09,2.5145974429691923e-09
1927,2.366991543244014e-09,2.739664844193206e-09,2.366991543244014e-09,2.739664844193206e-09
1928,2.0927785813830623e-09,2.8484101585338604e-09,2.0927785813830623e-09,2.8484101585338604e-09
1929,1.7361816310021032e-09,2.6872925947988134e-09,1.7361816310021032e-09,2.6872925947988134e-09
1930,1.2584824967846027e-09,2.130097320751645e-09,1.2584824967846027e-09,2.130097320751645e-09
1931,1.1409369996392575e-09,2.6837412133876424e-09,1.1409369996392575e-09,2.6837412133876424e-09
1932,1.2891771816736508e-09,2.6933122874796466e-09,1.2891771816736508e-09,2.6933122874796466e-09
1933,1.985412925334781e-09,2.883045056657961e-09,1.985412925334781e-09,2.883045056657961e-09
1934,2.5468392632938777e-09,3.1935377675651466e-09,2.5468392632938777e-09,3.1935377675651466e-09
1935,2.7000469875788316e-09,3.59001682350067e-09,2.7000469875788316e-09,3.59001682350067e-09
1936,3.013304066585525e-09,4.5017627403609595e-09,3.013304066585525e-09,4.5017627403609595e-09
1937,3.168918524413097e-09,5.701118434485255e-09,3.168918524413097e-09,5.701118434485255e-09
1938,7.077888275475175e-09,5.039509317786692e-09,7.077888275475175e-09,5.039509317786692e-09
1939,6.749384388683919e-09,5.7553036622185314e-09,6.749384388683919e-09,5.7553036622185314e-09
1940,5.938533827386041e-09,5.643029535714764e-09,5.938533827386041e-09,5.643029535714764e-09
1941,5.381947681166415e-09,5.515453998279034e-09,5.381947681166415e-09,5.515453998279034e-09
1942,5.262042238448775e-09,5.928623750658549e-09,5.262042238448775e-09,5.928623750658549e-09
1943,4.951076128443889e-09,5.226037126858176e-09,4.951076128443889e-09,5.226037126858176e-09
1944,4.943894539786799e-09,4.914117366995794e-09,4.943894539786799e-09,4.914117366995794e-09
1945,1.0844321393247265e-09,5.006726525432928e-09,1.0844321393247265e-09,5.006726525432928e-09
1946,1.5807315179028336e-09,4.565111463453572e-09,1.5807315179028336e-09,4.565111463453572e-09
1947,3.2033151091998794e-09,4.6710906254077145e-09,3.2033151091998794e-09,4.6710906254077145e-09
1948,4.218836557878802e-09,5.275697719956238e-09,4.218836557878802e-09,5.275697719956238e-09
1949,4.468431910201584e-09,5.162493924412306e-09,4.468431910201584e-09,5.162493924412306e-09
1950,9.128065033995166e-09,6.028412245586066e-09,9.128065033995166e-09,6.028412245586066e-09
1951,9.455811816090026e-09,5.360367832147566e-09,9.455811816090026e-09,5.360367832147566e-09
1952,1.0178556410421282e-08,5.800544742941481e-09,1.0178556410421282e-08,5.800544742941481e-09
1953,1.5029566353368702e-08,6.222895595645436e-09,1.5029566353368702e-08,6.222895595645436e-09
1954,1.8226279977337105e-08,7.29617934323658e-09,1.8226279977337105e-08,7.29617934323658e-09
1955,1.822676612813926e-08,7.283636868241469e-09,1.822676612813926e-08,7.283636868241469e-09
1956,2.1542863937185075e-08,7.366159301572647e-09,2.1542863937185075e-08,7.366159301572647e-09
1957,2.05903722643492e-08,7.222785227055186e-09,2.05903722643492e-08,7.222785227055186e-09
1958,2.1406272564052286e-08,8.438132541905524e-09,2.1406272564052286e-08,8.438132541905524e-09
1959,2.1140395465936634e-08,9.565124692301197e-09,2.1140395465936634e-08,9.565124692301197e-09
1960,1.641033334617451e-08,1.0419760800216084e-08,1.641033334617451e-08,1.0419760800216084e-08
1961,1.198498103934956e-08,9.448271181306772e-09,1.198498103934956e-08,9.448271181306772e-09
1962,1.158410551609685e-08,9.60743326164756e-09,1.158410551609685e-08,9.60743326164756e-09
1963,1.0023201221390617e-08,9.672090683920942e-09,1.0023201221390617e-08,9.672090683920942e-09
1964,7.014724325214518e-09,1.0317082045828232e-08,7.014724325214518e-09,1.0317082045828232e-08
