ngram,Barclays,Barclays,Barlays,Barlays
1640,0.0,0.0,0.0,0.0
1641,5.972208733900125e-08,5.972208733900125e-08,0.0,0.0
1642,5.972208733900125e-08,5.972208733900125e-08,0.0,0.0
1643,5.972208733900125e-08,5.972208733900125e-08,0.0,0.0
1644,5.972208733900125e-08,5.972208733900125e-08,0.0,0.0
1645,5.972208733900125e-08,5.972208733900125e-08,0.0,0.0
1646,5.972208733900125e-08,5.972208733900125e-08,0.0,0.0
1647,5.972208733900125e-08,5.972208733900125e-08,0.0,0.0
1648,0.0,0.0,0.0,0.0
1649,0.0,0.0,0.0,0.0
1650,0.0,0.0,0.0,0.0
1651,0.0,0.0,0.0,0.0
1652,5.567139688927065e-08,5.567139688927065e-08,0.0,0.0
1653,5.567139688927065e-08,5.567139688927065e-08,0.0,0.0
1654,5.567139688927065e-08,5.567139688927065e-08,0.0,0.0
1655,5.567139688927065e-08,5.567139688927065e-08,0.0,0.0
1656,5.567139688927065e-08,5.567139688927065e-08,0.0,0.0
1657,5.567139688927065e-08,5.567139688927065e-08,0.0,0.0
1658,5.567139688927065e-08,5.567139688927065e-08,0.0,0.0
1659,0.0,0.0,0.0,0.0
1660,0.0,0.0,0.0,0.0
1661,0.0,0.0,0.0,0.0
1662,0.0,0.0,0.0,0.0
1663,0.0,0.0,0.0,0.0
1664,0.0,0.0,0.0,0.0
1665,0.0,0.0,0.0,0.0
1666,0.0,0.0,0.0,0.0
1667,3.245231588217783e-08,3.245231588217783e-08,0.0,0.0
1668,3.245231588217783e-08,3.245231588217783e-08,0.0,0.0
1669,3.245231588217783e-08,3.245231588217783e-08,0.0,0.0
1670,3.245231588217783e-08,3.245231588217783e-08,0.0,0.0
1671,2.2800327518065648e-07,2.2800327518065648e-07,0.0,0.0
1672,2.5260387660962026e-07,2.5260387660962026e-07,0.0,0.0
1673,2.5260387660962026e-07,2.5260387660962026e-07,0.0,0.0
1674,2.2015156072744242e-07,2.2015156072744242e-07,0.0,0.0
1675,2.544700602616753e-07,2.544700602616753e-07,0.0,0.0
1676,2.544700602616753e-07,2.544700602616753e-07,0.0,0.0
1677,2.544700602616753e-07,2.544700602616753e-07,0.0,0.0
1678,5.8919100963196665e-08,5.8919100963196665e-08,0.0,0.0
1679,3.431849953423287e-08,3.431849953423287e-08,0.0,0.0
1680,3.431849953423287e-08,3.431849953423287e-08,0.0,0.0
1681,3.431849953423287e-08,3.431849953423287e-08,0.0,0.0
1682,0.0,0.0,0.0,0.0
1683,0.0,0.0,0.0,0.0
1684,5.844315913756353e-08,5.844315913756353e-08,0.0,0.0
1685,7.864899081206594e-08,7.864899081206594e-08,0.0,0.0
1686,7.864899081206594e-08,7.864899081206594e-08,0.0,0.0
1687,7.864899081206594e-08,7.864899081206594e-08,0.0,0.0
1688,7.864899081206594e-08,7.864899081206594e-08,0.0,0.0
1689,7.864899081206594e-08,7.864899081206594e-08,0.0,0.0
1690,7.864899081206594e-08,7.864899081206594e-08,0.0,0.0
1691,6.913793778754293e-08,6.913793778754293e-08,0.0,0.0
1692,4.893210611304052e-08,4.893210611304052e-08,0.0,0.0
1693,4.893210611304052e-08,4.893210611304052e-08,0.0,0.0
1694,4.893210611304052e-08,4.893210611304052e-08,0.0,0.0
1695,4.893210611304052e-08,4.893210611304052e-08,0.0,0.0
1696,4.893210611304052e-08,4.893210611304052e-08,0.0,0.0
1697,5.6279180934585126e-08,5.6279180934585126e-08,0.0,0.0
1698,7.347074821544603e-09,7.347074821544603e-09,0.0,0.0
1699,2.041661519212669e-08,2.041661519212669e-08,0.0,0.0
1700,8.540587868667768e-08,8.540587868667768e-08,0.0,0.0
1701,8.540587868667768e-08,8.540587868667768e-08,0.0,0.0
1702,1.2136135905750833e-07,1.2136135905750833e-07,0.0,0.0
1703,1.3240256890867386e-07,1.3240256890867386e-07,0.0,0.0
1704,1.337172607561245e-07,1.337172607561245e-07,0.0,0.0
1705,1.337172607561245e-07,1.337172607561245e-07,0.0,0.0
1706,1.427984861785652e-07,1.427984861785652e-07,0.0,0.0
1707,8.996167569616123e-08,8.996167569616123e-08,0.0,0.0
1708,1.478368797539328e-07,1.478368797539328e-07,0.0,0.0
1709,1.1188139938310218e-07,1.1188139938310218e-07,0.0,0.0
1710,1.0084018953193663e-07,1.0084018953193663e-07,0.0,0.0
1711,1.0187075158033362e-07,1.0187075158033362e-07,0.0,0.0
1712,1.2359759133622511e-07,1.2359759133622511e-07,0.0,0.0
1713,1.2308285590734158e-07,1.2308285590734158e-07,0.0,0.0
1714,1.1093040289519454e-07,1.1093040289519454e-07,0.0,0.0
1715,7.569990551863676e-08,7.569990551863676e-08,0.0,0.0
1716,7.569990551863676e-08,7.569990551863676e-08,0.0,0.0
1717,1.1390693340932298e-07,1.1390693340932298e-07,0.0,0.0
1718,1.0421460469193075e-07,1.0421460469193075e-07,0.0,0.0
1719,8.248776493603924e-08,8.248776493603924e-08,0.0,0.0
1720,9.709624748666101e-08,9.709624748666101e-08,0.0,0.0
1721,1.0585630556241605e-07,1.0585630556241605e-07,0.0,0.0
1722,8.321159888120227e-08,8.321159888120227e-08,0.0,0.0
1723,8.321159888120227e-08,8.321159888120227e-08,0.0,0.0
1724,5.087549074086642e-08,5.087549074086642e-08,0.0,0.0
1725,8.028730290123218e-08,8.028730290123218e-08,0.0,0.0
1726,8.667480092380434e-08,8.667480092380434e-08,0.0,0.0
1727,2.2834089920463286e-07,2.2834089920463286e-07,0.0,0.0
1728,2.1958084112887783e-07,2.1958084112887783e-07,0.0,0.0
1729,2.1958084112887783e-07,2.1958084112887783e-07,0.0,0.0
1730,2.2776407908915125e-07,2.2776407908915125e-07,0.0,0.0
1731,2.2189315933880088e-07,2.2189315933880088e-07,0.0,0.0
1732,1.9873987103632578e-07,1.9873987103632578e-07,0.0,0.0
1733,1.993771426051743e-07,1.993771426051743e-07,0.0,0.0
1734,2.6628263023147676e-08,2.6628263023147676e-08,0.0,0.0
1735,3.956211510772586e-08,3.956211510772586e-08,0.0,0.0
1736,6.16114153980821e-08,6.16114153980821e-08,0.0,0.0
1737,5.34281774378087e-08,5.34281774378087e-08,0.0,0.0
1738,5.8919993709391094e-08,5.8919993709391094e-08,0.0,0.0
1739,5.912330282496571e-08,5.912330282496571e-08,0.0,0.0
1740,5.9585811840179304e-08,5.9585811840179304e-08,0.0,0.0
1741,5.442408022661636e-08,5.442408022661636e-08,0.0,0.0
1742,6.699971726626635e-08,6.699971726626635e-08,0.0,0.0
1743,4.49504169759101e-08,4.49504169759101e-08,0.0,0.0
1744,5.387853769483237e-08,5.387853769483237e-08,0.0,0.0
1745,5.469829744697563e-08,5.469829744697563e-08,0.0,0.0
1746,4.823646447351036e-08,4.823646447351036e-08,0.0,0.0
1747,4.07491858668761e-08,4.07491858668761e-08,0.0,0.0
1748,5.530811313698385e-08,5.530811313698385e-08,0.0,0.0
1749,2.979862401275568e-08,2.979862401275568e-08,0.0,0.0
1750,2.979862401275568e-08,2.979862401275568e-08,0.0,0.0
1751,4.9423612377300485e-08,4.9423612377300485e-08,0.0,0.0
1752,5.0909216651819274e-08,5.0909216651819274e-08,0.0,0.0
1753,5.593856907840486e-08,5.593856907840486e-08,0.0,0.0
1754,5.593856907840486e-08,5.593856907840486e-08,0.0,0.0
1755,4.9086257344502626e-08,4.9086257344502626e-08,0.0,0.0
1756,5.212172788609288e-08,5.212172788609288e-08,0.0,0.0
1757,5.212172788609288e-08,5.212172788609288e-08,0.0,0.0
1758,2.3568618802625807e-08,2.3568618802625807e-08,0.0,0.0
1759,1.5771438504381356e-08,1.5771438504381356e-08,0.0,0.0
1760,1.3403453077590451e-08,1.3403453077590451e-08,0.0,0.0
1761,1.3403453077590451e-08,1.3403453077590451e-08,0.0,0.0
1762,8.379419570912563e-09,8.379419570912563e-09,0.0,0.0
1763,5.343949029322305e-09,5.343949029322305e-09,0.0,0.0
1764,1.3775988096296845e-08,1.3775988096296845e-08,0.0,0.0
1765,1.3775988096296845e-08,1.3775988096296845e-08,0.0,0.0
1766,1.3775988096296845e-08,1.3775988096296845e-08,0.0,0.0
1767,1.111462109650217e-08,1.111462109650217e-08,0.0,0.0
1768,1.6479046191112242e-08,1.6479046191112242e-08,0.0,0.0
1769,1.3796464161584611e-08,1.3796464161584611e-08,0.0,0.0
1770,1.3796464161584611e-08,1.3796464161584611e-08,0.0,0.0
1771,1.3262356292541102e-08,1.3262356292541102e-08,0.0,0.0
1772,1.3262356292541102e-08,1.3262356292541102e-08,0.0,0.0
1773,1.3262356292541102e-08,1.3262356292541102e-08,0.0,0.0
1774,1.3262356292541102e-08,1.3262356292541102e-08,0.0,0.0
1775,1.3675309519710157e-08,1.3675309519710157e-08,0.0,0.0
1776,2.994952654132378e-08,2.994952654132378e-08,0.0,0.0
1777,2.994952654132378e-08,2.994952654132378e-08,0.0,0.0
1778,2.2051595343392753e-08,2.2051595343392753e-08,0.0,0.0
1779,2.4613281064083433e-08,2.4613281064083433e-08,0.0,0.0
1780,2.9311561685777373e-08,2.9311561685777373e-08,0.0,0.0
1781,2.9311561685777373e-08,2.9311561685777373e-08,0.0,0.0
1782,2.56923168454445e-08,2.56923168454445e-08,0.0,0.0
1783,1.1592698864352054e-08,1.1592698864352054e-08,0.0,0.0
1784,1.1592698864352054e-08,1.1592698864352054e-08,0.0,0.0
1785,1.1592698864352054e-08,1.1592698864352054e-08,0.0,0.0
1786,1.0371111461690167e-08,1.0371111461690167e-08,0.0,0.0
1787,6.961972458847348e-09,6.961972458847348e-09,0.0,0.0
1788,1.480128489613922e-08,1.480128489613922e-08,0.0,0.0
1789,1.729669068290767e-08,1.729669068290767e-08,0.0,0.0
1790,1.622694004562878e-08,1.622694004562878e-08,0.0,0.0
1791,2.6000636056876048e-08,2.6000636056876048e-08,0.0,0.0
1792,2.6000636056876048e-08,2.6000636056876048e-08,0.0,0.0
1793,4.6353023768525807e-08,4.6353023768525807e-08,0.0,0.0
1794,5.0053810112566614e-08,5.0053810112566614e-08,0.0,0.0
1795,4.404104192445857e-08,4.404104192445857e-08,0.0,0.0
1796,4.033566426895975e-08,4.033566426895975e-08,0.0,0.0
1797,4.206543424700726e-08,4.206543424700726e-08,0.0,0.0
1798,3.518502156296677e-08,3.518502156296677e-08,0.0,0.0
1799,5.140580069554598e-08,5.140580069554598e-08,0.0,0.0
1800,3.465328183135544e-08,3.465328183135544e-08,0.0,0.0
1801,3.2449396756918854e-08,3.2449396756918854e-08,0.0,0.0
1802,3.36617399985885e-08,3.36617399985885e-08,0.0,0.0
1803,3.938257770690663e-08,3.938257770690663e-08,2.4569996830743027e-09,2.4569996830743027e-09
1804,4.173427774795917e-08,4.173427774795917e-08,2.4569996830743027e-09,2.4569996830743027e-09
1805,4.247647947660685e-08,4.247647947660685e-08,2.4569996830743027e-09,2.4569996830743027e-09
1806,2.8582651166532613e-08,2.8582651166532613e-08,2.4569996830743027e-09,2.4569996830743027e-09
1807,2.4270347699838013e-08,2.4270347699838013e-08,2.4569996830743027e-09,2.4569996830743027e-09
1808,2.713302109975351e-08,2.713302109975351e-08,2.4569996830743027e-09,2.4569996830743027e-09
1809,4.0920141878128136e-08,4.0920141878128136e-08,2.4569996830743027e-09,2.4569996830743027e-09
1810,4.187896042649543e-08,4.187896042649543e-08,0.0,0.0
1811,4.161470450776099e-08,4.161470450776099e-08,0.0,0.0
1812,4.4424342490348833e-08,4.4424342490348833e-08,0.0,0.0
1813,4.714085598069216e-08,4.714085598069216e-08,0.0,0.0
1814,4.9438606097851334e-08,4.9438606097851334e-08,0.0,0.0
1815,4.842526659030812e-08,4.842526659030812e-08,0.0,0.0
1816,4.262927610909628e-08,4.262927610909628e-08,0.0,0.0
1817,5.0251392380573634e-08,5.0251392380573634e-08,0.0,0.0
1818,4.622450422431257e-08,4.622450422431257e-08,0.0,0.0
1819,4.86469301666911e-08,4.86469301666911e-08,1.5029744115935273e-10,1.5029744115935273e-10
1820,5.0383725001625276e-08,5.0383725001625276e-08,1.5029744115935273e-10,1.5029744115935273e-10
1821,5.0415058921211246e-08,5.0415058921211246e-08,1.5029744115935273e-10,1.5029744115935273e-10
1822,4.9023673628515296e-08,4.9023673628515296e-08,1.5029744115935273e-10,1.5029744115935273e-10
1823,4.1505225034654813e-08,4.1505225034654813e-08,1.5029744115935273e-10,1.5029744115935273e-10
1824,2.853533117733572e-08,2.853533117733572e-08,1.5029744115935273e-10,1.5029744115935273e-10
1825,3.21983615642856e-08,3.21983615642856e-08,1.5029744115935273e-10,1.5029744115935273e-10
1826,2.5819275606409064e-08,2.5819275606409064e-08,0.0,0.0
1827,1.9666440095481415e-08,1.9666440095481415e-08,0.0,0.0
1828,2.0019571714665777e-08,2.0019571714665777e-08,0.0,0.0
1829,1.7899968681892427e-08,1.7899968681892427e-08,0.0,0.0
1830,2.1250326387445284e-08,2.1250326387445284e-08,0.0,0.0
1831,2.240738864297701e-08,2.240738864297701e-08,0.0,0.0
1832,2.5597784907611347e-08,2.5597784907611347e-08,0.0,0.0
1833,2.5501191444224754e-08,2.5501191444224754e-08,0.0,0.0
1834,3.043880094009767e-08,3.043880094009767e-08,0.0,0.0
1835,3.232349245406242e-08,3.232349245406242e-08,0.0,0.0
1836,3.6603508795402765e-08,3.6603508795402765e-08,0.0,0.0
1837,3.4233183906654374e-08,3.4233183906654374e-08,0.0,0.0
1838,3.682581553984424e-08,3.682581553984424e-08,0.0,0.0
1839,3.1274876276045557e-08,3.1274876276045557e-08,0.0,0.0
1840,3.288906290168013e-08,3.288906290168013e-08,0.0,0.0
1841,2.92834028771592e-08,2.92834028771592e-08,0.0,0.0
1842,3.083934580721299e-08,3.083934580721299e-08,1.824463120263837e-10,1.824463120263837e-10
1843,2.8254645861076303e-08,2.8254645861076303e-08,1.824463120263837e-10,1.824463120263837e-10
1844,3.050811235384897e-08,3.050811235384897e-08,1.824463120263837e-10,1.824463120263837e-10
1845,3.101877738791765e-08,3.101877738791765e-08,1.824463120263837e-10,1.824463120263837e-10
1846,3.032118708493467e-08,3.032118708493467e-08,1.824463120263837e-10,1.824463120263837e-10
1847,3.128477895789469e-08,3.128477895789469e-08,1.824463120263837e-10,1.824463120263837e-10
1848,3.6708241779592754e-08,3.6708241779592754e-08,1.824463120263837e-10,1.824463120263837e-10
1849,4.000702118795678e-08,4.000702118795678e-08,0.0,0.0
1850,4.055767988120351e-08,4.055767988120351e-08,4.746990895603582e-11,4.746990895603582e-11
1851,5.140904793928972e-08,5.140904793928972e-08,4.746990895603582e-11,4.746990895603582e-11
1852,5.0177613429371245e-08,5.0177613429371245e-08,4.746990895603582e-11,4.746990895603582e-11
1853,5.606122093532966e-08,5.606122093532966e-08,4.746990895603582e-11,4.746990895603582e-11
1854,5.482871046069704e-08,5.482871046069704e-08,4.746990895603582e-11,4.746990895603582e-11
1855,5.694869134994665e-08,5.694869134994665e-08,4.746990895603582e-11,4.746990895603582e-11
1856,5.062680839630827e-08,5.062680839630827e-08,4.746990895603582e-11,4.746990895603582e-11
1857,5.211800159697434e-08,5.211800159697434e-08,0.0,0.0
1858,4.5984663695922534e-08,4.5984663695922534e-08,0.0,0.0
1859,4.518447381331368e-08,4.518447381331368e-08,0.0,0.0
1860,4.2192449914832e-08,4.2192449914832e-08,0.0,0.0
1861,4.4160467029184606e-08,4.4160467029184606e-08,0.0,0.0
1862,4.022947714637277e-08,4.022947714637277e-08,0.0,0.0
1863,4.1705495691855635e-08,4.1705495691855635e-08,0.0,0.0
1864,4.112959522168629e-08,4.112959522168629e-08,0.0,0.0
1865,3.289503475960893e-08,3.289503475960893e-08,0.0,0.0
1866,2.966920893093012e-08,2.966920893093012e-08,0.0,0.0
1867,2.709247708716183e-08,2.709247708716183e-08,0.0,0.0
1868,2.3179790277692647e-08,2.3179790277692647e-08,0.0,0.0
1869,2.932538554846685e-08,2.932538554846685e-08,0.0,0.0
1870,2.80921840710237e-08,2.80921840710237e-08,0.0,0.0
1871,2.936544823179637e-08,2.936544823179637e-08,0.0,0.0
1872,3.154253594824955e-08,3.154253594824955e-08,0.0,0.0
1873,3.408244467603286e-08,3.408244467603286e-08,0.0,0.0
1874,3.5009630749982534e-08,3.5009630749982534e-08,0.0,0.0
1875,3.7108320733685625e-08,3.7108320733685625e-08,0.0,0.0
1876,2.7690817511987527e-08,2.7690817511987527e-08,0.0,0.0
1877,2.8089549480065605e-08,2.8089549480065605e-08,0.0,0.0
1878,2.5070604132387027e-08,2.5070604132387027e-08,0.0,0.0
1879,2.444817072598328e-08,2.444817072598328e-08,0.0,0.0
1880,2.2762947336575834e-08,2.2762947336575834e-08,0.0,0.0
1881,2.213573299262147e-08,2.213573299262147e-08,0.0,0.0
1882,2.223095333217121e-08,2.223095333217121e-08,1.6204789890902508e-10,1.6204789890902508e-10
1883,2.2340231505982696e-08,2.2340231505982696e-08,1.6204789890902508e-10,1.6204789890902508e-10
1884,2.0625721067598794e-08,2.0625721067598794e-08,1.6204789890902508e-10,1.6204789890902508e-10
1885,2.171365563542947e-08,2.171365563542947e-08,1.6204789890902508e-10,1.6204789890902508e-10
1886,2.1344641863509295e-08,2.1344641863509295e-08,1.6204789890902508e-10,1.6204789890902508e-10
1887,2.3269200915316494e-08,2.3269200915316494e-08,1.6204789890902508e-10,1.6204789890902508e-10
1888,2.3881593084037637e-08,2.3881593084037637e-08,1.6204789890902508e-10,1.6204789890902508e-10
1889,2.4030216293015527e-08,2.4030216293015527e-08,0.0,0.0
1890,2.7489619469633908e-08,2.7489619469633908e-08,0.0,0.0
1891,2.918802951715601e-08,2.918802951715601e-08,0.0,0.0
1892,2.8796027657611896e-08,2.8796027657611896e-08,1.1235790869130418e-10,1.1235790869130418e-10
1893,2.6849447871362438e-08,2.6849447871362438e-08,1.1235790869130418e-10,1.1235790869130418e-10
1894,2.515107411227291e-08,2.515107411227291e-08,1.1235790869130418e-10,1.1235790869130418e-10
1895,2.4667934996257046e-08,2.4667934996257046e-08,1.1235790869130418e-10,1.1235790869130418e-10
1896,2.2703541142326296e-08,2.2703541142326296e-08,1.1235790869130418e-10,1.1235790869130418e-10
1897,2.2556581618411135e-08,2.2556581618411135e-08,1.1235790869130418e-10,1.1235790869130418e-10
1898,2.352498234310068e-08,2.352498234310068e-08,1.1235790869130418e-10,1.1235790869130418e-10
1899,2.6354305404652223e-08,2.6354305404652223e-08,0.0,0.0
1900,2.7049062164711098e-08,2.7049062164711098e-08,3.6141209073089644e-11,3.6141209073089644e-11
1901,3.0237529052052585e-08,3.0237529052052585e-08,3.6141209073089644e-11,3.6141209073089644e-11
1902,3.338270612321789e-08,3.338270612321789e-08,3.6141209073089644e-11,3.6141209073089644e-11
1903,3.554754611302867e-08,3.554754611302867e-08,3.6141209073089644e-11,3.6141209073089644e-11
1904,3.702350324731794e-08,3.702350324731794e-08,3.6141209073089644e-11,3.6141209073089644e-11
1905,3.870055361890731e-08,3.870055361890731e-08,3.6141209073089644e-11,3.6141209073089644e-11
1906,4.0656570681513974e-08,4.0656570681513974e-08,3.6141209073089644e-11,3.6141209073089644e-11
1907,4.4174694124876623e-08,4.4174694124876623e-08,0.0,0.0
1908,4.2629948333277364e-08,4.2629948333277364e-08,0.0,0.0
1909,4.163676540055608e-08,4.163676540055608e-08,0.0,0.0
1910,4.1777831987539164e-08,4.1777831987539164e-08,0.0,0.0
1911,4.0954170848246056e-08,4.0954170848246056e-08,0.0,0.0
1912,3.685309657441849e-08,3.685309657441849e-08,0.0,0.0
1913,3.467969758982495e-08,3.467969758982495e-08,0.0,0.0
1914,5.071324363622612e-08,5.071324363622612e-08,0.0,0.0
1915,1.0266655868308914e-07,1.0266655868308914e-07,0.0,0.0
1916,1.4919086892868044e-07,1.4919086892868044e-07,3.0103725068286735e-11,3.0103725068286735e-11
1917,1.9390167160793226e-07,1.9390167160793226e-07,3.0103725068286735e-11,3.0103725068286735e-11
1918,2.3141622586462874e-07,2.3141622586462874e-07,4.448396413130646e-11,4.448396413130646e-11
1919,2.733665311893674e-07,2.733665311893674e-07,4.448396413130646e-11,4.448396413130646e-11
1920,3.2104490190119706e-07,3.2104490190119706e-07,4.448396413130646e-11,4.448396413130646e-11
1921,3.463736147425932e-07,3.463736147425932e-07,4.448396413130646e-11,4.448396413130646e-11
1922,3.347545397705939e-07,3.347545397705939e-07,6.863526017372327e-11,6.863526017372327e-11
1923,3.5985155477646913e-07,3.5985155477646913e-07,3.853153510543653e-11,3.853153510543653e-11
1924,3.909378075864619e-07,3.909378075864619e-07,3.853153510543653e-11,3.853153510543653e-11
1925,4.164329214160846e-07,4.164329214160846e-07,2.4151296042416804e-11,2.4151296042416804e-11
1926,4.4374686629972917e-07,4.4374686629972917e-07,2.4151296042416804e-11,2.4151296042416804e-11
1927,4.615964184852471e-07,4.615964184852471e-07,2.4151296042416804e-11,2.4151296042416804e-11
1928,4.868633709520509e-07,4.868633709520509e-07,2.4151296042416804e-11,2.4151296042416804e-11
1929,5.181766969794158e-07,5.181766969794158e-07,0.0,0.0
1930,5.66996829677789e-07,5.66996829677789e-07,0.0,0.0
1931,5.676258589509027e-07,5.676258589509027e-07,5.508932357908439e-10,5.508932357908439e-10
1932,5.784874344629185e-07,5.784874344629185e-07,5.508932357908439e-10,5.508932357908439e-10
1933,6.629591098317178e-07,6.629591098317178e-07,5.740603944584929e-10,5.740603944584929e-10
1934,6.555044405688802e-07,6.555044405688802e-07,5.740603944584929e-10,5.740603944584929e-10
1935,6.957730980567638e-07,6.957730980567638e-07,5.962827275591514e-10,5.962827275591514e-10
1936,6.808784210729105e-07,6.808784210729105e-07,5.962827275591514e-10,5.962827275591514e-10
1937,6.298090430131456e-07,6.298090430131456e-07,5.962827275591514e-10,5.962827275591514e-10
1938,6.159251272817658e-07,6.159251272817658e-07,6.714174256255185e-11,6.714174256255185e-11
1939,5.7919470464185e-07,5.7919470464185e-07,6.714174256255185e-11,6.714174256255185e-11
1940,4.65997398383219e-07,4.65997398383219e-07,4.397458389490286e-11,4.397458389490286e-11
1941,4.562406071987165e-07,4.562406071987165e-07,4.397458389490286e-11,4.397458389490286e-11
1942,3.9359921239728077e-07,3.9359921239728077e-07,2.175225079424438e-11,2.175225079424438e-11
1943,4.073676344822681e-07,4.073676344822681e-07,2.175225079424438e-11,2.175225079424438e-11
