ngram,RBC,RC,RBC,RC
1583,0.0,0.0,0.0,0.0
1584,0.0,0.0,0.0,0.0
1585,0.0,0.0,0.0,0.0
1586,0.0,0.0,0.0,0.0
1587,0.0,0.0,0.0,0.0
1588,0.0,0.0,0.0,0.0
1589,0.0,0.0,0.0,0.0
1590,0.0,0.0,0.0,0.0
1591,0.0,0.0,0.0,0.0
1592,0.0,0.0,0.0,0.0
1593,0.0,0.0,0.0,0.0
1594,0.0,0.0,0.0,0.0
1595,0.0,0.0,0.0,0.0
1596,0.0,0.0,0.0,0.0
1597,0.0,0.0,0.0,0.0
1598,0.0,2.654034980358639e-07,0.0,2.654034980358639e-07
1599,0.0,2.654034980358639e-07,0.0,2.654034980358639e-07
1600,0.0,3.719095827494e-07,0.0,3.719095827494e-07
1601,0.0,3.719095827494e-07,0.0,3.719095827494e-07
1602,0.0,3.719095827494e-07,0.0,3.719095827494e-07
1603,0.0,3.719095827494e-07,0.0,3.719095827494e-07
1604,0.0,3.719095827494e-07,0.0,3.719095827494e-07
1605,0.0,1.0650608471353604e-07,0.0,1.0650608471353604e-07
1606,0.0,1.0650608471353604e-07,0.0,1.0650608471353604e-07
1607,0.0,0.0,0.0,0.0
1608,0.0,0.0,0.0,0.0
1609,0.0,0.0,0.0,0.0
1610,0.0,0.0,0.0,0.0
1611,0.0,0.0,0.0,0.0
1612,0.0,0.0,0.0,0.0
1613,0.0,0.0,0.0,0.0
1614,0.0,0.0,0.0,0.0
1615,0.0,0.0,0.0,0.0
1616,0.0,0.0,0.0,0.0
1617,0.0,0.0,0.0,0.0
1618,0.0,0.0,0.0,0.0
1619,0.0,0.0,0.0,0.0
1620,0.0,0.0,0.0,0.0
1621,0.0,0.0,0.0,0.0
1622,0.0,0.0,0.0,0.0
1623,0.0,0.0,0.0,0.0
1624,0.0,0.0,0.0,0.0
1625,0.0,0.0,0.0,0.0
1626,0.0,0.0,0.0,0.0
1627,0.0,0.0,0.0,0.0
1628,0.0,0.0,0.0,0.0
1629,0.0,0.0,0.0,0.0
1630,0.0,0.0,0.0,0.0
1631,0.0,0.0,0.0,0.0
1632,0.0,0.0,0.0,0.0
1633,0.0,0.0,0.0,0.0
1634,0.0,0.0,0.0,0.0
1635,0.0,0.0,0.0,0.0
1636,0.0,0.0,0.0,0.0
1637,0.0,0.0,0.0,0.0
1638,0.0,0.0,0.0,0.0
1639,0.0,0.0,0.0,0.0
1640,0.0,0.0,0.0,0.0
1641,0.0,0.0,0.0,0.0
1642,0.0,1.0794983446820489e-07,0.0,1.0794983446820489e-07
1643,0.0,1.0794983446820489e-07,0.0,1.0794983446820489e-07
1644,0.0,1.9961130094868297e-07,0.0,1.9961130094868297e-07
1645,0.0,1.9961130094868297e-07,0.0,1.9961130094868297e-07
1646,0.0,1.9961130094868297e-07,0.0,1.9961130094868297e-07
1647,0.0,1.9961130094868297e-07,0.0,1.9961130094868297e-07
1648,0.0,1.9961130094868297e-07,0.0,1.9961130094868297e-07
1649,0.0,9.166146648047808e-08,0.0,9.166146648047808e-08
1650,0.0,9.166146648047808e-08,0.0,9.166146648047808e-08
1651,0.0,0.0,0.0,0.0
1652,0.0,0.0,0.0,0.0
1653,0.0,0.0,0.0,0.0
1654,0.0,4.1483186155996266e-08,0.0,4.1483186155996266e-08
1655,0.0,4.1483186155996266e-08,0.0,4.1483186155996266e-08
1656,0.0,4.1483186155996266e-08,0.0,4.1483186155996266e-08
1657,0.0,6.928761869013605e-08,0.0,6.928761869013605e-08
1658,0.0,6.928761869013605e-08,0.0,6.928761869013605e-08
1659,0.0,1.0145480392306386e-07,0.0,1.0145480392306386e-07
1660,0.0,1.8162960405529054e-07,0.0,1.8162960405529054e-07
1661,0.0,1.4014641789929426e-07,0.0,1.4014641789929426e-07
1662,0.0,1.4014641789929426e-07,0.0,1.4014641789929426e-07
1663,0.0,1.4014641789929426e-07,0.0,1.4014641789929426e-07
1664,0.0,1.1234198536515447e-07,0.0,1.1234198536515447e-07
1665,0.0,2.0052521928651652e-07,0.0,2.0052521928651652e-07
1666,0.0,2.0830643165936635e-07,0.0,2.0830643165936635e-07
1667,0.0,1.281316315271397e-07,0.0,1.281316315271397e-07
1668,0.0,1.281316315271397e-07,0.0,1.281316315271397e-07
1669,0.0,1.281316315271397e-07,0.0,1.281316315271397e-07
1670,0.0,1.281316315271397e-07,0.0,1.281316315271397e-07
1671,0.0,1.281316315271397e-07,0.0,1.281316315271397e-07
1672,0.0,6.454899903474143e-08,0.0,6.454899903474143e-08
1673,0.0,2.4600601428963794e-08,0.0,2.4600601428963794e-08
1674,0.0,2.4600601428963794e-08,0.0,2.4600601428963794e-08
1675,0.0,5.8919100963196665e-08,0.0,5.8919100963196665e-08
1676,0.0,5.8919100963196665e-08,0.0,5.8919100963196665e-08
1677,0.0,5.8919100963196665e-08,0.0,5.8919100963196665e-08
1678,0.0,9.875624381753109e-08,0.0,9.875624381753109e-08
1679,0.0,9.722741164556023e-08,0.0,9.722741164556023e-08
1680,0.0,1.1532934049033169e-07,0.0,1.1532934049033169e-07
1681,0.0,1.1532934049033169e-07,0.0,1.1532934049033169e-07
1682,0.0,8.101084095609881e-08,0.0,8.101084095609881e-08
1683,0.0,1.2514529755337988e-07,0.0,1.2514529755337988e-07
1684,0.0,1.5436687712216163e-07,0.0,1.5436687712216163e-07
1685,0.0,1.347355659423296e-07,0.0,1.347355659423296e-07
1686,0.0,1.1166379668533669e-07,0.0,1.1166379668533669e-07
1687,0.0,9.356186784056522e-08,0.0,9.356186784056522e-08
1688,0.0,1.4015344618201198e-07,0.0,1.4015344618201198e-07
1689,0.0,1.717246159874516e-07,0.0,1.717246159874516e-07
1690,0.0,1.2759015939017055e-07,0.0,1.2759015939017055e-07
1691,0.0,9.836857982138878e-08,0.0,9.836857982138878e-08
1692,0.0,7.816274814688637e-08,0.0,7.816274814688637e-08
1693,0.0,7.816274814688637e-08,0.0,7.816274814688637e-08
1694,0.0,7.816274814688637e-08,0.0,7.816274814688637e-08
1695,0.0,3.157116980543963e-08,0.0,3.157116980543963e-08
1696,0.0,1.5745945753613862e-08,0.0,1.5745945753613862e-08
1697,0.0,1.5745945753613862e-08,0.0,1.5745945753613862e-08
1698,0.0,2.6117216326123786e-08,0.0,2.6117216326123786e-08
1699,0.0,3.9186756696705875e-08,0.0,3.9186756696705875e-08
1700,0.0,5.2184609395616073e-08,0.0,5.2184609395616073e-08
1701,0.0,5.2184609395616073e-08,0.0,5.2184609395616073e-08
1702,0.0,6.41697691808726e-08,0.0,6.41697691808726e-08
1703,0.0,8.15474539958164e-08,0.0,8.15474539958164e-08
1704,0.0,9.887098733380689e-08,0.0,9.887098733380689e-08
1705,0.0,8.849971676129695e-08,0.0,8.849971676129695e-08
1706,0.0,7.543017639071487e-08,0.0,7.543017639071487e-08
1707,0.0,7.458477670395172e-08,0.0,7.458477670395172e-08
1708,0.0,8.423064404691364e-08,0.0,8.423064404691364e-08
1709,0.0,8.427050041908452e-08,0.0,8.427050041908452e-08
1710,0.0,6.836189316215626e-08,0.0,6.836189316215626e-08
1711,0.0,5.103835982416578e-08,0.0,5.103835982416578e-08
1712,0.0,1.2708229998484706e-07,0.0,1.2708229998484706e-07
1713,0.0,1.8117237792531731e-07,0.0,1.8117237792531731e-07
1714,9.571610551769742e-09,2.1687797868708003e-07,9.571610551769742e-09,2.1687797868708003e-07
1715,9.571610551769742e-09,2.18554464684725e-07,9.571610551769742e-09,2.18554464684725e-07
1716,9.571610551769742e-09,2.1538440669084074e-07,9.571610551769742e-09,2.1538440669084074e-07
1717,9.571610551769742e-09,2.134521943324736e-07,9.571610551769742e-09,2.134521943324736e-07
1718,9.571610551769742e-09,2.4441922010152795e-07,9.571610551769742e-09,2.4441922010152795e-07
1719,9.571610551769742e-09,1.7496015100196667e-07,9.571610551769742e-09,1.7496015100196667e-07
1720,9.571610551769742e-09,1.5711458597625745e-07,9.571610551769742e-09,1.5711458597625745e-07
1721,0.0,1.1801659027810274e-07,0.0,1.1801659027810274e-07
1722,0.0,1.144218236350168e-07,0.0,1.144218236350168e-07
1723,0.0,1.1791721783132353e-07,0.0,1.1791721783132353e-07
1724,0.0,1.2024716562158183e-07,0.0,1.2024716562158183e-07
1725,0.0,1.1133899998786287e-07,0.0,1.1133899998786287e-07
1726,0.0,1.2391662197939824e-07,0.0,1.2391662197939824e-07
1727,0.0,1.4925655327553094e-07,0.0,1.4925655327553094e-07
1728,0.0,1.4697605519943734e-07,0.0,1.4697605519943734e-07
1729,0.0,1.5199242194999636e-07,0.0,1.5199242194999636e-07
1730,0.0,1.478253075504199e-07,0.0,1.478253075504199e-07
1731,0.0,1.7201298620404616e-07,0.0,1.7201298620404616e-07
1732,0.0,1.5621264992660144e-07,0.0,1.5621264992660144e-07
1733,0.0,1.6514923523962872e-07,0.0,1.6514923523962872e-07
1734,0.0,1.0872652264229795e-07,0.0,1.0872652264229795e-07
1735,0.0,1.7338314758522495e-07,0.0,1.7338314758522495e-07
1736,0.0,1.9922546913773787e-07,0.0,1.9922546913773787e-07
1737,0.0,2.0488548762338204e-07,0.0,2.0488548762338204e-07
1738,0.0,1.685768664978176e-07,0.0,1.685768664978176e-07
1739,0.0,1.8493475753952486e-07,0.0,1.8493475753952486e-07
1740,0.0,1.6432295778047644e-07,0.0,1.6432295778047644e-07
1741,0.0,1.5916122616691348e-07,0.0,1.5916122616691348e-07
1742,2.5509489124228172e-08,1.0715715755996566e-07,2.5509489124228172e-08,1.0715715755996566e-07
1743,2.5509489124228172e-08,7.820227614680724e-08,2.5509489124228172e-08,7.820227614680724e-08
1744,2.5509489124228172e-08,9.114338287271753e-08,2.5509489124228172e-08,9.114338287271753e-08
1745,2.5509489124228172e-08,2.3081781869953894e-07,2.5509489124228172e-08,2.3081781869953894e-07
1746,2.5509489124228172e-08,2.2313533522476193e-07,2.5509489124228172e-08,2.2313533522476193e-07
1747,2.5509489124228172e-08,2.2812551187761138e-07,2.5509489124228172e-08,2.2812551187761138e-07
1748,2.5509489124228172e-08,2.390447073301922e-07,2.5509489124228172e-08,2.390447073301922e-07
1749,0.0,2.1991259099455158e-07,0.0,2.1991259099455158e-07
1750,1.3194925786917468e-08,2.2677485438699868e-07,1.3194925786917468e-08,2.2677485438699868e-07
1751,1.3194925786917468e-08,2.0712876848603757e-07,1.3194925786917468e-08,2.0712876848603757e-07
1752,1.3194925786917468e-08,7.365828734253097e-08,1.3194925786917468e-08,7.365828734253097e-08
1753,1.3194925786917468e-08,6.878306077088122e-08,1.3194925786917468e-08,6.878306077088122e-08
1754,1.3194925786917468e-08,5.6305605511397516e-08,1.3194925786917468e-08,5.6305605511397516e-08
1755,1.3194925786917468e-08,1.03186024550236e-07,1.3194925786917468e-08,1.03186024550236e-07
1756,1.3194925786917468e-08,1.0925696563341652e-07,1.3194925786917468e-08,1.0925696563341652e-07
1757,0.0,1.140791725211849e-07,0.0,1.140791725211849e-07
1758,0.0,1.2247881946742772e-07,0.0,1.2247881946742772e-07
1759,0.0,1.1426184341546883e-07,0.0,1.1426184341546883e-07
1760,0.0,1.1750997381503631e-07,0.0,1.1750997381503631e-07
1761,0.0,1.3416337805795463e-07,0.0,1.3416337805795463e-07
1762,0.0,1.3269798720167663e-07,0.0,1.3269798720167663e-07
1763,0.0,1.2946572068374606e-07,0.0,1.2946572068374606e-07
1764,0.0,1.2220325526105365e-07,0.0,1.2220325526105365e-07
1765,0.0,1.2140237310680796e-07,0.0,1.2140237310680796e-07
1766,0.0,1.3832989052632782e-07,0.0,1.3832989052632782e-07
1767,0.0,1.3974556673750677e-07,0.0,1.3974556673750677e-07
1768,0.0,1.2309216249458847e-07,0.0,1.2309216249458847e-07
1769,0.0,7.285045811045165e-08,0.0,7.285045811045165e-08
1770,2.8829215839972935e-09,8.730931304918548e-08,2.8829215839972935e-09,8.730931304918548e-08
1771,2.8829215839972935e-09,8.115384580215895e-08,2.8829215839972935e-09,8.115384580215895e-08
1772,2.8829215839972935e-09,7.696113105534355e-08,2.8829215839972935e-09,7.696113105534355e-08
1773,2.8829215839972935e-09,6.693558215634507e-08,2.8829215839972935e-09,6.693558215634507e-08
1774,2.8829215839972935e-09,5.4885533832102085e-08,2.8829215839972935e-09,5.4885533832102085e-08
1775,2.8829215839972935e-09,6.932897963654991e-08,2.8829215839972935e-09,6.932897963654991e-08
1776,2.8829215839972935e-09,7.679830739602624e-08,2.8829215839972935e-09,7.679830739602624e-08
1777,0.0,7.117297912933346e-08,0.0,7.117297912933346e-08
1778,2.7811436962922797e-09,6.8837335323987e-08,2.7811436962922797e-09,6.8837335323987e-08
1779,7.904515137673635e-09,6.085469372862917e-08,7.904515137673635e-09,6.085469372862917e-08
1780,7.904515137673635e-09,5.282307061601646e-08,7.904515137673635e-09,5.282307061601646e-08
1781,7.904515137673635e-09,9.605101044688322e-08,7.904515137673635e-09,9.605101044688322e-08
1782,7.904515137673635e-09,1.2045396730846797e-07,7.904515137673635e-09,1.2045396730846797e-07
1783,7.904515137673635e-09,1.1341591767331596e-07,7.904515137673635e-09,1.1341591767331596e-07
1784,7.904515137673635e-09,1.0340818855171716e-07,7.904515137673635e-09,1.0340818855171716e-07
1785,5.123371441381355e-09,9.946402355711013e-08,5.123371441381355e-09,9.946402355711013e-08
1786,0.0,9.824243615444825e-08,0.0,9.824243615444825e-08
1787,0.0,1.0233900406473952e-07,0.0,1.0233900406473952e-07
1788,0.0,6.427791353149002e-08,0.0,6.427791353149002e-08
1789,0.0,3.24118197677795e-08,0.0,3.24118197677795e-08
1790,0.0,3.362196134202934e-08,0.0,3.362196134202934e-08
1791,0.0,3.955925301620969e-08,0.0,3.955925301620969e-08
1792,0.0,4.22941788258413e-08,0.0,4.22941788258413e-08
1793,0.0,4.6870213107500347e-08,0.0,4.6870213107500347e-08
1794,3.9919422688074386e-09,5.240033118525389e-08,3.9919422688074386e-09,5.240033118525389e-08
1795,7.645030767175091e-09,7.561227022279127e-08,7.645030767175091e-09,7.561227022279127e-08
1796,7.645030767175091e-09,7.621725422219632e-08,7.645030767175091e-09,7.621725422219632e-08
1797,7.645030767175091e-09,7.868794124224873e-08,7.645030767175091e-09,7.868794124224873e-08
1798,7.645030767175091e-09,7.918737107307347e-08,7.645030767175091e-09,7.918737107307347e-08
1799,7.645030767175091e-09,8.745048418745682e-08,7.645030767175091e-09,8.745048418745682e-08
1800,7.645030767175091e-09,9.75892443680745e-08,7.645030767175091e-09,9.75892443680745e-08
1801,5.9747909477079835e-09,9.118550384609339e-08,5.9747909477079835e-09,9.118550384609339e-08
1802,2.3217024493403316e-09,6.751440803246364e-08,2.3217024493403316e-09,6.751440803246364e-08
1803,3.0237023678531774e-09,8.02871125772851e-08,3.0237023678531774e-09,8.02871125772851e-08
1804,4.244012569947537e-09,9.052268166799746e-08,4.244012569947537e-09,9.052268166799746e-08
1805,4.244012569947537e-09,9.254891050350775e-08,4.244012569947537e-09,9.254891050350775e-08
1806,5.278212977799512e-09,9.880690602212131e-08,5.278212977799512e-09,9.880690602212131e-08
1807,6.74276158717037e-09,1.0200036624853834e-07,6.74276158717037e-09,1.0200036624853834e-07
1808,5.1271486738763934e-09,1.3549856906333195e-07,5.1271486738763934e-09,1.3549856906333195e-07
1809,5.1271486738763934e-09,1.3535540586774785e-07,5.1271486738763934e-09,1.3535540586774785e-07
1810,4.643086407415556e-09,1.3417592116736289e-07,4.643086407415556e-09,1.3417592116736289e-07
1811,3.422776205321197e-09,1.2381423581635837e-07,3.422776205321197e-09,1.2381423581635837e-07
1812,3.422776205321197e-09,1.220416022208935e-07,3.422776205321197e-09,1.220416022208935e-07
1813,2.970513977653054e-09,1.5399004991780073e-07,2.970513977653054e-09,1.5399004991780073e-07
1814,1.5059653682821965e-09,1.399656502444811e-07,1.5059653682821965e-09,1.399656502444811e-07
1815,7.998758322358412e-10,1.0900727127299043e-07,7.998758322358412e-10,1.0900727127299043e-07
1816,7.998758322358412e-10,1.0937718743418503e-07,7.998758322358412e-10,1.0937718743418503e-07
1817,5.819381801838322e-10,1.398894699125971e-07,5.819381801838322e-10,1.398894699125971e-07
1818,1.1190427632154103e-09,1.3589814581596977e-07,1.1190427632154103e-09,1.3589814581596977e-07
1819,5.928560880314697e-09,1.5730225097091273e-07,5.928560880314697e-09,1.5730225097091273e-07
1820,6.5257981875431275e-09,1.1974537069850806e-07,6.5257981875431275e-09,1.1974537069850806e-07
1821,6.654352442086215e-09,1.2364876919182928e-07,6.654352442086215e-09,1.2364876919182928e-07
1822,6.654352442086215e-09,1.223991493556501e-07,6.654352442086215e-09,1.223991493556501e-07
1823,6.79481521048686e-09,1.8558547308446448e-07,6.79481521048686e-09,1.8558547308446448e-07
1824,6.79481521048686e-09,1.4072299846036783e-07,6.79481521048686e-09,1.4072299846036783e-07
1825,6.257710627455282e-09,1.4818381138021713e-07,6.257710627455282e-09,1.4818381138021713e-07
1826,1.5666907533200864e-09,1.2612730314133712e-07,1.5666907533200864e-09,1.2612730314133712e-07
1827,3.875152659078245e-10,1.220637924705313e-07,3.875152659078245e-10,1.220637924705313e-07
1828,2.5896101136473655e-10,1.1944586982995782e-07,2.5896101136473655e-10,1.1944586982995782e-07
1829,6.103323878038833e-10,1.5840240865015532e-07,6.103323878038833e-10,1.5840240865015532e-07
1830,4.698696194032387e-10,9.237440323772717e-08,4.698696194032387e-10,9.237440323772717e-08
1831,4.698696194032387e-10,9.358423572588695e-08,4.698696194032387e-10,9.358423572588695e-08
1832,4.698696194032387e-10,8.463430794287368e-08,4.698696194032387e-10,8.463430794287368e-08
1833,3.5137137643914684e-10,8.171566128518342e-08,3.5137137643914684e-10,8.171566128518342e-08
1834,3.5137137643914684e-10,7.940744392190677e-08,3.5137137643914684e-10,7.940744392190677e-08
1835,3.5137137643914684e-10,8.194662218638119e-08,3.5137137643914684e-10,8.194662218638119e-08
1836,0.0,4.153219837884795e-08,0.0,4.153219837884795e-08
1837,0.0,4.1181131901372025e-08,0.0,4.1181131901372025e-08
1838,0.0,4.3004530730123795e-08,0.0,4.3004530730123795e-08
1839,1.4398473524579458e-09,6.068620146087206e-08,1.4398473524579458e-09,6.068620146087206e-08
1840,1.4398473524579458e-09,6.134465177102097e-08,1.4398473524579458e-09,6.134465177102097e-08
1841,1.4398473524579458e-09,6.095857330024046e-08,1.4398473524579458e-09,6.095857330024046e-08
1842,1.4398473524579458e-09,6.13971740749873e-08,1.4398473524579458e-09,6.13971740749873e-08
1843,1.4398473524579458e-09,6.202562628589345e-08,1.4398473524579458e-09,6.202562628589345e-08
1844,1.4398473524579458e-09,6.415618563388697e-08,1.4398473524579458e-09,6.415618563388697e-08
1845,1.5065861177657576e-09,6.176721255103854e-08,1.5065861177657576e-09,6.176721255103854e-08
1846,6.673876530781188e-11,4.3531142119539775e-08,6.673876530781188e-11,4.3531142119539775e-08
1847,6.673876530781188e-11,4.3482838916832275e-08,6.673876530781188e-11,4.3482838916832275e-08
1848,1.7611411535461182e-10,4.1076496870573465e-08,1.7611411535461182e-10,4.1076496870573465e-08
1849,1.7611411535461182e-10,3.6587065567670966e-08,1.7611411535461182e-10,3.6587065567670966e-08
1850,1.7611411535461182e-10,3.729493564768356e-08,1.7611411535461182e-10,3.729493564768356e-08
1851,2.225427104501116e-10,3.534664675238933e-08,2.225427104501116e-10,3.534664675238933e-08
1852,2.063655159455026e-10,3.791335753281341e-08,2.063655159455026e-10,3.791335753281341e-08
1853,3.5114354677924705e-10,3.99986225728201e-08,3.5114354677924705e-10,3.99986225728201e-08
1854,3.5114354677924705e-10,4.015994115036392e-08,3.5114354677924705e-10,4.015994115036392e-08
1855,2.4176819673244713e-10,5.2858925109993445e-08,2.4176819673244713e-10,5.2858925109993445e-08
1856,2.4176819673244713e-10,5.3576510846856506e-08,2.4176819673244713e-10,5.3576510846856506e-08
1857,3.861708770218948e-10,5.261189122458225e-08,3.861708770218948e-10,5.261189122458225e-08
1858,3.3974228192639496e-10,5.463986444250882e-08,3.3974228192639496e-10,5.463986444250882e-08
1859,2.891807111231921e-10,5.275444284588307e-08,2.891807111231921e-10,5.275444284588307e-08
1860,1.4440268028944762e-10,7.10845863441786e-08,1.4440268028944762e-10,7.10845863441786e-08
1861,1.4440268028944762e-10,7.242075637593968e-08,1.4440268028944762e-10,7.242075637593968e-08
1862,1.4440268028944762e-10,6.425652898656153e-08,1.4440268028944762e-10,6.425652898656153e-08
1863,1.4440268028944762e-10,6.890028661895745e-08,1.4440268028944762e-10,6.890028661895745e-08
1864,0.0,7.042392320093833e-08,0.0,7.042392320093833e-08
1865,4.422655099288266e-11,7.397162552332962e-08,4.422655099288266e-11,7.397162552332962e-08
1866,2.2119678390529275e-09,7.794863015370928e-08,2.2119678390529275e-09,7.794863015370928e-08
1867,2.255180296474789e-09,6.308271593979953e-08,2.255180296474789e-09,6.308271593979953e-08
1868,2.255180296474789e-09,6.985890875301135e-08,2.255180296474789e-09,6.985890875301135e-08
1869,2.294766182631136e-09,6.973354211530542e-08,2.294766182631136e-09,6.973354211530542e-08
1870,2.294766182631136e-09,6.951117269084404e-08,2.294766182631136e-09,6.951117269084404e-08
1871,2.294766182631136e-09,7.109758673859038e-08,2.294766182631136e-09,7.109758673859038e-08
1872,2.414346472745521e-09,7.042627712751579e-08,2.414346472745521e-09,7.042627712751579e-08
1873,2.856139372628011e-10,6.938444384120754e-08,2.856139372628011e-10,6.938444384120754e-08
1874,1.1171097903859919e-08,7.568756389884714e-08,1.1171097903859919e-08,7.568756389884714e-08
1875,1.1211212934205049e-08,7.232955923086593e-08,1.1211212934205049e-08,7.232955923086593e-08
1876,1.5081489450143237e-08,7.823142007217549e-08,1.5081489450143237e-08,7.823142007217549e-08
1877,1.5116441122651836e-08,8.141125614916486e-08,1.5116441122651836e-08,8.141125614916486e-08
1878,1.52615825612022e-08,8.64223912750666e-08,1.52615825612022e-08,8.64223912750666e-08
1879,1.5202517157840234e-08,8.802418705045056e-08,1.5202517157840234e-08,8.802418705045056e-08
1880,1.6347429049323736e-08,9.162940780730164e-08,1.6347429049323736e-08,9.162940780730164e-08
1881,5.418732625304758e-09,8.700203985816707e-08,5.418732625304758e-09,8.700203985816707e-08
1882,6.610181652044744e-09,8.803582980070652e-08,6.610181652044744e-09,8.803582980070652e-08
1883,2.7324418779204963e-09,8.660054464014268e-08,2.7324418779204963e-09,8.660054464014268e-08
1884,2.8195338345828246e-09,8.487810276847085e-08,2.8195338345828246e-09,8.487810276847085e-08
1885,3.3129044963680396e-09,8.491198246117295e-08,3.3129044963680396e-09,8.491198246117295e-08
1886,3.318517522285117e-09,8.854171085204143e-08,3.318517522285117e-09,8.854171085204143e-08
1887,2.2451327523288965e-09,8.878014767788045e-08,2.2451327523288965e-09,8.878014767788045e-08
1888,2.380146958493233e-09,9.363192735431117e-08,2.380146958493233e-09,9.363192735431117e-08
1889,1.6720007818747463e-09,9.977073135912309e-08,1.6720007818747463e-09,9.977073135912309e-08
1890,1.665173844050167e-09,1.0475313010666859e-07,1.665173844050167e-09,1.0475313010666859e-07
1891,1.6967605296981857e-09,1.1494888444271315e-07,1.6967605296981857e-09,1.1494888444271315e-07
1892,1.7548674458023328e-09,1.154444676996848e-07,1.7548674458023328e-09,1.154444676996848e-07
1893,1.7598213481700193e-09,1.2029150704100694e-07,1.7598213481700193e-09,1.2029150704100694e-07
1894,1.671377246920918e-09,1.2253585777801034e-07,1.671377246920918e-09,1.2253585777801034e-07
1895,1.5998766636890087e-09,1.2151023197150478e-07,1.5998766636890087e-09,1.2151023197150478e-07
1896,1.0958392090579645e-09,1.1811764417351306e-07,1.0958392090579645e-09,1.1811764417351306e-07
1897,2.4080699260028584e-09,1.1587363855726705e-07,2.4080699260028584e-09,1.1587363855726705e-07
1898,2.2905159475466216e-09,1.1416021956327832e-07,2.2905159475466216e-09,1.1416021956327832e-07
1899,1.7396081836944838e-09,1.1798379822331689e-07,1.7396081836944838e-09,1.1798379822331689e-07
1900,7.497246137403276e-09,1.1710751428901339e-07,7.497246137403276e-09,1.1710751428901339e-07
1901,7.646521237620568e-09,1.364437522966e-07,7.646521237620568e-09,1.364437522966e-07
1902,7.686317356401875e-09,1.3718950851528332e-07,7.686317356401875e-09,1.3718950851528332e-07
