ngram,Suzano,Szano,Szano
1857,2.479507749913219e-10,1.0076108994791103e-10,1.0076108994791103e-10
1858,2.0152217989582207e-10,1.0076108994791103e-10,1.0076108994791103e-10
1859,2.0152217989582207e-10,1.6169047846657592e-10,1.6169047846657592e-10
1860,1.0500349796010206e-10,1.1343113749871593e-10,1.1343113749871593e-10
1861,1.0500349796010206e-10,1.1343113749871593e-10,1.1343113749871593e-10
1862,0.0,6.09293885186649e-11,6.09293885186649e-11
1863,0.0,6.09293885186649e-11,6.09293885186649e-11
1864,0.0,6.09293885186649e-11,6.09293885186649e-11
1865,0.0,6.09293885186649e-11,6.09293885186649e-11
1866,0.0,0.0,0.0
1867,4.321245742186111e-11,0.0,0.0
1868,4.321245742186111e-11,0.0,0.0
1869,4.321245742186111e-11,0.0,0.0
1870,4.321245742186111e-11,0.0,0.0
1871,4.321245742186111e-11,0.0,0.0
1872,4.321245742186111e-11,0.0,0.0
1873,4.321245742186111e-11,0.0,0.0
1874,0.0,0.0,0.0
1875,0.0,0.0,0.0
1876,0.0,3.833198441200685e-11,3.833198441200685e-11
1877,0.0,3.833198441200685e-11,3.833198441200685e-11
1878,0.0,7.461734404959738e-11,7.461734404959738e-11
1879,0.0,7.461734404959738e-11,7.461734404959738e-11
1880,0.0,1.0750402750543081e-10,1.0750402750543081e-10
1881,3.156559537563299e-11,1.0750402750543081e-10,1.0750402750543081e-10
1882,3.156559537563299e-11,1.0750402750543081e-10,1.0750402750543081e-10
1883,3.156559537563299e-11,6.917204309342395e-11,6.917204309342395e-11
1884,9.258740996109793e-11,6.917204309342395e-11,6.917204309342395e-11
1885,9.258740996109793e-11,3.2886683455833425e-11,3.2886683455833425e-11
1886,9.258740996109793e-11,3.2886683455833425e-11,3.2886683455833425e-11
1887,9.258740996109793e-11,2.7633968526151266e-11,2.7633968526151266e-11
1888,6.102181458546494e-11,2.7633968526151266e-11,2.7633968526151266e-11
1889,6.102181458546494e-11,5.380486334249923e-11,5.380486334249923e-11
1890,6.102181458546494e-11,5.380486334249923e-11,5.380486334249923e-11
1891,0.0,7.940991515147694e-11,7.940991515147694e-11
1892,4.494316426953812e-11,7.940991515147694e-11,7.940991515147694e-11
1893,6.800483787205991e-11,1.0247158875399874e-10,1.0247158875399874e-10
1894,6.800483787205991e-11,7.483762022784747e-11,7.483762022784747e-11
1895,6.800483787205991e-11,1.1718003551613217e-10,1.1718003551613217e-10
1896,6.800483787205991e-11,9.10091406997842e-11,9.10091406997842e-11
1897,6.800483787205991e-11,9.10091406997842e-11,9.10091406997842e-11
1898,6.800483787205991e-11,6.540408889080648e-11,6.540408889080648e-11
1899,2.3061673602521792e-11,6.540408889080648e-11,6.540408889080648e-11
1900,0.0,4.234241528828469e-11,4.234241528828469e-11
1901,0.0,4.234241528828469e-11,4.234241528828469e-11
1902,3.443658057124464e-11,0.0,0.0
1903,3.443658057124464e-11,0.0,0.0
1904,1.4541276119725159e-10,0.0,0.0
1905,1.4541276119725159e-10,0.0,0.0
1906,1.4541276119725159e-10,0.0,0.0
1907,1.4541276119725159e-10,0.0,0.0
1908,1.591372153101186e-10,0.0,0.0
1909,1.384816438108695e-10,0.0,0.0
1910,1.5225553357771966e-10,0.0,0.0
1911,4.127935295171272e-11,1.3977931907176761e-11,1.3977931907176761e-11
1912,4.127935295171272e-11,1.3977931907176761e-11,1.3977931907176761e-11
1913,4.127935295171272e-11,1.3977931907176761e-11,1.3977931907176761e-11
1914,4.127935295171272e-11,1.3977931907176761e-11,1.3977931907176761e-11
1915,7.537106653085094e-11,1.3977931907176761e-11,1.3977931907176761e-11
1916,9.169378252714213e-11,1.3977931907176761e-11,1.3977931907176761e-11
1917,7.791989276029199e-11,2.794366623014101e-11,2.794366623014101e-11
1918,7.791989276029199e-11,1.396573432296425e-11,1.396573432296425e-11
1919,7.791989276029199e-11,1.396573432296425e-11,1.396573432296425e-11
1920,2.171298220586339e-10,1.396573432296425e-11,1.396573432296425e-11
1921,2.171298220586339e-10,1.396573432296425e-11,1.396573432296425e-11
1922,2.417675385287968e-10,1.396573432296425e-11,1.396573432296425e-11
1923,2.116638134605101e-10,1.396573432296425e-11,1.396573432296425e-11
1924,2.116638134605101e-10,0.0,0.0
1925,2.116638134605101e-10,2.3005175145815062e-11,2.3005175145815062e-11
1926,2.116638134605101e-10,4.592813827665663e-11,4.592813827665663e-11
1927,1.179306414427523e-10,4.592813827665663e-11,4.592813827665663e-11
1928,1.407401278852305e-10,4.592813827665663e-11,4.592813827665663e-11
1929,6.82862437230623e-11,4.592813827665663e-11,4.592813827665663e-11
1930,1.22741029641636e-10,4.592813827665663e-11,4.592813827665663e-11
1931,1.22741029641636e-10,4.592813827665663e-11,4.592813827665663e-11
1932,1.22741029641636e-10,2.292296313084157e-11,2.292296313084157e-11
1933,1.22741029641636e-10,0.0,0.0
1934,7.726427236105188e-11,0.0,0.0
1935,1.433441183212076e-10,0.0,0.0
1936,1.433441183212076e-10,0.0,0.0
1937,1.3377416634747467e-10,0.0,0.0
1938,4.165534266726516e-10,0.0,0.0
1939,4.165534266726516e-10,0.0,0.0
1940,4.165534266726516e-10,0.0,0.0
1941,4.441319970524152e-10,0.0,0.0
1942,4.548748481055956e-10,0.0,0.0
1943,4.763281733330008e-10,0.0,0.0
1944,4.693859844457598e-10,0.0,0.0
1945,1.866067241205828e-10,0.0,0.0
1946,2.858953490614269e-10,0.0,0.0
1947,4.514651133094968e-10,0.0,0.0
1948,6.119865388263892e-10,0.0,0.0
1949,5.80379004776001e-10,0.0,0.0
1950,9.819250611022211e-10,0.0,0.0
1951,1.225317085890814e-09,3.309819680235344e-11,3.309819680235344e-11
1952,1.8213071368527218e-09,3.309819680235344e-11,3.309819680235344e-11
1953,2.0828709392160606e-09,3.309819680235344e-11,3.309819680235344e-11
1954,2.6866468415067045e-09,3.309819680235344e-11,3.309819680235344e-11
1955,3.0783169188300772e-09,3.309819680235344e-11,3.309819680235344e-11
1956,3.791436561531977e-09,4.656620228304931e-11,4.656620228304931e-11
1957,3.7252614961045894e-09,5.930992800059646e-11,5.930992800059646e-11
1958,3.824784679449879e-09,6.19171539436739e-11,6.19171539436739e-11
1959,3.6805521804897776e-09,6.19171539436739e-11,6.19171539436739e-11
1960,3.785565638736443e-09,7.250501488880496e-11,7.250501488880496e-11
1961,3.41016488063823e-09,9.501615268390852e-11,9.501615268390852e-11
1962,3.32007910053278e-09,1.2562142100356966e-10,1.2562142100356966e-10
1963,2.7865312279828913e-09,1.121534155228738e-10,1.121534155228738e-10
1964,2.6995062058737015e-09,9.940968980532666e-11,9.940968980532666e-11
1965,2.459689658300996e-09,8.133443026224287e-11,8.133443026224287e-11
1966,2.2805173305329163e-09,8.133443026224287e-11,8.133443026224287e-11
1967,2.5399151036355404e-09,7.95912482745972e-11,7.95912482745972e-11
1968,2.6685061462115657e-09,6.593665197174303e-11,6.593665197174303e-11
1969,2.493012843781831e-09,1.0714646927637413e-10,1.0714646927637413e-10
1970,2.7452784172916314e-09,1.1591597820492794e-10,1.1591597820492794e-10
1971,2.896171461383038e-09,1.2486687874156488e-10,1.2486687874156488e-10
1972,3.1290343015046217e-09,1.072367155392178e-10,1.072367155392178e-10
1973,3.1618506543143863e-09,1.154908123500244e-10,1.154908123500244e-10
1974,3.3491073406618656e-09,1.1479363640209961e-10,1.1479363640209961e-10
1975,3.2239368952247105e-09,1.221560952589597e-10,1.221560952589597e-10
1976,3.801789740163843e-09,5.034100963466745e-11,5.034100963466745e-11
1977,3.695221874520728e-09,4.157150070611364e-11,4.157150070611364e-11
1978,3.5111674678844906e-09,4.078052875547808e-11,4.078052875547808e-11
1979,3.576159162450259e-09,5.703593054200746e-11,5.703593054200746e-11
1980,3.64692531729105e-09,4.8781833731200865e-11,4.8781833731200865e-11
1981,3.3981974218682306e-09,4.8264129300288976e-11,4.8264129300288976e-11
1982,3.3343491935765103e-09,3.945662397998793e-11,3.945662397998793e-11
1983,3.1677509028580987e-09,3.945662397998793e-11,3.945662397998793e-11
1984,3.847643394370794e-09,3.945662397998793e-11,3.945662397998793e-11
1985,5.665482686164783e-09,3.8530770340201266e-11,3.8530770340201266e-11
1986,6.110881895742588e-09,2.918392363089011e-11,2.918392363089011e-11
1987,6.644209753809654e-09,3.587139117490677e-11,3.587139117490677e-11
1988,6.694352500906981e-09,2.8241592596258057e-11,2.8241592596258057e-11
1989,7.52493730818823e-09,5.4090156956628934e-11,5.4090156956628934e-11
1990,7.944575283350526e-09,5.4090156956628934e-11,5.4090156956628934e-11
1991,8.15896531288932e-09,7.379796178914283e-11,7.379796178914283e-11
1992,8.038641371602547e-09,7.928857917449683e-11,7.928857917449683e-11
1993,9.06098865779573e-09,7.23800240972786e-11,7.23800240972786e-11
1994,9.764269266148468e-09,6.569255655326195e-11,6.569255655326195e-11
1995,1.0487438600088289e-08,7.207968795243578e-11,7.207968795243578e-11
1996,1.1182438086621005e-08,3.881962856325646e-11,3.881962856325646e-11
1997,1.2119768426949967e-08,4.4572153012107614e-11,4.4572153012107614e-11
1998,1.2097527297376992e-08,2.4864348179593724e-11,2.4864348179593724e-11
1999,1.1107018479553484e-08,1.7562900043019016e-11,1.7562900043019016e-11
2000,9.844237361785905e-09,2.2755329366828748e-11,2.2755329366828748e-11
2001,8.916009708315187e-09,2.2755329366828748e-11,2.2755329366828748e-11
2002,8.418402102401096e-09,1.6368197967654906e-11,1.6368197967654906e-11
2003,7.786937190295312e-09,1.6368197967654906e-11,1.6368197967654906e-11
2004,6.834949622153934e-09,1.0615673518803754e-11,1.0615673518803754e-11
2005,7.1993127649859295e-09,1.0615673518803754e-11,1.0615673518803754e-11
2006,7.228370410164839e-09,5.192429323809731e-12,5.192429323809731e-12
2007,7.550598178442312e-09,0.0,0.0
2008,7.336955709646986e-09,0.0,0.0
2009,7.84534783169834e-09,0.0,0.0
2010,7.489711041839899e-09,4.093896105053904e-12,4.093896105053904e-12
2011,6.9256572223151485e-09,4.093896105053904e-12,4.093896105053904e-12
2012,5.482853567987231e-09,2.545332620269252e-11,2.545332620269252e-11
2013,4.906127123608225e-09,2.545332620269252e-11,2.545332620269252e-11
2014,4.246587399186248e-09,3.584482636304858e-11,3.584482636304858e-11
2015,3.998338850484475e-09,3.584482636304858e-11,3.584482636304858e-11
2016,2.875891064973197e-09,5.46202837423523e-11,5.46202837423523e-11
2017,2.3378730618084376e-09,5.894745224351479e-11,5.894745224351479e-11
2018,2.0125262123471545e-09,7.073694269221776e-11,7.073694269221776e-11
2019,2.1885915024721925e-09,5.104217569440461e-11,5.104217569440461e-11
