ngram,Komatsu,Komats,Komatsu,Komats
1639,0.0,0.0,0.0,0.0
1640,0.0,0.0,0.0,0.0
1641,0.0,0.0,0.0,0.0
1642,0.0,0.0,0.0,0.0
1643,0.0,0.0,0.0,0.0
1644,0.0,0.0,0.0,0.0
1645,0.0,0.0,0.0,0.0
1646,0.0,0.0,0.0,0.0
1647,0.0,0.0,0.0,0.0
1648,0.0,0.0,0.0,0.0
1649,0.0,0.0,0.0,0.0
1650,0.0,0.0,0.0,0.0
1651,0.0,0.0,0.0,0.0
1652,0.0,0.0,0.0,0.0
1653,0.0,0.0,0.0,0.0
1654,0.0,0.0,0.0,0.0
1655,0.0,0.0,0.0,0.0
1656,0.0,0.0,0.0,0.0
1657,0.0,0.0,0.0,0.0
1658,0.0,0.0,0.0,0.0
1659,0.0,0.0,0.0,0.0
1660,0.0,0.0,0.0,0.0
1661,0.0,0.0,0.0,0.0
1662,0.0,0.0,0.0,0.0
1663,0.0,0.0,0.0,0.0
1664,0.0,0.0,0.0,0.0
1665,0.0,0.0,0.0,0.0
1666,0.0,0.0,0.0,0.0
1667,0.0,0.0,0.0,0.0
1668,0.0,0.0,0.0,0.0
1669,0.0,0.0,0.0,0.0
1670,0.0,0.0,0.0,0.0
1671,0.0,0.0,0.0,0.0
1672,0.0,0.0,0.0,0.0
1673,0.0,0.0,0.0,0.0
1674,0.0,0.0,0.0,0.0
1675,0.0,0.0,0.0,0.0
1676,0.0,0.0,0.0,0.0
1677,0.0,0.0,0.0,0.0
1678,0.0,0.0,0.0,0.0
1679,0.0,0.0,0.0,0.0
1680,0.0,0.0,0.0,0.0
1681,0.0,0.0,0.0,0.0
1682,0.0,0.0,0.0,0.0
1683,0.0,0.0,0.0,0.0
1684,0.0,0.0,0.0,0.0
1685,0.0,0.0,0.0,0.0
1686,0.0,0.0,0.0,0.0
1687,0.0,0.0,0.0,0.0
1688,0.0,0.0,0.0,0.0
1689,0.0,0.0,0.0,0.0
1690,0.0,0.0,0.0,0.0
1691,0.0,0.0,0.0,0.0
1692,0.0,0.0,0.0,0.0
1693,0.0,0.0,0.0,0.0
1694,0.0,0.0,0.0,0.0
1695,0.0,0.0,0.0,0.0
1696,0.0,0.0,0.0,0.0
1697,0.0,0.0,0.0,0.0
1698,0.0,0.0,0.0,0.0
1699,0.0,0.0,0.0,0.0
1700,0.0,0.0,0.0,0.0
1701,0.0,0.0,0.0,0.0
1702,0.0,0.0,0.0,0.0
1703,0.0,0.0,0.0,0.0
1704,0.0,0.0,0.0,0.0
1705,0.0,0.0,0.0,0.0
1706,0.0,0.0,0.0,0.0
1707,0.0,0.0,0.0,0.0
1708,0.0,0.0,0.0,0.0
1709,0.0,0.0,0.0,0.0
1710,0.0,0.0,0.0,0.0
1711,0.0,0.0,0.0,0.0
1712,0.0,0.0,0.0,0.0
1713,0.0,0.0,0.0,0.0
1714,0.0,0.0,0.0,0.0
1715,0.0,0.0,0.0,0.0
1716,0.0,0.0,0.0,0.0
1717,0.0,0.0,0.0,0.0
1718,0.0,0.0,0.0,0.0
1719,0.0,0.0,0.0,0.0
1720,0.0,0.0,0.0,0.0
1721,0.0,0.0,0.0,0.0
1722,0.0,0.0,0.0,0.0
1723,0.0,0.0,0.0,0.0
1724,0.0,0.0,0.0,0.0
1725,0.0,0.0,0.0,0.0
1726,0.0,0.0,0.0,0.0
1727,0.0,0.0,0.0,0.0
1728,0.0,0.0,0.0,0.0
1729,0.0,0.0,0.0,0.0
1730,0.0,0.0,0.0,0.0
1731,0.0,0.0,0.0,0.0
1732,0.0,0.0,0.0,0.0
1733,0.0,0.0,0.0,0.0
1734,0.0,0.0,0.0,0.0
1735,0.0,0.0,0.0,0.0
1736,0.0,0.0,0.0,0.0
1737,0.0,0.0,0.0,0.0
1738,0.0,0.0,0.0,0.0
1739,0.0,0.0,0.0,0.0
1740,0.0,0.0,0.0,0.0
1741,0.0,0.0,0.0,0.0
1742,0.0,0.0,0.0,0.0
1743,0.0,0.0,0.0,0.0
1744,0.0,0.0,0.0,0.0
1745,0.0,0.0,0.0,0.0
1746,0.0,0.0,0.0,0.0
1747,0.0,0.0,0.0,0.0
1748,0.0,0.0,0.0,0.0
1749,0.0,0.0,0.0,0.0
1750,0.0,0.0,0.0,0.0
1751,0.0,0.0,0.0,0.0
1752,0.0,0.0,0.0,0.0
1753,0.0,0.0,0.0,0.0
1754,0.0,0.0,0.0,0.0
1755,0.0,0.0,0.0,0.0
1756,0.0,0.0,0.0,0.0
1757,0.0,0.0,0.0,0.0
1758,0.0,0.0,0.0,0.0
1759,0.0,0.0,0.0,0.0
1760,0.0,0.0,0.0,0.0
1761,2.7755674584081393e-09,0.0,2.7755674584081393e-09,0.0
1762,2.7755674584081393e-09,0.0,2.7755674584081393e-09,0.0
1763,2.7755674584081393e-09,0.0,2.7755674584081393e-09,0.0
1764,2.7755674584081393e-09,0.0,2.7755674584081393e-09,0.0
1765,2.7755674584081393e-09,0.0,2.7755674584081393e-09,0.0
1766,2.7755674584081393e-09,0.0,2.7755674584081393e-09,0.0
1767,2.7755674584081393e-09,0.0,2.7755674584081393e-09,0.0
1768,0.0,0.0,0.0,0.0
1769,0.0,0.0,0.0,0.0
1770,0.0,0.0,0.0,0.0
1771,0.0,0.0,0.0,0.0
1772,0.0,0.0,0.0,0.0
1773,0.0,0.0,0.0,0.0
1774,0.0,0.0,0.0,0.0
1775,0.0,0.0,0.0,0.0
1776,0.0,0.0,0.0,0.0
1777,0.0,0.0,0.0,0.0
1778,0.0,0.0,0.0,0.0
1779,0.0,0.0,0.0,0.0
1780,0.0,0.0,0.0,0.0
1781,0.0,0.0,0.0,0.0
1782,0.0,0.0,0.0,0.0
1783,0.0,0.0,0.0,0.0
1784,0.0,0.0,0.0,0.0
1785,0.0,0.0,0.0,0.0
1786,0.0,0.0,0.0,0.0
1787,0.0,0.0,0.0,0.0
1788,0.0,0.0,0.0,0.0
1789,0.0,0.0,0.0,0.0
1790,0.0,0.0,0.0,0.0
1791,0.0,0.0,0.0,0.0
1792,0.0,0.0,0.0,0.0
1793,0.0,0.0,0.0,0.0
1794,0.0,0.0,0.0,0.0
1795,0.0,0.0,0.0,0.0
1796,0.0,0.0,0.0,0.0
1797,0.0,0.0,0.0,0.0
1798,0.0,0.0,0.0,0.0
1799,0.0,0.0,0.0,0.0
1800,4.116639093102289e-10,0.0,4.116639093102289e-10,0.0
1801,4.116639093102289e-10,0.0,4.116639093102289e-10,0.0
1802,4.116639093102289e-10,0.0,4.116639093102289e-10,0.0
1803,4.116639093102289e-10,0.0,4.116639093102289e-10,0.0
1804,4.116639093102289e-10,0.0,4.116639093102289e-10,0.0
1805,4.116639093102289e-10,0.0,4.116639093102289e-10,0.0
1806,4.116639093102289e-10,0.0,4.116639093102289e-10,0.0
1807,0.0,0.0,0.0,0.0
1808,0.0,0.0,0.0,0.0
1809,0.0,0.0,0.0,0.0
1810,0.0,0.0,0.0,0.0
1811,0.0,0.0,0.0,0.0
1812,0.0,0.0,0.0,0.0
1813,0.0,0.0,0.0,0.0
1814,0.0,0.0,0.0,0.0
1815,0.0,0.0,0.0,0.0
1816,0.0,0.0,0.0,0.0
1817,0.0,0.0,0.0,0.0
1818,0.0,0.0,0.0,0.0
1819,0.0,0.0,0.0,0.0
1820,0.0,0.0,0.0,0.0
1821,0.0,0.0,0.0,0.0
1822,0.0,0.0,0.0,0.0
1823,0.0,0.0,0.0,0.0
1824,0.0,0.0,0.0,0.0
1825,0.0,0.0,0.0,0.0
1826,0.0,0.0,0.0,0.0
1827,0.0,0.0,0.0,0.0
1828,0.0,1.7652689468913456e-09,0.0,1.7652689468913456e-09
1829,0.0,1.7652689468913456e-09,0.0,1.7652689468913456e-09
1830,0.0,1.7652689468913456e-09,0.0,1.7652689468913456e-09
1831,0.0,1.7652689468913456e-09,0.0,1.7652689468913456e-09
1832,0.0,1.7652689468913456e-09,0.0,1.7652689468913456e-09
1833,0.0,1.7652689468913456e-09,0.0,1.7652689468913456e-09
1834,8.306019364364862e-11,1.7652689468913456e-09,8.306019364364862e-11,1.7652689468913456e-09
1835,8.306019364364862e-11,0.0,8.306019364364862e-11,0.0
1836,8.306019364364862e-11,0.0,8.306019364364862e-11,0.0
1837,8.306019364364862e-11,0.0,8.306019364364862e-11,0.0
1838,8.306019364364862e-11,0.0,8.306019364364862e-11,0.0
1839,8.306019364364862e-11,0.0,8.306019364364862e-11,0.0
1840,8.306019364364862e-11,0.0,8.306019364364862e-11,0.0
1841,6.997761100738638e-11,0.0,6.997761100738638e-11,0.0
1842,3.7405481886513113e-10,0.0,3.7405481886513113e-10,0.0
1843,3.7405481886513113e-10,0.0,3.7405481886513113e-10,0.0
1844,3.7405481886513113e-10,0.0,3.7405481886513113e-10,0.0
1845,3.7405481886513113e-10,0.0,3.7405481886513113e-10,0.0
1846,2.0045673057974713e-09,0.0,2.0045673057974713e-09,0.0
1847,2.0045673057974713e-09,0.0,2.0045673057974713e-09,0.0
1848,2.4739349172416984e-08,0.0,2.4739349172416984e-08,0.0
1849,2.443527196455924e-08,0.0,2.443527196455924e-08,0.0
1850,2.4482741873515275e-08,0.0,2.4482741873515275e-08,0.0
1851,2.4482741873515275e-08,0.0,2.4482741873515275e-08,0.0
1852,2.4482741873515275e-08,2.022462832128115e-10,2.4482741873515275e-08,2.022462832128115e-10
1853,2.5603011845541446e-08,2.022462832128115e-10,2.5603011845541446e-08,2.022462832128115e-10
1854,2.6714052755608516e-08,2.022462832128115e-10,2.6714052755608516e-08,2.022462832128115e-10
1855,3.909293277981618e-09,2.022462832128115e-10,3.909293277981618e-09,2.022462832128115e-10
1856,3.909293277981618e-09,2.022462832128115e-10,3.909293277981618e-09,2.022462832128115e-10
1857,3.861823369025583e-09,2.985147367391099e-10,3.861823369025583e-09,2.985147367391099e-10
1858,5.359514736775444e-09,2.985147367391099e-10,5.359514736775444e-09,2.985147367391099e-10
1859,9.868289550597962e-09,1.571978420449633e-10,9.868289550597962e-09,1.571978420449633e-10
1860,7.1175070916394495e-09,1.571978420449633e-10,7.1175070916394495e-09,1.571978420449633e-10
1861,6.00646618157238e-09,1.571978420449633e-10,6.00646618157238e-09,1.571978420449633e-10
1862,6.2293392666390446e-09,1.571978420449633e-10,6.2293392666390446e-09,1.571978420449633e-10
1863,6.2293392666390446e-09,2.0493572315340358e-10,6.2293392666390446e-09,2.0493572315340358e-10
1864,6.2293392666390446e-09,1.0866726962710516e-10,6.2293392666390446e-09,1.0866726962710516e-10
1865,4.775874449882065e-09,1.0866726962710516e-10,4.775874449882065e-09,1.0866726962710516e-10
1866,4.882977435092885e-10,4.7737881108440257e-11,4.882977435092885e-10,4.7737881108440257e-11
1867,3.3835322718215164e-09,4.7737881108440257e-11,3.3835322718215164e-09,4.7737881108440257e-11
1868,3.42834396982461e-09,9.254957911153383e-11,3.42834396982461e-09,9.254957911153383e-11
1869,5.620210023561865e-09,9.254957911153383e-11,5.620210023561865e-09,9.254957911153383e-11
1870,5.95810170644917e-09,4.4811698003093574e-11,5.95810170644917e-09,4.4811698003093574e-11
1871,6.2421341548038865e-09,4.4811698003093574e-11,6.2421341548038865e-09,4.4811698003093574e-11
1872,6.279811024364637e-09,8.638459352600896e-10,6.279811024364637e-09,8.638459352600896e-10
1873,6.799779219849153e-09,1.1759159558786892e-09,6.799779219849153e-09,1.1759159558786892e-09
1874,4.460914689228903e-09,1.215656670565985e-09,4.460914689228903e-09,1.215656670565985e-09
1875,4.456218021570939e-09,1.1708449725628916e-09,4.456218021570939e-09,1.1708449725628916e-09
1876,2.539794684088191e-09,1.1708449725628916e-09,2.539794684088191e-09,1.1708449725628916e-09
1877,4.124245032789884e-09,1.1708449725628916e-09,4.124245032789884e-09,1.1708449725628916e-09
1878,5.255341550824966e-09,1.2071303322004822e-09,5.255341550824966e-09,1.2071303322004822e-09
1879,5.76697293887461e-09,4.5792372275041005e-10,5.76697293887461e-09,4.5792372275041005e-10
1880,6.176840570772311e-09,1.4585370213181037e-10,6.176840570772311e-09,1.4585370213181037e-10
1881,8.777030031341987e-09,2.639409603575972e-10,8.777030031341987e-09,2.639409603575972e-10
1882,1.0940766324653493e-08,2.639409603575972e-10,1.0940766324653493e-08,2.639409603575972e-10
1883,1.156674254789079e-08,2.9606358832788363e-10,1.156674254789079e-08,2.9606358832788363e-10
1884,1.2695491324876684e-08,2.9606358832788363e-10,1.2695491324876684e-08,2.9606358832788363e-10
1885,1.5169481480471958e-08,3.178247843476407e-10,1.5169481480471958e-08,3.178247843476407e-10
1886,1.6562327001931213e-08,2.479971565407167e-10,1.6562327001931213e-08,2.479971565407167e-10
1887,1.7760180373979243e-08,2.479971565407167e-10,1.7760180373979243e-08,2.479971565407167e-10
1888,1.5764743161688395e-08,1.441748684724179e-10,1.5764743161688395e-08,1.441748684724179e-10
1889,1.500029104103565e-08,1.441748684724179e-10,1.500029104103565e-08,1.441748684724179e-10
1890,1.5722584377288384e-08,1.1205224050213149e-10,1.5722584377288384e-08,1.1205224050213149e-10
1891,1.6614671543330976e-08,1.1205224050213149e-10,1.6614671543330976e-08,1.1205224050213149e-10
1892,1.7759186882975493e-08,3.011930823796202e-10,1.7759186882975493e-08,3.011930823796202e-10
1893,1.7986727282196365e-08,3.473164295846638e-10,1.7986727282196365e-08,3.473164295846638e-10
1894,1.8995789322470306e-08,3.473164295846638e-10,1.8995789322470306e-08,3.473164295846638e-10
1895,1.918962436572461e-08,3.568243676723069e-10,1.918962436572461e-08,3.568243676723069e-10
1896,2.191701677288295e-08,3.568243676723069e-10,2.191701677288295e-08,3.568243676723069e-10
1897,2.309844252376284e-08,3.754011228857783e-10,2.309844252376284e-08,3.754011228857783e-10
1898,2.151826450358385e-08,4.114774592484898e-10,2.151826450358385e-08,4.114774592484898e-10
1899,2.502695244694613e-08,1.825039682871018e-10,2.502695244694613e-08,1.825039682871018e-10
1900,2.9390731879987342e-08,1.7252183015514788e-10,2.9390731879987342e-08,1.7252183015514788e-10
1901,3.060827781707433e-08,1.7252183015514788e-10,3.060827781707433e-08,1.7252183015514788e-10
1902,3.1560571553005245e-08,1.0900820722272085e-10,3.1560571553005245e-08,1.0900820722272085e-10
1903,3.062942636030844e-08,1.0900820722272085e-10,3.062942636030844e-08,1.0900820722272085e-10
1904,3.007459855755964e-08,9.043145200924942e-11,3.007459855755964e-08,9.043145200924942e-11
1905,2.9053322541423247e-08,5.435511564653796e-11,2.9053322541423247e-08,5.435511564653796e-11
1906,2.2714128229089122e-08,3.6141209073089644e-11,2.2714128229089122e-08,3.6141209073089644e-11
1907,2.0428928897737412e-08,2.930034786225682e-11,2.0428928897737412e-08,2.930034786225682e-11
1908,1.9408067280275125e-08,2.930034786225682e-11,1.9408067280275125e-08,2.930034786225682e-11
1909,2.5424545770290152e-08,2.930034786225682e-11,2.5424545770290152e-08,2.930034786225682e-11
1910,2.783619404819352e-08,2.930034786225682e-11,2.783619404819352e-08,2.930034786225682e-11
1911,3.0870315827412146e-08,2.930034786225682e-11,3.0870315827412146e-08,2.930034786225682e-11
1912,3.442938835616717e-08,2.930034786225682e-11,3.442938835616717e-08,2.930034786225682e-11
1913,3.705895679217974e-08,2.930034786225682e-11,3.705895679217974e-08,2.930034786225682e-11
1914,3.668367527203438e-08,0.0,3.668367527203438e-08,0.0
1915,4.06361798813545e-08,0.0,4.06361798813545e-08,0.0
1916,3.794184699756897e-08,0.0,3.794184699756897e-08,0.0
1917,3.5897711723821753e-08,0.0,3.5897711723821753e-08,0.0
1918,4.2383525514618925e-08,0.0,4.2383525514618925e-08,0.0
1919,4.560841609142179e-08,0.0,4.560841609142179e-08,0.0
1920,5.55087704055625e-08,4.640330976611397e-11,5.55087704055625e-08,4.640330976611397e-11
1921,5.766365848306318e-08,4.640330976611397e-11,5.766365848306318e-08,4.640330976611397e-11
1922,6.694167125382527e-08,4.640330976611397e-11,6.694167125382527e-08,4.640330976611397e-11
1923,7.302426726799435e-08,4.640330976611397e-11,7.302426726799435e-08,4.640330976611397e-11
1924,7.735810519144642e-08,4.640330976611397e-11,7.735810519144642e-08,4.640330976611397e-11
1925,7.084021800908755e-08,4.640330976611397e-11,7.084021800908755e-08,4.640330976611397e-11
1926,6.690943316860804e-08,4.640330976611397e-11,6.690943316860804e-08,4.640330976611397e-11
1927,6.279520497238472e-08,2.273837864029206e-11,6.279520497238472e-08,2.273837864029206e-11
1928,6.721546087971677e-08,2.273837864029206e-11,6.721546087971677e-08,2.273837864029206e-11
1929,6.069634395089452e-08,2.273837864029206e-11,6.069634395089452e-08,2.273837864029206e-11
1930,5.603624586569822e-08,2.273837864029206e-11,5.603624586569822e-08,2.273837864029206e-11
1931,5.292612215157533e-08,2.273837864029206e-11,5.292612215157533e-08,2.273837864029206e-11
1932,5.0122577326711896e-08,2.273837864029206e-11,5.0122577326711896e-08,2.273837864029206e-11
1933,4.866139973509169e-08,2.273837864029206e-11,4.866139973509169e-08,2.273837864029206e-11
1934,4.172730859254768e-08,2.2467874782883257e-11,4.172730859254768e-08,2.2467874782883257e-11
1935,3.4323849667267884e-08,2.2467874782883257e-11,3.4323849667267884e-08,2.2467874782883257e-11
1936,2.675874429972477e-08,2.2467874782883257e-11,2.675874429972477e-08,2.2467874782883257e-11
1937,2.235505495004223e-08,2.2467874782883257e-11,2.235505495004223e-08,2.2467874782883257e-11
1938,1.9398874887396493e-08,2.2467874782883257e-11,1.9398874887396493e-08,2.2467874782883257e-11
1939,1.846976984052974e-08,4.7361900116068714e-11,1.846976984052974e-08,4.7361900116068714e-11
1940,1.8134818726066116e-08,4.7361900116068714e-11,1.8134818726066116e-08,4.7361900116068714e-11
1941,1.5746280089347564e-08,2.4894025333185457e-11,1.5746280089347564e-08,2.4894025333185457e-11
1942,1.7838249353831414e-08,2.4894025333185457e-11,1.7838249353831414e-08,2.4894025333185457e-11
1943,1.8548399260964743e-08,6.780067578799581e-11,1.8548399260964743e-08,6.780067578799581e-11
1944,2.0624053195409227e-08,8.677199831679566e-11,2.0624053195409227e-08,8.677199831679566e-11
1945,2.436541647808456e-08,1.243108394000103e-10,2.436541647808456e-08,1.243108394000103e-10
1946,2.6710216260994457e-08,9.941681406682485e-11,2.6710216260994457e-08,9.941681406682485e-11
1947,2.9477219395549322e-08,9.941681406682485e-11,2.9477219395549322e-08,9.941681406682485e-11
1948,3.442252628969657e-08,1.165168140542556e-10,3.442252628969657e-08,1.165168140542556e-10
1949,3.546590805163825e-08,1.165168140542556e-10,3.546590805163825e-08,1.165168140542556e-10
1950,3.6893942123583656e-08,7.361016359944524e-11,3.6893942123583656e-08,7.361016359944524e-11
1951,3.728375449644058e-08,5.463884107064538e-11,3.728375449644058e-08,5.463884107064538e-11
1952,3.816485235777886e-08,1.709999998743074e-11,3.816485235777886e-08,1.709999998743074e-11
1953,4.123176263906966e-08,1.709999998743074e-11,4.123176263906966e-08,1.709999998743074e-11
1954,4.373041053083528e-08,1.709999998743074e-11,4.373041053083528e-08,1.709999998743074e-11
1955,4.622894473576318e-08,0.0,4.622894473576318e-08,0.0
1956,5.1102325418891526e-08,0.0,5.1102325418891526e-08,0.0
1957,5.4266272237717724e-08,0.0,5.4266272237717724e-08,0.0
1958,5.988803154975488e-08,2.380361582446763e-11,5.988803154975488e-08,2.380361582446763e-11
1959,6.278014045132555e-08,5.7685433810636e-11,6.278014045132555e-08,5.7685433810636e-11
1960,6.699721108053122e-08,1.0003687759116024e-10,6.699721108053122e-08,1.0003687759116024e-10
1961,7.234422381787096e-08,1.0003687759116024e-10,7.234422381787096e-08,1.0003687759116024e-10
1962,7.545863007456838e-08,1.8165092644358997e-10,7.545863007456838e-08,1.8165092644358997e-10
1963,7.539389049579118e-08,2.410740674545815e-10,7.539389049579118e-08,2.410740674545815e-10
1964,8.542241809144408e-08,2.5006737751948853e-10,8.542241809144408e-08,2.5006737751948853e-10
1965,8.859718596860538e-08,2.43893924897368e-10,8.859718596860538e-08,2.43893924897368e-10
1966,9.93128840117866e-08,2.1880517834091e-10,9.93128840117866e-08,2.1880517834091e-10
1967,1.0974365441792802e-07,2.118324503903273e-10,1.0974365441792802e-07,2.118324503903273e-10
1968,1.2440890831807598e-07,2.472586163593249e-10,1.2440890831807598e-07,2.472586163593249e-10
1969,1.3470942202989784e-07,1.6564456750689516e-10,1.3470942202989784e-07,1.6564456750689516e-10
1970,1.5653587480203767e-07,1.3252995328156507e-10,1.5653587480203767e-07,1.3252995328156507e-10
1971,1.724640037131004e-07,1.3248754375329496e-10,1.724640037131004e-07,1.3248754375329496e-10
1972,1.9682245928314452e-07,1.496391611812063e-10,1.9682245928314452e-07,1.496391611812063e-10
1973,2.1836341496899487e-07,1.9037067259887663e-10,2.1836341496899487e-07,1.9037067259887663e-10
1974,2.2871947586671532e-07,1.712869627880563e-10,2.2871947586671532e-07,1.712869627880563e-10
1975,2.3178590018752792e-07,1.6018929635145237e-10,2.3178590018752792e-07,1.6018929635145237e-10
1976,2.4223474781592813e-07,2.1644431286953798e-10,2.4223474781592813e-07,2.1644431286953798e-10
1977,2.4551030110485173e-07,2.3026784249210611e-10,2.4551030110485173e-07,2.3026784249210611e-10
1978,2.542514912257892e-07,2.2947687054147055e-10,2.542514912257892e-07,2.2947687054147055e-10
1979,2.5718215113101905e-07,2.109504916977415e-10,2.5718215113101905e-07,2.109504916977415e-10
1980,2.625063412356862e-07,1.8493639209312843e-10,2.625063412356862e-07,1.8493639209312843e-10
1981,2.8020125090019323e-07,2.0679037797598022e-10,2.8020125090019323e-07,2.0679037797598022e-10
1982,2.958170374053485e-07,2.0469636253874135e-10,2.958170374053485e-07,2.0469636253874135e-10
1983,3.145274060248734e-07,1.632463574041676e-10,3.145274060248734e-07,1.632463574041676e-10
1984,3.2809721720436104e-07,1.4516608203206183e-10,3.2809721720436104e-07,1.4516608203206183e-10
1985,3.38190590452671e-07,1.587083787803399e-10,3.38190590452671e-07,1.587083787803399e-10
1986,3.482251226419716e-07,1.631786422254652e-10,3.482251226419716e-07,1.631786422254652e-10
1987,3.5198345520776844e-07,1.4635562652671423e-10,3.5198345520776844e-07,1.4635562652671423e-10
1988,3.593144819140954e-07,1.0820663462474123e-10,3.593144819140954e-07,1.0820663462474123e-10
