ngram,Cencora,Cencra,Cencora,Cencra
1645,0.0,0.0,0.0,0.0
1646,0.0,0.0,0.0,0.0
1647,0.0,0.0,0.0,0.0
1648,0.0,0.0,0.0,0.0
1649,0.0,0.0,0.0,0.0
1650,0.0,0.0,0.0,0.0
1651,0.0,0.0,0.0,0.0
1652,0.0,0.0,0.0,0.0
1653,0.0,0.0,0.0,0.0
1654,0.0,0.0,0.0,0.0
1655,0.0,0.0,0.0,0.0
1656,0.0,0.0,0.0,0.0
1657,0.0,0.0,0.0,0.0
1658,0.0,0.0,0.0,0.0
1659,0.0,0.0,0.0,0.0
1660,0.0,0.0,0.0,0.0
1661,0.0,0.0,0.0,0.0
1662,0.0,0.0,0.0,0.0
1663,0.0,0.0,0.0,0.0
1664,0.0,0.0,0.0,0.0
1665,0.0,0.0,0.0,0.0
1666,0.0,0.0,0.0,0.0
1667,0.0,0.0,0.0,0.0
1668,0.0,0.0,0.0,0.0
1669,0.0,0.0,0.0,0.0
1670,0.0,0.0,0.0,0.0
1671,0.0,0.0,0.0,0.0
1672,0.0,0.0,0.0,0.0
1673,0.0,0.0,0.0,0.0
1674,0.0,0.0,0.0,0.0
1675,0.0,0.0,0.0,0.0
1676,0.0,0.0,0.0,0.0
1677,0.0,0.0,0.0,0.0
1678,0.0,0.0,0.0,0.0
1679,0.0,0.0,0.0,0.0
1680,0.0,0.0,0.0,0.0
1681,0.0,0.0,0.0,0.0
1682,0.0,0.0,0.0,0.0
1683,0.0,0.0,0.0,0.0
1684,0.0,0.0,0.0,0.0
1685,0.0,0.0,0.0,0.0
1686,0.0,0.0,0.0,0.0
1687,0.0,0.0,0.0,0.0
1688,0.0,0.0,0.0,0.0
1689,0.0,0.0,0.0,0.0
1690,0.0,0.0,0.0,0.0
1691,0.0,0.0,0.0,0.0
1692,0.0,0.0,0.0,0.0
1693,0.0,0.0,0.0,0.0
1694,0.0,0.0,0.0,0.0
1695,0.0,0.0,0.0,0.0
1696,0.0,0.0,0.0,0.0
1697,0.0,0.0,0.0,0.0
1698,0.0,0.0,0.0,0.0
1699,0.0,0.0,0.0,0.0
1700,0.0,0.0,0.0,0.0
1701,0.0,0.0,0.0,0.0
1702,0.0,0.0,0.0,0.0
1703,0.0,0.0,0.0,0.0
1704,0.0,0.0,0.0,0.0
1705,0.0,0.0,0.0,0.0
1706,0.0,0.0,0.0,0.0
1707,0.0,0.0,0.0,0.0
1708,0.0,0.0,0.0,0.0
1709,0.0,0.0,0.0,0.0
1710,0.0,0.0,0.0,0.0
1711,0.0,0.0,0.0,0.0
1712,0.0,0.0,0.0,0.0
1713,0.0,0.0,0.0,0.0
1714,0.0,0.0,0.0,0.0
1715,0.0,0.0,0.0,0.0
1716,0.0,0.0,0.0,0.0
1717,0.0,0.0,0.0,0.0
1718,0.0,0.0,0.0,0.0
1719,0.0,0.0,0.0,0.0
1720,0.0,0.0,0.0,0.0
1721,0.0,0.0,0.0,0.0
1722,0.0,0.0,0.0,0.0
1723,0.0,0.0,0.0,0.0
1724,0.0,0.0,0.0,0.0
1725,0.0,0.0,0.0,0.0
1726,0.0,0.0,0.0,0.0
1727,0.0,0.0,0.0,0.0
1728,0.0,0.0,0.0,0.0
1729,0.0,0.0,0.0,0.0
1730,0.0,0.0,0.0,0.0
1731,0.0,0.0,0.0,0.0
1732,0.0,0.0,0.0,0.0
1733,0.0,0.0,0.0,0.0
1734,0.0,0.0,0.0,0.0
1735,0.0,0.0,0.0,0.0
1736,0.0,0.0,0.0,0.0
1737,0.0,0.0,0.0,0.0
1738,0.0,0.0,0.0,0.0
1739,0.0,0.0,0.0,0.0
1740,0.0,0.0,0.0,0.0
1741,0.0,0.0,0.0,0.0
1742,0.0,0.0,0.0,0.0
1743,0.0,0.0,0.0,0.0
1744,0.0,0.0,0.0,0.0
1745,0.0,0.0,0.0,0.0
1746,0.0,0.0,0.0,0.0
1747,0.0,0.0,0.0,0.0
1748,0.0,0.0,0.0,0.0
1749,0.0,0.0,0.0,0.0
1750,0.0,0.0,0.0,0.0
1751,0.0,0.0,0.0,0.0
1752,0.0,0.0,0.0,0.0
1753,0.0,0.0,0.0,0.0
1754,0.0,0.0,0.0,0.0
1755,0.0,0.0,0.0,0.0
1756,0.0,0.0,0.0,0.0
1757,0.0,0.0,0.0,0.0
1758,0.0,0.0,0.0,0.0
1759,0.0,0.0,0.0,0.0
1760,0.0,0.0,0.0,0.0
1761,0.0,0.0,0.0,0.0
1762,0.0,0.0,0.0,0.0
1763,0.0,0.0,0.0,0.0
1764,0.0,0.0,0.0,0.0
1765,0.0,0.0,0.0,0.0
1766,0.0,0.0,0.0,0.0
1767,0.0,0.0,0.0,0.0
1768,0.0,0.0,0.0,0.0
1769,0.0,0.0,0.0,0.0
1770,0.0,0.0,0.0,0.0
1771,0.0,0.0,0.0,0.0
1772,0.0,0.0,0.0,0.0
1773,0.0,0.0,0.0,0.0
1774,0.0,0.0,0.0,0.0
1775,0.0,2.8886891608895635e-09,0.0,2.8886891608895635e-09
1776,0.0,2.8886891608895635e-09,0.0,2.8886891608895635e-09
1777,0.0,2.8886891608895635e-09,0.0,2.8886891608895635e-09
1778,0.0,2.8886891608895635e-09,0.0,2.8886891608895635e-09
1779,0.0,2.8886891608895635e-09,0.0,2.8886891608895635e-09
1780,0.0,2.8886891608895635e-09,0.0,2.8886891608895635e-09
1781,0.0,2.8886891608895635e-09,0.0,2.8886891608895635e-09
1782,0.0,0.0,0.0,0.0
1783,0.0,0.0,0.0,0.0
1784,0.0,0.0,0.0,0.0
1785,0.0,0.0,0.0,0.0
1786,0.0,0.0,0.0,0.0
1787,0.0,0.0,0.0,0.0
1788,0.0,0.0,0.0,0.0
1789,0.0,0.0,0.0,0.0
1790,0.0,0.0,0.0,0.0
1791,0.0,0.0,0.0,0.0
1792,0.0,0.0,0.0,0.0
1793,0.0,0.0,0.0,0.0
1794,0.0,0.0,0.0,0.0
1795,0.0,0.0,0.0,0.0
1796,0.0,0.0,0.0,0.0
1797,0.0,0.0,0.0,0.0
1798,0.0,0.0,0.0,0.0
1799,0.0,0.0,0.0,0.0
1800,0.0,0.0,0.0,0.0
1801,0.0,0.0,0.0,0.0
1802,0.0,0.0,0.0,0.0
1803,0.0,0.0,0.0,0.0
1804,0.0,0.0,0.0,0.0
1805,0.0,0.0,0.0,0.0
1806,0.0,0.0,0.0,0.0
1807,0.0,0.0,0.0,0.0
1808,0.0,0.0,0.0,0.0
1809,0.0,0.0,0.0,0.0
1810,0.0,0.0,0.0,0.0
1811,0.0,0.0,0.0,0.0
1812,0.0,0.0,0.0,0.0
1813,0.0,0.0,0.0,0.0
1814,0.0,0.0,0.0,0.0
1815,5.794220976034531e-10,0.0,5.794220976034531e-10,0.0
1816,5.794220976034531e-10,0.0,5.794220976034531e-10,0.0
1817,5.794220976034531e-10,0.0,5.794220976034531e-10,0.0
1818,5.794220976034531e-10,0.0,5.794220976034531e-10,0.0
1819,5.794220976034531e-10,0.0,5.794220976034531e-10,0.0
1820,5.794220976034531e-10,0.0,5.794220976034531e-10,0.0
1821,5.794220976034531e-10,0.0,5.794220976034531e-10,0.0
1822,0.0,0.0,0.0,0.0
1823,0.0,0.0,0.0,0.0
1824,0.0,0.0,0.0,0.0
1825,0.0,0.0,0.0,0.0
1826,0.0,0.0,0.0,0.0
1827,0.0,0.0,0.0,0.0
1828,0.0,0.0,0.0,0.0
1829,0.0,0.0,0.0,0.0
1830,0.0,0.0,0.0,0.0
1831,0.0,0.0,0.0,0.0
1832,0.0,0.0,0.0,0.0
1833,0.0,0.0,0.0,0.0
1834,0.0,0.0,0.0,0.0
1835,0.0,0.0,0.0,0.0
1836,0.0,0.0,0.0,0.0
1837,0.0,0.0,0.0,0.0
1838,0.0,7.632574730972611e-11,0.0,7.632574730972611e-11
1839,0.0,7.632574730972611e-11,0.0,7.632574730972611e-11
1840,0.0,7.632574730972611e-11,0.0,7.632574730972611e-11
1841,0.0,1.463033583171125e-10,0.0,1.463033583171125e-10
1842,1.7028322878737917e-09,1.463033583171125e-10,1.7028322878737917e-09,1.463033583171125e-10
1843,1.7028322878737917e-09,1.463033583171125e-10,1.7028322878737917e-09,1.463033583171125e-10
1844,1.7028322878737917e-09,1.463033583171125e-10,1.7028322878737917e-09,1.463033583171125e-10
1845,1.7695710531816034e-09,6.997761100738638e-11,1.7695710531816034e-09,6.997761100738638e-11
1846,1.7695710531816034e-09,6.997761100738638e-11,1.7695710531816034e-09,6.997761100738638e-11
1847,1.7695710531816034e-09,6.997761100738638e-11,1.7695710531816034e-09,6.997761100738638e-11
1848,1.8242587282050034e-09,0.0,1.8242587282050034e-09,0.0
1849,1.2142644033121186e-10,0.0,1.2142644033121186e-10,0.0
1850,1.2142644033121186e-10,4.746990895603582e-11,1.2142644033121186e-10,4.746990895603582e-11
1851,1.2142644033121186e-10,4.746990895603582e-11,1.2142644033121186e-10,4.746990895603582e-11
1852,5.4687675023399966e-11,4.746990895603582e-11,5.4687675023399966e-11,4.746990895603582e-11
1853,3.9250306972858443e-10,4.746990895603582e-11,3.9250306972858443e-10,4.746990895603582e-11
1854,3.9250306972858443e-10,4.746990895603582e-11,3.9250306972858443e-10,4.746990895603582e-11
1855,3.3781539470518444e-10,9.997165793608685e-11,3.3781539470518444e-10,9.997165793608685e-11
1856,3.3781539470518444e-10,9.997165793608685e-11,3.3781539470518444e-10,9.997165793608685e-11
1857,3.3781539470518444e-10,1.0063597574320023e-10,3.3781539470518444e-10,1.0063597574320023e-10
1858,3.3781539470518444e-10,1.0063597574320023e-10,3.3781539470518444e-10,1.0063597574320023e-10
1859,3.3781539470518444e-10,1.0063597574320023e-10,3.3781539470518444e-10,1.0063597574320023e-10
1860,0.0,1.0063597574320023e-10,0.0,1.0063597574320023e-10
1861,0.0,1.0063597574320023e-10,0.0,1.0063597574320023e-10
1862,0.0,4.8134226763149204e-11,0.0,4.8134226763149204e-11
1863,0.0,4.8134226763149204e-11,0.0,4.8134226763149204e-11
1864,0.0,0.0,0.0,0.0
1865,0.0,0.0,0.0,0.0
1866,0.0,4.4239619903915386e-11,0.0,4.4239619903915386e-11
1867,0.0,4.4239619903915386e-11,0.0,4.4239619903915386e-11
1868,0.0,4.4239619903915386e-11,0.0,4.4239619903915386e-11
1869,0.0,4.4239619903915386e-11,0.0,4.4239619903915386e-11
1870,0.0,4.4239619903915386e-11,0.0,4.4239619903915386e-11
1871,0.0,8.481568225526814e-11,0.0,8.481568225526814e-11
1872,0.0,8.481568225526814e-11,0.0,8.481568225526814e-11
1873,0.0,4.057606235135276e-11,0.0,4.057606235135276e-11
1874,0.0,4.057606235135276e-11,0.0,4.057606235135276e-11
1875,0.0,4.057606235135276e-11,0.0,4.057606235135276e-11
1876,0.0,4.057606235135276e-11,0.0,4.057606235135276e-11
1877,0.0,4.057606235135276e-11,0.0,4.057606235135276e-11
1878,0.0,0.0,0.0,0.0
1879,0.0,0.0,0.0,0.0
1880,0.0,3.2886683455833425e-11,0.0,3.2886683455833425e-11
1881,3.156559537563299e-11,3.2886683455833425e-11,3.156559537563299e-11,3.2886683455833425e-11
1882,6.397517436442155e-11,6.5296262444622e-11,6.397517436442155e-11,6.5296262444622e-11
1883,9.609780233470794e-11,6.5296262444622e-11,9.609780233470794e-11,6.5296262444622e-11
1884,9.609780233470794e-11,9.580716973735446e-11,9.609780233470794e-11,9.580716973735446e-11
1885,9.609780233470794e-11,9.580716973735446e-11,9.609780233470794e-11,9.580716973735446e-11
1886,2.0645226599708925e-10,9.580716973735446e-11,2.0645226599708925e-10,9.580716973735446e-11
1887,2.0645226599708925e-10,9.055445480767231e-11,2.0645226599708925e-10,9.055445480767231e-11
1888,1.7488667062145628e-10,9.055445480767231e-11,1.7488667062145628e-10,9.055445480767231e-11
1889,2.2098978004679382e-10,5.814487581888374e-11,2.2098978004679382e-10,5.814487581888374e-11
1890,1.8886715207650743e-10,8.344056596459077e-11,1.8886715207650743e-10,8.344056596459077e-11
1891,1.8886715207650743e-10,5.29296586718583e-11,1.8886715207650743e-10,5.29296586718583e-11
1892,1.8886715207650743e-10,5.29296586718583e-11,1.8886715207650743e-10,5.29296586718583e-11
1893,7.851268841412612e-11,5.29296586718583e-11,7.851268841412612e-11,5.29296586718583e-11
1894,1.4478800698063717e-10,4.738746300121071e-11,1.4478800698063717e-10,4.738746300121071e-11
1895,1.4478800698063717e-10,6.855867064535305e-11,1.4478800698063717e-10,6.855867064535305e-11
1896,6.627531856651103e-11,6.855867064535305e-11,6.627531856651103e-11,6.855867064535305e-11
1897,6.627531856651103e-11,4.3262980499646024e-11,6.627531856651103e-11,4.3262980499646024e-11
1898,6.627531856651103e-11,4.3262980499646024e-11,6.627531856651103e-11,4.3262980499646024e-11
1899,6.627531856651103e-11,6.147688707309434e-11,6.627531856651103e-11,6.147688707309434e-11
1900,6.627531856651103e-11,6.147688707309434e-11,6.627531856651103e-11,6.147688707309434e-11
1901,0.0,3.938511421759066e-11,0.0,3.938511421759066e-11
1902,0.0,1.8213906573448314e-11,0.0,1.8213906573448314e-11
1903,0.0,1.8213906573448314e-11,0.0,1.8213906573448314e-11
1904,0.0,1.8213906573448314e-11,0.0,1.8213906573448314e-11
1905,0.0,1.8213906573448314e-11,0.0,1.8213906573448314e-11
1906,3.102997224248481e-11,0.0,3.102997224248481e-11,0.0
1907,3.102997224248481e-11,0.0,3.102997224248481e-11,0.0
1908,3.102997224248481e-11,0.0,3.102997224248481e-11,0.0
1909,3.102997224248481e-11,0.0,3.102997224248481e-11,0.0
1910,3.102997224248481e-11,0.0,3.102997224248481e-11,0.0
1911,3.102997224248481e-11,0.0,3.102997224248481e-11,0.0
1912,3.102997224248481e-11,0.0,3.102997224248481e-11,0.0
1913,0.0,0.0,0.0,0.0
1914,0.0,0.0,0.0,0.0
1915,0.0,0.0,0.0,0.0
1916,0.0,0.0,0.0,0.0
1917,1.396573432296425e-11,0.0,1.396573432296425e-11,0.0
1918,1.396573432296425e-11,0.0,1.396573432296425e-11,0.0
1919,1.396573432296425e-11,0.0,1.396573432296425e-11,0.0
1920,1.396573432296425e-11,0.0,1.396573432296425e-11,0.0
1921,1.396573432296425e-11,2.8111608279297277e-11,1.396573432296425e-11,2.8111608279297277e-11
1922,1.396573432296425e-11,2.8111608279297277e-11,1.396573432296425e-11,2.8111608279297277e-11
1923,6.307262351290532e-11,2.8111608279297277e-11,6.307262351290532e-11,2.8111608279297277e-11
1924,4.9106889189941076e-11,2.8111608279297277e-11,4.9106889189941076e-11,2.8111608279297277e-11
1925,4.9106889189941076e-11,2.8111608279297277e-11,4.9106889189941076e-11,2.8111608279297277e-11
1926,4.9106889189941076e-11,5.103457141013885e-11,4.9106889189941076e-11,5.103457141013885e-11
1927,4.9106889189941076e-11,5.103457141013885e-11,4.9106889189941076e-11,5.103457141013885e-11
1928,4.9106889189941076e-11,2.292296313084157e-11,4.9106889189941076e-11,2.292296313084157e-11
1929,4.9106889189941076e-11,4.820876039638275e-11,4.9106889189941076e-11,4.820876039638275e-11
1930,0.0,4.820876039638275e-11,0.0,4.820876039638275e-11
1931,0.0,4.820876039638275e-11,0.0,4.820876039638275e-11
1932,2.1278921481991476e-10,4.820876039638275e-11,2.1278921481991476e-10,4.820876039638275e-11
1933,2.5912353215521277e-10,4.8452955933190165e-11,2.5912353215521277e-10,4.8452955933190165e-11
1934,2.5912353215521277e-10,4.8452955933190165e-11,2.5912353215521277e-10,4.8452955933190165e-11
1935,2.5912353215521277e-10,4.8452955933190165e-11,2.5912353215521277e-10,4.8452955933190165e-11
1936,2.5912353215521277e-10,2.316715866764899e-11,2.5912353215521277e-10,2.316715866764899e-11
1937,2.5912353215521277e-10,2.316715866764899e-11,2.5912353215521277e-10,2.316715866764899e-11
1938,2.5912353215521277e-10,2.316715866764899e-11,2.5912353215521277e-10,2.316715866764899e-11
1939,4.633431733529798e-11,2.316715866764899e-11,4.633431733529798e-11,2.316715866764899e-11
1940,0.0,0.0,0.0,0.0
1941,0.0,0.0,0.0,0.0
1942,0.0,0.0,0.0,0.0
1943,0.0,0.0,0.0,0.0
1944,0.0,0.0,0.0,0.0
1945,7.507768216642928e-11,0.0,7.507768216642928e-11,0.0
1946,7.507768216642928e-11,1.6548104156807344e-11,7.507768216642928e-11,1.6548104156807344e-11
1947,7.507768216642928e-11,3.3105080185106115e-11,7.507768216642928e-11,3.3105080185106115e-11
1948,7.507768216642928e-11,5.020508017253686e-11,7.507768216642928e-11,5.020508017253686e-11
1949,9.20838445177858e-11,5.020508017253686e-11,9.20838445177858e-11,5.020508017253686e-11
1950,9.20838445177858e-11,5.020508017253686e-11,9.20838445177858e-11,5.020508017253686e-11
1951,9.20838445177858e-11,5.020508017253686e-11,9.20838445177858e-11,5.020508017253686e-11
1952,3.269011153042964e-11,6.588902935160995e-11,3.269011153042964e-11,6.588902935160995e-11
1953,9.544705799534116e-11,4.9340925194802616e-11,9.544705799534116e-11,4.9340925194802616e-11
1954,9.544705799534116e-11,3.2783949166503845e-11,9.544705799534116e-11,3.2783949166503845e-11
1955,9.544705799534116e-11,1.5683949179073106e-11,9.544705799534116e-11,1.5683949179073106e-11
1956,7.844089564398463e-11,1.5683949179073106e-11,7.844089564398463e-11,1.5683949179073106e-11
1957,9.118462136153177e-11,1.5683949179073106e-11,9.118462136153177e-11,1.5683949179073106e-11
1958,1.030864292737656e-10,1.5683949179073106e-11,1.030864292737656e-10,1.5683949179073106e-11
1959,8.740248009469248e-11,0.0,8.740248009469248e-11,0.0
1960,3.523339457491202e-11,1.0587860945131057e-11,3.523339457491202e-11,1.0587860945131057e-11
1961,3.523339457491202e-11,1.0587860945131057e-11,3.523339457491202e-11,1.0587860945131057e-11
1962,3.523339457491202e-11,1.0587860945131057e-11,3.523339457491202e-11,1.0587860945131057e-11
1963,5.504110758439548e-11,3.0395573954614516e-11,5.504110758439548e-11,3.0395573954614516e-11
1964,6.927731206156956e-11,3.0395573954614516e-11,6.927731206156956e-11,3.0395573954614516e-11
1965,5.737550414933576e-11,3.0395573954614516e-11,5.737550414933576e-11,3.0395573954614516e-11
1966,7.496164700875646e-11,3.0395573954614516e-11,7.496164700875646e-11,3.0395573954614516e-11
1967,1.439758966809939e-10,2.8652391966968846e-11,1.439758966809939e-10,2.8652391966968846e-11
1968,1.439758966809939e-10,2.8652391966968846e-11,1.439758966809939e-10,2.8652391966968846e-11
1969,1.439758966809939e-10,3.7629277670005374e-11,1.439758966809939e-10,3.7629277670005374e-11
1970,1.2416818367151043e-10,1.7821564660521918e-11,1.2416818367151043e-10,1.7821564660521918e-11
1971,1.0613915401342616e-10,1.7821564660521918e-11,1.0613915401342616e-10,1.7821564660521918e-11
1972,1.0613915401342616e-10,1.7821564660521918e-11,1.0613915401342616e-10,1.7821564660521918e-11
1973,8.855301115400544e-11,1.7821564660521918e-11,8.855301115400544e-11,1.7821564660521918e-11
1974,4.154091257487938e-11,8.976885703036531e-12,4.154091257487938e-11,8.976885703036531e-12
1975,4.154091257487938e-11,8.976885703036531e-12,4.154091257487938e-11,8.976885703036531e-12
1976,5.7613774862019795e-11,1.607286228714041e-11,5.7613774862019795e-11,1.607286228714041e-11
1977,6.564018574715748e-11,1.607286228714041e-11,6.564018574715748e-11,1.607286228714041e-11
1978,5.6689285210520524e-11,1.607286228714041e-11,5.6689285210520524e-11,1.607286228714041e-11
1979,5.6689285210520524e-11,1.607286228714041e-11,5.6689285210520524e-11,1.607286228714041e-11
1980,5.6689285210520524e-11,1.607286228714041e-11,5.6689285210520524e-11,1.607286228714041e-11
1981,2.4099273172278098e-11,1.607286228714041e-11,2.4099273172278098e-11,1.607286228714041e-11
1982,3.151076820108654e-11,2.3484357315948857e-11,3.151076820108654e-11,2.3484357315948857e-11
1983,1.543790591394613e-11,7.411495028808446e-12,1.543790591394613e-11,7.411495028808446e-12
1984,7.411495028808446e-12,7.411495028808446e-12,7.411495028808446e-12,7.411495028808446e-12
1985,7.411495028808446e-12,7.411495028808446e-12,7.411495028808446e-12,7.411495028808446e-12
1986,5.5771382551877173e-11,7.411495028808446e-12,5.5771382551877173e-11,7.411495028808446e-12
1987,8.252125272794381e-11,7.411495028808446e-12,8.252125272794381e-11,7.411495028808446e-12
1988,8.94526625391404e-11,2.1274314651201618e-11,8.94526625391404e-11,2.1274314651201618e-11
1989,8.869317928904076e-11,1.386281962239317e-11,8.869317928904076e-11,1.386281962239317e-11
1990,1.2198048870585128e-10,1.386281962239317e-11,1.2198048870585128e-10,1.386281962239317e-11
1991,1.4168829353836517e-10,1.386281962239317e-11,1.4168829353836517e-10,1.386281962239317e-11
1992,1.8622471570758518e-10,1.386281962239317e-11,1.8622471570758518e-10,1.386281962239317e-11
1993,1.6363026558718907e-10,2.0304178973061328e-11,1.6363026558718907e-10,2.0304178973061328e-11
1994,1.6939604431466726e-10,2.6807308852897347e-11,1.6939604431466726e-10,2.6807308852897347e-11
1995,1.7523889730181834e-10,1.2944489230504175e-11,1.7523889730181834e-10,1.2944489230504175e-11
1996,1.6858688552310952e-10,1.9246528478099124e-11,1.6858688552310952e-10,1.9246528478099124e-11
1997,1.6406219934182531e-10,2.4999052926950275e-11,1.6406219934182531e-10,2.4999052926950275e-11
1998,2.425767850477989e-10,2.4999052926950275e-11,2.425767850477989e-10,2.4999052926950275e-11
1999,2.1973333965855498e-10,2.4999052926950275e-11,2.1973333965855498e-10,2.4999052926950275e-11
2000,2.0435276090350182e-10,2.375012290009185e-11,2.0435276090350182e-10,2.375012290009185e-11
2001,1.971907617351728e-10,1.7246993020255832e-11,1.971907617351728e-10,1.7246993020255832e-11
2002,2.058907141999633e-10,1.7246993020255832e-11,2.058907141999633e-10,1.7246993020255832e-11
2003,2.1620698882023655e-10,1.6103091082797505e-11,2.1620698882023655e-10,1.6103091082797505e-11
2004,1.9249091160308422e-10,1.0350566633946353e-11,1.9249091160308422e-10,1.0350566633946353e-11
2005,9.92371145575837e-11,1.5319160126933287e-11,9.92371145575837e-11,1.5319160126933287e-11
2006,7.75441377776076e-11,1.5319160126933287e-11,7.75441377776076e-11,1.5319160126933287e-11
2007,7.252644021063911e-11,1.0126730803123556e-11,7.252644021063911e-11,1.0126730803123556e-11
