ngram,Larsen,Larsen,Larsn,Larsn
1623,0.0,0.0,0.0,0.0
1624,1.493321925798747e-07,1.493321925798747e-07,0.0,0.0
1625,1.493321925798747e-07,1.493321925798747e-07,0.0,0.0
1626,1.493321925798747e-07,1.493321925798747e-07,0.0,0.0
1627,1.493321925798747e-07,1.493321925798747e-07,0.0,0.0
1628,1.493321925798747e-07,1.493321925798747e-07,0.0,0.0
1629,1.493321925798747e-07,1.493321925798747e-07,0.0,0.0
1630,1.493321925798747e-07,1.493321925798747e-07,0.0,0.0
1631,0.0,0.0,0.0,0.0
1632,0.0,0.0,0.0,0.0
1633,0.0,0.0,0.0,0.0
1634,2.4683632610893777e-07,2.4683632610893777e-07,0.0,0.0
1635,2.4683632610893777e-07,2.4683632610893777e-07,0.0,0.0
1636,2.4683632610893777e-07,2.4683632610893777e-07,0.0,0.0
1637,2.4683632610893777e-07,2.4683632610893777e-07,0.0,0.0
1638,2.4683632610893777e-07,2.4683632610893777e-07,0.0,0.0
1639,2.4683632610893777e-07,2.4683632610893777e-07,0.0,0.0
1640,2.4683632610893777e-07,2.4683632610893777e-07,0.0,0.0
1641,0.0,0.0,0.0,0.0
1642,0.0,0.0,0.0,0.0
1643,0.0,0.0,0.0,0.0
1644,0.0,0.0,0.0,0.0
1645,0.0,0.0,0.0,0.0
1646,1.007384103754053e-07,1.007384103754053e-07,0.0,0.0
1647,1.007384103754053e-07,1.007384103754053e-07,0.0,0.0
1648,1.007384103754053e-07,1.007384103754053e-07,0.0,0.0
1649,1.007384103754053e-07,1.007384103754053e-07,0.0,0.0
1650,1.007384103754053e-07,1.007384103754053e-07,0.0,0.0
1651,1.007384103754053e-07,1.007384103754053e-07,0.0,0.0
1652,1.007384103754053e-07,1.007384103754053e-07,0.0,0.0
1653,0.0,0.0,0.0,0.0
1654,0.0,0.0,0.0,0.0
1655,0.0,0.0,0.0,0.0
1656,0.0,0.0,0.0,0.0
1657,0.0,0.0,0.0,0.0
1658,0.0,0.0,0.0,0.0
1659,0.0,0.0,0.0,0.0
1660,0.0,0.0,0.0,0.0
1661,0.0,0.0,0.0,0.0
1662,0.0,0.0,0.0,0.0
1663,0.0,0.0,0.0,0.0
1664,0.0,0.0,0.0,0.0
1665,0.0,0.0,0.0,0.0
1666,0.0,0.0,0.0,0.0
1667,0.0,0.0,0.0,0.0
1668,0.0,0.0,0.0,0.0
1669,0.0,0.0,0.0,0.0
1670,0.0,0.0,0.0,0.0
1671,0.0,0.0,0.0,0.0
1672,0.0,0.0,0.0,0.0
1673,0.0,0.0,0.0,0.0
1674,0.0,0.0,0.0,0.0
1675,0.0,0.0,0.0,0.0
1676,0.0,0.0,0.0,0.0
1677,0.0,0.0,0.0,0.0
1678,0.0,0.0,0.0,0.0
1679,0.0,0.0,0.0,0.0
1680,0.0,0.0,0.0,0.0
1681,0.0,0.0,0.0,0.0
1682,0.0,0.0,0.0,0.0
1683,0.0,0.0,0.0,0.0
1684,0.0,0.0,0.0,0.0
1685,0.0,0.0,0.0,0.0
1686,0.0,0.0,0.0,0.0
1687,0.0,0.0,0.0,0.0
1688,0.0,0.0,0.0,0.0
1689,0.0,0.0,0.0,0.0
1690,0.0,0.0,0.0,0.0
1691,0.0,0.0,0.0,0.0
1692,0.0,0.0,0.0,0.0
1693,0.0,0.0,0.0,0.0
1694,0.0,0.0,0.0,0.0
1695,0.0,0.0,0.0,0.0
1696,0.0,0.0,0.0,0.0
1697,0.0,0.0,0.0,0.0
1698,0.0,0.0,0.0,0.0
1699,0.0,0.0,0.0,0.0
1700,0.0,0.0,0.0,0.0
1701,0.0,0.0,0.0,0.0
1702,0.0,0.0,0.0,0.0
1703,0.0,0.0,0.0,0.0
1704,0.0,0.0,0.0,0.0
1705,9.157804673317775e-09,9.157804673317775e-09,0.0,0.0
1706,9.157804673317775e-09,9.157804673317775e-09,0.0,0.0
1707,9.157804673317775e-09,9.157804673317775e-09,0.0,0.0
1708,9.157804673317775e-09,9.157804673317775e-09,0.0,0.0
1709,9.157804673317775e-09,9.157804673317775e-09,0.0,0.0
1710,9.157804673317775e-09,9.157804673317775e-09,0.0,0.0
1711,9.157804673317775e-09,9.157804673317775e-09,0.0,0.0
1712,0.0,0.0,0.0,0.0
1713,0.0,0.0,0.0,0.0
1714,9.571610551769742e-09,9.571610551769742e-09,0.0,0.0
1715,9.571610551769742e-09,9.571610551769742e-09,0.0,0.0
1716,9.571610551769742e-09,9.571610551769742e-09,0.0,0.0
1717,9.571610551769742e-09,9.571610551769742e-09,0.0,0.0
1718,9.571610551769742e-09,9.571610551769742e-09,0.0,0.0
1719,9.571610551769742e-09,9.571610551769742e-09,0.0,0.0
1720,9.571610551769742e-09,9.571610551769742e-09,0.0,0.0
1721,0.0,0.0,0.0,0.0
1722,0.0,0.0,0.0,0.0
1723,0.0,0.0,0.0,0.0
1724,0.0,0.0,0.0,0.0
1725,0.0,0.0,0.0,0.0
1726,0.0,0.0,0.0,0.0
1727,0.0,0.0,0.0,0.0
1728,0.0,0.0,0.0,0.0
1729,0.0,0.0,0.0,0.0
1730,0.0,0.0,0.0,0.0
1731,0.0,0.0,0.0,0.0
1732,0.0,0.0,0.0,0.0
1733,0.0,0.0,0.0,0.0
1734,0.0,0.0,0.0,0.0
1735,0.0,0.0,0.0,0.0
1736,0.0,0.0,0.0,0.0
1737,0.0,0.0,0.0,0.0
1738,5.491816271582398e-09,5.491816271582398e-09,0.0,0.0
1739,5.491816271582398e-09,5.491816271582398e-09,0.0,0.0
1740,2.7953651583954653e-08,2.7953651583954653e-08,0.0,0.0
1741,5.17190546897187e-08,5.17190546897187e-08,0.0,0.0
1742,5.17190546897187e-08,5.17190546897187e-08,0.0,0.0
1743,5.17190546897187e-08,5.17190546897187e-08,0.0,0.0
1744,5.17190546897187e-08,5.17190546897187e-08,0.0,0.0
1745,4.6227238418136296e-08,4.6227238418136296e-08,0.0,0.0
1746,4.6227238418136296e-08,4.6227238418136296e-08,0.0,0.0
1747,2.3765403105764042e-08,2.3765403105764042e-08,0.0,0.0
1748,0.0,0.0,0.0,0.0
1749,0.0,0.0,0.0,0.0
1750,1.6493656979881573e-08,1.6493656979881573e-08,0.0,0.0
1751,1.6493656979881573e-08,1.6493656979881573e-08,0.0,0.0
1752,1.6493656979881573e-08,1.6493656979881573e-08,0.0,0.0
1753,1.6493656979881573e-08,1.6493656979881573e-08,0.0,0.0
1754,1.6493656979881573e-08,1.6493656979881573e-08,0.0,0.0
1755,1.6493656979881573e-08,1.6493656979881573e-08,0.0,0.0
1756,1.6493656979881573e-08,1.6493656979881573e-08,0.0,0.0
1757,0.0,0.0,0.0,0.0
1758,0.0,0.0,0.0,0.0
1759,0.0,0.0,0.0,0.0
1760,0.0,0.0,0.0,0.0
1761,2.7755674584081393e-09,2.7755674584081393e-09,0.0,0.0
1762,8.140731517463401e-09,8.140731517463401e-09,0.0,0.0
1763,8.140731517463401e-09,8.140731517463401e-09,0.0,0.0
1764,2.2194129962420968e-08,2.2194129962420968e-08,0.0,0.0
1765,2.2194129962420968e-08,2.2194129962420968e-08,0.0,0.0
1766,2.8996234239083866e-08,2.8996234239083866e-08,0.0,0.0
1767,2.8996234239083866e-08,2.8996234239083866e-08,0.0,0.0
1768,2.6220666780675727e-08,2.6220666780675727e-08,0.0,0.0
1769,2.0855502721620463e-08,2.0855502721620463e-08,0.0,0.0
1770,2.3738424305617756e-08,2.3738424305617756e-08,0.0,0.0
1771,9.685025860660192e-09,9.685025860660192e-09,0.0,0.0
1772,9.685025860660192e-09,9.685025860660192e-09,0.0,0.0
1773,2.8829215839972935e-09,2.8829215839972935e-09,0.0,0.0
1774,2.8829215839972935e-09,2.8829215839972935e-09,0.0,0.0
1775,2.8829215839972935e-09,2.8829215839972935e-09,0.0,0.0
1776,2.8829215839972935e-09,2.8829215839972935e-09,0.0,0.0
1777,0.0,0.0,0.0,0.0
1778,0.0,0.0,0.0,0.0
1779,0.0,0.0,0.0,0.0
1780,0.0,0.0,0.0,0.0
1781,0.0,0.0,0.0,0.0
1782,0.0,0.0,0.0,0.0
1783,0.0,0.0,0.0,0.0
1784,0.0,0.0,0.0,0.0
1785,0.0,0.0,0.0,0.0
1786,1.6081179816345477e-08,1.6081179816345477e-08,0.0,0.0
1787,1.865946305404772e-08,1.865946305404772e-08,0.0,0.0
1788,1.865946305404772e-08,1.865946305404772e-08,0.0,0.0
1789,1.865946305404772e-08,1.865946305404772e-08,0.0,0.0
1790,2.0869159860532297e-08,2.0869159860532297e-08,0.0,0.0
1791,2.0869159860532297e-08,2.0869159860532297e-08,0.0,0.0
1792,2.0869159860532297e-08,2.0869159860532297e-08,0.0,0.0
1793,4.787980044186822e-09,4.787980044186822e-09,0.0,0.0
1794,2.2096968064845767e-09,2.2096968064845767e-09,0.0,0.0
1795,5.862785304852228e-09,5.862785304852228e-09,0.0,0.0
1796,5.862785304852228e-09,5.862785304852228e-09,0.0,0.0
1797,1.2723866912470579e-08,1.2723866912470579e-08,0.0,0.0
1798,1.3302523590600198e-08,1.3302523590600198e-08,0.0,0.0
1799,1.3302523590600198e-08,1.3302523590600198e-08,0.0,0.0
1800,1.4125851409220656e-08,1.4125851409220656e-08,0.0,0.0
1801,1.4125851409220656e-08,1.4125851409220656e-08,0.0,0.0
1802,1.1341016506857419e-08,1.1341016506857419e-08,0.0,0.0
1803,1.1341016506857419e-08,1.1341016506857419e-08,0.0,0.0
1804,9.28702169135574e-09,9.28702169135574e-09,0.0,0.0
1805,9.227720016673807e-09,9.227720016673807e-09,0.0,0.0
1806,1.1037570698694107e-08,1.1037570698694107e-08,0.0,0.0
1807,1.0423464107718011e-08,1.0423464107718011e-08,0.0,0.0
1808,1.0658827296973681e-08,1.0658827296973681e-08,0.0,0.0
1809,1.0152423330594168e-08,1.0152423330594168e-08,0.0,0.0
1810,1.1242111543273227e-08,1.1242111543273227e-08,0.0,0.0
1811,4.459711885499271e-09,4.459711885499271e-09,0.0,0.0
1812,5.611314730329704e-09,5.611314730329704e-09,0.0,0.0
1813,3.801464048309404e-09,3.801464048309404e-09,0.0,0.0
1814,3.801200957173226e-09,3.801200957173226e-09,0.0,0.0
1815,3.5658377679175554e-09,3.5658377679175554e-09,0.0,0.0
1816,5.295887997977136e-09,5.295887997977136e-09,0.0,0.0
1817,8.832584140274134e-09,8.832584140274134e-09,0.0,0.0
1818,8.777235065744143e-09,8.777235065744143e-09,0.0,0.0
1819,7.707466982103434e-09,7.707466982103434e-09,0.0,0.0
1820,8.444451677596426e-09,8.444451677596426e-09,0.0,0.0
1821,9.52103613410011e-09,9.52103613410011e-09,0.0,0.0
1822,1.0768725197277514e-08,1.0768725197277514e-08,0.0,0.0
1823,9.519601979717557e-09,9.519601979717557e-09,0.0,0.0
1824,6.100297774861271e-09,6.100297774861271e-09,0.0,0.0
1825,6.047879712906783e-09,6.047879712906783e-09,0.0,0.0
1826,6.2761776648783445e-09,6.2761776648783445e-09,0.0,0.0
1827,5.957475393955239e-09,5.957475393955239e-09,0.0,0.0
1828,3.159228370178521e-08,3.159228370178521e-08,0.0,0.0
1829,7.391464886977569e-08,7.391464886977569e-08,0.0,0.0
1830,7.373900403776343e-08,7.373900403776343e-08,0.0,0.0
1831,7.346087045810381e-08,7.346087045810381e-08,0.0,0.0
1832,7.588873751629421e-08,7.588873751629421e-08,0.0,0.0
1833,7.604898894746676e-08,7.604898894746676e-08,0.0,0.0
1834,7.629518807204607e-08,7.629518807204607e-08,0.0,0.0
1835,5.1888339212626174e-08,5.1888339212626174e-08,0.0,0.0
1836,1.567428066705036e-08,1.567428066705036e-08,0.0,0.0
1837,1.6013887168700843e-08,1.6013887168700843e-08,0.0,0.0
1838,1.592452379485719e-08,1.592452379485719e-08,0.0,0.0
1839,1.4734105745008362e-08,1.4734105745008362e-08,7.578143668141024e-11,7.578143668141024e-11
1840,1.4046710461457224e-08,1.4046710461457224e-08,7.578143668141024e-11,7.578143668141024e-11
1841,1.513166912405138e-08,1.513166912405138e-08,7.578143668141024e-11,7.578143668141024e-11
1842,1.3287136914539945e-08,1.3287136914539945e-08,7.578143668141024e-11,7.578143668141024e-11
1843,6.914759177943454e-09,6.914759177943454e-09,7.578143668141024e-11,7.578143668141024e-11
1844,1.1450998244859939e-08,1.1450998244859939e-08,7.578143668141024e-11,7.578143668141024e-11
1845,1.3347704465514556e-08,1.3347704465514556e-08,7.578143668141024e-11,7.578143668141024e-11
1846,1.4527238015712588e-08,1.4527238015712588e-08,0.0,0.0
1847,1.5073370678615154e-08,1.5073370678615154e-08,0.0,0.0
1848,1.4636434603992093e-08,1.4636434603992093e-08,3.2812603428007085e-10,3.2812603428007085e-10
1849,1.6278264958202726e-08,1.6278264958202726e-08,3.2812603428007085e-10,3.2812603428007085e-10
1850,2.0373927243712486e-08,2.0373927243712486e-08,3.755959432361067e-10,3.755959432361067e-10
1851,2.114523863941794e-08,2.114523863941794e-08,3.755959432361067e-10,3.755959432361067e-10
1852,2.1695451213332717e-08,2.1695451213332717e-08,4.767190848425124e-10,4.767190848425124e-10
1853,2.4460379563099162e-08,2.4460379563099162e-08,5.249784258103724e-10,5.249784258103724e-10
1854,2.765205182291603e-08,2.765205182291603e-08,6.259821470701508e-10,6.259821470701508e-10
1855,2.849211939397784e-08,2.849211939397784e-08,4.0285961075018205e-10,4.0285961075018205e-10
1856,2.7125596499136658e-08,2.7125596499136658e-08,4.52558415345702e-10,4.52558415345702e-10
1857,2.45974303782402e-08,2.45974303782402e-08,4.0508850638966617e-10,4.0508850638966617e-10
1858,2.4158700183209347e-08,2.4158700183209347e-08,4.6269201961887264e-10,4.6269201961887264e-10
1859,2.6416772769266572e-08,2.6416772769266572e-08,3.615688780124669e-10,3.615688780124669e-10
1860,2.8183689540891725e-08,2.8183689540891725e-08,3.7430474592830317e-10,3.7430474592830317e-10
1861,2.843652830668881e-08,2.843652830668881e-08,2.733010246685248e-10,2.733010246685248e-10
1862,3.096429144834799e-08,3.096429144834799e-08,2.2401579797508882e-10,2.2401579797508882e-10
1863,3.3791306768599886e-08,3.3791306768599886e-08,2.220548744880091e-10,2.220548744880091e-10
1864,3.576132431451892e-08,3.576132431451892e-08,2.220548744880091e-10,2.220548744880091e-10
1865,3.506027239958647e-08,3.506027239958647e-08,1.6445136125880262e-10,1.6445136125880262e-10
1866,4.252214605823415e-08,4.252214605823415e-08,2.9717022097054876e-10,2.9717022097054876e-10
1867,4.387313090603584e-08,4.387313090603584e-08,2.361750120868525e-10,2.361750120868525e-10
1868,4.997645751205125e-08,4.997645751205125e-08,3.257984080930397e-10,3.257984080930397e-10
1869,5.875532365402185e-08,5.875532365402185e-08,2.700801368263736e-10,2.700801368263736e-10
1870,7.124506851141632e-08,7.124506851141632e-08,3.068151764397596e-10,3.068151764397596e-10
1871,8.193995983317239e-08,8.193995983317239e-08,4.691194258451706e-10,4.691194258451706e-10
1872,8.909191809688569e-08,8.909191809688569e-08,6.738779851594196e-10,6.738779851594196e-10
1873,8.517450922340686e-08,8.517450922340686e-08,5.801678780249984e-10,5.801678780249984e-10
1874,8.668325892001252e-08,8.668325892001252e-08,6.199085927122943e-10,6.199085927122943e-10
1875,8.599478259644197e-08,8.599478259644197e-08,6.105152573963681e-10,6.105152573963681e-10
1876,8.817503121300823e-08,8.817503121300823e-08,7.255112066673064e-10,7.255112066673064e-10
1877,9.176654357036438e-08,9.176654357036438e-08,7.109416309626835e-10,7.109416309626835e-10
1878,9.458434492769032e-08,9.458434492769032e-08,6.212081008324536e-10,6.212081008324536e-10
1879,1.0153030619416573e-07,1.0153030619416573e-07,4.1644954151820457e-10,4.1644954151820457e-10
1880,1.1394915791892604e-07,1.1394915791892604e-07,4.4321415585254643e-10,4.4321415585254643e-10
1881,1.2891923465271509e-07,1.2891923465271509e-07,4.350390365408836e-10,4.350390365408836e-10
1882,1.367449787689371e-07,1.367449787689371e-07,4.844472918057769e-10,4.844472918057769e-10
1883,1.360425514462804e-07,1.360425514462804e-07,4.979418544159842e-10,4.979418544159842e-10
1884,1.3596107046558765e-07,1.3596107046558765e-07,5.19571227311896e-10,5.19571227311896e-10
1885,1.4692150074324672e-07,1.4692150074324672e-07,5.340703435052774e-10,5.340703435052774e-10
1886,1.4834053579144374e-07,1.4834053579144374e-07,6.168361932346045e-10,6.168361932346045e-10
1887,1.5604174917273538e-07,1.5604174917273538e-07,6.063307633752402e-10,6.063307633752402e-10
1888,1.6613217671387508e-07,1.6613217671387508e-07,6.287708528443911e-10,6.287708528443911e-10
1889,1.802130366205087e-07,1.802130366205087e-07,5.253034317055847e-10,5.253034317055847e-10
1890,1.920894468249961e-07,1.920894468249961e-07,3.968129198244392e-10,3.968129198244392e-10
1891,2.1881715131907446e-07,2.1881715131907446e-07,3.3088525372030174e-10,3.3088525372030174e-10
1892,2.463613993443557e-07,2.463613993443557e-07,2.6628700038650825e-10,2.6628700038650825e-10
1893,2.890434152342485e-07,2.890434152342485e-07,2.0658282425970294e-10,2.0658282425970294e-10
1894,2.961531870531482e-07,2.961531870531482e-07,3.0595729719592614e-10,3.0595729719592614e-10
1895,3.3771258805310414e-07,3.3771258805310414e-07,2.9429402763942695e-10,2.9429402763942695e-10
1896,3.5375461290446507e-07,3.5375461290446507e-07,2.875035586586654e-10,2.875035586586654e-10
1897,3.775256841111384e-07,3.775256841111384e-07,3.0608031387213686e-10,3.0608031387213686e-10
1898,3.868009262727615e-07,3.868009262727615e-07,2.9851343024451486e-10,2.9851343024451486e-10
1899,3.828277580656244e-07,3.828277580656244e-07,2.760418481097458e-10,2.760418481097458e-10
1900,4.034464495816792e-07,4.034464495816792e-07,2.52980174507224e-10,2.52980174507224e-10
1901,5.409107188825146e-07,5.409107188825146e-07,1.3261113834024078e-10,1.3261113834024078e-10
1902,5.514285297587256e-07,5.514285297587256e-07,1.0748701333757843e-10,1.0748701333757843e-10
1903,5.922502574711481e-07,5.922502574711481e-07,1.5186316688302933e-10,1.5186316688302933e-10
1904,6.197454191741209e-07,6.197454191741209e-07,1.808476325042869e-10,1.808476325042869e-10
1905,6.400837427073774e-07,6.400837427073774e-07,2.3904377683641494e-10,2.3904377683641494e-10
1906,6.707097668368078e-07,6.707097668368078e-07,3.0110372132138453e-10,3.0110372132138453e-10
1907,6.929606602820318e-07,6.929606602820318e-07,3.1575389525251296e-10,3.1575389525251296e-10
1908,6.074257531249064e-07,6.074257531249064e-07,3.775517041861219e-10,3.775517041861219e-10
1909,6.195761232317767e-07,6.195761232317767e-07,3.603334139004996e-10,3.603334139004996e-10
1910,6.642087961543959e-07,6.642087961543959e-07,3.516723935868628e-10,3.516723935868628e-10
1911,7.00119163151872e-07,7.00119163151872e-07,3.320670365664873e-10,3.320670365664873e-10
1912,7.981436656986521e-07,7.981436656986521e-07,2.8466093966133295e-10,2.8466093966133295e-10
1913,8.79192498359771e-07,8.79192498359771e-07,2.2260099517636333e-10,2.2260099517636333e-10
1914,9.102567446461762e-07,9.102567446461762e-07,2.5180028895288586e-10,2.5180028895288586e-10
1915,9.579179943232572e-07,9.579179943232572e-07,1.5572910619773443e-10,1.5572910619773443e-10
1916,1.0419812659685185e-06,1.0419812659685185e-06,1.8583283126602116e-10,1.8583283126602116e-10
1917,1.054728532575869e-06,1.054728532575869e-06,1.586687408445491e-10,1.586687408445491e-10
1918,1.1124241723337036e-06,1.1124241723337036e-06,1.450931160932153e-10,1.450931160932153e-10
1919,1.1023636992441815e-06,1.1023636992441815e-06,1.304706471829041e-10,1.304706471829041e-10
1920,1.1042937606881814e-06,1.1042937606881814e-06,1.304706471829041e-10,1.304706471829041e-10
1921,1.1330417188608927e-06,1.1330417188608927e-06,8.662117947525313e-11,8.662117947525313e-11
1922,1.1908739289927844e-06,1.1908739289927844e-06,1.1077247551766994e-10,1.1077247551766994e-10
1923,1.204653342158833e-06,1.204653342158833e-06,8.06687504493832e-11,8.06687504493832e-11
1924,1.2581725741256378e-06,1.2581725741256378e-06,5.27372818034547e-11,5.27372818034547e-11
1925,1.2664793952613503e-06,1.2664793952613503e-06,3.835704274043497e-11,3.835704274043497e-11
1926,1.324939148616977e-06,1.324939148616977e-06,2.4151296042416804e-11,2.4151296042416804e-11
1927,1.3655062340538798e-06,1.3655062340538798e-06,2.4151296042416804e-11,2.4151296042416804e-11
1928,1.4858468862907363e-06,1.4858468862907363e-06,2.4151296042416804e-11,2.4151296042416804e-11
1929,1.5143926280610946e-06,1.5143926280610946e-06,0.0,0.0
1930,1.532749804157772e-06,1.532749804157772e-06,1.3613695884881086e-10,1.3613695884881086e-10
1931,1.5098943647119865e-06,1.5098943647119865e-06,1.3613695884881086e-10,1.3613695884881086e-10
1932,1.5411542822870876e-06,1.5411542822870876e-06,1.3613695884881086e-10,1.3613695884881086e-10
1933,1.5402583650419338e-06,1.5402583650419338e-06,1.5930411751645986e-10,1.5930411751645986e-10
1934,1.5495945717702853e-06,1.5495945717702853e-06,1.5930411751645986e-10,1.5930411751645986e-10
1935,1.4692441254737787e-06,1.4692441254737787e-06,1.5930411751645986e-10,1.5930411751645986e-10
1936,1.5924871377137606e-06,1.5924871377137606e-06,1.5930411751645986e-10,1.5930411751645986e-10
1937,1.5951594117983144e-06,1.5951594117983144e-06,2.316715866764899e-11,2.316715866764899e-11
1938,1.6194325098695117e-06,1.6194325098695117e-06,4.491940946189337e-11,4.491940946189337e-11
1939,1.5958063711098345e-06,1.5958063711098345e-06,9.470746012826429e-11,9.470746012826429e-11
1940,1.579557907202148e-06,1.579557907202148e-06,7.15403014606153e-11,7.15403014606153e-11
1941,1.5826788382712818e-06,1.5826788382712818e-06,9.911887184037888e-11,9.911887184037888e-11
1942,1.6419787860806018e-06,1.6419787860806018e-06,1.4893496356828606e-10,1.4893496356828606e-10
1943,1.5015635718944914e-06,1.5015635718944914e-06,1.7038828879569123e-10,1.7038828879569123e-10
1944,1.5084301107240857e-06,1.5084301107240857e-06,2.0833093385329094e-10,2.0833093385329094e-10
1945,1.552782480627814e-06,1.552782480627814e-06,2.0534810360065388e-10,2.0534810360065388e-10
1946,1.6882579367510125e-06,1.6882579367510125e-06,1.8865626124789766e-10,1.8865626124789766e-10
1947,1.925566607496876e-06,1.925566607496876e-06,2.0521323727619644e-10,2.0521323727619644e-10
