ngram,Wells Fargo,Wels Fargo
1683,0.0,0.0
1684,0.0,0.0
1685,0.0,0.0
1686,0.0,0.0
1687,0.0,0.0
1688,0.0,0.0
1689,0.0,0.0
1690,0.0,0.0
1691,0.0,0.0
1692,0.0,0.0
1693,0.0,0.0
1694,0.0,0.0
1695,0.0,0.0
1696,0.0,0.0
1697,0.0,0.0
1698,0.0,0.0
1699,0.0,0.0
1700,0.0,0.0
1701,0.0,0.0
1702,0.0,0.0
1703,0.0,0.0
1704,0.0,0.0
1705,0.0,0.0
1706,0.0,0.0
1707,0.0,0.0
1708,0.0,0.0
1709,0.0,0.0
1710,0.0,0.0
1711,0.0,0.0
1712,0.0,0.0
1713,0.0,0.0
1714,0.0,0.0
1715,0.0,0.0
1716,0.0,0.0
1717,0.0,0.0
1718,0.0,0.0
1719,0.0,0.0
1720,0.0,0.0
1721,0.0,0.0
1722,0.0,0.0
1723,0.0,0.0
1724,0.0,0.0
1725,0.0,0.0
1726,0.0,0.0
1727,0.0,0.0
1728,0.0,0.0
1729,0.0,0.0
1730,0.0,0.0
1731,0.0,0.0
1732,0.0,0.0
1733,0.0,0.0
1734,0.0,0.0
1735,0.0,0.0
1736,0.0,0.0
1737,0.0,0.0
1738,0.0,0.0
1739,0.0,0.0
1740,0.0,0.0
1741,0.0,0.0
1742,0.0,0.0
1743,0.0,0.0
1744,0.0,0.0
1745,0.0,0.0
1746,0.0,0.0
1747,0.0,0.0
1748,0.0,0.0
1749,0.0,0.0
1750,0.0,0.0
1751,1.3648946354091355e-08,0.0
1752,1.3648946354091355e-08,0.0
1753,1.3648946354091355e-08,0.0
1754,1.3648946354091355e-08,0.0
1755,1.3648946354091355e-08,0.0
1756,1.3648946354091355e-08,0.0
1757,1.3648946354091355e-08,0.0
1758,0.0,0.0
1759,0.0,0.0
1760,0.0,0.0
1761,0.0,0.0
1762,0.0,0.0
1763,0.0,0.0
1764,0.0,0.0
1765,0.0,0.0
1766,0.0,0.0
1767,0.0,0.0
1768,2.56071075455111e-09,0.0
1769,2.56071075455111e-09,0.0
1770,2.56071075455111e-09,0.0
1771,2.56071075455111e-09,0.0
1772,2.56071075455111e-09,0.0
1773,2.56071075455111e-09,0.0
1774,2.56071075455111e-09,0.0
1775,0.0,0.0
1776,0.0,0.0
1777,0.0,0.0
1778,0.0,0.0
1779,0.0,0.0
1780,0.0,0.0
1781,0.0,0.0
1782,0.0,0.0
1783,0.0,0.0
1784,0.0,0.0
1785,0.0,0.0
1786,1.2749883688505698e-09,0.0
1787,1.2749883688505698e-09,0.0
1788,1.2749883688505698e-09,0.0
1789,1.2749883688505698e-09,0.0
1790,1.2749883688505698e-09,0.0
1791,1.2749883688505698e-09,0.0
1792,1.2749883688505698e-09,0.0
1793,0.0,0.0
1794,0.0,0.0
1795,0.0,0.0
1796,0.0,0.0
1797,0.0,0.0
1798,0.0,0.0
1799,0.0,0.0
1800,3.9352086668640954e-10,0.0
1801,3.9352086668640954e-10,0.0
1802,1.2221806741255899e-09,0.0
1803,1.557153295195235e-09,0.0
1804,1.557153295195235e-09,0.0
1805,1.557153295195235e-09,0.0
1806,1.557153295195235e-09,0.0
1807,1.1636324285088255e-09,0.0
1808,1.1636324285088255e-09,0.0
1809,3.3497262106964495e-10,0.0
1810,6.236213450400945e-10,0.0
1811,6.236213450400945e-10,0.0
1812,6.236213450400945e-10,0.0
1813,6.236213450400945e-10,0.0
1814,6.236213450400945e-10,0.0
1815,6.236213450400945e-10,0.0
1816,8.051708030468571e-10,0.0
1817,1.8154945800676258e-10,0.0
1818,3.524019964729064e-10,0.0
1819,3.524019964729064e-10,0.0
1820,3.524019964729064e-10,0.0
1821,3.524019964729064e-10,0.0
1822,3.524019964729064e-10,0.0
1823,1.708525384661438e-10,0.0
1824,1.708525384661438e-10,0.0
1825,0.0,0.0
1826,0.0,0.0
1827,0.0,0.0
1828,0.0,0.0
1829,3.678532526204695e-08,0.0
1830,3.678532526204695e-08,0.0
1831,3.705188809734393e-08,0.0
1832,3.745892669065094e-08,0.0
1833,3.745892669065094e-08,0.0
1834,3.745892669065094e-08,0.0
1835,3.745892669065094e-08,0.0
1836,6.736014286039855e-10,0.0
1837,6.736014286039855e-10,0.0
1838,4.070385933070091e-10,0.0
1839,0.0,0.0
1840,0.0,0.0
1841,0.0,0.0
1842,5.808753081712073e-11,0.0
1843,5.808753081712073e-11,0.0
1844,5.808753081712073e-11,0.0
1845,5.808753081712073e-11,0.0
1846,5.808753081712073e-11,0.0
1847,5.808753081712073e-11,0.0
1848,3.192442778386452e-10,0.0
1849,2.611567470215245e-10,0.0
1850,2.611567470215245e-10,0.0
1851,2.611567470215245e-10,0.0
1852,7.924648556415345e-10,0.0
1853,8.845773954594246e-10,0.0
1854,1.3663567420353827e-09,0.0
1855,1.8565029513695208e-09,0.0
1856,3.46741524381855e-09,0.0
1857,3.6967901597049847e-09,0.0
1858,3.751738891777379e-09,0.0
1859,4.556197708798544e-09,0.0
1860,4.580478635274332e-09,0.0
1861,4.583455967940456e-09,0.0
1862,3.885294629674923e-09,0.0
1863,2.3654337020863535e-09,0.0
1864,2.4054218894509205e-09,0.0
1865,5.259460240341391e-09,0.0
1866,5.905279511418473e-09,0.0
1867,6.818584910980466e-09,0.0
1868,8.084749925085788e-09,0.0
1869,9.011484360309043e-09,0.0
1870,1.3226248889759112e-08,0.0
1871,1.4000313289638403e-08,0.0
1872,1.1715675096723999e-08,0.0
1873,1.1480499027628964e-08,0.0
1874,1.1018555972392668e-08,0.0
1875,1.1253607823391576e-08,0.0
1876,1.2901554301082894e-08,0.0
1877,9.460599478420103e-09,0.0
1878,1.0385930211092337e-08,0.0
1879,1.1621866960861586e-08,0.0
1880,1.1721784241659959e-08,0.0
1881,1.2535556846517335e-08,0.0
1882,1.2030059742024995e-08,0.0
1883,1.0410742680631659e-08,0.0
1884,1.1229009658616666e-08,0.0
1885,1.2213774563158658e-08,0.0
1886,1.489169441727865e-08,0.0
1887,1.7252909259976183e-08,0.0
1888,1.905494371813786e-08,0.0
1889,2.0784765083651076e-08,0.0
1890,2.338517011781148e-08,0.0
1891,2.5475848985934135e-08,0.0
1892,2.7456463515461238e-08,0.0
1893,2.796000941884813e-08,0.0
1894,3.002881803532935e-08,0.0
1895,3.183532168041633e-08,0.0
1896,3.442929826949889e-08,0.0
1897,3.8002974481595886e-08,0.0
1898,4.356512458717329e-08,0.0
1899,4.6759741475658045e-08,0.0
1900,5.050553397722979e-08,0.0
1901,5.3719191888441335e-08,0.0
1902,6.419667743427584e-08,0.0
1903,8.87864532371298e-08,0.0
1904,1.0138261531876327e-07,0.0
1905,1.20642278135717e-07,1.4471467674986067e-11
1906,1.5137735687176246e-07,1.4471467674986067e-11
1907,2.0846559018699346e-07,1.4471467674986067e-11
1908,2.5202862425593206e-07,1.4471467674986067e-11
1909,3.382560842218092e-07,1.4471467674986067e-11
1910,3.968797942986514e-07,1.4471467674986067e-11
1911,5.068673760076438e-07,1.4471467674986067e-11
1912,5.875049607441594e-07,0.0
1913,6.805228614276919e-07,0.0
1914,7.150215586599578e-07,0.0
1915,7.659981032962346e-07,3.028958631531456e-11
1916,7.231247423078457e-07,3.028958631531456e-11
1917,6.95875590801214e-07,3.028958631531456e-11
1918,6.235128954098659e-07,4.3950612990276536e-11
1919,5.579335079021673e-07,4.3950612990276536e-11
1920,4.7170851757982746e-07,4.3950612990276536e-11
1921,4.114123969754603e-07,4.3950612990276536e-11
1922,3.943140995943395e-07,1.3661026674961972e-11
1923,3.686109043396105e-07,1.3661026674961972e-11
1924,3.53828606794845e-07,3.685269153333845e-11
1925,3.344980358731066e-07,2.3191664858376473e-11
1926,3.274905619069354e-07,2.3191664858376473e-11
1927,3.1633511403989747e-07,2.3191664858376473e-11
1928,3.1790246168839076e-07,2.3191664858376473e-11
1929,2.772469481929615e-07,2.3191664858376473e-11
1930,2.8121355301534224e-07,2.3191664858376473e-11
1931,2.744754072279777e-07,0.0
1932,2.701449964043994e-07,0.0
1933,2.858989103872643e-07,0.0
1934,2.949541685178961e-07,0.0
1935,2.990634442312512e-07,0.0
1936,2.865079328070611e-07,0.0
1937,2.9307534532563295e-07,0.0
1938,3.1342930079907614e-07,0.0
1939,3.087900657711933e-07,0.0
1940,2.9584236114845096e-07,0.0
1941,2.880272193449075e-07,0.0
1942,2.7483272495893676e-07,0.0
1943,2.753066874155203e-07,0.0
1944,2.638389824077032e-07,0.0
1945,2.3808225892350622e-07,0.0
1946,3.0904679907247813e-07,0.0
1947,3.0606912153936197e-07,0.0
1948,2.9704625400687033e-07,0.0
1949,2.943498742524753e-07,0.0
1950,2.8786673616260874e-07,0.0
1951,2.9225291647045584e-07,0.0
1952,2.8351689910063473e-07,0.0
1953,2.115796706090935e-07,0.0
1954,2.045463166463638e-07,0.0
1955,2.1485097891270145e-07,0.0
1956,2.2238073021136578e-07,1.2814892004696178e-11
1957,2.4337823439119735e-07,1.2814892004696178e-11
1958,2.46718106008562e-07,1.2814892004696178e-11
1959,2.7388667790871425e-07,1.2814892004696178e-11
1960,2.834757911581879e-07,1.2814892004696178e-11
1961,2.960672296532201e-07,1.2814892004696178e-11
1962,2.969262473990446e-07,1.2814892004696178e-11
1963,2.943220473688208e-07,0.0
1964,2.8626240984002446e-07,8.561279661391451e-12
1965,3.0125455704624725e-07,8.561279661391451e-12
1966,2.898488316662094e-07,8.561279661391451e-12
1967,2.9574201627318484e-07,4.2232793651120204e-11
1968,3.0674339005340047e-07,4.2232793651120204e-11
1969,3.2463489674228185e-07,5.932557124126753e-11
1970,3.4720650075671854e-07,5.932557124126753e-11
1971,3.68926147790002e-07,5.928575685931747e-11
1972,3.6520341138514466e-07,7.584357943267252e-11
1973,3.891607158428607e-07,1.0727329144025584e-10
1974,4.13014902278519e-07,8.910969977777533e-11
1975,4.308528543463451e-07,1.199539118828292e-10
1976,4.407502842695976e-07,1.1050531571148753e-10
1977,4.4690597178487224e-07,1.1050531571148753e-10
1978,4.599196594361794e-07,1.0974561834694744e-10
1979,4.84737374303482e-07,9.318779577359239e-11
1980,4.947733194577657e-07,6.175808376600906e-11
1981,5.040619441842864e-07,4.6250161438760835e-11
1982,5.185142453813439e-07,2.2454655694361035e-11
1983,5.505247072181061e-07,1.481047427555536e-11
1984,5.699313062125709e-07,4.9769807323026984e-11
1985,5.718534745418375e-07,6.265559846745689e-11
1986,5.734966716123122e-07,9.550706009783409e-11
1987,5.785473961493283e-07,1.0823173359526222e-10
1988,5.82076706580535e-07,1.0823173359526222e-10
1989,5.718996395184409e-07,1.0751283841378293e-10
1990,5.587818999889091e-07,1.0751283841378293e-10
1991,5.998662930193989e-07,1.1007481682098356e-10
1992,6.129632034961625e-07,1.2576465117335774e-10
1993,6.492159384054373e-07,1.419630925711005e-10
1994,6.63335843650462e-07,3.088088569580538e-10
1995,6.910127987274401e-07,3.4531337462070534e-10
1996,7.304602718249953e-07,3.509880669835422e-10
1997,7.781886860617046e-07,3.509880669835422e-10
1998,7.677569848445793e-07,3.354691256927746e-10
1999,8.137740548720882e-07,2.991317322810692e-10
2000,8.122495306192182e-07,3.1436352826430536e-10
2001,8.180365073582964e-07,1.4445371288029918e-10
2002,8.249467831384598e-07,2.1024438341082126e-10
2003,8.175575528314636e-07,2.424747892550348e-10
2004,7.659678788383774e-07,2.520914033077304e-10
2005,7.448156468724067e-07,2.3008903314382578e-10
2006,6.904619535167253e-07,2.545918238132978e-10
2007,7.201317982565212e-07,2.0563699354436693e-10
2008,6.851558721012095e-07,2.1610234534381283e-10
2009,6.216011334864951e-07,1.1380715715063922e-10
2010,5.578912366997559e-07,7.346972658227115e-11
2011,5.247668062630899e-07,6.385311252957556e-11
2012,4.827483459329025e-07,6.385311252957556e-11
2013,4.52934695463877e-07,4.44410364163523e-11
2014,3.5999814583322275e-07,2.911416767392705e-11
2015,3.5234482506244345e-07,8.988193374105867e-12
2016,3.6266647336041e-07,8.988193374105867e-12
2017,3.7236570922990114e-07,5.9391669822902076e-12
2018,3.802293804255896e-07,7.1270003787482494e-12
2019,3.8707702287865686e-07,8.908750473435312e-12
