ngram,Microsoft,Microsft
1693,0.0,0.0
1694,0.0,0.0
1695,0.0,0.0
1696,0.0,0.0
1697,0.0,0.0
1698,0.0,0.0
1699,0.0,0.0
1700,0.0,0.0
1701,0.0,0.0
1702,0.0,0.0
1703,0.0,0.0
1704,0.0,0.0
1705,0.0,0.0
1706,0.0,0.0
1707,0.0,0.0
1708,0.0,0.0
1709,0.0,0.0
1710,0.0,0.0
1711,0.0,0.0
1712,0.0,0.0
1713,0.0,0.0
1714,1.2443093412782348e-07,0.0
1715,1.2443093412782348e-07,0.0
1716,1.2443093412782348e-07,0.0
1717,1.2443093412782348e-07,0.0
1718,1.2443093412782348e-07,0.0
1719,1.2443093412782348e-07,0.0
1720,1.2443093412782348e-07,0.0
1721,0.0,0.0
1722,0.0,0.0
1723,0.0,0.0
1724,0.0,0.0
1725,0.0,0.0
1726,0.0,0.0
1727,0.0,0.0
1728,0.0,0.0
1729,0.0,0.0
1730,0.0,0.0
1731,0.0,0.0
1732,0.0,0.0
1733,0.0,0.0
1734,0.0,0.0
1735,0.0,0.0
1736,0.0,0.0
1737,0.0,0.0
1738,0.0,0.0
1739,0.0,0.0
1740,0.0,0.0
1741,5.9413507764410105e-09,0.0
1742,5.9413507764410105e-09,0.0
1743,5.9413507764410105e-09,0.0
1744,5.9413507764410105e-09,0.0
1745,5.9413507764410105e-09,0.0
1746,5.9413507764410105e-09,0.0
1747,5.9413507764410105e-09,0.0
1748,0.0,0.0
1749,0.0,0.0
1750,3.628604515272725e-08,0.0
1751,5.056259969446078e-08,0.0
1752,5.056259969446078e-08,0.0
1753,5.056259969446078e-08,0.0
1754,5.056259969446078e-08,0.0
1755,5.056259969446078e-08,0.0
1756,5.056259969446078e-08,0.0
1757,1.4276554541733536e-08,0.0
1758,0.0,0.0
1759,0.0,0.0
1760,0.0,0.0
1761,0.0,0.0
1762,0.0,0.0
1763,0.0,0.0
1764,0.0,0.0
1765,0.0,0.0
1766,2.0406312322458168e-08,0.0
1767,2.0406312322458168e-08,0.0
1768,2.0406312322458168e-08,0.0
1769,2.0406312322458168e-08,0.0
1770,2.0406312322458168e-08,0.0
1771,2.0406312322458168e-08,0.0
1772,2.0406312322458168e-08,0.0
1773,0.0,0.0
1774,0.0,0.0
1775,0.0,0.0
1776,0.0,0.0
1777,0.0,0.0
1778,0.0,0.0
1779,0.0,0.0
1780,0.0,0.0
1781,0.0,0.0
1782,0.0,0.0
1783,2.174599040521181e-09,0.0
1784,2.174599040521181e-09,0.0
1785,2.174599040521181e-09,0.0
1786,4.85479567657876e-09,0.0
1787,4.85479567657876e-09,0.0
1788,4.85479567657876e-09,0.0
1789,4.85479567657876e-09,0.0
1790,2.6801966360575793e-09,0.0
1791,2.6801966360575793e-09,0.0
1792,2.6801966360575793e-09,0.0
1793,0.0,0.0
1794,0.0,0.0
1795,0.0,0.0
1796,0.0,0.0
1797,0.0,0.0
1798,0.0,0.0
1799,0.0,0.0
1800,0.0,0.0
1801,4.643404708356716e-10,0.0
1802,4.643404708356716e-10,0.0
1803,4.643404708356716e-10,0.0
1804,4.643404708356716e-10,0.0
1805,4.643404708356716e-10,0.0
1806,4.643404708356716e-10,0.0
1807,4.643404708356716e-10,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,0.0
1818,0.0,0.0
1819,0.0,0.0
1820,0.0,0.0
1821,0.0,0.0
1822,0.0,0.0
1823,2.809255368012893e-10,0.0
1824,2.809255368012893e-10,0.0
1825,2.809255368012893e-10,0.0
1826,2.809255368012893e-10,0.0
1827,2.809255368012893e-10,0.0
1828,2.809255368012893e-10,0.0
1829,2.809255368012893e-10,0.0
1830,0.0,0.0
1831,0.0,0.0
1832,1.2772419312666118e-09,0.0
1833,1.2772419312666118e-09,0.0
1834,1.2772419312666118e-09,0.0
1835,1.3610253321186656e-09,0.0
1836,1.3610253321186656e-09,0.0
1837,1.3610253321186656e-09,0.0
1838,1.3610253321186656e-09,0.0
1839,8.37834008520539e-11,0.0
1840,8.37834008520539e-11,0.0
1841,8.37834008520539e-11,0.0
1842,0.0,0.0
1843,0.0,0.0
1844,1.3356571404443685e-10,0.0
1845,1.3356571404443685e-10,0.0
1846,1.3356571404443685e-10,0.0
1847,1.3356571404443685e-10,0.0
1848,1.3356571404443685e-10,0.0
1849,1.8730525067464247e-10,0.0
1850,3.7718488649878575e-10,0.0
1851,2.436191724543489e-10,0.0
1852,2.9418074325755176e-10,0.0
1853,2.9418074325755176e-10,0.0
1854,3.4468260388744096e-10,0.0
1855,3.97184352867492e-10,0.0
1856,3.9314362083280637e-10,0.0
1857,2.0326398500866309e-10,0.0
1858,2.0326398500866309e-10,0.0
1859,2.136318027241251e-10,0.0
1860,2.136318027241251e-10,0.0
1861,1.6312994209423592e-10,0.0
1862,2.220647356475171e-10,0.0
1863,1.7236593105199712e-10,0.0
1864,1.7236593105199712e-10,0.0
1865,1.7236593105199712e-10,0.0
1866,2.3676571497028523e-09,0.0
1867,2.3676571497028523e-09,0.0
1868,2.412468847705946e-09,0.0
1869,2.3010323051726137e-09,0.0
1870,2.343268765533527e-09,0.0
1871,2.505573014938938e-09,0.0
1872,2.505573014938938e-09,0.0
1873,2.883611603467427e-10,0.0
1874,3.2810187503403855e-10,0.0
1875,3.2340520737607545e-10,0.0
1876,3.2340520737607545e-10,0.0
1877,2.8116874701516233e-10,0.0
1878,2.876551909368276e-09,0.0
1879,2.9463795371752e-09,0.0
1880,3.762424526693968e-09,0.0
1881,3.7226838120066728e-09,0.0
1882,3.7149783606503307e-09,0.0
1883,3.8113462425786486e-09,0.0
1884,3.8113462425786486e-09,0.0
1885,1.0826821086487977e-09,0.0
1886,1.040443096757469e-09,0.0
1887,3.788271283968113e-10,0.0
1888,3.1601197848983377e-09,0.0
1889,3.206222894323675e-09,0.0
1890,3.135150702541064e-09,0.0
1891,3.2375709097769753e-09,0.0
1892,3.2310192140830705e-09,0.0
1893,3.2956772925775623e-09,0.0
1894,3.1243312916976305e-09,0.0
1895,3.6420984284024627e-10,0.0
1896,1.6035661429666552e-09,0.0
1897,5.892471296810507e-08,0.0
1898,5.885836909723187e-08,0.0
1899,5.943695640030024e-08,0.0
1900,5.941699212403633e-08,0.0
1901,5.942917372500237e-08,0.0
1902,5.940800251735823e-08,0.0
1903,5.821764668757977e-08,0.0
1904,8.712041722956445e-10,0.0
1905,9.113621484464168e-10,0.0
1906,4.3442315221321945e-10,0.0
1907,3.767909079981686e-10,0.0
1908,3.699664424023601e-10,0.0
1909,3.8374745147435567e-10,0.0
1910,2.837820722459813e-10,0.0
1911,3.117379360603348e-10,0.0
1912,2.4991773135101576e-10,0.0
1913,1.4009576138063196e-10,0.0
1914,4.0315890011331593e-10,0.0
1915,3.916487144515836e-10,0.0
1916,5.133344701694195e-10,0.0
1917,6.254440398129851e-10,0.0
1918,5.974881759986315e-10,0.0
1919,1.9468257194835535e-09,0.0
1920,2.025334420016226e-09,0.0
1921,1.7476211073524134e-09,0.0
1922,2.190557005629249e-09,0.0
1923,2.079643685434388e-09,0.0
1924,3.429699704793343e-09,0.0
1925,3.475710055084973e-09,0.0
1926,2.318265073956002e-09,0.0
1927,2.248196833064066e-09,0.0
1928,2.4306727246038916e-09,0.0
1929,2.1993702870830897e-09,0.0
1930,2.4470907601857407e-09,0.0
1931,1.0506192717395026e-08,0.0
1932,1.0838474304561022e-08,0.0
1933,1.2809880628461556e-08,0.0
1934,1.298935311691959e-08,0.0
1935,1.3851326894988501e-08,0.0
1936,1.3854066465463738e-08,0.0
1937,1.3918428790457175e-08,0.0
1938,2.1336369084222284e-08,0.0
1939,2.459260474628268e-08,0.0
1940,2.290496373521681e-08,0.0
1941,2.2840645723982382e-08,0.0
1942,2.2892150112038427e-08,0.0
1943,2.3562878045549747e-08,0.0
1944,2.3491840314296804e-08,0.0
1945,8.026638369835431e-09,0.0
1946,1.198769080826675e-08,0.0
1947,1.1712859507692234e-08,0.0
1948,1.2139266623657972e-08,0.0
1949,1.145146046242575e-08,0.0
1950,1.1904018770714231e-08,0.0
1951,1.2399678807538197e-08,0.0
1952,1.1509799145516451e-08,0.0
1953,4.588856279091098e-09,0.0
1954,4.939737856852438e-09,0.0
1955,5.8828400880831364e-09,0.0
1956,1.6787816597180997e-08,0.0
1957,1.654292271423076e-08,0.0
1958,1.7078961165952122e-08,0.0
1959,1.7280450784592664e-08,0.0
1960,1.737872747296722e-08,0.0
1961,2.1134743796328133e-08,0.0
1962,2.0331262768585086e-08,0.0
1963,9.998620154050286e-09,0.0
1964,1.0283879081640634e-08,0.0
1965,1.3438198300162542e-08,0.0
1966,1.3706582472191745e-08,0.0
1967,1.5719742460110605e-08,0.0
1968,1.4098849072346248e-08,0.0
1969,1.591743276867825e-08,0.0
1970,1.7488878155193432e-08,0.0
1971,1.9156123037029308e-08,0.0
1972,1.7669653676729728e-08,0.0
1973,2.0855473792380508e-08,0.0
1974,2.1678743879403684e-08,0.0
1975,3.1157968395843586e-08,0.0
1976,5.521997741604017e-08,0.0
1977,1.181796154270387e-07,4.013205640822954e-11
1978,1.8239701939291665e-07,4.013205640822954e-11
1979,2.958205510391768e-07,4.013205640822954e-11
1980,4.765649990190468e-07,4.013205640822954e-11
1981,7.924076785213532e-07,1.0880024658987963e-10
1982,1.1432793038628525e-06,1.5326921478018918e-10
1983,2.0225542414209485e-06,1.9768424992199536e-10
1984,2.448591560875814e-06,1.796039745498896e-10
1985,2.9585704055534734e-06,2.3747657411960736e-10
1986,3.5736180897012152e-06,3.2037923504622615e-10
1987,3.9039826528356314e-06,3.4712910522229276e-10
1988,4.279404460508626e-06,3.200493739078222e-10
1989,4.781865592511687e-06,3.021884528323479e-10
1990,5.0074951169725475e-06,3.1103311592950433e-10
1991,5.841808518068449e-06,3.6781255422343607e-10
1992,7.177066014004854e-06,3.79925765451158e-10
1993,8.39881733684576e-06,4.194089361523165e-10
1994,1.0740337399641118e-05,5.357279243239127e-10
1995,1.3281752866792626e-05,6.154949625366715e-10
1996,1.567750704063136e-05,7.212297425951419e-10
1997,1.731952293734399e-05,8.405457758391727e-10
1998,1.8945151038808816e-05,8.4260358214548e-10
1999,1.9770767071999478e-05,8.865059004341853e-10
2000,2.0561456299869212e-05,9.147005216750667e-10
2001,2.0080445340551834e-05,8.983999179511062e-10
2002,1.8885564713855274e-05,8.951526028358866e-10
2003,1.7946315243274773e-05,8.814469313175469e-10
2004,1.7495336838432456e-05,7.744762965865095e-10
2005,1.653967579581409e-05,8.32707890736322e-10
2006,1.6014735462834195e-05,7.85725203154643e-10
2007,1.551840029735883e-05,7.478551309971136e-10
2008,1.502991692957169e-05,7.110352267287417e-10
2009,1.4500473688323317e-05,6.676032702847477e-10
2010,1.360641493062888e-05,6.185623481678806e-10
2011,1.2395338671922218e-05,6.086660144154012e-10
2012,1.1623372691766625e-05,5.336236849221418e-10
2013,1.0700549085283586e-05,5.148774462337968e-10
2014,9.26341967247676e-06,4.541245673157184e-10
2015,8.186919980549387e-06,4.456362858094666e-10
2016,7.540284059359692e-06,3.834770318749443e-10
2017,7.131045701195641e-06,3.6619426472631983e-10
2018,7.001224548730533e-06,3.6144084947231647e-10
2019,6.609769798160414e-06,3.3966405382779286e-10
