ngram,Query,Queroy
1651,4.283451906823237e-07,0.0
1652,7.132567247936095e-07,0.0
1653,9.393840676758762e-07,0.0
1654,1.0223504399878687e-06,0.0
1655,1.4290717607374454e-06,0.0
1656,1.4867659794098081e-06,0.0
1657,1.625788140050385e-06,0.0
1658,1.3247875553393636e-06,0.0
1659,1.087260743913378e-06,0.0
1660,2.304279835893145e-06,0.0
1661,2.2213134635811523e-06,0.0
1662,2.0175914414721774e-06,0.0
1663,1.9473644264118254e-06,0.0
1664,2.201372085762289e-06,0.0
1665,2.5981966424686628e-06,0.0
1666,2.541643486405779e-06,0.0
1667,1.1309493674259232e-06,0.0
1668,1.3934686628707432e-06,0.0
1669,1.3102857333738678e-06,0.0
1670,1.4378365997507508e-06,0.0
1671,1.3967985097451674e-06,0.0
1672,1.1229769561233688e-06,0.0
1673,1.3304572580149658e-06,0.0
1674,1.9486154201331374e-06,0.0
1675,4.0197540280522456e-06,0.0
1676,3.942884169256493e-06,0.0
1677,3.917569309968323e-06,0.0
1678,3.6850890085458687e-06,0.0
1679,3.7235883902602448e-06,0.0
1680,4.888110197498463e-06,0.0
1681,4.4388823425833834e-06,0.0
1682,2.6898944075323276e-06,0.0
1683,3.3089647380230806e-06,0.0
1684,3.462471137741626e-06,0.0
1685,3.443988865521013e-06,0.0
1686,3.4758909188375194e-06,0.0
1687,3.052742532158196e-06,0.0
1688,3.3172756924873932e-06,0.0
1689,3.5850272947105362e-06,3.157116980543963e-08
1690,3.1722539363597335e-06,3.157116980543963e-08
1691,3.07101103252145e-06,3.157116980543963e-08
1692,3.206662313459674e-06,3.157116980543963e-08
1693,3.2954186346095023e-06,3.157116980543963e-08
1694,2.599243121689402e-06,3.157116980543963e-08
1695,2.6915722628473304e-06,3.157116980543963e-08
1696,2.1383236474191236e-06,0.0
1697,2.1682690203306265e-06,0.0
1698,2.259212643756265e-06,0.0
1699,2.3884793530929268e-06,0.0
1700,3.1461468097404577e-06,0.0
1701,3.878196691532919e-06,0.0
1702,3.5236994822948224e-06,0.0
1703,4.163029367581268e-06,0.0
1704,4.2476347224302506e-06,0.0
1705,4.577542914116098e-06,0.0
1706,4.433103429489295e-06,0.0
1707,4.061660141425298e-06,0.0
1708,3.200963403417388e-06,0.0
1709,3.333916148611544e-06,0.0
1710,2.6536386518013648e-06,0.0
1711,2.5806143152554536e-06,0.0
1712,2.471875583458833e-06,0.0
1713,2.3260940257127264e-06,0.0
1714,1.8299980898258842e-06,0.0
1715,2.0283336458045857e-06,0.0
1716,2.904762433380321e-06,0.0
1717,2.990400340812422e-06,0.0
1718,3.303487460470933e-06,0.0
1719,3.04774446898851e-06,0.0
1720,3.959681342686443e-06,0.0
1721,3.971353570315321e-06,0.0
1722,3.840865864341529e-06,0.0
1723,2.917969888065792e-06,0.0
1724,3.2844879375001516e-06,0.0
1725,2.864454765066122e-06,0.0
1726,2.6964776550032965e-06,0.0
1727,1.9619951672211755e-06,0.0
1728,2.1473688645658384e-06,0.0
1729,2.947801509175666e-06,0.0
1730,3.009447482327232e-06,0.0
1731,2.4871681521939796e-06,0.0
1732,2.6413046043671784e-06,0.0
1733,2.890980389176028e-06,0.0
1734,3.5978819953795338e-06,0.0
1735,3.720033467808597e-06,0.0
1736,3.2886166699037337e-06,0.0
1737,3.165151156281354e-06,0.0
1738,3.202213650053766e-06,0.0
1739,3.0354919512579466e-06,0.0
1740,3.291185570170845e-06,0.0
1741,3.3767812348222444e-06,0.0
1742,3.2232955910720714e-06,0.0
1743,3.0462334734693286e-06,0.0
1744,3.2552976725647957e-06,0.0
1745,3.553994003725945e-06,0.0
1746,3.855663245693515e-06,0.0
1747,3.7449637407657325e-06,0.0
1748,3.0741783640613515e-06,0.0
1749,2.9492546705764004e-06,0.0
1750,2.970802094231268e-06,0.0
1751,2.758179903139535e-06,0.0
1752,2.764527364109069e-06,0.0
1753,2.6084687598475805e-06,0.0
1754,2.285126356582623e-06,0.0
1755,2.1144592860114893e-06,0.0
1756,2.0561912249052383e-06,0.0
1757,1.8544723323949647e-06,0.0
1758,3.0715359896151184e-06,0.0
1759,2.642212783549829e-06,0.0
1760,2.39455911404158e-06,0.0
1761,2.3228912888433636e-06,0.0
1762,2.4244803203795788e-06,0.0
1763,2.4257984380580766e-06,0.0
1764,2.4801206239187323e-06,0.0
1765,1.1502027470149706e-06,0.0
1766,1.154750309849208e-06,0.0
1767,1.3270039614456306e-06,0.0
1768,1.334091970355595e-06,0.0
1769,1.396875039258053e-06,0.0
1770,1.2984063622362946e-06,0.0
1771,1.1294738604712101e-06,0.0
1772,1.1861815778502205e-06,0.0
1773,1.418123783228761e-06,0.0
1774,1.3503846990455974e-06,0.0
1775,1.422814347863875e-06,0.0
1776,1.4610723724217678e-06,0.0
1777,1.4967915506401499e-06,0.0
1778,1.4929434704364603e-06,0.0
1779,1.5445392023138993e-06,0.0
1780,1.3199231148064428e-06,0.0
1781,1.358502385885783e-06,0.0
1782,1.352020806929691e-06,0.0
1783,1.1539268842040786e-06,0.0
1784,1.2969043073748513e-06,0.0
1785,1.516412908131315e-06,0.0
1786,1.58154888855019e-06,0.0
1787,1.7304859056821442e-06,0.0
1788,1.608348619746331e-06,0.0
1789,1.607390061053593e-06,0.0
1790,1.49696005077463e-06,0.0
1791,1.3735455094579914e-06,0.0
1792,1.5784577515530276e-06,0.0
1793,1.5168438218487218e-06,0.0
1794,1.6653201474322747e-06,0.0
1795,1.7075925110735364e-06,0.0
1796,1.6979369417770483e-06,0.0
1797,1.7413363480045518e-06,0.0
1798,1.753385699235618e-06,0.0
1799,1.3299750045397168e-06,0.0
1800,1.2465253738420351e-06,0.0
1801,1.029054601531243e-06,0.0
1802,1.0676760991503085e-06,0.0
1803,1.0489899945501487e-06,0.0
1804,1.1037290213217993e-06,0.0
1805,1.2978828181076096e-06,0.0
1806,1.3294367623270124e-06,0.0
1807,1.3403263210420846e-06,0.0
1808,1.4331205712941092e-06,0.0
1809,1.465253181517515e-06,0.0
1810,1.4935046367879425e-06,0.0
1811,1.4971985820011469e-06,0.0
1812,1.2873833270532486e-06,0.0
1813,1.2858211886980695e-06,0.0
1814,1.2789443206072195e-06,0.0
1815,1.2174919886222466e-06,0.0
1816,1.209810981046238e-06,0.0
1817,1.2677496751426328e-06,0.0
1818,1.3221733671083972e-06,0.0
1819,1.3916989343800066e-06,0.0
1820,1.5461108660019818e-06,0.0
1821,1.5531576959152256e-06,0.0
1822,1.462991511808858e-06,1.2476890155964171e-10
1823,1.5291760908959468e-06,1.2476890155964171e-10
1824,1.4133204168891616e-06,1.2476890155964171e-10
1825,1.3635988287725404e-06,1.2476890155964171e-10
1826,1.3315642003622737e-06,1.2476890155964171e-10
1827,1.198978014014886e-06,1.2476890155964171e-10
1828,1.1791639735747594e-06,1.2476890155964171e-10
1829,1.1783864205686508e-06,0.0
1830,1.1069321479746058e-06,0.0
1831,1.1993871404618922e-06,0.0
1832,1.1424257633864597e-06,0.0
1833,1.121138357770438e-06,0.0
1834,1.160776897839761e-06,0.0
1835,1.2093721254911673e-06,0.0
1836,1.1923172240001025e-06,0.0
1837,1.1448138772201283e-06,7.744141042717193e-11
1838,1.0960499220605665e-06,7.744141042717193e-11
1839,1.0905386277824749e-06,7.744141042717193e-11
1840,1.1337901680365446e-06,7.744141042717193e-11
1841,1.0287664378795723e-06,7.744141042717193e-11
1842,9.60023044171976e-07,7.744141042717193e-11
1843,9.747340722502225e-07,7.744141042717193e-11
1844,9.434033602571747e-07,0.0
1845,8.893825176008769e-07,0.0
1846,9.082142712811349e-07,0.0
1847,9.210653989352327e-07,0.0
1848,1.0863941984747986e-06,0.0
1849,1.2409839363109704e-06,0.0
1850,1.3856012677544122e-06,0.0
1851,1.4739432815856292e-06,0.0
1852,1.5521177049647252e-06,0.0
1853,1.5976356572926825e-06,0.0
1854,1.6369467143054602e-06,0.0
1855,1.5670883775393513e-06,1.0500349796010206e-10
1856,1.523674573685899e-06,1.0500349796010206e-10
1857,1.488635835552746e-06,1.0500349796010206e-10
1858,1.5016873931017471e-06,1.0500349796010206e-10
1859,1.5930800308134557e-06,1.6593288647876696e-10
1860,1.6062247303645044e-06,1.6593288647876696e-10
1861,1.5300544516451607e-06,1.6593288647876696e-10
1862,1.4484704869183979e-06,6.09293885186649e-11
1863,1.3719455052653627e-06,1.0866726962710516e-10
1864,1.2901805835749007e-06,1.5576239108052092e-10
1865,1.1895959671294674e-06,1.5576239108052092e-10
1866,1.0385481346020242e-06,9.4833002561856e-11
1867,9.500694935533309e-07,4.405326619367449e-10
1868,9.525901743602714e-07,4.405326619367449e-10
1869,9.485884301544242e-07,4.405326619367449e-10
1870,9.287920274151215e-07,3.927947808283047e-10
1871,8.898815540955443e-07,3.456996593748889e-10
1872,8.776419154595974e-07,3.456996593748889e-10
1873,8.588561075027558e-07,8.138047061631174e-10
1874,8.515970161429973e-07,5.078457614755244e-10
1875,8.335114866245671e-07,5.479607918206548e-10
1876,8.31816838139535e-07,5.862927762326617e-10
1877,8.090144417240351e-07,5.862927762326617e-10
1878,8.057590678488071e-07,5.862927762326617e-10
1879,8.475809392751086e-07,6.212065901361236e-10
1880,8.667817529125646e-07,1.8598822680372861e-10
1881,8.592982031327015e-07,1.7781310749206573e-10
1882,8.935291962838424e-07,1.7010765613572383e-10
1883,9.18100007701079e-07,1.3177567172371696e-10
1884,9.296908030721949e-07,1.3177567172371696e-10
1885,9.248238289468905e-07,1.8982222738106458e-10
1886,9.016147097489531e-07,2.376742632069297e-10
1887,8.77083607520035e-07,2.3242154827724752e-10
1888,8.828210492798203e-07,2.5486163774639843e-10
1889,8.11291727131902e-07,2.4862295357395784e-10
1890,7.384848735065524e-07,2.4862295357395784e-10
1891,7.421234532297863e-07,2.4862295357395784e-10
1892,7.198890606170088e-07,1.9057639791661022e-10
1893,7.049754101119885e-07,1.539338953923267e-10
1894,6.719735016044329e-07,1.2629992686617542e-10
1895,6.473594242249549e-07,7.229424202139155e-11
1896,6.479500111059419e-07,4.6123347205043583e-11
1897,7.081700427339197e-07,6.470010241851502e-11
1898,6.787207829412572e-07,6.470010241851502e-11
1899,6.642414405177988e-07,6.470010241851502e-11
1900,6.370178766701429e-07,3.664735975001625e-11
1901,6.454566801039618e-07,3.664735975001625e-11
1902,6.137334561831917e-07,3.664735975001625e-11
1903,6.038592102543459e-07,3.664735975001625e-11
1904,5.536732763695389e-07,1.8070604536544822e-11
1905,8.294219193365799e-07,1.8070604536544822e-11
1906,8.369217100932604e-07,1.8070604536544822e-11
1907,8.518708308916498e-07,5.860069572451363e-11
1908,8.444296944227452e-07,7.232514983738066e-11
1909,8.507961004917368e-07,7.232514983738066e-11
1910,8.504527906032828e-07,8.60990396042308e-11
1911,8.451406594239026e-07,1.1405490341858432e-10
1912,6.349646355374716e-07,1.28469011222749e-10
1913,6.213865130380977e-07,1.28469011222749e-10
1914,6.086062122839004e-07,6.986831549823539e-11
1915,6.06135188263579e-07,8.802130651337186e-11
1916,5.949482288412713e-07,1.1812503158165859e-10
1917,5.717799638205179e-07,1.0435114181480846e-10
1918,5.585595447753024e-07,7.639527800045493e-11
1919,4.680035772253177e-07,6.198117019629024e-11
1920,4.5313342817670285e-07,1.3158613484546119e-10
1921,4.348534576235709e-07,1.5969774312475848e-10
1922,4.224950365434259e-07,3.210306663360894e-10
1923,4.177464875608296e-07,2.909269412678027e-10
1924,1.47784384044566e-06,3.1534847154203657e-10
1925,1.4879629394012487e-06,3.1534847154203657e-10
1926,1.5104256557866132e-06,3.1534847154203657e-10
1927,1.5360447816549692e-06,2.9122026417344975e-10
1928,1.5504867657715034e-06,2.6310865589415245e-10
1929,1.5942221531466721e-06,6.989828755481803e-11
1930,1.6832550824931656e-06,9.712568051410488e-11
1931,6.83479673365842e-07,7.270415023987096e-11
1932,7.982914504672018e-07,7.270415023987096e-11
1933,8.244218422857687e-07,7.270415023987096e-11
1934,9.667762697063154e-07,2.7227392959286842e-11
1935,1.0172074017386227e-06,2.7227392959286842e-11
1936,1.0081542995976633e-06,2.7227392959286842e-11
1937,1.4209687963427444e-06,0.0
1938,1.4305425029955847e-06,0.0
1939,1.3785538694069795e-06,7.468207798209749e-11
1940,1.3964863602008596e-06,1.0047534034932478e-10
1941,1.3341805973660875e-06,1.0047534034932478e-10
1942,1.3193475183470582e-06,1.0047534034932478e-10
1943,1.3686737929674564e-06,1.2192866557672995e-10
1944,9.442664220062267e-07,1.4089998810552983e-10
1945,9.6796182853203e-07,1.4089998810552983e-10
1946,1.0669956184626374e-06,9.931411843704702e-11
1947,1.1485558470017817e-06,9.00778320981185e-11
1948,1.0629029166661245e-06,9.00778320981185e-11
1949,9.974996625520101e-07,9.00778320981185e-11
1950,9.049308126967455e-07,6.862450687071333e-11
1951,8.077819261740972e-07,1.1584957794662034e-10
1952,7.006671580711554e-07,2.2563722517394373e-10
1953,5.157570756507215e-07,2.2391949009278481e-10
1954,3.5350025281591766e-07,3.0897420138271363e-10
1955,3.338486383849418e-07,3.959397155377837e-10
1956,3.369920591467235e-07,4.4981173746056717e-10
1957,3.2756528867139423e-07,5.007866403307557e-10
1958,3.402286543925064e-07,4.345902467260489e-10
1959,3.423974825571869e-07,3.3609653849702477e-10
1960,3.478105392267545e-07,3.6824523291789646e-10
1961,3.525513209621879e-07,3.2291138909615723e-10
1962,3.448746456667452e-07,2.3594587494108714e-10
1963,3.4366169237338387e-07,2.117854235237994e-10
1964,3.5211244916614047e-07,2.4175031520285677e-10
1965,3.7050130328810026e-07,3.387162108332247e-10
1966,3.8084384966298656e-07,3.538014861240565e-10
1967,4.4484169896869777e-07,3.079636763856998e-10
1968,4.5454790357065835e-07,3.8453395428168184e-10
1969,4.756458784933264e-07,4.114646103995209e-10
1970,4.993368958951448e-07,1.1271612829607695e-09
1971,5.308498600697931e-07,1.7712444507132575e-09
1972,5.517981865718216e-07,1.7612330066585358e-09
1973,5.762015250963617e-07,1.8256488543144656e-09
1974,5.807799945094822e-07,1.9383195445524646e-09
1975,6.299323363886547e-07,1.8784569217571753e-09
1976,7.027182229129332e-07,1.899744853492028e-09
1977,7.250943342894191e-07,1.2506535410469359e-09
1978,7.878770702518523e-07,5.419504359172045e-10
1979,8.444193001975821e-07,7.394655116407403e-10
1980,9.484983739379718e-07,7.348755483106904e-10
1981,1.059283939801909e-06,6.502942936121541e-10
1982,1.144856729037461e-06,6.143662711502859e-10
1983,1.175587596792736e-06,6.549777535812064e-10
1984,1.2950431482749991e-06,6.321667544598572e-10
1985,1.340071337706052e-06,6.447831970727133e-10
1986,1.49103402691253e-06,3.8103933500518595e-10
1987,1.5467339510775803e-06,3.5502144478196026e-10
1988,1.575207452983055e-06,3.3696829057231325e-10
1989,1.622353043525696e-06,3.2651886155183567e-10
1990,1.8018593306935924e-06,3.109208783293381e-10
1991,1.9052134803132503e-06,2.768305564940629e-10
1992,2.075163219420314e-06,2.7970598852939636e-10
1993,2.157350487712912e-06,3.040698387524188e-10
1994,2.288726867456197e-06,4.259702610484187e-10
1995,2.4052019723187968e-06,3.982446218036324e-10
1996,2.620122846305354e-06,3.9054269342285256e-10
1997,2.6259249677553143e-06,3.345681787170207e-10
1998,2.7629990394676237e-06,3.1248593197157655e-10
1999,2.8157464514931363e-06,3.132136653213483e-10
2000,3.0429411838537945e-06,2.837014373424651e-10
2001,3.092161510461925e-06,1.1175526674702039e-10
2002,3.11972442952018e-06,1.27860928194374e-10
2003,3.0998027276447308e-06,1.7601059102264775e-10
2004,3.1866881207471513e-06,1.8398574925487006e-10
2005,3.1404125106096866e-06,1.6665238633528645e-10
2006,3.0906070216068267e-06,1.3925949332186224e-10
2007,2.9565004037327266e-06,1.2368220584606833e-10
2008,2.87589669564373e-06,1.1354074575372789e-10
2009,2.751110839329028e-06,1.0573244264249532e-10
2010,2.614350023577572e-06,2.4337146187214387e-10
2011,2.381713004849319e-06,2.1813873128463867e-10
2012,2.206753931334658e-06,2.2347858880904832e-10
2013,2.097893863200235e-06,2.1833201665250838e-10
2014,1.7938613317320623e-06,2.235277667326864e-10
2015,1.6349588512249674e-06,2.3438910931198164e-10
2016,1.5291525414795615e-06,2.2609175097586054e-10
2017,1.428517824327476e-06,2.496310854786336e-11
2018,1.4191961327014723e-06,2.995573025743603e-11
2019,1.368675953017373e-06,2.8099912154078144e-11
