ngram,Keyboard,Video,Mouse,Keyboard,e Video,Mouse,Keyboard,Mouse,Keyboardl,Video,Mouse,Video,Mouse,Keyboard,Video,Keyboard,Video,Mouseh
1518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1520,0.0,2.979113885105887e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.979113885105887e-07,0.0,2.979113885105887e-07,0.0,0.0,2.979113885105887e-07,0.0,2.979113885105887e-07,0.0
1521,0.0,2.979113885105887e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.979113885105887e-07,0.0,2.979113885105887e-07,0.0,0.0,2.979113885105887e-07,0.0,2.979113885105887e-07,0.0
1522,0.0,2.979113885105887e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.979113885105887e-07,0.0,2.979113885105887e-07,0.0,0.0,2.979113885105887e-07,0.0,2.979113885105887e-07,0.0
1523,0.0,2.979113885105887e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.979113885105887e-07,0.0,2.979113885105887e-07,0.0,0.0,2.979113885105887e-07,0.0,2.979113885105887e-07,0.0
1524,0.0,2.979113885105887e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.979113885105887e-07,0.0,2.979113885105887e-07,0.0,0.0,2.979113885105887e-07,0.0,2.979113885105887e-07,0.0
1525,0.0,2.979113885105887e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.979113885105887e-07,0.0,2.979113885105887e-07,0.0,0.0,2.979113885105887e-07,0.0,2.979113885105887e-07,0.0
1526,0.0,2.979113885105887e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.979113885105887e-07,0.0,2.979113885105887e-07,0.0,0.0,2.979113885105887e-07,0.0,2.979113885105887e-07,0.0
1527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1530,0.0,0.0,7.289485048594153e-07,0.0,0.0,7.289485048594153e-07,0.0,7.289485048594153e-07,0.0,0.0,7.289485048594153e-07,0.0,7.289485048594153e-07,0.0,0.0,0.0,0.0,0.0
1531,0.0,0.0,7.289485048594153e-07,0.0,0.0,7.289485048594153e-07,0.0,7.289485048594153e-07,0.0,0.0,7.289485048594153e-07,0.0,7.289485048594153e-07,0.0,0.0,0.0,0.0,0.0
1532,0.0,0.0,1.6307816882285157e-06,0.0,0.0,1.6307816882285157e-06,0.0,1.6307816882285157e-06,0.0,0.0,1.6307816882285157e-06,0.0,1.6307816882285157e-06,0.0,0.0,0.0,0.0,0.0
1533,0.0,0.0,1.6307816882285157e-06,0.0,0.0,1.6307816882285157e-06,0.0,1.6307816882285157e-06,0.0,0.0,1.6307816882285157e-06,0.0,1.6307816882285157e-06,0.0,0.0,0.0,0.0,0.0
1534,0.0,0.0,1.6307816882285157e-06,0.0,0.0,1.6307816882285157e-06,0.0,1.6307816882285157e-06,0.0,0.0,1.6307816882285157e-06,0.0,1.6307816882285157e-06,0.0,0.0,0.0,0.0,0.0
1535,0.0,0.0,1.6307816882285157e-06,0.0,0.0,1.6307816882285157e-06,0.0,1.6307816882285157e-06,0.0,0.0,1.6307816882285157e-06,0.0,1.6307816882285157e-06,0.0,0.0,0.0,0.0,0.0
1536,0.0,0.0,1.6307816882285157e-06,0.0,0.0,1.6307816882285157e-06,0.0,1.6307816882285157e-06,0.0,0.0,1.6307816882285157e-06,0.0,1.6307816882285157e-06,0.0,0.0,0.0,0.0,0.0
1537,0.0,0.0,9.018331833691004e-07,0.0,0.0,9.018331833691004e-07,0.0,9.018331833691004e-07,0.0,0.0,9.018331833691004e-07,0.0,9.018331833691004e-07,0.0,0.0,0.0,0.0,0.0
1538,0.0,0.0,9.018331833691004e-07,0.0,0.0,9.018331833691004e-07,0.0,9.018331833691004e-07,0.0,0.0,9.018331833691004e-07,0.0,9.018331833691004e-07,0.0,0.0,0.0,0.0,0.0
1539,0.0,1.6602222915805344e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6602222915805344e-06,0.0,1.6602222915805344e-06,0.0,0.0,1.6602222915805344e-06,0.0,1.6602222915805344e-06,0.0
1540,0.0,1.6602222915805344e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6602222915805344e-06,0.0,1.6602222915805344e-06,0.0,0.0,1.6602222915805344e-06,0.0,1.6602222915805344e-06,0.0
1541,0.0,1.6602222915805344e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6602222915805344e-06,0.0,1.6602222915805344e-06,0.0,0.0,1.6602222915805344e-06,0.0,1.6602222915805344e-06,0.0
1542,0.0,1.6602222915805344e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6602222915805344e-06,0.0,1.6602222915805344e-06,0.0,0.0,1.6602222915805344e-06,0.0,1.6602222915805344e-06,0.0
1543,0.0,1.6602222915805344e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6602222915805344e-06,0.0,1.6602222915805344e-06,0.0,0.0,1.6602222915805344e-06,0.0,1.6602222915805344e-06,0.0
1544,0.0,1.6602222915805344e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6602222915805344e-06,0.0,1.6602222915805344e-06,0.0,0.0,1.6602222915805344e-06,0.0,1.6602222915805344e-06,0.0
1545,0.0,1.6602222915805344e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6602222915805344e-06,0.0,1.6602222915805344e-06,0.0,0.0,1.6602222915805344e-06,0.0,1.6602222915805344e-06,0.0
1546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1550,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1560,0.0,4.4869024610047094e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4869024610047094e-07,0.0,4.4869024610047094e-07,0.0,0.0,4.4869024610047094e-07,0.0,4.4869024610047094e-07,0.0
1561,0.0,4.4869024610047094e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4869024610047094e-07,0.0,4.4869024610047094e-07,0.0,0.0,4.4869024610047094e-07,0.0,4.4869024610047094e-07,0.0
1562,0.0,4.4869024610047094e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4869024610047094e-07,0.0,4.4869024610047094e-07,0.0,0.0,4.4869024610047094e-07,0.0,4.4869024610047094e-07,0.0
1563,0.0,4.4869024610047094e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4869024610047094e-07,0.0,4.4869024610047094e-07,0.0,0.0,4.4869024610047094e-07,0.0,4.4869024610047094e-07,0.0
1564,0.0,4.4869024610047094e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4869024610047094e-07,0.0,4.4869024610047094e-07,0.0,0.0,4.4869024610047094e-07,0.0,4.4869024610047094e-07,0.0
1565,0.0,4.4869024610047094e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4869024610047094e-07,0.0,4.4869024610047094e-07,0.0,0.0,4.4869024610047094e-07,0.0,4.4869024610047094e-07,0.0
1566,0.0,4.4869024610047094e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4869024610047094e-07,0.0,4.4869024610047094e-07,0.0,0.0,4.4869024610047094e-07,0.0,4.4869024610047094e-07,0.0
1567,0.0,0.0,2.7295892713092532e-06,0.0,0.0,2.7295892713092532e-06,0.0,2.7295892713092532e-06,0.0,0.0,2.7295892713092532e-06,0.0,2.7295892713092532e-06,0.0,0.0,0.0,0.0,0.0
1568,0.0,0.0,2.7295892713092532e-06,0.0,0.0,2.7295892713092532e-06,0.0,2.7295892713092532e-06,0.0,0.0,2.7295892713092532e-06,0.0,2.7295892713092532e-06,0.0,0.0,0.0,0.0,0.0
1569,0.0,0.0,2.7295892713092532e-06,0.0,0.0,2.7295892713092532e-06,0.0,2.7295892713092532e-06,0.0,0.0,2.7295892713092532e-06,0.0,2.7295892713092532e-06,0.0,0.0,0.0,0.0,0.0
1570,0.0,0.0,2.7295892713092532e-06,0.0,0.0,2.7295892713092532e-06,0.0,2.7295892713092532e-06,0.0,0.0,2.7295892713092532e-06,0.0,2.7295892713092532e-06,0.0,0.0,0.0,0.0,0.0
1571,0.0,0.0,2.7295892713092532e-06,0.0,0.0,2.7295892713092532e-06,0.0,2.7295892713092532e-06,0.0,0.0,2.7295892713092532e-06,0.0,2.7295892713092532e-06,0.0,0.0,0.0,0.0,0.0
1572,0.0,0.0,2.7295892713092532e-06,0.0,0.0,2.7295892713092532e-06,0.0,2.7295892713092532e-06,0.0,0.0,2.7295892713092532e-06,0.0,2.7295892713092532e-06,0.0,0.0,0.0,0.0,0.0
1573,0.0,0.0,2.7295892713092532e-06,0.0,0.0,2.7295892713092532e-06,0.0,2.7295892713092532e-06,0.0,0.0,2.7295892713092532e-06,0.0,2.7295892713092532e-06,0.0,0.0,0.0,0.0,0.0
1574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1576,0.0,0.0,4.5068044788162555e-07,0.0,0.0,4.5068044788162555e-07,0.0,4.5068044788162555e-07,0.0,0.0,4.5068044788162555e-07,0.0,4.5068044788162555e-07,0.0,0.0,0.0,0.0,0.0
1577,0.0,0.0,4.5068044788162555e-07,0.0,0.0,4.5068044788162555e-07,0.0,4.5068044788162555e-07,0.0,0.0,4.5068044788162555e-07,0.0,4.5068044788162555e-07,0.0,0.0,0.0,0.0,0.0
1578,0.0,0.0,6.915935598174526e-07,0.0,0.0,6.915935598174526e-07,0.0,6.915935598174526e-07,0.0,0.0,6.915935598174526e-07,0.0,6.915935598174526e-07,0.0,0.0,0.0,0.0,0.0
1579,0.0,0.0,6.915935598174526e-07,0.0,0.0,6.915935598174526e-07,0.0,6.915935598174526e-07,0.0,0.0,6.915935598174526e-07,0.0,6.915935598174526e-07,0.0,0.0,0.0,0.0,0.0
1580,0.0,0.0,1.682054403318034e-06,0.0,0.0,1.682054403318034e-06,0.0,1.682054403318034e-06,0.0,0.0,1.682054403318034e-06,0.0,1.682054403318034e-06,0.0,0.0,0.0,0.0,0.0
1581,0.0,0.0,2.2753617778497367e-06,0.0,0.0,2.2753617778497367e-06,0.0,2.2753617778497367e-06,0.0,0.0,2.2753617778497367e-06,0.0,2.2753617778497367e-06,0.0,0.0,0.0,0.0,0.0
1582,0.0,0.0,2.2753617778497367e-06,0.0,0.0,2.2753617778497367e-06,0.0,2.2753617778497367e-06,0.0,0.0,2.2753617778497367e-06,0.0,2.2753617778497367e-06,0.0,0.0,0.0,0.0,0.0
1583,0.0,0.0,1.824681329968111e-06,0.0,0.0,1.824681329968111e-06,0.0,1.824681329968111e-06,0.0,0.0,1.824681329968111e-06,0.0,1.824681329968111e-06,0.0,0.0,0.0,0.0,0.0
1584,0.0,0.0,1.824681329968111e-06,0.0,0.0,1.824681329968111e-06,0.0,1.824681329968111e-06,0.0,0.0,1.824681329968111e-06,0.0,1.824681329968111e-06,0.0,0.0,0.0,0.0,0.0
1585,0.0,0.0,1.583768218032284e-06,0.0,0.0,1.583768218032284e-06,0.0,1.583768218032284e-06,0.0,0.0,1.583768218032284e-06,0.0,1.583768218032284e-06,0.0,0.0,0.0,0.0,0.0
1586,0.0,0.0,1.583768218032284e-06,0.0,0.0,1.583768218032284e-06,0.0,1.583768218032284e-06,0.0,0.0,1.583768218032284e-06,0.0,1.583768218032284e-06,0.0,0.0,0.0,0.0,0.0
1587,0.0,0.0,5.933073745317026e-07,0.0,0.0,5.933073745317026e-07,0.0,5.933073745317026e-07,0.0,0.0,5.933073745317026e-07,0.0,5.933073745317026e-07,0.0,0.0,0.0,0.0,0.0
1588,0.0,0.0,6.695058151048475e-07,0.0,0.0,6.695058151048475e-07,0.0,6.695058151048475e-07,0.0,0.0,6.695058151048475e-07,0.0,6.695058151048475e-07,0.0,0.0,0.0,0.0,0.0
1589,0.0,0.0,6.695058151048475e-07,0.0,0.0,6.695058151048475e-07,0.0,6.695058151048475e-07,0.0,0.0,6.695058151048475e-07,0.0,6.695058151048475e-07,0.0,0.0,0.0,0.0,0.0
1590,0.0,0.0,1.1894571148981673e-06,0.0,0.0,1.1894571148981673e-06,0.0,1.1894571148981673e-06,0.0,0.0,1.1894571148981673e-06,0.0,1.1894571148981673e-06,0.0,0.0,0.0,0.0,0.0
1591,0.0,0.0,2.255590970889898e-06,0.0,0.0,2.255590970889898e-06,0.0,2.255590970889898e-06,0.0,0.0,2.255590970889898e-06,0.0,2.255590970889898e-06,0.0,0.0,0.0,0.0,0.0
1592,0.0,0.0,2.852562764538951e-06,0.0,0.0,2.852562764538951e-06,0.0,2.852562764538951e-06,0.0,0.0,2.852562764538951e-06,0.0,2.852562764538951e-06,0.0,0.0,0.0,0.0,0.0
1593,0.0,0.0,3.0758394911702325e-06,0.0,0.0,3.0758394911702325e-06,0.0,3.0758394911702325e-06,0.0,0.0,3.0758394911702325e-06,0.0,3.0758394911702325e-06,0.0,0.0,0.0,0.0,0.0
1594,0.0,0.0,3.2434710744512685e-06,0.0,0.0,3.2434710744512685e-06,0.0,3.2434710744512685e-06,0.0,0.0,3.2434710744512685e-06,0.0,3.2434710744512685e-06,0.0,0.0,0.0,0.0,0.0
1595,0.0,0.0,3.0247623499235488e-06,0.0,0.0,3.0247623499235488e-06,0.0,3.0247623499235488e-06,0.0,0.0,3.0247623499235488e-06,0.0,3.0247623499235488e-06,0.0,0.0,0.0,0.0,0.0
1596,0.0,0.0,3.0247623499235488e-06,0.0,0.0,3.0247623499235488e-06,0.0,3.0247623499235488e-06,0.0,0.0,3.0247623499235488e-06,0.0,3.0247623499235488e-06,0.0,0.0,0.0,0.0,0.0
1597,0.0,0.0,2.746935235466351e-06,0.0,0.0,2.746935235466351e-06,0.0,2.746935235466351e-06,0.0,0.0,2.746935235466351e-06,0.0,2.746935235466351e-06,0.0,0.0,0.0,0.0,0.0
1598,0.0,0.0,1.68080137947462e-06,0.0,0.0,1.68080137947462e-06,0.0,1.68080137947462e-06,0.0,0.0,1.68080137947462e-06,0.0,1.68080137947462e-06,0.0,0.0,0.0,0.0,0.0
1599,0.0,0.0,1.083829585825567e-06,0.0,0.0,1.083829585825567e-06,0.0,1.083829585825567e-06,0.0,0.0,1.083829585825567e-06,0.0,1.083829585825567e-06,0.0,0.0,0.0,0.0,0.0
1600,0.0,0.0,1.0735650286213577e-06,0.0,0.0,1.0735650286213577e-06,0.0,1.0735650286213577e-06,0.0,0.0,1.0735650286213577e-06,0.0,1.0735650286213577e-06,0.0,0.0,0.0,0.0,0.0
1601,0.0,0.0,1.687228892218887e-06,0.0,0.0,1.687228892218887e-06,0.0,1.687228892218887e-06,0.0,0.0,1.687228892218887e-06,0.0,1.687228892218887e-06,0.0,0.0,0.0,0.0,0.0
1602,0.0,0.0,1.2364318016417592e-06,0.0,0.0,1.2364318016417592e-06,0.0,1.2364318016417592e-06,0.0,0.0,1.2364318016417592e-06,0.0,1.2364318016417592e-06,0.0,0.0,0.0,0.0,0.0
1603,0.0,0.0,1.2364318016417592e-06,0.0,0.0,1.2364318016417592e-06,0.0,1.2364318016417592e-06,0.0,0.0,1.2364318016417592e-06,0.0,1.2364318016417592e-06,0.0,0.0,0.0,0.0,0.0
1604,0.0,0.0,9.943076163056373e-07,0.0,0.0,9.943076163056373e-07,0.0,9.943076163056373e-07,0.0,0.0,9.943076163056373e-07,0.0,9.943076163056373e-07,0.0,0.0,0.0,0.0,0.0
1605,0.0,0.0,1.1067445078489463e-06,0.0,0.0,1.1067445078489463e-06,0.0,1.1067445078489463e-06,0.0,0.0,1.1067445078489463e-06,0.0,1.1067445078489463e-06,0.0,0.0,0.0,0.0,0.0
1606,0.0,0.0,1.1868246149658392e-06,0.0,0.0,1.1868246149658392e-06,0.0,1.1868246149658392e-06,0.0,0.0,1.1868246149658392e-06,0.0,1.1868246149658392e-06,0.0,0.0,0.0,0.0,0.0
1607,0.0,0.0,1.7203095207410764e-06,0.0,0.0,1.7203095207410764e-06,0.0,1.7203095207410764e-06,0.0,0.0,1.7203095207410764e-06,0.0,1.7203095207410764e-06,0.0,0.0,0.0,0.0,0.0
1608,0.0,0.0,9.390140738625113e-07,0.0,0.0,9.390140738625113e-07,0.0,9.390140738625113e-07,0.0,0.0,9.390140738625113e-07,0.0,9.390140738625113e-07,0.0,0.0,0.0,0.0,0.0
1609,0.0,0.0,9.390140738625113e-07,0.0,0.0,9.390140738625113e-07,0.0,9.390140738625113e-07,0.0,0.0,9.390140738625113e-07,0.0,9.390140738625113e-07,0.0,0.0,0.0,0.0,0.0
1610,0.0,0.0,1.0664623378683506e-06,0.0,0.0,1.0664623378683506e-06,0.0,1.0664623378683506e-06,0.0,0.0,1.0664623378683506e-06,0.0,1.0664623378683506e-06,0.0,0.0,0.0,0.0,0.0
1611,0.0,0.0,1.0664623378683506e-06,0.0,0.0,1.0664623378683506e-06,0.0,1.0664623378683506e-06,0.0,0.0,1.0664623378683506e-06,0.0,1.0664623378683506e-06,0.0,0.0,0.0,0.0,0.0
1612,0.0,0.0,1.2230261745571624e-06,0.0,0.0,1.2230261745571624e-06,0.0,1.2230261745571624e-06,0.0,0.0,1.2230261745571624e-06,0.0,1.2230261745571624e-06,0.0,0.0,0.0,0.0,0.0
1613,0.0,0.0,1.4625670295182708e-06,0.0,0.0,1.4625670295182708e-06,0.0,1.4625670295182708e-06,0.0,0.0,1.4625670295182708e-06,0.0,1.4625670295182708e-06,0.0,0.0,0.0,0.0,0.0
1614,0.0,0.0,7.160699543159613e-07,0.0,0.0,7.160699543159613e-07,0.0,7.160699543159613e-07,0.0,0.0,7.160699543159613e-07,0.0,7.160699543159613e-07,0.0,0.0,0.0,0.0,0.0
1615,0.0,0.0,7.160699543159613e-07,0.0,0.0,7.160699543159613e-07,0.0,7.160699543159613e-07,0.0,0.0,7.160699543159613e-07,0.0,7.160699543159613e-07,0.0,0.0,0.0,0.0,0.0
1616,0.0,0.0,1.436919019072645e-06,0.0,0.0,1.436919019072645e-06,0.0,1.436919019072645e-06,0.0,0.0,1.436919019072645e-06,0.0,1.436919019072645e-06,0.0,0.0,0.0,0.0,0.0
1617,0.0,0.0,1.803636093557413e-06,0.0,0.0,1.803636093557413e-06,0.0,1.803636093557413e-06,0.0,0.0,1.803636093557413e-06,0.0,1.803636093557413e-06,0.0,0.0,0.0,0.0,0.0
1618,0.0,9.847713857068032e-08,1.803636093557413e-06,0.0,0.0,1.803636093557413e-06,0.0,1.803636093557413e-06,0.0,9.847713857068032e-08,1.803636093557413e-06,9.847713857068032e-08,1.803636093557413e-06,0.0,9.847713857068032e-08,0.0,9.847713857068032e-08,0.0
1619,0.0,9.847713857068032e-08,1.5346353653252924e-06,0.0,0.0,1.5346353653252924e-06,0.0,1.5346353653252924e-06,0.0,9.847713857068032e-08,1.5346353653252924e-06,9.847713857068032e-08,1.5346353653252924e-06,0.0,9.847713857068032e-08,0.0,9.847713857068032e-08,0.0
1620,0.0,9.847713857068032e-08,1.6179700586300377e-06,0.0,0.0,1.6179700586300377e-06,0.0,1.6179700586300377e-06,0.0,9.847713857068032e-08,1.6179700586300377e-06,9.847713857068032e-08,1.6179700586300377e-06,0.0,9.847713857068032e-08,0.0,9.847713857068032e-08,0.0
1621,0.0,9.847713857068032e-08,1.6179700586300377e-06,0.0,0.0,1.6179700586300377e-06,0.0,1.6179700586300377e-06,0.0,9.847713857068032e-08,1.6179700586300377e-06,9.847713857068032e-08,1.6179700586300377e-06,0.0,9.847713857068032e-08,0.0,9.847713857068032e-08,0.0
1622,0.0,9.847713857068032e-08,1.688318466871611e-06,0.0,0.0,1.688318466871611e-06,0.0,1.688318466871611e-06,0.0,9.847713857068032e-08,1.688318466871611e-06,9.847713857068032e-08,1.688318466871611e-06,0.0,9.847713857068032e-08,0.0,9.847713857068032e-08,0.0
1623,0.0,9.847713857068032e-08,9.674694021149271e-07,0.0,0.0,9.674694021149271e-07,0.0,9.674694021149271e-07,0.0,9.847713857068032e-08,9.674694021149271e-07,9.847713857068032e-08,9.674694021149271e-07,0.0,9.847713857068032e-08,0.0,9.847713857068032e-08,0.0
1624,0.0,9.847713857068032e-08,7.719684487840693e-07,0.0,0.0,7.719684487840693e-07,0.0,7.719684487840693e-07,0.0,9.847713857068032e-08,7.719684487840693e-07,9.847713857068032e-08,7.719684487840693e-07,0.0,9.847713857068032e-08,0.0,9.847713857068032e-08,0.0
1625,0.0,0.0,7.719684487840693e-07,0.0,0.0,7.719684487840693e-07,0.0,7.719684487840693e-07,0.0,0.0,7.719684487840693e-07,0.0,7.719684487840693e-07,0.0,0.0,0.0,0.0,0.0
1626,0.0,2.296218164182002e-07,7.719684487840693e-07,0.0,0.0,7.719684487840693e-07,0.0,7.719684487840693e-07,0.0,2.296218164182002e-07,7.719684487840693e-07,2.296218164182002e-07,7.719684487840693e-07,0.0,2.296218164182002e-07,0.0,2.296218164182002e-07,0.0
1627,0.0,2.296218164182002e-07,3.6901279340132274e-07,0.0,0.0,3.6901279340132274e-07,0.0,3.6901279340132274e-07,0.0,2.296218164182002e-07,3.6901279340132274e-07,2.296218164182002e-07,3.6901279340132274e-07,0.0,2.296218164182002e-07,0.0,2.296218164182002e-07,0.0
1628,0.0,2.296218164182002e-07,4.345244194934951e-07,0.0,0.0,4.345244194934951e-07,0.0,4.345244194934951e-07,0.0,2.296218164182002e-07,4.345244194934951e-07,2.296218164182002e-07,4.345244194934951e-07,0.0,2.296218164182002e-07,0.0,2.296218164182002e-07,0.0
