ngram,Jini,Jinib,Jni,Jiini,Jinji,Jiani
1574,0.0,0.0,0.0,0.0,0.0,0.0
1575,0.0,0.0,0.0,0.0,0.0,0.0
1576,0.0,0.0,0.0,0.0,0.0,0.0
1577,0.0,0.0,0.0,0.0,0.0,0.0
1578,0.0,0.0,0.0,0.0,0.0,0.0
1579,0.0,0.0,0.0,0.0,0.0,0.0
1580,0.0,0.0,0.0,0.0,0.0,0.0
1581,0.0,0.0,0.0,0.0,0.0,0.0
1582,0.0,0.0,0.0,0.0,0.0,0.0
1583,0.0,0.0,0.0,0.0,0.0,0.0
1584,0.0,0.0,0.0,0.0,0.0,0.0
1585,0.0,0.0,0.0,0.0,0.0,0.0
1586,0.0,0.0,0.0,0.0,0.0,0.0
1587,0.0,0.0,0.0,0.0,0.0,0.0
1588,0.0,0.0,0.0,0.0,0.0,0.0
1589,0.0,0.0,0.0,0.0,0.0,0.0
1590,0.0,0.0,0.0,0.0,0.0,0.0
1591,0.0,0.0,0.0,0.0,0.0,0.0
1592,0.0,0.0,0.0,0.0,0.0,0.0
1593,0.0,0.0,0.0,0.0,0.0,0.0
1594,0.0,0.0,0.0,0.0,0.0,0.0
1595,0.0,0.0,0.0,0.0,0.0,0.0
1596,0.0,0.0,0.0,0.0,0.0,0.0
1597,0.0,0.0,0.0,0.0,0.0,0.0
1598,0.0,0.0,0.0,0.0,0.0,0.0
1599,0.0,0.0,0.0,0.0,0.0,0.0
1600,0.0,0.0,0.0,0.0,0.0,0.0
1601,0.0,0.0,0.0,0.0,0.0,0.0
1602,0.0,0.0,0.0,0.0,0.0,0.0
1603,0.0,0.0,0.0,0.0,0.0,0.0
1604,0.0,0.0,0.0,0.0,0.0,0.0
1605,0.0,0.0,0.0,0.0,0.0,0.0
1606,0.0,0.0,0.0,0.0,0.0,0.0
1607,0.0,0.0,0.0,0.0,0.0,0.0
1608,0.0,0.0,0.0,0.0,0.0,0.0
1609,0.0,0.0,0.0,0.0,0.0,0.0
1610,0.0,0.0,0.0,0.0,0.0,0.0
1611,0.0,0.0,0.0,0.0,0.0,0.0
1612,0.0,0.0,0.0,0.0,0.0,0.0
1613,0.0,0.0,0.0,0.0,0.0,0.0
1614,0.0,0.0,0.0,0.0,0.0,0.0
1615,0.0,0.0,0.0,0.0,0.0,0.0
1616,0.0,0.0,0.0,0.0,0.0,0.0
1617,0.0,0.0,0.0,0.0,0.0,0.0
1618,0.0,0.0,0.0,0.0,0.0,0.0
1619,0.0,0.0,0.0,0.0,0.0,0.0
1620,0.0,0.0,0.0,0.0,0.0,0.0
1621,0.0,0.0,0.0,0.0,0.0,0.0
1622,0.0,0.0,0.0,0.0,0.0,0.0
1623,0.0,0.0,0.0,0.0,0.0,0.0
1624,0.0,0.0,0.0,0.0,0.0,0.0
1625,0.0,0.0,0.0,0.0,0.0,0.0
1626,0.0,0.0,0.0,0.0,0.0,0.0
1627,0.0,0.0,0.0,0.0,0.0,0.0
1628,0.0,0.0,0.0,0.0,0.0,0.0
1629,0.0,0.0,0.0,0.0,0.0,0.0
1630,0.0,0.0,0.0,0.0,0.0,0.0
1631,0.0,0.0,0.0,0.0,0.0,0.0
1632,0.0,0.0,0.0,0.0,0.0,0.0
1633,0.0,0.0,0.0,0.0,0.0,0.0
1634,0.0,0.0,0.0,0.0,0.0,0.0
1635,0.0,0.0,0.0,0.0,0.0,0.0
1636,0.0,0.0,0.0,0.0,0.0,0.0
1637,0.0,0.0,0.0,0.0,0.0,0.0
1638,0.0,0.0,0.0,0.0,0.0,0.0
1639,0.0,0.0,0.0,0.0,0.0,0.0
1640,0.0,0.0,0.0,0.0,0.0,0.0
1641,0.0,0.0,0.0,0.0,0.0,0.0
1642,0.0,0.0,0.0,0.0,0.0,0.0
1643,0.0,0.0,0.0,0.0,0.0,0.0
1644,0.0,0.0,0.0,0.0,0.0,0.0
1645,0.0,0.0,0.0,4.9116830983361326e-08,0.0,0.0
1646,0.0,0.0,0.0,4.9116830983361326e-08,0.0,0.0
1647,0.0,0.0,0.0,4.9116830983361326e-08,0.0,0.0
1648,0.0,0.0,0.0,4.9116830983361326e-08,0.0,0.0
1649,0.0,0.0,0.0,4.9116830983361326e-08,0.0,0.0
1650,0.0,0.0,0.0,4.9116830983361326e-08,0.0,0.0
1651,0.0,0.0,0.0,4.9116830983361326e-08,0.0,0.0
1652,0.0,0.0,0.0,0.0,0.0,0.0
1653,0.0,0.0,0.0,0.0,0.0,0.0
1654,0.0,0.0,0.0,0.0,0.0,0.0
1655,0.0,0.0,0.0,0.0,0.0,0.0
1656,0.0,0.0,0.0,0.0,0.0,0.0
1657,2.7804432534139778e-08,0.0,0.0,0.0,0.0,0.0
1658,2.7804432534139778e-08,0.0,0.0,0.0,0.0,0.0
1659,2.7804432534139778e-08,0.0,0.0,0.0,0.0,0.0
1660,2.7804432534139778e-08,0.0,0.0,0.0,0.0,0.0
1661,2.7804432534139778e-08,0.0,0.0,0.0,0.0,0.0
1662,2.7804432534139778e-08,0.0,0.0,0.0,0.0,0.0
1663,2.7804432534139778e-08,0.0,0.0,0.0,0.0,0.0
1664,0.0,0.0,0.0,3.9302981187055204e-08,0.0,0.0
1665,0.0,0.0,0.0,3.9302981187055204e-08,0.0,0.0
1666,0.0,0.0,0.0,3.9302981187055204e-08,0.0,0.0
1667,0.0,0.0,3.245231588217783e-08,3.9302981187055204e-08,0.0,0.0
1668,0.0,0.0,3.245231588217783e-08,3.9302981187055204e-08,0.0,0.0
1669,0.0,0.0,3.245231588217783e-08,3.9302981187055204e-08,0.0,0.0
1670,0.0,0.0,3.245231588217783e-08,3.9302981187055204e-08,0.0,0.0
1671,0.0,0.0,3.245231588217783e-08,0.0,0.0,0.0
1672,0.0,0.0,3.245231588217783e-08,0.0,0.0,0.0
1673,0.0,0.0,3.245231588217783e-08,0.0,0.0,0.0
1674,0.0,0.0,0.0,0.0,0.0,0.0
1675,0.0,0.0,0.0,0.0,0.0,0.0
1676,0.0,0.0,0.0,0.0,0.0,0.0
1677,0.0,0.0,0.0,0.0,0.0,0.0
1678,0.0,0.0,0.0,0.0,0.0,0.0
1679,0.0,0.0,0.0,0.0,0.0,0.0
1680,0.0,0.0,1.8101928844771464e-08,0.0,0.0,0.0
1681,0.0,0.0,1.8101928844771464e-08,0.0,0.0,0.0
1682,0.0,0.0,1.8101928844771464e-08,0.0,0.0,0.0
1683,0.0,0.0,1.8101928844771464e-08,0.0,0.0,0.0
1684,0.0,0.0,1.8101928844771464e-08,0.0,0.0,0.0
1685,0.0,0.0,1.8101928844771464e-08,0.0,0.0,0.0
1686,0.0,0.0,1.8101928844771464e-08,0.0,0.0,0.0
1687,0.0,0.0,0.0,0.0,0.0,0.0
1688,0.0,0.0,0.0,0.0,0.0,0.0
1689,0.0,0.0,0.0,0.0,0.0,0.0
1690,0.0,0.0,0.0,0.0,0.0,0.0
1691,0.0,0.0,0.0,0.0,0.0,0.0
1692,0.0,0.0,0.0,0.0,0.0,0.0
1693,0.0,0.0,0.0,0.0,0.0,0.0
1694,0.0,0.0,0.0,0.0,0.0,0.0
1695,0.0,0.0,0.0,0.0,0.0,0.0
1696,0.0,0.0,0.0,0.0,0.0,0.0
1697,0.0,0.0,2.204122446463381e-08,0.0,0.0,0.0
1698,0.0,0.0,3.241249503714373e-08,0.0,0.0,0.0
1699,0.0,0.0,4.548203540772582e-08,0.0,0.0,0.0
1700,0.0,0.0,4.548203540772582e-08,1.29978526989102e-08,0.0,0.0
1701,0.0,0.0,4.548203540772582e-08,1.29978526989102e-08,0.0,0.0
1702,0.0,0.0,4.548203540772582e-08,1.29978526989102e-08,0.0,0.0
1703,0.0,0.0,4.548203540772582e-08,1.29978526989102e-08,0.0,0.0
1704,0.0,0.0,2.3440810943092013e-08,1.29978526989102e-08,0.0,0.0
1705,0.0,0.0,3.1385149717217635e-08,1.29978526989102e-08,0.0,0.0
1706,0.0,0.0,1.831560934663555e-08,1.29978526989102e-08,0.0,0.0
1707,0.0,0.0,1.831560934663555e-08,0.0,0.0,0.0
1708,0.0,0.0,3.76073440325594e-08,0.0,0.0,0.0
1709,1.2025016157427411e-08,0.0,4.9632360189986816e-08,0.0,0.0,0.0
1710,1.2025016157427411e-08,0.0,6.684738350161621e-08,0.0,0.0,0.0
1711,1.2025016157427411e-08,0.0,7.653971221900844e-08,0.0,0.0,0.0
1712,2.288843603537316e-08,0.0,6.908752275031865e-08,0.0,0.0,0.0
1713,2.288843603537316e-08,0.0,9.07235531144579e-08,0.0,0.0,0.0
1714,2.288843603537316e-08,0.0,9.07235531144579e-08,0.0,0.0,0.0
1715,2.288843603537316e-08,0.0,7.143181842853405e-08,0.0,0.0,0.0
1716,1.9718378041488904e-08,0.0,5.940680227110663e-08,8.854958163543155e-09,0.0,0.0
1717,2.735978351812004e-08,0.0,4.219177895947723e-08,8.854958163543155e-09,0.0,0.0
1718,4.284329640264721e-08,0.0,3.2499450242085004e-08,8.854958163543155e-09,0.0,0.0
1719,4.514961864694149e-08,0.0,2.1636030364139255e-08,1.543982922466317e-08,0.0,0.0
1720,5.421074687563175e-08,0.0,0.0,1.543982922466317e-08,0.0,0.0
1721,5.421074687563175e-08,0.0,0.0,1.543982922466317e-08,0.0,0.0
1722,5.421074687563175e-08,0.0,0.0,1.543982922466317e-08,0.0,0.0
1723,4.535578871208859e-08,0.0,6.175176179924944e-09,6.584871061120014e-09,0.0,0.0
1724,3.771438323545746e-08,0.0,1.2046095930275312e-08,6.584871061120014e-09,0.0,0.0
1725,2.9583823391021724e-08,0.0,1.2046095930275312e-08,6.584871061120014e-09,0.0,0.0
1726,1.6414081268781696e-08,0.0,1.2046095930275312e-08,0.0,0.0,0.0
1727,2.1038384748603027e-08,0.0,1.2046095930275312e-08,0.0,0.0,0.0
1728,2.1038384748603027e-08,0.0,1.2046095930275312e-08,0.0,0.0,0.0
1729,2.1038384748603027e-08,0.0,1.841807265431531e-08,0.0,0.0,0.0
1730,2.1038384748603027e-08,0.0,1.2242896474390363e-08,0.0,0.0,8.18323796027341e-09
1731,2.1038384748603027e-08,0.0,6.371976724039996e-09,0.0,0.0,8.18323796027341e-09
1732,1.3685431708511584e-08,6.258523857890655e-09,1.2630500581930652e-08,0.0,0.0,8.18323796027341e-09
1733,2.0710201299932252e-08,6.258523857890655e-09,1.2630500581930652e-08,0.0,0.0,8.18323796027341e-09
1734,1.218650120498361e-08,6.258523857890655e-09,1.7792232195493592e-08,0.0,0.0,8.18323796027341e-09
1735,2.5120353289561796e-08,6.258523857890655e-09,1.7792232195493592e-08,0.0,0.0,8.18323796027341e-09
1736,2.5120353289561796e-08,6.258523857890655e-09,1.1420255471453596e-08,0.0,0.0,8.18323796027341e-09
1737,2.5120353289561796e-08,6.258523857890655e-09,1.1420255471453596e-08,0.0,0.0,0.0
1738,2.5120353289561796e-08,6.258523857890655e-09,1.1420255471453596e-08,0.0,0.0,0.0
1739,2.5120353289561796e-08,0.0,5.161731613562941e-09,0.0,0.0,3.2309164867326346e-09
1740,1.8095583698141127e-08,0.0,5.161731613562941e-09,0.0,0.0,3.2309164867326346e-09
1741,1.2933852084578185e-08,0.0,0.0,0.0,0.0,3.2309164867326346e-09
1742,0.0,0.0,6.377372281057043e-09,0.0,0.0,3.2309164867326346e-09
1743,9.631393587434495e-09,0.0,1.6008765868491537e-08,0.0,0.0,3.2309164867326346e-09
1744,2.3023575173348424e-08,0.0,2.047282622795267e-08,0.0,0.0,3.2309164867326346e-09
1745,2.3023575173348424e-08,0.0,2.047282622795267e-08,0.0,0.0,3.2309164867326346e-09
1746,2.8001552314955395e-08,0.0,2.5450803369559642e-08,0.0,0.0,0.0
1747,3.2160704068116634e-08,0.0,2.5450803369559642e-08,0.0,0.0,0.0
1748,3.2160704068116634e-08,0.0,2.5450803369559642e-08,0.0,0.0,0.0
1749,3.2160704068116634e-08,0.0,1.90734310885026e-08,0.0,0.0,0.0
1750,2.5828041927411505e-08,0.0,1.2740768947797473e-08,0.0,0.0,3.298731446729367e-09
1751,1.6004998976930958e-08,3.569138635433384e-09,1.1845847223769721e-08,0.0,0.0,3.298731446729367e-09
1752,3.159935957341986e-08,3.569138635433384e-09,1.5744437372891947e-08,0.0,0.0,3.298731446729367e-09
1753,3.1650734858398466e-08,3.569138635433384e-09,1.0766460231284976e-08,0.0,0.0,3.298731446729367e-09
1754,2.7491583105237235e-08,3.569138635433384e-09,1.0766460231284976e-08,4.184068710547503e-09,0.0,7.48280015727687e-09
1755,2.7491583105237235e-08,3.569138635433384e-09,1.0766460231284976e-08,4.184068710547503e-09,0.0,7.48280015727687e-09
1756,2.7491583105237235e-08,3.569138635433384e-09,2.5943813446766787e-08,4.184068710547503e-09,9.713505733088823e-08,1.0518270698867127e-08
1757,3.028309818781898e-08,3.569138635433384e-09,2.264508200003742e-08,4.184068710547503e-09,9.713505733088823e-08,7.2195392521377604e-09
1758,3.2929129137723323e-08,0.0,1.907594336460404e-08,4.184068710547503e-09,9.713505733088823e-08,1.0327124044806624e-08
1759,2.081356344417275e-08,0.0,1.517735321548181e-08,4.184068710547503e-09,9.713505733088823e-08,1.0327124044806624e-08
1760,1.578421101758717e-08,0.0,1.517735321548181e-08,4.184068710547503e-09,9.713505733088823e-08,1.0327124044806624e-08
1761,1.578421101758717e-08,0.0,2.3504055336940966e-08,0.0,9.713505733088823e-08,6.1430553342591205e-09
1762,1.578421101758717e-08,0.0,2.886921939599623e-08,0.0,9.713505733088823e-08,6.1430553342591205e-09
1763,2.146156014808704e-08,0.0,1.3691866180514417e-08,0.0,0.0,3.1075847926688637e-09
1764,1.8181993307767438e-08,0.0,1.3691866180514417e-08,2.810679688991513e-09,0.0,3.1075847926688637e-09
1765,2.0809048960148046e-08,0.0,1.3691866180514417e-08,2.810679688991513e-09,0.0,0.0
1766,2.4132358333872617e-08,0.0,1.7092918318845866e-08,2.810679688991513e-09,6.802104276662899e-09,0.0
1767,2.7076860626656137e-08,0.0,2.0037420611629386e-08,2.810679688991513e-09,6.802104276662899e-09,0.0
1768,2.975907317396117e-08,0.0,1.171071849017023e-08,5.492892236296549e-09,6.802104276662899e-09,0.0
1769,3.585159242496567e-08,0.0,6.345554431114968e-09,5.492892236296549e-09,6.802104276662899e-09,0.0
1770,3.305716487846309e-08,0.0,1.2111397599109556e-08,5.492892236296549e-09,6.802104276662899e-09,0.0
1771,3.024648518947158e-08,0.0,1.4744041416341652e-08,2.682212547305036e-09,6.802104276662899e-09,0.0
1772,2.1404259951753246e-08,0.0,1.4744041416341652e-08,5.318294376317161e-09,6.802104276662899e-09,0.0
1773,1.7197346530955267e-08,0.0,1.1342989278010203e-08,5.318294376317161e-09,0.0,0.0
1774,2.2270233910960868e-08,0.0,8.398486985226685e-09,5.318294376317161e-09,0.0,0.0
1775,2.2476710524545396e-08,0.0,1.1287176146116248e-08,2.6360818290121254e-09,0.0,0.0
1776,2.180893028074544e-08,0.0,1.1287176146116248e-08,2.6360818290121254e-09,0.0,0.0
1777,1.8926008696748146e-08,0.0,5.521332978121661e-09,2.6360818290121254e-09,0.0,0.0
1778,2.4488296089332706e-08,0.0,2.8886891608895635e-09,5.417225525304405e-09,1.946800612781122e-08,0.0
1779,2.7049981810023382e-08,0.0,2.8886891608895635e-09,5.342829416982957e-09,1.946800612781122e-08,0.0
1780,2.4454790954158464e-08,0.0,2.8886891608895635e-09,7.691969727829928e-09,1.946800612781122e-08,0.0
1781,2.5999985910272827e-08,0.0,2.8886891608895635e-09,7.691969727829928e-09,2.1380523002838865e-08,0.0
1782,2.3111296749383266e-08,0.0,0.0,7.691969727829928e-09,2.1380523002838865e-08,0.0
1783,2.2035755823221085e-08,0.0,0.0,7.691969727829928e-09,2.1380523002838865e-08,0.0
1784,2.7029172043415073e-08,0.0,0.0,7.691969727829928e-09,2.1380523002838865e-08,0.0
1785,2.7939374242740607e-08,0.0,1.6181223979775235e-09,4.910826031537649e-09,1.9125168750276445e-09,0.0
1786,2.6717786840078717e-08,0.0,1.6181223979775235e-09,2.349140310846971e-09,1.9125168750276445e-09,0.0
1787,2.6717786840078717e-08,0.0,1.6181223979775235e-09,0.0,1.9125168750276445e-09,1.2891416188511228e-09
1788,1.846175428405721e-08,0.0,1.6181223979775235e-09,0.0,0.0,1.2891416188511228e-09
1789,2.195190873521824e-08,0.0,1.6181223979775235e-09,0.0,0.0,1.2891416188511228e-09
1790,2.423180132739487e-08,0.0,4.93266773458702e-09,1.1048484032422883e-09,1.1048484032422883e-09,1.2891416188511228e-09
1791,2.0324351344770874e-08,0.0,8.19056657417962e-09,1.1048484032422883e-09,1.1048484032422883e-09,1.2891416188511228e-09
1792,1.494012380476306e-08,0.0,6.572444176202095e-09,1.1048484032422883e-09,1.1048484032422883e-09,1.2891416188511228e-09
1793,1.655809178657819e-08,0.0,8.54448841839225e-09,1.1048484032422883e-09,1.1048484032422883e-09,1.2891416188511228e-09
1794,1.8554062920981907e-08,0.0,9.54247398559411e-09,1.1048484032422883e-09,1.1048484032422883e-09,0.0
1795,1.9074055097283756e-08,0.0,1.1369018234777935e-08,1.1048484032422883e-09,2.018120527834201e-09,0.0
1796,1.6532062258838616e-08,0.0,1.1369018234777935e-08,1.1048484032422883e-09,2.018120527834201e-09,0.0
1797,1.0469895236501055e-08,0.0,9.188320199931305e-09,0.0,9.132721245919129e-10,0.0
1798,1.0541242355190304e-08,0.0,7.666391458168879e-09,5.786566781296187e-10,9.132721245919129e-10,0.0
1799,1.3057597860109484e-08,0.0,8.267161050972455e-09,1.1794262709331959e-09,9.132721245919129e-10,6.00769592803577e-10
1800,1.0099531560265568e-08,0.0,6.2951168087823e-09,1.1794262709331959e-09,9.132721245919129e-10,1.012433502113806e-09
1801,9.032241367533191e-09,0.0,6.225812183251784e-09,1.6437667417688674e-09,9.132721245919129e-10,1.4767739729494777e-09
1802,8.942204310358193e-09,0.0,4.833394732070165e-09,2.512020337773281e-09,0.0,1.9109007709516845e-09
1803,8.345042656898727e-09,0.0,5.184394691326588e-09,2.8630202970297044e-09,0.0,2.2619007302081074e-09
1804,9.608584309158833e-09,0.0,5.270857591658082e-09,3.168097847553294e-09,0.0,2.2619007302081074e-09
1805,8.970625956347282e-09,0.0,3.5348874938279096e-09,3.108796172871361e-09,0.0,2.2619007302081074e-09
1806,5.883108603451806e-09,2.5855010196299387e-10,3.709768175192656e-09,2.766576682030778e-09,2.5855010196299387e-10,1.6611311374045305e-09
1807,6.7199935140292516e-09,2.5855010196299387e-10,3.918989402837017e-09,2.975797909675139e-09,2.5855010196299387e-10,1.2494672280943015e-09
1808,6.732765329380592e-09,2.5855010196299387e-10,3.2256716504213453e-09,2.7468206280951382e-09,2.5855010196299387e-10,7.851267572586299e-10
1809,5.358107766996665e-09,4.3947491677544445e-10,3.6961689106210625e-09,2.4213414923884055e-09,2.5855010196299387e-10,3.5099995925642295e-10
1810,5.225045459792252e-09,4.3947491677544445e-10,4.4348571640436975e-09,2.9420921413400183e-09,2.5855010196299387e-10,0.0
1811,4.097731979132593e-09,4.3947491677544445e-10,3.6833148436039257e-09,2.6370145908164287e-09,2.5855010196299387e-10,0.0
1812,3.8170852351931166e-09,4.3947491677544445e-10,4.160731362620343e-09,2.117659587368743e-09,2.5855010196299387e-10,0.0
1813,3.687943839203456e-09,1.809248148124506e-10,4.354978140013494e-09,2.247068293342076e-09,1.9397940396816337e-10,0.0
1814,3.2689752016423768e-09,1.809248148124506e-10,4.77263133775401e-09,2.0378470656977144e-09,1.9397940396816337e-10,0.0
1815,3.293226025213869e-09,1.809248148124506e-10,4.923549568047747e-09,1.8024838764420436e-09,1.9397940396816337e-10,0.0
1816,2.931376395588968e-09,0.0,4.018925509845823e-09,1.6400548538289934e-09,1.9397940396816337e-10,0.0
1817,4.0842193119569205e-09,1.7134757105249524e-10,2.9292372971667646e-09,9.396518166734528e-10,1.9397940396816337e-10,0.0
1818,3.560102355772342e-09,3.5038243734979753e-10,2.6395042818094794e-09,1.118686682970755e-09,1.9397940396816337e-10,0.0
1819,3.4716915374234857e-09,3.5038243734979753e-10,2.4626826451117675e-09,1.2689841241301077e-09,1.9397940396816337e-10,0.0
1820,4.557702120473144e-09,3.5038243734979753e-10,2.2297702890432855e-09,8.810253161937811e-10,0.0,0.0
1821,4.911111390575635e-09,3.5038243734979753e-10,1.7314501182014957e-09,1.009579570736869e-09,0.0,1.2855425454308796e-10
1822,4.0701767115411005e-09,4.751513389094392e-10,1.719475411261178e-09,1.009579570736869e-09,1.2476890155964171e-10,1.2855425454308796e-10
1823,4.210639479941745e-09,4.751513389094392e-10,2.1408637323234406e-09,6.292341330522382e-10,1.2476890155964171e-10,1.2855425454308796e-10
1824,2.973978928201758e-09,3.03803767856944e-10,2.543223782363364e-09,4.57886561999743e-10,1.2476890155964171e-10,1.2855425454308796e-10
1825,3.0481776705900845e-09,1.2476890155964171e-10,2.744039321164341e-09,2.788516957024407e-10,5.046193066579211e-10,1.2855425454308796e-10
1826,3.2533749741833364e-09,1.2476890155964171e-10,2.561942681809727e-09,1.2855425454308796e-10,5.046193066579211e-10,2.470524975071799e-10
1827,2.0931174016247667e-09,1.2476890155964171e-10,2.13866980474415e-09,3.3769546682803156e-10,5.046193066579211e-10,2.470524975071799e-10
1828,1.432121167686619e-09,2.350982107403508e-10,2.2307741685624804e-09,4.2979983064636175e-10,5.046193066579211e-10,1.1849824296409191e-10
1829,1.5884493799665579e-09,1.103293091807091e-10,1.997016012873181e-09,4.2979983064636175e-10,3.798504050982794e-10,1.1849824296409191e-10
1830,1.829204779709873e-09,1.103293091807091e-10,2.052150386130539e-09,4.2979983064636175e-10,3.798504050982794e-10,1.1849824296409191e-10
1831,2.159558048259973e-09,1.103293091807091e-10,1.6497903360906158e-09,4.2979983064636175e-10,2.702216958131284e-09,1.1849824296409191e-10
1832,2.0766233573990942e-09,1.103293091807091e-10,1.6956872414145403e-09,4.2979983064636175e-10,2.322366553033005e-09,1.1849824296409191e-10
1833,2.1335199400824526e-09,1.9280757149583597e-10,1.8246237853958291e-09,4.2979983064636175e-10,2.322366553033005e-09,0.0
1834,2.0689887025859832e-09,1.9280757149583597e-10,1.8431527415430082e-09,3.037188120050668e-10,2.322366553033005e-09,0.0
1835,2.042442794257328e-09,8.247826231512688e-11,1.8738443336679164e-09,8.306019364364862e-11,2.322366553033005e-09,0.0
1836,2.061590398394486e-09,8.247826231512688e-11,2.0335404947248647e-09,8.306019364364862e-11,2.547550091515559e-09,0.0
1837,1.9901378719592142e-09,8.247826231512688e-11,1.6344592108324158e-09,3.1538441699499996e-10,2.547550091515559e-09,0.0
1838,2.21259630458651e-09,8.247826231512688e-11,1.8634364606917586e-09,5.443616668543427e-10,3.5071905855689677e-09,0.0
1839,2.4969859909898926e-09,8.247826231512688e-11,1.892377754497687e-09,6.20143103535753e-10,3.5071905855689677e-09,0.0
1840,2.4625244779815804e-09,0.0,1.947286831782691e-09,6.20143103535753e-10,4.5653941420959705e-09,0.0
1841,2.2833215080580213e-09,0.0,1.894956501237642e-09,5.370829098921043e-10,4.845304586125516e-09,6.997761100738638e-11
1842,2.3211689871769993e-09,0.0,1.8260526027776995e-09,5.978983498776205e-10,5.08856634606758e-09,6.997761100738638e-11
1843,2.7422440984636864e-09,0.0,1.5913824147339994e-09,5.978983498776205e-10,5.781426226647568e-09,6.997761100738638e-11
1844,3.4342213358787686e-09,0.0,1.7142895674433183e-09,3.655741265262691e-10,5.781426226647568e-09,6.997761100738638e-11
1845,3.2144609672459167e-09,0.0,1.5520510828917873e-09,1.365968766669263e-10,2.4994191795611543e-09,6.997761100738638e-11
1846,4.064182403316709e-09,0.0,1.423464988738386e-09,1.2603593962141295e-10,3.282065191052246e-09,6.997761100738638e-11
