ngram,Xalan,Xalpan
1693,0.0,0.0
1694,0.0,0.0
1695,0.0,0.0
1696,0.0,0.0
1697,0.0,0.0
1698,0.0,0.0
1699,0.0,0.0
1700,0.0,0.0
1701,0.0,0.0
1702,0.0,0.0
1703,0.0,0.0
1704,0.0,0.0
1705,0.0,0.0
1706,0.0,0.0
1707,0.0,0.0
1708,0.0,0.0
1709,0.0,0.0
1710,0.0,0.0
1711,0.0,0.0
1712,0.0,0.0
1713,0.0,0.0
1714,0.0,0.0
1715,0.0,0.0
1716,0.0,0.0
1717,0.0,0.0
1718,0.0,0.0
1719,0.0,0.0
1720,0.0,0.0
1721,0.0,0.0
1722,0.0,0.0
1723,0.0,0.0
1724,0.0,0.0
1725,0.0,0.0
1726,0.0,0.0
1727,0.0,0.0
1728,0.0,0.0
1729,0.0,0.0
1730,0.0,0.0
1731,0.0,0.0
1732,0.0,0.0
1733,0.0,0.0
1734,0.0,0.0
1735,0.0,0.0
1736,0.0,0.0
1737,0.0,0.0
1738,0.0,0.0
1739,0.0,0.0
1740,0.0,0.0
1741,0.0,0.0
1742,0.0,0.0
1743,0.0,0.0
1744,0.0,0.0
1745,0.0,0.0
1746,0.0,0.0
1747,0.0,0.0
1748,0.0,0.0
1749,0.0,0.0
1750,0.0,0.0
1751,0.0,0.0
1752,0.0,0.0
1753,0.0,0.0
1754,0.0,0.0
1755,0.0,0.0
1756,0.0,0.0
1757,0.0,0.0
1758,0.0,0.0
1759,0.0,0.0
1760,0.0,0.0
1761,0.0,0.0
1762,0.0,0.0
1763,0.0,0.0
1764,0.0,0.0
1765,0.0,0.0
1766,0.0,0.0
1767,0.0,0.0
1768,0.0,0.0
1769,0.0,0.0
1770,0.0,0.0
1771,0.0,0.0
1772,0.0,0.0
1773,0.0,0.0
1774,0.0,0.0
1775,0.0,0.0
1776,0.0,0.0
1777,0.0,0.0
1778,0.0,0.0
1779,0.0,0.0
1780,0.0,0.0
1781,0.0,0.0
1782,0.0,0.0
1783,0.0,0.0
1784,0.0,0.0
1785,0.0,0.0
1786,0.0,0.0
1787,0.0,0.0
1788,0.0,0.0
1789,0.0,0.0
1790,0.0,0.0
1791,0.0,0.0
1792,0.0,0.0
1793,0.0,0.0
1794,0.0,0.0
1795,0.0,0.0
1796,0.0,0.0
1797,0.0,0.0
1798,0.0,0.0
1799,0.0,0.0
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,3.0507755052358986e-10,0.0
1805,3.0507755052358986e-10,0.0
1806,3.0507755052358986e-10,0.0
1807,3.0507755052358986e-10,0.0
1808,3.0507755052358986e-10,0.0
1809,3.0507755052358986e-10,0.0
1810,3.0507755052358986e-10,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,3.862814195494073e-10
1816,0.0,3.862814195494073e-10
1817,0.0,3.862814195494073e-10
1818,0.0,3.862814195494073e-10
1819,0.0,9.874711841868183e-10
1820,0.0,9.874711841868183e-10
1821,0.0,9.874711841868183e-10
1822,0.0,6.011897646374109e-10
1823,0.0,6.011897646374109e-10
1824,0.0,6.011897646374109e-10
1825,0.0,7.278065689802255e-10
1826,0.0,3.6361329027099845e-10
1827,0.0,3.6361329027099845e-10
1828,0.0,3.6361329027099845e-10
1829,0.0,3.6361329027099845e-10
1830,0.0,3.6361329027099845e-10
1831,0.0,3.6361329027099845e-10
1832,0.0,2.3699648592818383e-10
1833,0.0,0.0
1834,0.0,0.0
1835,0.0,0.0
1836,0.0,0.0
1837,0.0,0.0
1838,0.0,7.632574730972611e-11
1839,0.0,3.7945149403536705e-10
1840,0.0,3.7945149403536705e-10
1841,0.0,3.7945149403536705e-10
1842,0.0,3.7945149403536705e-10
1843,0.0,3.7945149403536705e-10
1844,0.0,3.7945149403536705e-10
1845,0.0,3.0312574672564097e-10
1846,0.0,0.0
1847,0.0,0.0
1848,0.0,0.0
1849,0.0,0.0
1850,4.746990895603582e-11,0.0
1851,4.746990895603582e-11,0.0
1852,4.746990895603582e-11,0.0
1853,4.746990895603582e-11,0.0
1854,4.746990895603582e-11,0.0
1855,4.746990895603582e-11,0.0
1856,4.746990895603582e-11,0.0
1857,0.0,0.0
1858,0.0,0.0
1859,0.0,6.09293885186649e-11
1860,0.0,6.09293885186649e-11
1861,0.0,6.09293885186649e-11
1862,0.0,6.09293885186649e-11
1863,0.0,6.09293885186649e-11
1864,0.0,6.09293885186649e-11
1865,0.0,1.0515593951154756e-10
1866,0.0,2.2118503060854421e-10
1867,0.0,2.2118503060854421e-10
1868,0.0,2.2118503060854421e-10
1869,0.0,2.2118503060854421e-10
1870,0.0,2.2118503060854421e-10
1871,0.0,2.2118503060854421e-10
1872,0.0,4.6362044362321543e-10
1873,0.0,4.4269697431685376e-10
1874,0.0,4.4269697431685376e-10
1875,0.0,4.4269697431685376e-10
1876,0.0,4.4269697431685376e-10
1877,0.0,4.776486468254554e-10
1878,0.0,4.776486468254554e-10
1879,0.0,2.2590049672136355e-10
1880,0.0,7.604858092464489e-10
1881,0.0,8.551825993384301e-10
1882,0.0,8.875921783272186e-10
1883,3.212262797028639e-11,1.3373089818064748e-09
1884,3.212262797028639e-11,1.302357309297873e-09
1885,3.212262797028639e-11,1.302357309297873e-09
1886,3.212262797028639e-11,1.267443495394411e-09
1887,3.212262797028639e-11,5.768231725600259e-10
1888,5.912547039267833e-11,4.821263824680447e-10
1889,5.912547039267833e-11,4.4971680347925616e-10
1890,2.700284242239194e-11,0.0
1891,2.700284242239194e-11,0.0
1892,2.700284242239194e-11,0.0
1893,2.700284242239194e-11,0.0
1894,2.700284242239194e-11,0.0
1895,0.0,0.0
1896,0.0,5.8141277506759284e-11
1897,5.5730265640414296e-11,5.8141277506759284e-11
1898,5.5730265640414296e-11,1.1225578403336759e-10
1899,5.5730265640414296e-11,2.3975313004750577e-10
1900,5.5730265640414296e-11,2.3975313004750577e-10
1901,5.5730265640414296e-11,2.9116318879727846e-10
1902,5.5730265640414296e-11,2.9116318879727846e-10
1903,7.166941048567362e-11,2.330219112905192e-10
1904,1.5939144845259332e-11,2.330219112905192e-10
1905,1.5939144845259332e-11,2.5514171727739464e-10
1906,1.5939144845259332e-11,1.5867434350574124e-10
1907,3.058931877638774e-11,1.5867434350574124e-10
1908,4.431377288925477e-11,4.092022831692077e-10
1909,4.431377288925477e-11,4.781073315029971e-10
1910,2.837462804399544e-11,4.781073315029971e-10
1911,2.837462804399544e-11,8.974452926833822e-10
1912,2.837462804399544e-11,8.212109801698984e-10
1913,2.837462804399544e-11,7.901810079274136e-10
1914,2.83409436791742e-11,7.901810079274136e-10
1915,1.461648956630717e-11,4.882430095141745e-10
1916,1.461648956630717e-11,4.3438982371452843e-10
1917,4.254795821223567e-11,4.483555580374927e-10
1918,4.254795821223567e-11,2.9017596857107618e-11
1919,4.254795821223567e-11,1.7107505788966597e-10
1920,4.254795821223567e-11,1.7107505788966597e-10
1921,2.79314686459285e-11,1.7107505788966597e-10
1922,2.79314686459285e-11,1.7107505788966597e-10
1923,5.2484913240899036e-11,1.560231953555226e-10
1924,2.4553444594970538e-11,1.9090052158102618e-10
1925,2.4553444594970538e-11,1.9090052158102618e-10
1926,2.4553444594970538e-11,9.468898681015097e-11
1927,2.4553444594970538e-11,1.629041187659449e-10
1928,2.4553444594970538e-11,1.857136052084231e-10
1929,2.4553444594970538e-11,2.3628519973950546e-10
1930,0.0,5.085591174371271e-10
1931,0.0,4.5971605688865935e-10
1932,0.0,5.779322873441675e-10
1933,0.0,5.552535197501334e-10
1934,0.0,5.095062625772227e-10
1935,0.0,5.08919109235403e-10
1936,2.093743234343748e-11,5.420972440780706e-10
1937,2.093743234343748e-11,2.698233263804488e-10
1938,4.268968313768186e-11,2.698233263804488e-10
1939,4.268968313768186e-11,1.5160709592494063e-10
1940,4.268968313768186e-11,1.2843993725729164e-10
1941,4.268968313768186e-11,1.059720624744084e-10
1942,4.268968313768186e-11,8.374972937374991e-11
1943,4.3205576021649557e-11,0.0
1944,6.217689855044942e-11,7.588529011519946e-11
1945,4.042464775620504e-11,7.588529011519946e-11
1946,5.6972751913012385e-11,1.5862581089923618e-10
1947,7.352972794131115e-11,1.5862581089923618e-10
1948,7.352972794131115e-11,2.6122581082382064e-10
1949,9.053589029266768e-11,5.333244084455252e-10
1950,6.90825650652625e-11,5.502443837869717e-10
1951,5.0111242536462644e-11,4.743590936717723e-10
1952,5.0111242536462644e-11,2.230961449308947e-09
1953,4.925237499588318e-11,2.179599401757366e-09
1954,3.2695398967584415e-11,2.223147269450213e-09
1955,3.2695398967584415e-11,2.135041521554383e-09
1956,1.5689236616227883e-11,1.862942923932679e-09
1957,1.5689236616227883e-11,1.884254124752603e-09
1958,1.5689236616227883e-11,1.884254124752603e-09
1959,3.827711461282643e-11,1.8412146311565436e-10
1960,2.2587877996598545e-11,2.0568229361758331e-10
1961,4.5099015791702104e-11,1.6213442592473625e-10
1962,4.5099015791702104e-11,1.5784193000253514e-10
1963,4.5099015791702104e-11,2.865920675379893e-10
1964,7.207894598642334e-11,3.2030737189587503e-10
1965,9.852419078994399e-11,3.5556769830056925e-10
1966,1.0231552708247652e-10,3.078910757300538e-10
1967,1.0231552708247652e-10,2.549517719956691e-10
1968,7.980438928737295e-11,2.992344804481866e-10
1969,9.775816069344602e-11,4.326628955902174e-10
1970,1.1529717855055362e-10,3.4776030269753223e-10
1971,9.726814889246934e-11,3.0266652477945703e-10
1972,8.821379440407791e-11,2.8479708868989206e-10
1973,6.183458011494686e-11,3.0076630868387204e-10
1974,6.183458011494686e-11,3.1706131470299326e-10
1975,8.616307964734053e-11,2.727786062504757e-10
1976,9.231860216761336e-11,2.0147631678092892e-10
1977,7.477958431050574e-11,3.9039468978969387e-10
1978,6.58286837738688e-11,3.6354198718851245e-10
1979,4.843779345873957e-11,3.461510968733832e-10
1980,4.843779345873957e-11,3.213888054496929e-10
1981,5.6067592037388285e-11,3.2798319615778837e-10
1982,3.9150587533803054e-11,6.61500473445439e-10
1983,1.504129360745716e-11,8.186502666239295e-10
1984,1.504129360745716e-11,7.108444388670421e-10
1985,3.263140987578136e-09,7.397807386519009e-10
1986,3.263140987578136e-09,7.397807386519009e-10
1987,3.2898908577542028e-09,7.397807386519009e-10
1988,3.3099866984203405e-09,7.168913419246842e-10
1989,3.302575203391532e-09,3.9667808819445124e-10
1990,3.309232665671402e-09,1.7385787551679347e-10
1991,3.309232665671402e-09,4.889778562214683e-11
1992,6.113297170072331e-11,1.9961485837287948e-11
1993,8.045704975272777e-11,1.1658188006239253e-10
1994,5.370717957666114e-11,1.6860691910108068e-10
1995,2.59815403318748e-11,1.6860691910108068e-10
1996,3.85856188270647e-11,1.7420901427771847e-10
1997,6.532007771977075e-10,1.6755155199784814e-10
1998,8.424324965791311e-09,1.7332933947249758e-10
1999,1.7334715613334265e-08,1.8417582786248562e-10
2000,2.4870376236615525e-08,9.274786296119077e-11
2001,3.53110089759293e-08,4.072282392250262e-11
2002,3.745306186020425e-08,1.0514546971191713e-10
2003,4.022069375965641e-08,9.139748828799834e-11
2004,4.1436363927362304e-08,9.139748828799834e-11
2005,3.657186705855306e-08,8.561970081334889e-11
2006,2.8690790822492673e-08,9.02129293886159e-11
2007,2.3475888280951755e-08,1.17223466548712e-10
2008,1.5141105258464904e-08,1.2780562570559517e-10
2009,1.591972255608555e-08,7.997769658842278e-11
2010,1.3769946579803412e-08,7.891345538334007e-11
2011,1.2174408433754787e-08,7.891345538334007e-11
2012,1.4516861268631942e-08,1.0561274300538833e-10
2013,1.6377099073697617e-08,9.017302604013328e-11
2014,1.417730217350461e-08,6.836155971658351e-11
2015,1.2169204540882613e-08,5.777940055970035e-11
2016,9.461322875952455e-09,4.1184683887458235e-11
2017,1.0302673353335123e-08,4.327258574613838e-11
2018,1.2025241524771246e-08,5.192710289536606e-11
2019,5.8456616353064206e-09,1.8185125280623105e-11
