ngram,Macro,Macoro,Maycro,Macros
1636,3.8976531056635265e-07,0.0,0.0,0.0
1637,3.035163120200325e-07,0.0,0.0,0.0
1638,2.4683632610893777e-07,0.0,0.0,0.0
1639,2.4683632610893777e-07,0.0,0.0,0.0
1640,4.524524358982619e-07,0.0,0.0,0.0
1641,2.056161097893242e-07,0.0,0.0,0.0
1642,2.056161097893242e-07,0.0,0.0,0.0
1643,2.056161097893242e-07,0.0,0.0,0.0
1644,2.056161097893242e-07,0.0,0.0,0.0
1645,2.056161097893242e-07,0.0,0.0,0.0
1646,2.056161097893242e-07,0.0,0.0,0.0
1647,0.0,0.0,0.0,0.0
1648,0.0,0.0,0.0,0.0
1649,0.0,0.0,0.0,0.0
1650,0.0,0.0,0.0,0.0
1651,0.0,0.0,0.0,0.0
1652,0.0,0.0,0.0,0.0
1653,0.0,0.0,0.0,0.0
1654,0.0,0.0,0.0,0.0
1655,1.162060893225966e-07,0.0,0.0,0.0
1656,1.162060893225966e-07,0.0,0.0,0.0
1657,1.162060893225966e-07,0.0,0.0,0.0
1658,1.162060893225966e-07,0.0,0.0,0.0
1659,1.162060893225966e-07,0.0,0.0,0.0
1660,1.162060893225966e-07,0.0,0.0,0.0
1661,2.5057690728707324e-07,0.0,0.0,0.0
1662,1.7497067769259696e-07,0.0,0.0,0.0
1663,1.7497067769259696e-07,0.0,0.0,0.0
1664,1.7497067769259696e-07,0.0,0.0,0.0
1665,1.7497067769259696e-07,0.0,0.0,0.0
1666,1.7497067769259696e-07,0.0,0.0,0.0
1667,1.7497067769259696e-07,0.0,0.0,0.0
1668,4.059985972812033e-08,0.0,0.0,0.0
1669,0.0,0.0,0.0,0.0
1670,0.0,0.0,0.0,0.0
1671,3.911019267174457e-08,0.0,0.0,0.0
1672,3.911019267174457e-08,0.0,0.0,0.0
1673,3.911019267174457e-08,0.0,0.0,2.4742870355761885e-08
1674,7.164071697778646e-08,0.0,0.0,2.4742870355761885e-08
1675,1.0595921651201934e-07,0.0,0.0,2.4742870355761885e-08
1676,1.0595921651201934e-07,0.0,0.0,2.4742870355761885e-08
1677,1.3954541446180103e-07,0.0,0.0,2.4742870355761885e-08
1678,1.0043522179005646e-07,0.0,0.0,2.4742870355761885e-08
1679,1.0043522179005646e-07,0.0,0.0,2.4742870355761885e-08
1680,1.0043522179005646e-07,0.0,0.0,0.0
1681,6.790469748401457e-08,0.0,0.0,2.237584746061267e-08
1682,3.35861979497817e-08,0.0,0.0,2.237584746061267e-08
1683,3.35861979497817e-08,0.0,0.0,2.237584746061267e-08
1684,0.0,0.0,0.0,2.237584746061267e-08
1685,0.0,0.0,0.0,2.237584746061267e-08
1686,0.0,0.0,0.0,2.237584746061267e-08
1687,0.0,0.0,0.0,2.237584746061267e-08
1688,1.3977473502434024e-07,0.0,0.0,0.0
1689,2.3448824647078125e-07,0.0,0.0,0.0
1690,2.3448824647078125e-07,0.0,0.0,0.0
1691,2.3448824647078125e-07,0.0,0.0,0.0
1692,2.3448824647078125e-07,0.0,0.0,0.0
1693,2.3448824647078125e-07,0.0,0.0,0.0
1694,2.58873797065462e-07,0.0,0.0,0.0
1695,2.1213988280318778e-07,0.0,0.0,0.0
1696,1.1742637135674678e-07,0.0,0.0,0.0
1697,1.1742637135674678e-07,0.0,0.0,7.347074821544603e-09
1698,1.1742637135674678e-07,0.0,0.0,7.347074821544603e-09
1699,1.6970453283907512e-07,0.0,0.0,7.347074821544603e-09
1700,1.8270238553798534e-07,0.0,0.0,7.347074821544603e-09
1701,1.5831683494330458e-07,0.0,0.0,1.701383415105998e-08
1702,7.726117396649507e-08,0.0,0.0,1.701383415105998e-08
1703,1.545496439397149e-07,0.0,0.0,1.701383415105998e-08
1704,1.718731772777054e-07,0.0,0.0,9.666759329515377e-09
1705,1.718731772777054e-07,0.0,0.0,9.666759329515377e-09
1706,1.1959501579537702e-07,0.0,0.0,9.666759329515377e-09
1707,1.309020691207609e-07,0.0,0.0,9.666759329515377e-09
1708,1.598396711496467e-07,0.0,0.0,0.0
1709,2.2000461236919883e-07,0.0,0.0,0.0
1710,1.4271614239597901e-07,0.0,0.0,0.0
1711,1.9323890804961203e-07,0.0,0.0,0.0
1712,1.9323890804961203e-07,0.0,0.0,0.0
1713,1.9323890804961203e-07,0.0,0.0,0.0
1714,3.0293654771997224e-07,0.0,0.0,0.0
1715,2.8532129903169334e-07,0.0,0.0,0.0
1716,2.1317119802688467e-07,0.0,0.0,0.0
1717,2.437368199334092e-07,0.0,0.0,0.0
1718,1.913740338263129e-07,0.0,0.0,7.741756442263587e-09
1719,2.5063787388392355e-07,0.0,0.0,7.741756442263587e-09
1720,2.5063787388392355e-07,0.0,0.0,1.6802884670953844e-08
1721,1.1663532818926927e-07,0.0,0.0,1.6802884670953844e-08
1722,1.7486125512635097e-07,0.0,0.0,1.6802884670953844e-08
1723,1.9338678315859526e-07,0.0,0.0,1.6802884670953844e-08
1724,2.567558772576766e-07,0.0,0.0,1.6802884670953844e-08
1725,3.1480189274394175e-07,0.0,0.0,9.061128228690255e-09
1726,2.938630387916419e-07,0.0,0.0,1.5448626251262406e-08
1727,3.4176204824884084e-07,0.0,0.0,6.3874980225721495e-09
1728,3.547211682481637e-07,0.0,0.0,6.3874980225721495e-09
1729,3.361487017627951e-07,0.0,0.0,6.3874980225721495e-09
1730,3.749058379298731e-07,0.0,0.0,6.3874980225721495e-09
1731,3.088380801890318e-07,0.0,0.0,6.3874980225721495e-09
1732,2.9163526806184693e-07,0.0,0.0,1.2646021880462804e-08
1733,2.5331028195653615e-07,0.0,0.0,6.258523857890655e-09
1734,4.5317438995035833e-07,0.0,0.0,6.258523857890655e-09
1735,4.5961604858543327e-07,0.0,0.0,6.258523857890655e-09
1736,4.1966488493829145e-07,0.0,0.0,6.258523857890655e-09
1737,3.693038489619279e-07,0.0,0.0,6.258523857890655e-09
1738,3.6340415578349295e-07,0.0,0.0,1.1750340129473053e-08
1739,3.1353927251335077e-07,0.0,0.0,5.491816271582398e-09
1740,3.434883869398878e-07,0.0,0.0,5.491816271582398e-09
1741,1.0166662026530762e-07,0.0,0.0,1.1433167048023409e-08
1742,8.226584163090983e-08,0.0,0.0,1.1433167048023409e-08
1743,8.087258507316619e-08,0.0,0.0,2.1064560635457904e-08
1744,7.841501720966854e-08,0.0,0.0,5.6777043511146985e-08
1745,3.089107971326095e-07,0.0,0.0,8.915468236685748e-08
1746,3.1240491844235816e-07,0.0,0.0,9.413265950846445e-08
1747,3.2404732154743344e-07,0.0,0.0,9.413265950846445e-08
1748,3.508635581437959e-07,0.0,0.0,8.819130873202344e-08
1749,3.6572939927331003e-07,0.0,0.0,8.819130873202344e-08
1750,4.4186502076318644e-07,0.0,0.0,8.515737803804768e-08
1751,4.4097009903915865e-07,0.0,0.0,4.94448951623586e-08
1752,3.327548951302463e-07,0.0,0.0,1.1575440035065704e-08
1753,3.580044088481925e-07,0.0,0.0,6.597462893458734e-09
1754,3.205969600271276e-07,0.0,0.0,1.496560031455374e-08
1755,3.8031875908879034e-07,0.0,0.0,1.496560031455374e-08
1756,3.6848838850086653e-07,0.0,0.0,2.1036541397734254e-08
1757,2.857664966882112e-07,0.0,0.0,1.4439078504275521e-08
1758,2.9462769722345327e-07,0.0,0.0,1.4439078504275521e-08
1759,2.0951936744292459e-07,0.0,0.0,1.4439078504275521e-08
1760,1.9560483544012186e-07,0.0,0.0,1.7100445504070194e-08
1761,1.9142076672957436e-07,0.0,0.0,8.732308082975188e-09
1762,1.0967170841321863e-07,0.0,0.0,8.732308082975188e-09
1763,1.1799093613262812e-07,0.0,0.0,2.661366999794674e-09
1764,1.2618853162393862e-07,0.0,0.0,2.661366999794674e-09
1765,1.1670560086583594e-07,0.0,0.0,2.661366999794674e-09
1766,6.436819382266939e-08,0.0,0.0,2.661366999794674e-09
1767,1.196343154065614e-07,0.0,0.0,2.9445022927835194e-09
1768,1.4645644087961175e-07,0.0,0.0,2.9445022927835194e-09
1769,1.6314244888349094e-07,0.0,0.0,2.9445022927835194e-09
1770,1.8926572918433392e-07,0.0,0.0,5.827423876780813e-09
1771,1.7802301042836787e-07,0.0,0.0,1.1092711511245007e-08
1772,2.1461683021227274e-07,0.0,0.0,1.1092711511245007e-08
1773,2.2338587107079938e-07,0.0,0.0,1.1092711511245007e-08
1774,1.4682881348854998e-07,0.0,0.0,8.148209218461488e-09
1775,1.286727554981683e-07,0.0,0.0,1.3925587540240616e-08
1776,1.5007906942595843e-07,0.0,0.0,1.6637957043842888e-08
1777,1.8847039992156818e-07,0.0,0.0,1.667308576916834e-08
1778,2.4965555971740674e-07,0.0,0.0,1.1407798134704145e-08
1779,2.1779938868300113e-07,0.0,0.0,1.1407798134704145e-08
1780,2.9854299350111954e-07,0.0,0.0,1.1407798134704145e-08
1781,3.08105578130023e-07,0.0,0.0,1.332031500973179e-08
1782,3.9655551731243577e-07,0.0,0.0,9.701070169398918e-09
1783,5.630181725280181e-07,0.0,0.0,1.1337898746839009e-08
1784,5.021291121311476e-07,0.0,0.0,8.41984843751626e-09
1785,5.347950516717706e-07,0.0,0.0,1.1656093233471308e-08
1786,6.932821798549022e-07,0.0,0.0,1.5676388187557677e-08
1787,6.214611210404135e-07,0.0,0.0,1.69655298064088e-08
1788,6.537082027437333e-07,0.0,0.0,1.5053012931381156e-08
1789,5.845134316879401e-07,0.0,0.0,1.28948794499349e-08
1790,3.891153974271739e-07,0.0,0.0,8.545681368892538e-09
1791,4.219176616970799e-07,0.0,0.0,1.0717613844032518e-08
1792,3.4330223083348497e-07,0.0,0.0,8.569631099979752e-09
1793,1.9487844277981431e-07,0.0,0.0,4.549336145893384e-09
1794,2.2826791377740717e-07,0.0,0.0,3.260194527042261e-09
1795,2.056369611734356e-07,0.0,0.0,4.173466651634174e-09
1796,1.966789580722304e-07,0.0,0.0,6.069789877065952e-09
1797,1.9209862602208106e-07,0.0,0.0,6.6367135279473845e-09
1798,1.5878252972762702e-07,0.0,0.0,4.464781052807407e-09
1799,1.501553269024823e-07,0.0,0.0,3.3765190009051237e-09
1800,1.4022854395128498e-07,0.0,0.0,3.788182910215352e-09
1801,1.2738640567785557e-07,0.0,0.0,4.716863851886696e-09
1802,1.8982352959337083e-07,0.0,0.0,3.803591727294783e-09
1803,1.8735729564614951e-07,0.0,0.0,2.258268461119428e-09
1804,2.0499873290954644e-07,0.0,0.0,1.996422360761585e-09
1805,2.006597387297201e-07,0.0,0.0,1.996422360761585e-09
1806,2.1602803101927748e-07,0.0,0.0,2.254972462724579e-09
1807,2.207596898935143e-07,0.0,0.0,2.4709722522077625e-09
1808,2.1949621904176248e-07,0.0,0.0,1.7776544997920902e-09
1809,1.5633471304811663e-07,0.0,0.0,1.9585793146045407e-09
1810,2.0260375878576398e-07,6.53812940295698e-10,0.0,1.825517007400127e-09
1811,1.9121870613909258e-07,6.53812940295698e-10,0.0,1.5204394568765371e-09
1812,2.5580697179553423e-07,6.53812940295698e-10,9.54833038032835e-10,2.9526890773671053e-09
1813,2.906661781107037e-07,6.53812940295698e-10,9.54833038032835e-10,4.633933078527061e-09
1814,2.885608115629371e-07,6.53812940295698e-10,9.54833038032835e-10,4.0062693797336485e-09
1815,2.610070777921335e-07,6.53812940295698e-10,9.54833038032835e-10,3.9640469002526805e-09
1816,2.564353544747584e-07,6.53812940295698e-10,9.54833038032835e-10,3.9732948042825456e-09
1817,2.0583498740376983e-07,0.0,9.54833038032835e-10,3.7553571522305364e-09
1818,1.9841541793701773e-07,0.0,9.54833038032835e-10,3.934392018527839e-09
1819,1.433886944417801e-07,0.0,0.0,2.6524398391966233e-09
1820,1.2030662840548496e-07,1.4739693592653273e-10,0.0,7.126457360736741e-10
1821,1.1628643444997319e-07,4.0450544501270866e-10,0.0,8.41199990616762e-10
1822,1.201504074645397e-07,4.0450544501270866e-10,0.0,7.728281824017001e-10
1823,1.1441463954042774e-07,4.0450544501270866e-10,0.0,7.231182319600293e-10
1824,1.1431976381410485e-07,4.0450544501270866e-10,0.0,8.572382486400037e-10
1825,1.1119167148925563e-07,4.0450544501270866e-10,0.0,9.314369910283305e-10
1826,1.0548549970021018e-07,4.0450544501270866e-10,0.0,1.2551325217253456e-09
1827,9.379599979248659e-08,2.571085090861759e-10,0.0,2.09169737086512e-09
1828,1.0623459952999578e-07,0.0,0.0,2.18380173468345e-09
1829,9.605548102951746e-08,0.0,0.0,2.1995813900435988e-09
1830,9.59142220884652e-08,0.0,9.530454203598993e-11,2.345032263611253e-09
1831,9.536235877151609e-08,0.0,9.530454203598993e-11,2.4895962434458495e-09
1832,9.558642537805489e-08,0.0,9.530454203598993e-11,2.2363626347602204e-09
1833,9.686211147449545e-08,0.0,9.530454203598993e-11,2.009804449849233e-09
1834,8.559553878382888e-08,0.0,9.530454203598993e-11,1.5054803752840534e-09
1835,7.477243307058806e-08,0.0,9.530454203598993e-11,1.452388558626743e-09
1836,7.679848680806702e-08,0.0,9.530454203598993e-11,1.9873906012942857e-09
1837,9.039905839764678e-08,0.0,0.0,2.011242601034675e-09
1838,9.193182291612954e-08,0.0,0.0,1.9615358543794467e-09
1839,8.87249268341098e-08,0.0,0.0,2.2646616011050877e-09
1840,8.079828666447092e-08,0.0,0.0,2.0928127802173027e-09
1841,8.399598274065414e-08,0.0,0.0,1.7605720056427084e-09
1842,8.34938904046924e-08,0.0,0.0,1.7754515159649843e-09
1843,8.506751620578662e-08,0.0,0.0,1.8867952755741157e-09
1844,7.534871165099893e-08,0.0,0.0,1.6438124908876465e-09
1845,6.843697519798297e-08,0.0,0.0,1.615051529021575e-09
1846,7.860066324789322e-08,0.0,0.0,1.6380282923706651e-09
1847,8.623837440982893e-08,0.0,0.0,1.8654696438374127e-09
1848,7.984443937760131e-08,0.0,0.0,2.5217217123975543e-09
1849,7.837589269651549e-08,0.0,0.0,3.6290242794961055e-09
1850,7.483622052209934e-08,0.0,0.0,3.4592387605186e-09
1851,7.557744956849482e-08,0.0,0.0,3.9031704535119616e-09
1852,8.758908722126892e-08,0.0,0.0,4.259131428493593e-09
1853,8.691070770997353e-08,9.651868193572e-11,0.0,5.380809099873675e-09
1854,8.421310988231718e-08,9.651868193572e-11,0.0,5.986815265757173e-09
1855,8.863442399079499e-08,9.651868193572e-11,0.0,6.643106921698307e-09
1856,9.901216100973085e-08,9.651868193572e-11,0.0,6.1982377008718e-09
1857,1.0247292944346295e-07,9.651868193572e-11,0.0,6.110605355047483e-09
1858,1.0119224417134579e-07,1.5412219516492646e-10,0.0,6.00311540160143e-09
1859,9.492187099827529e-08,1.5412219516492646e-10,0.0,6.117161380611183e-09
1860,8.569907856375331e-08,5.7603513229206473e-11,0.0,5.340328496877029e-09
1861,8.014904143546378e-08,5.7603513229206473e-11,0.0,5.0526485217972095e-09
1862,8.5343086502527e-08,5.7603513229206473e-11,0.0,4.631597137562591e-09
1863,7.71991730224337e-08,5.7603513229206473e-11,0.0,4.645999331285923e-09
1864,6.857342579483624e-08,5.7603513229206473e-11,0.0,5.0113301127855235e-09
1865,6.68226951867317e-08,0.0,0.0,5.4484099771506016e-09
1866,6.378938824777184e-08,4.4239619903915386e-11,0.0,6.016896060754919e-09
1867,6.595145458326052e-08,4.4239619903915386e-11,0.0,6.685534982762777e-09
1868,7.088058089672294e-08,4.4239619903915386e-11,0.0,6.601921866332207e-09
1869,6.937923150271022e-08,4.4239619903915386e-11,0.0,6.4625613432107394e-09
1870,7.133630016856582e-08,4.4239619903915386e-11,0.0,6.532481603268739e-09
1871,7.683891770479282e-08,4.4239619903915386e-11,4.057606235135276e-11,6.733228070337256e-09
1872,9.230420212296459e-08,4.4239619903915386e-11,4.057606235135276e-11,6.875764656046255e-09
1873,1.0374083002164167e-07,0.0,4.057606235135276e-11,6.300204104446396e-09
1874,1.0405314908114503e-07,0.0,1.200574917259445e-10,5.4375064451051e-09
1875,9.926177822551705e-08,0.0,1.200574917259445e-10,5.1805712735537264e-09
1876,9.60807403162432e-08,0.0,1.200574917259445e-10,5.693394961830174e-09
1877,1.0283874475801116e-07,0.0,1.200574917259445e-10,6.057404736533759e-09
1878,1.039985981776681e-07,0.0,2.2462286792495385e-10,5.868984980545682e-09
1879,9.160986635947665e-08,3.4913813903461997e-11,2.2462286792495385e-10,6.038299764960746e-09
1880,8.763710925206527e-08,3.4913813903461997e-11,2.2462286792495385e-10,6.8221650550981394e-09
1881,8.709462814441135e-08,3.4913813903461997e-11,1.451414385503621e-10,7.039719600905008e-09
1882,9.01522889356394e-08,3.4913813903461997e-11,1.451414385503621e-10,7.1478293125640644e-09
1883,8.908550849387861e-08,3.4913813903461997e-11,1.451414385503621e-10,7.64961839903679e-09
1884,8.53057774260638e-08,3.4913813903461997e-11,1.451414385503621e-10,7.912462748497059e-09
1885,8.713226508559404e-08,3.4913813903461997e-11,0.0,8.282352962193532e-09
1886,8.521811066332572e-08,0.0,5.5177231831190656e-11,8.150975894238854e-09
1887,9.178724168025707e-08,0.0,5.5177231831190656e-11,7.698784720844287e-09
1888,9.484538716313701e-08,0.0,8.21800742535826e-11,8.678517840873416e-09
1889,9.845840866416569e-08,0.0,8.21800742535826e-11,9.676660361890299e-09
1890,1.0295221081995415e-07,0.0,8.21800742535826e-11,1.2412548449398336e-08
1891,1.0891426731924575e-07,0.0,1.5899523166305685e-10,1.485088027156475e-08
1892,1.1078992453609057e-07,0.0,1.5899523166305685e-10,1.618055949543467e-08
1893,1.1126140009309893e-07,0.0,1.038179998318662e-10,1.7419824820714373e-08
1894,1.0287267774141842e-07,0.0,1.038179998318662e-10,1.775050823787134e-08
1895,1.0182423742272867e-07,0.0,7.681515740947426e-11,1.7537145323233616e-08
1896,9.922444478758865e-08,0.0,7.681515740947426e-11,1.7002826575256743e-08
1897,1.055921247581994e-07,9.288378003243939e-11,7.681515740947426e-11,1.4822288412525658e-08
1898,9.502861786359063e-08,9.288378003243939e-11,0.0,1.1369045387661053e-08
1899,9.235503942558612e-08,1.110976866058877e-10,0.0,9.18126181430929e-09
1900,9.558048727090604e-08,1.110976866058877e-10,0.0,7.716324309673236e-09
1901,9.541455422582398e-08,1.453710604274302e-10,3.4273373821542514e-11,6.956328687682653e-09
1902,9.504099856323072e-08,3.003356729980311e-10,2.064562766777657e-10,6.304775019521409e-09
1903,9.47577873944283e-08,3.322139626885498e-10,4.2960430054631415e-10,6.201176112290747e-09
1904,8.431883255103198e-08,2.3933018265611036e-10,4.771655213810431e-10,4.8144522337066425e-09
1905,8.822671710666847e-08,2.3933018265611036e-10,4.771655213810431e-10,4.959416020712735e-09
1906,8.684070706976854e-08,2.2111627608266205e-10,4.771655213810431e-10,5.3317604934274445e-09
1907,8.189218699986408e-08,2.2111627608266205e-10,4.771655213810431e-10,5.2545124442003404e-09
1908,7.814747046300649e-08,1.8684290226111955e-10,4.428921475595006e-10,5.7732336371835964e-09
1909,7.532441007437488e-08,3.1878289690518664e-11,2.7070924470327743e-10,5.404966284063204e-09
1910,7.183948369515747e-08,0.0,4.7561220834729006e-11,5.440938207915533e-09
1911,7.444429377707301e-08,1.3977931907176761e-11,0.0,5.553912472779286e-09
1912,7.136619523911187e-08,1.3977931907176761e-11,0.0,6.0209322924212725e-09
1913,6.663433741290906e-08,1.3977931907176761e-11,0.0,5.873074312593271e-09
1914,6.098512755110213e-08,1.3977931907176761e-11,0.0,5.973739185855769e-09
1915,5.673124674793988e-08,1.3977931907176761e-11,0.0,5.877708129732793e-09
1916,5.712842288119191e-08,2.902979444132013e-11,0.0,6.264568292684609e-09
1917,5.799629754221769e-08,2.902979444132013e-11,0.0,6.624646799378655e-09
1918,4.9066334487487695e-08,1.5051862534143368e-11,0.0,6.53977792554526e-09
1919,4.746624908997481e-08,1.5051862534143368e-11,0.0,5.997496404270513e-09
1920,5.2133365307278316e-08,1.5051862534143368e-11,0.0,6.8853992348952684e-09
1921,6.081238928296833e-08,1.5051862534143368e-11,0.0,6.854000858932555e-09
1922,6.296182115355415e-08,1.5051862534143368e-11,0.0,6.372977257029788e-09
1923,6.585013271173271e-08,0.0,0.0,5.8643195696309445e-09
1924,7.03725017306819e-08,0.0,0.0,5.231981482976624e-09
1925,7.872548073757051e-08,0.0,0.0,5.395759045916699e-09
1926,8.222528740426632e-08,0.0,0.0,6.779209733258946e-09
1927,8.280061081222811e-08,2.273837864029206e-11,0.0,6.339342669850875e-09
1928,8.75524252462258e-08,2.273837864029206e-11,0.0,6.236502203549321e-09
1929,9.270436558088996e-08,2.273837864029206e-11,2.5285797265541176e-11,6.15918354413785e-09
1930,9.380164048674747e-08,2.273837864029206e-11,2.5285797265541176e-11,6.41176404033875e-09
1931,1.1482722633055736e-07,2.273837864029206e-11,2.5285797265541176e-11,6.685902181098007e-09
1932,1.2537985380082057e-07,2.273837864029206e-11,2.5285797265541176e-11,6.197016233500108e-09
1933,1.3467516980979e-07,2.273837864029206e-11,2.5285797265541176e-11,4.874566020670759e-09
1934,1.4028871829298494e-07,0.0,2.5285797265541176e-11,4.389756558254021e-09
1935,1.3955476520420363e-07,4.444466620131696e-11,2.5285797265541176e-11,4.238807971290726e-09
1936,1.4361785056442905e-07,6.538209854475444e-11,0.0,4.813946130610702e-09
1937,1.4222388143382757e-07,6.538209854475444e-11,0.0,5.0276554348321105e-09
1938,1.21305439344204e-07,6.538209854475444e-11,0.0,5.0672506825476054e-09
1939,1.159035036835121e-07,6.538209854475444e-11,0.0,5.4993260738862256e-09
1940,1.1012110994507956e-07,6.538209854475444e-11,0.0,6.323487638277519e-09
1941,1.0700847801509944e-07,6.538209854475444e-11,0.0,6.433897795484914e-09
1942,1.0908405759632192e-07,2.093743234343748e-11,0.0,6.622895121211059e-09
1943,1.1284525263428285e-07,0.0,0.0,6.13277822176477e-09
1944,1.1857327462751397e-07,0.0,0.0,6.182031838822663e-09
1945,1.277047628280213e-07,0.0,0.0,5.8997594746098716e-09
1946,1.2587906387092778e-07,0.0,0.0,5.573981149658331e-09
1947,1.4278574513225196e-07,0.0,0.0,4.7071370928059815e-09
1948,1.4851861708718518e-07,0.0,0.0,4.451794298278498e-09
1949,1.5556670364601034e-07,0.0,0.0,4.409707456330482e-09
1950,1.5534794783889083e-07,8.459987472469216e-11,0.0,4.706986483122526e-09
1951,1.7110271447303864e-07,8.459987472469216e-11,0.0,4.352172146480728e-09
